group,quantity,Index,date,name
SPICES,2,18094,2018-01-02,KAMIS PIEPRZ CYTRYNOWY 20G
CIGARETTES,3,5114,2018-01-04,PAP ROTHMANS MINT LINK
COFFEE TEA,6,6068,2018-01-10,KAWA INKA 150G KARTON
SWEETS,2,20547,2018-01-10,CIASTKA PALUSZKI 144 G POMAR.
DRINK_JUICE,7,9807,2018-01-07,NAP MARTON KIWI 1_5 GAZ
GENERAL_FOOD,12,12419,2018-01-03,KNORR G.K. POMIDOROWA Z MAKARON
GENERAL_ITEMS,2,17783,2018-01-11,KARMA DO PSA RAFI Z WO?OWINA 800GR PUSZK
CHIPS_FLAKES,3,4406,2018-01-02,LAYS PAPRYKA 40 G
DAIRY_CHESSE,16,6790,2018-01-03,DA DANONE GRATKA 115 G
ALCOHOL,60,132,2018-01-01,PIWO DEBOWE MOCNE 0_5L BUTELKA
CIGARETTES,15,5292,2018-01-07,PAP CHESTERFIELD PSTRYK 20
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16427,2018-01-07,MAK.LUBELLA KOKARDA 400G
GENERAL_FOOD,5,13377,2018-01-09,CHEETOS MIX 70 G
GENERAL_FOOD,6,13800,2018-01-11,SONKO RYZ 1 KG BIALY
GENERAL_ITEMS,1,8695,2018-01-06,BOBOVITA KASZKA MLECZ/RYZ TRUSKAWKI
SPICES,2,18202,2018-01-03,WIN ZIARENKA SMAKU 75G
ICE_CREAMS_FROZEN,1,15812,2018-01-10,LODT CZEKOLADA 900 ML ALGIDA
DRINK_JUICE,4,9021,2018-01-03,KUBUS MUS 0_1 TRUSKAWKA
TABLETS,11,21139,2018-01-04,TABLETKI IBUPROM SASZETKA 2 SZT
CIGARETTES,32,5112,2018-01-04,PAP ROTHMANS BLU 100
SPICES,8,18156,2018-01-03,GALEO ZIOLA PROWANSALSKIE 10GR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16601,2018-01-09,NAP HORTEX 1 L BANANOWY
SPICES,2,18697,2018-01-11,RODZYNKI 100GR SULTANSKIE HELIO
SWEETS,3,19076,2018-01-02,WAWEL CZEKOLADA MICHALKI 100G
SWEETS,1,19303,2018-01-04,BATON SNIKERS 49 ORZECH
SWEETS,5,19484,2018-01-05,BOMBONIERA BARON 250 G
GENERAL,2,11602,2018-01-06,SOS WEGIERSKI Z PIECZ.550G DAWTONA
SWEETS,3,19399,2018-01-04,PALUSZKI LAJKONIK Z SEZAMEM 150 G
POULTRY,0.39,10804,2018-01-01,KOSTKA Z LIMANDY LUZ
SWEETS,3,20974,2018-01-12,KALENDARZ ADWENTOWY
CHEMISTRY,1,2435,2018-01-05,APART PLYN DO KAPIELI 750 ML
DRINK_JUICE,5,9517,2018-01-05,WODA USTRONIANKA Z JODEM 1_5 L
ICE_CREAMS_FROZEN,29,15135,2018-01-05,LODY PINGWIN W CZEKOL.
SPICES,3,18623,2018-01-10,KNORR FIX DO STROGONOFF
GENERAL_FOOD,5,12386,2018-01-03,DELACTA AROMAT  CYTRYNOWY
CHEWING_GUM_LOLIPOPS,5,4012,2018-01-01,GUMA ORBIT STRAWBERRY DRAZE
COFFEE TEA,2,5790,2018-01-03,EKOLAND HERBATA CYTRYNOWA 300GR TOR.
GENERAL,1,11308,2018-01-02,WIN BULION Z GRZYBAMI LESNYMI 6K
DAIRY_CHESSE,5,7457,2018-01-06,JOGURT Z MUSLI 210 G JAB?KO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16541,2018-01-08,SLEDZ WIEJSKI EKSTRA W OLEJU 800G BECZKA
SPICES,1,18051,2018-01-01,PRYMAT PRZYPRAWA DO KARKOWKI
CHEMISTRY,4,2242,2018-01-03,REKAW DO PIECZENIA 3 M
CHIPS_FLAKES,7,4607,2018-01-06,STAR PRAZYNKI SOLONE 85 G
GENERAL_FOOD,15,13706,2018-01-11,CYKORIA BUDYN SMIETANKOWY B/C 40 G
GROATS_RICE_PASTA,3,14457,2018-01-09,MAKA KRUPCZATKA BASIA 1 KG
ALCOHOL,28,22755,2018-01-10,NAP SPIR CYTRYNOWKA 30% 200ML
GENERAL_ITEMS,6,17736,2018-01-02,KARMA CHAPPI WOLOWINA KURA 500G
CHEWING_GUM_LOLIPOPS,6,4066,2018-01-02,ZELKI CYMES 80 G DZDZOWNICE
VEGETABLES,1.4,21890,2018-01-08,KT CEBUL CZERWONNA MODRA
DRINK_JUICE,4,9708,2018-01-06,WODA USTRONIANKA Z MAGNEZEM 1_5 L
CHEMISTRY,1,2334,2018-01-04,HELP 1 L UNIWERSALNY
VEGETABLES,425.37,21445,2018-01-02,KT ZIEMNIAKI KG
CIGARETTES,10,5295,2018-01-07,PAP CHESTERFILD RED 100
BREAD,170,1265,2018-01-07,C BULKA GRAHAMKA/ALPEJSKA
ICE_CREAMS_FROZEN,8,15478,2018-01-07,LODY ROZEK JAK DAWNIEJ
GROATS_RICE_PASTA,3,14081,2018-01-02,MAK LUBELLA  ZIARNO SWIDERKI 400G
GROATS_RICE_PASTA,8,14219,2018-01-04,MAKARON SPAGHETI 400G SULMA
SWEETS,6,20709,2018-01-11,BATON LION STANDARD 42G
DRINK_JUICE,7,8914,2018-01-02,NAP HORTEX 1 L JABLKO
GENERAL_ITEMS,1,17594,2018-01-04,PRYMAT CURRY
ALCOHOL,2,939,2018-01-11,PIWO SROGIE LANIE 0_5 L B/BEZWROT
ALCOHOL,12,343,2018-01-04,PIWO PRAZUBR NIEP.0_5 B/ZW
ICE_CREAMS_FROZEN,0.38,15387,2018-01-07,FILETY Z DORSZ B/S
CHEMISTRY,2,2857,2018-01-07,MYDLO ARKO EXTRA 90 G
GENERAL_ITEMS,3,17598,2018-01-05,MAR SNIADANIOWA 450 G
ALCOHOL,35,965,2018-01-12,PIWO DEBOWE MOCNE 0_5L BUTELKA
VEGETABLES,24.56,21893,2018-01-08,KT CEBULA WCZESNA
SWEETS,3,18907,2018-01-01,TALARKI 155 G LAJKONIK
CIGARETTES,3,5298,2018-01-07,PAP LD LINK PSTRYK
ALCOHOL,1,23173,2018-01-12,WINO SOPHIA 0_75 L B/S?ODKIE
CHEMISTRY,8,3293,2018-01-09,PATYCZKI HIG MEA 160 SZT
CHEMISTRY,2,3658,2018-01-11,MYDLO DOVE KOSTKA 100G BUTTER
CHEMISTRY,12,3893,2018-01-12,PAPIER TOAL.8 SZT MEA NIEB
POULTRY,3.77,17132,2018-01-06,SZYNKA WIELKOPOLSKA KG
DRINK_JUICE,8,9425,2018-01-05,NAP MIRINDA 2 L
POULTRY,1,1501,2018-01-01,PASZTET PODLASKI 155GR DROSED PUSZKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,16500,2018-01-08,KREM KARPATKA DELECTA 250G             .
GENERAL_FOOD,1,12520,2018-01-03,SP FLAKI WIEPRZOWE 0_9KG
GENERAL_FOOD,19,12735,2018-01-05,GELLWE PROSZEK DO PIECZANIA 30 G
VEGETABLES,58,21844,2018-01-07,KT POR MLODA NA SZT
ALCOHOL,9,187,2018-01-02,PIWO CIECHAN MIODOWE 0_5 L B/ZW
GENERAL_ITEMS,1,17930,2018-01-08,RAJSTOPY 20 DEN XL
SWEETS,1,20108,2018-01-08,CZEK AMELIA BIALA 100G
GENERAL_FOOD,4,12117,2018-01-01,KNORR G.K POMIDOROWA Z RYZEM
POULTRY,1,1495,2018-01-01,LOWICZ DZEM TRUSKAWKOWY N/S?
SWEETS,3,20321,2018-01-09,CIASTKA LEIBNIZ  ZOO 100 G ORYGINAL
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16507,2018-01-08,MIX EKSTRA PASLECKIE 200G.
CHEMISTRY,17,3092,2018-01-08,PERSIL DUO-CAPS 32 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,25,16384,2018-01-06,WIN MAJONEZ 400G
DRINK_JUICE,2,8776,2018-01-01,NAP MIRINDA 1_5 L +0_3 GRATIS
SWEETS,2,20659,2018-01-10,SPRAY FRUIT
DRINK_JUICE,6,10564,2018-01-11,NAP TYMBARK 1 L JAB?KO 100%
GENERAL_FOOD,7,13668,2018-01-10,WIN KISIEL WISNIOWY Z CUK 77G
SWEETS,9,19149,2018-01-03,DELICJE POMARANCZOWE 147G
VEGETABLES,6,21908,2018-01-08,KT KAPUSTA PEKINSKA MLODA SZT
DRINK_JUICE,3,10456,2018-01-10,WODA JURAJSKA 1_5 L N/G JABLKO
ICE_CREAMS_FROZEN,9,15814,2018-01-10,LODY BIG MILK CHOCO 100 ML
DRINK_JUICE,23,9876,2018-01-07,WODA CISOWIANKA 0_5L GAZ
SPICES,11,18454,2018-01-07,WIN MAGI W PLYNIE 200ML
DAIRY_CHESSE,36,8029,2018-01-09,JOGOBELA 150 G 0 %
GENERAL,2,11495,2018-01-05,SMAK MAK GALARETKA Z KURCZAKA 200G
BREAD,79.5,1252,2018-01-06,S CHLEB PSZENNY 0_25KG
COFFEE TEA,16,5736,2018-01-01,PRIMA 100 G MIELONA
GENERAL_ITEMS,1,17879,2018-01-04,RAJSTOPY 20 DEN L
GENERAL,4,11207,2018-01-01,PRECELKI DJ 150 GQ
GENERAL_FOOD,2,12955,2018-01-06,POSYPKA KOLOR
SWEETS,1,19038,2018-01-02,PETITKI LUBISIE Z MORELA 30 G
ALCOHOL,2,210,2018-01-02,PIWO LWÓWEK 0_5 L B/ZWR
GENERAL_ITEMS,5,17734,2018-01-01,ZELKI NIM 2 HEROS 90 G
SWEETS,4,20491,2018-01-09,ZELKI NIM 2 MLEKODUSZKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,5,16396,2018-01-06,WODA ZYWIEC 1_5 N/G MALINA N/GAZ.
GENERAL,5,11642,2018-01-07,KRAKUS BARSZCZ CZERW.300 ML KONC
GENERAL,18,11988,2018-01-12,AMINO BLYSK .POMIDOROWA Z PIETRUSZKA
CHEMISTRY,3,3465,2018-01-10,MYDLO PALMOLIVE 90 G SENSATION
DAIRY_CHESSE,81,6534,2018-01-01,SER SMAZONY 200G SREM..
VEGETABLES,1,21998,2018-01-09,KT POMELO SZT
GENERAL,1,11465,2018-01-05,KNORR BARSZCZ BIALY 45 G
SPICES,1,18690,2018-01-11,PRYMAT GRILL PIKANTNT 20G
SWEETS,1,19374,2018-01-04,JAJKO WIELKANOCNE 100G
GROATS_RICE_PASTA,3,14429,2018-01-08,SER PLASTRY MLECZ.ZAGRODA GOUDA 150 G
BREAD,3,1484,2018-01-12,S JABLECZ/MURZYN/JOGURTOWY
GENERAL_FOOD,28,13306,2018-01-08,PYZY WIEJSAKIE DOLCZEWSKI
GENERAL_FOOD,9,12388,2018-01-03,DR O AROMAT RUMOWY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,11,16356,2018-01-06,MAKA TORTOWA ZLOTY LAN TYP 450 1KG
ALCOHOL,8,850,2018-01-10,PIWO LECH SHANDY 0_5 BUT
CIGARETTES,54,5119,2018-01-04,PAP ROTMANSY 20 BLU
DAIRY_CHESSE,2,6779,2018-01-03,CAPRESI SEREK 150 G NATURALNY
SWEETS,12,20475,2018-01-09,WEDEL PAWELEK ADVOCAT 45G
CHIPS_FLAKES,6,4407,2018-01-02,LAYS ROZKI SER 95 G
CHEMISTRY,1,3992,2018-01-12,ZESZYT 96 W SZER LINIE
TABLETS,2,21110,2018-01-03,TABLETKI APAP EXTRA 10SZT
DRINK_JUICE,18,9253,2018-01-04,NAP TYMBARK 0_25 L POM.BRZOSK
GENERAL_FOOD,20,13739,2018-01-11,KINDER MLECZNA KANAPKA
CIGARETTES,1,5516,2018-01-10,PAP MOCNE JASNE
VEGETABLES,4,22193,2018-01-11,ZAPIEKANKA Z PIECZARKA 220 G
POULTRY,0.72,17115,2018-01-06,KRAKOWSKA SUCHA KG
BREAD,17,1462,2018-01-12,C CHLEB MAZOWIECKI 600G_
ALCOHOL,5,22609,2018-01-07,NAP SPIR ABSOLWENT WISNIA 0_1
ICE_CREAMS_FROZEN,7,15904,2018-01-11,LODY MAGNUM CLASSIC
POULTRY,1,11111,2018-01-11,PASZTET LOSOSIOWY 160 G
CIGARETTES,1,5108,2018-01-04,PAP RGD BLU
GENERAL_FOOD,4,13468,2018-01-09,POWIDLA SLIWKA SLON.OGROD 290G
DRINK_JUICE,4,10763,2018-01-12,ZBYSZKO TONIC 1_50L GAZ
DAIRY_CHESSE,16,7342,2018-01-05,SMALEC 200GR KOSTKA  AGI
GENERAL_ITEMS,5,19,2018-01-03,BELLA PODPASKI NORMAL 20 B/SKRZYD
SWEETS,11,19144,2018-01-03,CZEK AMELIA MLECZNA 100G
DRINK_JUICE,39,9375,2018-01-05,LAURKA
ICE_CREAMS_FROZEN,19,15412,2018-01-07,LODY COFFE LATTE 200 ML
DAIRY_CHESSE,5,7811,2018-01-08,HOCHL PIECZARKA 100G TOP BLOK
ALCOHOL,2,316,2018-01-04,PIWO HARNAS 0_5L BUTELKA
DRINK_JUICE,1,9313,2018-01-04,WODA NESTI 0_33 N/G
GENERAL_ITEMS,5,17774,2018-01-09,KARMA MR DOG SUPREME 500G
ICE_CREAMS_FROZEN,1,15111,2018-01-05,LODY KOLOROWE LATO 1000ML
GROATS_RICE_PASTA,5,14557,2018-01-11,MAK ZLOTY LAN KOLANKO DUZE 500 G
POULTRY,1,1713,2018-01-09,FILET Z MAKRELI W POMIDR.170G
SWEETS,2,19754,2018-01-06,LIZAK KULKA KOLOR
DAIRY_CHESSE,5,7965,2018-01-09,BAKOMA PREMIUM 140  G TRUKAWKA
DAIRY_CHESSE,9,7927,2018-01-08,SKORUPKA 400 G OGOREK KWASZONY
VEGETABLES,1,21514,2018-01-03,KT SELER NAC SZT
DAIRY_CHESSE,30,7564,2018-01-07,BAKOMA GRECKI 180GR
DAIRY_CHESSE,5,7662,2018-01-07,MLEKO B/LAKTOZY 1_5 % 1 LITR MLEKPOL
ALCOHOL,7,980,2018-01-12,PIWO KSIAZECE IPA 0_5 B/ZWR
CIGARETTES,1,5159,2018-01-05,PAP LM LINK RED
SWEETS,38,19991,2018-01-07,PRINCE POLO XXL MLECZNE
CIGARETTES,14,5281,2018-01-06,WODA 0_5 L
ALCOHOL,1,22756,2018-01-10,NAP SPIR KRAKOWSKA  0_2 L PIGWA
VEGETABLES,17.98,22074,2018-01-10,KT PIECZARKI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16694,2018-01-10,PUDL KETCHUP PIKANTNY 480G
VEGETABLES,1,21466,2018-01-03,APPETITA TYMIANEK 10 G
GENERAL_FOOD,1,13681,2018-01-10,WIN ZUPA GROCHOWA 75GR
CHEMISTRY,4,2482,2018-01-05,GUMA ORBIT 5 LIST.
DAIRY_CHESSE,82,7797,2018-01-08,GOS.SMIETANKA 18% 250ML GOSTYN
DRINK_JUICE,10,9568,2018-01-06,NAP AQA 0_5 L GAZ ZURAWINA
ICE_CREAMS_FROZEN,14,15263,2018-01-06,LODY GRZESKI 110 ML
VEGETABLES,2,22194,2018-01-11,ZAPIEKANKA Z SZYNKA 220 G
VEGETABLES,1,21388,2018-01-01,PIEPRZ ZIARNISTY 15 G
GENERAL,1,11430,2018-01-04,SOS WEGIERSKI Z PIECZ.550G DAWTONA
CHIPS_FLAKES,11,4597,2018-01-06,PRAZYNKI SPOKO 60 G
DRINK_JUICE,32,10106,2018-01-08,WODA PRIMAWERA 0_5 L  N/GAZ
GENERAL_FOOD,1,13448,2018-01-09,NALESNIKI Z SEREM 400 G
GENERAL_FOOD,32,12461,2018-01-03,O PALUSZKI LAJKONIK CEBUL 150 G
CHEMISTRY,26,3074,2018-01-08,PAP LM FORWARD
ICE_CREAMS_FROZEN,1,14698,2018-01-01,PIEROGI Z MIESEM ELBRO
VEGETABLES,41.052,21878,2018-01-08,KAPUSTA  MLODA KWASZONA LUZ
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,8,16526,2018-01-08,PIWO PERLA CHMIELOWA 0_5L BUT.B/ZWROT.
ICE_CREAMS_FROZEN,27,14991,2018-01-04,LODY ROZEK MAXI 4 SMAKI
CHIPS_FLAKES,5,4684,2018-01-08,LAYS ZIELONA CEBULKA 140 G
DAIRY_CHESSE,1,7779,2018-01-08,FRYTKI 750 G VIKO
DRINK_JUICE,17,10676,2018-01-12,NAP HORTEX 1 L POMARANCZOWY
DRINK_JUICE,4,9484,2018-01-05,TORBA SREDNIA
SWEETS,2,18854,2018-01-01,KAMYKI ODRA 100 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16506,2018-01-08,MARGARYNA DELMA EXTRA 250G KUBEK
DRINK_JUICE,64,10074,2018-01-08,PEPSI COLA 2_25 L
DAIRY_CHESSE,41,7798,2018-01-08,GOS.SMIETANKA 30% 250ML GOSTYN
ICE_CREAMS_FROZEN,6,15748,2018-01-09,LODY PIPI WANILIA
SWEETS,18,20152,2018-01-08,KULE RUMOWE
TABLETS,3,21091,2018-01-02,TABLETKI GRIPEX CNTROL 12
SPICES,1,18164,2018-01-03,KAMIS PSTRAG Z KOPERKIEM
ALCOHOL,4,946,2018-01-11,PIWO WARKA RADLER 0_5 PUSZKA
CHEMISTRY,1,3917,2018-01-12,PODGRZEWACZ ZAPACH
SWEETS,5,20577,2018-01-10,GOPL CZEKOLADA NADZ TRUSKAWKI 88 G
GENERAL_FOOD,7,12373,2018-01-03,AMINO SOS PIECZENIOWY CIEMNY 38GR
VEGETABLES,1,22113,2018-01-10,SUROWKA KUBEK 300G
GENERAL_ITEMS,1,47,2018-01-06,ODSWIEZACZ SZYSZKA ZAPAS
GENERAL_FOOD,9,13555,2018-01-10,CYKORIA BUDYN CZEKOLADOWY 40 G B/CUKRU
CHEMISTRY,8,3963,2018-01-12,TASMA BEZBARWNA
GENERAL,1,11494,2018-01-05,SMAK MAK FLAKI W ROSOLE 800 G
CHIPS_FLAKES,4,4510,2018-01-05,CATERING SANDWICH Z CZOSNKOWYM
TABLETS,1,21129,2018-01-04,ASPIRYN ULTRA 2 SZT
GENERAL_FOOD,5,12167,2018-01-01,S SERNIK
SWEETS,1,18848,2018-01-01,JACOBS VELVET  100G ROSP.SLOIK
VEGETABLES,1,22105,2018-01-10,SA?ATA MIX  Z RUCOL? 160GR GRZESKOWIAK
CHIPS_FLAKES,2,4765,2018-01-10,PALUSZKI LAJKONIK CEBULOWE 150 G
ALCOHOL,24,22701,2018-01-09,NAP SPIR CYTRYNOWKA 30% 200ML
GENERAL_FOOD,1,12134,2018-01-01,MUSZTARDA SAREPSKA 0_9L PEGAZ
GENERAL_FOOD,4,12243,2018-01-02,DZEM SL.OGROD WISNIA 280G
CHEMISTRY,2,2617,2018-01-06,BELLA HERBS 12 SZT
CHIPS_FLAKES,3,4585,2018-01-06,LORENZ 140 ZEBERKA
GROATS_RICE_PASTA,9,14229,2018-01-04,SONKO KASZA JECZMIENNA 4X100G WIEJSKA
CIGARETTES,20,5269,2018-01-06,PAP ROTHMANS BLU LINK
ALCOHOL,4,395,2018-01-05,PIWO HEINEKEN 0_5L B BEZ ZWROT
ICE_CREAMS_FROZEN,35,15740,2018-01-09,LODY NESQUIK 43 ML
GENERAL_ITEMS,2,17907,2018-01-06,RAJSTOPY 15 DEN INEZ
CHEMISTRY,2,3404,2018-01-10,BREF KULKI WC PERFUME
DRINK_JUICE,11,9744,2018-01-07,KUBUS MUS BANAN 0_1 L
ALCOHOL,2,23079,2018-01-08,WODKA DRINK SOBIESKI 025ML CRANBERRY4.4%
GENERAL_FOOD,1,13128,2018-01-07,PUDL MIESZANKA WARZYWNA 450 G
VEGETABLES,5,22247,2018-01-12,KT SZCZYPIOREK Z CEBULKA
DRINK_JUICE,4,10054,2018-01-08,NAP TYMBARK 1 L ZIEL BANAN
DAIRY_CHESSE,32,6457,2018-01-01,GOS.SMIETANKA 30% 250ML GOSTYN
SPICES,12,18534,2018-01-09,DR O PROSZEK DO PIECZENIA  30G
CHIPS_FLAKES,4,4544,2018-01-05,LORENZ KEBAB 140 G
SPICES,9,18149,2018-01-03,GALEO PRZYP DO BIGOSU I KAPUSTY 20G
DRINK_JUICE,12,9322,2018-01-04,WODA USTRONIANKA 0_5 L N/GAZ CYTRYNA
VEGETABLES,4.01,21833,2018-01-07,KT PIECZARKI
SWEETS,6,18809,2018-01-01,CIASTKA KRAKUSKI SERDUSZKA 171 G
COFFEE TEA,2,5788,2018-01-03,CAPPUCCINO CZEKOLADOWE MOKATE 110GR
ICE_CREAMS_FROZEN,50,15325,2018-01-06,LODY ROZEK JAGODA
SPICES,1,18636,2018-01-10,PRYMAT PIETRUSZKA NATKA
DRINK_JUICE,1,10462,2018-01-10,WODA ZYWIEC 0_33 N/G ANG_
DRINK_JUICE,1,9240,2018-01-04,NAP NAPI 0_25 BUTELKA
GENERAL_FOOD,6,12950,2018-01-06,PIWO BOJAN GRUSZKOWE 0_5 L B/ZWR
DAIRY_CHESSE,8,6566,2018-01-01,ZOTT JOGURT PRIMO NATURAL+OWOCE 125 G
SWEETS,5,19129,2018-01-03,CIASTKA DESSIMO WISNIOWE 135 G
SWEETS,50,18839,2018-01-01,GRZESKI W CZEKOLADZIE 36 G
TABLETS,5,21154,2018-01-05,TABLETKI  APAP SASZETKA 2 TAB
DRINK_JUICE,5,9166,2018-01-04,HELLENA 1_25 GAZ LEMONIADA
DRINK_JUICE,6,9572,2018-01-06,NAP BLACK 250ML PUSZKA
DRINK_JUICE,29,9964,2018-01-08,NAP BLACK 250ML PUSZKA
ICE_CREAMS_FROZEN,1,14837,2018-01-03,LODY JAK DAWNIEJ 900 ML TRU+TYRAM
POULTRY,3,1589,2018-01-04,PROFI PASZTET Z PAPRYKA 131G
CIGARETTES,2,5059,2018-01-04,EQLUB 10 ML
GENERAL_FOOD,2,12701,2018-01-05,ALMETTE SZPINAK 150 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,32,16083,2018-01-02,KONCENTRAT DAWTONA 200G SLOIK
DAIRY_CHESSE,15,8412,2018-01-11,HOCHL.SZYNKA 100G BLOK TOPIONY
SPICES,1,18490,2018-01-08,KNOR ROSOL Z KURY 3LX6 KOSTKI
ICE_CREAMS_FROZEN,3,15969,2018-01-12,PIEROGI Z SEREM 450 G
GROATS_RICE_PASTA,1,14494,2018-01-10,CIASTKA DESIMO MARKIZY 160 G KAKAO
SPICES,6,18326,2018-01-05,WIN KOSTKA MIESNA 60G
DAIRY_CHESSE,11,8543,2018-01-12,DA DANONE GRATKA 115 G
DAIRY_CHESSE,72,7218,2018-01-05,GOS.SMIETANKA 18% 250ML GOSTYN
GENERAL_ITEMS,1,25,2018-01-03,SZAMPON HEAD S CHOUERS 400 ML CYTRUS
VEGETABLES,0.44,21975,2018-01-09,KT GREJFRUT
SPICES,15,18474,2018-01-08,GALEO PIEPRZ CZARNY MIELONY
CHEMISTRY,28,1936,2018-01-01,PERSIL DUO-CAPS 32 SZT
CHEMISTRY,1,3920,2018-01-12,PODPASKI BELLA NORMAL BEZ SKRZYD
GENERAL_FOOD,19,13081,2018-01-07,KNOR NUDLE POMIDOROWA PIKANTNA 63 G
DRINK_JUICE,27,10553,2018-01-11,NAP TYMBARK 0_25 L JAB+WISNIA
CHEWING_GUM_LOLIPOPS,3,4301,2018-01-11,GUMA ORBIT WHIT TOREBKA 25 FRESH
DAIRY_CHESSE,11,6966,2018-01-04,BAKOMA GRECKI 180GR
CHEMISTRY,63,2378,2018-01-04,PERSIL DUO-CAPS 32 SZT
GENERAL_FOOD,4,13730,2018-01-11,KAKAO PUCHATEK 150G
GROATS_RICE_PASTA,5,14408,2018-01-08,MAKARON CZANIECKI NITKA WALCOWANA 500G
SPICES,1,18302,2018-01-05,MARCO-POLO POMIDOR Z RUKOLA 30 G
CHEMISTRY,1,2388,2018-01-04,PRONTO 300 ML ORGINAL
ALCOHOL,12,23133,2018-01-11,SZAMPAN SOWIETSKOJE IGRIST.0_7 L
GENERAL,3,11724,2018-01-08,KONSERWA TURYSTYCZNA 300G EVRO
CIGARETTES,23,5288,2018-01-07,MASCOTTTE BIBULKA 50 SZT
GENERAL_FOOD,1,12827,2018-01-05,SZPARAGI ROLNIK 370ML ROLMIK
CHEMISTRY,1,3063,2018-01-08,MYD?O LUKSJA W KOSTCE ROCE 90G
SPICES,1,18496,2018-01-08,KNORR MIESZANKA WLOSKA
GENERAL_ITEMS,24,17611,2018-01-06,MAR PALMA KRUSZWICA 250G
TABLETS,2,21106,2018-01-03,PLASTER-ROLKA 2_5 CM 5 M
GENERAL,2,11346,2018-01-03,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO
DRINK_JUICE,5,10449,2018-01-10,WODA CISOWIANKA 0_5 L LEKKI GAZ
DRINK_JUICE,50,10436,2018-01-10,PEPSI COLA PUSZKA
GENERAL_FOOD,1,12230,2018-01-02,CHEETOS MIX-UPS 70 G
GROATS_RICE_PASTA,2,14508,2018-01-10,MAKA EXTRA WYPIEK BASIA 1 KG
POULTRY,1,1625,2018-01-06,ANANASY PLASTRY SANDRA 565 G
DAIRY_CHESSE,2.22,8635,2018-01-12,SER LOWICKI
POULTRY,1.73,17152,2018-01-07,METKA ?OSOSIOWA
DAIRY_CHESSE,28,8593,2018-01-12,JOGOBELLA MNIEJ CUKRU 150 G
CHIPS_FLAKES,4,4540,2018-01-05,LAYS Z PIECA PAPRYKA 130 G
ALCOHOL,5,822,2018-01-10,PIWO BOJAN MALINOWE 0_5 L B/ZWROT
GENERAL_FOOD,5,13564,2018-01-10,GALARETKA TRUS. GELLWE 79G
GENERAL_ITEMS,1,17740,2018-01-02,KARMA PEDRIGE 100 G JUNIOR
CHEMISTRY,1,3719,2018-01-11,PROSZEK DOSIA D/PRANIA 300GR COLOR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,16616,2018-01-09,PODPASKI HIG.BELLA NOVA MAXI ECONOMY x18
TABLETS,5,21103,2018-01-03,ASPIRYN ULTRA 2 SZT
GROATS_RICE_PASTA,3,14396,2018-01-08,MAKA KRUPCZATKA  ZLOTY LAN TYP 450 1KG
GENERAL_ITEMS,2,42,2018-01-05,TAMPONY BELLA A/8 SUPER PLUS
CHEWING_GUM_LOLIPOPS,1,4043,2018-01-02,GUMA ORBIT *25 SASZETKA STRAWBERY
SPICES,3,18116,2018-01-02,PRYMAT KUCHAREK 75G
VEGETABLES,4,21511,2018-01-03,KT SALATA
CHEMISTRY,8,1876,2018-01-01,GABKA DO KAPIELI I MASAZU
DRINK_JUICE,1,10554,2018-01-11,NAP TYMBARK 0_25 L POM.BRZOSK
ALCOHOL,3,23045,2018-01-07,WINO SOPHIA 0_7 ROZOWE P/S?OD
DRINK_JUICE,5,10247,2018-01-09,NAP TYMBARK 1 L KAKTUS
DAIRY_CHESSE,28,6875,2018-01-03,?ACIATY SEKEK SMIETANKOWY 135 G
SWEETS,2,19502,2018-01-05,CIASTKA JEZYKI CAFE 140 G
VEGETABLES,3,22104,2018-01-10,RUCOLA 100 G
VEGETABLES,11.69,21422,2018-01-02,KT OGOREK ZIELONY
GROATS_RICE_PASTA,5,14034,2018-01-01,MAK SULMA NITKA ROSOLOWA 400G
CHIPS_FLAKES,12,4812,2018-01-12,CHRUPKI OWOCE 45 G
POULTRY,11,1566,2018-01-03,PROFI PASZTET Z PAPRYKA 131G
CHEMISTRY,1,3411,2018-01-10,CHUSTECZKI BABY KINDII 60 SZT
POULTRY,0.62,17043,2018-01-04,KIE?BASKI PYSZNE KG
DRINK_JUICE,6,9083,2018-01-03,NAP TYMBARK 0_25 MIETA CYTRYNA
CIGARETTES,5,5393,2018-01-08,PAP PALL MALL RED
POULTRY,4,11002,2018-01-08,PAPRYKARZ SZCZECINSKI 300 FALA
VEGETABLES,17,21936,2018-01-08,KT SZCZYPIOREK Z CEBULKA
