original_title,title_length,production_companies
Pirates of the Caribbean: Dead Man's Chest,42," Second Mate Productions,  Jerry Bruckheimer Films"
Pirates of the Caribbean: On Stranger Tides,43,"Walt Disney Pictures,  Jerry Bruckheimer Films"
Pirates of the Caribbean: The Curse of the Black Pearl,54, Jerry Bruckheimer Films
Pitch Black,11, Polygram Filmed Entertainment
Pitch Perfect,13,Brownstone Productions
Pitch Perfect 2,15, Gold Circle Films
Planes: Fire & Rescue,21," DisneyToon Studios,  Prana Animation Studios"
Planet 51,9,TriStar Pictures
Planet of the Apes,18,"Twentieth Century Fox Film Corporation,  The,  Zanuck Company"
Point Break,11," Ehman Productions,  Alcon Entertainment"
Poltergeist,11, Metro-Goldwyn-Mayer (MGM)
Pompeii,7," FilmDistrict,  Constantin Film International"
Poseidon,8,"Virtual Studios,  Next Entertainment,  Irwin Allen Productions"
Possession,10,Warner Bros. Pictures
Post Grad,9," Fox Atomic, Dune Entertainment,  Cold Spring Pictures"
Precious,8,Smokewood Entertainment Group
Predators,9," Davis Entertainment, Twentieth Century Fox Film Corporation"
Predestination,14,"Screen Australia,  Wolfhound Pictures,  Blacklab Entertainment"
Premonition,11,"TriStar Pictures,  Offspring Entertainment"
Pride & Prejudice,17," Working Title Films, Universal Pictures"
Priest,6," Stars Road Entertainment,  Buckaroo Entertainment,  TOKYOPOP"
Prisoners,9," 8:38 Productions, Alcon Entertainment"
Project Almanac,15," MTV Films,  Insurge Pictures, Paramount Pictures"
Prom,4,"Walt Disney Pictures,  Rickshaw Productions"
Prometheus,10," Scott Free Productions, Twentieth Century Fox Film Corporation"
Promised Land,13," Sunday Night, Participant Media,  Media Farm"
Proof,5, Endgame Entertainment
Public Enemies,14," Forward Pass,  Dentsu,  Appian Way,  Relativity Media, Universal Pictures"
Pulse,5,Dimension Films
Punisher: War Zone,18," Valhalla Motion Pictures,  MHF Zweite Academy Film, Lionsgate,  SGF Entertainment,  Marvel Knights"
Push,4,Icon Productions
Quarantine,10, Andale Pictures
Quartet,7,Headline Pictures
Queen of the Damned,19,Village Roadshow Pictures
Quills,6,"Fox Searchlight Pictures,  Charenton Productions"
R.I.P.D.,8," Original Film, Universal Pictures"
RED,3," DC Entertainment, DC Comics"
Race to Witch Mountain,22, Gunn Films
Radio,5,"Revolution Studios,  Tollin/Robbins Productions"
Rambo,5," Nu Image Films,  Emmett/Furla Films,  Lionsgate"
Rango,5," Nickelodeon Movies,  Blind Wink"
Rat Race,8, Alphaville Films
Ratatouille,11,Walt Disney Pictures
Ready to Rumble,15,Bel Air Entertainment
Real Steel,10," 21 Laps Entertainment, DreamWorks SKG"
Rebound,7," Runteldat Entertainment, Twentieth Century Fox Film Corporation"
Red Dawn,8,Contrafilm
Red Dragon,10,"Universal Pictures,  Metro-Goldwyn-Mayer (MGM)"
Red Eye,7, Craven-Maddalena Films
Red Planet,10,"Village Roadshow Pictures,  Mars Production Pty. Ltd.,  The Canton Company,  Warner Bros.,  NPV Entertainment"
Red Riding Hood,15,Appian Way
Red Tails,9," Lucasfilm Ltd., Twentieth Century Fox Film Corporation,  Partnership Pictures"
Reign Over Me,13," Sunlight Productions,  Relativity Media,  Happy Madison Productions"
Reign of Fire,13, Tripod Entertainment
Remember the Titans,19, Jerry Bruckheimer Films
Rendition,9," MID Foundation, Anonymous Content"
Reno 911!: Miami,16,20th Century Fox
Rent,4, 1492 Pictures
Repo Men,8," Relativity Media,  Stuber Productions, Universal Pictures"
Resident Evil,13," Constantin Film Produktion,  New Legacy, Impact Pictures"
Resident Evil: Afterlife,24," Constantin Film Produktion, Impact Pictures,  Davis-Films"
Resident Evil: Extinction,25,"Impact Pictures,  Constantin Film Produktion,  Resident Evil Productions"
Return to Never Land,20,"Walt Disney Pictures,  Walt Disney Animation Canada,  DisneyToon Studios"
Revolutionary Road,18," Neal Street Productions,  Evamere Entertainment"
Riddick,7," Radar Pictures,  Riddick Canada Productions, One Race Productions"
Ride Along,10, Rainforest Films
Riding in Cars with Boys,24,Columbia Pictures
Righteous Kill,14,"Grosvenor Park Media Ltd.,  Emmett/Furla Films,  Millennium Films"
Rio 2,5,Blue Sky Studios
Road Trip,9," The Montecito Picture Company, DreamWorks SKG"
Robin Hood,10,"Imagine Entertainment,  Relativity Media,  Universal Pictures"
RoboCop,7," Strike Entertainment,  Metro-Goldwyn-Mayer (MGM)"
Robots,6, Twentieth Century Fox Animation
Rock Star,9,Warner Bros. Pictures
Rock of Ages,12,New Line Cinema
Rock the Kasbah,15,"Shangri-La Entertainment,  Dune Films"
RockNRolla,10," Warner Bros.,  Dark Castle Entertainment,  Toff Guy Films"
Rocky Balboa,12," Revolution Studios,  Metro-Goldwyn-Mayer (MGM), Columbia Pictures"
Role Models,11," Internationale Filmproduktion Stella-del-SÃ¼d, Universal Pictures,  Relativity Media"
Romeo Must Die,14, Warner Bros.
Room,4,"Element Pictures,  Duperele Films"
Rules of Engagement,19, Munich Film Partners & Company (MFP) ROE Production
Rumor Has It...,15,"Village Roadshow Pictures,  Warner Bros."
Run All Night,13," RatPac-Dune Entertainment,  Energy Entertainment, Vertigo Entertainment"
Run Fatboy Run,14, Material Entertainment
Runaway Jury,12," New Regency Pictures,  Epsilon Motion Pictures, Regency Enterprises"
Runner Runner,13,"20th Century Fox,  Appian Way,  Double Feature Films,  Stone Village Pictures"
Running Scared,14," Zero Gravity Management,  Pierce/Williams Entertainment,  True Grit Productions"
Rush,4, Exclusive Media Group
Rush Hour 2,11,New Line Cinema
S.W.A.T.,8,"Original Film,  Illusion Entertainment"
Sabotage,8," Roth Films,  QED International"
Safe,4,"Lawrence Bender Productions,  Automatik Entertainment"
Safe Haven,10," Relativity Media, Temple Hill Productions"
Safe House,10,"Universal Pictures,  Bluegrass Films"
Sahara,6, Baldwin Entertainment Group
Salt,4,"Columbia Pictures,  Relativity Media,  Di Bonaventura Pictures"
San Andreas,11, Flynn Picture Company
Sanctum,7," Great Wight Productions/ Osford Films,  Wayfare Entertainment,  Sanctum Australia"
Savages,7," Onda Entertainment,  Relativity Media"
Save the Last Dance,19," Cort/Madden Productions, MTV Films"
Saving Mr. Banks,16,"Walt Disney Pictures,  BBC Films,  Ruby Films"
Saving Silverman,16, NPV Entertainment
Saw 3D,6, Twisted Pictures
Saw IV,6," Twisted Pictures, Lions Gate Films"
Saw V,5,Lionsgate
Saw VI,6,Lionsgate
Scary Movie,11,"Gold/Miller Productions,  Brad Grey Pictures"
Scary Movie 2,13,"Gold/Miller Productions,  Brad Grey Pictures"
Scary Movie 3,13, Brad Grey Pictures
Scary Movie 4,13,Dimension Films
Scary Movie 5,13,Dimension Films
Scooby-Doo,10,"Atlas Entertainment,  Warner Bros."
Scott Pilgrim vs. the World,27, Marc Platt Productions
Scream 3,8,"Konrad Pictures,  Craven-Maddalena Films,  Dimension Films"
Seabiscuit,10, Touchstone Pictures
Season of the Witch,19, Relativity Media
Secret Window,13," Mel's Cite du Cinema, Columbia Pictures Corporation"
Secret in Their Eyes,20," IM Global,  Route One Films"
Secretariat,11,"Walt Disney Pictures,  Mayhem Pictures"
Seeking Justice,15,Endgame Entertainment
Self/less,9,Endgame Entertainment
Selma,5," Harpo Films,  Celador Films,  PathÃ©"
Serendipity,11, Tapestry Films
Seven Pounds,12, Escape Artists
Seven Psychopaths,17,"Blueprint Pictures,  CBS Films"
Seventh Son,11," Outlaw Sinema, Legendary Pictures,  Moving Picture Company (MPC),  Pendle Mountain Productions"
Sex Tape,8,"Escape Artists,  LStar Capital,  Sony Pictures Entertainment (SPE)"
Sex and the City,16," Darren Star Productions,  Home Box Office (HBO)"
Sex and the City 2,18,"New Line Cinema,  Village Roadshow Pictures,  HBO Films"
Shaft,5," Scott Rudin Productions, Paramount Pictures"
Shall We Dance?,15,Miramax Films
Shanghai Knights,16," All Knight Productions,  Jackie Chan Films Limited, Spyglass Entertainment"
Shark Night,11,Incentive Filmed Entertainment
Shark Tale,10,"DreamWorks SKG,  DreamWorks Animation"
She's Out of My League,22,DreamWorks SKG
She's the Man,13, Lakeshore Entertainment
Sherlock Holmes,15," Internationale Filmproduktion Blackbird Dritte,  Warner Bros., Village Roadshow Pictures"
Sherlock Holmes: A Game of Shadows,34," Wigram Productions,  Lin Pictures"
Shoot 'Em Up,12,"New Line Cinema,  Angry Films"
Shooter,7,Paramount Pictures
Shorts,6,Warner Bros. Pictures
Showtime,8," NPV Entertainment,  Overbrook Entertainment"
Shrek,5,DreamWorks SKG
Shrek 2,7," DreamWorks Animation,  Pacific Data Images (PDI)"
Shrek Forever After,19,DreamWorks Animation
Shrek the Third,15,DreamWorks Animation
Shutter Island,14," Sikelia Productions, Paramount Pictures"
Sicario,7, Thunder Road Pictures
Sicko,5,The Weinstein Company
Side Effects,12, Universal
Sideways,8,"Fox Searchlight Pictures,  Sideways Productions Inc."
Signs,5," The,  Blinding Edge Pictures"
Silent Hill,11, Davis-Films
Silver Linings Playbook,23,The Weinstein Company
Sin City,8,Dimension Films
Sin City: A Dame to Kill For,28," Demarest Films, Miramax Films"
Sinister 2,10," IM Global,  Automatik Entertainment,  Blumhouse Productions"
Sky Captain and the World of Tomorrow,37," Natural Nylon Entertainment,  Blue Flower Productions,  Riff Raff Film Productions,  Filmauro"
Sky High,8," Max Stronghold Productions Inc., Walt Disney Pictures"
Skyfall,7,Columbia Pictures
Skyline,7," Rat Entertainment,  Transmission Pictures,  Relativity Media"
Smart People,12, Corduroy Films
Snakes on a Plane,17,New Line Cinema
Snitch,6," Spitfire Pictures,  Participant Media, Front Street Productions"
Solaris,7," Lightstorm Entertainment, Twentieth Century Fox Film Corporation"
Solitary Man,12," Millennium Films, Smartest Man Productions"
Solomon Kane,12, Wandering Star Pictures
Something Borrowed,18," 2S Films,  Wild Ocean Films"
Something's Gotta Give,22," Waverly Films, Columbia Pictures Corporation"
Son of God,10," LightWorkers Media, Hearst Entertainment Productions"
Sorority Row,12, Karz Entertainment
Soul Surfer,11," TriStar Pictures, Mandalay Pictures,  FilmDistrict,  Brookwell-McNamara Entertainment,  Affirm Films"
Source Code,11, Vendome Pictures
Southpaw,8, Riche-Ludwig Productions
Space Chimps,12,"Starz Media,  Vanguard Animation,  Odyssey Entertainment"
Space Cowboys,13," Warner Bros.,  Malpaso Productions"
Spanglish,9,Gracie Films
Sparkle,7," Phoenix Pictures,  Stage 6 Films"
Spartan,7," Linson Entertainment,  Franchise Pictures"
Spectre,7," Danjaq, Columbia Pictures"
Speed Racer,11,"Village Roadshow Pictures,  Warner Bros."
Spider-Man,10, Marvel Enterprises
Spider-Man 2,12,"Laura Ziskin Productions,  Columbia Pictures Corporation"
Spider-Man 3,12, Laura Ziskin Productions
Spirit: Stallion of the Cimarron,32,DreamWorks Animation
Spotlight,9," Open Road Films,  Entertainment One Features,  Rocklin / Faust"
Spring Breakers,15," Division Films,  Muse Productions"
Spy,3," Feigco Entertainment,  Chernin Entertainment"
Spy Game,8, Toho-Towa
St. Vincent,11,"The Weinstein Company,  Chernin Entertainment,  Crescendo Productions,  Goldenlight Films"
Star Trek,9," MavroCine Pictures GmbH & Co. KG,  Bad Robot,  Spyglass Entertainment, Paramount Pictures"
Star Trek Into Darkness,23," Skydance Productions,  Bad Robot,  Kurtzman/Orci, Paramount Pictures"
Star Trek: Nemesis,18,Paramount Pictures
Star Wars: Episode II - Attack of the Clones,44,Lucasfilm
Star Wars: Episode III - Revenge of the Sith,44,Lucasfilm
Star Wars: The Force Awakens,28,"Lucasfilm,  Bad Robot"
Stardust,8," Ingenious Film Partners, Paramount Pictures,  Marv Films,  Di Bonaventura Pictures"
Starsky & Hutch,15," Dimension Films, Weed Road Pictures,  AR-TL,  Warner Bros."
State of Play,13,"Universal Pictures,  StudioCanal,  Andell Entertainment,  Working Title Films"
Stay Alive,10, Endgame Entertainment
Stealth,7," AFG Talons Productions,  Columbia Pictures Corporation, Laura Ziskin Productions"
Step Brothers,13,"Columbia Pictures,  Gary Sanchez Productions"
Step Up,7," Eketahuna LLC,  Touchstone Pictures"
Step Up 2: The Streets,22," Touchstone Pictures,  Offspring Entertainment, Summit Entertainment"
Step Up 3D,10,"Summit Entertainment,  Touchstone Pictures"
Step Up All In,14, Offspring Entertainment
Stolen,6, Nu Image Films
Stone,5,"Stone Productions,  Mimran Schur Pictures"
Stormbreaker,12,"Isle of Man Film,  The"
Straight Outta Compton,22," Legendary Pictures,  Universal Pictures,  Broken Chair Flickz,  Cube Vision"
Stranger Than Fiction,21, Three Strange Angels
Straw Dogs,10,Battleplan Productions
Street Fighter: The Legend of Chun-Li,37, Hyde Park Films
Street Kings,12," Emmett/Furla Films,  Dune Entertainment III"
Stuart Little 2,15,Columbia Pictures
Stuck on You,12,"Twentieth Century Fox Film Corporation,  Conundrum Entertainment"
Suffragette,11,"Ruby Films,  PathÃ©"
Sugar & Spice,13,New Line Cinema
Suite FranÃ§aise,16," TF1 Droits Audiovisuels,  Canal+,  Scope Pictures, Qwerty Films"
Summer Catch,12,Tollin/Robbins Productions
Sunshine,8, Moving Picture Company (MPC)
Super 8,7," Bad Robot, Paramount Pictures"
Superbad,8, Apatow Productions
Supernova,9," Metro-Goldwyn-Mayer (MGM),  Screenland Pictures"
Surf's Up,9,Sony Pictures Animation
Surrogates,10," Wintergreen Productions,  Mandeville Films"
Suspect Zero,12," Lakeshore Entertainment,  Cruise/Wagner Productions,  Intermedia Films, Paramount Pictures"
Sweeney Todd: The Demon Barber of Fleet Street,46," DreamWorks Pictures, Warner Bros."
Sweet Home Alabama,18,Touchstone Pictures
Sweet November,14, Warner Bros.
Swimming Pool,13," FidÃ©litÃ© Productions,  Gimages,  FOZ,  Canal Plus"
Swordfish,9,"Village Roadshow Pictures,  Jonathan Krane Group"
Sydney White,12," Clifford Werber Productions, Morgan Creek Productions"
Syriana,7,"Section Eight,  FilmWorks,  4M"
TMNT,4," Imagi Animation Studios,  Warner Bros.,  Mirage Studios"
TRON: Legacy,12, Revolution Sun Studios
Take Me Home Tonight,20, Internationale Filmproduktion Blackbird Dritte
Take the Lead,13, Tiara Blu Films
Taken 2,7," M6 Films,  Canal+,  Grive Productions,  EuropaCorp"
Taken 3,7," EuropaCorp, Twentieth Century Fox Film Corporation,  M6 Films,  CinÃ©+"
Taking Lives,12, Warner Bros.
Team America: World Police,26, Scott Rudin Productions
Tears of the Sun,16," Cheyenne Enterprises, Columbia Pictures,  Michael Lobell Productions"
Ted,3,"Universal Pictures,  Fuzzy Door Productions"
Ted 2,5, Media Rights Capital
Teenage Mutant Ninja Turtles,28, Nickelodeon Movies
Terminator 3: Rise of the Machines,34," C-2 Pictures,  Warner Bros.,  IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"
Terminator Salvation,20, The Halcyon Company
Texas Chainsaw 3D,17,"Nu Image Films,  Lions Gate"
Thank You for Smoking,21,"Fox Searchlight Pictures,  Room 9 Entertainment"
That's My Boy,13, Relativity Media
The 40 Year Old Virgin,22,Universal Pictures
The 6th Day,11, Phoenix Pictures
The A-Team,10,20th Century Fox
The Adjustment Bureau,21,Universal Pictures
The Adventures of Pluto Nash,28," Mel's Cite du Cinema,  Castle Rock Entertainment"
The Adventures of Rocky & Bullwinkle,36," Capella International,  Tribeca Productions,  KC Medien AG, Universal Pictures"
The Adventures of Tintin,24," WingNut Films, Paramount Pictures,  Amblin Entertainment,  Columbia Pictures"
The Age of Adaline,18,"Lakeshore Entertainment,  Sidney Kimmel Entertainment"
The Alamo,9," Touchstone Pictures, Imagine Entertainment"
The Amazing Spider-Man,22, Laura Ziskin Productions
The Amazing Spider-Man 2,24," Marvel Enterprises, Columbia Pictures"
The Amityville Horror,21," Radar Pictures,  Metro-Goldwyn-Mayer (MGM), Platinum Dunes"
The Animal,10,"Revolution Studios,  Happy Madison Productions"
The Ant Bully,13," Warner Bros. Animation, Warner Bros. Pictures"
The Apparition,14,"StudioCanal,  Warner Bros."
The Art of War,14," Morgan Creek Productions,  Warner Bros.,  Franchise Pictures"
The Artist,10, La Petite Reine
The Back-Up Plan,16,Escape Artists
The Bad Lieutenant: Port of Call - New Orleans,46," Edward R. Pressman Film, Saturn Films,  Polsky Films"
The Beach,9," Figment Films, 20th Century Fox"
The Best Exotic Marigold Hotel,30, Imagenation Abu Dhabi FZ
The Best Man Holiday,20,Universal
The Best of Me,14,Relativity Media
The Big Bounce,14," Taormina Productions,  Shangri-La Entertainment,  Material, Warner Bros. Pictures"
The Big Short,13, Plan B Entertainment
The Big Wedding,15, Two Ton Films
The Big Year,12," Sunswept Entertainment, Ingenious Media,  Fox 2000 Pictures,  Dune Entertainment,  Deuce Three Productions"
The Blind Side,14, Zucker/Netter Productions
The Bling Ring,14, A24
The Boat That Rocked,20," Studio Canal,  Portobello Studios, Universal Pictures,  Working Title Films"
The Book of Eli,15, Silver Pictures
The Boondock Saints II: All Saints Day,38,Chris Brinker Productions
The Bounty Hunter,17," Madhouse Entertainment,  Relativity Media"
The Bourne Identity,19," The,  Kalima Productions GmbH & Co. KG"
The Bourne Legacy,17,"Universal Pictures,  Relativity Media,  Captivate Entertainment"
The Bourne Supremacy,20," Ludlum Entertainment,  Hypnotic"
The Bourne Ultimatum,20," The Kennedy/Marshall Company,  Ludlum Entertainment, Universal Pictures"
The Box,7," Radar Pictures,  Lin Pictures,  Darko Entertainment"
The Boxtrolls,13,Laika Entertainment
The Boy in the Striped Pyjamas,30," Heyday Films,  BBC Films"
The Break-Up,12," Wild West Picture Show Productions,  Mosaic Media Group"
The Brothers Grimm,18,"The Weinstein Company,  Summit Entertainment,  Mosaic Media Group"
The Butler,10," Pam Williams Productions,  Follow Through Productions"
The Butterfly Effect,20," BenderSpink,  Katalyst Films, New Line Cinema"
The Call,8," Apotheosis Media Group,  WWE Studios,  Troika Pictures,  Emergency Films"
The Cat's Meow,14," CP Medien AG, Lions Gate Films,  Dan Films"
The Cave,8,"Lakeshore Entertainment,  Cineblue Internationale Filmproduktionsgesellschaft"
The Cell,8," Caro-McLeod,  Avery Pix,  Katira Productions GmbH & Co. KG, New Line Cinema"
The Change-Up,13," Big Kid Pictures,  Relativity Media"
The Chronicles of Narnia: Prince Caspian,40," Ozumi Films, Walt Disney"
The Chronicles of Narnia: The Voyage of the Dawn Treader,56," Fox 2000 Pictures, Dune Entertainment"
The Chronicles of Riddick,25," Radar Pictures, Universal Pictures,  Primal Foe Productions"
The Cold Light of Day,21,"Summit Entertainment,  Intrepid Pictures"
The Conjuring,13," Evergreen Media Group,  The Safran Company"
The Conspirator,15,"Wildwood Enterprises,  American Film Company"
The Constant Gardener,21," Focus Features,  Scion Films, Studio Babelsberg,  UK Film Council"
The Contract,12," 3L Filmverleih, Nu Image Entertainment"
The Core,8,"Paramount Pictures,  David Foster Productions,  Horsepower Films,  Core Productions"
The Counselor,13,Ingenious Media
The Covenant,12,Screen Gems
The Crazies,11," Overture Films,  Imagenation Abu Dhabi FZ, Penn Station Entertainment"
The Croods,10,DreamWorks Animation
The Curious Case of Benjamin Button,35,"Paramount Pictures,  Kennedy/Marshall Company,  The"
The DUFF,8,"Wonderland Sound and Vision,  CBS Films"
The Danish Girl,15," Working Title Films,  ArtÃ©mis Productions,  Taxshelter. be, Pretty Pictures"
The Dark Knight,15,"DC Comics,  Syncopy,  Legendary Pictures"
The Dark Knight Rises,21, Warner Bros.
The Darkest Hour,16," Regency Enterprises, Summit Entertainment"
The Day After Tomorrow,22,"Lions Gate Films,  Centropolis Entertainment"
The Day the Earth Stood Still,29," Dune Entertainment III,  Hammerhead Productions,  3 Arts Entertainment,  Earth Canada Productions"
The Debt,8,"Miramax Films,  Marv Films,  Pioneer Pictures"
The Departed,12," Plan B Entertainment,  Initial Entertainment Group (IEG)"
The Devil Wears Prada,21," Fox 2000 Pictures,  Peninsula Films, Twentieth Century Fox Film Corporation,  Major Studio Partners,  Dune Entertainment"
The Dictator,12,Paramount Pictures
The Dilemma,11," Spyglass Entertainment,  Wild West Picture Show Productions,  Universal Pictures, Imagine Entertainment"
The Dressmaker,14," Apollo Media,  Film Art Media"
The Dukes of Hazzard,20," WV Films III, Village Roadshow Pictures"
The Eagle,9," Twins Financing,  Prime Focus,  Film4,  Focus Features"
The Emperor's New Groove,24,"Walt Disney Pictures,  Walt Disney Feature Animation"
The Equalizer,13, Village Roadshow Pictures
The Exorcism of Emily Rose,26," Screen Gems, Lakeshore Entertainment"
The Expendables 3,17," Millennium Films, Davis-Films,  Ex3 Productions,  LionsGate,  Nu Image Films"
The Express,11," IDEA Filmproduktions, Davis Entertainment"
The Family,10, Relativity Media
The Family Man,14,Universal Pictures
The Fast and the Furious,24," Original Film, Universal Pictures"
The Fifth Estate,16," Reliance Entertainment, DreamWorks SKG,  Participant Media"
The Fighter,11,Paramount Pictures
The Final Destination,21," Practical Pictures, New Line Cinema"
The Five-Year Engagement,24," Stoller Global Solutions,  Dentsu"
The Flintstones in Viva Rock Vegas,34,Universal Pictures
The Fog,7,Revolution Studios
The Forbidden Kingdom,21," Relativity Media,  Huayi Brothers"
The Forgotten,13,Revolution Studios
The Fountain,12," New Regency Pictures,  Warner Bros., Regency Enterprises,  Protozoa Pictures"
The Four Feathers,17,"Paramount Pictures,  Miramax Films,  Marty Katz Productions"
The Fourth Kind,15,"Universal Pictures,  Focus Films"
The Frozen Ground,17," K5 International,  Emmett/Furla Films,  Cheetah Vision,  Paradox Entertainment"
The Gambler,11,Paramount Pictures
The Game Plan,13," Mayhem Pictures, Walt Disney Pictures"
The Ghost Writer,16," Runteam Ltd.,  R.P. Productions"
The Gift,8,"Blumhouse Productions,  STX Entertainment,  Ahimsa Films, Lakeshore Entertainment"
The Girl Next Door,18," Daybreak,  Epsilon Motion Pictures"
The Girl with the Dragon Tattoo,31,"Columbia Pictures,  Yellow Bird"
The Giver,9,"The Weinstein Company,  Asis Productions,  Walden Media"
The Golden Compass,18," Scholastic Productions,  Ingenious Film Partners, New Line Cinema,  Depth of Field"
The Good Dinosaur,17," Buena Vista,  Pixar Animation Studios, Walt Disney Pictures"
The Good German,15," Section Eight Productions, Warner Bros.,  Sunset Gower Studios"
The Good Girl,13, Flan de Coco Films
The Good Shepherd,17," Morgan Creek Productions,  American Zoetrope"
The Grand Budapest Hotel,24," Scott Rudin Productions,  Indian Paintbrush"
The Grand Seduction,19, Morag Loves Company
The Great Debaters,18, Marshall Production
The Great Gatsby,16,"Village Roadshow Pictures,  Red Wagon Entertainment,  Bazmark Films,  Warner Bros."
The Great Raid,14, Marty Katz Productions
The Greatest Game Ever Played,29,Walt Disney Pictures
The Green Hornet,16,"Original Film,  Reliance BIG Entertainment"
The Grey,8," Inferno Distribution, Scott Free Productions"
The Grudge,10," Colombia Pictures,  Senator International,  Fellah Pictures"
The Grudge 2,12, Ghost House Pictures
The Grudge 3,12,Ghost House Pictures
The Guard,9," Prescience,  Crescendo Productions"
The Guardian,12,"Contrafilm,  Eyetronics,  Touchstone Pictures"
The Gunman,10,"StudioCanal,  Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),  Canal+,  TF1 Films Production"
The Hangover,12," IFP Westcoast Erste, Legendary Pictures,  Green Hat Films,  Warner Bros."
The Hangover Part II,20,"Legendary Pictures,  Living Films"
The Hangover Part III,21,"Legendary Pictures,  Green Hat Films"
The Happening,13," Blinding Edge Pictures, Spyglass Entertainment,  UTV Motion Pictures"
The Hateful Eight,17,"Double Feature Films,  FilmColony,  The Weinstein Company"
The Haunted Mansion,19,"Walt Disney Pictures,  Gunn Films,  Doom Buggy Productions"
The Heartbreak Kid,18, DreamWorks Pictures
The Heat,8," Big Screen Productions, Ingenious Film Partners,  Chernin Entertainment,  Ingenious Media"
The Help,8," 1492 Pictures, DreamWorks SKG"
The Hills Have Eyes,19, Craven-Maddalena Films
The Hitcher,11, Platinum Dunes
The Hitchhiker's Guide to the Galaxy,36, Everyman Pictures
The Hoax,8," The Mark Gordon Company,  Bob Yari Productions"
The Hobbit: An Unexpected Journey,33," New Line Cinema, WingNut Films,  Metro-Goldwyn-Mayer (MGM)"
The Hobbit: The Battle of the Five Armies,41, Metro-Goldwyn-Mayer (MGM)
The Holiday,11," Relativity Media, Columbia Pictures,  Waverly Films"
The Host,8," Silver Reel, Nick Wechsler Productions"
The Hours,9,"Paramount Pictures,  Scott Rudin Productions"
The House Bunny,15,Columbia Pictures
The Hundred-Foot Journey,24," Harpo Films, Amblin Entertainment"
The Hunger Games,16,"Lionsgate,  Color Force"
The Hunger Games: Mockingjay - Part 1,37, Color Force
The Hunger Games: Mockingjay - Part 2,37," StudioCanal, Studio Babelsberg,  Walt Disney Studios Motion Pictures,  Lionsgate"
The Hurt Locker,15," Voltage Pictures,  Grosvenor Park Media Ltd.,  Film Capital Europe Funds (FCEF )"
The Ides of March,17," Cross Creek Pictures,  Exclusive Media Group"
The Illusionist,15, Contagious Entertainment
The Imitation Game,18,Black Bear Pictures
The Incredible Burt Wonderstone,31,"New Line Cinema,  Carousel Productions,  Benderspink"
The Incredibles,15,"Walt Disney Pictures,  Pixar Animation Studios"
The Informant!,14," Jaffe / Braunstein Enterprise, Section Eight,  Groundswell Productions"
The International,17," X-Filme Creative Pool, Studio Babelsberg,  Mosaic Media Group"
The Internship,14," Regency Enterprises,  TSG Entertainment"
The Interpreter,15," Misher Films,  Working Title Films,  Mirage Enterprises"
The Interview,13,Columbia TriStar
The Invasion,12," Warner Bros.,  Silver Pictures, Village Roadshow Pictures"
The Invention of Lying,22," Lin Pictures, Media Rights Capital"
The Invisible,13,Spyglass Entertainment
The Iron Lady,13," PathÃ©,  Canal+"
The Island,10," Warner Bros., DreamWorks SKG"
The Jacket,10,"Section Eight,  Rising Star"
The Joneses,11," Premiere Picture, Echo Lake Productions"
The Judge,9,"Village Roadshow Pictures,  Warner Bros."
The Jungle Book 2,17," Walt Disney Television Animation, Walt Disney Pictures"
The Karate Kid,14," Overbrook Entertainment,  China Film Group"
The Kid,7,Walt Disney Pictures
The King's Speech,17," UK Film Council,  Bedlam Productions"
The Kingdom,11, MDBF Zweite Filmgesellschaft
The Kite Runner,15," Neal Street Productions, DreamWorks SKG"
The Ladies Man,14,SNL Studios
The Lady in the Van,19, TriStar Productions
The Lake House,14," Sound for Film,  Warner Bros.,  Vertigo Entertainment"
The Last Airbender,18," Blinding Edge Pictures,  Industrial Light & Magic (ILM),  The,  Kennedy/Marshall Company"
The Last Castle,15,DreamWorks SKG
The Last King of Scotland,25," UK Film Council,  DNA Films,  Cowboy Films, Fox Searchlight Pictures"
The Last Legion,15,"Ingenious Film Partners,  Quinta Communications,  Dino De Laurentiis Company"
The Last Samurai,16," Radar Pictures,  Bedford Falls Company, Cruise/Wagner Productions,  Warner Bros."
The Last Witch Hunter,21," NeoReel,  One Race Films"
The League of Extraordinary Gentlemen,37,"Twentieth Century Fox Film Corporation,  International Production Company,  JD Productions,  Mediastream Dritte Film GmbH & Co. Beteiligungs KG"
The Legend of Bagger Vance,26," Twentieth Century Fox Film Corporation,  Wildwood Enterprises, DreamWorks SKG"
The Legend of Hercules,22,Millennium Films
The Legend of Zorro,19, Columbia Pictures Corporation
The Lego Movie,14," Vertigo Entertainment,  Lin Pictures"
The Life of David Gale,22," Intermedia Films,  Saturn Films"
The Little Prince,17," Zippcast Films,  CityMation,  On Entertainment"
The Little Vampire,18,New Line Cinema
The Lizzie McGuire Movie,24,Walt Disney Pictures
The Lone Ranger,15," Blind Wink Productions,  Silver Bullet Productions (II)"
The Longest Ride,16,Fox 2000 Pictures
The Longest Yard,16," Happy Madison Productions,  MTV Films,  Columbia Pictures Corporation,  Callahan Filmworks"
The Lorax,9, Illumination Entertainment
The Lord of the Rings: The Fellowship of the Ring,49, The Saul Zaentz Company
The Love Guru,13,Paramount Pictures
The Lovely Bones,16," DreamWorks SKG,  Key Creatives"
