original_title,title_length,production_companies
Men in Black II,15,Columbia Pictures
Finding Neverland,17, Film Colony
The Great Gatsby,16, Bazmark Films
Step Up 2: The Streets,22, Touchstone Pictures
Brooklyn's Finest,17, Millennium Films
"Me, Myself & Irene",18,Twentieth Century Fox Film Corporation
The Rundown,11, WWE Studios
Monster-in-Law,14,New Line Cinema
The Mortal Instruments: City of Bones,37,Constantin Film Produktion
Serendipity,11, Tapestry Films
Mr. Bean's Holiday,18, Working Title Films
Basic Instinct 2,16,Intermedia Films
Boiler Room,11,New Line Cinema
12 Rounds,9, Midnight Sun Pictures
Conviction,10, Innocence Productions
Watchmen,8, Lawrence Gordon Productions
Crocodile Dundee in Los Angeles,31, Silver Lion Films
Pride & Prejudice,17,Universal Pictures
The Apparition,14, Warner Bros.
22 Jump Street,14,Columbia Pictures
A Mighty Heart,14, Paramount Vantage
Agent Cody Banks 2: Destination London,38, Metro-Goldwyn-Mayer (MGM)
Atonement,9, Working Title Films
The Grudge,10, Senator International
The Weather Man,15, Escape Artists
Nutty Professor II: The Klumps,30, Universal Pictures
Get Carter,10, The Canton Company
Queen of the Damned,19,Village Roadshow Pictures
Wanted,6, Bazelevs Production
Burke & Hare,12,Ealing Studios
Heaven is for Real,18, Roth Films
Room,4,Element Pictures
Inception,9,Legendary Pictures
Snitch,6,Front Street Productions
Underworld,10, Subterranean Productions LLC
Selma,5, Celador Films
"I, Robot",8, Laurence Mark Productions
Hide and Seek,13, Josephson Entertainment
Delivery Man,12, Touchstone Pictures
Frida,5, Handprint Entertainment
Alvin and the Chipmunks: Chipwrecked,36,Fox 2000 Pictures
Secret Window,13,Columbia Pictures Corporation
The Dilemma,11, Wild West Picture Show Productions
Ocean's Twelve,14, Section Eight
How Do You Know,15,Columbia Pictures
The Jacket,10, Rising Star
The Expendables 3,17, Ex3 Productions
Running Scared,14, Pierce/Williams Entertainment
American Psycho,15, Edward R. Pressman Film
Little Fockers,14,Paramount Pictures
Wrong Turn,10, Stan Winston Studio
Journey 2: The Mysterious Island,32,New Line Cinema
Walk the Line,13,Tree Line Films
The Danish Girl,15,Pretty Pictures
Match Point,11,DreamWorks
Paul Blart: Mall Cop 2,22, Sony Pictures Entertainment (SPE)
Antwone Fisher,14,Fox Searchlight
Home on the Range,17,Walt Disney Pictures
The Adventures of Rocky & Bullwinkle,36,Universal Pictures
88 Minutes,10,TriStar Pictures
Scream 3,8, Craven-Maddalena Films
Proof,5, Endgame Entertainment
The Four Feathers,17, Marty Katz Productions
Failure to Launch,17,Paramount Pictures
Johnny English,14,Universal Pictures
Million Dollar Baby,19, Malpaso Productions
50 First Dates,14, Happy Madison Productions
Percy Jackson: Sea of Monsters,30,1492 Pictures
Out Cold,8, Touchstone Pictures
Everything Must Go,18, IM Global
Swordfish,9, Jonathan Krane Group
Clockstoppers,13, Valhalla Motion Pictures
The Night Before,16,Sony Pictures
Straw Dogs,10,Battleplan Productions
Collateral,10, DreamWorks SKG
A Very Harold & Kumar Christmas,31, Mandate Pictures
Terminator 3: Rise of the Machines,34, C-2 Pictures
Vicky Cristina Barcelona,24, Antena 3 Films
The Bourne Identity,19, The
Blade II,8,New Line Cinema
Mission: Impossible - Rogue Nation,34, Skydance Productions
Inherent Vice,13,Ghoulardi Film Company
Run All Night,13, RatPac-Dune Entertainment
The Conspirator,15, American Film Company
Confessions of a Dangerous Mind,31, Allied Filmmakers
Brooklyn,8, Item 7
Miami Vice,10,Universal Pictures
Kingsman: The Secret Service,28, TSG Entertainment
Rio 2,5,Blue Sky Studios
Grudge Match,12,Gerber Pictures
Quills,6,Fox Searchlight Pictures
Down with Love,14, Epsilon Motion Pictures
The Last Samurai,16, Bedford Falls Company
Lucky Number Slevin,19,The Weinstein Company
Unknown,7, TF1 Films Production
The Transporter,15,TF1 Films Productions
Awake,5, GreeneStreet Films
Prometheus,10, Scott Free Productions
The Golden Compass,18, Depth of Field
Just Go With It,15, Happy Madison Productions
This Is Where I Leave You,25, Warner Bros.
Burn After Reading,18, Working Title Films
The Spy Next Door,17,Robert Simonds Productions
Hotel Rwanda,12, Endgame Entertainment
Meet the Spartans,17, New Regency Pictures
Happy Feet Two,14, Dr D Studios
Fun with Dick and Jane,22, Columbia Pictures Corporation
Space Chimps,12, Vanguard Animation
X-Men Origins: Wolverine,24, Donners' Company
The Incredible Burt Wonderstone,31, Carousel Productions
In the Valley of Elah,21, NALA Films
American Pie 2,14, Liveplanet
The Last Witch Hunter,21, One Race Films
Miss Congeniality,17, Fortis Films
Perfume: The Story of a Murderer,32, Rising Star
The 6th Day,11, Phoenix Pictures
Inside Out,10, Walt Disney Studios Motion Pictures
The Strangers,13,Rogue Pictures
The Last King of Scotland,25, Cowboy Films
Trespass,8, Millennium Films
The Mechanic,12, Nu Image Entertainment GmbH
This Is the End,15, Sony Pictures Entertainment (SPE)
The Break-Up,12, Mosaic Media Group
Kill Bill: Vol. 1,17, Super Cool ManChu
Hope Springs,12, Escape Artists
Wanderlust,10, Apatow Productions
Mission: Impossible II,22,Paramount Pictures
Point Break,11, Ehman Productions
The Darkest Hour,16, Regency Enterprises
Corpse Bride,12, Laika Entertainment
K-19: The Widowmaker,20, New Regency Pictures
Firewall,8, Thunder Road Pictures
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, The
Radio,5, Tollin/Robbins Productions
Live Free or Die Hard,21, Dune Entertainment
The Town,8, Thunder Road Pictures
The Twilight Saga: Eclipse,26, Temple Hill Entertainment
DodgeBall: A True Underdog Story,32, Mediastream Vierte Film GmbH & Co. Vermarktungs KG
Young Adult,11,Paramount Pictures
Killing Them Softly,19, 1984 Private Defense Contractors
Fast & Furious 6,16, One Race Productions
Austin Powers in Goldmember,27, Team Todd
The Cold Light of Day,21,Summit Entertainment
The Hateful Eight,17,Double Feature Films
FearDotCom,10, Franchise Pictures
Be Cool,7, Nina Saxon Film Design
Mr. & Mrs. Smith,16, Summit Entertainment
Sugar & Spice,13,New Line Cinema
Battle of the Year,18,Screen Gems
Armored,7, Stars Road Entertainment
Deux frÃ¨res,12, Canal+
The Texas Chainsaw Massacre,27,New Line Cinema
Country Strong,14,Maguire Entertainment
Red Riding Hood,15,Appian Way
Good Luck Chuck,15,Lionsgate
13 Going On 30,14,Columbia Pictures
Contraband,10, Closest to the Hole Productions
Fast & Furious,14, Original Film
Walk Hard: The Dewey Cox Story,30, Apatow Productions
Scary Movie 3,13, Brad Grey Pictures
Starsky & Hutch,15, Warner Bros.
Catch Me If You Can,19, Splendid Pictures
A Walk Among the Tombstones,27, Jersey Films
The Railway Man,15, Lionsgate
The Hangover Part III,21, Green Hat Films
Unleashed,9,Canal Plus
Dawn of the Dead,16, Toho-Towa
Grindhouse,10, Yer Dead Productions
Paranormal Activity 3,21, Blumhouse Productions
The Hours,9,Paramount Pictures
Ninja Assassin,14,Studio Babelsberg
I Am Number Four,16, Bay Films
Jack Reacher,12, TC Productions
Winter's Tale,13, Weed Road Pictures
Lucky Number Slevin,19, Capitol Films
Dark Blue,9, IM Filmproduktion
Rock the Kasbah,15, Dune Films
Cowboys & Aliens,16,Imagine Entertainment
Brick Mansions,14,Canal+
Road Trip,9, The Montecito Picture Company
The Chronicles of Riddick,25, Radar Pictures
The Informant!,14,Section Eight
P.S. I Love You,15,Wendy Finerman Productions
All the King's Men,18, Relativity Media
Tears of the Sun,16,Columbia Pictures
Quarantine,10, Andale Pictures
27 Dresses,10, Dune Entertainment III
Marie Antoinette,16, Commission du Film France
Underworld: Evolution,21, Screen Gems
Star Trek Into Darkness,23, Bad Robot
The Prestige,12, Syncopy
Hide and Seek,13,Twentieth Century Fox Film Corporation
American Sniper,15, Malpaso Productions
You Again,9, Touchstone Pictures
Battleship,10, Bluegrass Films
Whiteout,8, Dark Castle Entertainment
The DUFF,8,Wonderland Sound and Vision
Kiss of the Dragon,18,Twentieth Century Fox Film Corporation
Miss Congeniality,17, NPV Entertainment
Knocked Up,10, Apatow Productions
Untraceable,11, Screen Gems
Mission: Impossible - Rogue Nation,34, TC Productions
Man of the Year,15, Morgan Creek Productions
Confessions of a Shopaholic,27, Touchstone Pictures
Space Chimps,12, Odyssey Entertainment
Paycheck,8, Lion Rock Productions
The Mummy: Tomb of the Dragon Emperor,37,Universal Pictures
Taken 3,7,Twentieth Century Fox Film Corporation
The Pianist,11, Heritage Films
Open Range,10, Beacon Pictures
Vertical Limit,14, Global Entertainment Productions GmbH & Company Medien KG
Abraham Lincoln: Vampire Hunter,31,Bazelevs Production
Jack the Giant Slayer,21,New Line Cinema
Lions for Lambs,15, United Artists
The Namesake,12,Fox Searchlight Pictures
The Cell,8, Katira Productions GmbH & Co. KG
The Return,10, Biscayne Pictures
Carnage,7, Zanagar Films
Ghost Rider: Spirit of Vengeance,32, Marvel Knights
Room,4, Duperele Films
Unknown,7, Dark Castle Entertainment
Along Came Polly,16, Jersey Films
Spy,3, Feigco Entertainment
The Hundred-Foot Journey,24, Harpo Films
Gigli,5,City Light Films
Step Up 2: The Streets,22, Offspring Entertainment
Ghosts of the Abyss,19, Walden Media
The Gift,8,Blumhouse Productions
The Lone Ranger,15, Blind Wink Productions
End of Watch,12, Crave Films
The Big Bounce,14, Shangri-La Entertainment
Burn After Reading,18, Focus Features
Public Enemies,14, Appian Way
Hitman,6, Anka Film
Keeping the Faith,17,Spyglass Entertainment
Space Cowboys,13, Warner Bros.
Paycheck,8, Davis Entertainment
No Country for Old Men,22, Scott Rudin Productions
Ocean's Eleven,14, Warner Bros.
Gone Girl,9, New Regency Pictures
Ready to Rumble,15,Bel Air Entertainment
Run All Night,13, Energy Entertainment
The Walk,8, ImageMovers
Scooby-Doo,10, Warner Bros.
Evil Dead,9, Ghost House Pictures
Aloha,5, Sony Pictures Entertainment (SPE)
Bedtime Stories,15, Gunn Films
Dark Water,10, Post No Bills Films
The Girl with the Dragon Tattoo,31,Columbia Pictures
Cinderella Man,14, Imagine Entertainment
The Beach,9,20th Century Fox
Straight Outta Compton,22, Legendary Pictures
The Chronicles of Riddick,25,Universal Pictures
Deception,9, Seed Productions
The League of Extraordinary Gentlemen,37, Mediastream Dritte Film GmbH & Co. Beteiligungs KG
The Water Horse,15, Beacon Pictures
House of Wax,12, Dark Castle Entertainment
Save the Last Dance,19,MTV Films
Hotel Transylvania,18,Columbia Pictures
The Boxtrolls,13,Laika Entertainment
The Family,10, Relativity Media
A Man Apart,11, Joseph Nittolo Entertainment
The King's Speech,17, Bedlam Productions
Johnson Family Vacation,23,Fox Searchlight Pictures
Freddy vs. Jason,16,New Line Cinema
Bridge to Terabithia,20, Hal Lieberman Company
The Constant Gardener,21, Scion Films
Percy Jackson & the Olympians: The Lightning Thief,50, Dune Entertainment
The Pacifier,12, Spyglass Entertainment
Chef,4,Open Road Films
Taken 2,7, M6 Films
Daddy's Home,12, Gary Sanchez Productions
High Crimes,11, New Regency Pictures
Yogi Bear,9, Sunswept Entertainment
Jupiter Ascending,17,Village Roadshow Pictures
The Art of War,14, Franchise Pictures
Elektra,7, Marvel Enterprises
EuroTrip,8,DreamWorks SKG
Enchanted,9, Right Coast Productions
Space Cowboys,13, Malpaso Productions
Curious George,14,Imagine Entertainment
Eight Below,11, Vertigo Entertainment
The Bourne Identity,19, Kalima Productions GmbH & Co. KG
Happy Feet,10, Kingdom Feature Productions
The Wrestler,12, Protozoa Pictures
The Texas Chainsaw Massacre,27, Platinum Dunes
The Woman in Black,18, UK Film Council
The Giver,9, Walden Media
Quills,6, Charenton Productions
Paranormal Activity: The Marked Ones,36, Room 101
Ouija,5, Platinum Dunes
S.W.A.T.,8, Illusion Entertainment
Moms' Night Out,15, Pure Flix Entertainment
Lara Croft: Tomb Raider,23, British Broadcasting Corporation (BBC)
Brideshead Revisited,20, HanWay Films
Zookeeper,9, Sony Pictures Releasing
The Iron Lady,13, PathÃ©
The Butterfly Effect,20,New Line Cinema
I Could Never Be Your Woman,27, Bauer Martinez Studios
The Matrix Reloaded,19, NPV Entertainment
Couples Retreat,15,Universal Pictures
Unfinished Business,19, Escape Artists
The Butler,10, Follow Through Productions
Project Almanac,15, Insurge Pictures
Fred Claus,10, David Dobkin Productions
The Smurfs,10, Kerner Entertainment Company
Step Up All In,14, Offspring Entertainment
Little Fockers,14, Everyman Pictures
Rocky Balboa,12, Revolution Studios
Exodus: Gods and Kings,22, Volcano Films
Premonition,11, Offspring Entertainment
Stardust,8,Paramount Pictures
Sydney White,12,Morgan Creek Productions
Admission,9,Focus Features
Safe House,10, Bluegrass Films
Country Strong,14, Sony Pictures Home Entertainment
Cloudy with a Chance of Meatballs 2,35,Columbia Pictures
Action Replayy,14, Hari Om Entertainment Co.
Hot Tub Time Machine,20, Metro-Goldwyn-Mayer (MGM)
The Cave,8,Lakeshore Entertainment
Hot Tub Time Machine,20, New Crime Productions
Jumper,6,Dune Entertainment
Avatar,6,Ingenious Film Partners
The Fountain,12,Regency Enterprises
Star Trek,9, Bad Robot
License to Wed,14, Robert Simonds Productions
Wrong Turn,10, Regency Enterprises
We Own the Night,16, 2929 Productions
Fun Size,8,Paramount Pictures
Son of God,10,Hearst Entertainment Productions
The Hobbit: An Unexpected Journey,33, Metro-Goldwyn-Mayer (MGM)
The Flintstones in Viva Rock Vegas,34,Universal Pictures
Ã†on Flux,9, Lakeshore Entertainment
Straight Outta Compton,22, Universal Pictures
Love & Other Drugs,18,Bedford Falls Productions
The Prince,10, Emmett/Furla Films
V for Vendetta,14, Anarchos Productions
The Matrix Reloaded,19, Silver Pictures
Oculus,6, Relativity Media
Robin Hood,10, Relativity Media
St. Vincent,11, Crescendo Productions
Chicago,7,Miramax Films
The Rover,9,Porchlight Films
The Hours,9, Scott Rudin Productions
The Phantom of the Opera,24,Odyssey Entertainment
The Hurt Locker,15, Film Capital Europe Funds (FCEF )
Something's Gotta Give,22,Columbia Pictures Corporation
The Island,10, Warner Bros.
Duplicity,9, Relativity Media
Punisher: War Zone,18,Lionsgate
Hitch,5, Overbrook Entertainment
Water for Elephants,19, Dune Entertainment
The Stepford Wives,18, DreamWorks Pictures
RoboCop,7, Strike Entertainment
The Twilight Saga: New Moon,27,Summit Entertainment
Captain America: The Winter Soldier,35,Marvel Studios
All About the Benjamins,23,New Line Cinema
Hot Pursuit,11,New Line Cinema
Blade: Trinity,14, Shawn Danielle Productions Ltd.
Black Hawk Down,15, Revolution Studios
The Big Bounce,14, Material
Lakeview Terrace,16, Overbrook Entertainment
Fair Game,9, Participant Media
Moon,4, Limelight Fund
Knowing,7, Escape Artists
Meet Dave,9, Deep River Productions
Dark Shadows,12, Warner Bros.
A Walk Among the Tombstones,27, 1984 Private Defense Contractors
Madagascar 3: Europe's Most Wanted,34,DreamWorks Animation
The Patriot,11, Mutual Film Company
Bangkok Dangerous,17, International Production Company
Yes Man,7, Heyday films
World War Z,11, Skydance Productions
A Walk Among the Tombstones,27, Exclusive Media Group
Broken City,11,Regency Enterprises
Riding in Cars with Boys,24,Columbia Pictures
Syriana,7, FilmWorks
Sky Captain and the World of Tomorrow,37, Riff Raff Film Productions
In the Land of Women,20,Castle Rock Entertainment
Basic Instinct 2,16, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
Big Trouble,11,Touchstone Pictures
Ice Age: Continental Drift,26, Twentieth Century Fox Animation
Akeelah and the Bee,19, Out of the Blue... Entertainment
Argo,4, Smokehouse Pictures
Unfaithful,10,Regency Enterprises
Made of Honor,13,Columbia Pictures
Secret in Their Eyes,20, Route One Films
Daddy's Little Girls,20, Tyler Perry Company
Extremely Loud & Incredibly Close,33,Paramount Pictures
The Expendables 3,17, LionsGate
Master and Commander: The Far Side of the World,47,Universal Pictures
The Help,8, 1492 Pictures
Hostage,7, Cheyenne Enterprises
Babel,5, Anonymous Content
Dragonfly,9,Universal Pictures
The Midnight Meat Train,23, GreeneStreet Films
Take Me Home Tonight,20, Internationale Filmproduktion Blackbird Dritte
Doomsday,8,Rogue Pictures
Big Fish,8,The Zanuck Company
The Conjuring,13, The Safran Company
Spider-Man 3,12, Laura Ziskin Productions
Hercules,8, Flynn Picture Company
Green Zone,10, StudioCanal
We Were Soldiers,16, Motion Picture Production GmbH & Co. Erste KG
Training Day,12, Warner Bros.
Little Miss Sunshine,20, Big Beach Films
Crash,5, Bob Yari Productions
Unbreakable,11,Limited Edition Productions Inc.
Be Cool,7, Metro-Goldwyn-Mayer (MGM)
Monsters University,19, Pixar Animation Studios
City of Ember,13, Walden Media
Let Me In,9,Hammer Film Productions
Resident Evil: Extinction,25, Constantin Film Produktion
27 Dresses,10, Fox 2000 Pictures
Birdman,7,Worldview Entertainment
Lord of War,11, Rising Star
Tomorrowland,12, Babieka
This Is Where I Leave You,25, 21 Laps Entertainment
Hitman: Agent 47,16, Infinite Frameworks Studios
Frankenweenie,13, Tim Burton Productions
Capote,6, Eagle Vision Inc.
The Informant!,14, Groundswell Productions
The Life of David Gale,22, Saturn Films
Everest,7, Walden Media
Brideshead Revisited,20, UK Film Council
Showtime,8, Overbrook Entertainment
Did You Hear About The Morgans?,31, Castle Rock Entertainment
Mindhunters,11, Egmond Film & Television
Horrible Bosses,15,New Line Cinema
Two for the Money,17,Universal Pictures
The Constant Gardener,21,Studio Babelsberg
Old Dogs,8,Walt Disney Pictures
Final Destination,17, Hard Eight Pictures
Role Models,11,Universal Pictures
Big Momma's House 2,19, Firm Films
The Hunger Games: Mockingjay - Part 2,37, Walt Disney Studios Motion Pictures
Capote,6,Sony Pictures Classics
Jack Ryan: Shadow Recruit,25, Di Bonaventura Pictures
Alfie,5, Patalex Productions
Igor,4, Exodus Productions
Point Break,11, Alcon Entertainment
Knowing,7, Goldcrest Pictures
The Hangover,12,Legendary Pictures
A History of Violence,21,New Line Cinema
White Noise,11,Universal Pictures
Constantine,11,Village Roadshow Pictures
The Spirit,10, Lionsgate
The Spirit,10, Dark Lot Entertainment
Sex and the City 2,18,New Line Cinema
Virgin Territory,16,Ingenious Film Partners
Gothika,7, Warner Bros.
Get Carter,10,Franchise Pictures
The Social Network,18,Columbia Pictures
Hairspray,9,New Line Cinema
Catwoman,8, DiNovi Pictures
Boogeyman,9,Ghost House Pictures
Monster House,13, Sony Pictures Animation
Red Tails,9, Partnership Pictures
Twisted,7, Blackout Productions Inc.
The Perfect Game,16, The
The Smurfs 2,12, Sony Pictures Animation
Goosebumps,10, Scholastic Entertainment
Around the World in 80 Days,27, Mostow/Lieberman Productions
What Women Want,15, Icon Entertainment International
The Revenant,12, Appian Way
Watchmen,8,Paramount Pictures
Jeepers Creepers,16, American Zoetrope
National Lampoonâ€™s Van Wilder,31, Artisan Entertainment
Escape Plan,11, Emmett/Furla Films
The Hills Have Eyes,19, Craven-Maddalena Films
Chloe,5,StudioCanal
Avengers: Age of Ultron,23,Marvel Studios
A Serious Man,13, Focus Features
Paranormal Activity 4,21,Paramount Pictures
Halloween: Resurrection,23,Dimension Films
Things We Lost in the Fire,26, DreamWorks Pictures
Soul Surfer,11,Mandalay Pictures
Centurion,9, Canal+
Into the Wild,13, River Road Entertainment
Going the Distance,18, Offspring Entertainment
W.,2, Emperor Motion Pictures
Stealth,7, Columbia Pictures Corporation
Woman in Gold,13,BBC Films
Hitman: Agent 47,16, TSG Entertainment
Norbit,6, Tollin/Robbins Productions
License to Wed,14,Village Roadshow Pictures
Real Steel,10, 21 Laps Entertainment
Spring Breakers,15, Muse Productions
Blackhat,8,Universal Pictures
The Boat That Rocked,20, Portobello Studios
Evan Almighty,13, Spyglass Entertainment
Bring It On,11,Beacon Communications
Penguins of Madagascar,22,DreamWorks Animation
The Boy in the Striped Pyjamas,30, Heyday Films
17 Again,8, Offspring Entertainment
Catwoman,8, Maple Shade Films
Extraordinary Measures,22, CBS Films
Daddy Day Care,14, Davis Entertainment
The Good German,15,Warner Bros.
Domino,6, Scott Free Productions
The Counselor,13,Ingenious Media
The A-Team,10,20th Century Fox
Safe Haven,10, Relativity Media
Jack and Jill,13, Happy Madison Productions
Brideshead Revisited,20, Ecosse Films
Bridget Jones's Diary,21,Miramax Films
One Hour Photo,14, Catch 23 Entertainment
The Musketeer,13, Signature Entertainment
The Maze Runner,15, Twentieth Century Fox Film Corporation
The Pyramid,11, Sahara Productions
Hannah Montana: The Movie,25, Millar Gough Ink
Rent,4, 1492 Pictures
Crank,5, GreeneStreet Films
Homefront,9, Open Road Films
Eragon,6, Twentieth Century Fox Film Corporation
Crank: High Voltage,19,Lakeshore Entertainment
Alpha and Omega,15, Crest Animation Productions
Ender's Game,12,Summit Entertainment
Spotlight,9, Rocklin / Faust
Monkeybone,10, 1492 Pictures
Taking Lives,12, Warner Bros.
Kiss of the Dragon,18, Immortal Entertainment
21 Grams,8, Mediana Productions Filmgesellschaft
Home,4, DreamWorks Animation
In the Heart of the Sea,23, Roth Films
Swimming Pool,13, Gimages
Notes on a Scandal,18, DNA Films
The Punisher,12, Valhalla Motion Pictures
Windtalkers,11, Metro-Goldwyn-Mayer (MGM)
I Don't Know How She Does It,28,The Weinstein Company
The Majestic,12, Castle Rock Entertainment
Upside Down,11, France 2 CinÃ©ma
Cellular,8,New Line Cinema
Curious George,14, Universal Pictures
Elysium,7, Sony Pictures Entertainment (SPE)
Twilight,8, Temple Hill Entertainment
Me and Orson Welles,19,Isle of Man Film
The Bounty Hunter,17, Relativity Media
Taken 3,7, M6 Films
Repo Men,8,Universal Pictures
Prometheus,10,Twentieth Century Fox Film Corporation
Alice in Wonderland,19, Tim Burton Productions
Divergent,9, Red Wagon Entertainment
How Do You Know,15, Gracie Films
Real Steel,10,DreamWorks SKG
Hanging Up,10, Global Entertainment Productions GmbH & Company Medien KG
Fantastic Four,14,Twentieth Century Fox Film Corporation
Step Up,7, Touchstone Pictures
28 Weeks Later,14,DNA Films
How to Lose Friends & Alienate People,37, Film4
Drive Angry,11, Nu Image Films
Stone,5,Stone Productions
City By The Sea,15, Sea Breeze Productions Inc.
High Crimes,11, Epsilon Motion Pictures
The Last Samurai,16,Cruise/Wagner Productions
The Call,8, WWE Studios
Entourage,9, Closest to the Hole Productions
Jobs,4, Dillywood
Solitary Man,12,Smartest Man Productions
Dead Silence,12,Universal Pictures
Elysium,7, Media Rights Capital
The Grudge 3,12,Ghost House Pictures
Just Like Heaven,16, MacDonald/Parkes Productions
Dawn of the Dead,16, Strike Entertainment
Philomena,9, Baby Cow Productions
Hardball,8, GHS Productions KG
The Peanuts Movie,17,Blue Sky Studios
Final Destination,17,New Line Cinema
Final Destination 2,19, Zide-Perry Productions
Hannibal Rising,15, Dino De Laurentiis Company
Blood Diamond,13, Lonely Film Productions GmbH & Co. KG.
American Gangster,17, Relativity Media
Black Swan,10, Cross Creek Pictures
Drag Me to Hell,15,Universal Pictures
Unfinished Business,19, New Regency Pictures
Agent Cody Banks,16, Maverick Films
Mandela: Long Walk to Freedom,29,Distant Horizons
Straight Outta Compton,22, Broken Chair Flickz
Happy Feet,10, Kennedy Miller Productions
Sex and the City 2,18, Village Roadshow Pictures
Captivity,9, Captivity Productions
Tears of the Sun,16, Michael Lobell Productions
Gone In Sixty Seconds,21,Jerry Bruckheimer Films
The Social Network,18, Scott Rudin Productions
Black Mass,10, RatPac-Dune Entertainment
Hotel Transylvania,18, Sony Pictures Animation
My Best Friend's Girl,21,Lionsgate
Hostage,7,Miramax Films
Bruce Almighty,14, Shady Acres Entertainment
The Grand Budapest Hotel,24, Indian Paintbrush
Hoodwinked Too! Hood VS. Evil,29,HW Two
Scary Movie,11, Brad Grey Pictures
Underworld: Awakening,21, Sketch Films
Aliens in the Attic,19, New Upstairs Productions
Saving Silverman,16, NPV Entertainment
Action Replayy,14,PVR Cinemas
Paranormal Activity 3,21, Solana Films
Transformers: Age of Extinction,31, Amblin Entertainment
Lemony Snicket's A Series of Unfortunate Events,47, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
The Manchurian Candidate,24, Clinica Estetico
The Fog,7,Revolution Studios
Ghost Rider,11,Columbia Pictures Corporation
Minority Report,15, Blue Tulip Productions
The Visit,9,Blumhouse Productions
Soul Surfer,11, FilmDistrict
How High,8, Jersey Films
Fright Night,12,Touchstone Pictures
Johnny English Reborn,21,Universal Pictures
The Imitation Game,18,Black Bear Pictures
Saw VI,6,Lionsgate
Zero Dark Thirty,16, First Light Production
The Great Debaters,18, Marshall Production
Green Zone,10, Working Title Films
Spartan,7, Franchise Pictures
Dinner for Schmucks,19,Paramount Pictures
Memoirs of a Geisha,19,DreamWorks SKG
Ice Age,7, Twentieth Century Fox Animation
The Internship,14, TSG Entertainment
Centurion,9, Warner Bros.
Shrek 2,7, DreamWorks Animation
Rush,4, Exclusive Media Group
Eternal Sunshine of the Spotless Mind,37, Focus Features
The Tailor of Panama,20,Columbia Pictures
Post Grad,9, Fox Atomic
New in Town,11, The Safran Company
Perfume: The Story of a Murderer,32, Ikiru Films
Underworld: Awakening,21,Lakeshore Entertainment
Chloe,5, Montecito Picture Company
Big Momma's House 2,19, Epsilon Motion Pictures
The Bling Ring,14, A24
Baby Mama,9, Michaels-Goldwyn
Transcendence,13,Alcon Entertainment
88 Minutes,10, Brightlight Pictures
The X Files: I Want to Believe,30, Ten Thirteen Productions
Training Day,12, Outlaw Productions (I)
Paycheck,8, Province of British Columbia Film Incentive BC
Winter's Tale,13,Village Roadshow Pictures
The Monuments Men,17, Fox 2000 Pictures
Dark Blue,9, Metro-Goldwyn-Mayer (MGM)
Final Fantasy: The Spirits Within,33, Square USA
Resident Evil,13, Constantin Film Produktion
Mystic River,12,Village Roadshow Pictures
Priest,6, Stars Road Entertainment
The Last Airbender,18, Industrial Light & Magic (ILM)
9,1, Arc Productions
Troy,4, Warner Bros.
No Strings Attached,19, Katalyst Films
12 Rounds,9, WWE Studios
Hostel: Part II,15, Screen Gems
2012,4, Centropolis Entertainment
The Cat's Meow,14,Lions Gate Films
Agora,5, Nimar Studios
Mission: Impossible - Ghost Protocol,36, Skydance Productions
Big Momma's House 2,19, Regency Enterprises
Sinister 2,10, Automatik Entertainment
RoboCop,7, Metro-Goldwyn-Mayer (MGM)
Riddick,7,One Race Productions
Swimming Pool,13, FOZ
The Age of Adaline,18,Lakeshore Entertainment
The Gift,8, STX Entertainment
Seven Pounds,12, Escape Artists
The Good Girl,13, Flan de Coco Films
Disturbia,9, The
Hoodwinked!,11,The Weinstein Company
The Little Prince,17, On Entertainment
The 40 Year Old Virgin,22,Universal Pictures
Need for Speed,14,DreamWorks SKG
Seventh Son,11,Legendary Pictures
The Cat's Meow,14, Dan Films
In the Valley of Elah,21, Samuels Media
A Good Day to Die Hard,22, Mid Atlantic Films
Battle: Los Angeles,19,Columbia Pictures
Taken 3,7, CinÃ©+
Wrong Turn,10, Newmarket Capital Group
X-Men,5, Springwood Productions
The Crazies,11, Overture Films
Black Mass,10, Cross Creek Pictures
Runner Runner,13,20th Century Fox
Looper,6,Endgame Entertainment
High Crimes,11,Twentieth Century Fox Film Corporation
Dancer in the Dark,18, Arte
Eight Below,11, Kennedy/Marshall Company
Sky Captain and the World of Tomorrow,37, Filmauro
Corpse Bride,12, Will Vinton Studios
The Taking of Pelham 1 2 3,26, Escape Artists
Training Day,12,Village Roadshow Pictures
Cop Out,7,Warner Bros.
Treasure Planet,15,Walt Disney Pictures
Men in Black 3,14, Imagenation Abu Dhabi FZ
Sky High,8, Max Stronghold Productions Inc.
Larry Crowne,12, Vendome Pictures
A Man Apart,11," ""DIA"" Productions GmbH & Co. KG"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",59, Jim Henson Company
Little Black Book,17,Revolution Studios
The Hunger Games: Mockingjay - Part 2,37, Lionsgate
Dreamgirls,10, Laurence Mark Productions
The Place Beyond the Pines,26, Verisimilitude
Blood Diamond,13, Virtual Studios
The Eagle,9, Focus Features
The Legend of Zorro,19, Columbia Pictures Corporation
