Index,date,group,quantity,unit_cogs
3623,2018-01-11,CHEMISTRY,1,5.27
21531,2018-01-03,VEGETABLES,10,2.0
15373,2018-01-06,ICE_CREAMS_FROZEN,6,3.36
20495,2018-01-09,SWEETS,16,1.945
17222,2018-01-09,POULTRY,3.79,10.701846965699199
14320,2018-01-06,GROATS_RICE_PASTA,3,2.59
21658,2018-01-05,VEGETABLES,20.16,5.49702380952381
16224,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,17,1.21
1683,2018-01-08,POULTRY,12,3.43
4194,2018-01-07,CHEWING_GUM_LOLIPOPS,7,1.46
9196,2018-01-04,DRINK_JUICE,4,0.74
17434,2018-01-06,OCCASIONAL,1,4.24
2223,2018-01-03,CHEMISTRY,3,6.37666666666667
15812,2018-01-10,ICE_CREAMS_FROZEN,1,7.0
18088,2018-01-02,SPICES,1,0.91
14413,2018-01-08,GROATS_RICE_PASTA,4,2.37
1946,2018-01-01,CHEMISTRY,3,6.49
2850,2018-01-07,CHEMISTRY,4,3.23
6203,2018-01-02,COOKIES_BULK,0.56,9.51785714285714
1423,2018-01-11,BREAD,13.5,3.8251851851851897
19615,2018-01-05,SWEETS,1,1.65
7211,2018-01-05,DAIRY_CHESSE,6,3.34
13475,2018-01-09,GENERAL_FOOD,6,2.97
1186,2018-01-05,BREAD,228,0.53
16247,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,3.12
19189,2018-01-03,SWEETS,6,2.25
10663,2018-01-12,DRINK_JUICE,2,1.07
19184,2018-01-03,SWEETS,8,2.23
22718,2018-01-09,ALCOHOL,2,36.99
2714,2018-01-06,CHEMISTRY,7,0.93
19102,2018-01-03,SWEETS,49,1.0
15169,2018-01-05,ICE_CREAMS_FROZEN,2,1.3
176,2018-01-01,ALCOHOL,4,2.47
5135,2018-01-05,CIGARETTES,2,3.23
9562,2018-01-06,DRINK_JUICE,4,2.68
8718,2018-01-12,GENERAL_ITEMS,1,3.19
508,2018-01-06,ALCOHOL,1,2.23
17602,2018-01-05,GENERAL_ITEMS,7,5.52
7421,2018-01-06,DAIRY_CHESSE,16,4.41
22710,2018-01-09,ALCOHOL,1,17.45
18849,2018-01-01,SWEETS,3,2.29
14190,2018-01-04,GROATS_RICE_PASTA,2,2.62
14790,2018-01-02,ICE_CREAMS_FROZEN,1,4.44
22323,2018-01-01,ALCOHOL,19,6.59
20850,2018-01-11,SWEETS,6,2.62
10252,2018-01-09,DRINK_JUICE,7,2.63
6903,2018-01-03,DAIRY_CHESSE,7,3.1842857142857097
931,2018-01-11,ALCOHOL,2,1.66
20731,2018-01-11,SWEETS,5,2.81
5561,2018-01-11,CIGARETTES,6,12.0
15691,2018-01-09,ICE_CREAMS_FROZEN,1,3.91
21329,2018-01-12,TABLETS,3,4.1
8692,2018-01-05,GENERAL_ITEMS,1,5.75
14037,2018-01-01,GROATS_RICE_PASTA,2,0.89
19696,2018-01-06,SWEETS,0.59,9.91525423728814
10260,2018-01-09,DRINK_JUICE,9,1.53
3331,2018-01-09,CHEMISTRY,3,1.85
17220,2018-01-09,POULTRY,4.725,11.1957671957672
13007,2018-01-06,GENERAL_FOOD,2,2.59
10222,2018-01-09,DRINK_JUICE,14,0.44642857142857106
22007,2018-01-09,VEGETABLES,11,2.81727272727273
21940,2018-01-08,VEGETABLES,196.238,0.496743749936302
14899,2018-01-04,ICE_CREAMS_FROZEN,1,3.43
7299,2018-01-05,DAIRY_CHESSE,7.04,12.8238636363636
3212,2018-01-09,CHEMISTRY,1,0.01
12418,2018-01-03,GENERAL_FOOD,4,1.31
3451,2018-01-10,CHEMISTRY,1,5.49
2891,2018-01-07,CHEMISTRY,5,3.39
3171,2018-01-08,CHEMISTRY,1,0.44
10724,2018-01-12,DRINK_JUICE,1,0.33
9435,2018-01-05,DRINK_JUICE,12,2.34
22063,2018-01-10,VEGETABLES,2,1.66
15403,2018-01-07,ICE_CREAMS_FROZEN,30,1.88
5802,2018-01-03,COFFEE TEA,1,1.76
13433,2018-01-09,GENERAL_FOOD,2,1.94
20262,2018-01-08,SWEETS,2,1.81
21779,2018-01-06,VEGETABLES,1,2.6
16166,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.87
882,2018-01-10,ALCOHOL,374,1.2025401069518702
15469,2018-01-07,ICE_CREAMS_FROZEN,4,7.11
2375,2018-01-04,CHEMISTRY,4,1.19
17392,2018-01-04,OCCASIONAL,1,3.71
11351,2018-01-03,GENERAL,1,3.97
6643,2018-01-02,DAIRY_CHESSE,8,1.69
11009,2018-01-08,POULTRY,6,2.185
1071,2018-01-02,BREAD,32,2.415625
17618,2018-01-06,GENERAL_ITEMS,7,2.81
14264,2018-01-05,GROATS_RICE_PASTA,10,2.43
21759,2018-01-06,VEGETABLES,14,1.14
19397,2018-01-04,SWEETS,45,0.37
5475,2018-01-09,CIGARETTES,1,9.86
12940,2018-01-06,GENERAL_FOOD,17,0.92
1104,2018-01-03,BREAD,2,7.31
21845,2018-01-07,VEGETABLES,17,0.9788235294117652
17821,2018-01-09,GENERAL_ITEMS,446,3.83
19258,2018-01-03,SWEETS,12,0.61
6568,2018-01-02,DAIRY_CHESSE,22,2.71
9232,2018-01-04,DRINK_JUICE,18,0.99
17474,2018-01-09,OCCASIONAL,14,0.24
18295,2018-01-05,SPICES,4,1.28
10049,2018-01-08,DRINK_JUICE,6,2.63
5012,2018-01-03,CIGARETTES,9,12.18
6044,2018-01-09,COFFEE TEA,4,1.02
8394,2018-01-11,DAIRY_CHESSE,64,2.24421875
11883,2018-01-10,GENERAL,1,0.87
10687,2018-01-12,DRINK_JUICE,4,1.86
19792,2018-01-06,SWEETS,3,1.7
16072,2018-01-02,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,31,1.3358064516128998
3903,2018-01-12,CHEMISTRY,10,0.77
2465,2018-01-05,CHEMISTRY,4,4.3
16931,2018-01-01,POULTRY,1.57,10.101910828025499
11500,2018-01-05,GENERAL,1,4.45
9202,2018-01-04,DRINK_JUICE,3,3.03
1289,2018-01-07,BREAD,10,3.56
22884,2018-01-12,ALCOHOL,3,6.59
3069,2018-01-08,CHEMISTRY,1,3.27
1356,2018-01-09,BREAD,100,2.5209
6501,2018-01-01,DAIRY_CHESSE,7,2.08
20676,2018-01-10,SWEETS,2,0.57
17580,2018-01-03,GENERAL_ITEMS,8,5.52
4232,2018-01-08,CHEWING_GUM_LOLIPOPS,17,1.26
13418,2018-01-09,GENERAL_FOOD,1,1.11
8398,2018-01-11,DAIRY_CHESSE,10,3.306
4862,2018-01-01,CIGARETTES,3,11.81
16462,2018-01-07,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.71
7406,2018-01-06,DAIRY_CHESSE,372,6.76932795698925
19047,2018-01-02,SWEETS,15,0.59
20039,2018-01-07,SWEETS,1,2.54
19623,2018-01-05,SWEETS,12,0.67
18755,2018-01-12,SPICES,11,1.08
13654,2018-01-10,GENERAL_FOOD,1,0.52
6709,2018-01-02,DAIRY_CHESSE,2,2.97
822,2018-01-10,ALCOHOL,5,3.36
19388,2018-01-04,SWEETS,2,2.29
11392,2018-01-04,GENERAL,7,1.07
5633,2018-01-12,CIGARETTES,11,10.73
18853,2018-01-01,SWEETS,4,1.64
15151,2018-01-05,ICE_CREAMS_FROZEN,22,1.35
22651,2018-01-08,ALCOHOL,238,3.0958823529411803
2794,2018-01-07,CHEMISTRY,2,2.95
16007,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.85
13662,2018-01-10,GENERAL_FOOD,9,0.72
9685,2018-01-06,DRINK_JUICE,6,0.99
17496,2018-01-10,OCCASIONAL,1,1.22
8639,2018-01-12,DAIRY_CHESSE,21,2.57714285714286
3101,2018-01-08,CHEMISTRY,2,4.03
21860,2018-01-07,VEGETABLES,0.97,0.3917525773195879
17870,2018-01-04,GENERAL_ITEMS,1,4.21
13861,2018-01-12,GENERAL_FOOD,1,0.55
1935,2018-01-01,CHEMISTRY,1,3.49
3939,2018-01-12,CHEMISTRY,1,1.99
3275,2018-01-09,CHEMISTRY,1,1.0
13329,2018-01-08,GENERAL_FOOD,7,2.46
3989,2018-01-12,CHEMISTRY,2,0.38
22734,2018-01-09,ALCOHOL,1,15.26
19732,2018-01-06,SWEETS,27,0.468148148148148
14241,2018-01-05,GROATS_RICE_PASTA,6,1.02
10890,2018-01-04,POULTRY,1,3.0
14245,2018-01-05,GROATS_RICE_PASTA,11,1.09
12117,2018-01-01,GENERAL_FOOD,4,1.31
1588,2018-01-04,POULTRY,25,1.19
17977,2018-01-11,GENERAL_ITEMS,1,2.35
5856,2018-01-04,COFFEE TEA,8,1.5
10379,2018-01-10,DRINK_JUICE,1,1.07
21935,2018-01-08,VEGETABLES,2,0.925
15123,2018-01-05,ICE_CREAMS_FROZEN,4,2.8
17906,2018-01-06,GENERAL_ITEMS,3,1.53
7281,2018-01-05,DAIRY_CHESSE,63,1.87
6108,2018-01-11,COFFEE TEA,4,2.06
1304,2018-01-08,BREAD,182,0.5
14804,2018-01-02,ICE_CREAMS_FROZEN,32,0.44
22615,2018-01-07,ALCOHOL,13,3.85
2096,2018-01-02,CHEMISTRY,8,0.12
18414,2018-01-07,SPICES,7,0.88
15249,2018-01-06,ICE_CREAMS_FROZEN,9,1.82
20713,2018-01-11,SWEETS,29,1.4
22899,2018-01-12,ALCOHOL,2,16.7
2995,2018-01-08,CHEMISTRY,17,0.2
9832,2018-01-07,DRINK_JUICE,L JAB+ARBUZ,10.0
4356,2018-01-01,CHIPS_FLAKES,2.5,1.012
11854,2018-01-10,GENERAL,1,1.87
15102,2018-01-05,ICE_CREAMS_FROZEN,3,6.38
19324,2018-01-04,SWEETS,3,2.59
4961,2018-01-02,CIGARETTES,10,9.975
16210,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,1.74
2328,2018-01-04,CHEMISTRY,2,1.76
7695,2018-01-07,DAIRY_CHESSE,0.12,15.583333333333302
3264,2018-01-09,CHEMISTRY,4,1.44
21268,2018-01-10,TABLETS,1,5.37
17591,2018-01-04,GENERAL_ITEMS,11,4.87909090909091
21717,2018-01-06,VEGETABLES,16.39,7.906040268456381
21734,2018-01-06,VEGETABLES,3,4.57
17472,2018-01-09,OCCASIONAL,2,0.9
9860,2018-01-07,DRINK_JUICE,69,1.12
19286,2018-01-03,SWEETS,7,2.12
8465,2018-01-11,DAIRY_CHESSE,7,1.31
16894,2018-01-07,GENERAL_ITEMS,1,2.97
7222,2018-01-05,DAIRY_CHESSE,8,1.96
22735,2018-01-09,ALCOHOL,1,23.14
13272,2018-01-08,GENERAL_FOOD,4,2.7
6845,2018-01-03,DAIRY_CHESSE,1,3.49
19425,2018-01-04,SWEETS,25,1.44
14491,2018-01-09,GROATS_RICE_PASTA,10,1.2
11344,2018-01-03,GENERAL,1,8.44
7911,2018-01-08,DAIRY_CHESSE,1.735,15.014409221902001
1824,2018-01-12,POULTRY,24,1.55166666666667
22170,2018-01-11,VEGETABLES,2.875,3.50260869565217
14278,2018-01-05,GROATS_RICE_PASTA,1,1.76
6328,2018-01-10,COOKIES_BULK,0.115,24.0
22216,2018-01-12,VEGETABLES,330.52,1.10882851264674
1942,2018-01-01,CHEMISTRY,1,2.09
14595,2018-01-11,GROATS_RICE_PASTA,5,1.74
541,2018-01-06,ALCOHOL,13,1.82
19710,2018-01-06,SWEETS,1,4.29
7897,2018-01-08,DAIRY_CHESSE,2.165,15.006928406466503
3288,2018-01-09,CHEMISTRY,6,2.13
14323,2018-01-06,GROATS_RICE_PASTA,1,1.61
13227,2018-01-08,GENERAL_FOOD,9,1.16666666666667
10526,2018-01-11,DRINK_JUICE,15,2.9360000000000004
8832,2018-01-01,DRINK_JUICE,7,0.9642857142857142
5660,2018-01-12,CIGARETTES,29,9.09
15203,2018-01-05,ICE_CREAMS_FROZEN,2,4.33
18933,2018-01-01,SWEETS,8,0.55
10634,2018-01-12,DRINK_JUICE,1,2.35
8989,2018-01-02,DRINK_JUICE,2,1.89
13261,2018-01-08,GENERAL_FOOD,9,1.83
19029,2018-01-02,SWEETS,2,5.37
1140,2018-01-03,BREAD,19.32,16.462215320911
20208,2018-01-08,SWEETS,13,0.42
6565,2018-01-01,DAIRY_CHESSE,2,1.83
21578,2018-01-04,VEGETABLES,76,0.946578947368421
21714,2018-01-06,VEGETABLES,10.14,3.25443786982248
18080,2018-01-02,SPICES,2,0.64
8814,2018-01-01,DRINK_JUICE,20,2.13
7692,2018-01-07,DAIRY_CHESSE,15,2.34
14505,2018-01-10,GROATS_RICE_PASTA,8,1.09
18914,2018-01-01,SWEETS,17,0.5688235294117651
15743,2018-01-09,ICE_CREAMS_FROZEN,5,1.21
3832,2018-01-12,CHEMISTRY,1,2.75
11791,2018-01-09,GENERAL,2,2.09
6664,2018-01-02,DAIRY_CHESSE,6,1.55
1150,2018-01-04,BREAD,180,0.7
15985,2018-01-12,ICE_CREAMS_FROZEN,3,2.46
13608,2018-01-10,GENERAL_FOOD,4,2.32
14161,2018-01-03,GROATS_RICE_PASTA,3,2.4
19300,2018-01-04,SWEETS,2,1.06
18222,2018-01-04,SPICES,2,0.7
13570,2018-01-10,GENERAL_FOOD,16,1.21375
17968,2018-01-11,GENERAL_ITEMS,1,2.55
22748,2018-01-10,ALCOHOL,52,3.005
8103,2018-01-09,DAIRY_CHESSE,3,2.04
13440,2018-01-09,GENERAL_FOOD,7,2.69
6882,2018-01-03,DAIRY_CHESSE,15,2.102
15918,2018-01-11,ICE_CREAMS_FROZEN,2,3.99
11610,2018-01-06,GENERAL,1,4.99
10208,2018-01-09,DRINK_JUICE,1,2.89
1399,2018-01-10,BREAD,234,0.74
19749,2018-01-06,SWEETS,5,2.4
9121,2018-01-03,DRINK_JUICE,3,0.99
10180,2018-01-09,DRINK_JUICE,4,2.78
869,2018-01-10,ALCOHOL,18,2.78
14890,2018-01-03,ICE_CREAMS_FROZEN,42,0.4233333333333329
14936,2018-01-04,ICE_CREAMS_FROZEN,1,2.51
6481,2018-01-01,DAIRY_CHESSE,1,1.4
19124,2018-01-03,SWEETS,3,1.57
17259,2018-01-10,POULTRY,0.39,20.3589743589744
11569,2018-01-06,GENERAL,2,3.17
7170,2018-01-05,DAIRY_CHESSE,1,1.32
15829,2018-01-10,ICE_CREAMS_FROZEN,23,0.56304347826087
4905,2018-01-01,CIGARETTES,5,10.09
11723,2018-01-08,GENERAL,3,1.27
15693,2018-01-09,ICE_CREAMS_FROZEN,1,4.62
15275,2018-01-06,ICE_CREAMS_FROZEN,13,2.73
1179,2018-01-04,BREAD,17.16,14.2022144522145
4501,2018-01-04,CHIPS_FLAKES,17,2.23
21018,2018-01-12,SWEETS,11,7.41
17464,2018-01-08,OCCASIONAL,1,1.54
12459,2018-01-03,GENERAL_FOOD,12,1.65
18637,2018-01-10,SPICES,1,0.99
10249,2018-01-09,DRINK_JUICE,15,1.75
2524,2018-01-05,CHEMISTRY,23,11.69
15877,2018-01-11,ICE_CREAMS_FROZEN,10,3.83
408,2018-01-05,ALCOHOL,151,1.69728476821192
2753,2018-01-06,CHEMISTRY,1,2.47
1774,2018-01-10,POULTRY,2,3.05
23122,2018-01-10,ALCOHOL,1,6.57
7072,2018-01-04,DAIRY_CHESSE,24,2.33
271,2018-01-03,ALCOHOL,2,1.82
12998,2018-01-06,GENERAL_FOOD,4,0.75
7454,2018-01-06,DAIRY_CHESSE,1,1.24
1993,2018-01-01,CHEMISTRY,2,1.15
2542,2018-01-05,CHEMISTRY,1,9.99
20927,2018-01-12,SWEETS,3,1.74
22119,2018-01-11,VEGETABLES,1,3.0
6124,2018-01-11,COFFEE TEA,1,8.99
21892,2018-01-08,VEGETABLES,17.475,2.1991416309012903
2315,2018-01-04,CHEMISTRY,1,2.39
8162,2018-01-10,DAIRY_CHESSE,9,0.76
19682,2018-01-06,SWEETS,2,1.31
21769,2018-01-06,VEGETABLES,138.35,0.646910010842067
12634,2018-01-04,GENERAL_FOOD,8,1.45
17518,2018-01-12,OCCASIONAL,12,0.17
11780,2018-01-09,GENERAL,8,0.68
8022,2018-01-09,DAIRY_CHESSE,12,1.56
460,2018-01-06,ALCOHOL,6,2.5
22414,2018-01-03,ALCOHOL,26,3.95692307692308
5589,2018-01-11,CIGARETTES,87,9.25988505747126
22917,2018-01-01,ALCOHOL,1,7.8
12366,2018-01-02,GENERAL_FOOD,1,0.93
18812,2018-01-01,SWEETS,2,2.93
14218,2018-01-04,GROATS_RICE_PASTA,1,3.0
5084,2018-01-04,CIGARETTES,4,12.06
8485,2018-01-11,DAIRY_CHESSE,3,0.99
14527,2018-01-10,GROATS_RICE_PASTA,6,2.69
2204,2018-01-03,CHEMISTRY,1,3.6
16790,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,16.54
830,2018-01-10,ALCOHOL,1,4.07
12219,2018-01-01,GENERAL_FOOD,5,0.92
13715,2018-01-11,GENERAL_FOOD,5,0.73
8134,2018-01-09,DAIRY_CHESSE,26,1.63
2314,2018-01-04,CHEMISTRY,40,0.2
5648,2018-01-12,CIGARETTES,2,10.34
3381,2018-01-10,CHEMISTRY,1,3.69
1209,2018-01-05,BREAD,2,2.71
12125,2018-01-01,GENERAL_FOOD,2,4.95
12747,2018-01-05,GENERAL_FOOD,1.1,19.6636363636364
4843,2018-01-01,CIGARETTES,6,1.29
17554,2018-01-02,GENERAL_ITEMS,2,3.42
22401,2018-01-03,ALCOHOL,6,5.77
4137,2018-01-05,CHEWING_GUM_LOLIPOPS,17,1.46
17201,2018-01-09,POULTRY,0.225,9.73333333333333
6726,2018-01-02,DAIRY_CHESSE,5.02,13.653386454183302
19791,2018-01-06,SWEETS,3,1.7
8259,2018-01-10,DAIRY_CHESSE,5,2.62
20421,2018-01-09,SWEETS,5,1.39
7114,2018-01-04,DAIRY_CHESSE,2,1.79
1428,2018-01-11,BREAD,21,4.42095238095238
5243,2018-01-06,CIGARETTES,21,11.9447619047619
6708,2018-01-02,DAIRY_CHESSE,11.01,11.5640326975477
16054,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,6.04
765,2018-01-09,ALCOHOL,25,1.658
19601,2018-01-05,SWEETS,4,7.765
14631,2018-01-12,GROATS_RICE_PASTA,6,4.35
5606,2018-01-11,CIGARETTES,14,9.09
20128,2018-01-08,SWEETS,16,2.41
12958,2018-01-06,GENERAL_FOOD,1,7.7
19325,2018-01-04,SWEETS,1,1.31
8769,2018-01-01,DRINK_JUICE,3,3.61
10083,2018-01-08,DRINK_JUICE,7,3.75
18067,2018-01-02,SPICES,1,0.96
11792,2018-01-09,GENERAL,1,4.36
9282,2018-01-04,DRINK_JUICE,35,2.81
17310,2018-01-12,POULTRY,1.02,12.735294117647099
12152,2018-01-01,GENERAL_FOOD,11,4.19
3997,2018-01-12,CHEMISTRY,1,3.05
11603,2018-01-06,GENERAL,1,1.65
11827,2018-01-09,GENERAL,1,3.14
15631,2018-01-08,ICE_CREAMS_FROZEN,6,1.66
2276,2018-01-03,CHEMISTRY,7,0.57
7909,2018-01-08,DAIRY_CHESSE,2,2.04
11197,2018-01-01,GENERAL,3,1.5
2888,2018-01-07,CHEMISTRY,1,8.11
19538,2018-01-05,SWEETS,1,0.14
22950,2018-01-03,ALCOHOL,19,2.87
20056,2018-01-08,SWEETS,2,1.83
20368,2018-01-09,SWEETS,2,2.78
1418,2018-01-11,BREAD,19,2.65
17190,2018-01-08,POULTRY,1.59,8.20125786163522
6737,2018-01-02,DAIRY_CHESSE,4,1.37
19438,2018-01-04,SWEETS,3,2.06
11849,2018-01-10,GENERAL,1,3.8
18580,2018-01-09,SPICES,2,0.99
22239,2018-01-12,VEGETABLES,72.83,4.96347658931759
14933,2018-01-04,ICE_CREAMS_FROZEN,20,2.39
8741,2018-01-01,DRINK_JUICE,3,1.18
6884,2018-01-03,DAIRY_CHESSE,10,2.34
4883,2018-01-01,CIGARETTES,6,9.8
17254,2018-01-10,POULTRY,1.945,10.884318766066801
7670,2018-01-07,DAIRY_CHESSE,2,2.43
21236,2018-01-08,TABLETS,2,3.05
3567,2018-01-10,CHEMISTRY,1,1.76
5712,2018-01-01,COFFEE TEA,6,3.065
7768,2018-01-08,DAIRY_CHESSE,4,1.2
7881,2018-01-08,DAIRY_CHESSE,2,4.05
8934,2018-01-02,DRINK_JUICE,8,1.1
14120,2018-01-02,GROATS_RICE_PASTA,4,1.66
19874,2018-01-07,SWEETS,2,1.18
2522,2018-01-05,CHEMISTRY,1,0.92
6787,2018-01-03,DAIRY_CHESSE,9,1.59
9992,2018-01-08,DRINK_JUICE,1,1.35
9918,2018-01-07,DRINK_JUICE,4,0.9
13555,2018-01-10,GENERAL_FOOD,9,0.68
20080,2018-01-08,SWEETS,2,2.06
13847,2018-01-12,GENERAL_FOOD,8,1.4
1177,2018-01-04,BREAD,25,2.98
2246,2018-01-03,CHEMISTRY,5,7.52
16205,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,2,1.83
3192,2018-01-09,CHEMISTRY,4,1.2
12490,2018-01-03,GENERAL_FOOD,2,3.62
80,2018-01-11,GENERAL_ITEMS,2,6.75
18390,2018-01-06,SPICES,4,1.21
17007,2018-01-03,POULTRY,1.43,10.664335664335699
22228,2018-01-12,VEGETABLES,133.81,1.52970629997758
19460,2018-01-04,SWEETS,1,2.12
22945,2018-01-02,ALCOHOL,1,7.6
2756,2018-01-06,CHEMISTRY,4,1.67
18384,2018-01-06,SPICES,2,0.84
12701,2018-01-05,GENERAL_FOOD,2,2.99
8208,2018-01-10,DAIRY_CHESSE,19,1.48
5274,2018-01-06,CIGARETTES,7,10.73
18777,2018-01-01,SWEETS,9,0.84
14490,2018-01-09,GROATS_RICE_PASTA,7,2.5
19995,2018-01-07,SWEETS,7,0.8842857142857142
841,2018-01-10,ALCOHOL,9,1.79
18026,2018-01-01,SPICES,2,0.87
9497,2018-01-05,DRINK_JUICE,1,0.86
6819,2018-01-03,DAIRY_CHESSE,8,1.575
9741,2018-01-07,DRINK_JUICE,80,2.72
12641,2018-01-04,GENERAL_FOOD,9,1.87
11427,2018-01-04,GENERAL,1,2.29
7701,2018-01-07,DAIRY_CHESSE,1,3.75
2933,2018-01-07,CHEMISTRY,2,2.99
21331,2018-01-12,TABLETS,1,8.07
8042,2018-01-09,DAIRY_CHESSE,30,2.04
16783,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,3,2.71
604,2018-01-07,ALCOHOL,4,4.89
10229,2018-01-09,DRINK_JUICE,32,0.86
12686,2018-01-04,GENERAL_FOOD,9,2.58
6007,2018-01-08,COFFEE TEA,48,2.43875
8261,2018-01-10,DAIRY_CHESSE,16,1.8
12895,2018-01-06,GENERAL_FOOD,12,0.41
16753,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,9,2.11444444444444
14844,2018-01-03,ICE_CREAMS_FROZEN,3,0.49
11491,2018-01-05,GENERAL,1,5.82
8610,2018-01-12,DAIRY_CHESSE,3,2.25
10396,2018-01-10,DRINK_JUICE,55,0.44
6677,2018-01-02,DAIRY_CHESSE,6,1.89
10421,2018-01-10,DRINK_JUICE,5,2.562
13491,2018-01-09,GENERAL_FOOD,4,0.6
16219,2018-01-04,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,3.22
20833,2018-01-11,SWEETS,2,2.8
9815,2018-01-07,DRINK_JUICE,49,0.46
2562,2018-01-05,CHEMISTRY,1,3.35
17272,2018-01-11,POULTRY,0.84,16.297619047618998
6069,2018-01-10,COFFEE TEA,2,0.33
19630,2018-01-05,SWEETS,5,2.21
20490,2018-01-09,SWEETS,3,2.19
10258,2018-01-09,DRINK_JUICE,10,1.36
6949,2018-01-03,DAIRY_CHESSE,18,2.45
16364,2018-01-06,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,23,1.3504347826087002
1031,2018-01-01,BREAD,191,0.5
6542,2018-01-01,DAIRY_CHESSE,14,2.41642857142857
838,2018-01-10,ALCOHOL,4,2.25
929,2018-01-11,ALCOHOL,2,1.81
3682,2018-01-11,CHEMISTRY,4,2.25
1066,2018-01-02,BREAD,3.51,13.4273504273504
7530,2018-01-06,DAIRY_CHESSE,1,2.81
20434,2018-01-09,SWEETS,17,0.81
234,2018-01-02,ALCOHOL,3,2.14
15341,2018-01-06,ICE_CREAMS_FROZEN,39,1.62
14897,2018-01-03,ICE_CREAMS_FROZEN,2,3.89
22963,2018-01-03,ALCOHOL,2,7.6
2127,2018-01-02,CHEMISTRY,3,0.49
22669,2018-01-08,ALCOHOL,2,43.55
12242,2018-01-02,GENERAL_FOOD,1,0.98
6468,2018-01-01,DAIRY_CHESSE,1,3.49
8580,2018-01-12,DAIRY_CHESSE,5,1.75
5304,2018-01-07,CIGARETTES,33,11.67
21356,2018-01-01,VEGETABLES,45,1.35577777777778
16549,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,1,2.72
8787,2018-01-01,DRINK_JUICE,10,2.44
11506,2018-01-05,GENERAL,1,2.29
18733,2018-01-12,SPICES,8,0.8
19876,2018-01-07,SWEETS,7,1.74
2407,2018-01-04,CHEMISTRY,1,0.29
20242,2018-01-08,SWEETS,5,2.07
9722,2018-01-06,DRINK_JUICE,25,1.48
7883,2018-01-08,DAIRY_CHESSE,2,2.59
17533,2018-01-12,OCCASIONAL,2,4.13
2205,2018-01-03,CHEMISTRY,1,3.6
22871,2018-01-12,ALCOHOL,1,17.48
6324,2018-01-10,COOKIES_BULK,0.47,24.0
10292,2018-01-09,DRINK_JUICE,1,1.16
3919,2018-01-12,CHEMISTRY,1,3.19
21712,2018-01-06,VEGETABLES,0.56,1.57142857142857
21891,2018-01-08,VEGETABLES,91.055,0.9611773104167808
10552,2018-01-11,DRINK_JUICE,24,1.24
23008,2018-01-06,ALCOHOL,4,3.75
725,2018-01-08,ALCOHOL,4,4.06
7890,2018-01-08,DAIRY_CHESSE,3,2.87333333333333
20570,2018-01-10,SWEETS,2,3.34
11008,2018-01-08,POULTRY,2,2.41
19148,2018-01-03,SWEETS,8,1.54
18894,2018-01-01,SWEETS,13,0.77
2893,2018-01-07,CHEMISTRY,23,0.64
4651,2018-01-07,CHIPS_FLAKES,4,2.93
15671,2018-01-08,ICE_CREAMS_FROZEN,2,3.5
9097,2018-01-03,DRINK_JUICE,1,4.44
19416,2018-01-04,SWEETS,1,0.96
4995,2018-01-03,CIGARETTES,6,9.91
21048,2018-01-12,SWEETS,2,2.31
22021,2018-01-09,VEGETABLES,1,3.52
382,2018-01-05,ALCOHOL,1,3.78
9590,2018-01-06,DRINK_JUICE,17,0.84
1098,2018-01-02,BREAD,21.5,2.98
16888,2018-01-06,GENERAL_ITEMS,3,2.69
15586,2018-01-08,ICE_CREAMS_FROZEN,21,1.12
2455,2018-01-05,CHEMISTRY,2,2.39
21118,2018-01-03,TABLETS,1,3.05
5954,2018-01-07,COFFEE TEA,2,3.28
14684,2018-01-01,ICE_CREAMS_FROZEN,2,3.65
2171,2018-01-03,CHEMISTRY,4,2.46
13994,2018-01-12,GENERAL_FOOD,2,1.4
5379,2018-01-08,CIGARETTES,4,11.73
16298,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,10,1.2
4409,2018-01-02,CHIPS_FLAKES,6,2.23
19351,2018-01-04,SWEETS,5,1.156
5687,2018-01-12,CIGARETTES,8,0.06
22779,2018-01-10,ALCOHOL,3,20.77
21586,2018-01-04,VEGETABLES,2.05,5.21951219512195
14548,2018-01-11,GROATS_RICE_PASTA,5,1.02
21795,2018-01-07,VEGETABLES,12,3.58
