Index,date,group,name,unit_cogs
4336,2018-01-01,CHIPS_FLAKES,CHRUPKI TRUSKAWKOWE 80 G,1.24
22651,2018-01-08,ALCOHOL,NAP SPIR ABSOLWENT SLIWKA 0_1,3.0958823529411803
6027,2018-01-09,COFFEE TEA,JACOBS KRONUNG 250G,7.72
5805,2018-01-03,COFFEE TEA,JACOBS CRONAT GOLD 75G UZUPELNIACZ,6.31
8777,2018-01-01,DRINK_JUICE,NAP MIRINDA ORANGE 0_5L,1.66
13026,2018-01-06,GENERAL_FOOD,ZEL FIX 3+1 DR.OETKER,2.15
10187,2018-01-09,DRINK_JUICE,NAP COCOLA 0_2 PUSZKA,0.84
5725,2018-01-01,COFFEE TEA,KAWA ZBOZOWA ANATOL 84 G EX,1.95
13192,2018-01-07,GENERAL_FOOD,ZELATYNA Z PRZYPR.CYKORIA,1.55
14629,2018-01-12,GROATS_RICE_PASTA,MAKARON CZANIECKI 250G SWOJSKI,2.0335087719298204
19993,2018-01-07,SWEETS,PRINCESA ZEBRA37 G,0.61
571,2018-01-07,ALCOHOL,PIWO KOZEL 0_5 L B/ZW,1.67
18812,2018-01-01,SWEETS,CIASTKA SONATA 125 G CZEL.MLECZNA,2.93
19251,2018-01-03,SWEETS,TIC TAK MALINA,1.14
9171,2018-01-04,DRINK_JUICE,HELLENA ORANZADA ZOLTA 1_25L GAZ,1.27
14436,2018-01-09,GROATS_RICE_PASTA,KASZA JECZMIENNA 4*100 G SARITA,1.02
3337,2018-01-09,CHEMISTRY,SZAM DO DZIECI BAMBI 150ML,1.85
15224,2018-01-06,ICE_CREAMS_FROZEN,FILETY Z DORSZ B/S,23.3820224719101
9881,2018-01-07,DRINK_JUICE,WODA JURAJSKA 1_5 L GAZ,1.16
8263,2018-01-10,DAIRY_CHESSE,MLEKO B/LAKTOZY 1_5 % 1 LITR MLEKPOL,2.41
16640,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA ZYWIEC 1_5 N/G MALINA N/GAZ.,1.9
16268,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CHRZAN TARTY 160G VICTUS,1.27
4508,2018-01-04,CHIPS_FLAKES,STAR PRAZYNKI SOLONE 85 G,2.23
9523,2018-01-05,DRINK_JUICE,WODA ZYWIEC 1_5 L N/GAZ TRUSKA,1.87
10827,2018-01-02,POULTRY,FILETY SLEDZIOWE W POMIDZ.170 G,2.51
21971,2018-01-09,VEGETABLES,KT CYTRYNA,8.43609865470852
22822,2018-01-11,ALCOHOL,WODKA CZYSTA DE LUXE 0_5 L,13.605
22477,2018-01-04,ALCOHOL,WODKA ABSOLWENT 0_5L,14.57
19597,2018-01-05,SWEETS,PRINCESSA 34G MLECZNA,0.64
9290,2018-01-04,DRINK_JUICE,TOREBKA,3.24
14020,2018-01-12,GENERAL_FOOD,ZURAWINA S?OIK 230 G,4.51
16595,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MLECZKO ALPEJSKIE HAPPY COW MILKA 330 G,6.46
9219,2018-01-04,DRINK_JUICE,NAP HORTEX 0_2,0.87
15474,2018-01-07,ICE_CREAMS_FROZEN,LODY ROZEK,1.35
11915,2018-01-11,GENERAL,AMINO BLYSK .POMIDOROWA Z PIETRUSZKA,1.19733333333333
8774,2018-01-01,DRINK_JUICE,NAP JURAJSKA ORANZADA NIEBI.1_25 GAZ,1.53
21458,2018-01-02,VEGETABLES,SKORUPKA OGORKI KONSERWOWE 900G,3.2
21215,2018-01-07,TABLETS,TABLETKI RENNIE ANTACIDUM MOCN.MIETA 24T,10.37
19577,2018-01-05,SWEETS,MILKA CZEKOLADA MLECZNA 100G,2.84
10293,2018-01-09,DRINK_JUICE,WODA JURAJSKA 1_5 L N/G JABLKO,1.57
10459,2018-01-10,DRINK_JUICE,WODA PRIMAVERA 1_5L GAZ,0.62
4578,2018-01-06,CHIPS_FLAKES,LAYS PAPRYKA 40 G,1.3
18718,2018-01-12,SPICES,CYNAMON MIEL.20 GR CYKORIA,0.61
8827,2018-01-01,DRINK_JUICE,WODA AQA 5 L N/G,1.29
16915,2018-01-01,POULTRY,KIELBASA POGORZELSKA PODSUSZANA  KG,19.0
12026,2018-01-12,GENERAL,PLATKI FITNESS 225 G FRUITS,3.47
19007,2018-01-02,SWEETS,JAJKO Z NIESPODZIANKA,2.29
4434,2018-01-03,CHIPS_FLAKES,CHRUPKI TRUSKAWKOWE 80 G,1.24
222,2018-01-02,ALCOHOL,PIWO SAMERSBY  0_500 ML PUSZKA,2.7
20502,2018-01-10,SWEETS,BABKA  KOWOLKA,6.0
13171,2018-01-07,GENERAL_FOOD,WIN KISIEL WISNIOWY Z CUK 77G,0.8
10244,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L JAB/BRZOSKW,2.04
17733,2018-01-01,GENERAL_ITEMS,KARMA MR DOG SUPREME 500G,2.13
19080,2018-01-02,SWEETS,WEDEL PAWELEK ADVOCAT 45G,1.05
17655,2018-01-09,GENERAL_ITEMS,MAR SNIADANIOWA 450 G,2.19
8150,2018-01-10,DAIRY_CHESSE,ALMETTE Z CHRZANEM,2.6866666666666696
19385,2018-01-04,SWEETS,LIZAK NIM 2,0.43
1062,2018-01-01,BREAD,S CHLEB ZIARNISTY KROJONY 0_3,1.73
20996,2018-01-12,SWEETS,MIESZANKA OWOCOW SUSZONYCH 250 G,5.51
6297,2018-01-08,COOKIES_BULK,ZELKI HARIBO DZDZOWNICE 200GR,3.24
16503,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,LAURKA,1.97
7709,2018-01-07,DAIRY_CHESSE,SEREK WIEJSKI 200G PIATNICA,1.59
7614,2018-01-07,DAIRY_CHESSE,HOCH SER GOUDA PLASTRY 135 G,3.28
5883,2018-01-05,COFFEE TEA,KAWA JACOBS GRANT GOD 200G,14.63
17507,2018-01-11,OCCASIONAL,ORANZADKA W PROSZKU,0.14
817,2018-01-09,ALCOHOL,PIWO ZYWIEC PORTER 0_5L,2.97
1834,2018-01-12,POULTRY,PRYMAT CZARNUSZKA 20 G,1.54
2849,2018-01-07,CHEMISTRY,LUDWIK D/NACZYN 500 ML CYTRYNA,2.15
4898,2018-01-01,CIGARETTES,PAP ROTHMANSY RED 100,9.897058823529411
19548,2018-01-05,SWEETS,KINDER CHOCOLATE 100G,3.65
10732,2018-01-12,DRINK_JUICE,WODA AQA 5 L N/G,1.305
8124,2018-01-09,DAIRY_CHESSE,SEREK TWOJ SMAK NATURALNY 150GR PUSZYSTY,2.5
22973,2018-01-04,ALCOHOL,WINO MOGEN  0_75 LROZOWE P/S?OD,13.01
3390,2018-01-10,CHEMISTRY,BLOK RYSUNKOWY A3,1.73
20736,2018-01-11,SWEETS,CIASTKA PALUSZKI 144 G POMAR.,2.77
3823,2018-01-12,CHEMISTRY,DLUGOPIS NIEBIESKI 1 SZT,0.35
9424,2018-01-05,DRINK_JUICE,NAP MARTON POMARANCZ 1_5 L GAZ,0.99
20696,2018-01-10,SWEETS,ZELKI NIMM2 SMIEJZELKI 100 G,1.99
1133,2018-01-03,BREAD,S BULKA SOJOWA,0.58
3290,2018-01-09,CHEMISTRY,PASTA COLODENT SUP.SWIEZOSC 100G,2.19
21262,2018-01-10,TABLETS,PLASTER POLSKI LEK OPATRUNKOWY,2.15
11309,2018-01-02,GENERAL,WIN GALARETKA PRZEZROCZYSTA 71 G,1.29
8695,2018-01-06,GENERAL_ITEMS,BOBOVITA KASZKA MLECZ/RYZ TRUSKAWKI,6.93
9958,2018-01-08,DRINK_JUICE,NAP ALOE 0_5 L GRANATE,3.04
22828,2018-01-11,ALCOHOL,WODKA LUKSUSOWA 0_2L,6.89
3244,2018-01-09,CHEMISTRY,KREM DO GOLENIA WARS,2.32
6807,2018-01-03,DAIRY_CHESSE,DESER MONTE MAX 4*100 G,4.18
3649,2018-01-11,CHEMISTRY,LAKIER DO WLOSOW EVA 200 ML,5.29
2029,2018-01-02,CHEMISTRY,E PROSZEK 300 G COLOR,2.505
12033,2018-01-12,GENERAL,PRZYPRAWA DO PIERNIKOW 20 G,0.57
11217,2018-01-01,GENERAL,SZNURA HAMBURGER Z SOSEM CZOSN,3.2
5492,2018-01-09,CIGARETTES,ZAPALNICZKA KOLOR,0.65
9755,2018-01-07,DRINK_JUICE,LODY KOKTAILOWE 400 ML,3.9
3022,2018-01-08,CHEMISTRY,FOLIA ALUMINIOWA 10 M,1.89
5053,2018-01-03,CIGARETTES,WODA AQA 0_5 L N/G,0.36
10197,2018-01-09,DRINK_JUICE,NAP HORTEX 1 L CZARNA PORZECZKA,3.0
16029,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,OLEJ NIEZBEDNY 1L,4.22
2172,2018-01-03,CHEMISTRY,EVA MYDLO W PLYNIE 500 ML Z DOZOWNIKIEM,3.71
14895,2018-01-03,ICE_CREAMS_FROZEN,ZUPA KALAFIOROWA 450 G,3.78
11484,2018-01-05,GENERAL,MLEKO KOKOSOWE 250 ML CZEKOLADA,3.4
11422,2018-01-04,GENERAL,SMAK MAK PIEROGI Z KAP.I GRZYBAMI 400G,4.45
5958,2018-01-07,COFFEE TEA,KAWA NESCAFE 100 G CREME,8.78
21271,2018-01-10,TABLETS,TABLETKI IBUPROM 10SZT,4.915
9032,2018-01-03,DRINK_JUICE,NAP AQA PLUS 0_5 L CYTR+MIETA,0.55
5696,2018-01-01,COFFEE TEA,HERB RUMIANEK 20 EX POSTI,1.11
11083,2018-01-11,POULTRY,FILET  ZAPIEKANY SEREM ZOLTYM,14.8589743589744
8637,2018-01-12,DAIRY_CHESSE,SER MASCARPONE SMIET-KREMOWY 250G,5.85
20320,2018-01-09,SWEETS,CIASTKA LAKOTKI KAKAO 168 G,2.69
9038,2018-01-03,DRINK_JUICE,NAP CAPRIO JABLKO 2L,2.8785714285714303
22904,2018-01-01,ALCOHOL,SZAMPAN DORATO BIALY 0_75L,7.86
8198,2018-01-10,DAIRY_CHESSE,GOS.MASLANKA NATURALNA,2.3
18484,2018-01-08,SPICES,KAMIS PAPRYKA SLODKA 20 G,1.13
17032,2018-01-04,POULTRY,KIELBASA PIECZONA  KG,15.0
18245,2018-01-04,SPICES,PRYMAT GRILL KLASYCZNY,0.9
9070,2018-01-03,DRINK_JUICE,NAP NAPI 0_25 BUT.JAB+MIETA,0.68
16056,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA STAROPOLANKA 2000 N/GAZ.1_5L,1.16
15228,2018-01-06,ICE_CREAMS_FROZEN,GROSZEK Z MARCH 450G NORDIS,1.97
5234,2018-01-06,CIGARETTES,PAP LD SILVER 2,10.6666666666667
15803,2018-01-10,ICE_CREAMS_FROZEN,BRUKSELKA 450 G,3.79
19717,2018-01-06,SWEETS,GOFRY KOKOS 100,2.24
6084,2018-01-10,COFFEE TEA,PRIMA 500G NIEBIESKA,10.644285714285699
17679,2018-01-11,GENERAL_ITEMS,MAR KASIA 250G,1.63
13609,2018-01-10,GENERAL_FOOD,NAP TYMBARK 1 L JAB/RABARBER,2.0825
17074,2018-01-05,POULTRY,KIE?BASA MYSLIWSKA KG,20.1967213114754
17456,2018-01-08,OCCASIONAL,BATERIE ALKAICZ R6,0.94
258,2018-01-03,ALCOHOL,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,2.43
2734,2018-01-06,CHEMISTRY,PUR 900 ML BALSAAM,3.45
1385,2018-01-10,BREAD,C CHLEB KROJONY 250G,1.29470588235294
22134,2018-01-11,VEGETABLES,KT GRUSZKI KG,2.51245722519061
12703,2018-01-05,GENERAL_FOOD,AMINO BLYSK. ROSOL Z KURY PIKANTNY,1.31
7390,2018-01-06,DAIRY_CHESSE,DA FANTASIA Z CZEKOLADA 110G,1.346
10179,2018-01-09,DRINK_JUICE,NAP CAPRIO POMARANCZ 2L,3.03
10708,2018-01-12,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC POM/BRZOSK,2.89
3420,2018-01-10,CHEMISTRY,DLUGOPIS NIEBIESKI 1 SZT,0.35
10699,2018-01-12,DRINK_JUICE,NAP TYMBARK 1 L JABLKO/MIETA 1L,1.85
22100,2018-01-10,VEGETABLES,NAP MARTON 1_5 L GAZ GRUSZKA,1.1
20297,2018-01-09,SWEETS,BISZKOPTY WROCLAWSKIE 120G,2.28333333333333
2916,2018-01-07,CHEMISTRY,RECZNIK PAPIEROWY BELLA KARO 2 ROLKI,2.39
23029,2018-01-07,ALCOHOL,NAP SPIR SOPLICA WISNIA 0_2,7.54
8739,2018-01-01,DRINK_JUICE,KUBUS GO MAR+BRA+JAB 0_30,1.11
3860,2018-01-12,CHEMISTRY,LAKIER DO WLOSOW EVA 200 ML,5.29
1873,2018-01-01,CHEMISTRY,FAIRY 1 L APPLE,4.342
6971,2018-01-04,DAIRY_CHESSE,BAKOMA SATINA  KARMEL 170 G,1.18
21922,2018-01-08,VEGETABLES,KT PIETRUSZKA ZIELONA NATKA,0.883168316831683
20411,2018-01-09,SWEETS,PALUSZKI BESKIDZKIE Z SEZAMEM 60 G,0.73
6371,2018-01-12,COOKIES_BULK,CUKIERKI CZEKOLADOWE SW,13.474358974359
12593,2018-01-04,GENERAL_FOOD,GALARETKA TRUS. GELLWE 79G,1.02
19447,2018-01-04,SWEETS,WAWEL CZEKOLADA MIETOWA 100G,1.85
11867,2018-01-10,GENERAL,KONSERWA TYROLSKA 300G EVRA,1.49
8047,2018-01-09,DAIRY_CHESSE,KARMA MR CAT 400G,2.15
1581,2018-01-04,POULTRY,LOWICZ POWIDLA WEGIERKOWE 310G,3.81
17609,2018-01-06,GENERAL_ITEMS,MAR DELMA EXTRA 450 G,2.3256
350,2018-01-04,ALCOHOL,PIWO SAMERSBY WATERMELON 0_4 B/B/ZW,3.19
5050,2018-01-03,CIGARETTES,STARTER PLAY 5 Z?,3.03
6893,2018-01-03,DAIRY_CHESSE,MLEKO ZSIADLE 330 G,0.99
14663,2018-01-01,ICE_CREAMS_FROZEN,FILET Z MIRUNY,16.3175965665236
21378,2018-01-01,VEGETABLES,KT TRUSKAWKI PUDE?KO 250 G,3.83
23134,2018-01-11,ALCOHOL,WINO CARTE VIGNA 0_75 ML B/PÓLW,9.39
22368,2018-01-02,ALCOHOL,WODKA KRUPNIK PREMIUM 0_7 L,20.77
18858,2018-01-01,SWEETS,KWAS CHLEBOWY 1 L,1.69
11312,2018-01-02,GENERAL,ZNICZ,6.52
854,2018-01-10,ALCOHOL,PIWO LWOWEK MALINA 0_5 L B/ZW,2.78
7474,2018-01-06,DAIRY_CHESSE,MILLER FROOP 150 G Z KIWI,1.45
15890,2018-01-11,ICE_CREAMS_FROZEN,LODY BIG MILK CHOCO,1.46
17877,2018-01-04,GENERAL_ITEMS,RAJSTOPY 20 DEN,1.58
20927,2018-01-12,SWEETS,CZEK ALPEN GOLD 90 G GORZKA,1.74
16290,2018-01-05,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,MAKA TORTOWA ZLOTY LAN TYP 450 1KG,1.21
8861,2018-01-01,DRINK_JUICE,ZBYSZKO MAXER 2 L GAZ COLA,0.9
4577,2018-01-06,CHIPS_FLAKES,LAYS PAPRYKA 140 G,3.85
17771,2018-01-09,GENERAL_ITEMS,KARMA MR CAT 415 G KURCZAK WARZYWA,1.31
21041,2018-01-12,SWEETS,WAFLE FAMIL.KAK/SMIETANKOWE 180G,2.09
22151,2018-01-11,VEGETABLES,KT PAPRYKA CZERWONA/ZOLTA,5.68439716312057
10002,2018-01-08,DRINK_JUICE,NAP HORTEX MARCHWIOWY VITAMINKA 1L,2.73
22705,2018-01-09,ALCOHOL,NAP SPIR PORZECZKOWA 0_1,3.2
13991,2018-01-12,GENERAL_FOOD,WIN BUDYN SMIETANKOWY B/CUK,0.76
10236,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_3 ML VITAMIN PET TR+MAR+JA,0.88
12646,2018-01-04,GENERAL_FOOD,PYZY KLUSKI NA PARZE,2.38
10496,2018-01-11,DRINK_JUICE,KT SZPINAK 200 G,2.63
20844,2018-01-11,SWEETS,SCHOGETTEN CZEK.100G TIRAMIS,1.74
13900,2018-01-12,GENERAL_FOOD,KIELBASA SLASKA  KG,14.6313131313131
17660,2018-01-09,GENERAL_ITEMS,OLEJ KUJAWSKI 1L,4.96384615384615
15735,2018-01-09,ICE_CREAMS_FROZEN,LODY MAGNUM 88 G,4.29
19728,2018-01-06,SWEETS,GUMA MOIST,0.15
20697,2018-01-10,SWEETS,ZELKI WAWEL 100 G KWASNE,1.87
10514,2018-01-11,DRINK_JUICE,NAP AQA PLUS 0_5 L CYTR+MIETA,0.55
18568,2018-01-09,SPICES,KNORR ROZMARYN Z MAROKA 15 G,1.29
15230,2018-01-06,ICE_CREAMS_FROZEN,KALAFIOR MROZONY 500 G,3.02
16491,2018-01-08,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KETCHUP LAGODNY 250G TORTEX,2.13
6863,2018-01-03,DAIRY_CHESSE,JOGURT Z MUSLI 210 G MALINA,2.51
22518,2018-01-05,ALCOHOL,NAP SPIR SOPLICA WISNIOWA 0_5 L,16.7
17754,2018-01-06,GENERAL_ITEMS,KARMA MR DOG SUPREME 500G,2.15
16129,2018-01-03,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CHRZAN TARTY Z ZURAWINA SMAK 175 ML,1.34
22918,2018-01-01,ALCOHOL,WINO MOGEN  0_75 LROZOWE P/S?OD,13.01
9669,2018-01-06,DRINK_JUICE,SYROP WISNIA 550G OW.SPI. HERBAPOL,2.87
21187,2018-01-06,TABLETS,TABLETKI IBUPROM 10SZT,4.75
17058,2018-01-04,POULTRY,SZYNKA KONSERWOWA  KG,16.649122807017502
165,2018-01-01,ALCOHOL,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA,2.65
8648,2018-01-12,DAIRY_CHESSE,SER WIEDENSKI RICOTTA,11.946808510638304
16691,2018-01-10,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PRZYPR.WARZYWKO 200G,1.49
10139,2018-01-09,DRINK_JUICE,COSTA POMARANCZE 2L,3.31
6599,2018-01-02,DAIRY_CHESSE,DA FANTASIA Z CZEKOLADA 110G,1.35
10856,2018-01-03,POULTRY,FILETY SLEDZIOWE W OLEJU 170 G LISNER,3.62
14202,2018-01-04,GROATS_RICE_PASTA,MAKA TORTOWA BASIA 1 KG,1.59
17303,2018-01-12,POULTRY,FRANKFUTERKI KG,24.737864077669894
13326,2018-01-08,GENERAL_FOOD,SUCHARY DELIKATESOWE 290G MAMU,4.18
10313,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5 N/G BRZOSKW_,1.9
23000,2018-01-05,ALCOHOL,WINO STAROPOLSKIE RUBUS 0_75 L CZ/SL,6.75
22956,2018-01-03,ALCOHOL,WINO FRESCO ROZOWE P/SL,7.1339999999999995
974,2018-01-12,ALCOHOL,PIWO HARNAS 0_5L BUTELKA,1.33
19960,2018-01-07,SWEETS,MILKA 100GR YOGHURT,2.53
15741,2018-01-09,ICE_CREAMS_FROZEN,LODY NOGGER TOFI KARMEL 90 ML,2.14
21812,2018-01-07,VEGETABLES,KT FASOLA ZÓLTA,5.09538002980626
1027,2018-01-01,BREAD,B ROGAL MLECZNY 0_1KG,0.99
10082,2018-01-08,DRINK_JUICE,SYROP MALINA 420G HERBAPOL,3.69
13694,2018-01-11,GENERAL_FOOD,AMINO BLYSK ROSÓ? ZLOTY 57 G,1.4
9121,2018-01-03,DRINK_JUICE,WODA DOBROWIANKA 1_5 N/G,0.99
20655,2018-01-10,SWEETS,SCHOGETTEN CZEKOL 100G MLECZNA,2.69
19701,2018-01-06,SWEETS,CUKIERKI WERTHERS SOFT 70 G,2.43
20882,2018-01-11,SWEETS,ZELKI NIM 2 HAPPIES 130 G,2.19
859,2018-01-10,ALCOHOL,PIWO OKOCIM RADLER 0_5 L B/ZWR WISNIA 0%,1.83
15307,2018-01-06,ICE_CREAMS_FROZEN,LODY PINGWINY  MLYNARCZYK B/POL,0.65
1836,2018-01-12,POULTRY,PUDL GROSZEK KONSERWOWY 400G,1.84
7463,2018-01-06,DAIRY_CHESSE,LACIATY 150 G SZCZYPIOREK,2.06
1358,2018-01-09,BREAD,M CHLEB RAZOWY,3.3863855421686697
16766,2018-01-11,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,POMPKA PLAY DOLADOWANIE,3.85
10759,2018-01-12,DRINK_JUICE,ZBYSZKO 3 LIMONKI 1_5L GAZ,1.59
11237,2018-01-01,GENERAL,ZIOLA MA?GOSI 60 G,1.4
12791,2018-01-05,GENERAL_FOOD,PIEROGI ZE SZPINAKIEM,3.9
8310,2018-01-10,DAIRY_CHESSE,SEREK WIEJSKI 200G ZIARNISTY COTTAGE,1.40160493827161
15564,2018-01-08,ICE_CREAMS_FROZEN,LODY GRAND GOLD ORANGE 120 ML,2.62
12798,2018-01-05,GENERAL_FOOD,POPCORN  BAKALLAND 90G,1.67
17808,2018-01-04,GENERAL_ITEMS,POMPKA SIMPLUS 5 ZL,3.83
7757,2018-01-08,DAIRY_CHESSE,DA DANONE BISZKOPTOWY 120 G,1.07
2283,2018-01-03,CHEMISTRY,ZESZYT KRATKA 32,0.49
5500,2018-01-10,CIGARETTES,PAP LD BLUE CIENKIE,10.73
18405,2018-01-07,SPICES,FASOLA  PIEKNY JAS 400G KROS,2.08
3055,2018-01-08,CHEMISTRY,MYDLO BIALY JELEN 150 G,2.99
17971,2018-01-11,GENERAL_ITEMS,RAJSTOPY 15 DEN INEZ,3.2
4658,2018-01-07,CHIPS_FLAKES,STAR CHIPS KEBAB 130 G,2.23
5203,2018-01-05,CIGARETTES,PAP WINSTON BLUE,9.86
13318,2018-01-08,GENERAL_FOOD,SMAK MAK FILET Z KURCZ W GALAR.200G,3.5
15270,2018-01-06,ICE_CREAMS_FROZEN,LODY JAK DAWNIEJ 900 ML SMIET+WISNIA,11.92
7131,2018-01-04,DAIRY_CHESSE,SEREK WIEJSKI 180 G B/LAKTOZY MLEKOWITA,1.49
20547,2018-01-10,SWEETS,CIASTKA PALUSZKI 144 G POMAR.,2.77
13174,2018-01-07,GENERAL_FOOD,WIN POMYSL NA SPAG.PO BOLONSKU,1.68
3489,2018-01-10,CHEMISTRY,PASTA COLODENT SUP.SWIEZOSC 100G,2.19
13753,2018-01-11,GENERAL_FOOD,LAYS WIEJSKIE ZI.Z  SOLA,2.96
8724,2018-01-01,DRINK_JUICE,COSTA JABLKOWA 2L,2.4
5580,2018-01-11,CIGARETTES,PAP MOCNE 20,10.82
13936,2018-01-12,GENERAL_FOOD,OCET KULINARNY 0_480 ML L PLASTIK,0.79
679,2018-01-08,ALCOHOL,PIWO LECH SHANDE ICE 0_5L PUSZKA,2.3
12035,2018-01-12,GENERAL,PUDL KETCHUP PIKANTNY 480 G,3.55
10547,2018-01-11,DRINK_JUICE,NAP MARTON ORANZADA 1_5 GAZ,0.99
16011,2018-01-01,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KLUSKI NA PARZE 300G,2.38
7047,2018-01-04,DAIRY_CHESSE,JOGURT 350 G  DUET,1.54
1356,2018-01-09,BREAD,M CHLEB MALY,2.5209
8103,2018-01-09,DAIRY_CHESSE,SER PLASTRY GOUDA 130G LACTIMA,2.04
7972,2018-01-09,DAIRY_CHESSE,BITA SMIETANA AROZOL 250 G MLECZ ZAGRODA,4.07
3933,2018-01-12,CHEMISTRY,RECZNIK PAPIER.MEA 2WARSTWY,1.66
8114,2018-01-09,DAIRY_CHESSE,SER TOP TYLZYCKI SERTOP,1.2
2855,2018-01-07,CHEMISTRY,MASZYNKA JEDNORAZOWA WIKINSON,0.67
11756,2018-01-08,GENERAL,TABLETKI PIEC ZIÓL GARD?O,3.6
8763,2018-01-01,DRINK_JUICE,NAP ENERGRT ROCKST 0_25 ML PUSZKA,1.62
5766,2018-01-02,COFFEE TEA,JACOBS KRONUNG 250G,7.79
9334,2018-01-04,DRINK_JUICE,WODA ZYWIEC 0_5L N/GAZ,0.8
962,2018-01-12,ALCOHOL,PIWO BOJAN SLIWKOWE BUTELKA 0_5L,3.36
22333,2018-01-02,ALCOHOL,NAP SPIR CYTRYNOWKA 0_1 30%,3.2649350649350604
6639,2018-01-02,DAIRY_CHESSE,HOCHL PLAST.TOP. TOST 150G,2.76
7459,2018-01-06,DAIRY_CHESSE,KARMA MR CAT 400G,2.15
477,2018-01-06,ALCOHOL,PIWO FOX 0_5 L PUSZKA MOCNE,1.27
213,2018-01-02,ALCOHOL,PIWO OKOCIM 0_5 L RADLER B/Z LIMON,1.82
13408,2018-01-09,GENERAL_FOOD,KAKAO PUCHATEK Z WITAM 300G,3.82
6729,2018-01-02,DAIRY_CHESSE,SEREK SMACZEK 125G JANA NATURALNY,1.42
16587,2018-01-09,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KONCENTRAT POMIDOROWY 190 G SLON.OGROD,1.01
11554,2018-01-06,GENERAL,KRAKERST 110 G CEBULOWE POL.MLYN,1.36
3523,2018-01-10,CHEMISTRY,PUR 900 ML BALSAAM,3.41
13939,2018-01-12,GENERAL_FOOD,PASZTECIKI  Z KAP.I GRZYBAMI GRZESKOWIAK,3.45
4929,2018-01-02,CIGARETTES,PAP LM BLU,11.682777777777801
8721,2018-01-01,DRINK_JUICE,CAPPY  1 L JAB?KO,3.28
18927,2018-01-01,SWEETS,WEDEL PAWELEK TOFFI 45G,0.89
1833,2018-01-12,POULTRY,PROFI SZYNKA MIELONA 110G,2.2933333333333303
20262,2018-01-08,SWEETS,ZELKI NIM 2 SHOKI,1.81
19286,2018-01-03,SWEETS,ZELKI NIMM 2 JOGURTOWE 100 G,2.12
6703,2018-01-02,DAIRY_CHESSE,SER CAMEMBERT TUREK NATURALNY 120 G,3.37
17090,2018-01-05,POULTRY,POLEDWICA SOPOLCKA KG,18.3283582089552
12063,2018-01-12,GENERAL,ZUPA VIFON KREWETKA PIKANTNA OSTRA,0.92
17185,2018-01-08,POULTRY,PAROWKA HOT-DOG KG,10.156862745098
1955,2018-01-01,CHEMISTRY,RECZNIK PAPIER.MEA 2WARSTWY,1.61
5449,2018-01-09,CIGARETTES,PAP LUCKY STRIKE  BLUE 22 SZT,11.21
304,2018-01-04,ALCOHOL,PIWO BOJAN FAJRANT 0_5 L B/ZWR,1.79
15186,2018-01-05,ICE_CREAMS_FROZEN,LODY ZAPP ALGIDA,1.07
7553,2018-01-06,DAIRY_CHESSE,WIN MAJONEZ 250 G LEKKI,3.53
19946,2018-01-07,SWEETS,KULE RUMOWE,0.93
9999,2018-01-08,DRINK_JUICE,NAP HORTEX 1 L POMIDOROWY,3.04
3028,2018-01-08,CHEMISTRY,GILZY GOLDEN 100+15 A^,1.41
200,2018-01-02,ALCOHOL,PIWO KASZTELAN 0_5 BUTELKA,1.39
20386,2018-01-09,SWEETS,MARCHEW Z GROSZKIEM 290 G FRUBEX,1.84
8851,2018-01-01,DRINK_JUICE,WODA ZYWIEC 1_5 L N/G JABLKO,1.99
13382,2018-01-09,GENERAL_FOOD,CUKIER PUDER 0_4KG JARACZEWO,1.4380000000000002
3926,2018-01-12,CHEMISTRY,PUR 450 BALSAM,2.59
8592,2018-01-12,DAIRY_CHESSE,JOGOBELLA BEZ CUKRU 150 G,1.11
22631,2018-01-07,ALCOHOL,WODKA KRUPNIK PREMIUM 0_1,3.68
8085,2018-01-09,DAIRY_CHESSE,SER FAVITA 270G,3.06
13639,2018-01-10,GENERAL_FOOD,SIEMIE LNIANE 400 G,2.76
9862,2018-01-07,DRINK_JUICE,PIWO LECH FREE 0_33L BUT.B/ZW,1.64
