Index,popularity,budget,original_title,release_year,genres
6911,0.21201,0,Pink Floyd: Pulse,2006,Music
6912,0.100404,0,Drake And Josh Go Hollywood,2006,"Comedy, TV Movie, Adventure, Crime, Family"
6913,0.0979,0,Waist Deep,2006,"Action, Thriller, Adventure, Drama"
6914,0.096955,5000000,Trailer Park Boys: The Movie,2006,"Action, Comedy"
6915,0.095207,8300000,Pledge This!,2006,Comedy
6916,0.0948,0,10.5: Apocalypse,2006,"Drama, Thriller"
6918,0.08987,0,Hoot,2006,"Drama, Family"
6919,0.092151,0,The Cheetah Girls 2,2006,"Drama, Family, Music, TV Movie, Comedy"
6920,0.086284,0,Jesse Stone: Death in Paradise,2006,"Crime, Drama, Thriller, Mystery"
6921,0.08451399999999999,300000,Old Joy,2006,Drama
6922,0.08424,8000000,First Snow,2006,"Thriller, Drama"
6923,0.155835,0,Bella,2006,"Romance, Drama"
6925,0.078983,12000000,For Your Consideration,2006,"Comedy, Drama"
6926,0.05682,0,Changement d'adresse,2006,"Comedy, Romance"
6927,0.077689,0,Beer League,2006,Comedy
6928,0.009332,0,L'Ivresse du pouvoir,2006,Drama
6932,0.105452,0,Thr3e,2006,"Horror, Thriller, Drama"
6933,0.072625,2500,Offside,2006,"Drama, Foreign, Comedy"
6934,0.071872,0,Jean-Philippe,2006,Comedy
6938,0.286076,0,Read It and Weep,2006,"TV Movie, Family, Comedy, Drama"
6943,0.049226,0,Karla,2006,"Drama, Crime, Thriller"
6945,0.139931,79000,The Foot Fist Way,2006,Comedy
6946,0.043164999999999995,0,Population 436,2006,"Drama, Thriller, Horror, Mystery"
6948,0.040915,1000000,Special,2006,"Drama, Science Fiction, Fantasy"
6949,0.038327999999999994,0,Penny Dreadful,2006,"Thriller, Horror"
6950,0.017824,0,Bring It On: All or Nothing,2006,Comedy
6951,0.03626,0,Idlewild,2006,"Drama, Action, Music, Crime, Thriller"
6953,0.073737,0,The Protector,2006,"Action, Foreign, Drama"
6955,0.021863,0,Desperation,2006,"Drama, Fantasy, Thriller, Mystery, Horror"
6957,0.013578,0,Deutschland. Ein SommermÃ¤rchen,2006,Documentary
6959,0.15321700000000002,0,How to Eat Fried Worms,2006,"Comedy, Drama, Family"
6960,0.005412,2700000,ì§íŒ¨,2006,"Thriller, Action"
6961,0.001115,0,Khosla Ka Ghosla!,2006,Comedy
6962,5.827781,130000000,Harry Potter and the Prisoner of Azkaban,2004,"Family, Adventure, Fantasy"
6963,4.535598,30000000,Kill Bill: Vol. 2,2004,"Action, Crime, Thriller"
6964,3.9904879999999996,50000000,Bridget Jones: The Edge of Reason,2004,"Comedy, Romance"
6965,3.863377,20000000,Eternal Sunshine of the Spotless Mind,2004,"Romance, Drama, Science Fiction"
6966,3.4256279999999997,29000000,The Notebook,2004,"Drama, Romance"
6967,3.339406,92000000,The Incredibles,2004,"Science Fiction, Adventure, Animation, Family, Action"
6968,3.196643,75000000,The Bourne Supremacy,2004,"Thriller, Drama, Action"
6969,3.177517,175000000,Troy,2004,"Adventure, War, Drama"
6970,2.906282,100000000,National Treasure,2004,"Adventure, Action, Mystery, Thriller"
6971,2.791375,120000000,"I, Robot",2004,"Science Fiction, Action"
6972,2.6686919999999996,75000000,50 First Dates,2004,"Comedy, Romance"
6973,2.629934,17000000,Mean Girls,2004,Comedy
6974,2.499507,160000000,Van Helsing,2004,"Horror, Adventure, Action"
6975,2.361367,66000000,Hellboy,2004,"Action, Science Fiction, Fantasy"
6976,2.241935,165000000,The Polar Express,2004,"Fantasy, Family, Animation, Adventure"
6977,2.191033,150000000,Shrek 2,2004,"Comedy, Fantasy, Adventure, Animation, Family"
6978,2.186534,13000000,The Butterfly Effect,2004,"Thriller, Science Fiction"
6979,2.17643,45000000,Resident Evil: Apocalypse,2004,"Science Fiction, Action, Horror"
6980,2.175284,110000000,Ocean's Twelve,2004,"Thriller, Crime"
6981,2.0419549999999997,80000000,Meet the Fockers,2004,"Comedy, Romance"
6982,2.022895,125000000,The Day After Tomorrow,2004,"Action, Adventure, Science Fiction, Thriller"
6983,1.9112060000000002,116000000,The Aviator,2004,Drama
6984,1.8319299999999998,65000000,Collateral,2004,"Drama, Crime, Thriller"
6985,1.8235970000000001,4000000,Shaun of the Dead,2004,"Comedy, Horror"
6986,1.792138,65000000,Blade: Trinity,2004,"Action, Adventure, Science Fiction, Horror, Thriller"
6987,1.702547,7000000,Starship Troopers 2: Hero of the Federation,2004,"Science Fiction, Action, Horror, Adventure"
6988,1.6824919999999999,60000000,The Terminal,2004,"Comedy, Drama"
6989,1.665648,140000000,Lemony Snicket's A Series of Unfortunate Events,2004,"Fantasy, Family, Adventure, Comedy"
6990,1.648554,30000000,Million Dollar Baby,2004,Drama
6991,1.648211,50000000,Garfield,2004,"Comedy, Family, Animation"
6992,1.6178569999999999,0,The Lion King 1Â½,2004,"Comedy, Family, Animation"
6993,1.615629,75000000,Shark Tale,2004,"Animation, Family, Comedy, Action"
6994,1.590381,70000000,Sky Captain and the World of Tomorrow,2004,"Mystery, Thriller, Action, Adventure, Science Fiction"
6995,1.557067,0,Mulan II,2004,"Comedy, Animation, Action, Family"
6996,1.556897,30000000,The SpongeBob SquarePants Movie,2004,"Comedy, Family, Animation"
6997,1.5534290000000002,0,Species III,2004,"Action, Horror, Science Fiction"
6998,1.5397290000000001,6500000,Crash,2004,Drama
6999,1.5271540000000001,26000000,Anchorman: The Legend of Ron Burgundy,2004,Comedy
7000,1.497252,37000000,13 Going On 30,2004,"Romance, Comedy, Fantasy"
7001,1.473411,31000000,Ella Enchanted,2004,"Family, Romance, Fantasy, Comedy"
7002,1.4413610000000001,25000000,The Girl Next Door,2004,Comedy
7003,1.433373,0,Scooby-Doo 2: Monsters Unleashed,2004,"Comedy, Adventure, Fantasy, Mystery"
7004,1.428313,25000000,Finding Neverland,2004,Drama
7005,1.408588,19000000,A Cinderella Story,2004,Comedy
7006,1.3487040000000001,70000000,AVP: Alien vs. Predator,2004,"Action, Science Fiction, Adventure"
7007,1.338131,20000000,DodgeBall: A True Underdog Story,2004,Comedy
7008,1.327137,12000000,Banlieue 13,2004,"Science Fiction, Action, Thriller"
7009,1.3190680000000001,155000000,Alexander,2004,"Drama, Adventure, War, Action, History"
7010,1.318761,9000000,Harold & Kumar Go to White Castle,2004,"Adventure, Comedy"
7011,1.3097530000000002,1200000,Saw,2004,"Horror, Crime, Mystery"
7012,1.304553,200000000,Spider-Man 2,2004,"Adventure, Action, Fantasy"
7013,1.279087,25000000,EuroTrip,2004,Comedy
7014,1.277711,70000000,Man on Fire,2004,"Drama, Action, Thriller, Crime"
7015,1.2306700000000002,42000000,Along Came Polly,2004,"Comedy, Romance"
7016,1.2088370000000002,27000000,Closer,2004,"Romance, Drama"
7017,1.1316540000000002,33000000,The Punisher,2004,"Drama, Action, Crime"
7018,1.129322,100000000,Catwoman,2004,"Action, Crime"
7019,1.12564,60000000,Christmas with the Kranks,2004,"Family, Comedy"
7020,1.1173,1000000,9 Songs,2004,"Music, Drama, Romance"
7021,1.107167,28000000,Dawn of the Dead,2004,"Horror, Action, Fantasy"
7023,1.06218,120000000,King Arthur,2004,"War, History, Adventure"
7024,1.052176,105000000,The Chronicles of Riddick,2004,"Thriller, Science Fiction, Adventure, Action"
7025,1.042281,80000000,Spanglish,2004,Comedy
7026,1.0394299999999999,40000000,Secret Window,2004,"Thriller, Mystery"
7027,1.035728,6500000,Layer Cake,2004,"Drama, Thriller, Crime"
7028,0.9864440000000001,60000000,After the Sunset,2004,"Crime, Comedy, Action, Drama"
7029,0.976399,57000000,Thunderbirds,2004,"Action, Comedy, Family, Adventure, Fantasy"
7030,0.9618469999999999,40000000,The Princess Diaries 2: Royal Engagement,2004,"Romance, Drama, Family, Comedy"
7031,0.9485600000000001,145000000,The Alamo,2004,"History, War, Western"
7032,0.9397049999999999,2700000,Before Sunset,2004,"Romance, Drama"
7033,0.935831,10000000,The Grudge,2004,"Horror, Thriller, Mystery"
7034,0.935483,25000000,Cellular,2004,"Crime, Action, Thriller, Adventure"
7035,0.9270879999999999,80000000,The Manchurian Candidate,2004,"Drama, Mystery, Thriller"
7036,0.9251209999999999,5000000,The Machinist,2004,"Thriller, Drama"
7037,0.9243629999999999,12000000,Seed of Chucky,2004,"Horror, Comedy, Drama"
7038,0.9220870000000001,25000000,Taxi,2004,"Comedy, Crime, Thriller, Action"
7039,0.898601,60000000,Alfie,2004,Comedy
7040,0.8939219999999999,0,Sniper 3,2004,"Drama, Thriller, Action"
7041,0.87766,50000000,Shall We Dance?,2004,"Drama, Comedy, Romance"
7042,0.8749379999999999,35000000,Jersey Girl,2004,"Comedy, Romance"
7043,0.8676,90000000,The Stepford Wives,2004,"Action, Comedy, Science Fiction"
7044,0.8563290000000001,7000,Primer,2004,"Drama, Thriller, Science Fiction"
7045,0.845493,10000000,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,2004,"Science Fiction, Animation, Action"
7046,0.8379059999999999,110000000,Home on the Range,2004,"Music, Animation, Western, Comedy, Family"
7047,0.815044,100000000,Hidalgo,2004,"Western, Adventure"
7048,0.809063,22000000,I Heart Huckabees,2004,"Romance, Comedy"
7049,0.80542,6000000,Fahrenheit 9/11,2004,Documentary
7050,0.804481,17000000,Win a Date with Tad Hamilton!,2004,"Comedy, Romance"
7051,0.8025770000000001,37000000,White Chicks,2004,Comedy
7052,0.787185,17500000,Hotel Rwanda,2004,"War, History, Drama"
7053,0.781151,2800000,Wild Things 2,2004,"Drama, Crime, Mystery"
7054,0.779837,56000000,Walking Tall,2004,"Thriller, Drama, Action, Adventure"
7055,0.7678699999999999,50000000,Twisted,2004,"Drama, Adventure, Action, Crime, Thriller"
7056,0.763058,0,"Mickey, Donald, Goofy: The Three Musketeers",2004,"Adventure, Family, Comedy, Animation"
7057,0.762134,130000,Open Water,2004,"Thriller, Drama"
7058,0.756105,47000000,Un long dimanche de fianÃ§ailles,2004,"War, Drama, Mystery, Romance"
7059,0.73712,32000000,Team America: World Police,2004,"Music, Adventure, Comedy, Action, Animation"
7060,0.730097,5000000,Tremors 4: The Legend Begins,2004,"Comedy, Horror, Action, Western"
7061,0.722796,0,Mickey's Twice Upon a Christmas,2004,"Family, Animation"
7062,0.7167600000000001,0,New York Minute,2004,Comedy
7063,0.715262,24665810,Immortel (ad vitam),2004,"Science Fiction, Drama, Action"
7064,0.7128869999999999,0,(T)Raumschiff Surprise - Periode 1,2004,"Science Fiction, Comedy"
7065,0.7026319999999999,16000000,Sideways,2004,"Drama, Comedy, Romance"
7066,0.696312,19000000,Without a Paddle,2004,"Thriller, Adventure, Comedy, Action"
7068,0.6799970000000001,60000000,Starsky & Hutch,2004,"Comedy, Crime"
7069,0.6793859999999999,0,Five Children and It,2004,"Drama, Family, Fantasy, Science Fiction, Adventure"
7070,0.678708,15000000,Confessions of a Teenage Drama Queen,2004,"Comedy, Music, Romance, Family"
7071,0.677316,60000000,The Village,2004,"Thriller, Drama, Mystery"
7072,0.674089,40000000,The Whole Ten Yards,2004,"Thriller, Comedy, Crime"
7073,0.672946,30000000,The Passion of the Christ,2004,Drama
7074,0.652366,20000000,Anacondas: The Hunt for the Blood Orchid,2004,"Adventure, Action, Science Fiction, Thriller, Horror"
7075,0.648721,40000000,Ray,2004,Drama
7076,0.640232,25000000,Dirty Dancing: Havana Nights,2004,"Romance, Drama"
7077,0.63799,0,Anatomie de l'enfer,2004,Drama
7079,0.6222810000000001,20000000,Birth,2004,"Thriller, Drama, Mystery"
7080,0.6142479999999999,31000000,Wimbledon,2004,"Comedy, Romance"
7081,0.6118399999999999,45000000,Taking Lives,2004,"Drama, Mystery, Action, Thriller"
7082,0.610925,0,The Perfect Score,2004,"Crime, Comedy"
7083,0.605833,0,Salem's Lot,2004,"Drama, Thriller, Mystery, Horror"
7084,0.589983,70000000,The Phantom of the Opera,2004,"Romance, Drama, Thriller"
7085,0.588087,825000,Cube Zero,2004,"Mystery, Thriller, Science Fiction"
7086,0.586936,2500000,Garden State,2004,"Romance, Drama, Comedy"
7087,0.577759,400000,Napoleon Dynamite,2004,Comedy
7088,0.575292,30000000,First Daughter,2004,"Family, Drama, Comedy, Romance"
7089,0.5720189999999999,80000000,Exorcist: The Beginning,2004,"Mystery, Horror, Thriller"
7091,0.545686,30000000,Wicker Park,2004,"Drama, Romance, Mystery, Thriller"
7093,0.530799,50000000,The Life Aquatic with Steve Zissou,2004,"Adventure, Comedy, Drama"
7094,0.5211210000000001,110000000,Around the World in 80 Days,2004,"Action, Comedy, Adventure"
7095,0.520891,18000000,Barbershop 2:  Back in Business,2004,"Comedy, Drama"
7096,0.5187649999999999,53000000,Blueberry,2004,Western
7097,0.509946,0,The Prince & Me,2004,"Comedy, Romance"
7098,0.508061,0,Les Dalton,2004,"Western, Comedy"
7099,0.506575,0,King Solomon's Mines,2004,"Action, Adventure"
7100,0.5046069999999999,0,Highwaymen,2004,"Thriller, Action, Crime"
7101,0.504166,0,Van Helsing: The London Assignment,2004,"Action, Horror, Animation, Fantasy"
7102,0.49851,42000000,The Forgotten,2004,"Science Fiction, Crime, Mystery, Horror, Drama"
7103,0.49419700000000005,45000000,Surviving Christmas,2004,"Romance, Comedy"
7104,0.482163,0,The Libertine,2004,"Drama, Romance"
7105,0.478125,0,If Only,2004,"Drama, Romance, Fantasy"
7106,0.47802,0,Head in the Clouds,2004,"Romance, Drama, War"
7107,0.47558900000000004,0,In Good Company,2004,"Comedy, Drama, Romance"
7109,0.45972399999999997,11000000,Vera Drake,2004,"Crime, Drama"
7111,0.455625,0,The Librarian: Quest for the Spear,2004,"Comedy, Drama, Thriller, Adventure, Action"
7114,0.43984799999999996,45000000,Flight of the Phoenix,2004,"Thriller, Drama, Action, Adventure"
7115,0.43893999999999994,23000000,Beyond the Sea,2004,"Drama, Music"
7116,0.43374799999999997,25000000,Godsend,2004,"Horror, Drama, Science Fiction, Thriller"
7117,0.430458,0,Noel,2004,"Drama, Romance"
7119,0.42915699999999996,30000000,Friday Night Lights,2004,Drama
7120,0.42884300000000003,0,The Ladykillers,2004,"Crime, Thriller, Comedy"
7121,0.42566499999999996,0,Melinda and Melinda,2004,"Drama, Romance, Comedy"
7122,0.42437600000000003,50000000,Raising Helen,2004,"Drama, Comedy, Romance"
7123,0.424196,0,The Merchant of Venice,2004,"Drama, Romance"
7124,0.42403599999999997,0,A Good Woman,2004,"Romance, Comedy, Drama"
7126,0.41941999999999996,20000000,Paparazzi,2004,"Drama, Thriller, Action"
7127,0.40923000000000004,0,Hawking,2004,"TV Movie, Drama"
7128,0.408507,0,Laws of Attraction,2004,"Action, Romance, Comedy, Thriller"
7129,0.405459,15000000,Raise Your Voice,2004,"Drama, Romance, Music"
7130,0.3994,23000000,Ring of the Nibelungs,2004,Action
7131,0.383764,0,L'enquÃªte corse,2004,Comedy
7132,0.383044,23000000,Vanity Fair,2004,"Drama, Romance"
7133,0.382469,0,Balto III: Wings of Change,2004,"Family, Adventure, Animation"
7134,0.37349699999999997,0,Kinsey,2004,Drama
7135,0.372046,74500000,Deux frÃ¨res,2004,"Adventure, Family, Drama"
7136,0.368883,0,The Assassination of Richard Nixon,2004,"History, Drama, Thriller"
7137,0.368223,0,Scooby-Doo! and the Loch Ness Monster,2004,"Animation, Comedy, Family"
7138,0.37604899999999997,0,Cruel Intentions 3,2004,"Thriller, Romance, Drama"
7139,0.354348,0,In My Father's Den,2004,"Drama, Thriller"
7140,0.348086,0,The Clearing,2004,"Drama, Thriller, Mystery"
7142,0.34427800000000003,40000000,Torque,2004,Action
7143,0.7514460000000001,28000000,Miracle,2004,"Drama, History"
7144,0.334136,0,The Calcium Kid,2004,Comedy
7145,0.33355500000000005,27000000,Mindhunters,2004,"Thriller, Crime, Mystery"
7146,0.47529499999999997,6800000,Control,2004,"Action, Thriller"
7147,0.331378,0,Mysterious Skin,2004,Drama
7148,0.330913,0,Pride,2004,"Foreign, Drama, Comedy, Family"
7149,0.33003000000000005,0,The Life and Death of Peter Sellers,2004,"Romance, Drama, Comedy"
7150,0.329563,0,Jack-Jack Attack,2004,"Animation, Adventure, Family"
7152,0.322152,16000000,Soul Plane,2004,Comedy
7153,0.316254,0,Le conseguenze dell'amore,2004,Drama
7154,0.31511500000000003,0,Madhouse,2004,"Thriller, Horror"
7155,0.313479,8500000,Club Dread,2004,"Comedy, Horror"
7156,0.31191399999999997,0,Haven,2004,"Drama, Crime"
7158,0.42056800000000005,23000000,Chasing Liberty,2004,"Romance, Comedy"
7159,0.308525,27000000,Suspect Zero,2004,"Thriller, Crime"
7160,0.304514,0,Eros,2004,"Drama, Romance"
7161,0.302104,50000000,The Big Bounce,2004,"Crime, Comedy"
7162,0.24591,0,Dear Frankie,2004,"Drama, Family"
7165,0.287114,40000000,Envy,2004,Comedy
7166,0.286541,74050,The Heart is Deceitful Above All Things,2004,Drama
7167,0.28644200000000003,30000000,Mr. 3000,2004,"Drama, Comedy"
7169,0.28360599999999997,20000000,Connie and Carla,2004,Comedy
7170,0.283493,0,Breakin' All the Rules,2004,"Comedy, Romance"
7171,0.282879,0,The Final Cut,2004,"Thriller, Drama, Science Fiction, Mystery"
7172,0.280074,19250000,Spartan,2004,"Mystery, Action, Drama, Crime, Thriller"
7173,0.275919,26000000,Agent Cody Banks 2: Destination London,2004,Comedy
7174,0.269855,12000000,Johnson Family Vacation,2004,"Comedy, Family"
7175,0.267871,0,Frankenfish,2004,"Comedy, Science Fiction, Horror, Thriller, Action"
7176,0.266804,5000000,Riding the Bullet,2004,"Drama, Thriller, Horror"
7178,0.263897,65000,Super Size Me,2004,"Drama, Documentary, Comedy"
7179,0.369726,6500000,A Home at the End of the World,2004,"Drama, Romance"
7180,0.252151,35000000,Little Black Book,2004,"Drama, Romance, Comedy"
7181,0.251797,0,Rois et reine,2004,"Romance, Comedy, Drama"
7182,0.251389,0,Fat Albert,2004,"Comedy, Drama, Family"
7183,0.25087800000000005,39000000,Against the Ropes,2004,"Romance, Drama"
7185,0.245917,50000,Eating Out,2004,Comedy
7186,0.24461100000000002,0,A Love Song for Bobby Long,2004,Drama
7188,0.23959,0,Employee of the Month,2004,"Action, Comedy"
7191,0.484325,0,"Wake Up, Ron Burgundy: The Lost Movie",2004,Comedy
7192,0.225831,15000000,A Dirty Shame,2004,Comedy
7195,0.220759,14,Modigliani,2004,"Drama, Romance"
7196,0.21749699999999997,0,The Football Factory,2004,Drama
7197,0.216459,60000000,Ladder 49,2004,"Thriller, Drama, Action"
7198,0.209896,0,The 24th Day,2004,"Drama, Thriller"
7199,0.209846,0,Halloweentown High,2004,"Adventure, TV Movie, Comedy, Fantasy, Family"
7201,0.203253,0,What the #$*! Do We (K)now!?,2004,Documentary
7202,0.201053,0,Back to Gaya,2004,"Animation, Fantasy"
7203,0.19252,0,YÅ«giÅ Dyueru MonsutÄzu Hikari no Piramiddo,2004,"Action, Adventure, Comedy, Animation, Fantasy"
7204,0.192215,1400000,LaLehet Al HaMayim,2004,Drama
7205,0.274886,18000000,Catch That Kid,2004,"Family, Adventure, Action"
7206,0.137751,2600000,Il cartaio,2004,Horror
7208,0.18645899999999999,0,The Chronicles of Riddick: Dark Fury,2004,"Thriller, Action, Animation, Science Fiction"
7209,0.18495,0,The Woodsman,2004,Drama
7210,0.183345,0,Le Convoyeur,2004,"Crime, Action, Drama"
7211,0.18156,1500000,Dead Birds,2004,"Thriller, Horror, Western"
7214,0.173273,0,Unstoppable,2004,"Thriller, Drama, Action"
7215,0.16812,90,Farscape The Peacekeeper Wars,2004,"Science Fiction, Comedy, Romance, Thriller, Action"
7216,0.22604899999999997,0,The Door in the Floor,2004,Drama
7217,0.166159,0,Criminal,2004,"Thriller, Action, Comedy"
7218,0.164872,0,The Toolbox Murders,2004,"Thriller, Horror, Mystery"
7219,0.180954,0,Inside I'm Dancing,2004,"Foreign, Drama"
7220,0.157959,0,Superbabies: Baby Geniuses 2,2004,"Family, Comedy"
7223,0.154834,1000000,Speak,2004,Drama
7225,0.154421,500000,Mean Creek,2004,"Drama, Crime"
7227,0.148092,0,Ae Fond Kiss...,2004,"Romance, Drama"
7228,0.145065,3000000,We Don't Live Here Anymore,2004,"Romance, Drama"
7229,0.14491700000000002,0,Dead Man's Shoes,2004,"Drama, Thriller, Crime"
7230,0.330795,0,Frankenstein,2004,"Science Fiction, Drama, Horror, Mystery"
7231,0.139783,20000000,De-Lovely,2004,"Music, Drama"
7234,0.135381,30000000,Welcome to Mooseport,2004,Comedy
7235,0.20970100000000003,0,Dracula 3000,2004,"Science Fiction, Horror"
7236,0.12978499999999998,0,Chris Rock: Never Scared,2004,Comedy
7237,0.0533,0,Bobby Jones: Stroke of Genius,2004,Drama
7238,0.126695,0,Creep,2004,"Mystery, Horror, Thriller"
7240,0.125361,10000000,The Brown Bunny,2004,Drama
7242,0.11994500000000001,0,The Cutting Edge: The Magic of Movie Editing,2004,Documentary
7243,0.11765999999999999,0,Eulogy,2004,"Drama, Comedy"
7245,0.092713,0,Something the Lord Made,2004,"Drama, TV Movie"
7248,0.088875,0,Satan's Little Helper,2004,"Comedy, Horror, Romance"
7250,0.082116,823258,Narco,2004,Comedy
7254,0.07549600000000001,0,Alone in the Wilderness,2004,"Documentary, History"
7258,0.04548,8800000,The I Inside,2004,"Science Fiction, Thriller, Mystery"
7259,0.042066,0,Saint Ralph,2004,"Comedy, Drama"
7260,0.022890999999999998,0,Bring It On Again,2004,Comedy
7269,5.738034,6000000,The Godfather,1972,"Drama, Crime"
7270,0.9493809999999999,2000000,Deliverance,1972,"Thriller, Adventure, Drama"
7271,0.881814,1800000,Conquest of the Planet of the Apes,1972,"Action, Science Fiction"
7272,0.669045,6000000,Cabaret,1972,"Romance, Drama, Music"
7273,0.599109,3500000,Frenzy,1972,"Mystery, Thriller, Crime, Drama"
7274,0.47666400000000003,0,Joe Kidd,1972,Western
7275,0.45026400000000005,1000000,Silent Running,1972,"Drama, Science Fiction, Adventure"
7276,0.432033,3200000,Slaughterhouse-Five,1972,"Drama, Science Fiction, Fantasy, Comedy"
7277,0.41291300000000003,12000,Pink Flamingos,1972,Comedy
7278,0.400301,2000000,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,Comedy
7279,0.38455700000000004,300000,Horror Express,1972,Horror
7280,0.384193,90000,The Last House on the Left,1972,"Thriller, Horror"
7281,0.52835,0,"What's Up, Doc?",1972,"Comedy, Romance"
7282,0.36795,0,Jeremiah Johnson,1972,"Action, Western, Drama"
7283,0.338541,0,Chato's Land,1972,"Adventure, Action, Western"
7284,0.321141,5000000,The Poseidon Adventure,1972,"Adventure, Action"
7285,0.29180700000000004,0,The Mechanic,1972,"Action, Crime, Thriller"
7286,0.269252,0,Sleuth,1972,"Thriller, Mystery"
7287,0.265891,0,The Cowboys,1972,"Western, Action, Adventure, Drama"
7288,0.26058400000000004,3352254,The Getaway,1972,"Thriller, Action, Crime"
7289,0.23424099999999998,0,"Now You See Him, Now You Don't",1972,"Family, Comedy"
7290,0.248258,0,Tales from the Crypt,1972,Horror
7291,0.170549,0,"Play It Again, Sam",1972,"Comedy, Drama, Romance"
7292,0.23060799999999998,600000,Boxcar Bertha,1972,"Drama, Romance, Thriller, Crime"
7294,0.220365,0,Carry On Abroad,1972,Comedy
7295,0.513571,0,Avanti!,1972,"Drama, Comedy, Romance"
7296,0.198304,850000,Fritz the Cat,1972,"Animation, Drama, Comedy"
7297,0.186995,0,The Candidate,1972,"Comedy, Drama"
7298,0.236771,0,Across 110th Street,1972,"Action, Thriller, Crime, Drama"
7300,0.130781,0,The Life and Times of Judge Roy Bean,1972,"Action, Comedy, Western"
7301,0.095011,0,The Other,1972,"Mystery, Drama, Horror"
7302,0.200809,0,Asylum,1972,"Horror, Mystery, Thriller"
7303,0.091922,500000,Blacula,1972,"Thriller, Horror"
7305,0.069248,0,Carry On Matron,1972,Comedy
7306,0.058828,0,Night of the Lepus,1972,"Horror, Science Fiction"
7307,0.037191,75000,Dr. Phibes Rises Again,1972,"Comedy, Horror"
7308,0.024345,0,Fat City,1972,Drama
7309,5.488441000000001,18000000,The Empire Strikes Back,1980,"Adventure, Action, Science Fiction"
7310,2.4320009999999996,19000000,The Shining,1980,"Thriller, Horror"
7311,1.636256,3500000,Airplane!,1980,"Romance, Comedy"
7312,1.607219,27000000,The Blues Brothers,1980,"Music, Crime, Action, Comedy"
7313,1.392663,4500000,The Blue Lagoon,1980,"Drama, Adventure, Romance"
7314,1.328578,18000000,Raging Bull,1980,Drama
7315,1.285924,54000000,Superman II,1980,"Action, Science Fiction, Adventure, Fantasy"
7316,1.24642,550000,Friday the 13th,1980,Horror
7317,1.06566,0,Fame,1980,Drama
7318,0.9155479999999999,35000000,Flash Gordon,1980,Science Fiction
7319,0.8148569999999999,5000000,The Elephant Man,1980,"History, Drama"
7320,0.764524,0,Cheech & Chong's Next Movie,1980,"Adventure, Comedy, Action"
7321,0.76363,0,Smokey and the Bandit II,1980,"Comedy, Action"
7322,0.7075819999999999,0,Private Benjamin,1980,Comedy
7323,0.681446,0,The Gods Must Be Crazy,1980,"Action, Comedy"
7324,0.6591819999999999,1000000,The Fog,1980,Horror
7325,0.6464409999999999,0,Little Lord Fauntleroy,1980,"Family, Drama, TV Movie"
7326,0.6422899999999999,6000000,Caddyshack,1980,Comedy
7327,0.5901270000000001,6500000,Dressed to Kill,1980,"Thriller, Horror, Mystery"
7328,0.5807479999999999,8000000,Used Cars,1980,"Comedy, Action"
7329,0.521927,3000000,Inferno,1980,"Thriller, Horror"
7330,0.427457,0,Stir Crazy,1980,Comedy
7331,0.42284700000000003,0,Bronco Billy,1980,"Western, Action, Romance, Drama, Comedy"
7332,0.41895,44000000,Heaven's Gate,1980,"Drama, Action, History, Western"
7333,0.416288,3500000,Terror Train,1980,"Horror, Thriller"
7335,0.413142,0,The Final Countdown,1980,"Action, Science Fiction"
7336,0.404642,0,Permanent Vacation,1980,Drama
7337,0.5458430000000001,5100000,Somewhere in Time,1980,"Romance, Fantasy, Science Fiction, Drama"
7338,0.202265,20000000,Popeye,1980,"Action, Comedy, Adventure, Family, Music"
7339,0.39019000000000004,0,Herbie Goes Bananas,1980,"Adventure, Comedy, Fantasy, Family"
7340,0.450726,0,Any Which Way You Can,1980,"Comedy, Adventure, Action"
7341,0.3748,0,The Long Good Friday,1980,"Crime, Drama, Foreign, Thriller, Action"
7342,0.359586,0,The Dogs of War,1980,"Adventure, Action, Thriller, Foreign"
7343,0.341183,15000000,Altered States,1980,"Drama, Mystery, Fantasy, Thriller, Science Fiction"
7344,0.31963600000000003,0,Urban Cowboy,1980,"Western, Drama"
7345,0.314225,0,The Exterminator,1980,"Drama, Action, Thriller, Crime"
7346,0.299527,0,The Mirror Crack'd,1980,"Crime, Thriller, Mystery"
7347,0.28902,0,The Big Red One,1980,"Drama, War"
7348,0.283507,4800000,American Gigolo,1980,"Romance, Drama, Crime, Thriller"
7349,0.26609099999999997,0,Cruising,1980,"Mystery, Thriller, Action, Drama"
7350,0.26295,1500000,Alligator,1980,"Thriller, Science Fiction, Horror"
7351,0.25793499999999997,0,Nine to Five,1980,Comedy
7352,0.248142,7200000,Atlantic City,1980,"Romance, Crime, Drama"
7354,0.225188,6000000,Ordinary People,1980,Drama
7355,0.24792399999999998,10000000,Stardust Memories,1980,"Drama, Comedy, Romance"
7356,0.21087899999999998,0,Tom Horn,1980,"Action, Western, Drama"
7357,0.21066500000000002,0,My Bodyguard,1980,"Family, Drama"
7358,0.20509899999999998,0,Bad Timing,1980,"Thriller, Mystery, Drama"
7359,0.323615,0,Saturn 3,1980,"Science Fiction, Thriller"
7360,0.201964,0,Shogun Assassin,1980,"Adventure, Action"
7361,0.192608,1000000,Prom Night,1980,"Mystery, Thriller, Horror"
