title_length,production_companies
15, Lionsgate
8,DreamWorks SKG
5, Sony Pictures Entertainment (SPE)
16, Atmosphere Entertainment MM
17, Revolution Studios
11, Waverly Films
13, Origin Pictures
15, Twentieth Century Fox Film Corporation
19, Parallel Zide
3, Warner Bros.
10,DreamWorks SKG
15,Lions Gate Films
16, Good Universe
10,Twentieth Century Fox Film Corporation
8, Ingenious Film Partners
29, Relativity Media
14,Village Roadshow Pictures
18, Home Box Office (HBO)
21, Peninsula Films
7, Signature Pictures
18, Persistent Entertainment
13, DC Entertainment
12, Scion Films
21, Screen Gems
25, StudioCanal
9,New Line Cinema
7,Universal Pictures
10, Focus Features
10, Epsilon Motion Pictures
11, World 2000 Entertainment
18,New Line Cinema
15, Silver Reel
16,DNA Films
9, RAMCO
8, Mutual Film Company
17,Paramount Pictures
19,Ingenious Media
14, Wolfhound Pictures
22,ARP SÃ©lection
24,Universal Pictures
13, DreamWorks Pictures
3,Warner Bros.
11, Metro-Goldwyn-Mayer (MGM)
16,Universal Pictures
14, Shawn Danielle Productions Ltd.
6, Nu Image Films
21, Electric Shepherd Productions
11,Saturn Films
19, Spyglass Entertainment
10, Prescience
11, Film4
18, New Regency Pictures
21,Blue Sky Studios
20, Hypnotic
16, Groundswell Productions
17,Columbia Pictures
12, Relativity Media
33, Studio Canal
8, Stuber Productions
13,DreamWorks Animation
21, Amblin Entertainment
18, Neal Street Productions
11, Hemisphere Media Capital
15,Jersey Films
19, Intermedia Films
18,Walt Disney Pictures
7, Runteldat Entertainment
11,New Line Cinema
20, Warner Bros.
31, Allied Filmmakers
5,Twentieth Century Fox Film Corporation
8,Konrad Pictures
12,Smartest Man Productions
12, Weinstein Company
12, Mandate Pictures
17, StudioCanal
8, 1984 Private Defense Contractors
24, Indian Paintbrush
8, Kintop Pictures
17,Revolution Studios
14,Bac Films
31,Metro-Goldwyn-Mayer (MGM)
17, Twentieth Century Fox Animation
7, K/O Camera Toys
31, Amblin Entertainment
18, Wild Ocean Films
15, United Artists
13,Gold/Miller Productions
15, Fox 2000 Pictures
14, Blacklab Entertainment
12,Columbia Pictures
8,Universal Pictures
28, Mel's Cite du Cinema
18, Scott Rudin Productions
2, Pixar Animation Studios
13,Dimension Films
10, Odd Lot Entertainment
15,DreamWorks SKG
20, Relativity Media
8, Silver Reel
21, Twentieth Century Fox Animation
21, Media Rights Capital
27,Universal Pictures
16, Fox International Productions
22,New Line Cinema
9, OddLot Entertainment
9, Fox Atomic
10, Jessie Nelson Productions
16, BBC Films
25,New Line Cinema
18, Sierra/Affinity
15, Dune Entertainment
47, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
12, Infinitum Nihil
11, Italian Tax Credit
11, Anarchos Productions
41,Summit Entertainment
8, Laika Entertainment
11,The Mark Gordon Company
7, Working Title Films
20,Fox Searchlight Pictures
12, Working Title Films
45, Sony Pictures Animation
19, Everyman Pictures
6, Metro-Goldwyn-Mayer (MGM)
15, DNA Films
34,Jerry Bruckheimer Films
5, Krane Entertainment
8, Parkes+MacDonald Image Nation
9,The Weinstein Company
5, Rena Film
9, Darlow Smithson Productions
16, Morgan Creek Productions
9, Pacific Renaissance Pictures Ltd.
16,Walt Disney Pictures
11, The Safran Company
10,Warner Bros. Pictures
17,The Weinstein Company
11, Cloud Atlas Productions
33, Tim Burton Productions
21, Warner Bros.
14, Paradox Entertainment
41,Summit Entertainment
15, Road Rebel
29, Hammerhead Productions
6,DreamWorks SKG
17, Relativity Media
11,Incentive Filmed Entertainment
14, Wild West Picture Show Productions
11, Wild West Picture Show Productions
11, Cinema Four
19,Max Films Productions
27, Temple Hill Entertainment
27, Relativity Media
12, Good Universe
21, Solana Films
16, Film4
15, Rice Films
27, Hasbro
19, Friuli Venezia Giulia Film Commission
22, Columbia Pictures Corporation
5, Nu Image Films
25, Cowboy Films
10,Nick Wechsler Productions
11,Fox 2000 Pictures
17,New Line Cinema
16, MFPV Film
13,Ingenious Media
11, Monarch Pictures
7,Summit Entertainment
38, Metro-Goldwyn-Mayer (MGM)
16, TÃ©lÃ©film Canada
10, Kingdom Feature Productions
11,HanWay Films
10, Dimension Films
14, The Ladd Company
14,Twentieth Century Fox Film Corporation
5, Scott Rudin Productions
34,DreamWorks Animation
17, The Weinstein Company
16,Intermedia Films
5, M6 Films
31, Platinum Dunes
9, Exclusive Media Group
5,DreamWorks Animation
18, Sweetpea Entertainment
7,USA Films
16, Tribeca Productions
16, Kopelson Entertainment
37,Apatow Productions
10, Sony Pictures Animation
11,Paramount Pictures
41,WingNut Films
4, Wintergreen Productions
36,Spyglass Entertainment
6, Serendipity Productions
6, Domino 17521
37,Studio Babelsberg
4,20th Century Fox
6,Walt Disney Pictures
9, The Safran Company
16,Columbia Pictures
20, Motion Picture BETA Produktionsgesellschaft
15, Gold Circle Films
15,Village Roadshow Pictures
7, Stage 6 Films
14, Warner Bros.
14, Screen Gems
19, Deep River Productions
45, New Line Cinema
8,Regency Enterprises
4, Warner Bros.
9, Film4
16, Warner Bros.
16,Original Film
17, Twentieth Century Fox Film Corporation
30, Magical Elves Productions
7, Robert Simonds Productions
15,Michael London Productions
19, Splendid Pictures
37, Alloy Entertainment
7, Dark Horse Entertainment
26, Twentieth Century Fox Animation
14, Sony Pictures Home Entertainment
12, Revolution Sun Studios
15,Weed Road Pictures
11, Pixar Animation Studios
7, Silver Reel
5, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
6,Screen Gems
16, Reliance Entertainment
12, Karz Entertainment
4, IM Global
11, PathÃ©
9, Andalasia Productions
11, Spyglass Entertainment
19, Alphaville Productions
15,Dune Entertainment
9, Metro-Goldwyn-Mayer (MGM)
5, FilmDistrict
36, Capella International
14, DC Comics
11,Limited Edition Productions Inc.
10, Bluegrass Films
2,Columbia Pictures
4, GK Films
20,Universal
14, Anonymous Content
17, Fear of God Films
14,PathÃ© Distribution
12, Mirabai Films
12, Linson Entertainment
8,Columbia Pictures
9, Metro-Goldwyn-Mayer (MGM)
18,2929 Productions
18, Blumhouse Productions
15, Participant Media
7,Warner Bros.
10, Automatik Entertainment
8, Yari Film Group
15, Bernard Gayle Productions
18,Summit Entertainment
6, Relativity Media
19, FilmEngine
12, Universal
13, Relativity Media
7,Twentieth Century Fox Film Corporation
19,Isle of Man Film
10, Laika Entertainment
4, Revolution Studios
21,Walt Disney Pictures
12, Touchstone Pictures
5, Fuzzy Door Productions
22,Columbia Pictures Corporation
22, Babieka
7,Paramount Pictures
6,Craven-Maddalena Films
9, Red Hour Productions
5,Universal Pictures
10, Mars Production Pty. Ltd.
25, CBS Films
14, Relativity Media
13, Leverage Management
11, NPV Entertainment
12, Corner Store Entertainment
35, Jerry Bruckheimer Films
4,Blue Sky Studios
12, Evolution Entertainment
15, Mirage Enterprises
15, Division Films
5,Revolution Studios
11, Skydance Productions
10, TF1 Films Production
15, Kevin Messick Productions
30, View Askew Productions
10,Fox 2000 Pictures
10, Warner Bros.
17,Davis-Films
16, Ruby Films
19,Walt Disney Pictures
5, PeaPie Films
16, Everyman Pictures
19, Kennedy/Marshall Company
9,Oops Doughnuts Productions
24, Nickelodeon Movies
9, Outlander Productions
5, DJ Films
16, ShadowCatcher Entertainment
7,Columbia Pictures Corporation
25, 21 Laps Entertainment
20,Mpower Pictures
15, Bull's Eye Entertainment
18, Radar Pictures
17,Legendary Pictures
14, Marvel Entertainment
10,Regency Enterprises
13, LStar Capital
12,Touchstone Pictures
22,Walt Disney Pictures
11, Millennium Films
15, Walden Media
10, Fox 2000 Pictures
7,DreamWorks SKG
11, Studio Babelsberg
37, Don Carmody Productions
14,Paramount Pictures
9, Level 1 Entertainment
9, Warner Bros.
10, Newmarket Capital Group
8, Warner Bros.
11,Paramount Pictures
35, New Line Cinema
17, Bedlam Productions
17,Onyx Films
46, Millennium Films
9, Touchstone Pictures
58, Alberta Film Entertainment
13, Visual Arts Entertainment
7, Warner Bros.
28,Paramount Pictures
26, Studio Canal
8, LLC
16, Bazelevs Production
9, Mike Zoss Productions
10, Happy Madison Productions
17, Buena Vista
18, 5150 Action
5, Revolution Studios
11, Davis-Films
15, Storefront Pictures
8, Davis Entertainment
19,Buena Vista
17,Blueprint Pictures
15,Castle Rock Entertainment
8,Paramount Pictures
21,Atlas Productions
11, Dune Entertainment III
12,Chrysalis Films
16, Motion Picture Production GmbH & Co. Erste KG
7, Relativity Media
10,DC Comics
10, Studio 37
19,Cheyenne Enterprises
12, Ambience Entertainment
14, Village Roadshow Pictures
14, Touchstone Pictures
10, Universal Pictures
17, Hughes Entertainment
20, Land Films Inc.
10,Vertigo Entertainment
13, Fox 2000 Pictures
17, Focus Features
10, Toff Guy Films
11, Regency Enterprises
7, Empire Pictures
7, Blue Productions
10, Pantheon Entertainment Corporation
16,Village Roadshow Pictures
11, Relativity Media
12, Beacon Pictures
16, Relativity Media
11,Universal Pictures
24,DreamWorks Animation
25, Universal Cartoon Studios
9, Media Rights Capital
11,New Line Cinema
8, Illusion Entertainment
5, Lakeshore Entertainment
14,Universal Studios
12, Scared Productions
27, Eric's Boy
26, DreamWorks Pictures
11, X-Filme Creative Pool
27,Universal Pictures
22, MTV Films
18,Lakeshore Entertainment
10, Lionsgate
7, Strike Entertainment
11, Stillking Films
19,Village Roadshow Pictures
16, Studio Mir
9, Atlas Entertainment
12, Deuce Three Productions
2, Relativity Media
39, Moving Picture Company (MPC)
10, Internationale Filmproduktion Richter
16,Paramount Classics
7, Revolution Studios
11, Universal Pictures
21, Blumhouse Productions
34, Intermedia Films
25,Walt Disney Pictures
11, Millbrook Farm Productions
8, Caro-McLeod
14, Reliance Entertainment
26, TSG Entertainment
14, Warner Bros.
17,Castle Rock Entertainment
26, Temple Hill Entertainment
14,Entertainment One
21,Lakeshore Entertainment
19,Atlas Entertainment
18, IM Global
15, Dayday Films
14, Participant Media
11, Outlaw Sinema
20,Warner Bros.
9,Paramount Pictures
17,Universal Pictures
3, Twentieth Century Fox Animation
14, UK Film Council
9,DreamWorks SKG
9, Virgin Produced
9, Living Films
15, Red Horizon Productions
19,Walt Disney Pictures
7, Dune Films
10, Touchstone Pictures
12,Columbia Pictures
20, Nine Yards Productions
21,Castle Rock Entertainment
30, Scooter Braun Films
44, Heyday Films
7, Case 39 Productions
10, Phantom Four
13,Columbia TriStar
46, 21 Laps Entertainment
9,Universal Pictures
22, Wintergreen Productions
15, Working Title Films
31, Relativity Media
13, Twentieth Century Fox Film Corporation
10,Fox Searchlight Pictures
16,Touchstone Pictures
25, DNA Films
11,Imagine Entertainment
9,Double Feature Films
30,Paramount Pictures
10, Virtual Films
18, Baldwin Entertainment Group
15, Screen Gems
14, Taormina Productions
11, Scott Free Productions
9,Fox Searchlight Pictures
9,New Line Cinema
24,Working Title Films
16,GK Films
34, Michael Cerenzie Productions
10, Mars Distribution
11, Disney Double Dare You (DDY)
8,StudioCanal
14, Phoenix Pictures
13, Village Roadshow Pictures
12, Fox 2000 Pictures
19, FidÃ©litÃ© Films
9, Michaels-Goldwyn
10, 2929 Productions
15, Taxshelter. be
14, Underground
12,DreamWorks SKG
18, Tim Burton Productions
4, Centropolis Entertainment
17, Aegis Film Fund
10, Dark Castle Entertainment
10, Good Machine
12, Screen Gems
19, Kalima Productions GmbH & Co. KG
16, Section Eight Productions
13, Scout Productions
20, Warner Bros.
19, Tim Burton Productions
3, Atmosphere Entertainment MM
13, Relativity Media
15, Red Hour Films
11, Dune Entertainment III
13, Sidney Kimmel Entertainment
12,Laura Ziskin Productions
4, Broken Road Productions
12,Di Bonaventura Pictures
4,Walt Disney Pictures
9, Lucky Monkey Pictures
12, Tim Burton Productions
14, Groundswell Productions
34,Columbia Pictures
10, Relativity Media
16, Dentsu
10, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
12,Columbia Pictures
27,New Line Cinema
10, Columbia Pictures Corporation
6, MICA Entertainment
31,Twentieth Century Fox Film Corporation
10, Follow Through Productions
15,TF1 Films Productions
5,Universal Pictures
3, Lionsgate
8, Relativity Media
7,Impact Pictures
19, MVL Incredible Productions
12, Eyetronics
5, Anonymous Content
14, Dalian Wanda Group
18, Warner Bros.
13, Tim Burton Animation Company
4,Columbia Pictures
22, Biscayne Pictures
28,Miramax Films
16, Darren Star Productions
17, Twentieth Century Fox Film Corporation
5, Springwood Productions
13, MDP Worldwide
4,Icon Productions
18, Atlas Entertainment
10,Imagine Entertainment
10,Walt Disney Pictures
11, Scott Free Productions
9, Scott Rudin Productions
25, Skydance Productions
14, Imagenation Abu Dhabi FZ
8, Screen Gems
23, Milkshake Films
17,The Weinstein Company
10,DreamWorks SKG
8, Mid Atlantic Films
40, United Plankton Pictures
12, Darkwoods Productions
13, ImageMovers
16, Columbia Pictures Corporation
8, The Mark Gordon Company
8, Troublemaker Studios
45, Warner Bros.
20, A Band Apart
6, Dune Entertainment
8, FilmDistrict
15,Summit Entertainment
28, Picturehouse Entertainment
16, Castle Rock Entertainment
12, Scion Films
46,Warner Bros.
15,Millenium Films
6, Studio Babelsberg StudioBabelsberg Motion Pictures
4, Revolution Studios
10,Lakeshore Entertainment
9, IM Filmproduktion
7, New Regency Pictures
9,Sony Pictures Animation
10, Morgan Creek Productions
10,Universal Pictures
22, NPV Entertainment
25, Constantin Film Produktion
8, Temple Hill Entertainment
10,Fox Atomic
9, Mad Chance
9, Valhalla Motion Pictures
8, Max Stronghold Productions Inc.
14,Columbia Pictures
15, Edward R. Pressman Film
6, Hollywood Partners
12,Tim Burton Animation Company
13,Paramount Vantage
9, Mandeville Films
16,WingNut Films
25, Paramount Animation
11, Premiere Picture
10, Extension 765
8,This Is That Productions
10, Global Entertainment Productions GmbH & Company Medien KG
18, Silver Reel
41, Sunswept Entertainment
19, Moving Picture Company (MPC)
20, DisneyToon Studios
21,Twentieth Century Fox Film Corporation
10,Waverly Films
39,Twentieth Century Fox Film Corporation
9, DreamWorks SKG
19, Evil Twins
25, UK Film Council
17, Film Rites
4, Relativity Media
20,BBC Films
13, Catfish Productions
10, Reliance Entertainment
47, DreamWorks Pictures
13, Focus Features
7, Caramel Film
4, Exodus Productions
6, Eagle Vision Inc.
20, Big Beach Films
19, Paradox Entertainment
25, Stillking Films
9, Screen Gems
20, 360 Pictures
22, Mutant Enemy Productions
23, Revolution Studios
10, Broken Lizard Industries
7, TF1 Films Production
7,TriStar Pictures
12, Mutual Film Company
18,Gaylord Films
8, Scion Films
21, Prana Studios
38, Madacy Entertainment
9, Foxtor Productions
15,Walt Disney Animation Studios
6, Imagenation Abu Dhabi FZ
15, Thunder Road Pictures
17, Thunder Road Productions
12, Amblin Entertainment
19, Doom Buggy Productions
13,Conundrum Entertainment
9, Team Downey
8, Shady Acres Entertainment
37,Anonymous Content
10, Top Shelf Productions
35, Metro-Goldwyn-Mayer (MGM)
20, Merlin Films
6,Paramount Pictures
17, Apatow Productions
34, Depth of Field
11,Centropolis Entertainment
23,Dimension Films
17,New Line Cinema
13,Buena Vista
14, Dreamachine
11, Zide-Perry Productions
4,Columbia Pictures
26, Konami Corporation Ltd.
5, Film i VÃ¤st
20, Morgan Creek Productions
5,Colombia Pictures
14, Brass Hat Films
21, Practical Pictures
14,Fox Searchlight
9, Warner Bros.
15, Random Films
16, DreamWorks SKG
9, Rhythm and Hues
10,Walt Disney Pictures
14, Mandeville Films
12, Disney Enterprises
30, TSG Entertainment
9, Touchstone Pictures
20, Green Hat Films
6, Manitoba Film and Video Production Tax Credit
9,Dune Entertainment
19, Hard Eight Pictures
17,Nu Image Films
19, CinemaNX
19, Red Wagon Productions
12,Columbia Pictures
12,Saturn Films
13, The Safran Company
25,Universal Pictures
19, Cold Spring Pictures
7, Pixar Animation Studios
7, Free State Pictures
7,Revolution Studios
14, Legendary Pictures
8, Warner Bros.
11, VideoFilmes
22, MTV Films
11, Internationale Filmproduktion Stella-del-SÃ¼d
10, Relativity Media
12, DreamWorks SKG
14,Village Roadshow Pictures
35, DreamWorks SKG
5, Media Rights Capital
23,Twentieth Century Fox Film Corporation
9, Universal Pictures
12, Ozla Pictures
9, Universal Pictures
7,Twentieth Century Fox Film Corporation
19,Paco Cinematografica
23, RatPac-Dune Entertainment
7, Canal+
12, IFP Westcoast Erste
14,Summit Entertainment
19, TriStar Productions
19,DreamWorks SKG
7, H2F Entertainment
21,HBO Films
5, Lionsgate
17,Miramax Films
27, Marc Platt Productions
10,Infinitum Nihil
23, Morgan Creek Productions
14,Twentieth Century Fox Film Corporation
5, Overbrook Entertainment
10, Original Film
19, Columbia Pictures Corporation
15,New Line Cinema
16, Alliance Films
15, Ecosse Films
16, First Light Production
9, Bekmambetov Projects Ltd.
12,Paramount Pictures
37,Universal Pictures
23, Toho-Towa
30, Dune Entertainment III
14, Nu-Image Films
23, Bird and a Bear Entertainment
6, Walt Disney Animation Studios
19,Walt Disney Pictures
10, Nu Image Entertainment
16, Radar Pictures
12,Davis-Films
21, Fox 2000 Pictures
13, Relativity Media
12,Gerber Pictures
6, Twisted Pictures
23,Paramount Pictures
11,Matador Pictures
21, Huayi Brothers
6, Mel's Cite du Cinema
23,Paramount Pictures
12, Marvel Enterprises
40, Heyday Films
16, Reliance BIG Entertainment
31, Mr. Mudd Production
7, Cheyenne Enterprises
9,Alcon Entertainment
12, TF1 Films Production
11, Firm Films
15,Universal Pictures
13, Walt Disney Feature Animation
7, Red Wagon Entertainment
15,Dimension Films
11,BBC Films
19, Nu Image Films
24, Apatow Productions
12, Cheetah Vision
13,Universal Pictures
11, Malpaso Productions
16, Warner Bros.
18, Ingenious Film Partners
59,Walt Disney Pictures
9, Happy Madison Productions
14, Thirteen Productions
21, Optional Pictures
31,Tapestry Films
30, Universal Pictures
13,Bedford Falls Productions
20,Fox Searchlight Pictures
11,DreamWorks
19, Munich Film Partners & Company (MFP) ROE Production
14, Cannell Studios
5, Happy Madison Productions
10, Warner Bros.
14,Tree Line Films
25,Icon Productions
11,NPV Entertainment
11,Metro-Goldwyn-Mayer (MGM)
19,Dark Horse Entertainment
11,Ghost House Pictures
2, XM2 Productions
30, Temple Hill Entertainment
3, Summit Entertainment
20, National Geographic Society
6, Walt Disney Animation Studios
8, Intrepid Pictures
10, Kerner Entertainment Company
10, Relativity Media
15, Happy Madison Productions
14,DreamWorks SKG
6, Hypnotic
17, Film Colony
24, Gold Circle Films
16, NPV Entertainment
19,Ingenious Film Partners
7,Miramax Films
13,Paramount Pictures
11, Kennedy/Marshall Company
7, M6 Films
9, StudioCanal
10, 98 MPH Productions
10, ANA Media
10, Phoenix Pictures
28, Castle Rock Entertainment
17, Dune Films
25,Paramount Pictures
16, NPV Entertainment
16, The Jacobson Company
20,Legendary Pictures
17, LionsGate
18, Curmudgeon Films
22, Imagine Entertainment
15, Spring Creek Productions
18,Miramax Films
16, Film4
9,TriStar Pictures
20, Medienproduktion Prometheus Filmgesellschaft
13,Universal Pictures
18, Working Title Films
5, Pixar Animation Studios
10, Playtone
18, Relativity Media
10, Touchstone Pictures
17,Universal Pictures
7, Compulsion Inc.
7, Stars Road Entertainment
18,Tiger Aspect Productions
19, StudioCanal
8, Bedford Falls Company
15,Jerry Bruckheimer Films
10,Paramount Pictures
10, Apatow Productions
12, Envision Entertainment Corporation
11,Columbia Pictures
15, Insurge Pictures
6, WWE Studios
10, Scion Films
16,Twentieth Century Fox Film Corporation
20, Katalyst Films
4,Open Road Films
12, Playtone Productions
21, Screen Gems
24, Warner Bros.
9, EFTI
14, Forward Pass
12, Emmett/Furla Films
19,Wildwood Enterprises
7, 4M
13, Lonely Film Productions GmbH & Co. KG.
13, Dune Entertainment
7, Initial Entertainment Group (IEG)
12,Current Entertainment
3,FilmNation Entertainment
25,Spring Creek Productions
5,Kennedy/Marshall Company
13, Double Feature Films
11, Silver Pictures
20,Franchise Pictures
11,Walt Disney Pictures
8,Paramount Vantage
29, Studio Canal
20,Castle Rock Entertainment
11, Apparatus Productions
13, Art In Motion
17, First Foot Films
9, Columbia Pictures Corporation
19, LStar Capital
21, Big Kid Pictures
15,Paramount Pictures
10, Franchise Pictures
2, Global Entertainment Group
83,Twentieth Century Fox Film Corporation
30, Ten Thirteen Productions
14, Lin Pictures
47,Universal Pictures
19,Village Roadshow Pictures
19, Imagine Entertainment
13,Filmax Entertainment
10, Global Entertainment Productions GmbH & Company Medien KG
11, Pacific Film and Television Commission
10, Intrepid Pictures
7,Warner Bros.
17, Fuqua Films
8, Beacon Communications
13, Herrick Entertainment
4, Working Title Films
9, RatPac-Dune Entertainment
14, Fox Atomic
9, VIP Medienfonds 4
10,New Line Cinema
8, Mace Neufeld Productions
11,Paramount Pictures
12, Escape Artists
22, CBS Films
41,River Road Entertainment
16, New Regency Pictures
15,Paramount Pictures
37,Twentieth Century Fox Film Corporation
37,Paramount Pictures
20,New Line Cinema
8,Wonderland Sound and Vision
15, Robert Simonds Productions
8, Inferno Distribution
16,Scott Rudin Productions
10, Les Productions du TrÃ©sor
9, The
16, Metropolitan Filmexport
6,Columbia Pictures Corporation
14, Jinks/Cohen Company
10, Cross Creek Pictures
18,Lionsgate
8,Universal Pictures
7,Walt Disney Pictures
17, Relativity Media
13, Mirage Enterprises
12, Metro-Goldwyn-Mayer (MGM)
9, Warner Bros.
12, Silver Pictures
5,Blue Sky Studios
10,Lions Gate Films
16, Essential Media & Entertainment
9, Dune Entertainment III
35, Color Force
20, Michael De Luca Productions
12, Digital Domain
6, Metropolitan Filmexport
44,Warner Bros.
11,Beacon Communications
11,Echo Lake Productions
25, Junction Entertainment
26, Allied Filmmakers
8,Paramount Pictures
10, LightWorkers Media
9, Gran Via Productions
6,New Line Cinema
22, Nimar Studios
14, Fox 2000 Pictures
4,Liberty Films UK
18, Sidney Kimmel Entertainment
13, River Road Entertainment
18, Swanford Films
17, Baltimore Spring Creek Productions
15, Wigram Productions
17, ImageMovers
14, 21 Laps Entertainment
10,Revolution Studios
10,Imagine Entertainment
11, Winkler Films
19,BBC Films
14,Village Roadshow Pictures
9, Strike Entertainment
7, Luna Pictures
13, Grand Slam Productions
16, Franchise Pictures
4, Xingu Films
13, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
10,Universal Pictures
13,Walt Disney Pictures
7, Sony Pictures Entertainment (SPE)
8, Jersey Films
16, Relativity Media
13, Appian Way
13, Jinks/Cohen Company
7,Yash Raj Films
3,Virtual Studios
13, Bad Hat Harry Productions
15,BIM Distribuzione
13,Participant Media
31, Abraham Productions
3, Feigco Entertainment
26,Sidney Kimmel Entertainment
8, Nickelodeon Movies
19, Universal Pictures
12, Warner Bros.
12, Gone North Productions
11, Mayhem Pictures
11,Metro-Goldwyn-Mayer (MGM)
9,Universal Pictures
34, Skydance Productions
11, Goldenlight Films
10,DNA Films
10, WWE Studios
11,Walt Disney Pictures
9, Dimension Films (US version)
12, Odyssey Entertainment
20, Sony Pictures Animation
5, Yari Film Group
13, TPS Star
29, Dickhouse Productions
5, Open City Films
13, Bueprint Pictures
13, Yucaipa Films
34,Village Roadshow Pictures
9, Canal+
15, Jersey Films
15, China Film Group Corporation (CFGC)
12, Kasdan Pictures
13, ICF
15,Archer Street Productions
18,Paramount Pictures
31,Prana Animation Studios
12, Kerner Entertainment Company
4, CinÃ©+
15, Pixar Animation Studios
17, Scott Rudin Productions
15, Fox 2000 Pictures
14, Touchstone Pictures
12, United Artists
37,DiNovi Pictures
9, Columbia Pictures Corporation
30,Miramax Films
33, Universal Pictures
14, Original Film
32, Red Hour Films
24, Donners' Company
8, Fat Free
2,Ixtlan Productions
19,Walt Disney Pictures
19, Before the Door Pictures
18, Platinum Dunes
9, Guy Walks into a Bar Productions
34, Saturn Films
21,Summit Entertainment
18, HBO Films
15, Dune Entertainment III
7,Columbia Pictures
7, Zanagar Films
12, Malpaso Productions
20, Nouvelles Ã‰ditions de Films (NEF)
18, Warner Bros.
19,Lionsgate
19, Blue Sky Studios
15, Next Entertainment
24, Scott Rudin Productions
10,Franchise Pictures
16, Regency Enterprises
26, Bad Hat Harry Productions
14, BenderSpink
8, LivePlanet
28, Warner Bros.
11,Gold/Miller Productions
12,Village Roadshow Pictures
5,DNA Films
16,Columbia Pictures
10, Wayans Bros. Entertainment
15, Relativity Media
10,WingNut Films
12, CinÃ©CinÃ©ma
13, Scott Rudin Productions
8,Lakeshore Entertainment
7, No Trace Camping
17,Isle of Man Film
10, Subterranean Productions LLC
5, GreeneStreet Films
12, JLT Productions
44,Lucasfilm
24, Constantin Film Produktion
7, Paramount Animation
5, Lionsgate
17, Relativity Media
15, Affirm Films
9, PathÃ© Renn Productions
15, Grosvenor Park Productions
9,Warner Bros. Pictures
14,Ghost House Pictures
15, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG
12,Walt Disney Pictures
14, Warner Bros.
13, ApolloMedia Distribution
6, PathÃ©
7, Yari Film Group
9, Shady Acres Entertainment
11,Lionsgate
15, Beacon Pictures
11, DMG Entertainment
44,Lucasfilm
26, Twentieth Century Fox Film Corporation
11, Propaganda Films
14,New Line Cinema
10, David Dobkin Productions
11, DiNovi Pictures
10, Indelible Productions
11, Exclusive Media Group
8, Silverwood Films
18,Universal Pictures
7,Screen Gems
27, Moving Pictures
17,Walt Disney Pictures
8,United Artists
17, Herold Productions
9,HanWay Films
4,New Line Cinema
15,Universal Pictures
27, 80 Days Productions
10, DreamWorks SKG
15, Bob Yari Productions
3, Gold/Miller Productions
20,Walden Media
14, Dan Films
15, Alta Loma Entertainment
14, Regency Enterprises
21, Relativity Media
33, Plan B Entertainment
2, Marvel Enterprises
19, Thunder Road Pictures
12,Emmett/Furla Films
16, Bazmark Films
12, Bluegrass Films
14, John Wells Productions
20, Portobello Studios
7,Ixtlan
6, Trackform Film Productions
15,Legendary Pictures
5, PathÃ©
19,Twentieth Century Fox Film Corporation
16, Maverick Films
11, Peninsula Films
12, Bandito Brothers
21,20th Century Fox
5, Chartoff-Winkler Productions
13,Columbia Pictures
27, Next Entertainment
9, Rising Star
13,Walt Disney Studios Motion Pictures
12, Fake Empire
7, I Remember Productions
29, Pathe
6, Anka Film
8, Grosvenor Park Productions
16, American Zoetrope
20,Marvel Studios
33, Chris Lee Productions
17, British Film Institute (BFI)
8, Wintergreen Productions
13,Canal Plus
16,DreamWorks SKG
13, Walden Media
5, Lawrence Gordon Productions
18, DreamWorks Pictures
28,DreamWorks SKG
9,WingNut Films
8,Paramount Pictures
18, Screen Gems
4,Universal Pictures
13, Shady Acres Entertainment
8, Apatow Productions
10,Marvel Studios
11, Indochina Productions
18, Current Entertainment
5,Dimension Films
7, Weed Road Pictures
21, Metro-Goldwyn-Mayer (MGM)
23,Fox Searchlight Pictures
4,Di Bonaventura Pictures
17,Columbia Pictures
27, Platinum Dunes
22,Universal Pictures
18,Mike Zoss Productions
16, Epsilon Motion Pictures
11, Brookwell-McNamara Entertainment
13, Canal Plus
15,Universal Pictures
23,Marvel Studios
15,Lions Gate Films
15,Universal Pictures
10,Rogue Pictures
15, Amblin Entertainment
30, Fox 2000 Pictures
15,DreamWorks SKG
8, LivePlanet
16, Key Creatives
14, Metro-Goldwyn-Mayer (MGM)
16, Wild West Picture Show Productions
8, Apatow Productions
14, Warner Bros.
14, TSG Entertainment
19,Paramount Pictures
11,Scott Rudin Productions
34, Lin Pictures
16, TSG Entertainment
46,Saturn Films
6, 40 Acres & A Mule Filmworks
7,Spyglass Entertainment
20, Gran Via Productions
13, WideAwake
25, One Race Productions
26,Columbia Pictures
14,Canal+
5,Paramount Pictures
7, DreamWorks Animation
10,Marvel Studios
15, Temple Hill Entertainment
8, Di Bonaventura Pictures
8, City Productions
14, Epsilon Motion Pictures
12, Prescience
13, Touchstone Pictures
10, Free State Pictures
28, Platinum Dunes
4, Kilburn Media
19, Albert S. Ruddy Productions
12, Miracle Pictures
10,Twentieth Century Fox Film Corporation
