brand,categories
741,"3901.0, 3902.0, 3900.0, 3902.0"
742,2340.0
743,"NaN, 3867.0"
744,"3901.0, 3911.0, 3900.0, 3900.0, 3901.0, 3901.0, 3911.0, 1807.0, 3910.0, 3900.0, 669.0, NaN, 3903.0, 3905.0, 3903.0"
745,"3901.0, 1229.0, 3999.0, 3910.0, 1091.0, 3654.0, 3999.0, 4159.0, 705.0, 2872.0, 2334.0, 3867.0, 2800.0, 870.0, 2919.0, 870.0, 278.0, 3067.0, 2909.0, 803.0, 3905.0, 2372.0, 3912.0, 3910.0, 3933.0, 1668.0, 1704.0, 803.0, 3900.0, 1711.0, 3912.0, 1576.0, 1668.0, 1973.0, 1694.0, 4158.0, 820.0, 1668.0, 1124.0, 1668.0, 3310.0, 2389.0, 3916.0, 4158.0, 4115.0, 3503.0, 1973.0, 3443.0, 777.0, 807.0, 1350.0, 1350.0, 3901.0, 3901.0, 813.0, 3910.0, 4160.0, 4115.0, 4160.0, 2995.0, 2995.0, 3262.0, 2372.0, 2872.0, 3503.0, 2995.0, 2372.0, 3901.0, 3900.0, 1576.0, 1124.0, 2457.0, 3900.0, 4100.0, 480.0, 3903.0, 3901.0, 3150.0, 3503.0, 3902.0, 2389.0, 3903.0, 3503.0, 3902.0, 4115.0, 3310.0, 2199.0, 3901.0, 2995.0, 3900.0, 3902.0, 3912.0, 2995.0, 3900.0, 3503.0, 3503.0, 2389.0, 3503.0, 3262.0, 3901.0, 3424.0, 3910.0, 2372.0, 392.0, 4099.0, 2995.0, 4020.0, 3915.0, 1184.0, 4019.0, 2995.0, 1576.0, 1668.0, 1760.0, 2372.0, 3900.0, 789.0, 4158.0, 3654.0, 2863.0, 1973.0, 3424.0, 3915.0, 2872.0, 3503.0, 3904.0, 3915.0, 2636.0, 3900.0, 3999.0, 1668.0, 2919.0, 2389.0, 2995.0, 2995.0, 3053.0, 3900.0, 2909.0, 2457.0, 3625.0, 3902.0, 1668.0, 2995.0, 411.0, 4158.0, 3310.0, 2919.0, 3900.0, 3901.0, 4099.0, 2325.0, 2372.0, 4120.0, 1668.0, 2995.0, 2325.0, 3901.0, 1711.0, 2389.0, 3985.0, 4005.0, 3985.0, 2615.0, 1668.0, 2919.0, 3900.0, 3915.0, 1415.0, 1576.0, 3914.0, 3924.0, 2005.0, 3867.0, 2995.0, 4099.0, 386.0, 803.0, 3933.0, 4115.0, 4120.0, 1423.0, 1668.0, 3914.0, 3902.0, 1350.0, 3933.0, 3902.0, 3911.0, 219.0"
746,"NaN, 3424.0, 3939.0, 1807.0"
748,"3241.0, 3902.0, 3916.0, 3902.0, 284.0, 3639.0, 2422.0, 308.0, 3900.0, 308.0, 3916.0, 2422.0, 2961.0, 2446.0, 2325.0, 3613.0, 3837.0, 3639.0, 3639.0, 3755.0, 2995.0, 411.0, 12.0, 427.0, 1041.0, 4213.0, 2961.0, 308.0, 3613.0, 3639.0, 3916.0, 2961.0, 3900.0, 817.0, 2345.0, 578.0, 2422.0, 1229.0, 2961.0, 1083.0, 178.0, 3613.0, 2422.0, 3444.0, 2325.0, 3916.0, 3561.0, 2961.0, 3604.0, 3916.0, 3901.0, 2961.0, 3639.0, 340.0, 3639.0, 332.0, 3903.0, 3916.0, 1873.0, 3900.0, 2605.0, 3911.0, 3639.0, 3639.0, 2961.0, 1472.0, 146.0, 277.0, 3639.0, 2737.0, 12.0, 2345.0, 1807.0, 2256.0, 3142.0, 1694.0, 2961.0, 3903.0, 2422.0, 3901.0, 1472.0, 394.0, 3900.0, 1705.0, 2422.0, 3424.0, 146.0, 284.0, 3916.0, 2863.0, 1085.0, 702.0, 3062.0, 2422.0, 2422.0, 579.0, 4192.0, 3916.0, 2961.0, 2197.0, 3901.0, 1085.0, 308.0, 1749.0, 3639.0, 3613.0, 3902.0, 2961.0, 3901.0, 308.0, 3502.0, 2961.0, 3900.0, 3903.0, 3900.0, 1351.0, 2737.0, 1323.0, 3447.0, 1628.0, 3902.0, 3916.0, 1614.0, 1323.0, 1091.0, 1146.0, 3956.0, 1694.0, 3613.0, 2961.0, 3613.0, 2961.0, 1323.0, 702.0, 2961.0, 308.0, 3901.0, 3911.0, 2961.0, 178.0, 3903.0, 308.0, 3639.0, 3910.0, 2737.0, 3902.0, 3970.0, 2961.0, 1472.0, 3755.0, 3900.0, 3676.0, 2422.0, 2961.0, 3639.0, 579.0, 2961.0, 3902.0, 4255.0, 2961.0, 2961.0, 308.0, 767.0, 3639.0, 2737.0, 3139.0, 3900.0, 2125.0, 1694.0, 308.0, 1694.0, 2422.0, 1694.0, 2737.0, 1472.0, 3917.0, 3639.0, 4133.0, 3903.0, 2519.0, 308.0, 12.0, 1472.0, 1091.0, 1472.0, 2011.0, 3639.0, 2961.0, 3903.0, 3639.0, 3639.0, 702.0, 2961.0, 3917.0, 3613.0, 3502.0, 1694.0, 1085.0, 3639.0, 1091.0, 460.0, 3639.0, 308.0, 2422.0, 3424.0, 1749.0, 3639.0, 3424.0, 3639.0, 1472.0, 2961.0, 308.0, 1694.0, 3916.0, 1694.0, 1930.0, 3639.0, 3910.0, 1694.0, 3139.0, 2961.0, 3903.0, 3900.0, 1505.0, 2961.0, 2961.0, 221.0, 3062.0, 2737.0, 2422.0, 2833.0, 2197.0, 3901.0, 2345.0, 2961.0, 2446.0, 3595.0, 1578.0, 3639.0, 1505.0, 3139.0, 3639.0, 2961.0, 3916.0, 308.0, 2256.0, 1628.0, 1694.0, 2737.0, 3595.0, 1085.0, 3613.0, 2605.0, 178.0, 2422.0, 3639.0, 3639.0, 2961.0, 2593.0, 3902.0, 3639.0, 3688.0, 3916.0, 557.0, 1323.0, 2737.0, 3447.0, 1085.0, 2197.0, 284.0, 870.0, 2961.0, 2197.0, 2737.0, 1564.0, 3529.0, 3900.0, 4039.0, 3639.0, 460.0, 4137.0, 3688.0, 2519.0, 3639.0, 1472.0, 2796.0, 2961.0, 3903.0, 2256.0, 2961.0, 1772.0, 3604.0, 3910.0, 284.0, 308.0, 1705.0, 1085.0, 3639.0, 2833.0, 308.0, 2422.0, 3688.0, 3502.0, 3424.0, 3639.0, 3639.0, 3903.0, 3062.0, 3639.0, 2422.0, 3900.0, 2496.0, 2345.0, 2961.0, 2345.0, 2818.0, 1587.0, 2422.0, 3529.0, 3639.0, 3195.0, 3595.0, 146.0, 12.0, 1764.0, 3639.0, 2961.0, 2308.0, 3424.0, 385.0, 3901.0, 4071.0, 870.0, 644.0, 1578.0, 3654.0, 2256.0, 3903.0, 3900.0, 3639.0, 1694.0, 3436.0, 284.0, 3910.0, 3604.0, 3195.0, 12.0, 3554.0, 2345.0, 1382.0, 1091.0, 3639.0, 221.0, 1980.0, 3595.0, 3639.0, 1749.0, 870.0, 3150.0, 1694.0, NaN, 2961.0, 2737.0, 3639.0, 1091.0, 3910.0, 427.0, 1323.0, 13.0, 1587.0, 308.0, 1694.0, 2091.0, 3901.0, 1772.0, 3228.0, 3901.0, 1404.0, 3910.0, 1122.0, 1421.0, 3903.0, 2961.0, 163.0, 3755.0, 1404.0, 3949.0, 3436.0, 1085.0, 4214.0, 3901.0, 3915.0, 2422.0, 1472.0, 74.0, 2737.0, 1083.0, 579.0, 1323.0, 2243.0, 74.0, 2961.0, 2961.0, 1085.0, 604.0, 340.0, 3903.0, 1193.0, 2099.0, 266.0, 3902.0, 3902.0, 2422.0, 2961.0, 266.0, 1578.0, 2422.0, 3901.0, 580.0, 2203.0, 2961.0, 3639.0, 1564.0, 1694.0, 3902.0, 3910.0, 3904.0, 3916.0, 340.0, 3900.0, 1351.0, 3901.0, 284.0, 3639.0, 1760.0, 1041.0, 111.0, 3554.0, 12.0, 3604.0, 3042.0, 3901.0, 3529.0, 2593.0, 2872.0, 1255.0, 3900.0, 3595.0, 3903.0, 579.0, 3654.0, 427.0, 3688.0, NaN, 3457.0, 2737.0, 2273.0, 1807.0, 1164.0, 3613.0, 1920.0, 870.0, 3970.0, 2961.0, 3916.0, 3639.0, 3639.0, 2446.0, 1351.0, 3688.0, 1694.0, 3916.0, 3901.0, 3502.0, 1775.0, 1472.0, 1472.0, 3688.0, 3042.0, 3916.0, 3903.0, 3688.0, 3902.0, 1138.0, 580.0, 3230.0, 1807.0, 1421.0, 1675.0, 3639.0, 427.0, 1694.0, 1772.0, 308.0, 1694.0, 2961.0, 2422.0, 3604.0, 2658.0, 3916.0, 2197.0, 3639.0, 3195.0, 3639.0, 3916.0, 1564.0, 3639.0, 2863.0, 1807.0, 3561.0, 1138.0, 1764.0, 2422.0, 2961.0, 3262.0, 2273.0, 3916.0, 1138.0, 308.0, 2519.0, 178.0, 274.0, 2256.0, 1404.0, 4068.0, 3910.0, 3901.0, 2496.0, 2737.0"
749,"81.0, 81.0, 3228.0, 1617.0, 81.0, 1807.0, 81.0"
751,"2995.0, 3424.0"
752,"4231.0, 4040.0, 2097.0, 3922.0, 3775.0, 2547.0, 2797.0, 4039.0, 4063.0, 545.0, 3961.0, 1348.0, 327.0, 3934.0, 580.0, NaN, 813.0, 4104.0, 4140.0, NaN, NaN, 4069.0, 2005.0, NaN, 1879.0, NaN, 74.0, 3459.0, NaN, 1330.0, NaN, 3668.0, 327.0, NaN, 4085.0, NaN, 3051.0, 545.0, 2612.0, NaN, 1920.0, 4115.0, 2995.0, NaN, 3040.0, NaN, 1032.0, NaN, NaN, 480.0, NaN, 2738.0, 3911.0, 3413.0, 3961.0, NaN, 3900.0, NaN, 4231.0, NaN, 3902.0, NaN, 4053.0, 3047.0"
753,"NaN, 4053.0"
754,"1980.0, 1462.0, 1980.0, 914.0, 1467.0, 2951.0"
755,"NaN, NaN"
756,"41.0, 1518.0"
757,"3827.0, 821.0"
758,"1668.0, NaN, NaN, 545.0"
759,879.0
760,163.0
761,248.0
762,NaN
763,"3981.0, 3005.0, 3981.0, 3005.0, 3005.0, 3981.0, 3005.0"
764,"2731.0, 2731.0, 2226.0, 3953.0, 1095.0, 4209.0, 1459.0, 1390.0, 3901.0, 1095.0, 1095.0, 3903.0, 3901.0, 3900.0, 4208.0, 3902.0, 2731.0"
765,"3625.0, 2029.0, NaN, 3900.0, 3227.0, 1462.0, 862.0, 1283.0, 2473.0, 1591.0, 130.0, 2197.0, 2312.0, 1591.0, NaN, 2320.0, 1591.0, 3902.0, 1591.0, 1283.0, 30.0, 1807.0, 1793.0, 890.0, 188.0, 3902.0, 2312.0, 3653.0, 1283.0, 3903.0, 1501.0, 1591.0, 30.0, 2382.0, 81.0, 1283.0, NaN, 3267.0, 750.0, 1591.0, 1687.0, 3910.0, 3529.0, 1283.0, 1591.0, 1421.0, 750.0, 3903.0, 3424.0, 394.0, 3268.0, 1591.0, 1687.0, 3901.0, 188.0, 1591.0, 1283.0, 3529.0, 1060.0, 2197.0, 2731.0, 3394.0, 1501.0, 890.0, 3916.0, 3529.0, 2091.0, 1865.0, 1283.0, 1283.0, NaN, 1591.0, 3394.0, 3718.0, 3394.0, NaN, 557.0, NaN, 81.0, 2104.0, 3529.0, 1591.0, 779.0, 3394.0, NaN, 1283.0, 2658.0, 3775.0, 3916.0, 2091.0, 1807.0, 3495.0, 3625.0"
766,"3373.0, 1807.0, 2055.0, 1807.0, NaN, 3373.0, NaN, 2658.0, 3905.0, 3042.0, 3625.0, 385.0, 2176.0, 933.0, NaN, 2658.0, 3653.0, 2203.0, 994.0, 2256.0, 547.0, 2464.0, 1069.0, 3138.0, 3625.0, 3902.0, NaN, NaN, 136.0, 1980.0, 1920.0, 2746.0, 3900.0, 914.0, 2942.0, 3992.0, 2464.0, 136.0, 1807.0, 1807.0, 2973.0, 3042.0, 136.0, 3905.0, NaN, 3653.0"
767,"2129.0, 2129.0, NaN"
768,"3775.0, 2470.0, 1807.0, 2470.0, 3530.0, 2808.0, 1807.0, 2841.0, 3902.0, 3530.0, NaN, NaN, 1807.0, 547.0, 3138.0, 2658.0, 3942.0, 2716.0, 3923.0, 914.0, 2808.0, 1980.0, 3900.0, NaN, 914.0, 2470.0, 877.0, 1807.0, 3530.0, 1524.0, NaN, 468.0, 1807.0, NaN, 2716.0, 1980.0, 3775.0, 1807.0, NaN, 1807.0, 1807.0, NaN, 2203.0, 3523.0, 547.0, 1807.0, 3907.0, NaN, 3530.0, NaN, 2470.0, NaN, 2808.0, 2808.0, 3901.0, 547.0, NaN, NaN, 2808.0, 1807.0, 3530.0, 3530.0, 3530.0, 2808.0, 3653.0, 3932.0, 2848.0, 2808.0, NaN, 2848.0, NaN, 3523.0, 3530.0, 2808.0, 1560.0, 468.0, 975.0, 1920.0, NaN"
769,"1232.0, 2370.0, 3901.0, 2833.0, 2370.0, 3900.0, 3262.0, 3262.0, 3424.0, 3910.0, 1865.0, 3424.0, 3262.0, 3310.0, 2833.0, 3506.0, 3262.0, 3903.0, 3900.0, 1229.0, 3910.0, 3879.0, 3604.0, 3424.0, 578.0, 3262.0, 3604.0, 3262.0, 3903.0, 3424.0, 2833.0, 2370.0, 3424.0, 3902.0"
770,"1071.0, 2757.0, 2636.0"
771,"3902.0, 3708.0, 870.0, 879.0, 2790.0, 1021.0, 1138.0, 2790.0, 3900.0, 870.0, 870.0, 1000.0, 3902.0, 1247.0, 1817.0, 146.0, 146.0, 1138.0, 578.0, 515.0, 745.0, 3900.0, 870.0, 1083.0, 3825.0, 146.0, 870.0, 3915.0, 879.0, 2872.0, 735.0, 3900.0, 3910.0, 870.0, 3779.0, 411.0, 2119.0, 3903.0, 3195.0, 3902.0, 735.0, 2820.0, 411.0, 1359.0, 1083.0, 1119.0, 3911.0, 1083.0, 3262.0, 331.0, 3867.0, 1024.0, 1232.0, 3902.0, 3639.0, 745.0, 3901.0, 745.0, 3902.0, 1083.0, 1024.0, 578.0, 2790.0, 1359.0, 146.0, 74.0, 2995.0, 3273.0, 3229.0, 3575.0, 879.0, 3639.0, 2833.0, 879.0, 2382.0, 146.0, 1083.0, 870.0, 1083.0, 1950.0, 879.0, 1229.0, 3262.0, 3910.0, 3262.0, 3424.0, 2790.0, 2995.0, 1138.0, 3916.0, 1415.0, 1000.0, 3424.0, 1848.0, 3910.0, 146.0, 3901.0, 3900.0, 178.0, 745.0, 1091.0, 879.0, 1083.0, 2005.0, 2790.0, 635.0, 3901.0, 2995.0, 3566.0, 3901.0, 1138.0, 1209.0, 3575.0, 1848.0, 578.0, 2325.0, 2325.0, 3639.0, 497.0, 3654.0, 2833.0, 2833.0, 794.0, 146.0, 2032.0, 1889.0, 3755.0, 3497.0, 870.0, 3992.0, 3625.0, 1362.0, 146.0, 1209.0, 3566.0, 3902.0, 411.0, 2032.0, 2790.0, 3916.0, 1083.0, 1848.0, 3903.0, 1209.0, 2357.0, 2609.0, 2361.0, 2790.0, 3900.0, 879.0, 1848.0, 497.0, 870.0, 3901.0, 1904.0, 1209.0, 879.0, 3424.0, 879.0, 1209.0, 3262.0, 1091.0, 3903.0, 3779.0, 1138.0, 705.0, 3779.0, 1247.0, 3915.0, 745.0, 735.0, 2864.0, 601.0, 3779.0, 3901.0, 318.0, 3229.0, 635.0, 3090.0, 1415.0, 1247.0, 745.0, 1138.0, 318.0, 3967.0, 491.0, 578.0, 870.0, 3575.0, 3901.0, 1164.0, 2138.0, 3916.0, 870.0, 3900.0, 2864.0, 3379.0, 2138.0, 3910.0, 3209.0, 1628.0, 3900.0, 1415.0, 1855.0, 2674.0, 2864.0, 745.0, 879.0, 318.0, 1209.0, 2864.0, 3928.0, 3379.0, 1855.0, 2872.0, 1209.0, 3262.0, 463.0, 879.0, 3902.0, 3090.0, 3902.0, 3604.0, 667.0, 2334.0, 3262.0, 879.0, 3903.0, 1184.0, 879.0, 2790.0, 3262.0, 2325.0, 2368.0, 745.0, 3625.0, 23.0, 2361.0, 879.0, 879.0, 146.0, 870.0, 491.0, 1209.0, 4105.0, 2833.0, 1083.0, 2609.0, 2674.0, 1091.0, 3266.0, 601.0, 1855.0, 1083.0, 515.0, 3379.0, 533.0, 3934.0, 3262.0, 3915.0, 522.0, 806.0, 1019.0, 1083.0, 1083.0, 2674.0, 3566.0, 2005.0, 745.0, 1855.0, 3090.0, 3915.0, 2790.0, 2032.0, 907.0, 3901.0, 3776.0, 2872.0, 3903.0, 2032.0, 3903.0, 2361.0, 635.0, 3779.0, 3915.0, 2995.0, 1024.0, 1855.0, 3970.0, 1694.0, 3910.0, 745.0, 870.0, 879.0, 3639.0, 386.0, 870.0, 879.0, 1138.0, 1817.0, 99.0, 68.0, 2361.0, 2361.0, 745.0, 1083.0, 3910.0, 3639.0, 1083.0, 3090.0, 146.0, 3229.0, 2796.0, 2790.0, 2833.0, 870.0, 568.0, 1000.0, 635.0, 3985.0, 870.0, 3379.0, 3379.0, 318.0, 1019.0, 3262.0, 3902.0, 983.0, 3914.0, 3913.0, 318.0, 3090.0, 3262.0, 1091.0, 3900.0, 1164.0, 3779.0, 74.0, 3903.0, 2995.0, 2833.0, 3262.0, 2790.0, 870.0, 3566.0, 2872.0, 2361.0, 3625.0, 3229.0, 2790.0, 3262.0, 3424.0, 870.0, 3379.0, 3902.0, 690.0, 1083.0, 1138.0, 745.0, 3262.0, 3575.0, 1083.0, 3262.0, 3229.0, 870.0, 3903.0, 1209.0, 2370.0, 4030.0, 1238.0, 1116.0, 2032.0, 3262.0, 3262.0, 870.0, 3639.0, 3903.0, 3209.0, 2111.0, 879.0, 2686.0, 3912.0, 3902.0, 1904.0, 3262.0, 879.0, 3901.0, 745.0, 3903.0, 2111.0, 2995.0, 2872.0, 318.0, 2361.0, 2138.0, 3916.0, 146.0, 1021.0, 2833.0, 3928.0, 1362.0, 1848.0, 1138.0, 3379.0, 2674.0, 3903.0, 871.0, 3444.0, 515.0, 2005.0, 74.0, 3910.0, 3903.0"
772,"870.0, 3455.0, 667.0, 879.0, 2790.0, 2646.0, 3540.0, 955.0, 879.0, 146.0, 382.0, 767.0, 1930.0, 146.0, 1855.0, 3915.0, 3779.0, 3916.0, 1230.0, 1855.0, 1855.0, 1138.0, 568.0, 3455.0, 1138.0, 1229.0, 3902.0, 870.0, 3900.0, 705.0, 3914.0, 2777.0, 3976.0, 2646.0, 3455.0, 491.0, 3755.0, 1359.0, 879.0, 1904.0, 491.0, 1138.0, 1855.0, 284.0, 1138.0, 146.0, 3900.0, 1760.0, 277.0, 879.0, 1247.0, 720.0, 2833.0, 1855.0, 2997.0, 2833.0, 2790.0, 1091.0, 2833.0, 1855.0, 522.0, 3879.0, 3090.0, 1138.0, 146.0, 879.0, 3090.0, 1091.0, 879.0, 1855.0, 1229.0, 1855.0, 1855.0, 2138.0, 2325.0, 2790.0, 2833.0, 277.0, 373.0, 2777.0, 1230.0, 879.0, 1138.0, 2663.0, 3455.0, 1164.0, 2997.0, 3992.0, 2833.0, 2995.0, 2790.0, 3577.0, 2596.0, 3688.0, 3976.0, 3262.0, 12.0, 3455.0, 19.0, 2605.0, 3455.0, 1359.0, 2995.0, 879.0, 3209.0, 12.0, 3577.0, 2833.0, 3229.0, 3455.0, 2032.0, 3017.0, 3913.0, 1855.0, 497.0, 667.0, NaN, 1138.0, 667.0, 1855.0, 1091.0, 2287.0, 146.0, 879.0, 1855.0, 277.0, 1884.0, 2997.0, 3455.0, 3902.0, 3765.0, 411.0, 1138.0, 2833.0, 1138.0, 1855.0, 3915.0, 1658.0, 3916.0, 1855.0, 879.0, 3916.0, 3910.0, 2790.0, 1855.0, 308.0, 1053.0, 1138.0, 2833.0, 3455.0, 3992.0, 2997.0, 411.0, 2790.0, 3913.0, 568.0, 870.0, 3455.0, 3765.0, 3209.0, 1855.0, 794.0, 1402.0, 2833.0, 146.0, 2032.0, 2325.0, 3577.0, 2997.0, 2790.0, 879.0, 3577.0, 3915.0, 3910.0, 3273.0, 2777.0, 1164.0, 2833.0, 3229.0, 1138.0, 3136.0, 907.0, 2032.0, 2325.0, 3817.0, 3900.0, 3915.0, 373.0, 2663.0, 3455.0, 3455.0, 3455.0, 1138.0, 3090.0, 1247.0, 3312.0, 2997.0, 667.0, 879.0, 3916.0, 146.0, 2997.0, 1091.0, 1855.0, 2713.0, 3903.0, 3914.0, 3902.0, 3901.0, 1694.0, 1884.0, 879.0, 2833.0, 3976.0, 3900.0, 146.0, 3424.0, 146.0, 3976.0, 175.0, 578.0, 146.0, 879.0, 2602.0, 277.0, 522.0, 3913.0, 1229.0, 1855.0, 2138.0, 146.0, 879.0, 2833.0, 3914.0, 1884.0, 284.0, 1138.0, 2997.0, 3262.0, 284.0, 2615.0, 1091.0, 3455.0, 146.0, 2833.0, 3913.0, 1138.0, 3090.0, NaN, 2959.0, 1855.0, 3209.0, 146.0, 111.0, 3916.0, 3902.0, 3903.0, 2777.0, 2997.0, 3911.0, 1884.0, 146.0, 3455.0, 3765.0, 879.0, 3779.0, 3903.0, 3901.0, 2790.0, 146.0, 3765.0, 1884.0, 2138.0, 1387.0, 1889.0, 3455.0, 2125.0, 3902.0, 879.0, 1855.0, 1855.0, 3915.0, 373.0, 3455.0, 1694.0, 3901.0, 2602.0, 879.0, 3455.0, 65.0, 2646.0, 578.0, 411.0, 3903.0, 1138.0, 3688.0, 3455.0, 3591.0, 568.0, 3914.0, 308.0, 3577.0, 794.0, 879.0, 2777.0, 3575.0, 3455.0, 1091.0, 2646.0, 146.0, 879.0, 794.0, 1053.0, 3455.0, 1138.0, 3902.0, 3779.0, 1230.0, 578.0, 667.0, 1091.0, 578.0, 1230.0, 2790.0, 568.0, 2602.0, 2325.0, 3688.0, 1904.0, 3540.0, 2605.0, 879.0, 2790.0, 3455.0, 411.0, 879.0, 879.0, 146.0, 12.0, 3765.0, 3992.0, 3455.0, 3424.0, 2790.0, 879.0, 1138.0, 2646.0, 3902.0, 3913.0, 3577.0, 3455.0, 3910.0, 2790.0, 146.0, 146.0"
773,2382.0
774,"585.0, 3960.0"
775,"2833.0, 3662.0, 870.0, 2005.0, 1889.0, 1782.0, 3953.0, 386.0, 1889.0, 386.0, 419.0, 1083.0, 3424.0, 1184.0, 3013.0, 74.0, 3424.0, 3985.0, 1247.0, 419.0, 3424.0, 3625.0, 419.0, 2995.0, 3639.0, 3424.0, 4105.0, 178.0, 870.0, 1083.0, 3654.0, 870.0, 1238.0, 4296.0, 690.0, 955.0, 1782.0, 1238.0, 3625.0, 419.0, 3424.0, 3639.0, 2872.0, 3625.0, 1000.0, 1083.0, 419.0, 419.0, 1848.0"
776,"2256.0, 1518.0, 1518.0"
777,"NaN, 2422.0, 3639.0, 1508.0, NaN, 284.0, 3639.0, 3639.0, 3639.0, 3424.0, 1694.0, NaN, NaN, NaN, 2593.0"
778,2849.0
779,"1066.0, 2951.0, 2402.0, 189.0, 189.0"
780,"2049.0, 592.0, 3866.0, 3820.0, 3956.0, NaN, 3981.0, 3955.0, NaN"
781,3138.0
782,"1908.0, 308.0, 2757.0, 146.0, 1908.0, 1694.0, 3017.0, 2863.0, 2119.0, 1950.0, 1908.0, 1694.0, 1387.0, 3784.0, 2119.0, 3916.0, 2863.0, 3916.0, 3017.0, 2863.0, 2412.0, 3604.0, 1281.0, 2044.0, 568.0, 3910.0, 1025.0, 2261.0, 3497.0, 19.0, 3916.0, 1138.0, 1392.0, 3262.0, 146.0, 3916.0, 3901.0, 3755.0, 3262.0, 435.0, 3639.0, 2287.0, 648.0, 3755.0, 3017.0, 2863.0, 3262.0, 150.0, 2605.0, 944.0, 2119.0, 3826.0, 1908.0, 1470.0, 3136.0, 3916.0, 137.0, 2636.0, 2636.0, 1392.0, 435.0, 2717.0, 1402.0, 2863.0, 3150.0, 3776.0, 1430.0, 1138.0, 1838.0, 2863.0, 19.0, 1132.0, 2782.0, 435.0, 1138.0, 1187.0, 1908.0, 648.0, 1694.0, 435.0, 435.0, 648.0, 1132.0, 2820.0, 2412.0, 1402.0, 1132.0, 1694.0, 3825.0, 435.0, 2906.0, 870.0, 870.0, 3903.0, 3916.0, 667.0, 3916.0, 648.0, 3424.0, 3424.0, 3916.0, 1889.0, 1229.0, 2990.0, 1392.0, 3591.0, 3916.0, 2412.0, 435.0, 3497.0, 3916.0, 3034.0, 1429.0, 648.0, 1138.0, 3625.0, 2325.0, 2636.0, 1429.0, 2119.0, 435.0, 1392.0, 955.0, 1359.0, 435.0, 3.0, 3826.0, 1694.0, 2636.0, 1091.0, 65.0, 3263.0, 690.0, 3918.0, 2782.0, 3900.0, 2863.0, 2863.0, 3902.0, 2990.0, 208.0, 2412.0, 1091.0, 3916.0, 1132.0, 3262.0, 648.0, 2790.0, 1849.0, 1229.0, 2217.0, 2119.0, 3916.0, 137.0, 1908.0, 137.0, 1694.0, 3916.0, 3900.0, 1247.0, 3901.0, 1076.0, 3916.0, 1229.0, 1694.0, 3424.0, 1855.0, 3150.0, 3262.0, 2636.0, 2412.0, 2636.0, 1430.0, 2412.0, 435.0, 3916.0, 2325.0, 1138.0, 435.0, 3844.0, 926.0, 3880.0, 870.0, 1694.0, 2387.0, 2725.0, 2782.0, 1138.0, 578.0, 2412.0, 137.0, 2261.0, 3825.0, 3903.0, 3150.0, 2261.0, 2069.0, 2378.0, 3604.0, 3916.0, 1091.0, 411.0, 3916.0, 3817.0, 1184.0, 3916.0, 2990.0, 1238.0, 1132.0, 648.0, 2863.0, 3017.0, 2412.0, 2790.0, 1025.0, 3916.0, 3825.0, 1192.0, 435.0, 3150.0, 1694.0, 2032.0, 1694.0, 3916.0, 2119.0, 2387.0, 1184.0, 2833.0, 3916.0, 3017.0, 2550.0, 2387.0, 146.0, 2261.0, 3745.0, 1889.0, 2069.0, 926.0, 435.0, 2990.0, 1299.0, 146.0, 944.0, 137.0, 2032.0, 1091.0, 1091.0, 2412.0, 2863.0, 2833.0, 3916.0, 926.0, 3916.0, 1694.0, 2863.0, 1849.0, 944.0, 690.0, 720.0, 435.0, 1138.0, 2412.0, 1694.0, 146.0, 2069.0, 2863.0, 578.0, 3090.0, 1299.0, 2032.0, 1524.0, 2717.0, 3916.0, 3916.0, 1132.0, 2636.0, 1091.0, 879.0, 3825.0, 3903.0, 2863.0, 860.0, 2044.0, 1392.0, 578.0, 2069.0, 1138.0, 308.0, 2863.0, 578.0, 1132.0, 1392.0, 3916.0, 3825.0, 1889.0, 648.0, 435.0, 1281.0, 146.0, 308.0, 146.0, 2833.0, 382.0, 648.0, 2119.0, 435.0, 667.0, 1164.0, 3903.0, 2636.0, 3497.0, 3916.0, 2852.0, 1429.0, 1299.0, 137.0, 137.0, 1908.0, 3916.0, 2387.0, 19.0, 435.0, 1694.0, 1138.0, 601.0, 2209.0, 1053.0, 2990.0, 926.0, 2636.0, 1025.0, 3776.0, 435.0, 2990.0, 2069.0, 1694.0, 3903.0, 3262.0, 2032.0, 2209.0"
