unit_cogs,name,quantity,Index,group
9.91525423728814,CUKIERKI PUDROWE LUZ,0.59,19696,SWEETS
0.74,WODA PRIMAWERA 0_5 L GAZ,8,10300,DRINK_JUICE
4.69,BRYKIET 2 KG,1,11446,GENERAL
8.1,WINO EGRI BIKAVER BARTEX 12% 0_75L,1,16466,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
2.75,WODKA DRINK SOBIESKI 025ML CRANBERRY4.4%,8,23003,ALCOHOL
1.44,SONKO KASZA JECZMIENNA PERLOWA 4*100G,7,14374,GROATS_RICE_PASTA
11.0065359477124,PAROWKOWA Z  DROBIEM KG,1.53,17289,POULTRY
1.65,AMINO BLYSK  KARTOFLE PO POZNAN.65 G,2,11838,GENERAL
0.72,WIN BUDYN CZEKOLADOWY 63GR,9,13662,GENERAL_FOOD
9.3,WINO GRENACHE ROZE 0_7 PÓL/S?ODKIE,1,22938,ALCOHOL
6.11,LODY KOLOROWE LATO 1 L,1,15902,ICE_CREAMS_FROZEN
1.41,JOGOBELA 150 G 0 %,19,8415,DAIRY_CHESSE
2.22,NAP BAHAMA JAB?KOWY 100% 1 L,4,10652,DRINK_JUICE
3.2098871442590804,KT JABLKO CZERWONE,81.52,21724,VEGETABLES
1.4,KUBUS PLAY MAR/TRUS/LIMETKA,1,9024,DRINK_JUICE
1.5,JOGURT JOVI 350 G PITNY,9,7445,DAIRY_CHESSE
2.99,LUDWIK MLECZKO DO CZYSZCZENIA 300 ML,1,3454,CHEMISTRY
1.35,LODY SOLO,2,15344,ICE_CREAMS_FROZEN
2.13,SUROWKA,2,19816,SWEETS
2.03,NAP TYMBARK 1 L  WISNIA JABLK0,10,9088,DRINK_JUICE
1.13,AMINO BLYSK  BARSZCZ CZERWONY,10,12567,GENERAL_FOOD
0.478392857142857,LIZAK SMOCZEK 1 SZT,56,19561,SWEETS
5.52,OLEJ LNIANY 200 ML,5,17592,GENERAL_ITEMS
11.64,PAP CAMEL SUBTLE,1,5361,CIGARETTES
2.40285714285714,PRIMA 100 G MIELONA,42,6045,COFFEE TEA
2.5,MILKA CZEKOLADA LACIATA 100G,3,20174,SWEETS
1.4,KASZKA MANNA 400 G MELVIT,1,14439,GROATS_RICE_PASTA
0.79,KLEJ BIUROWY,4,2836,CHEMISTRY
1.89,WODA ZYWIEC 1_5 L N/G CYTRYNA,4,8850,DRINK_JUICE
2.2,C CHLEB MAZOWIECKI 600G_,62,1234,BREAD
1.96,MAR SMAKOWITA 250,8,7278,DAIRY_CHESSE
5.0,WINO BULGARIS POL/SLODKIE ROZOWE 0_75,1,22908,ALCOHOL
3.17,MLEKO KOKOSOWE 250 ML,2,11569,GENERAL
5.73913043478261,BURGERY Z WARZYWAMI LUZ RYBNE,1.15,14662,ICE_CREAMS_FROZEN
1.3016535433070902,PACZEK/JAGODZIANKA,127,1245,BREAD
2.13,DO CUKIER Z POMARANCZA,5,22196,VEGETABLES
2.32,KLEJ KROPELKA,5,3441,CHEMISTRY
3.75,SZPINAK 250G,2,21462,VEGETABLES
3.63,WIN SOS CHRZANOWY 250ML,1,16186,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
4.79,BREF KULKI WC PERFUME,1,3598,CHEMISTRY
1.46,DROPS WERTHERS ORIGINAL 50G,3,19914,SWEETS
1.94,GILLETTE MASZYNKA BLU 2 PLUS,2,3233,CHEMISTRY
0.7303125,GRZESKI MEGA W CZEKOLADZIE 48 G,64,20581,SWEETS
1.19,PATYCZKI BELLA FOLIA 160 T,2,2713,CHEMISTRY
10.68,PAP CHESTERFIELD PSTRYK 20,3,5498,CIGARETTES
16.34,WODKA STOCK PRESTIGE 500ML,3,16470,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
2.96,SER LA POLLE BRI 125 G,3,7686,DAIRY_CHESSE
9.5,S SERNIK,5,12167,GENERAL_FOOD
10.248148148148099,PAP ROTHMANS BLU 100,27,4965,CIGARETTES
0.8959999999999999,WODA CISOWIANKA 1_5 L LEKKI GAZ,10,10453,DRINK_JUICE
3.7,WARZYWA NA PATELNIE AZJA -NORDIS,2,22192,VEGETABLES
1.445,SEREK WIEJSKI 150G LEKKI PIATNICA,6,7531,DAIRY_CHESSE
1.21,SER TOP TYLZYCKI SERTOP,3,6923,DAIRY_CHESSE
3.39,FILET SLEDZIOWY W POMID.175G LOSOS,1,1680,POULTRY
2.02,WAFLE SUCHE,1,19627,SWEETS
1.64,PIWO TYSKIE KLASYCZNE 0_5 BUT.ZW,2,282,ALCOHOL
1.01,BATON SNICKERS 50 G,36,20293,SWEETS
2.53,ZELATYNA SPOZYWCZA 50G CYKORIA,1,13027,GENERAL_FOOD
2.79,BREF 4-FORMULA AKTIV,1,3196,CHEMISTRY
1.11,HERB RUMIANEK 20 EX POSTI,4,5696,COFFEE TEA
2.9617647058823504,NAP TYMBARK 2L ASEPTIC POM/BRZOSK,17,10061,DRINK_JUICE
6.45,SZPARAGI ROLNIK 370ML ROLMIK,1,12827,GENERAL_FOOD
0.92,ZAPALNICZKA KOLOR,32,4911,CIGARETTES
3.6,TABLETKI PIEC ZIÓL GARD?O,1,11826,GENERAL
1.46,RYZ SARITA BIALY DLUGOZIAR. 4x100G KAR,5,14423,GROATS_RICE_PASTA
2.14,CIASTKA ROSHEN CHOCO 150 G,1,19694,SWEETS
2.4,NAP FANTA 1L GAZ,15,9985,DRINK_JUICE
2.29,SMAK MAK SURÓWKA KOPERKOWA 300G,1,11504,GENERAL
2.4,DANIE KACHNY KLOPSIKI 500 G W SOSIE KOPE,2,12239,GENERAL_FOOD
3.62,PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK,12,1826,POULTRY
1.99,KNORR FIX SPAGH_BOLOGNESE ZIOLA,6,19745,SWEETS
3.35,PUR 900 ML BALSAAM,2,2236,CHEMISTRY
1.42,SEREK SMACZEK 125G JANA NATURALNY,12,7330,DAIRY_CHESSE
0.75,CHRUPKI KUKUR. CELKA 70GR OPAK 25 SZT,89,18801,SWEETS
6.06,DELEKTA CUKIER ?ELUJ?CY  500GR 2*1,1,18532,SPICES
0.9,AMINO BLYSK GRZYBOWA  BOROWIKAMI 58 G,10,16563,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
1.2,LODY ORANZADOWE 50 ML,15,14965,ICE_CREAMS_FROZEN
3.9,MIOD WIELOKWIATOWY 220 G BASNIOWA PASI,2,16593,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
0.64,BRANZOLETKA SWIECACA  1 SZT,12,19673,SWEETS
1.32,SER KIELBASKI MLEKOWITA 100 G Z PIEPRZEM,1,7894,DAIRY_CHESSE
3.71,TUNCZYK W OLEJU ORKA 170 G,1,10913,POULTRY
1.3296551724137902,DROZDZOWKA DROZDZOWA,174,1046,BREAD
16.5588235294118,METKA CEBULOWA KG,0.34,17116,POULTRY
2.19,WIN POMYSL NA RYBE NA SOS KOPERKOWY,1,13513,GENERAL_FOOD
9.678,PAP ROTHMANSY CLICK LINK,10,5043,CIGARETTES
1.14,DR O AROMAT MIGDAL 9ML,14,13871,GENERAL_FOOD
2.32,LACIATY 150 G SZCZYPIOREK,9,7845,DAIRY_CHESSE
2.47571428571429,NAP SPRITE 1L GAZ,7,8927,DRINK_JUICE
0.89,GALEO PRZYPRAWA DO GYROSA 20G,5,18217,SPICES
2.0,WIADERKO OPAKOWANIE,4,17720,GENERAL_ITEMS
16.297619047618998,KIELBASA WINERKI KG,0.84,17272,POULTRY
0.75,WIN BUDYN MALINOWY 60GR,2,12672,GENERAL_FOOD
10.9585714285714,TYTON PS BLAC,28,5279,CIGARETTES
1.69,PIWO ZYWIEC 0_5 L B/ALK. B/ZWR,1,298,ALCOHOL
1.23,KAMIS PRZYPRAWA DO BIGOS 20G,8,18554,SPICES
2.59,GOS.MLEKO TUBA KAKAO GOSTYN,11,6617,DAIRY_CHESSE
1.71,KRAZKI ORKISZOWE 60 G,1,19942,SWEETS
2.29,HERBATA EXP.25T AKBAR,1,5798,COFFEE TEA
3.49,CHUSTECZKI DO HIG.INTYMNEJ BELLA A20 SEN,1,3810,CHEMISTRY
3.15,WIREK PLYN DO PRANIE KOLOR 1 L,1,3152,CHEMISTRY
2.43,HERB SZA?WIA 20 T VITAX,1,5697,COFFEE TEA
5.67,SOK Z ZURAWINY 750 ML,1,12049,GENERAL
1.4,KEFIR SREMSKI 400 ML B.,37,6672,DAIRY_CHESSE
4.45,SMAK MAK PIEROGI Z SEREM 400G,1,11821,GENERAL
2.68,ALMETTE Z CHRZANEM,2,6569,DAIRY_CHESSE
6.83,LODY ROLADA LORAL,1,14762,ICE_CREAMS_FROZEN
1.43,GROCH POLÓWKI 0_5 KG STEFIK,2,14130,GROATS_RICE_PASTA
15.8,KAWA NESCAFE CLASSIC 200 G SLOIK,2,5960,COFFEE TEA
6.357142857142861,FILET Z MINTAJA MROZONY,0.56,10938,POULTRY
5.05,ZABAWKA UFO Z CUKIERKAMI,1,4031,CHEWING_GUM_LOLIPOPS
1.55,ZELATYNA Z PRZYPR.CYKORIA,1,13192,GENERAL_FOOD
1.38,KNORR MIESZANKA WEGIERSKA,1,18495,SPICES
1.46,NAP COCA COLA 0_25,6,16674,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
1.02,WIN SOS GRZYBOWY 34G,4,12549,GENERAL_FOOD
1.99,SERWETKI WIELKANOCNE 20 SZT,3,108,GENERAL_ITEMS
1.46,ZAPRAWA CYTRYNOWA 500G,2,12556,GENERAL_FOOD
0.9,PRYMAT GRILL PIKANTNT 20G,2,18186,SPICES
0.99,B ROGAL MLECZNY 0_1KG,11,1337,BREAD
1.32,KUBUS PLAY 0_4 MULTIWITAMIN,4,9941,DRINK_JUICE
2.31,LODY COFFE LATTE 200 ML,4,14676,ICE_CREAMS_FROZEN
2.16976633285646,KAPUSTA  KISZONA LUZ,20.97,12909,GENERAL_FOOD
3.45,CIASTKA SONATA 125 G CZEL.MLECZNA,1,19898,SWEETS
0.3979827279319661,KT ZIEMNIAKI KG,151.69,21444,VEGETABLES
6.0,TABLETKI APAP EXTRA 10SZT,3,21318,TABLETS
1.59,JOGURT OW.WYSPA 150 G,6,7638,DAIRY_CHESSE
6.39,OWOCE SUSZONE 200 G FILIP,2,16031,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
14.33,WODKA ABSOLWENT 0_5L,1,22673,ALCOHOL
1.5,NAP TYMBARK 0_3 ML JAB?KO,11,11734,GENERAL
10.32,PAP LD BLUE T,85,5297,CIGARETTES
1.01,AMINO BLYSK  BARSZCZ CZERWONY,7,12220,GENERAL_FOOD
1.18,SONKO KASZA JECZMIENNA PERLOWA 4*100G,2,14280,GROATS_RICE_PASTA
3.2,RAJSTOPY 15 DEN INEZ,7,17971,GENERAL_ITEMS
1.72,BAKOMA TWIST 250 G MALINA,2,6579,DAIRY_CHESSE
14.33,WODKA ABSOLWENT 0_5L,4,22626,ALCOHOL
2.09,WAFLE RYZOWE W CZEK.MLECZNEJ SONKO65 G,4,11432,GENERAL
4.46,OLEJ KUJAWSKI 0_25 CZOS+BAZYLIA,1,13614,GENERAL_FOOD
3.5,PLASTER POLSKI LEK OPATRUNKOWY,1,21151,TABLETS
2.08,LODY GRAND LOTERIA,1,14831,ICE_CREAMS_FROZEN
0.94,LODY KUBUS PLAY,33,15283,ICE_CREAMS_FROZEN
13.784117647058801,WODKA KRUPNIK PREMIUM 0_5 L,68,22633,ALCOHOL
1.15,WIN ZIARENKA SMAKU 75G,3,18643,SPICES
5.40425531914894,KT CUKINIA KG,1.41,21634,VEGETABLES
3.74333333333333,JACOBS KRONUNG 100G MIELONA,3,6064,COFFEE TEA
2.13,PAPRYKARZ KURCZAK DLA JUNIORA 125 G,2,11278,GENERAL
0.42,GELLWE SODA OCZYSZCZONA 80G,8,18281,SPICES
1.02,AMINO BLYSK BARSZCZ CZERW Z MAJERANKIEM,16,11989,GENERAL
5.29,LAKIER DO WLOS.SYNTEZA 120ML ZAPAS,1,2495,CHEMISTRY
3.6,ODSWIEZACZ ZAPAS SZYSZKA,1,3476,CHEMISTRY
2.44,HELLENA  ZIELONE JAB?KO N/G 1_75 L,2,8727,DRINK_JUICE
1.39,BAKOMA 7 ZBOZ SLIWKA 150GR,6,6393,DAIRY_CHESSE
2.15,MILKA 100GR CARAMEL,1,20166,SWEETS
1.46,ZAPRAWA CYTRYNOWA 500G,1,12213,GENERAL_FOOD
2.06,LACIATY 150 G SZCZYPIOREK,4,7463,DAIRY_CHESSE
2.43,HERB SZA?WIA 20 T VITAX,1,5868,COFFEE TEA
1.29,KNORR TYMIANEK Z POLSKI,2,18683,SPICES
3.5,NORDIS FASOLA SZPARAG.CIETA 450G,1,14696,ICE_CREAMS_FROZEN
10.99,SZAMPON HEAD S CHOUERS 400 ML CYTRUS,1,25,GENERAL_ITEMS
3.57,C PYZY CIAZYNSKI,47,13699,GENERAL_FOOD
6.13,MAKARON LASAGNE 500G LUBELLA,1,14410,GROATS_RICE_PASTA
1.66,HELLENA GRUSZKA N/GAZ.1_75L,2,16003,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
13.2,FILET Z LIMANDA MROZONY KG,0.6,10790,POULTRY
2.29,MILKA CZEK.ORZECHOWA 100G,4,19025,SWEETS
1.52822053294098,KT MARCHEW LUZ,97.872,22148,VEGETABLES
1.83,BATON KINDER BUENO 43G,53,20705,SWEETS
4.19,EVA MYDLO W PLYNIE 500 ML Z DOZOWNIKIEM,2,3428,CHEMISTRY
1.35,CUKIER BIALY 1KG,1,12714,GENERAL_FOOD
0.88,PRINCE POLO XXL MLECZNE,53,20428,SWEETS
3.15,RAJSTOPY 15 DEN INEZ,3,17860,GENERAL_ITEMS
0.056037735849057,REKLAMOWKA  JEDNORAZOWA,265,17435,OCCASIONAL
3.25,PIECZARKA 0_5 KG  PACZKA,7,21774,VEGETABLES
1.01,WIN GALARETKA WISNIOWY 79G WINIARY,13,12193,GENERAL_FOOD
11.74,WINO CIN CIN BIANCO 1 L,1,23036,ALCOHOL
2.6890673660055695,KAPUSTA  KISZONA LUZ,61.01,13731,GENERAL_FOOD
3.82208333333333,M CHLEB DUZY KROJONY,24,1085,BREAD
1.6,SKORUPKA BURACZKI 385G WIORKI,18,21776,VEGETABLES
1.87,KNOR DELIKAT DO MIES 75G,4,18674,SPICES
2.87,LODY ROZEK JAK DAWNIEJ 180 ML,1,15842,ICE_CREAMS_FROZEN
0.82,PRYMAT TZATZIKI PIK.SOS CZOSNKOWY,2,18382,SPICES
2.59,KAWA MK CAFE PREMIUM 80 G,1,5813,COFFEE TEA
0.21,ZELKI KROKODYLE/MISKI NA SZT,10,4159,CHEWING_GUM_LOLIPOPS
2.49,PAPIER SAMOPRZYLEPNY -8 KARTEK,2,2210,CHEMISTRY
7.04,WINO FRESCO ROZOWE P/SL,1,22992,ALCOHOL
0.89,GALEO PRZYPRAWA DO FLAKOW 20G,3,18344,SPICES
2.59,SER MLEKOPOL TYLZYCKI  PLASTRY 150GR,1,7900,DAIRY_CHESSE
1.66,MAK SARITA SPAGHETTI 400 G DURUM,8,21770,VEGETABLES
10.59,MASKOTKA Z PREZENTEM 100G CZEKOL,1,13928,GENERAL_FOOD
0.93,BATERIE ALKAICZ R6,15,17405,OCCASIONAL
3.82875,LUDWIK D/NACZYN 1L MIETOW,8,2669,CHEMISTRY
6.2463768115942,CIASTKA JIW KG,0.69,6327,COOKIES_BULK
1.87,PLATKI OWSIAN GORSKIE 500G,10,12952,GENERAL_FOOD
4.1,KROKIETY Z KAPUS/GRZYB.400GR GRZESKOWIAK,14,1820,POULTRY
2.39,PALUSZKI BESKIDZKIE 250 G DELIKAT,1,8451,DAIRY_CHESSE
1.4,MAKARON SARITA SWIDEREK 400G,7,14418,GROATS_RICE_PASTA
1.54,P PASTA Z TUNCZYKA,2,10925,POULTRY
3.7,PUDL KETCHUP PIKANTNY 480G,1,16771,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
0.88,CYKORIA KURKUMA 15 G,5,18650,SPICES
8.15,MAKA KOKOSOWA 1 KG,1,11564,GENERAL
0.68,PIANKA TWISTER,2,20631,SWEETS
1.09,MAK ZLOTY LAN SWIDERKI 500 G,3,14195,GROATS_RICE_PASTA
1.31,KNORR G.K KREM Z KURY Z GRZANKAMI,12,11333,GENERAL
0.83,SOK POMIDOROWY 330 ML,11,10275,DRINK_JUICE
1.96,PALUSZKI LAJKONIK CEBULOWE 150 G,9,4589,CHIPS_FLAKES
0.7844444444444441,WODA PRIMAVERA 1_5L N/GAZ,36,8844,DRINK_JUICE
2.5,C CHLEB WIEJSKI 0.6,60,1274,BREAD
1.26,WIN ZUPA FASOLOWA 66G,3,13835,GENERAL_FOOD
0.78,BATERIA 44 R3 MAXELL,19,11314,GENERAL
1.11,VEGETA 75G,14,12181,GENERAL_FOOD
1.38,KNORR PRZYPRAWA DO KARKOWKI 23G,1,12921,GENERAL_FOOD
3.71,EVA MYDLO W PLYNIE Z DOZ 500 MML,1,6,GENERAL_ITEMS
2.55,PIWO BYCZE 0_5 L B/ZWROT,6,826,ALCOHOL
0.77,BATERIA VARTA RL 6 PALUSZEK SUPERLIFE,48,17514,OCCASIONAL
2.64,WIN ZUREK RAZOWY 33 G,2,8329,DAIRY_CHESSE
1.68,RECZNIK PAPIER.MEA 2WARSTWY,3,2394,CHEMISTRY
1.012,MAR NIEZBEDNA KOSTKA 250GR,40,6679,DAIRY_CHESSE
1.01372093023256,MAR NIEZBEDNA KOSTKA 250GR,43,7852,DAIRY_CHESSE
1.8866666666666696,KT KAPUSTA CZERWONA SZT,3,21982,VEGETABLES
1.38,KNORR PRZYPRAWA DO WIEPRZOWINY 23 G,1,12922,GENERAL_FOOD
2.59,KAWA MK CAFE PREMIUM 80 G,2,6112,COFFEE TEA
4.65,KAWA WOSEBA GOLD 250G,5,6118,COFFEE TEA
2.83,SER CAPRESI 150 G SMIETANK.,3,8460,DAIRY_CHESSE
0.91,PRYMAT GOZDZIKI 10G,1,18112,SPICES
10.1,PAP PS GOLD 100,6,5260,CIGARETTES
0.66,NAP TYMBARK 0_25L  JABLKO-MIETA,2,10407,DRINK_JUICE
2.78,PIWO SOMERSBY  0_4 B/BEZW,4,1003,ALCOHOL
9.75,ZNICZ DUZY,2,11910,GENERAL
0.6,GALEO PAPRYKA OSTRA 20G,1,18664,SPICES
1.89,SMAK MAK BULKA HOT-DOG 120 G,1,13139,GENERAL_FOOD
0.55,DA DANONE GRATKA 115 G,20,7186,DAIRY_CHESSE
10.46,SZAMPAN CIN CIN BIALY 0_75L,2,22985,ALCOHOL
3.69,KT KAPUSTA PEKINSKA MLODA SZT,1,21492,VEGETABLES
4.23152227116985,KT PAPRYKA CZERWONA/ZOLTA,20.43,22072,VEGETABLES
2.95,CATERING SANDWICH CURRY,1,8688,GENERAL_ITEMS
11.029411764705904,CIASTKA GATO BATONIK LUZ,0.34,6302,COOKIES_BULK
2.25,MAKARON LUBELSKI SPAGETTI 500G,6,14265,GROATS_RICE_PASTA
2.72,RUCOLA 100 G,5,22181,VEGETABLES
6.59,WODKA ZUBROWKA BIALA 0_2L,19,22323,ALCOHOL
2.29,MAR DELMA EXTRA 450 G,30,17584,GENERAL_ITEMS
3.43,MUSZTARDA SAREPSKA 0_9L PEGAZ,1,12134,GENERAL_FOOD
1.74,HOCHL KANAPKOWY Z OGORKIEM 130 G,6,7426,DAIRY_CHESSE
1.39,GELLWE ZELATYNA 20 G,2,12902,GENERAL_FOOD
3.63,EVA SIMPLE 500 ML SZAMPON Z JEDWABIEM,1,2471,CHEMISTRY
0.75,WYKA?ACZKI,1,4839,CHIPS_FLAKES
0.84,BLOK TECHNICZNY A4,1,17336,OCCASIONAL
6.14,PERWOLL BLACK MAGIC 1L,1,2380,CHEMISTRY
3.71,KARMA DO PSA RAFI 800GR JAGNIECINA,2,17770,GENERAL_ITEMS
0.92,KASZKA MANNA 400 G KROS,2,14287,GROATS_RICE_PASTA
1.68,?ACIATY SEREK Z CEBULA I SZCZ_135G,9,7066,DAIRY_CHESSE
4.07,PIWO GOZDZILLA 0_5 L B/BEZW,1,907,ALCOHOL
2.43,WAFLE SUNNY 60 G NATURALNE,5,12833,GENERAL_FOOD
2.95,CYRKIEL,2,3820,CHEMISTRY
3.15,RAJSTOPY 15 DEN INEZ,2,17926,GENERAL_ITEMS
0.78,WODA KROPLA BESKIDU 0_5L GAZ,3,10294,DRINK_JUICE
1.81,KNORR FIX SPAGHETTI BOLOGNESE EXTRA,4,20366,SWEETS
2.39375,MAK SULMA NITKA SPAGHETTI 500G,16,14555,GROATS_RICE_PASTA
2.19,PASTA DO ZEB.COLODENT 4IN1,1,2217,CHEMISTRY
1.47,KUCHAREK 200 G,15,13598,GENERAL_FOOD
1.78414634146341,B ROGALE/GNIAZDO SMIET/EKLER/OMLET,41,1451,BREAD
0.84,NAP TYMBARK 0_25 MALIN+MIETA,12,9441,DRINK_JUICE
3.27,MUSZTARDA STOLOWA 0_9L PEGAZ,1,12936,GENERAL_FOOD
0.66,BANDAZ 15 CM *4M,3,21174,TABLETS
0.24,PAPIER TOALET.MAWA,14,2072,CHEMISTRY
22.4976985040276,CHRUSCIKI/CIASTA ROZNE KG,17.38,20914,SWEETS
1.01,CYKORIA SOS DO PIECZENI,7,13051,GENERAL_FOOD
2.85,MARCO-POLP 18 ZIO? SW MATEUSZA 50 G,1,18631,SPICES
4.24,PONNY FANTASY,6,17399,OCCASIONAL
3.77,BRZOSKWINIE SANDRA 820G,9,1486,POULTRY
5.37,MLECZKO DOBOSZ 400G,2,19029,SWEETS
3.36,PIWO BOJAN MALINOWE 0_5 L B/ZWROT,2,961,ALCOHOL
1.39,HALLES LIMON,1,11174,GENERAL
2.87,SZAMPAN SOWIETSKOJE IGRIST.0_7 L,19,22950,ALCOHOL
7.03,WODKA WYBOROWA 40% 0_2L BUT.,3,22739,ALCOHOL
0.791875,OCET KULINARNY 0_480 ML L PLASTIK,16,12781,GENERAL_FOOD
1.01,AMINO BLYSK GULASZOWA 61G,3,13692,GENERAL_FOOD
1.65,WIN ZIARENKA SMAKU 120G,3,18201,SPICES
7.893203883495151,WAFLE CHRUPS/LUMARKI/GRZESKI,1.03,6265,COOKIES_BULK
1.44,SMIETANA 18 % MLEKOWITA GESTA,12,6552,DAIRY_CHESSE
0.905,JOGOBELA 150 G 0 %,36,8029,DAIRY_CHESSE
3.15,WODA KOKOSOWA 250 ML Z GRANATEM,1,10096,DRINK_JUICE
1.76125,?ACIATY SEREK Z CEBULA I SZCZ_135G,8,8250,DAIRY_CHESSE
1.88,LODY BIG MILK CHOCO,30,14915,ICE_CREAMS_FROZEN
1.15,ZEL DO WLOSOW BIALY 150ML STYLE & A,1,2425,CHEMISTRY
3.89,PLYN  AJAX 1L KWIATY NIEBIESKI,1,2086,CHEMISTRY
3.16,SZPINAK SIEKANY 450 G,2,14877,ICE_CREAMS_FROZEN
2.47,MLEKO WYDOJONE 1 L 3_2 BEZ LAKTOZY,6,7290,DAIRY_CHESSE
2.1,ZAPALNICZKA SPARK,25,2279,CHEMISTRY
3.62,PIEROGI Z KAPUS/GRZYB.400GR GRZESKOWIAK,3,1638,POULTRY
1.99,KNORR FIX RURKI Z KURCZAKIEM,5,11179,GENERAL
11.96,WODKA ZUBR 0_5 L,4,22741,ALCOHOL
9.87,PAP PAL MAL PSTRYK LINK,1,5522,CIGARETTES
1.2,LODY SNIEZYNKA CZEKOLADA 200 ML,7,15769,ICE_CREAMS_FROZEN
12.125,KIE?BASA S?OIKOWA  KG,0.8,16995,POULTRY
1.6233333333333302,ZBYSZKO 3 POM.CZERWONE GAZ 1_5  L,9,10760,DRINK_JUICE
4.00785714285714,NAP SPIR ZO?ADKOWA GORZKA 0_1 36%,14,22618,ALCOHOL
6.1,BOMB VOBRO 80 G,1,21542,VEGETABLES
0.68,ANDRUTY   FURMANIAK,45,18936,SWEETS
1.65,HOCHL SER TOP GOUDA BLOK 100G,4,7813,DAIRY_CHESSE
3.20866666666667,NAP SPIR GREJPFRUTOWA 0_1 30%,30,22655,ALCOHOL
2.65167126854783,M CHLEB MALY KROJONY,445.47,1242,BREAD
0.24,ORANZADKA W PROSZKU,14,17474,OCCASIONAL
0.84,ZELKI CYMES 80 G DZDZOWNICE,6,4066,CHEWING_GUM_LOLIPOPS
2.58947368421053,MLEKO B/LAKTOZY 3_5 % 1 L,19,8618,DAIRY_CHESSE
4.99,SOFTLAN PLYN DO PLUKANIA 1 L BIALY,1,3333,CHEMISTRY
0.6745,DROZDZE PIEKARSKIE 100G,20,8196,DAIRY_CHESSE
1.0152380952381,MAR NIEZBEDNA KOSTKA 250GR,42,8255,DAIRY_CHESSE
1.44,KAMIS ROZMARYN 15 G,1,18358,SPICES
0.98,ZUPA VIFON TAJSKA,6,12868,GENERAL_FOOD
0.43,PRINCE POLO MINI CLASIC,5,19228,SWEETS
1.12,LODY KAKTUS NESTLA 100ML,6,15899,ICE_CREAMS_FROZEN
2.7133333333333303,DA DANONKI WANILIOWE 4X50G,3,6992,DAIRY_CHESSE
2.65,ORZESZKI ZIEMNE OK SOLONE 150G PUSZ,4,16832,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
1.05,WEDEL PAWELEK ADVOCAT 45G,12,20475,SWEETS
5.39,FRYTKI KARBOWANE 450 G AVIKO,3,13221,GENERAL_FOOD
14.0,WINO ELSOL CZ/PÓ?S? 0_75 L,1,22911,ALCOHOL
3.16,SZPINAK SIEKANY 450 G,4,14794,ICE_CREAMS_FROZEN
1.12,LODY KAKTUS CYTR.45 ML,1,9754,DRINK_JUICE
0.65,WAFLE GÓRALKI ORZECH 50 G,30,19624,SWEETS
2.21,NAP COCA COLA ZERO 1L,3,9045,DRINK_JUICE
1.6,PIWO LECH FREE B/A.Z LIMON 0_33 B/BZW,15,578,ALCOHOL
9.78,PAP PS 66 BLUE 20,28,5099,CIGARETTES
4.1268462206776695,KT POMARANCZA LUZ,5.755,22156,VEGETABLES
16.7066666666667,WODKA STOCK PRESTIGE 500ML,3,16397,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
1.86,ZBYSZKO ORANZADA CZERWONA 1_5 L,7,9348,DRINK_JUICE
4.9409090909090905,JAJKA 10 SZT LIPOWCZYK,66,10767,POULTRY
0.98,BATON KNOPERS KOKOS 25 G,4,20510,SWEETS
1.16,TIK TAK MIETA,9,20851,SWEETS
3.52,HOCHL KRAZEK 180 G TARCETT,2,8021,DAIRY_CHESSE
3.19,CATERING HAMBURGER 225G Z AMERYK.,1,8718,GENERAL_ITEMS
13.48,WINO CARLO ROSSI ROZOWE P/WYT.9_5% 0_75L,3,16465,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
0.73,KONCENTRAT POMIDOROWY 80G SLONECZNY OGRO,4,16499,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
4.27,DAMIE KACHNY MEKSYKANSKIE 500 GR,1,1678,POULTRY
0.22,LIZAK KWIATEK/MALY/KULKA,11,4020,CHEWING_GUM_LOLIPOPS
1.33871277617675,PIWO ZUBR 0_5L BUTELKA,2082,369,ALCOHOL
2.87,LODY ROZEK JAK DAWNIEJ 180 ML,17,15479,ICE_CREAMS_FROZEN
1.66,CHRUPKI KOLOROWE 100 G BOLTEX,17,20300,SWEETS
2.81,KT ZIOLA  DONICZKA  1 SZT,5,21941,VEGETABLES
6.52,KAWA ROZP.NESCAFE CLASSIC 50G,1,16279,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH
3.71,LIPTON HERB ZIELONA CITRUS 25 EX,2,6042,COFFEE TEA
3.15,RAJSTOPY 15 DEN INEZ,3,17847,GENERAL_ITEMS
