original_title,title_length,production_companies
Rambo,5, Millennium Films
Lucy,4,Universal Pictures
Freedom Writers,15, Kernos Filmproduktionsgesellschaft & Company
RED,3, Di Bonaventura Pictures
Minority Report,15, Blue Tulip Productions
One Day,7,Film 4
Dark Shadows,12,Village Roadshow Pictures
Avatar,6, Lightstorm Entertainment
Scary Movie,11,Gold/Miller Productions
The Rookie,10, 98 MPH Productions
Max Payne,9, Abandon Entertainment
Romeo Must Die,14, Warner Bros.
Sweet November,14, Warner Bros.
What's Your Number?,19, New Regency Pictures
John Wick,9, Warner Bros.
Mr. & Mrs. Smith,16, Dutch Oven
Hugo,4, GK Films
Taken,5, M6 Films
47 Ronin,8, Universal
Solaris,7, Lightstorm Entertainment
Daddy Day Care,14, Davis Entertainment
Couples Retreat,15, Wild West Picture Show Productions
The Machinist,13, Castelao Producciones
Stomp the Yard,14,Rainforest Films
Blood Ties,10, Canal+
Daddy's Little Girls,20, The
Don't Say a Word,16, Kopelson Entertainment
The Good German,15,Warner Bros.
Star Trek Into Darkness,23, Kurtzman/Orci
The Dressmaker,14, Film Art Media
The Hoax,8,Miramax Films
Starsky & Hutch,15,Weed Road Pictures
Seven Psychopaths,17, Film4
We Were Soldiers,16, Icon Entertainment International
The Big Short,13, Regency Enterprises
Noah,4, Regency Enterprises
Fool's Gold,11, Warner Bros.
The Boat That Rocked,20,Universal Pictures
Stardust,8, Marv Films
The Constant Gardener,21, Epsilon Motion Pictures
The Butler,10, Pam Williams Productions
Basic,5,Intermedia Films
Firewall,8,Village Roadshow Pictures
Pacific Rim,11, Indochina Productions
Bewitched,9, Red Wagon Entertainment
War Horse,9, The
The Maze Runner,15, Temple Hill Entertainment
The Iron Lady,13,UK Film Council
Everest,7, Walden Media
The Simpsons Movie,18, Twentieth Century Fox Film Corporation
Moon,4, Xingu Films
Khumba,6,Triggerfish Animation
The Brothers Grimm,18, Atlas Entertainment
A Mighty Heart,14,Plan B Entertainment
Two for the Money,17, Morgan Creek Productions
The Ladies Man,14,SNL Studios
Death Sentence,14, Hyde Park Entertainment
My Week with Marilyn,20, Lip Sync Post
Slumdog Millionaire,19, Warner Bros.
Timeline,8, Artists Production Group (APG)
DÃ©jÃ  Vu,9, Scott Free Productions
The Kite Runner,15, Neal Street Productions
The Conjuring,13, Evergreen Media Group
Coyote Ugly,11,Jerry Bruckheimer Films
Scary Movie,11, Brad Grey Pictures
The Town,8, GK Films
The Princess Diaries 2: Royal Engagement,40,Walt Disney Pictures
Eagle Eye,9, K/O Paper Products
The Devil Wears Prada,21, Major Studio Partners
Sylvia,6,Focus Films
Secret in Their Eyes,20, Route One Films
Justin Bieber: Never Say Never,30, Scooter Braun Films
Fury,4, LStar Capital
Cop Out,7,Warner Bros.
The Order,9, Baumgarten Merims Productions
Side Effects,12, Universal
The Wolverine,13,Twentieth Century Fox Film Corporation
Extraordinary Measures,22, CBS Films
Jimmy Neutron: Boy Genius,25,Nickelodeon Movies
Drive Angry,11, Saturn Films
Sex Tape,8, LStar Capital
Big Eyes,8, Electric City Entertainment
New in Town,11, Epidemic Pictures
Southpaw,8, Riche-Ludwig Productions
Jumper,6,Dune Entertainment
Our Brand Is Crisis,19, Smokehouse Pictures
Dreamcatcher,12, NPV Entertainment
Hansel & Gretel: Witch Hunters,30, Gary Sanchez Productions
American Wedding,16, LivePlanet
The Dressmaker,14, Apollo Media
The Hobbit: The Desolation of Smaug,35, Metro-Goldwyn-Mayer (MGM)
London Boulevard,16, Henceforth
The House Bunny,15, Relativity Media
The Giver,9, Walden Media
Gods and Generals,17, Antietam Filmworks
The Box,7, Lin Pictures
Save the Last Dance,19,MTV Films
Sky High,8, Max Stronghold Productions Inc.
The Hunger Games: Catching Fire,31, Color Force
RockNRolla,10, Warner Bros.
The Place Beyond the Pines,26,Sidney Kimmel Entertainment
Cloudy with a Chance of Meatballs,33, Sony Pictures Animation
Sherlock Holmes,15, Silver Pictures
Room,4, No Trace Camping
K-19: The Widowmaker,20, Intermedia Films
The Italian Job,15, De Line Pictures
Super 8,7, Bad Robot
Texas Chainsaw 3D,17,Nu Image Films
The Skeleton Key,16,Universal Pictures
Space Cowboys,13, Malpaso Productions
Serendipity,11, Simon Fields Productions
Need for Speed,14, Touchstone Pictures
Minions,7, Illumination Entertainment
Resident Evil: Apocalypse,25, Constantin Film Ltd.
Push,4, Infinity Features Entertainment
The Number 23,13, Firm Films
Ride Along,10, Cube Vision
In the Heart of the Sea,23, Spring Creek Productions
The Forbidden Kingdom,21,Casey Silver Productions
The Art of War,14, Franchise Pictures
The Woman in Black,18, UK Film Council
Endless Love,12, Bluegrass Films
TMNT,4, Warner Bros.
Inherent Vice,13, Warner Bros.
The Spirit,10, Dark Lot Entertainment
Big Fish,8, Jinks/Cohen Company
Horrible Bosses,15, Rat Entertainment
The Art of War,14,Amen Ra Films
Auto Focus,10, Good Machine
Getaway,7, Saints LA
The Hunger Games,16,Lionsgate
Sky Captain and the World of Tomorrow,37, Natural Nylon Entertainment
Lemony Snicket's A Series of Unfortunate Events,47,Paramount Pictures
The Expendables 3,17, Millennium Films
Minority Report,15, Cruise/Wagner Productions
Jeepers Creepers 2,18, American Zoetrope
Step Up,7, Eketahuna LLC
Hachi: A Dog's Tale,19, Hachiko
Never Back Down,15,Summit Entertainment
Transsiberian,13,Lietuvos Kinostudija
Focus,5,Kramer & Sigman Films
Step Up 2: The Streets,22, Touchstone Pictures
Fever Pitch,11,Fox 2000 Pictures
The Blind Side,14, Left Tackle Pictures
Godsend,7, 2929 Productions
Underworld: Rise of the Lycans,30, Sketch Films
Gone In Sixty Seconds,21,Jerry Bruckheimer Films
The Proposal,12, Mandeville Films
"Good Night, and Good Luck.",26,Warner Independent Pictures (WIP)
Les MisÃ©rables,15, Working Title Films
Black Mass,10, Free State Pictures
The SpongeBob SquarePants Movie,31, Paramount Animation
Pearl Harbor,12,Jerry Bruckheimer Films
Prince of Persia: The Sands of Time,35,Walt Disney Pictures
Paranoia,8, Kintop Pictures
Failure to Launch,17, Scott Rudin Productions
Lara Croft Tomb Raider: The Cradle of Life,42, British Broadcasting Corporation (BBC)
Seventh Son,11, Outlaw Sinema
The Pyramid,11, Silvatar Media
Cloudy with a Chance of Meatballs 2,35,Columbia Pictures
Marley & Me,11,Sunswept Entertainment
U-571,5, Dino De Laurentiis Company
Mortdecai,9,Lionsgate
Valentine's Day,15,New Line Cinema
Walk the Line,13, Fox 2000 Pictures
London Boulevard,16,GK Films
The Chronicles of Narnia: The Voyage of the Dawn Treader,56, Walden Media
Alvin and the Chipmunks,23, Bagdasarian Productions
Righteous Kill,14, InVenture Entertainment
Hannibal,8, Dino De Laurentiis Company
Real Steel,10, 21 Laps Entertainment
The Last Exorcism Part II,25,StudioCanal
Ready to Rumble,15,Bel Air Entertainment
The International,17,Studio Babelsberg
Moon,4,Liberty Films UK
Hanna,5,Focus Features
Crank: High Voltage,19, Lionsgate
Titan A.E.,10,Twentieth Century Fox Film Corporation
Bedtime Stories,15, Gunn Films
Seabiscuit,10, DreamWorks Pictures
The King's Speech,17, Bedlam Productions
Mission: Impossible II,22, Cruise/Wagner Productions
The SpongeBob Movie: Sponge Out of Water,40,Paramount Pictures
Agora,5, Mod Producciones
The Curious Case of Benjamin Button,35, Kennedy/Marshall Company
Dirty Dancing: Havana Nights,28, Havana Nights LLC
Finding Nemo,12, Disney Enterprises
The Three Musketeers,20, Studio Babelsberg
Blade: Trinity,14,New Line Cinema
Sideways,8, Michael London Productions
V for Vendetta,14, Silver Pictures
Sparkle,7, Phoenix Pictures
Harry Brown,11,HanWay Films
Free Birds,10,Reel FX Creative Studios
Dreamgirls,10,Paramount Pictures
Reign Over Me,13,Columbia Pictures
Suspect Zero,12, Cruise/Wagner Productions
The Men Who Stare at Goats,26,BBC Films
Man of the Year,15, Morgan Creek Productions
Reign of Fire,13, Tripod Entertainment
Paranormal Activity 4,21, Room 101
K-PAX,5, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
A Most Violent Year,19, Washington Square Films
Insomnia,8, Alcon Entertainment
My Bloody Valentine,19,Lionsgate
Kick-Ass,8,Lions Gate
88 Minutes,10, Brightlight Pictures
Live Free or Die Hard,21, Dune Entertainment
The Spiderwick Chronicles,25, The Kennedy/Marshall Company
Daddy's Little Girls,20, Tyler Perry Company
No Strings Attached,19, Cold Spring Pictures
The Devil Wears Prada,21,Twentieth Century Fox Film Corporation
St. Vincent,11, Chernin Entertainment
Knowing,7, Escape Artists
A.I. Artificial Intelligence,28, Stanley Kubrick Productions
The Last Airbender,18,Paramount Pictures
Joy Ride,8,Regency Enterprises
Percy Jackson & the Olympians: The Lightning Thief,50, Dune Entertainment
Syriana,7, 4M
San Andreas,11, Warner Bros.
Hoodwinked!,11, Kanbar Entertainment
Billy Elliot,12, Arts Council of England
RED,3,DC Comics
Club Dread,10, Coconut Pete Productions
Notes on a Scandal,18, BBC Films
Taken 3,7, CinÃ©+
American Reunion,16,Universal Pictures
About Last Night,16,Screen Gems
The Master,10, Annapurna Pictures
Public Enemies,14, Dentsu
How to Lose Friends & Alienate People,37, Film4
Mutant Chronicles,17, First Foot Films
Step Up,7, Offspring Entertainment
Unleashed,9, Clubdeal
Terminator 3: Rise of the Machines,34, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
Untraceable,11,Lakeshore Entertainment
Ocean's Twelve,14, WV Films III
Van Helsing,11, The
Shanghai Knights,16, Birnbaum / Barber Productions
King Arthur,11, World 2000 Entertainment
Flushed Away,12,Aardman Animations
Awake,5,The Weinstein Company
Flyboys,7, Flyboys Films
United 93,9, Working Title Films
Eight Below,11, Mandeville Films
I Know Who Killed Me,20, 360 Pictures
Mirrors,7, New Regency Pictures
Everest,7, Cross Creek Pictures
Ice Age,7, Twentieth Century Fox Animation
Smokin' Aces,12, Scion Films
A Cinderella Story,18, Warner Bros.
Lords of Dogtown,16,Columbia Pictures
Piranha 3DD,11, Intellectual Properties Worldwide
Killer Joe,10, ANA Media
Journey to the Center of the Earth,34,New Line Cinema
Banlieue 13,11, TF1 Films Production
The Order,9,Twentieth Century Fox Film Corporation
Daddy's Little Girls,20,Lions Gate Films
Dark Water,10,Vertigo Entertainment
Blackhat,8, Forward Pass
The Hoax,8, Bob Yari Productions
I Am Number Four,16, Bay Films
The Ant Bully,13,Warner Bros. Pictures
Contagion,9,Double Feature Films
Alvin and the Chipmunks: The Squeakquel,39, Fox 2000 Pictures
Blade II,8, Milk & Honey
The Gunman,10, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
Just Married,12,Twentieth Century Fox Film Corporation
The Last Airbender,18, Industrial Light & Magic (ILM)
Wedding Crashers,16, Avery Pix
Harry Potter and the Chamber of Secrets,39,1492 Pictures
Zookeeper,9,Columbia Pictures
Finding Forrester,17, Columbia Pictures Corporation
Katy Perry: Part of Me,22, MTV Films
Centurion,9, UK Film Council
Big Fish,8, Columbia Pictures Corporation
Battleship,10, Hasbro
The Interpreter,15, Mirage Enterprises
Monte Carlo,11,Dune Entertainment
Coach Carter,12, MTV Films
The Secret Life of Bees,23,Fox Searchlight Pictures
Inside Out,10, Walt Disney Studios Motion Pictures
Jurassic Park III,17, Amblin Entertainment
12 Years a Slave,16,Plan B Entertainment
The Family,10, Grive Productions
John Tucker Must Die,20,Twentieth Century Fox Film Corporation
About Schmidt,13,New Line Cinema
Ghost Rider: Spirit of Vengeance,32, Hyde Park Entertainment
12 Years a Slave,16, Regency Enterprises
Jack and Jill,13,Columbia Pictures
Training Day,12, Warner Bros.
The Butterfly Effect,20, Province of British Columbia Production Services Tax Credit
Next,4, Revolution Studios
The Day After Tomorrow,22,Lions Gate Films
Fantastic Mr. Fox,17, Indian Paintbrush
Deux frÃ¨res,12, Canal+
12 Years a Slave,16, New Regency Pictures
Carnage,7, CinÃ©CinÃ©ma
Escape Plan,11, Envision Entertainment
Date Night,10, Dune Entertainment
Hachi: A Dog's Tale,19, Inferno Distribution
World War Z,11,Paramount Pictures
About Schmidt,13, Avery Pix
Running Scared,14,International Production Company
Guardians of the Galaxy,23, Bulletproof Cupid
Jem and the Holograms,21, Allspark Pictures
About a Boy,11,Universal Pictures
Julie & Julia,13, Easy There Tiger Productions
The League of Extraordinary Gentlemen,37,Twentieth Century Fox Film Corporation
Maid in Manhattan,17,Columbia Pictures
Freedomland,11,Scott Rudin Productions
Killing Them Softly,19, Chockstone Pictures
A Sound of Thunder,18, Baldwin Entertainment Group
The Three Musketeers,20, Constantin Film Produktion
Insurgent,9, Mandeville Films
Identity Thief,14, Aggregate Films
Crash,5, Bob Yari Productions
Gone Baby Gone,14, The Ladd Company
Jason X,7,New Line Cinema
A Scanner Darkly,16, Detour Filmproduction
Hannibal Rising,15, Zephyr Films
300: Rise of an Empire,22, Nimar Studios
Tower Heist,11,Universal Pictures
The Call,8,TriStar Pictures
Monster-in-Law,14, Spring Creek Productions
300,3, Hollywood Gang Productions
AntiTrust,9, Hyde Park Films
AVP: Alien vs. Predator,23, Studio Babelsberg
Think Like a Man,16, Studio Mir
Public Enemies,14,Universal Pictures
The Ant Bully,13, DNA Films
The Perfect Game,16, Kenio Films
Repo Men,8,Universal Pictures
Tomcats,7, Revolution Studios
The Rover,9,Porchlight Films
House of the Dead,17, Mindfire Entertainment
Machete Kills,13,Open Road Films
The Darkest Hour,16, The Jacobson Company
Get Carter,10,Franchise Pictures
Pan,3, Berlanti Productions
The Majestic,12,Village Roadshow Pictures
The Whole Nine Yards,20, Warner Bros.
Supernova,9, Metro-Goldwyn-Mayer (MGM)
The Skulls,10, Original Film
Are We There Yet?,17, Cube Vision
If I Stay,9, Metro-Goldwyn-Mayer (MGM)
30 Days of Night,16,Columbia Pictures
That Awkward Moment,19,Treehouse Pictures
22 Jump Street,14, Metro-Goldwyn-Mayer (MGM)
Ã†on Flux,9,Paramount Pictures
A Most Violent Year,19, FilmNation Entertainment
Inherent Vice,13,Ghoulardi Film Company
Bangkok Dangerous,17, Initial Entertainment Group
The Last King of Scotland,25, DNA Films
The Great Raid,14, Lawrence Bender Productions
Death Race,10,Universal Pictures
No Country for Old Men,22,Miramax Films
The Master,10,Ghoulardi Film Company
Charlie Wilson's War,20, Playtone Production
The Shaggy Dog,14,Walt Disney Pictures
The Last Legion,15, Quinta Communications
The Number 23,13, Contrafilm
Epic Movie,10,Twentieth Century Fox Film Corporation
Killer Joe,10, Picture Perfect (I)
Monkeybone,10, 1492 Pictures
Hanna,5, Neunte Babelsberg Film
John Wick,9, DefyNite Films
FearDotCom,10, Signature Pictures
The Invention of Lying,22, Lynda Obst Productions
AntiTrust,9,Industry Entertainment
The Smurfs 2,12,Columbia Pictures
Juno,4, Mandate Pictures
Flight of the Phoenix,21,Twentieth Century Fox Film Corporation
AVP: Alien vs. Predator,23, Stillking Films
The Men Who Stare at Goats,26, Smoke House
TMNT,4, Mirage Studios
Daybreakers,11, Pacific Film and Television Commission
A Beautiful Mind,16,Imagine Entertainment
Philomena,9, Yucaipa Films
Letters from Iwo Jima,21, Malpaso Productions
Moms' Night Out,15, Affirm Films
The Manchurian Candidate,24, Clinica Estetico
Dungeons & Dragons,18,New Line Cinema
Disturbia,9,Paramount Pictures
Evolution,9, Columbia Pictures Corporation
Hostage,7, Syndicate Films International
Crazy Heart,11,Fox Searchlight Pictures
"Big Mommas: Like Father, Like Son",33, Regency Enterprises
Beowulf,7, ImageMovers
Step Up 3D,10,Summit Entertainment
The Apparition,14, Studio Babelsberg Motion Pictures
Contraband,10, StudioCanal
The Heat,8, Ingenious Media
Non-Stop,8, Silver Pictures
All About Steve,15, Radar Pictures
Mystic River,12, Warner Bros.
Magic Mike,10,Nick Wechsler Productions
Cinderella,10, Allison Shearmur Productions
Horrible Bosses 2,17, RatPac Entertainment
Interstellar,12, Legendary Pictures
Step Up Revolution,18,Summit Entertainment
Capote,6, Manitoba Film and Video Production Tax Credit
Machete,7, Overnight Films
Machine Gun Preacher,20, Relativity Media
Jimmy Neutron: Boy Genius,25, Universal Cartoon Studios
Slackers,8,Sony Pictures
Paul Blart: Mall Cop 2,22, Sony Pictures Releasing
Lawless,7, Annapurna Pictures
Lucy,4, EuropaCorp
Smokin' Aces,12,Universal Pictures
Pulse,5,Dimension Films
Bee Movie,9, DreamWorks Animation
Miami Vice,10,Universal Pictures
Just Go With It,15,Columbia Pictures
Alexander,9, Intermedia Films
"Big Mommas: Like Father, Like Son",33, New Regency Pictures
Rush Hour 2,11,New Line Cinema
Bewitched,9, Bewitched
TRON: Legacy,12, Sean Bailey Productions
Revolutionary Road,18,DreamWorks SKG
Four Christmases,16, Type A Films
The Guardian,12, Eyetronics
Nanny McPhee,12, Working Title Films
Corky Romano,12, Touchstone Pictures
Conan the Barbarian,19, Nimar Studios
Jack and Jill,13, Happy Madison Productions
The Giver,9, Tonik Productions
The Kingdom,11,Universal Pictures
Furious 7,9, Original Film
The Sentinel,12, Epsilon Motion Pictures
Around the World in 80 Days,27, 80 Days Productions
4: Rise of the Silver Surfer,28, Dune Entertainment
American Outlaws,16, Morgan Creek Productions
Beauty Shop,11,Metro-Goldwyn-Mayer (MGM)
Transporter 3,13, Grive Productions
The Constant Gardener,21, Scion Films
The Grudge 3,12, Ozla Pictures
EuroTrip,8,DreamWorks SKG
The Heat,8, Chernin Entertainment
Our Idiot Brother,17,The Weinstein Company
Hope Springs,12, Mandate Pictures
A Thousand Words,16, DreamWorks SKG
Dredd,5, Reliance BIG Entertainment
The Secret Life of Walter Mitty,31, Big Screen Productions
Anger Management,16, Revolution Studios
Gangster Squad,14, Lin Pictures
Battleship,10,Universal Pictures
The Amazing Spider-Man,22, Marvel Entertainment
The SpongeBob Movie: Sponge Out of Water,40, Nickelodeon Animation Studios
The Machinist,13, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
Finding Nemo,12,Walt Disney Pictures
Meet the Parents,16, Universal Pictures
World War Z,11, Skydance Productions
Speed Racer,11, Studio Babelsberg
I Am Number Four,16,DreamWorks SKG
Crocodile Dundee in Los Angeles,31, Vision View Entertainment
How to Train Your Dragon,24, Mad Hatter Entertainment
Lockout,7, CinÃ©+
Capote,6, Eagle Vision Inc.
Case 39,7, Anonymous Content
Spanglish,9, Columbia Pictures Corporation
Looney Tunes: Back in Action,28, Baltimore Spring Creek Productions
Into the Storm,14,New Line Cinema
Zombieland,10,Columbia Pictures
National Treasure: Book of Secrets,34, Junction Entertainment
Angels & Demons,15, Panorama Films
The Hurt Locker,15, Grosvenor Park Media Ltd.
X-Men: First Class,18, Ingenious Media
Night at the Museum,19, 1492 Pictures
Unfinished Business,19,Studio Babelsberg
Seventh Son,11,Legendary Pictures
The Manchurian Candidate,24,Paramount Pictures
The Assassination of Jesse James by the Coward Robert Ford,58,Plan B Entertainment
Catch Me If You Can,19, Kemp Company
Hidalgo,7, Dune Films
American Gangster,17, Relativity Media
Eragon,6,Ingenious Film Partners
How to Lose Friends & Alienate People,37, Aramid Entertainment Fund
Brideshead Revisited,20, UK Film Council
Just My Luck,12,Regency Enterprises
Suspect Zero,12, Lakeshore Entertainment
Killers,7, Aversano Films
Quarantine,10, Andale Pictures
Alfie,5,Paramount Pictures
American Pie 2,14, Zide-Perry Productions
Rambo,5, Emmett/Furla Films
Miss Congeniality,17, Fortis Films
Brick Mansions,14, CinÃ©+
Evan Almighty,13, Universal Pictures
Snitch,6, Participant Media
Signs,5, Touchstone Pictures
Knocked Up,10,Universal Pictures
Gladiator,9, Red Wagon Entertainment
Black Hawk Down,15, Revolution Studios
About Last Night,16, Rainforest Films
Man on Fire,11, Fox 2000 Pictures
Dinner for Schmucks,19, Everyman Pictures
The Revenant,12, Anonymous Content
The Good Girl,13, Flan de Coco Films
Mr. Brooks,10, Eden Rock Media
Duplicity,9, Laura Bickford Productions
Dracula 2000,12,Neo Art & Logic
Zookeeper,9, Happy Madison Productions
Vacation,8,New Line Cinema
The Best of Me,14,Relativity Media
The Darkest Hour,16, New Regency Pictures
Beastly,7,CBS Films
Red Eye,7,DreamWorks SKG
Australia,9, Ingenious Film Partners
Rat Race,8, Fireworks Pictures
The Hunger Games: Mockingjay - Part 1,37,Lionsgate
You Don't Mess With the Zohan,29, Happy Madison Productions
Hart's War,10,David Foster Productions
Cinderella Man,14, Imagine Entertainment
Open Range,10, Touchstone Pictures
(500) Days of Summer,20,Fox Searchlight Pictures
Disturbia,9, Cold Spring Pictures
Cursed,6, Outerbanks Entertainment
Killing Them Softly,19, 1984 Private Defense Contractors
Tower Heist,11, Image Entertainment
Sugar & Spice,13,New Line Cinema
The Fast and the Furious,24,Universal Pictures
The Forgotten,13, Visual Arts Entertainment
The Sentinel,12,Twentieth Century Fox Film Corporation
The Twilight Saga: Breaking Dawn - Part 1,41, Sunswept Entertainment
Nacho Libre,11, Nickelodeon Movies
Delivery Man,12,DreamWorks SKG
Sin City: A Dame to Kill For,28, Troublemaker Studios
Ocean's Eleven,14, Jerry Weintraub Productions
The Cold Light of Day,21, Film Rites
17 Again,8,New Line Cinema
The Machinist,13, Canal+ EspaÃ±a
The Words,9, CBS Films
The Walk,8,TriStar Pictures
The Twilight Saga: New Moon,27,Summit Entertainment
Before the Devil Knows You're Dead,34,Capitol Films
The Imitation Game,18, Bristol Automotive
Collateral,10, Parkes/MacDonald Productions
Rocky Balboa,12,Columbia Pictures
Along Came Polly,16, Jersey Films
What Happens in Vegas,21, Mosaic Media Group
Agora,5, Telecinco Cinema
Ouija,5, Hasbro
A Sound of Thunder,18, Crusader Entertainment
Valentine's Day,15, Karz Entertainment
The Musketeer,13,Crystal Sky Worldwide
The Pyramid,11,Fox International Productions
Supernova,9, Screenland Pictures
Seventh Son,11, Thunder Road Pictures
The League of Extraordinary Gentlemen,37, JD Productions
The King's Speech,17, Aegis Film Fund
Pride & Prejudice,17, Scion Films
Friday Night Lights,19,Universal Studios
Rush,4,Revolution Films
27 Dresses,10, Fox 2000 Pictures
Final Destination 3,19,New Line Cinema
Unstoppable,11, Prospect Park
Mr. Nobody,10,Pan EuropÃ©enne Production
The Express,11,Davis Entertainment
The Amazing Spider-Man 2,24, Marvel Enterprises
Broken City,11, New Regency Pictures
The Secret of Moonacre,22,South Pacific Pictures
The 6th Day,11, Phoenix Pictures
Whisper,7, Province of British Columbia Production Services Tax Credit
Assault on Precinct 13,22, Liaison Films
The Lone Ranger,15,Walt Disney Pictures
Live Free or Die Hard,21, Twentieth Century Fox Film Corporation
The Others,10, Canal Plus
Empire State,12,Grindstone Entertainment Group
Planet of the Apes,18,Twentieth Century Fox Film Corporation
A Thousand Words,16, Saturn Films
The Twilight Saga: Eclipse,26, Imprint Entertainment
A Christmas Carol,17,Walt Disney
The Terminal,12, Parkes/MacDonald Productions
Bright Star,11, PathÃ© Renn Productions
Resident Evil: Retribution,26,Davis-Films
Morning Glory,13,Bad Robot
Ricki and the Flash,19, LStar Capital
The Italian Job,15, Working Title Films
Saw IV,6, Twisted Pictures
The Back-Up Plan,16,Escape Artists
Room,4, A24
The Water Horse,15, Walden Media
Wrath of the Titans,19,Legendary Pictures
Million Dollar Baby,19,Lakeshore Entertainment
On the Road,11, Canal+
Gridiron Gang,13,Columbia Pictures
Reign Over Me,13, Sunlight Productions
2012,4,Columbia Pictures
The Expendables 3,17, LionsGate
Starsky & Hutch,15, Dimension Films
Argo,4, Warner Bros.
Toy Story 3,11, Pixar Animation Studios
Horrible Bosses 2,17,New Line Cinema
Oldboy,6, OB Productions
Underworld: Rise of the Lycans,30, Screen Gems
The Master,10, The Weinstein Company
Life of Pi,10, Dune Entertainment
The King's Speech,17,The Weinstein Company
Akeelah and the Bee,19, Out of the Blue... Entertainment
The Santa Clause 2,18,Walt Disney Pictures
The Life Aquatic with Steve Zissou,34,Touchstone Pictures
Spotlight,9,Participant Media
X-Men Origins: Wolverine,24, Seed Productions
Argo,4, Smokehouse Pictures
The Da Vinci Code,17, Skylark Productions
12 Years a Slave,16, River Road Entertainment
Ricki and the Flash,19, Clinica Estetico
The Exorcism of Emily Rose,26, Screen Gems
Intolerable Cruelty,19,Imagine Entertainment
Space Cowboys,13, Warner Bros.
Mamma Mia!,10, Relativity Media
Hitman,6, Daybreak Productions
Men in Black 3,14, Hemisphere Media Capital
Unbreakable,11, Barry Mendel Productions
Shrek the Third,15,DreamWorks Animation
Colombiana,10, Canal+
Justin Bieber: Never Say Never,30, Magical Elves Productions
The Hangover Part III,21,Legendary Pictures
The Pacifier,12,Walt Disney Pictures
Big Hero 6,10,Walt Disney Pictures
The Heartbreak Kid,18, DreamWorks Pictures
The Darkest Hour,16, Regency Enterprises
Admission,9,Focus Features
Charlie and the Chocolate Factory,33, Plan B Entertainment
Nanny McPhee and the Big Bang,29,Universal Pictures
Avatar,6,Ingenious Film Partners
Sunshine,8,DNA Films
Lucky Number Slevin,19, Capitol Films
Lawless,7,The Weinstein Company
Atlantis: The Lost Empire,25, Walt Disney Feature Animation
Quills,6, Charenton Productions
Non-Stop,8, TF1 Films Production
Perfume: The Story of a Murderer,32, Ikiru Films
The Scorpion King,17, World Wrestling Entertainment (WWE)
300: Rise of an Empire,22, Warner Bros.
Transsiberian,13, Telecinco Cinema
Crazy/Beautiful,15, Ufland
Proof,5, Endgame Entertainment
Rent,4, 1492 Pictures
Angel Eyes,10,Warner Bros. Pictures
Don't Be Afraid of the Dark,27, Necropia
Derailed,8,Miramax Films
Cold Mountain,13,Miramax Films
Aloha,5, Sony Pictures Entertainment (SPE)
Clash of the Titans,19, Warner Bros.
Equilibrium,11,Dimension Films
Piranha 3D,10, Dimension Films
Yogi Bear,9,De Line Pictures
Cinderella Man,14,Miramax Films
Grindhouse,10, Yer Dead Productions
The League of Extraordinary Gentlemen,37, International Production Company
G.I. Joe: The Rise of Cobra,27, Spyglass Entertainment
Blue Crush,10, Universal Pictures
Welcome Home Roscoe Jenkins,27, Spyglass Entertainment
Into the Storm,14, Village Roadshow Pictures
Bridget Jones: The Edge of Reason,33, Studio Canal
The Taking of Pelham 1 2 3,26, Metro-Goldwyn-Mayer (MGM)
Toy Story 3,11,Walt Disney Pictures
Harry Brown,11, Marv Films
Diary of a Wimpy Kid: Rodrick Rules,35,Fox 2000 Pictures
Igby Goes Down,14,United Artists
Machete Kills,13, Demarest Films
Gran Torino,11, Gerber Pictures
Man of Tai Chi,14, China Film Group Corporation (CFGC)
Star Wars: The Force Awakens,28, Truenorth Productions
Adventureland,13, This Is That Productions
Drag Me to Hell,15, Buckaroo Entertainment
Love & Basketball,17,40 Acres & A Mule Filmworks
The Wild,8, C.O.R.E. Feature Animation
Legend of the Guardians: The Owls of Ga'Hoole,45, Cruel and Unusual Films
I'm Not There.,14, Dreamachine
"You, Me and Dupree",18, MMCB Film Produktion 2004
The Stepford Wives,18, DreamWorks Pictures
K-19: The Widowmaker,20, Palomar Pictures (II)
Home on the Range,17,Walt Disney Pictures
Pride & Prejudice,17, Working Title Films
The Four Feathers,17, Dune Films
Victor Frankenstein,19, TSG Entertainment
Drag Me to Hell,15,Universal Pictures
Zack and Miri Make a Porno,26,Blue Askew
When a Stranger Calls,21, Screen Gems
P.S. I Love You,15, Alcon Entertainment
What Happens in Vegas,21,Twentieth Century Fox Film Corporation
Reindeer Games,14,Dimension Films
Fright Night,12,Touchstone Pictures
New in Town,11, Edmonds Entertainment Group (EEG)
Boiler Room,11,New Line Cinema
Evan Almighty,13, Shady Acres Entertainment
Prisoners,9, Madhouse Entertainment
Haywire,7, Relativity Media
Me and Orson Welles,19, Freestyle Releasing
What Lies Beneath,17, ImageMovers
Dreamcatcher,12, WV Films II
Lone Survivor,13,Universal Pictures
Gosford Park,12,USA Films
School for Scoundrels,21,Dimension Films
Nick and Norah's Infinite Playlist,34,Columbia Pictures
Hancock,7,Columbia Pictures
I Am Legend,11, Original Film
