original_title,title_length,production_companies
Meet the Fockers,16," Everyman Pictures,  Universal Pictures"
Meet the Parents,16," Nancy Tenenbaum Films,  Universal Pictures, DreamWorks SKG,  Tribeca Productions"
Meet the Robinsons,18, Walt Disney Animation Studios
Megamind,8,DreamWorks Animation
Memento,7," Newmarket Capital Group,  Team Todd,  I Remember Productions"
Memoirs of a Geisha,19,"DreamWorks SKG,  Red Wagon Productions"
Men in Black 3,14," Hemisphere Media Capital,  Parkes/MacDonald Productions,  Media Magik Entertainment, Amblin Entertainment"
Men in Black II,15," Columbia Pictures Corporation,  Parkes+MacDonald Image Nation,  Amblin Entertainment"
Men of Honor,12,Fox 2000 Pictures
Metallica: Through the Never,28, Picturehouse Entertainment
Miami Vice,10,"Universal Pictures,  Metropolis Films,  Forward Pass"
Michael Clayton,15, Mirage Enterprises
Milk,4,Focus Features
Million Dollar Baby,19," Epsilon Motion Pictures, Lakeshore Entertainment,  Malpaso Productions,  Warner Bros."
Mindhunters,11,"Avenue Pictures Productions,  Weed Road Pictures,  Egmond Film & Television,  Dimension Films"
Minions,7," Illumination Entertainment, Universal Pictures"
Minority Report,15," Blue Tulip Productions,  Cruise/Wagner Productions,  Amblin Entertainment"
Mirror Mirror,13," Rat Entertainment,  Misher Films, Relativity Media,  Yucaipa Films"
Mirrors,7," Castel Film Romania,  Luna Pictures,  New Regency Pictures,  ASAF, Regency Enterprises"
Miss Congeniality,17," Castle Rock Entertainment, Village Roadshow Pictures,  Fortis Films,  Warner Bros."
Mission to Mars,15,Spyglass Entertainment
Mission: Impossible - Ghost Protocol,36," Revolution Sun Studios, Paramount Pictures"
Mission: Impossible - Rogue Nation,34," China Movie Channel,  TC Productions,  Skydance Productions, Paramount Pictures"
Mission: Impossible II,22,"Paramount Pictures,  Cruise/Wagner Productions"
Mission: Impossible III,23," China Film Co-Production Corporation, Paramount Pictures,  Studio Babelsberg"
Moms' Night Out,15," Affirm Films,  Pure Flix Entertainment, TriStar Pictures"
Moneyball,9,"Columbia Pictures,  Scott Rudin Productions"
Monkeybone,10,"20th Century Fox,  1492 Pictures"
Monster,7,Newmarket Films
Monster House,13, ImageMovers
Monster-in-Law,14," BenderSpink,  Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,  Spring Creek Productions, New Line Cinema"
Monsters vs Aliens,18,DreamWorks Animation
"Monsters, Inc.",14,"Walt Disney Pictures,  Pixar Animation Studios"
Monte Carlo,11," Fox 2000 Pictures, Dune Entertainment,  Regency Enterprises,  DiNovi Pictures,  Dune Entertainment III"
Moon,4," Limelight Fund,  Xingu Films, Liberty Films UK"
Moonrise Kingdom,16," Moonrise,  American Empirical Pictures"
Morning Glory,13,"Bad Robot,  Goldcrest Pictures"
Mortdecai,9,"Lionsgate,  Mad Chance,  Huayi Brothers Media"
Moulin Rouge!,13, Twentieth Century Fox Film Corporation
Movie 43,8," Virgin Produced,  Relativity Media"
Mr. & Mrs. Smith,16," Dutch Oven,  Weed Road Pictures,  Summit Entertainment, 20th Century Fox"
Mr. 3000,8,Touchstone Pictures
Mr. Bean's Holiday,18," Working Title Films, Tiger Aspect Productions"
Mr. Brooks,10," Element Films,  Eden Rock Media,  Relativity Media"
Mr. Deeds,9," Columbia Pictures Corporation,  Happy Madison Productions"
Mr. Nobody,10," Virtual Films, Pan EuropÃ©enne Production"
Mr. Peabody & Sherman,21,20th Century Fox
Mud,3,FilmNation Entertainment
Mulholland Drive,16,"Asymmetrical Productions,  The Picture Factory,  Les Films Alain Sarde,  Babbo Inc."
Munich,6," Peninsula Films,  Alliance Atlantis Communications, DreamWorks SKG"
Muppets Most Wanted,19," Disney, Buena Vista"
Murder by Numbers,17,Castle Rock Entertainment
Music and Lyrics,16," Reserve Room,  Flower Films (II)"
Mutant Chronicles,17," Paradox Entertainment, Isle of Man Film,  First Foot Films,  Edward R. Pressman Film"
My Best Friend's Girl,21," Management 360,  Superfinger Entertainment"
My Big Fat Greek Wedding,24,"MPH Entertainment,  Playtone Productions"
My Bloody Valentine,19,Lionsgate
My Blueberry Nights,19, Jet Tone Production
My Sister's Keeper,18,"Mark Johnson Productions,  Gran Via Productions"
My Soul to Take,15, Rogue
My Week with Marilyn,20," Trademark Films,  Lip Sync Post,  UK Film Council"
Mystic River,12," Warner Bros.,  NPV Entertainment, Village Roadshow Pictures"
Nacho Libre,11, Nickelodeon Movies
Nanny McPhee,12," Metro-Goldwyn-Mayer (MGM),  Working Title Films,  Three Strange Angels"
Nanny McPhee and the Big Bang,29," Working Title Films, Universal Pictures,  Relativity Media"
National Treasure,17," Jerry Bruckheimer Films, Walt Disney Pictures"
National Treasure: Book of Secrets,34," Walt Disney,  Junction Entertainment, Jerry Bruckheimer Films"
Nebraska,8,Paramount Vantage
Need for Speed,14," Reliance Entertainment,  Touchstone Pictures, DreamWorks SKG,  Bandito Brothers"
Neighbors,9," Point Grey Pictures, Universal Pictures,  Good Universe"
Never Back Down,15," Mandalay Pictures, Summit Entertainment"
Never Let Me Go,15, Film4
New Year's Eve,14,New Line Cinema
New in Town,11," Epidemic Pictures,  Edmonds Entertainment Group (EEG), Lionsgate,  The Safran Company"
Next,4," Virtual Studios,  Revolution Studios"
Next Friday,11,New Line Cinema
Nick and Norah's Infinite Playlist,34," Mandate Pictures, Columbia Pictures,  Depth of Field"
Night at the Museum,19," 21 Laps Entertainment,  1492 Pictures,  Twentieth Century Fox Film Corporation"
Night at the Museum: Battle of the Smithsonian,46," Dune Entertainment,  21 Laps Entertainment,  1492 Pictures, Twentieth Century Fox Film Corporation"
Night at the Museum: Secret of the Tomb,39," 21 Laps Entertainment, Twentieth Century Fox Film Corporation,  Moving Picture Company (MPC)"
Nightcrawler,12," Sierra / Affinity, Bold Films"
Nim's Island,12,Walden Media
Ninja Assassin,14,"Studio Babelsberg,  Anarchos Productions,  Legendary Pictures,  Silver Pictures"
No Country for Old Men,22," Scott Rudin Productions,  Mike Zoss Productions, Miramax Films"
No Escape,9, Living Films
No Good Deed,12,"Sony Pictures,  Screen Gems"
No Reservations,15," Warner Bros.,  Castle Rock Entertainment, Village Roadshow Pictures,  WV Films III"
No Strings Attached,19," Cold Spring Pictures,  The,  Spyglass Entertainment, Paramount Pictures"
Noah,4," Regency Enterprises,  Disruption Entertainment, Paramount Pictures"
Non-Stop,8," Silver Pictures,  TF1 Films Production,  Canal+, StudioCanal"
Norbit,6," Tollin/Robbins Productions, DreamWorks SKG"
North Country,13, Nick Wechsler Productions
Not Another Teen Movie,22," Neal H. Moritz Productions, Original Film"
Notes on a Scandal,18," DNA Films, Fox Searchlight Pictures,  BBC Films"
Now You See Me,14," See Me Louisiana,  K/O Paper Products"
"O Brother, Where Art Thou?",26," Touchstone Pictures, Universal Pictures"
Oblivion,8," Relativity Media,  Monolith Pictures (III), Universal Pictures,  Radical Studios,  Chernin Entertainment"
Ocean's Eleven,14,"Village Roadshow Pictures,  Jerry Weintraub Productions,  Section Eight,  NPV Entertainment,  Warner Bros."
Ocean's Thirteen,16," Warner Bros., Village Roadshow Pictures,  Jerry Weintraub Productions"
Ocean's Twelve,14," Warner Bros.,  WV Films III"
Oculus,6," Relativity Media, Intrepid Pictures,  WWE Studios"
Old Dogs,8,Walt Disney Pictures
Old School,10, The Montecito Picture Company
Oldboy,6," Good Universe,  OB Productions, Vertigo Entertainment"
Olympus Has Fallen,18,"Nu Image Films,  Millennium Films"
On the Road,11," Canal+,  France 2 CinÃ©ma,  Vanguard Films,  VideoFilmes, American Zoetrope"
Once Upon a Time in Mexico,26," Dimension Films,  Troublemaker Studios, Columbia Pictures Corporation"
One Day,7,Film 4
One Hour Photo,14, Catch 23 Entertainment
One for the Money,17,Lakeshore Entertainment
Open Range,10," Beacon Pictures,  Touchstone Pictures"
Open Season,11,Sony Pictures Animation
Original Sin,12,Metro-Goldwyn-Mayer (MGM)
Orphan,6, Studio Babelsberg StudioBabelsberg Motion Pictures
Osmosis Jones,13, Warner Bros. Animation
Ouija,5," Media Rights Capital,  Blumhouse Productions,  Hasbro, Universal Pictures"
Our Brand Is Crisis,19,"Participant Media,  Smokehouse Pictures"
Our Idiot Brother,17,The Weinstein Company
Out Cold,8, Touchstone Pictures
Out of Time,11, Monarch Pictures
Out of the Furnace,18," Energy Entertainment,  Relativity Media, Appian Way"
Outlander,9," Outlander Productions, Ascendant Pictures"
Over the Hedge,14,Pacific Data Images (PDI)
Oz: The Great and Powerful,26, Roth Films
P.S. I Love You,15," Alcon Entertainment, Wendy Finerman Productions"
Pacific Rim,11," Indochina Productions, Legendary Pictures"
Paddington,10," TF1 Films Production,  Heyday Films,  Canal+"
Pain & Gain,11,"Paramount Pictures,  De Line Pictures"
Pan,3," Berlanti Productions, Warner Bros.,  Moving Picture Company (MPC)"
Pandorum,8," Constantin Film Produktion, Impact Pictures"
Panic Room,10,Columbia Pictures Corporation
Paparazzi,9,20th Century Fox
ParaNorman,10, Laika Entertainment
Paranoia,8," Reliance Entertainment,  Relativity Media, Gaumont,  Kintop Pictures,  IM Global"
Paranormal Activity 3,21," Solana Films,  Room 101,  Blumhouse Productions"
Paranormal Activity 4,21," Blumhouse Productions,  Room 101, Paramount Pictures,  Solana Films"
Paranormal Activity: The Ghost Dimension,40, Blumhouse Productions
Paranormal Activity: The Marked Ones,36,"Blumhouse Productions,  Room 101"
Parental Guidance,17, Chernin Entertainment
Parker,6,SND
Pathfinder,10," Dune Entertainment,  Phoenix Pictures,  Major Studio Partners"
Paul,4,"Universal Pictures,  Big Talk Productions,  Relativity Media"
Paul Blart: Mall Cop,20,"Columbia Pictures,  Relativity Media,  Happy Madison Productions"
Paul Blart: Mall Cop 2,22," Happy Madison Productions,  Sony Pictures Entertainment (SPE),  Sony Pictures Releasing,  Sony Pictures Home Entertainment, Columbia Pictures"
Pay It Forward,14," Warner Bros., Bel Air Entertainment"
Paycheck,8," Province of British Columbia Film Incentive BC,  Davis Entertainment,  Lion Rock Productions,  DreamWorks SKG"
Pearl Harbor,12," Touchstone Pictures, Jerry Bruckheimer Films"
Penguins of Madagascar,22,DreamWorks Animation
People Like Us,14," Touchstone Pictures, DreamWorks SKG"
Percy Jackson & the Olympians: The Lightning Thief,50," 1492 Pictures,  Dune Entertainment,  Fox 2000 Pictures,  Sunswept Entertainment"
Percy Jackson: Sea of Monsters,30," Dune Entertainment III, 1492 Pictures,  Dune Entertainment,  Fox 2000 Pictures"
Perfect Stranger,16,"Columbia Pictures,  Revolution Studios"
Perfume: The Story of a Murderer,32," Ikiru Films, Davis-Films,  Rising Star,  Nouvelles Ã‰ditions de Films (NEF),  VIP Medienfonds 4"
Peter Pan,9," Revolution Studios, Columbia Pictures,  Universal Pictures"
Philomena,9," PathÃ©,  Yucaipa Films,  Baby Cow Productions, BBC Films"
Phone Booth,11,Fox 2000 Pictures
Pineapple Express,17,"Columbia Pictures,  Apatow Productions"
Piranha 3D,10," Dimension Films,  Atmosphere Entertainment MM"
Piranha 3DD,11," Intellectual Properties Worldwide,  Mark Canton Productions"
Pirates of the Caribbean: At World's End,40, Jerry Bruckheimer Films
Pirates of the Caribbean: Dead Man's Chest,42,"Walt Disney Pictures,  Jerry Bruckheimer Films"
Pirates of the Caribbean: On Stranger Tides,43,"Walt Disney Pictures,  Moving Picture Company (MPC)"
Pirates of the Caribbean: The Curse of the Black Pearl,54,"Walt Disney Pictures,  Jerry Bruckheimer Films"
Pitch Black,11, Polygram Filmed Entertainment
Pitch Perfect,13,Brownstone Productions
Pitch Perfect 2,15,"Universal Pictures,  Gold Circle Films"
Pixels,6,"Columbia Pictures,  Happy Madison Productions"
Planes,6,"Walt Disney Pictures,  Walt Disney Animation Studios"
Planes: Fire & Rescue,21, DisneyToon Studios
Planet 51,9, Hand Made Films
Planet of the Apes,18," Zanuck Company,  Tim Burton Productions, Twentieth Century Fox Film Corporation"
Point Break,11," Ehman Productions,  DMG Entertainment,  Alcon Entertainment"
Poltergeist,11,"Ghost House Pictures,  TSG Entertainment"
Pompeii,7,"Impact Pictures,  FilmDistrict,  Don Carmody Productions"
Poseidon,8, Irwin Allen Productions
Possession,10,"Warner Bros. Pictures,  Focus Features"
Post Grad,9," The Montecito Picture Company,  Cold Spring Pictures,  Fox Atomic"
Precious,8,Smokewood Entertainment Group
Predators,9," Dune Entertainment III,  Davis Entertainment, Twentieth Century Fox Film Corporation"
Predestination,14," Wolfhound Pictures,  Screen Queensland,  Blacklab Entertainment"
Premium Rush,12,Pariah Entertainment Group
Premonition,11,"TriStar Pictures,  Hyde Park Films"
Pride & Prejudice,17," Scion Films,  Working Title Films"
Priest,6," Buckaroo Entertainment, Screen Gems,  Michael De Luca Productions"
Prince of Persia: The Sands of Time,35,Walt Disney Pictures
Prisoners,9," 8:38 Productions,  Madhouse Entertainment, Alcon Entertainment"
Project Almanac,15," Platinum Dunes,  MTV Films"
Project X,9," Green Hat Films, Silver Pictures"
Prom,4,Walt Disney Pictures
Prometheus,10, Brandywine Productions
Promised Land,13," Media Farm, Participant Media,  Sunday Night,  Focus Features,  Imagenation Abu Dhabi FZ"
Proof,5,"Miramax Films,  Endgame Entertainment,  Hart-Sharp Entertainment"
Public Enemies,14," Forward Pass,  Dentsu, Universal Pictures,  Appian Way"
Pulse,5,Dimension Films
Punisher: War Zone,18,"Lionsgate,  Valhalla Motion Pictures,  Marvel Knights,  SGF Entertainment,  MHF Zweite Academy Film"
Push,4,"Icon Productions,  Infinity Features Entertainment"
Puss in Boots,13,DreamWorks
Quantum of Solace,17,Eon Productions
Quarantine,10, Andale Pictures
Quartet,7,Headline Pictures
Queen of the Damned,19," WV Films LLC,  Warner Bros."
Quills,6," Charenton Productions, Fox Searchlight Pictures,  Industry Entertainment"
R.I.P.D.,8," Dark Horse Entertainment, Universal Pictures"
RED,3," Summit Entertainment,  Di Bonaventura Pictures, DC Comics,  DC Entertainment"
Race to Witch Mountain,22,"Walt Disney Pictures,  Gunn Films"
Radio,5," Tollin/Robbins Productions, Revolution Studios"
Rambo,5," Millennium Films,  Emmett/Furla Films,  Lionsgate,  Nu Image Films, Rogue Marble"
Rango,5," GK Films,  Blind Wink,  Nickelodeon Movies"
Rat Race,8," Alphaville Films,  Fireworks Pictures"
Ratatouille,11," Pixar Animation Studios, Walt Disney Pictures"
Ray,3,Universal Pictures
Ready to Rumble,15,"Bel Air Entertainment,  Warner Bros."
Real Steel,10," Touchstone Pictures,  21 Laps Entertainment,  ImageMovers"
Red Dragon,10,"Universal Pictures,  Metro-Goldwyn-Mayer (MGM)"
Red Eye,7,"DreamWorks SKG,  BenderSpink,  Craven-Maddalena Films"
Red Planet,10," NPV Entertainment, Village Roadshow Pictures,  Warner Bros.,  Mars Production Pty. Ltd.,  The Canton Company"
Red Tails,9,Twentieth Century Fox Film Corporation
Redemption,10,Lionsgate
Reign Over Me,13,"Columbia Pictures,  Sunlight Productions,  Madison 23"
Reign of Fire,13," Tripod Entertainment,  Touchstone Pictures,  Spyglass Entertainment, The Zanuck Company"
Reindeer Games,14,Dimension Films
Remember the Titans,19," Jerry Bruckheimer Films,  Technical Black"
Rendition,9," Level 1 Entertainment,  MID Foundation"
Reno 911!: Miami,16,20th Century Fox
Rent,4," 1492 Pictures,  Revolution Studios"
Repo Men,8," Relativity Media, Universal Pictures"
Rescue Dawn,11,Metro-Goldwyn-Mayer (MGM)
Resident Evil,13," New Legacy,  Davis-Films"
Resident Evil: Afterlife,24," Constantin Film Produktion,  Davis-Films, Impact Pictures"
Resident Evil: Apocalypse,25,"Impact Pictures,  Constantin Film Ltd."
Resident Evil: Extinction,25," Davis-Films,  Constantin Film Produktion,  Resident Evil Productions"
Resident Evil: Retribution,26,Davis-Films
Return to Me,12," JLT Productions, Metro-Goldwyn-Mayer (MGM)"
Return to Never Land,20,"Walt Disney Pictures,  Walt Disney Television Animation,  DisneyToon Studios"
Revolutionary Road,18," Neal Street Productions,  BBC Films, DreamWorks SKG,  Evamere Entertainment"
Ricki and the Flash,19,"Columbia TriStar,  LStar Capital,  Clinica Estetico"
Riddick,7,"One Race Productions,  Riddick Canada Productions,  Radar Pictures"
Ride Along,10, Cube Vision
Riding in Cars with Boys,24,Columbia Pictures
Righteous Kill,14,"Grosvenor Park Media Ltd.,  InVenture Entertainment,  Nu-Image Films,  Emmett/Furla Films"
Rio,3," Twentieth Century Fox Animation, Blue Sky Studios"
Rio 2,5, Twentieth Century Fox Animation
Road Trip,9,DreamWorks SKG
Road to Perdition,17,"DreamWorks SKG,  The Zanuck Company,  Twentieth Century Fox Film Corporation"
Robin Hood,10, Universal Pictures
RoboCop,7, Strike Entertainment
Robots,6,Blue Sky Studios
Rock Star,9,Warner Bros. Pictures
Rock of Ages,12,New Line Cinema
Rock the Kasbah,15," QED International, Shangri-La Entertainment"
RockNRolla,10," Warner Bros.,  Dark Castle Entertainment"
Rocky Balboa,12," Revolution Studios, Columbia Pictures,  Rogue Marble,  Metro-Goldwyn-Mayer (MGM)"
Role Models,11," WideAwake,  Relativity Media,  Internationale Filmproduktion Stella-del-SÃ¼d,  New Regency Pictures"
Romeo Must Die,14," Warner Bros., Silver Pictures"
Room,4,"Element Pictures,  No Trace Camping,  A24,  Duperele Films"
Rules of Engagement,19," Seven Arts Pictures, Paramount Pictures"
Rumor Has It...,15," Spring Creek Productions, Village Roadshow Pictures,  Warner Bros."
Run All Night,13, RatPac-Dune Entertainment
Run Fatboy Run,14,Entertainment Films
Runaway Jury,12," New Regency Pictures, Regency Enterprises"
Runner Runner,13," New Regency Pictures,  Appian Way,  Stone Village Pictures, 20th Century Fox,  Double Feature Films"
Running Scared,14,International Production Company
Rush,4," Working Title Films, Revolution Films,  Cross Creek Pictures"
Rush Hour 2,11,New Line Cinema
S.W.A.T.,8," Columbia Pictures Corporation,  Illusion Entertainment"
Sabotage,8,"Open Road Films,  QED International,  Albert S. Ruddy Productions,  Crave Films"
Safe,4, IM Global
Safe Haven,10,"Temple Hill Productions,  Relativity Media"
Safe House,10," Dentsu, Universal Pictures"
Sahara,6," Mace Neufeld Productions,  Bristol Bay Productions,  Desertlands Entertainment"
Salt,4,"Columbia Pictures,  Di Bonaventura Pictures,  Wintergreen Productions"
San Andreas,11," Flynn Picture Company,  Warner Bros."
Sanctum,7," Relativity Media,  Sanctum Australia,  Great Wight Productions/ Osford Films"
Savages,7, Relativity Media
Save the Last Dance,19," Cort/Madden Productions, MTV Films"
Saving Mr. Banks,16," Ruby Films,  Essential Media & Entertainment,  BBC Films, Walt Disney Pictures"
Saving Silverman,16,"Village Roadshow Pictures,  NPV Entertainment,  Columbia Pictures Corporation"
Saw 3D,6," Twisted Pictures,  Serendipity Productions"
Saw III,7,"Lions Gate Films,  Evolution Entertainment"
Saw IV,6, Twisted Pictures
Saw VI,6,"Lionsgate,  Twisted Pictures"
Scary Movie,11," Dimension Films, Gold/Miller Productions,  Brad Grey Pictures,  Wayans Bros. Entertainment"
Scary Movie 2,13,"Gold/Miller Productions,  Brad Grey Pictures,  Dimension Films,  Wayans Bros. Entertainment"
Scary Movie 3,13, Brad Grey Pictures
Scary Movie 4,13,Dimension Films
Scary Movie 5,13,Dimension Films
School for Scoundrels,21,Dimension Films
Scooby-Doo,10,"Atlas Entertainment,  Warner Bros."
Scott Pilgrim vs. the World,27,"Universal Pictures,  Marc Platt Productions"
Scream 3,8, Craven-Maddalena Films
Seabiscuit,10,"Universal Pictures,  Spyglass Entertainment,  DreamWorks Pictures"
Season of the Witch,19,"Atlas Entertainment,  Relativity Media"
Secret Window,13,"Columbia Pictures Corporation,  Grand Slam Productions"
Secret in Their Eyes,20," Gran Via Productions,  IM Global,  Route One Films, Ingenious Media"
Self/less,9,"Endgame Entertainment,  Ram Bergman Productions"
Selma,5," Harpo Films, Plan B Entertainment,  Celador Films"
Serendipity,11," Tapestry Films,  Simon Fields Productions, Miramax Films"
Serving Sara,12,Paramount Pictures
Seven Pounds,12," Relativity Media,  Overbrook Entertainment,  Escape Artists"
Seven Psychopaths,17," British Film Institute (BFI),  CBS Films,  Film4, Blueprint Pictures"
Seventh Son,11," Moving Picture Company (MPC),  Pendle Mountain Productions,  Outlaw Sinema, Legendary Pictures,  Thunder Road Pictures"
Sex Tape,8," Sony Pictures Entertainment (SPE),  LStar Capital, Escape Artists"
Sex and the City,16," Home Box Office (HBO),  Darren Star Productions, New Line Cinema"
Sex and the City 2,18," HBO Films,  Village Roadshow Pictures"
Shaft,5, Scott Rudin Productions
Shall We Dance?,15,Miramax Films
Shallow Hal,11,Twentieth Century Fox Film Corporation
Shanghai Knights,16," Touchstone Pictures,  Jackie Chan Films Limited, Spyglass Entertainment,  Birnbaum / Barber Productions,  All Knight Productions"
Shark Tale,10," DreamWorks Animation,  Pacific Data Images (PDI)"
She's Out of My League,22,DreamWorks SKG
She's the Man,13,DreamWorks SKG
Sherlock Holmes,15," Silver Pictures,  Wigram Productions"
Sherlock Holmes: A Game of Shadows,34,"Village Roadshow Pictures,  Wigram Productions,  Lin Pictures,  Warner Bros."
Shooter,7," Grosvenor Park Impact Productions, Paramount Pictures,  Di Bonaventura Pictures"
Showtime,8," NPV Entertainment,  Warner Bros., Village Roadshow Pictures,  Overbrook Entertainment"
Shrek,5,"DreamWorks SKG,  DreamWorks Animation"
Shrek 2,7," DreamWorks Animation,  Pacific Data Images (PDI)"
Shrek Forever After,19,DreamWorks Animation
Shrek the Third,15,DreamWorks Animation
Shutter Island,14," Sikelia Productions,  Appian Way,  Phoenix Pictures, Paramount Pictures"
Sicario,7,"Lionsgate,  Black Label Media"
Side Effects,12, Universal
Sideways,8,"Fox Searchlight Pictures,  Michael London Productions,  Sideways Productions Inc."
Signs,5," Touchstone Pictures,  Blinding Edge Pictures,  The"
Silent Hill,11," Konami,  Davis-Films"
Silent Hill: Revelation 3D,26,Davis-Films
Sin City,8," Troublemaker Studios, Dimension Films"
Sin City: A Dame to Kill For,28," Demarest Films,  Troublemaker Studios,  Aldamisa Entertainment, Miramax Films"
Sinister 2,10," Automatik Entertainment,  IM Global"
Sisters,7,Little Stranger
Sky Captain and the World of Tomorrow,37," Blue Flower Productions,  Natural Nylon Entertainment, Paramount Pictures"
Sky High,8,"Walt Disney Pictures,  Max Stronghold Productions Inc.,  Gunn Films"
Skyfall,7,Columbia Pictures
Skyline,7," Hydraulx,  Transmission Pictures, Rogue Pictures"
Slackers,8,Sony Pictures
Slumdog Millionaire,19," Film4,  Warner Bros., Celador Films"
Smart People,12," Corduroy Films,  Sherazade Film Development,  QED International,  Groundswell Productions"
Smokin' Aces,12," StudioCanal,  Scion Films, Universal Pictures,  Working Title Films,  Relativity Media"
Snakes on a Plane,17,New Line Cinema
Snitch,6," Exclusive Media Group,  Participant Media,  Spitfire Pictures"
Snow White and the Huntsman,27," Roth Films, Universal Pictures"
Solaris,7, Lightstorm Entertainment
Solitary Man,12," Millennium Films, Smartest Man Productions,  Paul Schiff Productions"
Something Borrowed,18," Wild Ocean Films, Alcon Entertainment"
Something's Gotta Give,22, Warner Bros.
Son of God,10," LightWorkers Media, Hearst Entertainment Productions"
Soul Surfer,11," TriStar Pictures,  Brookwell-McNamara Entertainment,  FilmDistrict"
Source Code,11,"The Mark Gordon Company,  Vendome Pictures"
Southpaw,8, Riche-Ludwig Productions
Space Chimps,12," Vanguard Animation,  Studiopolis, Starz Media,  Starz Animation"
Space Cowboys,13," Malpaso Productions,  Warner Bros.,  Clipsal Films"
Spanglish,9,"Gracie Films,  Columbia Pictures Corporation"
Sparkle,7,"TriStar Pictures,  Akil Production Company,  Phoenix Pictures"
Spartan,7, Art Linson Productions
Spectre,7," B24, Columbia Pictures"
Speed Racer,11,"Village Roadshow Pictures,  Anarchos Productions,  Studio Babelsberg,  Warner Bros."
Spider-Man 2,12,"Laura Ziskin Productions,  Columbia Pictures Corporation,  Marvel Enterprises"
Spider-Man 3,12," Laura Ziskin Productions, Columbia Pictures,  Marvel Enterprises"
Spirit: Stallion of the Cimarron,32,DreamWorks Animation
Spotlight,9," Entertainment One Features,  Anonymous Content,  Open Road Films, Participant Media"
Spring Breakers,15,"RabbitBandini Productions,  Pop Films,  Radar Pictures,  Muse Productions,  Division Films"
Spy,3,"Twentieth Century Fox Film Corporation,  Chernin Entertainment,  Feigco Entertainment"
Spy Game,8," Red Wagon Productions,  Beacon Communications,  Metropolitan Filmexport, Universal Pictures"
Spy Kids,8," Miramax, Dimension Films"
Spy Kids 2: Island of Lost Dreams,33,Dimension Films
St. Vincent,11," Chernin Entertainment,  Crescendo Productions"
Star Trek,9," Bad Robot,  MavroCine Pictures GmbH & Co. KG"
Star Trek Into Darkness,23," Kurtzman/Orci,  Bad Robot,  Skydance Productions"
Star Trek: Nemesis,18,Paramount Pictures
Star Wars: Episode II - Attack of the Clones,44,Lucasfilm
Star Wars: Episode III - Revenge of the Sith,44,Lucasfilm
Star Wars: The Force Awakens,28," Truenorth Productions,  Bad Robot"
Stardust,8,"Paramount Pictures,  Di Bonaventura Pictures,  Marv Films,  Vaughn Productions,  Ingenious Film Partners"
Starsky & Hutch,15," Red Hour Films, Weed Road Pictures,  Dimension Films,  AR-TL"
State of Play,13," Andell Entertainment,  Working Title Films,  Relativity Media,  StudioCanal, Universal Pictures"
Stay Alive,10," Wonderland Sound and Vision,  Hollywood Pictures, Spyglass Entertainment"
Stealth,7," Columbia Pictures Corporation,  Original Film,  Phoenix Pictures"
Step Brothers,13," Relativity Media,  Apatow Productions, Columbia Pictures,  Gary Sanchez Productions"
Step Up,7," Touchstone Pictures,  Eketahuna LLC,  Offspring Entertainment"
Step Up 2: The Streets,22,"Summit Entertainment,  Touchstone Pictures,  Offspring Entertainment"
Step Up 3D,10,Summit Entertainment
Step Up All In,14, Offspring Entertainment
Step Up Revolution,18,Summit Entertainment
Stolen,6, Nu Image Films
Stomp the Yard,14,Rainforest Films
Stone,5,Stone Productions
Stormbreaker,12, The
Straight Outta Compton,22," Cube Vision,  Broken Chair Flickz,  Legendary Pictures,  Universal Pictures"
Stranger Than Fiction,21, Three Strange Angels
Street Fighter: The Legend of Chun-Li,37,"Twentieth Century Fox Film Corporation,  Hyde Park Films"
Street Kings,12," Dune Entertainment III, Fox Searchlight Pictures"
Stuart Little 2,15,Columbia Pictures
Stuck on You,12, Conundrum Entertainment
Sucker Punch,12," Lennox House Films,  Warner Bros.,  Cruel and Unusual Films"
Suffragette,11, PathÃ©
Sugar & Spice,13,New Line Cinema
Suite FranÃ§aise,16," Scope Pictures,  Canal+"
Summer Catch,12, Warner Bros.
Sunshine,8," Ingenious Film Partners,  UK Film Council, DNA Films"
Super 8,7,"Paramount Pictures,  Bad Robot,  K/O Camera Toys"
Superbad,8," Apatow Productions, Columbia Pictures"
Supernova,9,"United Artists,  Metro-Goldwyn-Mayer (MGM),  Screenland Pictures"
Surrogates,10," Wintergreen Productions,  Mandeville Films,  Top Shelf Productions, Touchstone Pictures"
Suspect Zero,12,"Paramount Pictures,  Cruise/Wagner Productions,  Lakeshore Entertainment"
Sweeney Todd: The Demon Barber of Fleet Street,46," The, Warner Bros.,  Parkes+MacDonald Image Nation,  Zanuck Company"
Sweet Home Alabama,18,Touchstone Pictures
Sweet November,14, Warner Bros.
Swimming Pool,13," FidÃ©litÃ© Productions, France 2 CinÃ©ma,  Gimages,  Canal Plus"
Swordfish,9,"Village Roadshow Pictures,  Silver Pictures"
Sydney White,12," SW7D Productions,  Clifford Werber Productions, Morgan Creek Productions"
Sylvia,6,Focus Films
Syriana,7," Participant Media,  FilmWorks,  4M"
TMNT,4," Imagi Production,  Warner Bros.,  Mirage Studios,  Imagi Animation Studios"
TRON: Legacy,12,"Walt Disney Pictures,  Sean Bailey Productions,  Revolution Sun Studios"
Take Me Home Tonight,20," Internationale Filmproduktion Blackbird Dritte, Imagine Entertainment"
