city,cuisine_style,ranking,rating,reviews_number
Oslo,American,427.0,3.5,307.0
Vienna, Austrian,298.0,4.0,331.0
Berlin, Vegetarian Friendly,1686.0,4.0,70.0
Madrid,unknown,8381.0,3.0,4.0
London,unknown,16406.0,1.0,NaN
Ljubljana, Latin,105.0,4.0,87.0
Hamburg, Asian,1788.0,4.0,13.0
Edinburgh, Cafe,410.0,5.0,115.0
Rome, Vegetarian Friendly,4273.0,3.5,131.0
London, Vegan Options,1938.0,4.0,790.0
Paris, Asian,12440.0,3.0,149.0
Paris,unknown,10983.0,4.0,NaN
Paris,Asian,9631.0,4.5,20.0
Paris, Vegetarian Friendly,64.0,4.5,1180.0
London,unknown,12527.0,4.0,NaN
Paris,French,1650.0,4.5,234.0
Vienna,Delicatessen,739.0,4.5,19.0
Brussels, Bar,534.0,3.5,160.0
Lyon,French,1642.0,4.5,2.0
Berlin, Thai,2580.0,4.5,12.0
London, Vegan Options,1507.0,4.0,311.0
Berlin, Vegetarian Friendly,4085.0,3.5,31.0
Amsterdam, Seafood,226.0,4.5,101.0
Paris,Japanese,1821.0,4.5,74.0
Edinburgh,unknown,1429.0,3.5,10.0
Brussels, Cafe,1753.0,4.5,8.0
Madrid, Wine Bar,4727.0,4.5,2.0
London,Italian,9783.0,4.0,17.0
Barcelona, European,1203.0,4.5,133.0
Brussels,Japanese,2508.0,3.5,5.0
Edinburgh, Gluten Free Options,389.0,4.5,49.0
Brussels, Bar,666.0,4.5,42.0
Prague,European,4125.0,1.5,226.0
Rome,Italian,1889.0,4.5,68.0
Berlin,Mexican,3635.0,3.5,40.0
Vienna, Pub,1154.0,4.0,86.0
Prague,European,3399.0,3.5,4.0
Rome,Italian,4475.0,4.5,14.0
Barcelona,Healthy,1244.0,4.5,42.0
Paris, Asian,6169.0,4.0,16.0
Stockholm, European,415.0,4.5,26.0
London, Gluten Free Options,7403.0,4.0,92.0
Milan, Delicatessen,367.0,4.5,100.0
Bratislava, Pizza,250.0,4.0,25.0
Vienna,Pizza,2969.0,3.5,8.0
Amsterdam, European,1384.0,4.0,56.0
Krakow, Pub,180.0,4.5,95.0
London,unknown,13346.0,3.0,5.0
Prague, Czech,3555.0,5.0,6.0
Barcelona, Cafe,6337.0,3.5,3.0
Vienna, Grill,59.0,4.0,534.0
London, Gluten Free Options,1046.0,4.0,266.0
Zurich, Pizza,1398.0,4.5,3.0
London, Pub,4516.0,3.5,472.0
Madrid,unknown,8432.0,2.0,6.0
Stockholm, Asian,2381.0,2.5,34.0
London, Indian,10613.0,3.5,16.0
Edinburgh, Gluten Free Options,476.0,4.0,128.0
Stockholm,Bar,690.0,4.0,33.0
Edinburgh, Scottish,908.0,4.0,147.0
Madrid,Mediterranean,8623.0,2.0,7.0
Budapest, Central European,756.0,4.5,40.0
Rome, International,2780.0,4.0,78.0
Hamburg,unknown,2514.0,3.0,NaN
Rome,American,5075.0,3.5,20.0
London, Vegetarian Friendly,810.0,4.0,730.0
Barcelona, Vegetarian Friendly,3179.0,5.0,5.0
Rome, Mediterranean,2785.0,5.0,38.0
London,Cafe,6254.0,4.0,35.0
Rome, Vegetarian Friendly,292.0,4.5,915.0
Munich, Wine Bar,1177.0,4.5,12.0
Brussels,European,1399.0,4.0,24.0
Amsterdam, Gluten Free Options,755.0,4.0,158.0
Lisbon,Mediterranean,89.0,4.5,1622.0
Amsterdam, Vegetarian Friendly,1735.0,4.0,129.0
Madrid, Vegetarian Friendly,1374.0,4.0,86.0
Berlin, Sushi,128.0,4.5,294.0
London,Chinese,16267.0,2.0,5.0
Rome,French,1917.0,4.0,112.0
Amsterdam,Steakhouse,1204.0,4.0,161.0
Budapest, Central European,207.0,4.0,462.0
Zurich, European,275.0,4.5,42.0
London, Street Food,6982.0,4.5,7.0
Lyon,unknown,2571.0,2.5,2.0
Brussels, Vegetarian Friendly,35.0,4.5,576.0
Rome,Italian,1927.0,4.5,36.0
London, Gluten Free Options,807.0,5.0,95.0
Geneva, Mediterranean,1400.0,3.0,4.0
Milan,Italian,5752.0,3.0,405.0
Dublin, Barbecue,872.0,4.5,10.0
Athens, Greek,720.0,4.0,24.0
London,Italian,3974.0,4.5,49.0
Milan, Pizza,6061.0,2.5,5.0
London, European,2437.0,3.5,747.0
Madrid,Bar,1231.0,4.0,116.0
London, Mediterranean,15056.0,3.5,6.0
Brussels, Vietnamese,484.0,4.5,71.0
Helsinki, Contemporary,498.0,4.0,21.0
Paris, Vegetarian Friendly,2988.0,4.0,131.0
Athens, Turkish,1542.0,3.5,16.0
London, Gluten Free Options,921.0,4.0,1160.0
Brussels,unknown,2477.0,3.5,7.0
Rome, Vegetarian Friendly,1813.0,4.0,330.0
Vienna, Pizza,3102.0,3.0,43.0
Barcelona, Spanish,1905.0,4.5,88.0
London, Vegetarian Friendly,4232.0,3.5,534.0
Rome, Vegan Options,1060.0,4.5,143.0
Berlin, Vegetarian Friendly,14.0,4.5,454.0
Dublin, Vegetarian Friendly,1476.0,3.5,51.0
Ljubljana, Barbecue,34.0,4.5,289.0
London,Bar,4221.0,4.0,45.0
Madrid, Contemporary,5244.0,4.5,3.0
Paris,French,11266.0,3.5,4.0
Geneva, European,609.0,3.5,72.0
Berlin,unknown,4229.0,4.5,3.0
Amsterdam, Dutch,1457.0,4.0,71.0
Dublin,Pub,832.0,4.0,122.0
Vienna,Austrian,2797.0,4.0,6.0
Paris, Cafe,1911.0,4.5,68.0
London,Brew Pub,5338.0,5.0,14.0
Krakow,Polish,703.0,4.0,21.0
Budapest, Vegetarian Friendly,74.0,4.5,831.0
Berlin, Vegan Options,2729.0,4.0,72.0
Warsaw, Central European,15.0,4.5,838.0
Milan, Italian,6212.0,1.5,78.0
London,unknown,12134.0,4.0,3.0
Paris, Gluten Free Options,155.0,4.5,516.0
Paris,French,2856.0,4.0,109.0
Madrid, Spanish,1411.0,4.5,43.0
Rome, Mediterranean,5906.0,3.5,128.0
Madrid,unknown,2124.0,4.0,44.0
London,Pizza,8099.0,4.5,6.0
London,Mediterranean,698.0,4.5,922.0
Dublin, Pub,916.0,4.0,45.0
Paris,French,1567.0,4.5,72.0
Barcelona,unknown,2847.0,4.5,18.0
Rome,Italian,4026.0,3.5,266.0
London, Vegetarian Friendly,4057.0,4.0,147.0
Rome, Brew Pub,346.0,4.5,242.0
Budapest, Vegetarian Friendly,690.0,4.5,54.0
London,Healthy,8918.0,5.0,NaN
London,Bar,4749.0,4.0,340.0
London,Japanese,5876.0,4.0,76.0
Krakow,Italian,285.0,4.0,136.0
London, Vegan Options,6009.0,4.0,90.0
London, Central European,596.0,4.0,691.0
Amsterdam, Gluten Free Options,316.0,4.5,183.0
London, Vegan Options,5648.0,4.0,42.0
Barcelona,European,2768.0,4.5,23.0
Hamburg,Chinese,2577.0,3.0,4.0
Zurich, Mediterranean,376.0,4.5,62.0
Edinburgh, Scottish,285.0,4.0,1343.0
Stockholm,Thai,2212.0,3.0,NaN
Stockholm, International,39.0,4.5,846.0
Barcelona,unknown,6113.0,3.5,2.0
Berlin,unknown,3476.0,5.0,NaN
London, Vegetarian Friendly,33.0,4.5,815.0
Madrid, Spanish,862.0,3.5,1626.0
Prague, Bar,359.0,4.0,303.0
Paris, Central European,5450.0,4.0,68.0
Lisbon,Cafe,950.0,5.0,14.0
London,Bar,3728.0,4.0,199.0
Berlin, Vegetarian Friendly,835.0,4.0,110.0
Paris, Mediterranean,1172.0,5.0,59.0
Lisbon, Vegan Options,621.0,4.5,102.0
Barcelona, Vegetarian Friendly,1327.0,4.0,220.0
Paris,unknown,6992.0,4.5,20.0
Oporto, European,439.0,4.5,51.0
Warsaw, European,1066.0,5.0,NaN
Berlin,Wine Bar,476.0,4.5,82.0
Copenhagen, Danish,766.0,4.5,36.0
London,International,4598.0,4.0,137.0
Milan,Italian,3553.0,3.5,36.0
Barcelona, European,1673.0,4.0,109.0
Barcelona, Mediterranean,2986.0,4.5,11.0
Vienna, European,280.0,4.5,85.0
Zurich, Central European,437.0,4.0,125.0
London, Gluten Free Options,2615.0,4.0,430.0
Madrid, European,701.0,4.0,321.0
Berlin,Steakhouse,4440.0,3.5,165.0
London,Cafe,13385.0,3.5,26.0
Madrid,unknown,3723.0,4.0,19.0
London,Italian,9641.0,4.5,4.0
Warsaw, European,2009.0,3.5,13.0
Lisbon, Portuguese,1072.0,4.5,22.0
London, Vegetarian Friendly,1003.0,4.5,201.0
Berlin, European,174.0,4.5,206.0
London,Italian,13277.0,3.5,13.0
Milan,unknown,5886.0,3.5,16.0
Madrid, Middle Eastern,598.0,4.0,432.0
Paris,French,11312.0,3.5,2.0
Helsinki, European,659.0,3.5,31.0
Lisbon,Cafe,510.0,4.5,54.0
Copenhagen, Vegetarian Friendly,430.0,4.0,157.0
Madrid, Vegan Options,992.0,4.5,39.0
Madrid,unknown,7689.0,2.5,2.0
Rome,Japanese,1378.0,4.5,101.0
Madrid, Fast Food,6776.0,3.5,3.0
Milan, Soups,716.0,3.5,5870.0
Zurich, Ethiopian,1417.0,4.0,29.0
Prague,European,3699.0,3.0,NaN
Oporto, Mediterranean,210.0,4.0,201.0
Amsterdam, Greek,1735.0,4.0,129.0
Lisbon, Halal,1261.0,4.5,79.0
Lisbon, Portuguese,2202.0,5.0,4.0
Vienna,unknown,1772.0,5.0,NaN
Copenhagen,Cafe,1768.0,3.0,13.0
Brussels, Grill,1070.0,4.0,55.0
Edinburgh, Gluten Free Options,285.0,4.0,1343.0
Edinburgh,unknown,1180.0,5.0,3.0
Berlin, Central European,2981.0,4.0,25.0
Lisbon, Nepali,2806.0,4.0,2.0
Amsterdam, Chinese,312.0,4.0,279.0
Paris,Vegetarian Friendly,3293.0,4.0,48.0
Lisbon, Barbecue,3521.0,3.0,403.0
Barcelona,Mediterranean,6480.0,4.0,22.0
Prague,European,2241.0,4.5,5.0
Madrid, Spanish,135.0,4.5,483.0
Berlin, Pub,5020.0,4.0,NaN
Berlin,Italian,6212.0,2.5,183.0
Luxembourg, Vegetarian Friendly,127.0,4.0,184.0
Lisbon,European,3343.0,3.0,5.0
Paris, European,2421.0,4.0,184.0
Barcelona, Pakistani,1829.0,4.0,148.0
Geneva, Vegan Options,337.0,4.0,90.0
Milan,Italian,5458.0,3.0,50.0
London, Pizza,11833.0,3.5,166.0
Rome,Italian,3364.0,4.0,48.0
Milan, Seafood,865.0,4.5,110.0
Paris,unknown,12424.0,4.0,8.0
Amsterdam,Healthy,2184.0,5.0,3.0
Lisbon, Portuguese,1976.0,4.0,20.0
London, Contemporary,6871.0,5.0,7.0
Barcelona,Indian,1651.0,4.5,30.0
Paris,French,514.0,5.0,121.0
Hamburg,unknown,1233.0,5.0,7.0
Paris,French,6152.0,3.5,122.0
London,unknown,15352.0,3.0,3.0
London, Vegetarian Friendly,3709.0,4.0,198.0
Edinburgh,Italian,148.0,4.0,1008.0
Paris,French,1296.0,4.5,101.0
Vienna, European,2693.0,4.0,NaN
London,unknown,16074.0,2.0,3.0
London, Asian,6229.0,4.5,15.0
Paris, Bar,7054.0,3.5,139.0
Krakow, Fast Food,79.0,4.5,295.0
Dublin,unknown,1003.0,4.5,10.0
Stockholm, Gluten Free Options,291.0,4.5,76.0
Vienna,Austrian,1063.0,5.0,29.0
Milan, Vegan Options,1695.0,4.5,77.0
Lyon, Mediterranean,351.0,4.5,202.0
Lisbon, Vegetarian Friendly,641.0,5.0,48.0
Ljubljana, Grill,426.0,3.0,4.0
London, Gluten Free Options,13360.0,4.0,4.0
Paris, European,892.0,4.0,349.0
Copenhagen,Chinese,847.0,3.5,74.0
Rome, Gluten Free Options,542.0,4.5,169.0
London, Vegetarian Friendly,5113.0,4.5,23.0
Paris,French,13114.0,3.0,490.0
London, Vegan Options,7237.0,4.5,17.0
Zurich, European,160.0,4.5,77.0
Copenhagen, Spanish,1062.0,4.0,27.0
London, Pub,5384.0,4.5,22.0
Dublin, Fast Food,954.0,4.5,11.0
Ljubljana,European,68.0,5.0,38.0
Krakow, Bar,292.0,4.5,76.0
Stockholm, Pizza,294.0,4.0,50.0
London,Indian,15154.0,3.5,9.0
Budapest,Italian,969.0,3.5,154.0
Barcelona,American,1057.0,4.0,304.0
Warsaw,Middle Eastern,2044.0,4.0,11.0
Zurich, Pizza,468.0,4.5,16.0
Brussels, Soups,2706.0,3.0,12.0
Milan,unknown,6213.0,1.5,2.0
Madrid, Vegetarian Friendly,1480.0,4.0,215.0
Rome, Seafood,3367.0,4.0,90.0
London, Barbecue,1165.0,4.0,921.0
London, Asian,2729.0,4.5,73.0
Paris,unknown,12980.0,3.0,36.0
Rome, Brew Pub,1684.0,4.0,311.0
Barcelona, Pub,7012.0,3.0,83.0
Prague, International,589.0,4.5,108.0
Luxembourg, Vegan Options,34.0,4.0,311.0
Rome,Bar,2422.0,4.0,203.0
London, Fast Food,6262.0,4.0,41.0
Budapest, Lebanese,546.0,4.0,101.0
Oslo,European,111.0,4.5,34.0
Athens,unknown,1263.0,4.0,11.0
Madrid, Wine Bar,1071.0,4.5,112.0
Barcelona,Japanese,4876.0,4.5,9.0
Barcelona, Fusion,46.0,4.5,1068.0
Budapest, Central European,108.0,4.5,1753.0
Brussels,French,291.0,4.0,242.0
Berlin,German,297.0,4.0,225.0
Krakow, Seafood,1025.0,4.0,2.0
London,American,7193.0,4.5,10.0
Geneva, Halal,93.0,4.5,98.0
Athens,Greek,1536.0,4.0,4.0
Lisbon, Portuguese,3354.0,3.0,54.0
Oslo, Vegetarian Friendly,531.0,3.5,69.0
Lisbon,Mediterranean,1396.0,4.5,21.0
Dublin, Vegetarian Friendly,1687.0,3.5,36.0
Athens, Gluten Free Options,229.0,4.5,215.0
Budapest, Healthy,416.0,4.0,375.0
Berlin,Thai,4199.0,4.5,4.0
London,Moroccan,5392.0,4.5,54.0
Barcelona,Mediterranean,3967.0,4.0,39.0
Helsinki,Bar,435.0,4.5,22.0
Stockholm,unknown,1904.0,3.5,6.0
Warsaw,unknown,1932.0,3.0,9.0
Athens, Greek,825.0,4.0,34.0
Barcelona,Mediterranean,2382.0,4.5,10.0
Budapest, Vegetarian Friendly,1976.0,3.5,80.0
Munich, Pizza,2372.0,3.0,30.0
Budapest,Bar,2311.0,3.5,21.0
Budapest, Spanish,1498.0,4.0,21.0
Milan, European,1276.0,4.0,180.0
Dublin,unknown,1693.0,3.5,5.0
Berlin, Vegetarian Friendly,1389.0,5.0,12.0
Paris, Sushi,5040.0,4.0,44.0
Paris, Bar,331.0,4.5,425.0
London,African,11028.0,3.5,118.0
Rome, Pizza,3610.0,4.0,34.0
Milan, Steakhouse,1687.0,4.5,30.0
Hamburg, European,2206.0,3.5,49.0
Geneva,Wine Bar,369.0,4.0,45.0
Zurich,Mediterranean,490.0,4.0,114.0
Budapest, Hungarian,131.0,4.5,481.0
Oslo,Bar,776.0,3.5,93.0
Oslo, Gluten Free Options,10.0,4.5,375.0
Prague,Cafe,3518.0,3.5,9.0
Prague,Fast Food,1555.0,4.5,7.0
Prague, European,1773.0,4.0,27.0
Rome, Vegetarian Friendly,2125.0,3.5,946.0
Madrid,unknown,5520.0,4.0,3.0
Hamburg, Vegetarian Friendly,122.0,4.5,88.0
Madrid,unknown,6139.0,3.0,17.0
Madrid,Mediterranean,2078.0,4.0,67.0
Bratislava, European,75.0,4.0,245.0
London, Pub,9803.0,4.0,17.0
Amsterdam, Central European,153.0,4.0,809.0
Stockholm,Barbecue,1643.0,3.5,12.0
Prague,Bar,669.0,4.5,82.0
Madrid, European,2.0,4.5,1724.0
Edinburgh, Vegetarian Friendly,89.0,4.5,1064.0
Berlin,Cafe,627.0,4.5,111.0
Zurich, Grill,350.0,3.5,169.0
Amsterdam, Vegetarian Friendly,175.0,4.5,328.0
Dublin,Japanese,502.0,4.0,167.0
Warsaw, Gluten Free Options,5.0,4.5,2356.0
Brussels, Mediterranean,1469.0,4.5,4.0
Lyon,American,2332.0,3.0,384.0
Hamburg, Fast Food,529.0,4.0,57.0
Prague, Minority Chinese,2473.0,4.0,7.0
Paris, European,3334.0,4.0,229.0
Milan,unknown,3445.0,5.0,NaN
Madrid, Asian,5263.0,4.0,23.0
Milan, International,4028.0,3.5,32.0
Paris, French,30.0,4.5,561.0
Amsterdam, Bar,838.0,4.0,205.0
Lyon, Diner,869.0,4.5,16.0
London,Bar,6817.0,4.0,50.0
Rome, Pizza,1866.0,4.0,152.0
London,unknown,8737.0,5.0,4.0
Madrid, Mediterranean,7888.0,3.0,18.0
Berlin,German,4409.0,3.0,17.0
Rome,Japanese,1611.0,4.0,294.0
Oslo, European,313.0,3.5,161.0
Berlin, Vegetarian Friendly,153.0,5.0,295.0
Rome, Seafood,3489.0,4.0,33.0
Munich, Bar,1726.0,4.0,13.0
Paris,French,3753.0,4.0,152.0
Dublin,Irish,104.0,4.0,2591.0
Rome, Pizza,624.0,4.0,788.0
Paris, European,48.0,4.5,693.0
Brussels, Mediterranean,1018.0,4.0,31.0
Ljubljana, Asian,154.0,4.0,48.0
Vienna, Gluten Free Options,1158.0,4.0,167.0
Milan,unknown,4268.0,3.5,13.0
Vienna, Gluten Free Options,60.0,4.0,1137.0
Dublin, Irish,775.0,4.5,13.0
Brussels,French,1490.0,4.0,26.0
Dublin, Vegan Options,104.0,4.0,2591.0
Rome, Pizza,4639.0,4.5,11.0
Barcelona,Bar,1305.0,4.5,116.0
Paris,Bar,11570.0,3.5,2.0
Paris, Pizza,2841.0,5.0,27.0
Milan,Steakhouse,11.0,4.5,2222.0
London, European,15639.0,5.0,62.0
Munich, Austrian,749.0,5.0,10.0
London, Street Food,2740.0,5.0,36.0
Barcelona, Mediterranean,1725.0,5.0,18.0
Prague, Vietnamese,107.0,4.5,1241.0
Paris, Wine Bar,6978.0,4.0,22.0
Barcelona, Spanish,377.0,4.0,523.0
London,International,9346.0,5.0,NaN
Budapest, Asian,665.0,4.0,66.0
Madrid,unknown,1716.0,4.5,41.0
Dublin,Indian,1669.0,4.0,12.0
London, Gluten Free Options,4888.0,3.5,433.0
Geneva, French,455.0,4.0,38.0
Paris,unknown,11834.0,3.5,4.0
Berlin,unknown,4321.0,4.0,24.0
Milan,unknown,3061.0,4.5,9.0
Madrid,Spanish,7373.0,3.0,NaN
Milan, European,227.0,4.5,190.0
Madrid, European,3078.0,4.5,7.0
Paris, Steakhouse,3135.0,4.0,126.0
Paris,unknown,7895.0,4.5,10.0
Rome,Italian,671.0,4.0,983.0
London, Diner,414.0,4.5,216.0
Barcelona,Mediterranean,6963.0,3.0,50.0
Barcelona, Pub,2603.0,3.5,104.0
Geneva, Swiss,85.0,4.5,89.0
Madrid, Spanish,6514.0,3.5,59.0
Barcelona,Mediterranean,2887.0,4.5,24.0
Barcelona,Vegetarian Friendly,6296.0,3.5,82.0
Prague,European,2228.0,4.5,4.0
Ljubljana,Seafood,109.0,4.0,95.0
London, Gluten Free Options,1106.0,4.5,199.0
Rome, Seafood,4638.0,3.5,176.0
Oporto, Asian,203.0,4.5,136.0
Oslo, Mediterranean,492.0,3.5,276.0
Amsterdam, Vegan Options,510.0,4.0,250.0
Ljubljana,Italian,347.0,3.5,22.0
Milan,Italian,3184.0,3.5,60.0
Helsinki,Spanish,957.0,3.5,8.0
Berlin, Pizza,6063.0,3.0,316.0
Oslo, European,1.0,4.5,578.0
Barcelona,Japanese,2196.0,4.0,192.0
Madrid,unknown,3914.0,4.0,14.0
London, Vegetarian Friendly,8436.0,3.5,32.0
Barcelona,Mediterranean,1463.0,4.5,109.0
Barcelona, Gluten Free Options,387.0,4.5,243.0
London,unknown,9934.0,4.0,9.0
Madrid,unknown,5130.0,4.0,8.0
Barcelona, European,1916.0,4.5,38.0
Berlin, European,5539.0,4.0,22.0
Madrid, Spanish,558.0,4.5,200.0
Berlin,Greek,2039.0,4.5,19.0
London, Vegetarian Friendly,3812.0,3.5,605.0
Barcelona, Wine Bar,1249.0,4.0,185.0
Barcelona,Mediterranean,1198.0,4.5,144.0
Rome, Pizza,2551.0,3.5,357.0
Rome,Italian,569.0,4.5,184.0
Amsterdam, Vegetarian Friendly,2121.0,3.5,65.0
London, Vegetarian Friendly,4286.0,3.5,255.0
Amsterdam, Indonesian,1866.0,4.0,43.0
Athens, Greek,938.0,4.0,11.0
Barcelona, Mediterranean,880.0,4.0,247.0
Madrid,Spanish,7468.0,3.0,3.0
Helsinki, Delicatessen,607.0,4.5,3.0
Vienna,unknown,1745.0,5.0,NaN
Vienna, European,459.0,4.0,162.0
Rome,Japanese,1189.0,4.0,173.0
Barcelona, Spanish,521.0,4.0,411.0
Milan, Seafood,1238.0,3.5,530.0
Munich, Vegetarian Friendly,3.0,4.5,705.0
Budapest,unknown,1122.0,4.5,5.0
Budapest,unknown,1543.0,4.5,4.0
Copenhagen, Danish,93.0,4.0,360.0
Paris, Halal,8758.0,4.0,27.0
Ljubljana, Pizza,358.0,3.5,20.0
Amsterdam, European,372.0,4.5,86.0
Vienna,unknown,1149.0,4.0,39.0
Rome, Pub,1470.0,4.5,272.0
Paris,Chinese,2652.0,4.0,106.0
Madrid,unknown,6631.0,3.5,4.0
London,Asian,13864.0,3.5,14.0
London,British,14147.0,3.5,3.0
Milan, Vegetarian Friendly,1143.0,4.5,28.0
Milan, Pizza,3208.0,4.0,11.0
Edinburgh, Vegetarian Friendly,1143.0,3.5,164.0
Oporto, Cafe,1193.0,3.0,111.0
Prague,Fast Food,3302.0,3.5,3.0
London,Italian,5757.0,3.5,346.0
Ljubljana, Eastern European,322.0,4.0,11.0
Stockholm, Vegetarian Friendly,202.0,4.5,72.0
Oporto,Brazilian,1458.0,4.5,2.0
Barcelona, Spanish,2094.0,4.0,125.0
Warsaw, European,2090.0,5.0,NaN
Copenhagen,unknown,1896.0,2.5,4.0
Hamburg, European,74.0,4.0,470.0
Milan, Bar,1562.0,3.5,273.0
Prague,unknown,3473.0,3.0,4.0
Copenhagen, Scandinavian,965.0,3.5,50.0
Madrid, Pub,6652.0,3.5,5.0
Zurich, European,181.0,4.5,153.0
Madrid,Contemporary,1932.0,4.0,31.0
Prague, Central European,568.0,4.5,149.0
Vienna, Gluten Free Options,515.0,4.0,123.0
Milan, Vegetarian Friendly,1320.0,4.0,136.0
Lisbon, Mediterranean,1342.0,4.0,82.0
Budapest, Hungarian,382.0,4.0,281.0
Berlin,unknown,3749.0,5.0,5.0
Edinburgh,Cafe,244.0,4.5,209.0
Barcelona, Spanish,4341.0,5.0,NaN
Oporto, Wine Bar,255.0,4.5,77.0
Budapest,European,1965.0,3.5,25.0
Rome, Mediterranean,1971.0,3.5,807.0
Oporto,unknown,662.0,5.0,13.0
Dublin,unknown,1270.0,5.0,2.0
Lyon,unknown,2487.0,2.5,11.0
Vienna, Asian,1390.0,4.5,26.0
Copenhagen,Asian,693.0,4.0,52.0
Berlin, European,1309.0,4.0,228.0
Budapest, Steakhouse,793.0,4.0,68.0
Oslo,Pizza,804.0,3.5,51.0
Paris, European,5756.0,3.5,144.0
London, Vegetarian Friendly,6590.0,4.0,29.0
Madrid, Vegetarian Friendly,136.0,4.5,706.0
Edinburgh, Scottish,704.0,4.0,278.0
Stockholm, Swedish,2364.0,2.5,53.0
Paris, Vegetarian Friendly,1880.0,4.5,55.0
Paris, Asian,1741.0,4.0,153.0
Madrid, Mediterranean,6761.0,3.0,10.0
Milan, Mediterranean,772.0,4.0,210.0
Paris,unknown,10131.0,4.0,2.0
Brussels, European,343.0,4.0,181.0
Barcelona,Mediterranean,2020.0,4.0,134.0
Barcelona, Vegan Options,199.0,4.5,1210.0
Paris,unknown,6080.0,4.5,25.0
Amsterdam, Dutch,2789.0,3.5,29.0
London,Italian,12745.0,4.0,5.0
Barcelona, Mediterranean,1724.0,4.0,137.0
Paris, European,8946.0,4.0,62.0
Rome,Vegan Options,3469.0,4.5,66.0
London, Pub,10529.0,4.0,24.0
Paris, Korean,7133.0,4.0,38.0
Hamburg, Asian,436.0,4.0,148.0
Budapest,Vietnamese,1651.0,4.5,2.0
Paris,French,13619.0,2.5,2.0
Milan,Italian,3638.0,3.5,55.0
Brussels, European,1638.0,3.5,161.0
Paris,Japanese,7673.0,4.0,65.0
Brussels, Belgian,2667.0,3.0,NaN
Rome, Vegetarian Friendly,4183.0,4.5,14.0
Krakow,Polish,173.0,4.5,155.0
Barcelona, Cafe,5090.0,4.5,13.0
Berlin,unknown,2806.0,5.0,3.0
London, Vegan Options,1210.0,4.5,71.0
Paris, European,5159.0,5.0,6.0
Helsinki,Latin,349.0,5.0,10.0
Barcelona,Spanish,3480.0,4.0,33.0
Prague, International,446.0,4.5,218.0
London,Seafood,1163.0,4.0,1500.0
Oslo,Japanese,961.0,3.5,15.0
Lisbon, European,76.0,4.5,652.0
Vienna, Ukrainian,2668.0,4.0,NaN
Oporto, European,530.0,4.5,23.0
London,unknown,9261.0,5.0,NaN
London,International,12426.0,4.0,NaN
Edinburgh, British,131.0,4.5,448.0
Zurich, European,366.0,4.5,60.0
London, Gluten Free Options,4270.0,4.0,152.0
London,Japanese,3321.0,4.0,291.0
Berlin,unknown,4816.0,4.0,2.0
Amsterdam,Chinese,1263.0,4.0,74.0
London, Asian,7243.0,4.5,20.0
Madrid, Spanish,1041.0,4.0,155.0
Rome, Vegetarian Friendly,574.0,4.0,703.0
Milan, Sushi,2313.0,3.5,249.0
Berlin,Indian,5798.0,4.0,7.0
Luxembourg, Fast Food,579.0,3.0,NaN
Berlin, European,959.0,4.5,46.0
Madrid, European,370.0,4.5,392.0
Madrid, Healthy,47.0,4.5,1712.0
Rome,Italian,5680.0,5.0,NaN
Berlin, Italian,6114.0,2.5,47.0
Prague,Chinese,382.0,4.0,196.0
Lyon,Pizza,2549.0,2.5,11.0
Prague, Eastern European,229.0,4.0,772.0
Milan, Bar,335.0,4.0,1087.0
Athens, Middle Eastern,720.0,4.0,24.0
London, Vegan Options,2524.0,4.5,180.0
London, Vegetarian Friendly,44.0,4.5,459.0
Rome, Vegetarian Friendly,2007.0,3.5,381.0
Berlin, Sushi,3206.0,4.5,7.0
Dublin, Vegetarian Friendly,719.0,4.0,185.0
Athens, Pub,1207.0,4.5,3.0
Rome, Gluten Free Options,2800.0,4.0,519.0
London, Pizza,8643.0,3.5,141.0
London, Nepali,8193.0,5.0,3.0
Paris, Sushi,9009.0,3.5,56.0
Berlin, Lebanese,478.0,4.5,78.0
Dublin, Asian,144.0,4.5,453.0
London, Pub,6068.0,4.5,12.0
Barcelona,unknown,5207.0,4.5,7.0
Copenhagen, Vegetarian Friendly,655.0,4.0,30.0
London,French,3074.0,4.5,316.0
Barcelona, European,392.0,4.5,437.0
Edinburgh, International,466.0,5.0,77.0
London, Vegetarian Friendly,4896.0,4.0,52.0
Paris,French,1763.0,3.5,825.0
Copenhagen, European,1062.0,4.0,27.0
Oslo, Cafe,776.0,3.5,93.0
Zurich, Gluten Free Options,437.0,4.0,125.0
Hamburg, Mediterranean,1722.0,3.5,25.0
Paris, Latin,4763.0,3.5,231.0
Paris, European,13696.0,2.0,70.0
Stockholm, Swedish,149.0,4.5,133.0
Oporto, Portuguese,341.0,4.5,104.0
Copenhagen, Vegetarian Friendly,593.0,4.0,106.0
Madrid,unknown,3321.0,4.0,40.0
Lyon,French,1858.0,3.0,124.0
Madrid,Japanese,2500.0,4.0,72.0
Berlin,unknown,4072.0,4.0,13.0
London, Grill,14232.0,3.5,18.0
Paris,unknown,10557.0,3.5,10.0
Oslo, Norwegian,60.0,4.5,126.0
Geneva,Italian,889.0,4.0,32.0
Budapest, Vegetarian Friendly,1693.0,3.5,67.0
Lyon,unknown,2666.0,1.0,NaN
Athens,Greek,962.0,4.5,4.0
Edinburgh, Vegan Options,120.0,4.0,781.0
London, Vegetarian Friendly,7776.0,3.5,140.0
Rome, Vegetarian Friendly,1025.0,4.0,1651.0
London, Gluten Free Options,714.0,5.0,77.0
