Restaurant_id,City,Ranking,Rating,Number of Reviews,URL_TA,ID_TA,Cuisine Style
id_2068,Barcelona,2069,4.0,112.0,/Restaurant_Review-g187497-d797017-Reviews-Brasseria_Gallega-Barcelona_Catalonia.html,d797017,"  Spanish, Seafood,   Mediterranean"
id_2073,Paris,2074,4.0,128.0,/Restaurant_Review-g187147-d1048529-Reviews-Le_Cafe_Parisien-Paris_Ile_de_France.html,d1048529,"French,   European,   Bar,   Pub"
id_2074,Amsterdam,2079,4.5,5.0,/Restaurant_Review-g188590-d11909263-Reviews-Eetwinkel_Zwaan_II-Amsterdam_North_Holland_Province.html,d11909263,Other
id_2074,Prague,2077,5.0,NaN,/Restaurant_Review-g274707-d7124393-Reviews-Sen-Prague_Bohemia.html,d7124393,Vietnamese
id_2089,Milan,2091,4.5,103.0,/Restaurant_Review-g187849-d2701946-Reviews-Lo_Scarabeo-Milan_Lombardy.html,d2701946,"Italian,   Seafood"
id_2098,Barcelona,2099,4.0,41.0,/Restaurant_Review-g187497-d7952588-Reviews-Mescladis-Barcelona_Catalonia.html,d7952588,"  Spanish,   Mediterranean,   Vegetarian Friendly"
id_2108,Budapest,2109,3.5,2.0,/Restaurant_Review-g274887-d11616946-Reviews-Pajtas_Onkiszolgalo_Etterem-Budapest_Central_Hungary.html,d11616946,Other
id_211,Barcelona,212,4.5,773.0,/Restaurant_Review-g187497-d2470800-Reviews-B_Burger-Barcelona_Catalonia.html,d2470800,"  Vegetarian Friendly, American,   Contemporary"
id_2111,Paris,2112,4.0,121.0,/Restaurant_Review-g187147-d695083-Reviews-Apollon-Paris_Ile_de_France.html,d695083,"Mediterranean,   Vegetarian Friendly,   Vegan Options,   Greek"
id_213,Helsinki,214,4.5,100.0,/Restaurant_Review-g189934-d784491-Reviews-Soppakeittio_Tapaste_oy-Helsinki_Uusimaa.html,d784491,"Soups,   International"
id_2137,Lisbon,2140,5.0,2.0,/Restaurant_Review-g189158-d3193915-Reviews-A_pestiqueria_da_estrela-Lisbon_Lisbon_District_Central_Portugal.html,d3193915,"European,   Portuguese"
id_214,Dublin,215,4.0,1774.0,/Restaurant_Review-g186605-d4236147-Reviews-Oliver_Saint_John_Gogarty-Dublin_County_Dublin.html,d4236147,"  Soups, Irish,   Pub,   European,   Vegetarian Friendly,   British"
id_214,Milan,215,4.0,1613.0,/Restaurant_Review-g187849-d5264429-Reviews-Ceresio_7_Pools_Restaurant-Milan_Lombardy.html,d5264429,"  Gluten Free Options,   Mediterranean, Italian,   Vegetarian Friendly,   Vegan Options"
id_2155,Lyon,2156,3.5,20.0,/Restaurant_Review-g187265-d1324782-Reviews-La_Croissanterie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1324782,Other
id_216,Copenhagen,217,4.5,125.0,/Restaurant_Review-g189541-d8121703-Reviews-Stempel_Bar_Kitchen-Copenhagen_Zealand.html,d8121703,"Bar,   Vegetarian Friendly,   European,   Vegan Options"
id_2170,Lyon,2171,4.0,5.0,/Restaurant_Review-g187265-d5962368-Reviews-L_appart_68-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d5962368,Other
id_2171,Berlin,2173,3.5,130.0,/Restaurant_Review-g187323-d1359957-Reviews-Speisekombinat-Berlin.html,d1359957,"Mediterranean,   Italian,   German,   Grill,   European"
id_2171,Lyon,2172,3.0,52.0,/Restaurant_Review-g661468-d4098079-Reviews-Courte_Paille-Ecully_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4098079,Steakhouse
id_2173,Madrid,2175,4.0,33.0,/Restaurant_Review-g187514-d8811850-Reviews-Quinta_La_Candela-Madrid.html,d8811850,Spanish
id_2177,Lisbon,2180,3.5,110.0,/Restaurant_Review-g189158-d7247750-Reviews-Marisqueira_Azul-Lisbon_Lisbon_District_Central_Portugal.html,d7247750,"  European, Seafood"
id_2185,Amsterdam,2190,5.0,NaN,/Restaurant_Review-g188590-d12049003-Reviews-A_Piece_Of_Finland-Amsterdam_North_Holland_Province.html,d12049003,Other
id_2188,Hamburg,2192,3.5,4.0,/Restaurant_Review-g187331-d4553147-Reviews-Molly_Malone-Hamburg.html,d4553147,Other
id_2192,Lisbon,2195,4.0,7.0,/Restaurant_Review-g189158-d5981466-Reviews-Aya_Bistrot-Lisbon_Lisbon_District_Central_Portugal.html,d5981466,Japanese
id_2198,Milan,2200,4.0,75.0,/Restaurant_Review-g187849-d4909559-Reviews-Boom_Milano-Milan_Lombardy.html,d4909559,"  Pub,   Brew Pub"
id_2224,Lisbon,2227,4.5,9.0,/Restaurant_Review-g189158-d697252-Reviews-Porto_de_Abrigo-Lisbon_Lisbon_District_Central_Portugal.html,d697252,Other
id_2224,Paris,2225,4.5,140.0,/Restaurant_Review-g187147-d782237-Reviews-Le_porte_pot-Paris_Ile_de_France.html,d782237,"  Wine Bar, French"
id_2228,Prague,2233,4.0,11.0,/Restaurant_Review-g274707-d10412920-Reviews-Caffe_Mio-Prague_Bohemia.html,d10412920,Cafe
id_2233,Stockholm,2236,3.0,21.0,/Restaurant_Review-g189852-d10769792-Reviews-Americain-Stockholm.html,d10769792,Other
id_2236,Lisbon,2239,3.5,185.0,/Restaurant_Review-g189158-d2091250-Reviews-Restaurant_33-Lisbon_Lisbon_District_Central_Portugal.html,d2091250,"Mediterranean,   Portuguese"
id_2243,Stockholm,2247,3.0,86.0,/Restaurant_Review-g189852-d1043439-Reviews-Soap_Bar-Stockholm.html,d1043439,"Pub,   Scandinavian"
id_2255,Hamburg,2259,3.5,9.0,/Restaurant_Review-g187331-d4727188-Reviews-Restaurante_O_Pescador-Hamburg.html,d4727188,Other
id_2256,London,2261,4.5,273.0,/Restaurant_Review-g186338-d3253550-Reviews-That_s_Amore-London_England.html,d3253550,"Italian,   Pizza,   Vegan Options,   Vegetarian Friendly,   Gluten Free Options"
id_2259,Vienna,2261,4.5,3.0,/Restaurant_Review-g190454-d7097810-Reviews-Eiscafe_Renzo-Vienna.html,d7097810,Other
id_2265,Stockholm,2269,3.5,6.0,/Restaurant_Review-g189852-d5972350-Reviews-Sushi_by_Kyoto-Stockholm.html,d5972350,Sushi
id_2273,Paris,2274,4.0,157.0,/Restaurant_Review-g187147-d1019904-Reviews-L_Orient_d_Or-Paris_Ile_de_France.html,d1019904,"Chinese,   Asian"
id_2273,Vienna,2275,4.5,2.0,/Restaurant_Review-g190454-d11903856-Reviews-Gasthaus_Hausmannskost-Vienna.html,d11903856,Other
id_2288,Lyon,2289,3.5,3.0,/Restaurant_Review-g1080938-d10533412-Reviews-Mevlana_Restaurant-Decines_Charpieu_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d10533412,Other
id_229,Helsinki,230,4.0,47.0,/Restaurant_Review-g189934-d4476199-Reviews-Cafe_Bar_Valimo-Helsinki_Uusimaa.html,d4476199,"  Gluten Free Options,   Vegetarian Friendly,   European,   Bar,   Pub"
id_230,Oporto,231,4.0,352.0,/Restaurant_Review-g189180-d4007924-Reviews-KYOTO_na_Baixa-Porto_Porto_District_Northern_Portugal.html,d4007924,"  Asian,   Sushi,   Gluten Free Options"
id_2309,Madrid,2311,3.5,307.0,/Restaurant_Review-g187514-d1172837-Reviews-El_Madrono-Madrid.html,d1172837,"Mediterranean,   Spanish"
id_2355,Barcelona,2356,4.5,15.0,/Restaurant_Review-g187497-d12254437-Reviews-Atempo_Restaurant-Barcelona_Catalonia.html,d12254437,"Mediterranean,   Contemporary,   Fusion,   European"
id_2361,Brussels,2362,4.0,23.0,/Restaurant_Review-g1136493-d4506544-Reviews-Azul-Ixelles_Brussels.html,d4506544,"  Wine Bar, Spanish"
id_237,Stockholm,238,4.5,154.0,/Restaurant_Review-g189852-d1496204-Reviews-Proviant_Ostermalm-Stockholm.html,d1496204,"  Gluten Free Options,   Vegetarian Friendly, Swedish,   Scandinavian"
id_2387,Prague,2392,4.5,3.0,/Restaurant_Review-g274707-d1971797-Reviews-Piano_Terra-Prague_Bohemia.html,d1971797,"European,   Czech"
id_239,Athens,240,4.5,62.0,/Restaurant_Review-g189400-d6513977-Reviews-Streetwok-Athens_Attica.html,d6513977,"  Fusion,   Fast Food, Chinese,   Vegan Options,   Vegetarian Friendly,   Asian"
id_2393,Paris,2394,4.0,142.0,/Restaurant_Review-g187147-d1071288-Reviews-Quedubon-Paris_Ile_de_France.html,d1071288,"French,   European"
id_2406,Milan,2408,4.0,184.0,/Restaurant_Review-g187849-d813925-Reviews-La_Villetta-Milan_Lombardy.html,d813925,"  Seafood, Italian"
id_2407,Brussels,2408,4.0,8.0,/Restaurant_Review-g188644-d2549710-Reviews-Le_Mayeur-Brussels.html,d2549710,Grill
id_241,Munich,243,4.5,152.0,/Restaurant_Review-g187309-d1178760-Reviews-Wirtshaus_Kurgarten-Munich_Upper_Bavaria_Bavaria.html,d1178760,"  European,   Vegetarian Friendly,   Central European"
id_2410,Lisbon,2413,4.0,2.0,/Restaurant_Review-g189158-d3393987-Reviews-Coffe_House-Lisbon_Lisbon_District_Central_Portugal.html,d3393987,"  Portuguese, European"
id_2423,Rome,2424,3.5,481.0,/Restaurant_Review-g187791-d5504724-Reviews-Ristorante_Est_Est_Est-Rome_Lazio.html,d5504724,"  Pizza,   Mediterranean, Italian,   Delicatessen,   Vegetarian Friendly"
id_2427,Rome,2428,4.5,69.0,/Restaurant_Review-g187791-d5263694-Reviews-Pizza_Mix-Rome_Lazio.html,d5263694,Italian
id_2443,Amsterdam,2449,4.0,12.0,/Restaurant_Review-g188590-d7283420-Reviews-Cafe_Leuten-Amsterdam_North_Holland_Province.html,d7283420,International
id_245,Stockholm,246,4.0,92.0,/Restaurant_Review-g189852-d8774485-Reviews-STHLM_Brunch_Club-Stockholm.html,d8774485,"  Cafe,   Vegan Options,   European,   Vegetarian Friendly, British"
id_2454,Munich,2471,3.5,10.0,/Restaurant_Review-g187309-d5509232-Reviews-Restaurant_Thai_Magie-Munich_Upper_Bavaria_Bavaria.html,d5509232,Thai
id_2458,Amsterdam,2464,4.5,12.0,/Restaurant_Review-g188590-d3671977-Reviews-Sane-Amsterdam_North_Holland_Province.html,d3671977,"Cafe,   Contemporary"
id_246,Rome,247,4.5,537.0,/Restaurant_Review-g187791-d6988362-Reviews-Ristorante_A_Maidda-Rome_Lazio.html,d6988362,"  Mediterranean,   Seafood, Italian"
id_2460,Milan,2462,3.5,170.0,/Restaurant_Review-g187849-d3738693-Reviews-Miyoshi-Milan_Lombardy.html,d3738693,"  Sushi,   Seafood"
id_2465,Madrid,2467,4.5,39.0,/Restaurant_Review-g187514-d1965515-Reviews-Casa_Piluca-Madrid.html,d1965515,Other
id_2468,Madrid,2470,4.0,20.0,/Restaurant_Review-g187514-d10398981-Reviews-Mamavaca-Madrid.html,d10398981,Other
id_2469,Brussels,2470,4.0,7.0,/Restaurant_Review-g188644-d8073030-Reviews-Le_Dolores-Brussels.html,d8073030,Other
id_2473,Rome,2474,4.5,102.0,/Restaurant_Review-g187791-d7707930-Reviews-Convivium-Rome_Lazio.html,d7707930,Pizza
id_2476,Barcelona,2477,5.0,17.0,/Restaurant_Review-g187497-d10445344-Reviews-Merenda_Sinoira-Barcelona_Catalonia.html,d10445344,"  Street Food, Italian"
id_2480,Paris,2481,4.5,151.0,/Restaurant_Review-g187147-d1208595-Reviews-Au_Gout_Dujour-Paris_Ile_de_France.html,d1208595,"  European, French"
id_2484,Madrid,2486,4.0,55.0,/Restaurant_Review-g187514-d6701548-Reviews-Taberna_de_Paula-Madrid.html,d6701548,"  Spanish,   European"
id_249,Ljubljana,250,3.5,101.0,/Restaurant_Review-g274873-d4068550-Reviews-Taverna_Tatjana-Ljubljana_Upper_Carniola_Region.html,d4068550,"  Vegetarian Friendly,   Mediterranean,   European, Seafood,   Slovenian"
id_2491,Rome,2492,4.0,69.0,/Restaurant_Review-g187791-d10242690-Reviews-Tiramisu_Roma_Trastevere-Rome_Lazio.html,d10242690,Italian
id_2502,Rome,2503,4.5,138.0,/Restaurant_Review-g187791-d795704-Reviews-Om-Rome_Lazio.html,d795704,"Indian,   Vegetarian Friendly"
id_2512,Vienna,2514,3.5,65.0,/Restaurant_Review-g190454-d947018-Reviews-En-Vienna.html,d947018,"  Sushi,   Asian, Japanese"
id_252,Bratislava,253,4.0,10.0,/Restaurant_Review-g274924-d12111665-Reviews-Vespa_Caffeterria-Bratislava_Bratislava_Region.html,d12111665,Other
id_253,Prague,254,4.5,307.0,/Restaurant_Review-g274707-d3192062-Reviews-Restaurace_Kulovy_Blesk-Prague_Bohemia.html,d3192062,"  European,   Czech,   Pub,   Eastern European, Bar,   Central European"
id_254,Lyon,255,4.0,233.0,/Restaurant_Review-g187265-d7596737-Reviews-La_Cabane-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7596737,"  European,   Vegetarian Friendly, French"
id_2540,Hamburg,2545,3.0,2.0,/Restaurant_Review-g187331-d1039067-Reviews-Holstenstube-Hamburg.html,d1039067,Other
id_2556,Barcelona,2557,4.0,24.0,/Restaurant_Review-g187497-d11795167-Reviews-Gelatiamo-Barcelona_Catalonia.html,d11795167,"Italian,   Spanish"
id_2561,Prague,2567,3.5,89.0,/Restaurant_Review-g274707-d2175380-Reviews-Prvni_Novomestsky_Restauracni-Prague_Bohemia.html,d2175380,"  Central European,   Pub, Bar,   European"
id_257,Copenhagen,258,4.5,92.0,/Restaurant_Review-g189541-d10292470-Reviews-Bistro_Avenue-Copenhagen_Zealand.html,d10292470,"  Vegetarian Friendly,   Danish, Italian,   European,   Contemporary"
id_2575,Paris,2576,4.0,205.0,/Restaurant_Review-g187147-d719805-Reviews-Paradis_Thai-Paris_Ile_de_France.html,d719805,"  Vegetarian Friendly, Asian"
id_2599,Milan,2601,4.5,15.0,/Restaurant_Review-g187849-d5264440-Reviews-Antica_Salumeria_Crescenzago-Milan_Lombardy.html,d5264440,"Italian,   Gastropub"
id_2601,Paris,2602,4.5,76.0,/Restaurant_Review-g187147-d1503730-Reviews-Drogheria-Paris_Ile_de_France.html,d1503730,"  Pizza,   Vegetarian Friendly, Italian"
id_2608,Hamburg,2615,4.5,7.0,/Restaurant_Review-g187331-d8517072-Reviews-Eiscafe_San_Remo-Hamburg.html,d8517072,Italian
id_2614,Munich,2633,3.0,110.0,/Restaurant_Review-g187309-d2267111-Reviews-Shanghai_Restaurant-Munich_Upper_Bavaria_Bavaria.html,d2267111,"  Vegetarian Friendly,   Asian, Chinese"
id_2617,Lisbon,2620,4.0,2.0,/Restaurant_Review-g189158-d12999507-Reviews-Churrasqueria_Central_Santa_Barbara-Lisbon_Lisbon_District_Central_Portugal.html,d12999507,Other
id_2620,London,2625,4.0,372.0,/Restaurant_Review-g186338-d3192453-Reviews-Vinoteca-London_England.html,d3192453,"  International,   Gluten Free Options,   Vegetarian Friendly, European"
id_2647,Madrid,2649,5.0,19.0,/Restaurant_Review-g187514-d8362902-Reviews-Lemme_s-Madrid.html,d8362902,Other
id_266,Oporto,267,4.0,129.0,/Restaurant_Review-g189180-d10878563-Reviews-Oficina-Porto_Porto_District_Northern_Portugal.html,d10878563,"Mediterranean,   Portuguese,   Vegetarian Friendly"
id_2663,Vienna,2665,4.0,2.0,/Restaurant_Review-g190454-d12233546-Reviews-Marktwirtschaft-Vienna.html,d12233546,Other
id_2664,Berlin,2666,4.0,32.0,/Restaurant_Review-g187323-d2208132-Reviews-Il_Mondo-Berlin.html,d2208132,"  Mediterranean,   European, Italian"
id_268,Dublin,269,4.0,637.0,/Restaurant_Review-g186605-d4580777-Reviews-Cleaver_East-Dublin_County_Dublin.html,d4580777,"  Gluten Free Options, Irish,   Vegetarian Friendly"
id_2681,Lisbon,2684,4.0,5.0,/Restaurant_Review-g189158-d5979704-Reviews-Pastelaria_Anaflor-Lisbon_Lisbon_District_Central_Portugal.html,d5979704,Other
id_2690,Vienna,2692,4.0,NaN,/Restaurant_Review-g190454-d12845029-Reviews-Grunstern-Vienna.html,d12845029,Other
id_2694,Hamburg,2702,3.0,5.0,/Restaurant_Review-g187331-d938657-Reviews-Goldener_Engel-Hamburg.html,d938657,International
id_270,Vienna,271,4.0,384.0,/Restaurant_Review-g190454-d2021717-Reviews-Vapiano-Vienna.html,d2021717,"  Gluten Free Options,   Italian, Mediterranean,   European,   Vegetarian Friendly"
id_270,Warsaw,271,4.0,85.0,/Restaurant_Review-g274856-d8797372-Reviews-Latem_Bar_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,d8797372,"  Steakhouse,   Eastern European,   Vegetarian Friendly,   Pub,   Polish, Bar,   European"
id_2711,Madrid,2713,4.5,9.0,/Restaurant_Review-g187514-d12354572-Reviews-La_Tragona_Bar_de_Tapas-Madrid.html,d12354572,"  Cafe, Bar,   Mediterranean,   Pub"
id_2711,Milan,2713,5.0,6.0,/Restaurant_Review-g187849-d12078773-Reviews-Kronos_Caffe-Milan_Lombardy.html,d12078773,"  Pub,   Bar, Italian"
id_2721,Amsterdam,2728,4.0,NaN,/Restaurant_Review-g188590-d7787852-Reviews-Gyroswagen-Amsterdam_North_Holland_Province.html,d7787852,Greek
id_2727,Hamburg,2736,1.0,NaN,/Restaurant_Review-g187331-d11871901-Reviews-Mai_Mai-Hamburg.html,d11871901,Other
id_2734,Milan,2736,4.5,13.0,/Restaurant_Review-g187849-d9984284-Reviews-La_Caveja_Vigentina-Milan_Lombardy.html,d9984284,Other
id_2753,Milan,2755,4.0,60.0,/Restaurant_Review-g187849-d4424572-Reviews-Caffe_Picchio-Milan_Lombardy.html,d4424572,Bar
id_2763,Madrid,2765,5.0,11.0,/Restaurant_Review-g187514-d10060659-Reviews-Gaditaun-Madrid.html,d10060659,Other
id_2769,Milan,2771,3.5,346.0,/Restaurant_Review-g187849-d1097475-Reviews-Pizzeria_Grand_Italia-Milan_Lombardy.html,d1097475,"Italian,   European,   Pizza,   Vegetarian Friendly,   Mediterranean"
id_2773,Amsterdam,2780,4.0,NaN,/Restaurant_Review-g188590-d10467094-Reviews-A_Loja-Amsterdam_North_Holland_Province.html,d10467094,Other
id_2778,Madrid,2780,4.5,7.0,/Restaurant_Review-g187514-d12548187-Reviews-Que_trabaje_Rita-Madrid.html,d12548187,Other
id_2783,Rome,2784,4.0,161.0,/Restaurant_Review-g187791-d3567816-Reviews-Il_Gianfornaio-Rome_Lazio.html,d3567816,"  Vegetarian Friendly, Italian,   Pizza,   International"
id_279,Dublin,280,4.0,257.0,/Restaurant_Review-g186605-d1785149-Reviews-Little_Venice-Dublin_County_Dublin.html,d1785149,"  Vegetarian Friendly,   Gluten Free Options,   Vegan Options,   Pizza"
id_2791,Brussels,2792,3.0,12.0,/Restaurant_Review-g947638-d8155327-Reviews-Hong_Yun-Watermael_Boitsfort_Brussels.html,d8155327,Chinese
id_2792,Prague,2798,4.5,3.0,/Restaurant_Review-g274707-d4768668-Reviews-Na_Louzi-Prague_Bohemia.html,d4768668,"  Czech, European"
id_2792,Rome,2793,4.0,157.0,/Restaurant_Review-g187791-d2437956-Reviews-Hostaria_Pizzeria_da_Baffo-Rome_Lazio.html,d2437956,"  Mediterranean,   Seafood, Italian"
id_2793,Rome,2794,4.5,82.0,/Restaurant_Review-g187791-d7803810-Reviews-Pala_Pizza_da_Mirko-Rome_Lazio.html,d7803810,Pizza
id_2802,Prague,2808,3.5,19.0,/Restaurant_Review-g274707-d4769349-Reviews-Restaurace_U_Pramene-Prague_Bohemia.html,d4769349,"European,   Czech"
id_2806,Rome,2807,3.5,1079.0,/Restaurant_Review-g187791-d1182786-Reviews-Ginza_Gold-Rome_Lazio.html,d1182786,"  Vegan Options,   Asian,   Sushi, Japanese,   Vegetarian Friendly,   Gluten Free Options,   Seafood"
id_2825,Brussels,2826,3.0,113.0,/Restaurant_Review-g1136493-d1093016-Reviews-Sushi_Shop-Ixelles_Brussels.html,d1093016,"  Asian,   Fast Food,   Sushi, Japanese"
id_284,Milan,285,4.0,905.0,/Restaurant_Review-g187849-d1926746-Reviews-Izu-Milan_Lombardy.html,d1926746,"Japanese,   Sushi,   Gluten Free Options,   Soups,   Vegetarian Friendly,   Seafood,   Fusion,   Contemporary,   Asian"
id_284,Paris,285,5.0,93.0,/Restaurant_Review-g187147-d11929974-Reviews-Cook_n_Saj-Paris_Ile_de_France.html,d11929974,"  Mediterranean, Lebanese,   Vegetarian Friendly,   Vegan Options,   Middle Eastern"
id_2847,Lisbon,2850,4.0,NaN,/Restaurant_Review-g189158-d13139218-Reviews-Cafe_Cunha-Lisbon_Lisbon_District_Central_Portugal.html,d13139218,Other
id_2851,Berlin,2853,5.0,4.0,/Restaurant_Review-g187323-d12417709-Reviews-Gia_Bao_Quan-Berlin.html,d12417709,Other
id_2858,London,2863,4.0,459.0,/Restaurant_Review-g186338-d4052905-Reviews-Cucina_Asellina-London_England.html,d4052905,"  Mediterranean,   Vegetarian Friendly, Italian"
id_2866,Barcelona,2867,4.5,35.0,/Restaurant_Review-g187497-d5865146-Reviews-Restaurante_Macao-Barcelona_Catalonia.html,d5865146,"  Asian, Chinese,   Vegetarian Friendly"
id_2882,Brussels,2883,2.5,393.0,/Restaurant_Review-g188644-d802232-Reviews-Le_Falstaff-Brussels.html,d802232,"  Belgian,   European, French"
id_2889,Rome,2890,4.5,15.0,/Restaurant_Review-g187791-d12323685-Reviews-La_Piada_Loca-Rome_Lazio.html,d12323685,"  Argentinean, Italian"
id_29,Ljubljana,30,4.5,87.0,/Restaurant_Review-g274873-d12089348-Reviews-Ek_Bistro-Ljubljana_Upper_Carniola_Region.html,d12089348,"Cafe,   Vegetarian Friendly,   Central European,   Vegan Options,   Gluten Free Options"
id_2926,Milan,2928,4.0,28.0,/Restaurant_Review-g187849-d6632829-Reviews-Don_Tannino_Bar_a_Vin-Milan_Lombardy.html,d6632829,Other
id_2928,Paris,2929,4.5,51.0,/Restaurant_Review-g187147-d7990468-Reviews-Nous_Paradis-Paris_Ile_de_France.html,d7990468,Vegetarian Friendly
id_293,Madrid,294,4.0,754.0,/Restaurant_Review-g187514-d4410180-Reviews-TASTE_GALLERY-Madrid.html,d4410180,"  Gluten Free Options,   Vegetarian Friendly,   Mediterranean,   European, Bar,   Spanish"
id_2936,Lisbon,2939,4.0,NaN,/Restaurant_Review-g189158-d8571233-Reviews-Avo_Vina-Lisbon_Lisbon_District_Central_Portugal.html,d8571233,Other
id_2940,Brussels,2938,2.0,NaN,/Restaurant_Review-g188644-d7205059-Reviews-Au_Delice-Brussels.html,d7205059,Cafe
id_2944,Berlin,2946,5.0,4.0,/Restaurant_Review-g187323-d11958431-Reviews-Crepegarten-Berlin.html,d11958431,Other
id_2946,Vienna,2948,4.0,6.0,/Restaurant_Review-g190454-d8319709-Reviews-Gavaz-Vienna.html,d8319709,Other
id_2961,Berlin,2963,3.5,59.0,/Restaurant_Review-g187323-d5822584-Reviews-Ungeheuer_Neukolln-Berlin.html,d5822584,"  European, German,   Cafe,   Mediterranean,   Vegan Options"
id_2982,Milan,2984,3.5,132.0,/Restaurant_Review-g187849-d2620190-Reviews-Carlsberg_Platz-Milan_Lombardy.html,d2620190,  Brew Pub
id_299,Amsterdam,300,4.0,1103.0,/Restaurant_Review-g188590-d779071-Reviews-New_King-Amsterdam_North_Holland_Province.html,d779071,"Chinese,   Gluten Free Options,   Asian,   Vegetarian Friendly,   Vegan Options"
id_30,Geneva,31,4.5,142.0,/Restaurant_Review-g1096098-d2618233-Reviews-Cafe_de_la_Place-Plan_Les_Ouates_Geneva.html,d2618233,"French,   European"
id_3005,London,3011,4.5,91.0,/Restaurant_Review-g186338-d2516361-Reviews-Thaiphoon-London_England.html,d2516361,"  Thai,   Vegetarian Friendly,   Gluten Free Options,   Vegan Options, Asian"
id_301,Berlin,302,4.5,132.0,/Restaurant_Review-g187323-d7908111-Reviews-Zenkichi_Modern_Japanese_Brasserie-Berlin.html,d7908111,"Japanese,   Vegetarian Friendly,   Asian"
id_3015,Rome,3016,3.0,1012.0,/Restaurant_Review-g187791-d2226584-Reviews-Fratelli_La_Bufala_a_Ponte_Milvio-Rome_Lazio.html,d2226584,"  Gluten Free Options,   Vegetarian Friendly,   Mediterranean,   Pizza, Italian,   European"
id_3022,Rome,3023,4.5,42.0,/Restaurant_Review-g187791-d3873744-Reviews-Mezzosacco_Pizza_Tavola_Calda-Rome_Lazio.html,d3873744,Pizza
id_3031,Milan,3033,4.5,4.0,/Restaurant_Review-g187849-d13198202-Reviews-M89_Terrace-Milan_Lombardy.html,d13198202,"Italian,   Healthy,   Seafood,   Mediterranean,   European"
id_3037,Milan,3039,4.0,46.0,/Restaurant_Review-g187849-d7621848-Reviews-La_Collina_Dei_Ciliegi-Milan_Lombardy.html,d7621848,Other
id_3038,Lisbon,3041,3.5,15.0,/Restaurant_Review-g189158-d4225439-Reviews-Painel_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d4225439,  Portuguese
id_304,Oporto,305,4.5,70.0,/Restaurant_Review-g189180-d6946964-Reviews-Tasquinha_D_ouro-Porto_Porto_District_Northern_Portugal.html,d6946964,"  Portuguese,   Soups,   Mediterranean, Seafood,   European"
id_305,Dublin,306,4.5,175.0,/Restaurant_Review-g186605-d4418101-Reviews-Camden_Rotisserie-Dublin_County_Dublin.html,d4418101,Other
id_3052,Prague,3059,4.0,NaN,/Restaurant_Review-g274707-d12172734-Reviews-Cactus-Prague_Bohemia.html,d12172734,Other
id_3053,Rome,3054,4.0,177.0,/Restaurant_Review-g187791-d7214349-Reviews-Shabby_Bistrot-Rome_Lazio.html,d7214349,"Italian,   Mediterranean,   European"
id_3069,Prague,3076,4.0,2.0,/Restaurant_Review-g274707-d11799782-Reviews-Vistar_fast_food-Prague_Bohemia.html,d11799782,Vietnamese
id_307,Oslo,308,4.5,31.0,/Restaurant_Review-g190479-d6727449-Reviews-Trans_Sushi-Oslo_Eastern_Norway.html,d6727449,"  Asian,   Sushi, Japanese"
id_31,Paris,32,4.5,548.0,/Restaurant_Review-g187147-d785995-Reviews-AlKaram-Paris_Ile_de_France.html,d785995,"  Mediterranean,   Vegetarian Friendly,   Gluten Free Options, Lebanese"
id_311,Warsaw,312,4.5,34.0,/Restaurant_Review-g274856-d9863670-Reviews-Edamame_Vegan_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,d9863670,"  Soups,   Sushi,   Asian,   Vegan Options,   Vegetarian Friendly, Japanese"
id_3127,Berlin,3129,4.0,12.0,/Restaurant_Review-g187323-d3702312-Reviews-Albrechtshof-Berlin.html,d3702312,German
id_313,Luxembourg,314,4.5,14.0,/Restaurant_Review-g190356-d4844610-Reviews-Takajo_Sushi-Luxembourg_City.html,d4844610,Sushi
id_3131,Milan,3133,4.0,7.0,/Restaurant_Review-g187849-d12447161-Reviews-Le_Biciclette_Art_Bar_Bistrot-Milan_Lombardy.html,d12447161,Other
id_3150,Vienna,3152,3.0,NaN,/Restaurant_Review-g190454-d10818786-Reviews-Gasthaus_Zum_Mile-Vienna.html,d10818786,Other
id_317,Lisbon,318,4.5,372.0,/Restaurant_Review-g189158-d1224146-Reviews-O_Beco-Lisbon_Lisbon_District_Central_Portugal.html,d1224146,"  European,   Portuguese, Mediterranean"
id_317,Paris,318,4.5,523.0,/Restaurant_Review-g187147-d780485-Reviews-Le_Jardin_d_en_Face-Paris_Ile_de_France.html,d780485,"French,   European"
id_318,Copenhagen,319,4.5,88.0,/Restaurant_Review-g189541-d4093614-Reviews-SimpleRAW-Copenhagen_Zealand.html,d4093614,"  Gluten Free Options,   Vegan Options,   Healthy,   Vegetarian Friendly"
id_319,Warsaw,320,4.0,37.0,/Restaurant_Review-g274856-d10474731-Reviews-To_To_Pho-Warsaw_Mazovia_Province_Central_Poland.html,d10474731,"  Vietnamese, Asian"
