city,ranking,reviews_number,cuisine_style
Madrid,3369.0,34.0," Delicatessen, International,  Spanish,  Mediterranean"
Madrid,3372.0,9.0," Gluten Free Options,  Vegetarian Friendly, Mediterranean,  Healthy"
Madrid,3374.0,404.0,Spanish
Madrid,3375.0,88.0,Mexican
Madrid,3376.0,38.0,unknown
Madrid,3390.0,29.0,unknown
Madrid,3393.0,33.0,Barbecue
Madrid,3396.0,16.0,unknown
Madrid,3404.0,69.0,unknown
Madrid,3406.0,55.0,Mediterranean
Madrid,3412.0,13.0,Spanish
Madrid,3413.0,61.0," Spanish, Mediterranean"
Madrid,3417.0,116.0,unknown
Madrid,3421.0,61.0,"Vegetarian Friendly,  Gluten Free Options,  Vegan Options"
Madrid,3424.0,6.0,Healthy
Madrid,3427.0,26.0,"Spanish,  Delicatessen,  Contemporary"
Madrid,3429.0,10.0,Japanese
Madrid,3431.0,78.0," European, Bar,  Mediterranean,  Spanish,  Grill,  Pub"
Madrid,3433.0,45.0," Mediterranean, Pizza,  Italian"
Madrid,3435.0,118.0,Spanish
Madrid,3444.0,146.0," Vegetarian Friendly,  Thai,  Asian, Japanese,  Vegan Options,  Gluten Free Options"
Madrid,3446.0,18.0,Cafe
Madrid,3452.0,24.0," Chinese, Asian"
Madrid,3453.0,110.0," Spanish,  European,  Mediterranean,  Contemporary, Bar"
Madrid,3456.0,16.0,unknown
Madrid,3460.0,5.0,Italian
Madrid,3463.0,55.0," Latin, Mexican"
Madrid,3467.0,17.0,Mediterranean
Madrid,3475.0,39.0,Spanish
Madrid,3478.0,249.0," Mediterranean, Bar,  Spanish"
Madrid,3481.0,21.0," Healthy,  Mediterranean,  Vegetarian Friendly, French"
Madrid,3483.0,17.0,unknown
Madrid,3484.0,35.0,unknown
Madrid,3494.0,33.0," Gluten Free Options, Vegetarian Friendly"
Madrid,3496.0,11.0,unknown
Madrid,3499.0,12.0,unknown
Madrid,3511.0,8.0,unknown
Madrid,3513.0,19.0,unknown
Madrid,3514.0,11.0,unknown
Madrid,3515.0,24.0,"French,  International"
Madrid,3516.0,5.0,unknown
Madrid,3520.0,23.0,Brazilian
Madrid,3525.0,14.0,"Mediterranean,  Spanish"
Madrid,3530.0,72.0,Spanish
Madrid,3531.0,88.0,unknown
Madrid,3532.0,7.0,Spanish
Madrid,3533.0,203.0,"American,  Barbecue"
Madrid,3536.0,66.0,"Mediterranean,  Spanish"
Madrid,3538.0,52.0," Mediterranean,  Spanish,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options, International"
Madrid,3541.0,68.0," Diner, Spanish"
Madrid,3542.0,12.0,"Spanish,  Diner"
Madrid,3547.0,11.0,Spanish
Madrid,3549.0,1008.0," European,  Spanish, Mediterranean,  Vegetarian Friendly"
Madrid,3550.0,6.0," Fusion,  Mediterranean, Brazilian,  Spanish,  South American"
Madrid,3552.0,8.0,Fusion
Madrid,3556.0,8.0,unknown
Madrid,3557.0,8.0,Spanish
Madrid,3558.0,24.0," Vegetarian Friendly, Indian"
Madrid,3560.0,8.0," International, Seafood,  Asian,  Diner,  Fusion"
Madrid,3561.0,24.0,unknown
Madrid,3566.0,27.0,unknown
Madrid,3569.0,40.0,Italian
Madrid,3570.0,33.0,Seafood
Madrid,3571.0,61.0,unknown
Madrid,3572.0,5.0,Spanish
Madrid,3575.0,47.0," Spanish, Mediterranean"
Madrid,3577.0,217.0,"Spanish,  Bar"
Madrid,3580.0,4.0,Spanish
Madrid,3581.0,47.0,Spanish
Madrid,3585.0,17.0,unknown
Madrid,3586.0,14.0,unknown
Madrid,3587.0,7.0,unknown
Madrid,3589.0,73.0,"American,  Mediterranean,  Healthy,  Spanish"
Madrid,3593.0,2.0,Spanish
Madrid,3594.0,3.0,"Bar,  Pub"
Madrid,3600.0,2.0,unknown
Madrid,3603.0,3.0,Japanese
Madrid,3610.0,2.0,unknown
Madrid,3611.0,3.0,unknown
Madrid,3612.0,6.0,unknown
Madrid,3615.0,4.0,unknown
Madrid,3618.0,2.0,unknown
Madrid,3619.0,3.0,unknown
Madrid,3624.0,5.0,Spanish
Madrid,3626.0,2.0,unknown
Madrid,3627.0,3.0,unknown
Madrid,3629.0,2.0,American
Madrid,3634.0,2.0,unknown
Madrid,3641.0,3.0," Spanish,  Venezuelan,  American, Italian,  South American"
Madrid,3643.0,2.0," Diner, Fast Food"
Madrid,3645.0,2.0,Spanish
Madrid,3652.0,2.0,unknown
Madrid,3655.0,86.0," International,  Contemporary, Bar,  Spanish"
Madrid,3659.0,16.0,unknown
Madrid,3661.0,33.0," Vegetarian Friendly,  Gluten Free Options, Fast Food,  Vegan Options,  Contemporary,  Healthy,  Street Food"
Madrid,3664.0,52.0,"International,  Vegetarian Friendly,  Mediterranean,  Vegan Options,  Spanish,  Gluten Free Options"
Madrid,3669.0,14.0,Spanish
Madrid,3673.0,135.0," Spanish,  European, Mediterranean,  Vegan Options,  Vegetarian Friendly"
Madrid,3678.0,3.0," Spanish, Mediterranean"
Madrid,3680.0,24.0," Spanish, Mediterranean"
Madrid,3681.0,6.0,Mediterranean
Madrid,3682.0,46.0,Seafood
Madrid,3683.0,76.0," Mediterranean, Italian"
Madrid,3684.0,4.0,unknown
Madrid,3686.0,60.0,unknown
Madrid,3688.0,16.0,unknown
Madrid,3691.0,18.0,American
Madrid,3693.0,34.0," Healthy, Mediterranean,  Cafe,  Spanish"
Madrid,3694.0,116.0,"Chinese,  Asian,  Vegan Options,  Vegetarian Friendly"
Madrid,3697.0,22.0,International
Madrid,3698.0,27.0,unknown
Madrid,3699.0,7.0,unknown
Madrid,3700.0,7.0,unknown
Madrid,3704.0,66.0," Spanish, Mediterranean"
Madrid,3706.0,34.0,"Argentinean,  South American"
Madrid,3708.0,89.0," Vegetarian Friendly,  Spanish,  Pub, Bar,  Mediterranean"
Madrid,3711.0,217.0," Bar, Spanish"
Madrid,3712.0,52.0,Spanish
Madrid,3715.0,9.0,"Japanese,  Sushi"
Madrid,3716.0,13.0,International
Madrid,3718.0,40.0," Mediterranean,  Fusion, Spanish"
Madrid,3723.0,19.0,unknown
Madrid,3727.0,36.0,unknown
Madrid,3730.0,28.0,"Vegetarian Friendly,  Vegan Options"
Madrid,3731.0,92.0," Mediterranean, Italian,  Pizza"
Madrid,3733.0,11.0,unknown
Madrid,3734.0,20.0,Spanish
Madrid,3735.0,11.0,Italian
Madrid,3745.0,21.0,unknown
Madrid,3755.0,6.0,unknown
Madrid,3756.0,16.0,unknown
Madrid,3758.0,28.0,"Mediterranean,  Vegetarian Friendly,  Spanish"
Madrid,3764.0,7.0,"Mediterranean,  Spanish"
Madrid,3768.0,8.0,Italian
Madrid,3769.0,21.0," Grill, Spanish"
Madrid,3773.0,16.0,Spanish
Madrid,3774.0,33.0,Chinese
Madrid,3784.0,7.0,Seafood
Madrid,3787.0,8.0,unknown
Madrid,3788.0,7.0,Spanish
Madrid,3789.0,45.0," Spanish, Mediterranean"
Madrid,3790.0,262.0," Fast Food, American"
Madrid,3794.0,4.0,Spanish
Madrid,3796.0,8.0,unknown
Madrid,3799.0,35.0,"Seafood,  Spanish"
Madrid,3800.0,12.0,"Bar,  Pub"
Madrid,3801.0,12.0,unknown
Madrid,3802.0,28.0," Spanish, Seafood"
Madrid,3803.0,51.0,unknown
Madrid,3806.0,8.0," Central European,  German, American,  European"
Madrid,3807.0,23.0,Spanish
Madrid,3808.0,77.0," Barbecue, Steakhouse,  Spanish"
Madrid,3812.0,8.0," German,  Central European,  European, American"
Madrid,3813.0,23.0,Spanish
Madrid,3814.0,6.0,unknown
Madrid,3816.0,9.0,unknown
Madrid,3818.0,18.0,Turkish
Madrid,3819.0,16.0," South American,  Peruvian,  Spanish,  Thai, Japanese"
Madrid,3820.0,6.0," South American, Peruvian"
Madrid,3821.0,23.0,French
Madrid,3823.0,32.0," Argentinean, Steakhouse,  Spanish,  South American"
Madrid,3824.0,13.0,unknown
Madrid,3831.0,22.0,unknown
Madrid,3836.0,19.0," Spanish, Bar,  Fusion,  Pub,  Mediterranean,  International"
Madrid,3839.0,5.0,unknown
Madrid,3840.0,9.0,Thai
Madrid,3845.0,21.0,unknown
Madrid,3848.0,16.0,Spanish
Madrid,3849.0,11.0,Spanish
Madrid,3850.0,23.0,Spanish
Madrid,3852.0,4.0,unknown
Madrid,3854.0,10.0,Spanish
Madrid,3855.0,92.0,"American,  Fast Food"
Madrid,3859.0,11.0,unknown
Madrid,3863.0,29.0,unknown
Madrid,3866.0,4.0," Fast Food,  Bar,  Pizza, Brew Pub,  Pub"
Madrid,3867.0,8.0,unknown
Madrid,3869.0,147.0,"Spanish,  Seafood,  Vegetarian Friendly"
Madrid,3870.0,17.0," Healthy, Asian"
Madrid,3871.0,44.0,"Spanish,  Steakhouse"
Madrid,3872.0,14.0,"Spanish,  Steakhouse"
Madrid,3876.0,6.0,unknown
Madrid,3877.0,9.0,unknown
Madrid,3882.0,5.0,unknown
Madrid,3883.0,7.0,Cafe
Madrid,3884.0,139.0,Spanish
Madrid,3886.0,26.0," International, Mediterranean"
Madrid,3888.0,11.0,Bar
Madrid,3891.0,5.0,unknown
Madrid,3896.0,6.0,unknown
Madrid,3897.0,4.0,unknown
Madrid,3898.0,26.0,Spanish
Madrid,3902.0,55.0,Spanish
Madrid,3905.0,24.0,Spanish
Madrid,3908.0,14.0,unknown
Madrid,3913.0,7.0,unknown
Madrid,3914.0,14.0,unknown
Madrid,3916.0,34.0,Vegetarian Friendly
Madrid,3917.0,111.0," Spanish,  Vegetarian Friendly, Mediterranean,  European"
Madrid,3918.0,99.0," Barbecue,  International, American,  European"
Madrid,3919.0,21.0,unknown
Madrid,3924.0,3.0,Chinese
Madrid,3927.0,41.0,unknown
Madrid,3929.0,12.0,unknown
Madrid,3930.0,3.0,Cafe
Madrid,3933.0,3.0," Wine Bar, Spanish"
Madrid,3936.0,14.0,unknown
Madrid,3937.0,5.0,Mediterranean
Madrid,3938.0,55.0," Asian, Japanese"
Madrid,3939.0,44.0,"Italian,  Pizza"
Madrid,3942.0,52.0," Seafood,  Pub,  Mediterranean, Bar,  Spanish,  Cafe"
Madrid,3943.0,4.0,unknown
Madrid,3944.0,11.0,Middle Eastern
Madrid,3945.0,10.0,unknown
Madrid,3951.0,16.0,Spanish
Madrid,3953.0,13.0,Contemporary
Madrid,3955.0,39.0,unknown
Madrid,3963.0,161.0,"Mediterranean,  Spanish"
Madrid,3966.0,11.0," Spanish, American"
Madrid,3969.0,61.0," Asian,  Spanish, American"
Madrid,3971.0,3.0,Street Food
Madrid,3973.0,17.0,unknown
Madrid,3975.0,30.0,unknown
Madrid,3977.0,4.0,Japanese
Madrid,3980.0,2.0,unknown
Madrid,3982.0,NaN,unknown
Madrid,3985.0,NaN," South American, Pizza,  Argentinean"
Madrid,3990.0,2.0,unknown
Madrid,3991.0,2.0,Spanish
Madrid,3992.0,NaN," Spanish,  Wine Bar, French"
Madrid,3995.0,2.0,unknown
Madrid,3998.0,NaN,unknown
Madrid,4000.0,NaN,Mediterranean
Madrid,4002.0,NaN,Spanish
Madrid,4003.0,NaN,Italian
Madrid,4006.0,NaN,unknown
Madrid,4007.0,NaN,Italian
Madrid,4010.0,NaN,unknown
Madrid,4013.0,2.0,unknown
Madrid,4014.0,NaN,unknown
Madrid,4017.0,2.0,unknown
Madrid,4018.0,NaN,Italian
Madrid,4024.0,2.0,unknown
Madrid,4031.0,4.0,unknown
Madrid,4038.0,NaN," Latin,  Spanish,  Armenian, Italian,  Eastern European"
Madrid,4041.0,2.0,Spanish
Madrid,4046.0,3.0,unknown
Madrid,4047.0,NaN,unknown
Madrid,4048.0,NaN,unknown
Madrid,4055.0,NaN,unknown
Madrid,4058.0,NaN,Mexican
Madrid,4059.0,NaN,unknown
Madrid,4060.0,NaN,Pub
Madrid,4061.0,NaN,Pizza
Madrid,4062.0,6.0,unknown
Madrid,4063.0,NaN,unknown
Madrid,4064.0,NaN,unknown
Madrid,4075.0,NaN," Peruvian, Steakhouse"
Madrid,4078.0,NaN,unknown
Madrid,4086.0,NaN,unknown
Madrid,4088.0,3.0,unknown
Madrid,4091.0,NaN,unknown
Madrid,4092.0,NaN,unknown
Madrid,4093.0,NaN,unknown
Madrid,4095.0,2.0,Mediterranean
Madrid,4096.0,3.0,unknown
Madrid,4100.0,2.0,unknown
Madrid,4101.0,2.0,unknown
Madrid,4102.0,NaN,unknown
Madrid,4103.0,NaN,unknown
Madrid,4105.0,NaN,Contemporary
Madrid,4106.0,2.0,Spanish
Madrid,4108.0,2.0,Spanish
Madrid,4109.0,NaN,Spanish
Madrid,4112.0,2.0,Spanish
Madrid,4113.0,3.0,unknown
Madrid,4118.0,NaN,unknown
Madrid,4121.0,4.0,Spanish
Madrid,4122.0,2.0,unknown
Madrid,4129.0,NaN,unknown
Madrid,4131.0,2.0,Mediterranean
Madrid,4133.0,2.0,Mediterranean
Madrid,4134.0,2.0,Spanish
Madrid,4135.0,3.0,Healthy
Madrid,4136.0,2.0,unknown
Madrid,4140.0,NaN,"Cafe,  Fast Food,  Halal,  Turkish"
Madrid,4143.0,NaN,"French,  Thai"
Madrid,4145.0,NaN,Cafe
Madrid,4153.0,NaN,unknown
Madrid,4154.0,2.0," Portuguese,  Contemporary,  Spanish, European"
Madrid,4158.0,NaN,Mexican
Madrid,4161.0,NaN,unknown
Madrid,4164.0,2.0,"Pub,  Gastropub"
Madrid,4165.0,NaN,Italian
Madrid,4166.0,3.0,unknown
Madrid,4168.0,2.0,Pizza
Madrid,4170.0,NaN,unknown
Madrid,4176.0,NaN,Spanish
Madrid,4177.0,3.0,"Bar,  Pub"
Madrid,4180.0,NaN," European, Polish,  International"
Madrid,4182.0,NaN,unknown
Madrid,4187.0,NaN,unknown
Madrid,4191.0,NaN,unknown
Madrid,4193.0,NaN,unknown
Madrid,4199.0,3.0,"South American,  Colombian"
Madrid,4205.0,2.0,unknown
Madrid,4208.0,3.0,unknown
Madrid,4211.0,NaN,"Bar,  Pub"
Madrid,4214.0,NaN," Spanish, Mediterranean"
Madrid,4221.0,NaN,unknown
Madrid,4225.0,NaN,"Cafe,  Spanish"
Madrid,4226.0,2.0,unknown
Madrid,4233.0,NaN,unknown
Madrid,4235.0,NaN,unknown
Madrid,4237.0,NaN,"Mediterranean,  Spanish"
Madrid,4241.0,NaN,unknown
Madrid,4242.0,NaN,Spanish
Madrid,4244.0,NaN,unknown
Madrid,4247.0,NaN," Spanish, International"
Madrid,4250.0,5.0,"Italian,  Spanish,  South American,  Argentinean"
Madrid,4251.0,20.0," Japanese,  Asian, Chinese"
Madrid,4252.0,10.0,unknown
Madrid,4254.0,107.0,"Mediterranean,  Spanish"
Madrid,4255.0,46.0,unknown
Madrid,4257.0,34.0," Italian, Mediterranean"
Madrid,4258.0,17.0,unknown
Madrid,4262.0,14.0,International
Madrid,4263.0,14.0,Spanish
Madrid,4266.0,198.0,"Bar,  Spanish"
Madrid,4268.0,18.0,Spanish
Madrid,4273.0,4.0,unknown
Madrid,4280.0,21.0,unknown
Madrid,4281.0,11.0,unknown
Madrid,4286.0,14.0," Sushi,  Japanese, Fusion"
Madrid,4290.0,19.0,unknown
Madrid,4291.0,26.0,unknown
Madrid,4292.0,6.0,Spanish
Madrid,4294.0,3.0,Spanish
Madrid,4304.0,2.0,unknown
Madrid,4307.0,7.0,Spanish
Madrid,4317.0,21.0,"Spanish,  Mediterranean"
Madrid,4318.0,9.0,unknown
Madrid,4320.0,45.0,Spanish
Madrid,4322.0,7.0,Spanish
Madrid,4324.0,2.0,Spanish
Madrid,4326.0,13.0,unknown
Madrid,4332.0,17.0,unknown
Madrid,4333.0,61.0," Spanish, American,  Asian"
Madrid,4335.0,4.0,Mediterranean
Madrid,4341.0,10.0,Cafe
Madrid,4343.0,66.0,Argentinean
Madrid,4349.0,3.0,unknown
Madrid,4351.0,3.0," Spanish, Mediterranean"
Madrid,4356.0,23.0,Spanish
Madrid,4357.0,13.0,Spanish
Madrid,4359.0,15.0,Spanish
Madrid,4360.0,4.0,Spanish
Madrid,4363.0,41.0,Mexican
Madrid,4365.0,10.0,unknown
Madrid,4367.0,12.0,unknown
Madrid,4370.0,24.0,"Argentinean,  South American"
Madrid,4371.0,29.0,European
Madrid,4375.0,85.0," Spanish, Mediterranean"
Madrid,4376.0,21.0,unknown
Madrid,4378.0,278.0,unknown
Madrid,4384.0,3.0,Spanish
Madrid,4389.0,11.0,unknown
Madrid,4390.0,6.0,"Cafe,  Delicatessen,  European,  Spanish"
Madrid,4395.0,5.0,unknown
Madrid,4400.0,49.0," Mediterranean,  Seafood, Spanish,  Contemporary"
Madrid,4403.0,9.0,unknown
Madrid,4406.0,398.0," Mediterranean,  Spanish,  European, Bar"
Madrid,4411.0,5.0,Spanish
Madrid,4413.0,34.0,"Japanese,  Sushi"
Madrid,4416.0,73.0,"Mediterranean,  Spanish,  European"
Madrid,4424.0,3.0,unknown
Madrid,4425.0,86.0,Spanish
Madrid,4426.0,4.0,unknown
Madrid,4430.0,43.0,"Seafood,  Mediterranean,  Spanish"
Madrid,4435.0,11.0,Vegetarian Friendly
Madrid,4436.0,31.0,unknown
Madrid,4442.0,6.0," Asian, Japanese"
Madrid,4445.0,83.0,Spanish
Madrid,4447.0,8.0,unknown
Madrid,4448.0,26.0,unknown
Madrid,4449.0,6.0,Spanish
Madrid,4450.0,23.0,Japanese
Madrid,4451.0,10.0," Spanish, Mediterranean"
Madrid,4452.0,83.0,Italian
Madrid,4457.0,8.0," European, Mediterranean"
Madrid,4459.0,377.0," European,  Mediterranean,  Spanish, Cafe"
Madrid,4461.0,26.0,unknown
Madrid,4463.0,73.0,unknown
Madrid,4465.0,79.0,Contemporary
Madrid,4466.0,94.0," Fast Food, American"
Madrid,4468.0,41.0,Lebanese
Madrid,4470.0,7.0,Spanish
Madrid,4472.0,46.0,Spanish
Madrid,4475.0,108.0," Spanish, Mediterranean"
Madrid,4478.0,5.0," Cafe, American"
Madrid,4479.0,14.0,unknown
Madrid,4482.0,9.0,Spanish
Madrid,4483.0,23.0,Spanish
Madrid,4484.0,179.0," Sushi, Japanese"
Madrid,4486.0,19.0,Fast Food
Madrid,4489.0,3.0,Spanish
Madrid,4490.0,21.0,Spanish
Madrid,4491.0,26.0,unknown
Madrid,4493.0,27.0,unknown
Madrid,4494.0,19.0,Pizza
Madrid,4497.0,6.0,"Italian,  Fusion,  Latin,  Spanish,  International,  Asian"
Madrid,4499.0,18.0,Spanish
Madrid,4506.0,35.0,Spanish
Madrid,4512.0,60.0,"International,  Mediterranean"
Madrid,4513.0,2.0,unknown
Madrid,4518.0,5.0,unknown
Madrid,4526.0,34.0,unknown
Madrid,4527.0,48.0,unknown
Madrid,4533.0,2.0,Pizza
Madrid,4535.0,22.0,European
Madrid,4543.0,5.0,Spanish
Madrid,4544.0,45.0,unknown
Madrid,4547.0,5.0,Spanish
Madrid,4549.0,6.0,unknown
Madrid,4554.0,44.0," Spanish, Mediterranean"
Madrid,4556.0,4.0,unknown
Madrid,4558.0,76.0,"Vegetarian Friendly,  Gluten Free Options"
Madrid,4560.0,2.0,Spanish
Madrid,4562.0,2.0,Cafe
Madrid,4563.0,11.0,unknown
Madrid,4566.0,64.0," South American, International,  American,  Spanish,  Argentinean"
Madrid,4568.0,81.0,"Mediterranean,  European,  Spanish"
Madrid,4569.0,19.0,unknown
Madrid,4573.0,22.0,unknown
Madrid,4575.0,64.0,"Spanish,  Pub,  Bar,  Healthy,  Mediterranean"
Madrid,4576.0,97.0," Spanish, Steakhouse"
Madrid,4577.0,18.0,Spanish
Madrid,4585.0,31.0,Italian
Madrid,4586.0,4.0,unknown
Madrid,4587.0,2.0,unknown
Madrid,4589.0,49.0,South American
Madrid,4597.0,7.0,unknown
Madrid,4599.0,32.0,unknown
Madrid,4606.0,12.0,unknown
Madrid,4614.0,6.0,"American,  European"
Madrid,4620.0,11.0,unknown
Madrid,4623.0,18.0,unknown
Madrid,4624.0,16.0,"Venezuelan,  International"
Madrid,4626.0,27.0,Spanish
Madrid,4629.0,14.0,unknown
Madrid,4631.0,74.0,Fast Food
Madrid,4632.0,2.0,unknown
Madrid,4636.0,73.0,Mexican
Madrid,4639.0,29.0,unknown
Madrid,4641.0,10.0,Spanish
Madrid,4642.0,5.0,unknown
Madrid,4649.0,73.0," Latin, Mexican"
Madrid,4650.0,50.0,Spanish
Madrid,4651.0,14.0,unknown
Madrid,4653.0,2.0," Mediterranean,  Asian, Latin,  Fusion,  Spanish,  International"
Madrid,4654.0,42.0," Spanish, Mediterranean"
Madrid,4656.0,18.0,Spanish
Madrid,4660.0,39.0," Spanish, International,  European,  Fusion"
Madrid,4665.0,6.0,unknown
Madrid,4670.0,2.0,Japanese
Madrid,4674.0,92.0,unknown
Madrid,4676.0,10.0,unknown
Madrid,4679.0,97.0,unknown
Madrid,4682.0,5.0," Spanish, Bar,  Pub,  Cafe,  Fast Food"
Madrid,4688.0,51.0,Spanish
Madrid,4689.0,26.0," Minority Chinese, Chinese"
Madrid,4691.0,11.0," Gastropub, Pub"
Madrid,4694.0,9.0,Spanish
Madrid,4699.0,24.0,Spanish
Madrid,4701.0,5.0,Spanish
Madrid,4705.0,3.0," Delicatessen,  Spanish, Brew Pub"
Madrid,4715.0,11.0,unknown
Madrid,4716.0,2.0," Grill, Indian"
Madrid,4717.0,7.0,unknown
Madrid,4720.0,7.0," Turkish, American"
Madrid,4722.0,5.0,"Bar,  Pub"
Madrid,4724.0,17.0," Pub,  Gastropub, Seafood"
Madrid,4725.0,22.0,unknown
Madrid,4727.0,2.0," Wine Bar, Cafe,  Spanish"
Madrid,4729.0,49.0,Mediterranean
Madrid,4731.0,3.0,unknown
Madrid,4733.0,6.0,"Spanish,  Argentinean,  South American"
Madrid,4735.0,13.0,Spanish
Madrid,4742.0,3.0,Turkish
Madrid,4744.0,26.0,Italian
Madrid,4745.0,172.0,"Mexican,  Latin,  Central American"
Madrid,4749.0,4.0,unknown
Madrid,4750.0,15.0,unknown
Madrid,4751.0,3.0,unknown
Madrid,4753.0,36.0,"Italian,  Pizza"
Madrid,4754.0,5.0,unknown
Madrid,4757.0,13.0,unknown
Madrid,4759.0,2.0,unknown
Madrid,4763.0,5.0,Italian
Madrid,4772.0,3.0,unknown
Madrid,4775.0,21.0,unknown
Madrid,4776.0,7.0," Spanish,  Healthy, Mediterranean"
Madrid,4793.0,10.0,unknown
Madrid,4794.0,23.0,unknown
Madrid,4795.0,3.0,"Peruvian,  South American"
Madrid,4799.0,5.0,unknown
Madrid,4804.0,5.0,unknown
Madrid,4806.0,5.0,Spanish
Madrid,4809.0,53.0," European, Spanish,  Steakhouse"
Madrid,4813.0,16.0,unknown
Madrid,4818.0,23.0," Sushi,  Pizza, Japanese,  South American,  Mediterranean,  Peruvian"
Madrid,4821.0,6.0,unknown
Madrid,4822.0,6.0,unknown
Madrid,4826.0,20.0,unknown
Madrid,4829.0,253.0,"Bar,  Spanish,  Mediterranean,  Pub,  European"
Madrid,4832.0,28.0,Spanish
Madrid,4833.0,12.0," Diner, Mediterranean"
Madrid,4834.0,97.0,Spanish
Madrid,4837.0,274.0,"Mediterranean,  Spanish"
Madrid,4842.0,2.0,unknown
Madrid,4843.0,35.0,Fusion
Madrid,4846.0,6.0," Spanish, Mediterranean"
Madrid,4849.0,38.0,Pub
Madrid,4851.0,2.0," Grill, Spanish"
Madrid,4852.0,8.0,unknown
Madrid,4861.0,33.0,Spanish
Madrid,4867.0,16.0,Spanish
Madrid,4869.0,40.0," Spanish, Mediterranean"
Madrid,4871.0,3.0,Spanish
Madrid,4874.0,2.0,unknown
Madrid,4875.0,12.0,unknown
Madrid,4880.0,2.0," Spanish, Mediterranean"
Madrid,4887.0,5.0,unknown
Madrid,4888.0,3.0,unknown
Madrid,4889.0,65.0,"Mediterranean,  Barbecue,  Steakhouse"
Madrid,4890.0,72.0,"Mediterranean,  Spanish"
Madrid,4894.0,27.0,"Mediterranean,  Spanish,  European,  Vegetarian Friendly"
Madrid,4896.0,2.0,unknown
Madrid,4898.0,52.0," Spanish,  Brazilian,  European,  Latin, Mediterranean"
Madrid,4900.0,24.0,Spanish
Madrid,4901.0,3.0,unknown
Madrid,4905.0,47.0," South American, Italian,  Argentinean,  Spanish,  Barbecue,  Grill"
Madrid,4909.0,13.0,Pub
Madrid,4910.0,80.0," Pub, Fast Food,  Spanish,  Bar"
Madrid,4915.0,8.0,"Japanese,  Sushi"
Madrid,4916.0,6.0,Chinese
Madrid,4921.0,4.0,Spanish
Madrid,4922.0,6.0,International
Madrid,4923.0,3.0,International
Madrid,4926.0,2.0,unknown
Madrid,4927.0,76.0,Spanish
Madrid,4928.0,18.0,Spanish
Madrid,4931.0,4.0,unknown
Madrid,4932.0,51.0,Mediterranean
Madrid,4934.0,8.0,Healthy
Madrid,4935.0,3.0,unknown
Madrid,4936.0,3.0,unknown
Madrid,4942.0,30.0,unknown
Madrid,4943.0,46.0,Spanish
Madrid,4946.0,7.0,Spanish
Madrid,4947.0,3.0,Spanish
Madrid,4948.0,4.0,Healthy
Madrid,4951.0,10.0,unknown
Madrid,4953.0,54.0,Mediterranean
Madrid,4960.0,4.0,unknown
Madrid,4961.0,18.0,Spanish
Madrid,4964.0,5.0,unknown
Madrid,4967.0,13.0,Spanish
Madrid,4971.0,5.0,unknown
Madrid,4972.0,3.0,unknown
Madrid,4975.0,92.0," Spanish,  European, Mediterranean"
Madrid,4976.0,2.0,unknown
Madrid,4977.0,13.0,unknown
Madrid,4978.0,4.0,unknown
Madrid,4979.0,30.0,"Japanese,  Sushi"
Madrid,4983.0,77.0," Vegetarian Friendly,  Vegan Options, Mediterranean,  Healthy"
Madrid,4988.0,14.0,unknown
Madrid,4989.0,39.0,Spanish
Madrid,4991.0,12.0,unknown
Madrid,4992.0,139.0," Spanish, Mediterranean,  Fusion"
Madrid,4997.0,5.0,Spanish
Madrid,5000.0,2.0,unknown
Madrid,5007.0,96.0," Mediterranean, Spanish"
Madrid,5008.0,12.0," Wine Bar,  Contemporary, Mediterranean,  Spanish,  Healthy"
Madrid,5012.0,6.0,Spanish
Madrid,5019.0,4.0,unknown
Madrid,5020.0,89.0,American
Madrid,5023.0,12.0,unknown
Madrid,5024.0,2.0,unknown
Madrid,5028.0,26.0,"Mediterranean,  Diner,  Spanish,  Fusion"
Madrid,5031.0,60.0,unknown
Madrid,5032.0,4.0,Spanish
Madrid,5033.0,6.0,"Italian,  Spanish"
Madrid,5035.0,30.0,Spanish
Madrid,5037.0,22.0,Mediterranean
Madrid,5048.0,16.0," Pub, Bar,  Wine Bar"
Madrid,5049.0,11.0,"Spanish,  Vegan Options"
Madrid,5052.0,2.0,unknown
Madrid,5062.0,3.0,unknown
Madrid,5065.0,5.0," Pizza, Italian"
Madrid,5066.0,4.0,Spanish
Madrid,5074.0,24.0,unknown
Madrid,5076.0,5.0,Spanish
Madrid,5079.0,22.0,unknown
Madrid,5081.0,7.0,unknown
Madrid,5085.0,12.0,unknown
Madrid,5086.0,2.0,unknown
Madrid,5088.0,18.0,unknown
Madrid,5092.0,39.0,American
Madrid,5095.0,106.0," European, Spanish"
Madrid,5100.0,11.0,Spanish
Madrid,5107.0,47.0,Seafood
Madrid,5111.0,17.0,Spanish
Madrid,5114.0,19.0,European
Madrid,5118.0,84.0,"Mediterranean,  Spanish,  International"
Madrid,5119.0,25.0,Sushi
Madrid,5122.0,2.0,unknown
Madrid,5123.0,16.0," Thai,  Vietnamese, Japanese"
Madrid,5125.0,118.0," Spanish,  Mediterranean, Bar,  Pub"
Madrid,5129.0,14.0,unknown
Madrid,5130.0,8.0,unknown
Madrid,5131.0,3.0,International
Madrid,5132.0,4.0,unknown
Madrid,5133.0,19.0,"American,  Fast Food"
Madrid,5134.0,35.0,Spanish
Madrid,5135.0,4.0,unknown
