group,Index,quantity,unit_cogs,name
GENERAL,12023,1,2.17,OREGANO 20 G
OCCASIONAL,17437,39,0.94,BATERIE ALKAICZ R6
GENERAL_ITEMS,30,2,2.07,BELLA PODPASKI NORMAL MAXI 10
DAIRY_CHESSE,8451,1,2.39,PALUSZKI BESKIDZKIE 250 G DELIKAT
GENERAL_FOOD,13199,6,1.01,AMINO BLYSK GULASZOWA 61G
ALCOHOL,22625,59,5.81118644067797,WODKA 1906 0_2L
GENERAL_ITEMS,17731,5,1.44,KARMA MR DOG 415 PUSZKA JUNIOR KURCZAK
ALCOHOL,960,1,3.02,PIWO BOJAN KOKOS 0_5 L B/ZWR
CHEMISTRY,2304,5,2.95,BREF 4-FORMULA AKTIV
POULTRY,17240,0.145,22.2068965517241,KIE?BASA PIWOSZKI  KG
SWEETS,19430,6,1.18,TIC TAC ORANGE 16G
ALCOHOL,22314,2,24.99,WODKA STOCK 0_7L
DAIRY_CHESSE,7472,31,2.34,MASLANKA TRUSK.1 L MLEKOWITA
GROATS_RICE_PASTA,14391,13,1.01076923076923,MAK ZLOTY LAN NITKA DOMOWA 250
DRINK_JUICE,10053,6,3.47,NAP TYMBARK 1 L POMARANCZ PET 100%
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16450,7,1.74,PRZYPR.WARZYWKO 200G
POULTRY,1596,1,1.72,TOREBKA NA BUTELK?
CHEMISTRY,2382,1,3.72,PLASTRY FAMILI
DAIRY_CHESSE,7023,7,4.41,GOS.SMIETANKA 30% 500ML GOSTYN
SWEETS,20807,2,2.205,MILKA CZEKOLADA BAKALIE 100G
GROATS_RICE_PASTA,14655,6,4.64,TORTELINO 250 G Z MIESEM
SWEETS,19242,4,3.94,SPRAY BULLET ROLL
GENERAL_FOOD,12301,3,2.3,POWIDLA STOVIT 240 G
VEGETABLES,21967,94.128,1.1375998640149598,KT CEBULA
GENERAL_FOOD,12870,5,3.09,ALMETTE SZPINAK 150 G
ALCOHOL,586,6,2.78,PIWO LWOWEK MALINA 0_5 L B/ZW
POULTRY,16909,0.46,16.8260869565217,KABANOSY Z DROBIEM KG
COOKIES_BULK,6290,3.685,13.1370420624152,CUKIERKI MLECZNE /CHOCO/ROSHEN
CHIPS_FLAKES,4660,17,2.18,STAR CHIPS SER POMIDOR 125 G
COFFEE TEA,6024,1,8.78,JACOBS CRONAT GOLD 250G
DRINK_JUICE,8872,1,3.5,KNORR ZUPA KREM Z KUREK 59 G
BREAD,1435,24,2.19,PYZY DRO?D?OWE 320GR GRZESKOWIAK
DAIRY_CHESSE,7038,2,2.05,JEZYCKI ZAKWAS 425 G
DAIRY_CHESSE,8156,3,2.12,BAKOMA 7 ZBÓZ MEN 320 G
GENERAL,11613,3,1.02,AMINO BLYSK .POMIDOROWA Z PIETRUSZKA
TABLETS,21298,22,1.52,TABLETKI IBUPROM SASZETKA 2 SZT
CHEMISTRY,3665,7,2.19,NIVEA KREM 50ML
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16605,17,3.9,OLEJ NIEZBEDNY 1L
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,15997,4,1.74,DZEM SLONECZNY OGROD BRZOSKWINIOWY 280G.
GENERAL_FOOD,12539,6,1.23,WIN GALARETKA AGRESTOWA 79G
ICE_CREAMS_FROZEN,15071,45,1.46,LODY BIG MILK CHOCO 100 ML
ALCOHOL,23130,6,7.27,NAP SPIR SOPLICA WISNIA 0_2
VEGETABLES,21538,5,2.13,SUROWKA POROWA KUBEK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16034,23,1.65,PIWO PERLA EKSPORT 0_5L BUT.BEZZWROTNA
GROATS_RICE_PASTA,14034,5,2.13,MAK SULMA NITKA ROSOLOWA 400G
SWEETS,20427,16,0.64,PRINCE POLO ORZECH 35 G
GENERAL,11610,1,4.99,WEGIEL DRZEWNY 2 KG
GENERAL_FOOD,13539,7,2.80428571428571,ALMETTE Z RZODKIEWKA 150 G
SPICES,18755,11,1.08,PRYMAT GOZDZIKI 10G
GENERAL_FOOD,12266,16,1.193125,KNORR G K OGORKOWA Z GRZANKAMI
GENERAL_ITEMS,17571,25,2.29,MAR DELMA EXTRA 450 G
GENERAL,11510,1,2.56,SOK Z GRANATU 250 ML  100%
POULTRY,17151,0.36,16.7777777777778,METKA CEBULOWA KG
ALCOHOL,22472,1,16.7,NAP SPOLICA PRZYPALANA 0_5 L
GENERAL_FOOD,13236,6.71,2.17138599105812,KAPUSTA  KISZONA LUZ
GENERAL_FOOD,13141,1,7.4,SMAK MAK FLAKI WIEPRZOWE 900 G W POMID
GENERAL_FOOD,12533,7,1.83571428571429,WAFLE SUNNY 60 G NATURALNE
VEGETABLES,22102,15,3.42666666666667,PIECZARKA 0_5 KG  PACZKA
ICE_CREAMS_FROZEN,15774,1,2.62,MARCHEW KOSTKA 450G NORDIS
DAIRY_CHESSE,6548,5,2.5,SKORUPKA 400 G OGOREK KWASZONY
SWEETS,19118,1,13.15,BOMBONIERA SERCE RAFFAELLO 140 G
DAIRY_CHESSE,8023,3,1.56,HOCHL SMIETANKOW 100 G TOPIONY
ALCOHOL,984,173,1.8649710982659,PIWO LECH PILS 0_5L BUTELKA
SWEETS,18967,3,2.69,CIASTKA HIT 220G CZEKOLADA
GENERAL_FOOD,13270,1,2.08,MIOD SZTUCZNY 230G RYDELKIEWIC
SWEETS,19718,4,2.24,GOFRY SEZAM 100 G
GENERAL_FOOD,12522,5,2.89,SP SMALEC CZYSTY 180G
CHEMISTRY,2034,8,1.765,FOLIA ALUMINIOWA 10M PAN PACK
DAIRY_CHESSE,8575,1,3.28,HOCH SER GOUDA PLASTRY 135 G
ICE_CREAMS_FROZEN,14816,2,5.22,FRYTKI ORGINA? 750 G IGLOT
SWEETS,19196,28,0.22,LIZAK LOVE
CIGARETTES,5402,8,10.31625,PAP PS GOLD 100
ALCOHOL,22921,2,11.49,WINO MONTE-STRAWBERRY 0_75 L S?OD.
DRINK_JUICE,9695,162,1.31,WODA MUSZYNIANKA PLUS 1_5L N/G
DAIRY_CHESSE,8148,5,2.69,ALMETTE SER POMIDOR 150 G
CHEMISTRY,3867,4,4.08,MOLA POAPIER ZAPACH 8 MAGNOLIA
SPICES,18712,13,0.93,CYKORIA LISC LAUROWY 15 G
ICE_CREAMS_FROZEN,15861,3,2.04,SKORUPKA SUROWKA 300G
POULTRY,1645,7,1.38,PROFI PASZTET Z PAPRYKA 131G
CHEMISTRY,2393,1,3.35,PUR ACTION 900 ML LEMON
DAIRY_CHESSE,6997,1,1.32,DE SEREK Z WISNIA 150 G
GENERAL_ITEMS,17586,27,1.26,MAR PALMA KRUSZWICA 250G
GENERAL_FOOD,13790,1,1.68,SALATKA SLEDZ+GROSZEK 150 G
SPICES,18045,4,0.91,PRYMAT OREGANO CALE 10 G
VEGETABLES,21775,1,3.52,PUDL ESENSJA POMIDOROWA 200G
CHEMISTRY,2658,10,1.96,GILLETTE MASZYNKA BLU 2 PLUS
DRINK_JUICE,8994,37,1.19702702702703,WODA ZYWIEC 1_5L NIE/GAZ
CHEMISTRY,2146,6,0.89,BLOK TECHNICZNY
VEGETABLES,21887,59.939,4.51158677989289,KT BRZOSK. UFO/NEKTAR KG
DAIRY_CHESSE,6416,15,1.07,DA DANIO BRZOSKWINIA 140G
ICE_CREAMS_FROZEN,15782,2,5.03,PIEROGI Z TRUSKAWKA 450 G
CHEWING_GUM_LOLIPOPS,4107,5,2.25,GUMA ORBIT BAG WINTERFRESH
VEGETABLES,21806,77.22,1.25938875938876,KT CEBULA
VEGETABLES,21597,50.91,2.5252406207032,KT ZIEMNIAK WCZESNY KG
SPICES,18719,1,2.1,CYNAMON W LASCE 25 G
POULTRY,1699,16,1.176875,PROFI PASZTET Z PAPRYKA 131G
DRINK_JUICE,9770,13,3.03,NAP CAPRIO CZER.POMARANCZA 2L
DRINK_JUICE,9347,2,0.9,ZBYSZKO MAXER 2 L GAZ CITRO
CHEMISTRY,3056,3,0.99,MYDLO LUKSJA 90 G GLICERIN
DRINK_JUICE,10329,1,3.43,FASOLA JAS KAR?OWATY 500 G ROLMAK
GENERAL_FOOD,12306,1,2.38,PYZY KLUSKI NA PARZE
GENERAL_FOOD,13169,5,1.01,WIN GALARETKA WISNIOWY 79G WINIARY
SWEETS,19810,2,1.07,ROGAL 7DAYS SZAMPANSKI
GENERAL_ITEMS,17744,7,2.15,KARMA MR DOG SUPREME 500G
SWEETS,19433,5,2.11,TOREBKA
GENERAL_FOOD,13372,15,1.37,AMINO SOS PIECZENIOWY CIEMNY 38GR
COOKIES_BULK,6299,2.93,13.901023890785,CIAST.KOWOLKA JEZYKI/KOKOSANKI
ALCOHOL,716,3,2.29,PIWO WARKA RADLER  0% PUSZKA CYTRYNA
GENERAL_FOOD,13313,2,0.95,SLONECZNIK CZARNY 80G ANDREX
VEGETABLES,21510,13,1.08153846153846,KT RZODKIEWKA PECZEK
SWEETS,19214,1,4.0,ODRA DUETKA FAMIL PIANKA 400G POMAR
VEGETABLES,21497,15.37,4.77228366948601,KT OGOREK ZIELONY
DRINK_JUICE,9107,19,1.74,PUDL SOK POMIDOROWY 300 G
POULTRY,17284,0.625,17.104,METKA CEBULOWA KG
DAIRY_CHESSE,7691,19,2.9089473684210496,SER MLEKPOL KROLEWSKI Z KOLNA 150G PLAS
ALCOHOL,22982,2,6.95,CYDR LUBUSKI 1 L
VEGETABLES,22109,7,3.2,SKORUPKA OGORKI KONSERWOWE 900G
DRINK_JUICE,8748,2,0.74,NAP AQA 1_5 GAZ CYTR+MIETA
GENERAL_ITEMS,17938,4,3.15,RAJSTOPY 15 DEN INEZ
DAIRY_CHESSE,7156,4,1.87,ZOTT JOGURTPRIMA NAT+OWOCE 125 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16707,2,2.715,WIN SOS CZOSNKOWY 250ML
SWEETS,19309,3,4.87,BOMB TOFFI FEE 125G
ICE_CREAMS_FROZEN,15631,6,1.66,LODY ROZEK KUBUS 110 ML
POULTRY,17049,0.97,10.639175257732001,PAROWKOWA Z  DROBIEM KG
GENERAL_ITEMS,17881,1,4.99,RAJSTOPY 40 DEN
DAIRY_CHESSE,8484,5,0.99,SEREK HEJ BRZOSKWINIA 150 G
CIGARETTES,5465,24,9.85,PAP PS  BLU 100
DAIRY_CHESSE,8036,40,0.95825,JOGOBELLA 150G STANDARD
GENERAL_FOOD,13459,6,1.63,PASZTET DROBIOWY  DROP 160
BREAD,1239,16,1.35,M BULKA Z RODZYNKAMI
DAIRY_CHESSE,6440,396,6.256767676767678,GOS.MASLO 250G GOSTYN
SWEETS,19468,11,0.99,BATON IKAR XXL WAWEL
GENERAL_ITEMS,17633,1,2.81,OLEJ NIEZBEDNY 0_5L
GENERAL,11962,3,4.44,PODGRZYBEK 20 G
DAIRY_CHESSE,6772,2,5.71,BAKOMA SMIET.SPRAY 250 ML
VEGETABLES,21845,17,0.9788235294117652,KT RZODKIEWKA PECZEK
GENERAL_ITEMS,17736,6,2.75,KARMA CHAPPI WOLOWINA KURA 500G
ALCOHOL,22288,1,16.14,NAP SPIR SOPLICA WISNIOWA 0_5 L
GROATS_RICE_PASTA,14167,1,2.02,MAKARON SULMA GNIAZDKA 400G
SWEETS,19434,12,0.83,WAFELEK LUSETTE CZEKOLADA 50 G
GENERAL_FOOD,13757,4,1.59,MAKA ZIEMNIACZANA 500G
ICE_CREAMS_FROZEN,15525,26,0.84,WODA AQA 0_7 L SPORT N/G
CHEMISTRY,3372,8,1.3,ZESZYT 80 K
CHIPS_FLAKES,4511,2,2.53,CATERING SANDWICH Z POMID.
GENERAL_ITEMS,8685,2,15.34,BEBIKO 1
SWEETS,20788,18,0.08,KARTY
SPICES,18720,35,0.36,DR O CUKIER WANILIOWY  16G
DAIRY_CHESSE,8352,10,1.18,BAKOMA SATINA CZEKOL.170 G
DAIRY_CHESSE,7491,24,1.21625,NAP TIGER 0_25 SPEED
ALCOHOL,791,10,2.7,PIWO SAMERSBY BLACKBERRY 0_5 L PUSZKA
ICE_CREAMS_FROZEN,15418,18,2.62,LODY GRAND GOLD ORANGE 120 ML
DAIRY_CHESSE,8642,2.45,15.3265306122449,SER PULAWSKI/GOUDA/CAMELOT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16585,3,2.13,KETCHUP PIKANTNY 250G TORTEX
DRINK_JUICE,9931,10,1.206,JOGURT GRECKI 150 G JAGODA
GENERAL_ITEMS,17976,2,5.5,RAJSTOPY 60 DEN
GENERAL,11831,2,4.69,WEGIEL DO GRILA 2 KG
POULTRY,1667,7,1.21,PROFI PASZTET DROB.Z CZOSNEK
ICE_CREAMS_FROZEN,15501,2,2.35,LODY TORTUFFO KOKOS
ALCOHOL,22289,7,3.79,NAP SPIR SOPLICA WISNIOWA 36% 0_1L
GENERAL,11284,3,2.08,PRZYPRAWA DO ROSOLU
CHEMISTRY,3072,1,3.6,ODSWIEZACZ ZAPAS SZYSZKA
GENERAL_FOOD,12651,13,1.6,SKORUPKA BURACZKI MIAZGA 385G
GENERAL_FOOD,12820,35,0.74,SOL KUJAWSKA 1 KG JODOWANA
SPICES,18511,2,0.82,PRYMAT GRILL PIKANTNT 20G
CIGARETTES,5436,41,9.90487804878049,PAP CHESTERFILD RED
ALCOHOL,693,2,1.76,PIWO PER?A RZE?KIE 0_5L B/BEZW
DAIRY_CHESSE,8140,17,2.45,TWAROG SREMSKI CHUDY 250GR
ICE_CREAMS_FROZEN,15507,7,8.08,LODYCARTE DOR 750 ML PRALIN
CHEMISTRY,2006,1,3.99,AJAX  PROSZEK DO CZYSZCZENIA 450 G
ICE_CREAMS_FROZEN,14918,27,1.88,LODY BIG MILK TOFFE 100ML
POULTRY,10773,48,3.4,JAJKA 10 SZT LIPOWCZYK
SWEETS,19656,2,1.4,BATON FRUTICA 40 G
CHEMISTRY,3567,1,1.76,ZEL POD PRYSZNIC SAFINA MANGO 250ML
GROATS_RICE_PASTA,14494,1,1.99,CIASTKA DESIMO MARKIZY 160 G KAKAO
SWEETS,20058,6,0.85,BATON KNOPERS KOKOS 25 G
ALCOHOL,22459,8,6.23,NAP SPIR KRAKOWSKA 0_2 SLIWKA
ALCOHOL,519,11,2.72,PIWO SOMERSBY  WOTERMELON 0_5 PUSZKA
DAIRY_CHESSE,7002,10,0.8,DROZDZE BABUNI ROTEX
COFFEE TEA,5708,4,3.49,HWEB SAGA SLIWKA EX 25 T
ALCOHOL,22342,5,3.82,NAP SPIR SOPLICA SLIWKOWA 0_1
SWEETS,18834,2,1.05,GOPL.CUKIERKI MIETA 90G
ALCOHOL,22810,1,8.55,RUM GOLD 0_2
ICE_CREAMS_FROZEN,15613,21,2.01,LODY PIPI WANILIA
CIGARETTES,5502,39,10.73,PAP LD MENTHOL SUPER SLIM
CHEMISTRY,3338,2,3.19,SZAM FAMILIJNY POLLENA 500ML
POULTRY,10994,1,2.51,FILETY SLEDZIOWE W POMIDZ.170 G
SWEETS,19162,24,2.25125,GOPL CZEKOLADA MLECZNA 90G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16241,18,1.65,PIWO PERLA CHMIELOWA 0_5L BUT.B/ZWROT.
GENERAL_FOOD,12419,12,1.32,KNORR G.K. POMIDOROWA Z MAKARON
DRINK_JUICE,9685,6,0.99,WODA DOBROWIANKA 1_5 N/G
SPICES,18072,1,1.07,DR O AROMAT WANILIA 9ML
GENERAL,11272,2,2.91,MLEKOLAKI CHOCO 250 G
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16779,2,3.53,WIN MAJONEZ  OMEGA 3 250ML
DAIRY_CHESSE,7409,20,1.49,GOS.MLEKO UHT 2% 0_5L GOSTYN
CIGARETTES,5093,5,10.69,PAP PAL MAL BLUE
VEGETABLES,21397,1,0.93,APPETITA TYMIANEK 10 G
ICE_CREAMS_FROZEN,14883,3,3.83,WARZYWA NA PATELNIE WIEJSKIE
DRINK_JUICE,10755,2,3.85,WODA ZYWIEC 5L
GENERAL_FOOD,13111,1,3.62,PIEROGI RUSKIE 400G GRZESK.
DAIRY_CHESSE,7467,9,2.34,MAR DELMA EXTRA 450 G Z MASLEM
SWEETS,19710,1,4.29,DELICJE WISNIOWE 294G WEDEL
CHEMISTRY,2931,3,1.72,SPIRYTUS SALICYNOWY 90 G
DRINK_JUICE,8778,3,0.68,NAP NAPI 0_25 BUT.JAB+MIETA
DRINK_JUICE,8812,2,0.89,NAP.VOLCANO ORANZADA BEZBARWNA GAZ 2L
CIGARETTES,4934,2,11.17,PAP LM MINT
CIGARETTES,5276,4,9.86,PAP WINSTON BLUE
CHEMISTRY,2614,3,0.78,ARIEL KAPSU?KI DO BIA?EGO 32SZT
ICE_CREAMS_FROZEN,15147,2,7.11,LODY ROLADA KORAL SMOAK
SPICES,18025,1,1.44,KAMIS JA?OWIEC 15G
ALCOHOL,22540,1,20.34,WODKA SOBIESKI 0_7L 40%
SWEETS,19794,2,2.8,PREZERWATYWA  3 SZT
GENERAL_ITEMS,17882,6,2.35,RAJSTOPY DZIECIECE
ICE_CREAMS_FROZEN,15751,6,6.72,LODY ROLADA CASSATE WANILIA WISNIA
VEGETABLES,21724,81.52,3.2098871442590804,KT JABLKO CZERWONE
ALCOHOL,660,15,1.63,PIWO KASZTELAN 0_5 BUTELKA
DAIRY_CHESSE,8525,6,2.31,BAKOMA  TWIST TRUSKAWKA 400G
CIGARETTES,5220,25,0.59,MASCOTTTE BIBULKA 50 SZT
VEGETABLES,21757,1,1.21,KT SELER NAC SZT
GROATS_RICE_PASTA,14060,4,2.4,MAKARON LUBELLA MUSZELKA DROBNA
CHEMISTRY,2119,5,2.17,WORKI NA SMIECI 60 L 16 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16476,1,3.75,DANIE KACHNY  FLACZKI PO ZAMOJSKU  500G
DAIRY_CHESSE,8037,8,1.54,JOGURT 350 G  DUET
SWEETS,19270,25,1.05,WEDEL PAWELEK ADVOCAT 45G
VEGETABLES,21472,1,5.49,KT BAK?AZAN SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16574,3,1.81,DZEM SLONECZNY OGROD TRUSKAWKOWY 280G
CHEMISTRY,3677,1,3.6,ODSWIEZACZ ZAPAS DO SZYSZKI
GENERAL_FOOD,13581,1,4.99,KIE?BASA BIA?A S?OIK  300GR KUHNIA STAR.
SPICES,18088,1,0.91,GALEO PRZYPRAWA DO TZATZIKI
COFFEE TEA,5958,1,8.78,KAWA NESCAFE 100 G CREME
COFFEE TEA,5789,1,2.59,CAPPUCCINO Z MAGNEZEM MOKATE 110G
CHEMISTRY,2332,18,2.12333333333333,GOLARKA WILKINSON XTREME 3
GENERAL_FOOD,13900,1.98,14.6313131313131,KIELBASA SLASKA  KG
CHIPS_FLAKES,4798,1,2.32,PLATKI MLEKOLAKI KOLKA MIODOWE 250 G
SWEETS,20621,39,0.29,ORANZADA W PROSZKU SUPER
COFFEE TEA,5940,1,1.4,HERB MINUTKA 40TOR EXPRES
ICE_CREAMS_FROZEN,15031,2,3.07,SZPINAK 450G NORDIS.
CHIPS_FLAKES,4505,8,2.23,STAR CHIPS KEBAB 130 G
POULTRY,1815,10,0.86,CYKORIA ZIELE ANGIELSKIE  20 G
DRINK_JUICE,10093,11,1.18,WODA CISOWIANKA N/G 0_7 SPORT
OCCASIONAL,17389,71,0.15,CHUSTECZKA HIGIENICZNA
DRINK_JUICE,9827,30,0.89,NAP TYMBARK 0_25 MIETA CYTRYNA
GENERAL_FOOD,13650,2,3.06,SUCHARY DELIKATESOWE 290G MAMU
GENERAL_FOOD,12817,6,1.74,SLONECZNIK PRAZONY TURECKI 100G
OCCASIONAL,17497,3,2.78,TUNCZYK ROZDROBNIONY W WODZIE 130 G
SWEETS,20237,27,0.52,WAFLE GORALKI ARACHID 42 G
DRINK_JUICE,9318,1,0.79,WODA SKARB NATURY 1_5 GAZ
SWEETS,19731,2,2.15,HARIBO BARBECUE 100 G
CIGARETTES,5590,16,9.1275,PAP PS  BLU 100
ALCOHOL,22428,3,13.81,WODKA CZYSTA DE LUXE 0_5 L
SWEETS,20023,7,0.75,WAFLE GÓRALKI ORZECH 50 G
VEGETABLES,21725,4,6.19,KT JAGODY FOREMKA
DAIRY_CHESSE,6720,0.47,17.6595744680851,SER RYCKI /RADAMER/CYGANSKI/JAGRAMER
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16252,3,1.81,SLIWKI SUSZONE KRESTO 100G
GENERAL_FOOD,12223,23,0.969565217391304,AMINO BLYSK.POMIDOROWA
GENERAL_ITEMS,17552,4,0.99,PRYMAT CURRY
CHEMISTRY,2372,5,4.22,PAPIER TOALETOWY MEA BIA?A 8 SZT 3W 150
CHEWING_GUM_LOLIPOPS,4291,12,1.25,GUMA AIRWAVES PORZECZKA DRAZE
POULTRY,17325,0.44,17.113636363636402,PAROWKOWA Z SZYNKI  KG
CHEMISTRY,3073,1,0.45,OPASKA DZIANA PODTRZYMUJACA 10 CM *4M
DRINK_JUICE,9940,12,1.27,KUBUS MUS BRZOSKWINIA 0_1 L
ALCOHOL,22316,3,7.07,WODKA WYBOROWA 0_2 WISNIA 30%
OCCASIONAL,17440,2,0.52,DLUGOPIS NIEBIESKI
COFFEE TEA,5806,2,6.81,JACOBS KAWA 75 G UZUPELN
SWEETS,21012,2,11.89,PAP LM LINK BLU
ICE_CREAMS_FROZEN,15254,16,1.08,LODY CHOCKOBERRY 60 ML
GENERAL_FOOD,13709,10,0.9,CYKORIA SOS DO PIECZENI
GENERAL_ITEMS,5,1,2.85,BELLA PODPASKI PERF.BLUE 10
SWEETS,20771,60,0.72,GRZESKI W CZEKOLADZIE 36 G
SPICES,18246,2,0.82,PRYMAT GRILL PIKANTNT 20G
SWEETS,19926,8,0.74,GRZESKI W CZEKOLADZIE 36 G
GENERAL_ITEMS,16871,5,3.03,SP GALARETKA DROBIOWA 200G
DAIRY_CHESSE,6894,1,1.15,MU SEREK HOMOGENIZOWANY TRUS.150 G
DAIRY_CHESSE,8165,2,1.43,BAKOMA PREMIUM 150 G BRZOS+MARAKUJ
ICE_CREAMS_FROZEN,14901,1,4.92,BROKULY MROZONE 450 GR MORDIS
SPICES,18071,1,5.32,DR CIASTO BABECZKI Z P?ATKAMI CZEKOL.300
CIGARETTES,5179,20,9.85,PAP PS  BLU 100
DAIRY_CHESSE,7769,2,1.2,DA FANTAZJA WISNIA 122G
POULTRY,17234,2.935,17.965928449744503,KIELBASA PIECZONA  KG
ALCOHOL,805,23,1.96,PIWO WARKA RADLER JAB+GRUSZKA 0_5 LB/ZW
COFFEE TEA,5814,1,8.78,KAWA NESCAFE 100 G CREME
DAIRY_CHESSE,7566,5,1.77,BAKOMA KAWA SATINA 240 ML
DRINK_JUICE,8768,4,2.19,NAP HORTEX 1 L CZARNA PORZECZKA
VEGETABLES,21763,227.48,4.18757692983999,KT TRUSKAWKI KG.
CHEMISTRY,3560,1,1.69,WIREK PROSZEK 600G
DRINK_JUICE,8884,3,0.74,NAP AQA 1_5 GAZ CYTR+MIETA
DRINK_JUICE,9384,13,0.74,NAP AQA 1_5 L N/G TRUSKAWKA
ALCOHOL,22895,1,22.21,WODKA ZUBROWKA CZARNA 0_5 L 40%
ICE_CREAMS_FROZEN,15237,3,3.92,LOD W KOSTKACH 2 KG
TABLETS,21122,2,4.1,TABLETKI SCORBOLAMID GARD?O 8 SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16115,6,3.62,WIN SOS TATARSKI 250ML
TABLETS,21287,1,3.71,PLASTER POLSKI LEK DO CIECIA 6 CM
ALCOHOL,22344,5,3.69,NAP SPIR SOPLICA WISNIOWA 36% 0_1L
CHEMISTRY,1977,1,2.82,TOREBKA BUTELKA
TABLETS,21112,2,5.97,TABLETKI COLGRIP 8 SZT SASZETKI
CHEMISTRY,3416,1,2.94,CLIN ZAPAS 500 ML
CHEMISTRY,2546,5,0.99,PIEPRZ CZARNY ZIARNO 15GR
SWEETS,20345,1,1.46,DROPS WERTHERS ORIGINAL 50G
VEGETABLES,21707,19,2.58052631578947,KT BROKUL
DRINK_JUICE,9379,1,2.68,LORENZ 140 G PAPRYKA PIK+SER
DAIRY_CHESSE,8565,58,2.17293103448276,GOS.MLEKO UHT 3_2% 1L GOSTYN
CHEMISTRY,1884,4,2.32,KLEJ KROPELKA
CHEMISTRY,2958,2,2.99,WORKI NA SMIECI 60 L*50 SZT
GENERAL_FOOD,13309,3,3.51,SER LA POLE BLU 150 G
BREAD,1342,201,0.5,C BULKA GRAHAMKA/ALPEJSKA
GROATS_RICE_PASTA,14382,4,3.62,KOTLIN KETCHUP 450 G MNIEJ KALORI
SWEETS,18986,3,2.1733333333333302,GOFRY SLODKIE 100 G
GENERAL,11658,1,3.4,MLEKO KOKOSOWE 250 ML CZEKOLADA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16852,2,4.14,TWAROG SOLANKOWY WEDZONY 250G CYLINDER
GENERAL_FOOD,12498,4,2.3,POWIDLA STOVIT 240 G
BREAD,1263,284,0.54,BULKA MASLANA MALA1
POULTRY,17307,0.2,18.05,KIELBASA BIA?A CIENKA KG
VEGETABLES,21350,25,4.518,KT KALAFIOR
CHEMISTRY,2719,2,6.29,PERWOL 900 ML RENEW KOLOR
ALCOHOL,506,10,1.78,PIWO OKOCIM REDLER 0_5 B/ZW GREJFR
POULTRY,10959,1,2.21,SZPROT W POMID.170 G ORKA
ALCOHOL,22360,1,5.51,WODKA BARMANSKA WISN.0_5 L 21%
GENERAL_ITEMS,17926,2,3.15,RAJSTOPY 15 DEN INEZ
CHEMISTRY,2350,2,2.54,MASZYNKA WILKINSON XTREME 3 BEAUTY
VEGETABLES,21629,5,2.72,KT BROKUL
VEGETABLES,21684,1,2.49,MIX SA?AT 100 G
ALCOHOL,579,5,2.58,PIWO LECH FRI  LIME PUSZKA 0_5 L
ALCOHOL,22922,1,20.99,WINO MUSUJACE 0_75 BLU
ALCOHOL,22542,1,24.99,WODKA STOCK 0_7L
GENERAL_ITEMS,16876,2,3.9,DANIE KACHNY FLACZKI W ROSOLE
DRINK_JUICE,10562,6,1.94,NAP TYMBARK 1 L JAB/BRZOSKW
GENERAL,11872,1,4.9,LOWICZ DZEM CZEKO BRZOSKWINIA 250 G
GENERAL_FOOD,12382,2,2.99,CUKIER TRZCINOWY SANTE 500G
SWEETS,20113,1,2.32,CZEKOLADA ROYAL Z ORZ.LASKOWYMI 100G
GROATS_RICE_PASTA,14591,10,1.26,RYZ SARITA BIALY DLUGOZIAR. 4x100G KAR
CHEMISTRY,2654,1,1.27,GABKA  CZYSCIK
DAIRY_CHESSE,6632,3,5.81,GOS.SMIETANKA 30% 500ML GOSTYN
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,16109,4,1.42,SEREK SMACZEK  125 G JANA SZCZYPIOREK
ICE_CREAMS_FROZEN,15676,2,2.46,ZAPIEKANKA Z  PIECZARKAMI
GENERAL_FOOD,13018,1,2.29,WIN SOS MYSLIWSKI 33GR
BREAD,1184,0.09,22.5555555555556,B SERNIK/PIANKI/ROGALE Z MAKIEM
DRINK_JUICE,8988,13,0.8,WODA ZYWIEC 0_5L N/GAZ
DRINK_JUICE,10319,7,1.48,ZBYSZKO 3 LIMONKI 1_5L GAZ
ICE_CREAMS_FROZEN,15812,1,7.0,LODT CZEKOLADA 900 ML ALGIDA
SWEETS,20094,6,2.15,CIASTKA LEIBNEZ ZOO KAKAO 100G
POULTRY,11049,6,2.42,SLEDZ W POMIDORACH 170 G EVRA
ICE_CREAMS_FROZEN,15066,3,6.52,LODT CZEKOLADA 900 ML ALGIDA
