Subtitle,Account Name,Contract Start Date,Membership Level,Website
Retailers and Brands,Waitrose Ltd.,41913.0,0.0,www.waitrose.com
Suppliers and Manufacturers,"Shangqiu Huifeng Cotton Industry Co., Ltd.",42736.0,2.0,www.hfmianye.com
Suppliers and Manufacturers,Nishat Chunian Ltd.,40940.0,2.0,
Suppliers and Manufacturers,"JiangSu GTIG Eastar Co,Ltd",42491.0,2.0,
Suppliers and Manufacturers,"Shaanxi Qinyuan Textile Co.,Ltd",42614.0,2.0,
Suppliers and Manufacturers,"Tangshan Changliang Textile Co.,Ltd",42491.0,2.0,
Suppliers and Manufacturers,Kedarnath Ginning Pvt Ltd,42370.0,2.0,
Suppliers and Manufacturers,Diamond International Co. Ltd.,42309.0,2.0,
Suppliers and Manufacturers,Artistic Fabric and Garment Industries (Pvt.) Ltd,40878.0,2.0,
Suppliers and Manufacturers,Mandhana Industries Ltd.,41244.0,3.0,
Suppliers and Manufacturers,Karteks Tekstil San. Ve Tic. A.S.,42795.0,2.0,www.karteks.com.tr
Suppliers and Manufacturers,"Jiangsu Jin Wang Textile Co., Ltd.",42795.0,2.0,
Suppliers and Manufacturers,S Raja Exports,40848.0,2.0,
Suppliers and Manufacturers,Yancheng Risheng Textile Logistics Co.Ltd,42614.0,2.0,
Suppliers and Manufacturers,Loyal Textile Mills Ltd.,41579.0,2.0,
Suppliers and Manufacturers,"Fugou Chang Mao Textile Co., Ltd.",42370.0,2.0,
Suppliers and Manufacturers,Addchance Ltd.,41030.0,2.0,
Suppliers and Manufacturers,Ghazi Fabrics International Ltd.,41091.0,2.0,
Suppliers and Manufacturers,Sitex-Swift,42036.0,2.0,
Suppliers and Manufacturers,Erdem Tekstil,41579.0,2.0,
Suppliers and Manufacturers,Al Rahim Textile Industries,42430.0,3.0,
Suppliers and Manufacturers,VRA Cotton Mills Pvt Ltd,42064.0,2.0,
Associate Members,Wakefield Inspection Services,41456.0,0.0,www.wiscontrol.com
Retailers and Brands,Beddinghouse BV,42430.0,0.0,www.beddinghouse.com
Suppliers and Manufacturers,Suryalakshmi Cotton Mills Ltd.,41640.0,2.0,
Suppliers and Manufacturers,Artistic Denim Mills Ltd.,41000.0,2.0,
Suppliers and Manufacturers,"Xiajin County Ruixin Textile Co.,Ltd",42430.0,2.0,
Suppliers and Manufacturers,"Chonbang Co, Ltd",42339.0,2.0,
Suppliers and Manufacturers,Ahmad Hassan Textile Mills Ltd.,42064.0,2.0,
Suppliers and Manufacturers,KKP Textiles Ltd.,41944.0,2.0,
Suppliers and Manufacturers,Shree Shihorikrupa Cotton Co,42614.0,2.0,
Retailers and Brands,Madewell Inc.,42491.0,0.0,madewell.com
Producer Organisation,XPCC No.6 Cotton&Linen Corp,42217.0,0.0,
Suppliers and Manufacturers,"Xiangshui Milan Textile Co.,Ltd",42339.0,2.0,
Producer Organisation,Sustainable Development Organization (SDO),41974.0,0.0,
Suppliers and Manufacturers,Sri Jayakrishna Textiles,42491.0,2.0,
Suppliers and Manufacturers,Vikrant International Pvt. Ltd.,41883.0,2.0,
Suppliers and Manufacturers,"Xinjiang Litai Silk Road Investment  Co., LTD",42644.0,2.0,www. jinshengroup.com
Suppliers and Manufacturers,Best Corporation Pvt. Ltd.,41030.0,2.0,
Suppliers and Manufacturers,CMT Spinning Mills Ltd.,41730.0,2.0,
Retailers and Brands,Tommy Hilfiger Europe B.V.,41426.0,0.0,www.tommy.com
Suppliers and Manufacturers,TATA Group of Industries,41334.0,2.0,
Suppliers and Manufacturers,PT Kewalram Indonesia,42339.0,2.0,
Suppliers and Manufacturers,Tamijuddin Textile Mills Ltd,42491.0,2.0,
Suppliers and Manufacturers,Reliance Weaving Mills Ltd.,41030.0,2.0,
Suppliers and Manufacturers,Hebei Ningfang Group Co. Ltd.,41579.0,2.0,
Suppliers and Manufacturers,Lagnam Spintex Private Limited,41974.0,2.0,
Suppliers and Manufacturers,Tavex Europe S.L.,42430.0,2.0,
Suppliers and Manufacturers,N M Exports,42125.0,3.0,
Suppliers and Manufacturers,Polo Composite Knit Industry Ltd,42522.0,3.0,
Suppliers and Manufacturers,Din Dayal Purushottam Lal,42339.0,2.0,
Civil Society,Ambuja Cement Foundation,40575.0,0.0,www.ambujacementfoundation.org
Suppliers and Manufacturers,"Xindadong Textiles(VIETNAM)Co.,Ltd",42064.0,2.0,
Suppliers and Manufacturers,PT Kurabo Manunggal Textile Industries (Kumatex),41883.0,2.0,www.kumatex.com
Suppliers and Manufacturers,Jolly Enterprise,42461.0,2.0,
Suppliers and Manufacturers,SCM Textile Spinners (A Unit of Space Textiles Pvt. Ltd.),41671.0,2.0,
Suppliers and Manufacturers,Premier Fine Linens Pvt Ltd,42767.0,3.0,
Suppliers and Manufacturers,Comfort Group,41760.0,2.0,
Suppliers and Manufacturers,Mehmud Industries Pvt Ltd,42552.0,2.0,
Suppliers and Manufacturers,"XianYang China Resources Textiles Co.,Ltd",42248.0,2.0,
Suppliers and Manufacturers,Societe de Developpement et des Fibres Textiles (SODEFITEX),41730.0,2.0,
Suppliers and Manufacturers,Zahra Textile,42583.0,2.0,
Suppliers and Manufacturers,Dakota Industrial Co. Ltd.,41244.0,3.0,
Suppliers and Manufacturers,"Sichuan Tian Yi Textiles Co.,Ltd",42156.0,2.0,
Suppliers and Manufacturers,Arvind Ltd.,40513.0,2.0,
Suppliers and Manufacturers,Kautilya Industries Pvt Ltd,42614.0,2.0,
Suppliers and Manufacturers,DML World Trade Pvt Ltd,42705.0,2.0,www.dmlgroup.in
Suppliers and Manufacturers,"Jiangsu Xin Nong Xin Textile Co., Ltd",42705.0,2.0,2014
Suppliers and Manufacturers,Nazar Tekstil San. Tic. A.S.,42248.0,2.0,
Suppliers and Manufacturers,Nantong Textile Group Co. Ltd.,41640.0,2.0,
Suppliers and Manufacturers,AA Coarse Spun Ltd,42552.0,2.0,
Civil Society,Vrutti,41913.0,0.0,www.vrutti.org
Suppliers and Manufacturers,RMP Fab Sourcing Pvt Ltd,42309.0,3.0,
Suppliers and Manufacturers,Prince Group,42614.0,2.0,
Suppliers and Manufacturers,Filasa-Fiacao Armando Silva Antunes S.A.,42064.0,2.0,
Suppliers and Manufacturers,Gadoon Textile Mills Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Saif Textile Mills,40787.0,2.0,
Retailers and Brands,Tom Tailor GmbH,42583.0,0.0,www.tom-tailor.com
Suppliers and Manufacturers,Nantong Tangsheng Textile Co. LTD,42614.0,2.0,
Suppliers and Manufacturers,Blue Line Project S.R.L.,41334.0,3.0,
Suppliers and Manufacturers,Guangzhou Kangjian Textile and Clothing Co Ltd,42036.0,2.0,
Retailers and Brands,Zeeman textielSupers B.V.,41609.0,0.0,www.zeeman.com
Suppliers and Manufacturers,Thien Nam Investment and Development Joint Stock Company,42583.0,2.0,
Suppliers and Manufacturers,Jaba Textile Mills Ltd,42461.0,2.0,
Suppliers and Manufacturers,"Bengbu Huawan Textile Co., Ltd",41944.0,2.0,
Suppliers and Manufacturers,Novetex Textiles Ltd.,41821.0,2.0,
Retailers and Brands,VF Corporation,41091.0,0.0,www.vfc.com
Suppliers and Manufacturers,Winsome Textile Industries Ltd.,40360.0,2.0,
Suppliers and Manufacturers,Malwa Industries Ltd.,40787.0,2.0,
Civil Society,Reviving Green Revolution (RGR) Cell,42036.0,0.0,www.rgrcell.org
Suppliers and Manufacturers,Israq Spinning Mills Ltd.,42125.0,2.0,
Suppliers and Manufacturers,Eastman Spinning Mills (P) Ltd.,42461.0,2.0,
Suppliers and Manufacturers,Gillanders Arbuthnot & Co. Ltd,42248.0,2.0,
Suppliers and Manufacturers,Purbani Group,42125.0,2.0,
Suppliers and Manufacturers,G C Threads Pvt Ltd,42736.0,2.0,www.gcthreads.com
Suppliers and Manufacturers,Ucak Tekstil Turizm A.S.,41609.0,2.0,
Suppliers and Manufacturers,Eastern Spinning Mills Ltd,42735.0,2.0,www.easterngroup-pk.com
Suppliers and Manufacturers,DD Cotton Pvt Ltd,42644.0,2.0,www.ddcotton.com
Retailers and Brands,Thomas Pink Ltd.,42036.0,0.0,www.thomaspink.com
Suppliers and Manufacturers,"Jiangsu Sinocot International Trade Co., Ltd",42064.0,2.0,
Suppliers and Manufacturers,J.K Spinning Mills Ltd,42278.0,2.0,
Suppliers and Manufacturers,S T Cottex Exports Pvt Ltd,42278.0,2.0,
Suppliers and Manufacturers,Saiham Textile Mills Ltd,42767.0,2.0,www.saihamtextile.com
Suppliers and Manufacturers,Jiaxing Qiuxin Textile Co. Ltd.,41487.0,2.0,
Suppliers and Manufacturers,Matrix Sourcing,41030.0,3.0,
Suppliers and Manufacturers,Shahbaz Garments Pvt. Ltd.,42339.0,2.0,
Suppliers and Manufacturers,"Shananxi Changrong Textile Co.,Ltd",42278.0,2.0,
Suppliers and Manufacturers,Tusa Ring Isletmeleri Sanayi ve Ticaret A.S.,41671.0,3.0,
Producer Organisation,Akesu Jintian Farm Co. Ltd.,41244.0,0.0,
Suppliers and Manufacturers,Prabhu Spinning Mills Pvt. Ltd. - OE Division,41699.0,2.0,
Suppliers and Manufacturers,"Hunan Dongxin Group Co.,Ltd",42430.0,2.0,
Suppliers and Manufacturers,Ensar Tekstil San. ve Tic. A.S.,41640.0,2.0,
Suppliers and Manufacturers,GRG Cotspin Pvt Ltd,42705.0,2.0,www.grggroup.in
Suppliers and Manufacturers,Weifang Lantian Textile Co. Ltd.,41640.0,2.0,
Suppliers and Manufacturers,Topkapi Iplik San. ve Tic. A.S.,40940.0,2.0,
Suppliers and Manufacturers,Shanghai Lianfeng Textile & Garment Co. Ltd.,42064.0,2.0,
Suppliers and Manufacturers,K G Denim Ltd,42705.0,3.0,www.kgdenim.com
Suppliers and Manufacturers,HuNan LouXing Textile Ltd.,42522.0,2.0,
Suppliers and Manufacturers,Sri Karpagam Mills India Pvt Ltd,42430.0,2.0,
Suppliers and Manufacturers,"Tangshan Zhou Ying Textile Co., Ltd",42705.0,2.0,www.tszhouying.com
Suppliers and Manufacturers,Dhruv Cotton Processing Pvt. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,"Shanghai Met Imp.&Exp.Co.,Ltd.",42156.0,2.0,
Suppliers and Manufacturers,"Wuhan Yudahua Textlie And Garment Group Co., Ltd.",42614.0,2.0,http://www.yudahua.com.cn/
Suppliers and Manufacturers,Aarthi A1 Traders,41395.0,2.0,
Producer Organisation,Rural Sunshine Social Welfare Organization Daharki  (RSSWO),42064.0,0.0,
Suppliers and Manufacturers,Adim Tekstil San. ve Tic. A.S.,42095.0,2.0,
Suppliers and Manufacturers,Om India Trading Company Pvt Ltd,42795.0,2.0,www.indiatradingco.com
Suppliers and Manufacturers,Winsome Yarns Ltd.,40878.0,2.0,
Suppliers and Manufacturers,M.Y Bari Mills Pvt Ltd,42705.0,3.0,www.barimills.com.pk
Suppliers and Manufacturers,K. T. Spinning Mills Pvt Ltd,42705.0,2.0,
Producer Organisation,Indus Farmers Welfare Association (IFWA) Ghotki.,41974.0,0.0,
Suppliers and Manufacturers,Manufacturas Kaltex SA de CV,42370.0,2.0,
Retailers and Brands,Lindex AB,40179.0,0.0,www.lindex.com
Suppliers and Manufacturers,Sri Shanmugavel Mills Pvt. Ltd.,41699.0,2.0,
Suppliers and Manufacturers,PT Bitratex Industries,42491.0,2.0,
Suppliers and Manufacturers,Mahmood Group,40848.0,2.0,
Suppliers and Manufacturers,Zhejiang Longyuan Textile Corporation Ltd.,42491.0,2.0,
Suppliers and Manufacturers,"Yixing Lucky Textiles Group Co., Ltd",42491.0,2.0,
Retailers and Brands,HEMA B.V.,41974.0,0.0,www.hema.nl
Suppliers and Manufacturers,Liberty Knitwear Ltd,42522.0,3.0,
Suppliers and Manufacturers,Sri Velayudhaswamy Spinning Mills Pvt Ltd.,42036.0,2.0,
Suppliers and Manufacturers,"Zhejiang Zhuoyi Textile Co.,Ltd",41974.0,2.0,
Suppliers and Manufacturers,Abanti Colour Tex Ltd,42522.0,3.0,
Suppliers and Manufacturers,Subarna Textile,42491.0,2.0,
Suppliers and Manufacturers,Becri - Malhas e Confeccoes S. A.,42217.0,3.0,
Suppliers and Manufacturers,Faircot SA,42461.0,2.0,www.faircot.ch
Suppliers and Manufacturers,Chin Hung Fibres Ltd,42430.0,2.0,
Suppliers and Manufacturers,Camay Garments Factory Ltd.,42644.0,2.0,
Suppliers and Manufacturers,"Fujian Changle Changyuan Textile Co.,Ltd",42522.0,2.0,
Suppliers and Manufacturers,Maral Overseas,41518.0,2.0,
Suppliers and Manufacturers,"JiangYin  BeiYe Textile Co.,Ltd",42156.0,2.0,
Suppliers and Manufacturers,"Dong- Il Vietnam Co., Ltd",42644.0,2.0,www.dong-il.com
Suppliers and Manufacturers,Ruchi Infrastructure Ltd.,42339.0,2.0,
Producer Organisation,ABRAPA,40179.0,0.0,www.abrapa.com.br
Suppliers and Manufacturers,Dalian Shenzhou Textiles Co. Ltd. Group,41030.0,2.0,
Suppliers and Manufacturers,Ar-Al Tekstil San. ve Tic. A.S.,42430.0,2.0,
Suppliers and Manufacturers,Vardhman Polytex,41760.0,2.0,
Suppliers and Manufacturers,Jiangsu New Jinlan Textile Apparel Co. Ltd.,41579.0,2.0,
Suppliers and Manufacturers,"Kyungbang Vietnam Co., Ltd",42675.0,2.0,Kyungbangvn.com
Suppliers and Manufacturers,Green House Ltd,41974.0,2.0,
Producer Organisation,"Xinjiang West Yinli Cotton(Group) Co.,Ltd",42125.0,0.0,www.westcotton.com
Suppliers and Manufacturers,M M Yarns Pvt Ltd,42491.0,2.0,
Suppliers and Manufacturers,Grateful Textiles Co. Ltd.,42370.0,3.0,
Suppliers and Manufacturers,Sri Sivajothi Spinning Mills Pvt Ltd,42736.0,2.0,
Retailers and Brands,Magellan,42552.0,0.0,www.bonoboplanet.com
Associate Members,Made-By,41456.0,0.0,www.made-by.org
Suppliers and Manufacturers,MARS Textile Ltd,42461.0,2.0,
Suppliers and Manufacturers,R Group,42217.0,3.0,
Suppliers and Manufacturers,Aarvee Denims And Exports Limited,41974.0,2.0,
Suppliers and Manufacturers,"Changzhou Jiekai Textile Co.,Ltd",42036.0,2.0,
Suppliers and Manufacturers,Reedisha Blended Yarn Ltd,42430.0,2.0,
Suppliers and Manufacturers,Sambandam Spinning Mills Ltd.,41000.0,2.0,
Suppliers and Manufacturers,Jiangsu Expert Textile Science and Technology Co. Ltd,42552.0,2.0,
Suppliers and Manufacturers,Sportking India Ltd.,41030.0,2.0,
Retailers and Brands,IC Group,41640.0,0.0,www.ICGroup.net
Suppliers and Manufacturers,Karsu Tekstil,42125.0,2.0,
Suppliers and Manufacturers,Shiva Texyarn Ltd,42156.0,2.0,
Suppliers and Manufacturers,Akshara Spinning Mills Pvt Ltd,41974.0,2.0,
Suppliers and Manufacturers,"Wuxi YGM Textile Co.,Ltd",41579.0,2.0,
Suppliers and Manufacturers,Artistic Milliners,40725.0,2.0,
Suppliers and Manufacturers,Espintex S.A. de C.V.,42339.0,2.0,
Suppliers and Manufacturers,ETF Tekstil,40725.0,3.0,
Suppliers and Manufacturers,Mega Yarn Dyeing Mills Ltd,42614.0,3.0,www.megayarn.com
Suppliers and Manufacturers,"HuBei SenYu Textile Technological Co.,Ltd",42186.0,2.0,
Producer Organisation,Xinjiang Luthai Fengshou Cotton Industry Co. Ltd.,41244.0,0.0,www.ltfsmy.com
Suppliers and Manufacturers,Changzhou Keteng Textile Co. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Tulip Towel Industries (Pvt) Ltd.,42705.0,3.0,www.tuliptowel.com.pk
Suppliers and Manufacturers,Balaji Textiles,41883.0,2.0,
Suppliers and Manufacturers,Nahar Group of Companies,41000.0,2.0,
Suppliers and Manufacturers,Sister Denim Composite Ltd,42705.0,3.0,www.thermaxgroup.com
Suppliers and Manufacturers,"Jihua 3509 Textile Co., Ltd",42705.0,2.0,www.jihua3509.com1
Suppliers and Manufacturers,Pioneer Knitwears (BD) Ltd,42461.0,3.0,
Suppliers and Manufacturers,Loftex Industries Ltd.,42705.0,2.0,www.loftex.com.cn
Suppliers and Manufacturers,Textiles Camones S. A.,42736.0,3.0,www.textilescamones.com
Civil Society,Community Action For Rural Development Society,41913.0,0.0,cardanj.org
Suppliers and Manufacturers,Tianli Spinning (Mauritius) Co. Ltd.,42095.0,2.0,
Retailers and Brands,"American Eagle Outfitters, Inc.",42125.0,0.0,www.ae.com
Suppliers and Manufacturers,Naveena Group of Industries,41000.0,2.0,
Suppliers and Manufacturers,Engelhart CTP (Singapore) Pte Ltd,42036.0,2.0,
Suppliers and Manufacturers,"Zhucheng Chinatex G-Way Textile Co,.Ltd",42767.0,2.0,www.g-way.cn
Suppliers and Manufacturers,Midland Knitwear Ltd,42644.0,3.0,www.mfgbd.net
Suppliers and Manufacturers,Shri Cheran Synthetics India Ltd,42430.0,2.0,
Suppliers and Manufacturers,Shandong Huitong Textile Co. Ltd.,41244.0,2.0,
Suppliers and Manufacturers,"Zhejiang Huahong Top Dyed Melange Yarn Co., Ltd",42036.0,2.0,
Retailers and Brands,WE Europe BV,42186.0,0.0,www.wefashion.com
Suppliers and Manufacturers,Viyellatex Group,40940.0,2.0,
Suppliers and Manufacturers,"Changzhou Qunda Textile Co. Ltd., Jiangsu Daoda Textile Technology Co. Ltd.",41579.0,2.0,
Suppliers and Manufacturers,Kardem Tekstil San. ve Tic. AS,41791.0,2.0,
Suppliers and Manufacturers,Devcot S.A.,40940.0,2.0,
Suppliers and Manufacturers,Wearit Global Ltd,42309.0,2.0,
Associate Members,Cotton SA,42217.0,0.0,www.cottonsa.org.za
Suppliers and Manufacturers,BST Textile Mills Pvt Ltd,42278.0,2.0,
Retailers and Brands,Stadium AB,40575.0,0.0,www.stadium.se
Suppliers and Manufacturers,Aarti International Ltd.,41671.0,2.0,
Suppliers and Manufacturers,"Nanpi Huayu Cotton Industry Co.,Ltd",42248.0,2.0,
Suppliers and Manufacturers,"Changzhou Mao qi textile co., LTD",42186.0,2.0,
Producer Organisation,Better Farmer Organization (BFO),41821.0,0.0,
Retailers and Brands,"Kathmandu (together Kathmandu Ltd., Kathmandu Pty Limited, Kathmandu (U.K.) Limited)",42064.0,0.0,www.kathmandu.co.nz
Suppliers and Manufacturers,SEL Manufacturing Co. Ltd.,41030.0,2.0,
Suppliers and Manufacturers,NSL Textile Ltd.,40360.0,2.0,
Suppliers and Manufacturers,Yiwu Hengsheng Textile Co. Ltd,42522.0,2.0,
Suppliers and Manufacturers,Ecom Agroindustrial Corp. Ltd.,40179.0,2.0,
Suppliers and Manufacturers,The Delta Spinning Mills Ltd,42278.0,2.0,
Suppliers and Manufacturers,Gaotang Hongtai Textile Limited Company,42430.0,2.0,
Suppliers and Manufacturers,"Kashion Industry Co., Ltd",42522.0,2.0,
Suppliers and Manufacturers,NRG Hometex Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Jyotirmaye Textiles Pvt Ltd,42522.0,2.0,
Associate Members,All Pakistan Textile Mills Association (APTMA),40179.0,0.0,www.aptma.org.pk
Suppliers and Manufacturers,"Suwan Spinning & Weaving Co., Ltd.",42370.0,2.0,
Suppliers and Manufacturers,Agrograin Ltd Sucursal Uruguay,42552.0,2.0,
Suppliers and Manufacturers,Vertical Knits SA DE CV,42186.0,3.0,
Associate Members,Cotton Connect,40179.0,0.0,www.cottonconnect.org
Suppliers and Manufacturers,"Shandong Huajie Textile Co.,Ltd",42248.0,2.0,
Suppliers and Manufacturers,Nisshinbo Textile Group,42614.0,2.0,
Suppliers and Manufacturers,Heinrich Otto K.-G.,42736.0,3.0,www.heinrichotto.com
Suppliers and Manufacturers,Dongguan UPW Ltd,41944.0,2.0,
Suppliers and Manufacturers,Sanko Tekstil,40634.0,2.0,
Suppliers and Manufacturers,Cotton Blossom (India) Pvt Ltd,42370.0,2.0,
Suppliers and Manufacturers,Arif Knitspin Ltd,42522.0,2.0,
Suppliers and Manufacturers,Shree Siddhivinayak Cotspin Pvt Ltd,42705.0,2.0,www.sscotspin.com
Suppliers and Manufacturers,Zhong Xiang Waisun Textiles Company Limited,42186.0,2.0,
Suppliers and Manufacturers,Ashik Composite Textile Mills Ltd.,42217.0,2.0,
Suppliers and Manufacturers,Pacific Best Ltd,42675.0,3.0,
Suppliers and Manufacturers,"Industrial Textil De Puebla, S.A. de C.V.",42248.0,2.0,
Suppliers and Manufacturers,XPCC No.5 Cotton&Linen Corp,42156.0,2.0,
Suppliers and Manufacturers,Al-Muqeet Textiles (Private) Limited,42125.0,2.0,
Suppliers and Manufacturers,Zhangjiagang Free Trade Zone Changxin Techical Textile Co. Ltd.,41609.0,2.0,
Suppliers and Manufacturers,CFT Pietro Masserini Spa,42736.0,2.0,www.cftmasserini.com
Producer Organisation,Auscott Ltd.,41640.0,0.0,www.auscott.com.au
Retailers and Brands,Gina Tricot AB,40725.0,0.0,www.ginatricot.com
Suppliers and Manufacturers,"Tai Yuen Textile Co.,Ltd",41913.0,2.0,
Suppliers and Manufacturers,"Xiajin county tianrun textile co., Ltd",42430.0,2.0,
Civil Society,Dalmia Bharat Foundation,42309.0,0.0,www.dalmiabharatfoundation.org
Suppliers and Manufacturers,Omax Cotspin,41091.0,2.0,
Suppliers and Manufacturers,Ramatex Pvt. Ltd.,41091.0,2.0,
Suppliers and Manufacturers,Textufil S.A. de C.V.,42552.0,2.0,
Suppliers and Manufacturers,"Vilartex - Empresa de Malhas Vilarinho, Lda",42461.0,3.0,
Retailers and Brands,Sainsburys Supermarkets Ltd.,40179.0,0.0,www.sainsburys.co.uk.
Suppliers and Manufacturers,Shandong Linqing China Resources Textiles Co. Ltd.,41883.0,2.0,
Suppliers and Manufacturers,Celikaslan Tekstil San. ve Tic. A.S.,42309.0,2.0,
Suppliers and Manufacturers,"Wuxi JHT Homewares Co.,Ltd",41974.0,2.0,
Suppliers and Manufacturers,Berto Industria Tessile SRL,41091.0,3.0,
Civil Society,Iyi Pamuk Uygulamalari Dernegi IPUD (Good Cotton Practices Assocation),41730.0,0.0,www.iyipamuk.org.tr
Suppliers and Manufacturers,"Jiangsu Sanfangxiang Industrial Stock Co.,Ltd",42064.0,2.0,
Suppliers and Manufacturers,Gill & Co Pvt. Ltd.,42430.0,2.0,
Suppliers and Manufacturers,Jiangsu Huabao Textile Group,41579.0,2.0,
Retailers and Brands,Target Corporation,42767.0,0.0,corporate.target.com/press/corporate
Suppliers and Manufacturers,Santaram Spinners Ltd.,41913.0,2.0,
Suppliers and Manufacturers,"Weishi  Textile  Co.,Ltd.",42614.0,2.0,www.wshtex.com
Associate Members,Olah Inc,42278.0,0.0,www.olahinc.com
Suppliers and Manufacturers,"Yancheng Xue Er Textile co., Ltd",42491.0,2.0,
Suppliers and Manufacturers,"MCM Industrias Texteis, S.A.",42339.0,2.0,
Suppliers and Manufacturers,Milan Ginning Pressing Pvt. Ltd.,41821.0,2.0,
Suppliers and Manufacturers,Sitaram Spinners Private Limited,41821.0,2.0,
Suppliers and Manufacturers,"Shandong Dahai Synthetic Fiber Co., Ltd",41699.0,2.0,
Retailers and Brands,KID Interior AS,42583.0,0.0,www.kid.no
Suppliers and Manufacturers,Prabhu Spinning Mills Pvt. Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Biteks Iplik Sanayi ve Ticaret A.S,42491.0,2.0,
Suppliers and Manufacturers,Ekoten Tekstil,41609.0,3.0,
Suppliers and Manufacturers,"Shandong Ruyi Technology Group Co., Ltd",41974.0,2.0,
Suppliers and Manufacturers,"Qingdao Jifa Shengbao Textile Co., Ltd",42125.0,2.0,
Suppliers and Manufacturers,Jiangsu Gtig Hubo Co. Ltd.,41640.0,2.0,
Associate Members,Textile Exchange,40360.0,0.0,www.textileexchange.org
Retailers and Brands,No Ordinary Designer Label ltd (Ted Baker),42461.0,0.0,www.tedbaker.com
Retailers and Brands,PUMA SE,42370.0,0.0,www.puma.com
Suppliers and Manufacturers,Fiasul Industria de Fios LTDA,,2.0,www.fiasul.com.br
Suppliers and Manufacturers,Mahima Fibres Pvt. Ltd.,41609.0,2.0,
Suppliers and Manufacturers,"Jiangyin Qiangli Textile Co.,Ltd",42675.0,2.0,
Producer Organisation,Calcot Ltd.,42186.0,0.0,www.calcot.com
Suppliers and Manufacturers,"Shaoxing Dafa Cloth Trade Co., Ltd",41913.0,3.0,
Suppliers and Manufacturers,Damodar Industries Limited,41821.0,2.0,
Suppliers and Manufacturers,"ChangShu Cotton Textile Co.,Ltd",42491.0,2.0,
Suppliers and Manufacturers,Cotlink International,42705.0,2.0,www.cotlinkcom.pk
Suppliers and Manufacturers,"Linqing Sanhe Textiles Group Co., Ltd.",42278.0,2.0,
Suppliers and Manufacturers,Modasan Tekstil San. ve Tic. A.S.,41730.0,2.0,
Suppliers and Manufacturers,"Changyi Huachen Yuesheng Textile Co.,Ltd",42339.0,2.0,
Suppliers and Manufacturers,S. B. T. Apparels Pvt Ltd,42491.0,2.0,
Suppliers and Manufacturers,Envoy Textiles Ltd,42614.0,2.0,www.envoytextiles.com
Suppliers and Manufacturers,K K Fibers,42491.0,2.0,
Suppliers and Manufacturers,"Shandong Huimin Dongtai Textile Co., Ltd",42036.0,2.0,
Suppliers and Manufacturers,T C Terrytex Ltd,42736.0,3.0,www.tctl.in
Suppliers and Manufacturers,Spot Tekstil San. ve Tic.,41671.0,2.0,
Suppliers and Manufacturers,"Ningbo Zhongxin Wool Textile Group Co.,Ltd",42036.0,2.0,
Civil Society,Deshpande Foundation,41791.0,0.0,www.deshpandefoundationindia.org
Suppliers and Manufacturers,Reedisha Spinning Ltd,42095.0,2.0,
Suppliers and Manufacturers,Meezan Enterprises Pvt. Ltd.,42705.0,2.0,
Suppliers and Manufacturers,FunTees a Division of Delta Apparel,42339.0,3.0,
Suppliers and Manufacturers,PT Pacific Texindo Industry,42552.0,2.0,
Suppliers and Manufacturers,Nafeesa Textiles Ltd.,42036.0,2.0,
Suppliers and Manufacturers,Bhaskar Industries Pvt. Ltd.,41671.0,2.0,
Suppliers and Manufacturers,Gohar Textile Mills (Pvt) Ltd.,41974.0,2.0,
Producer Organisation,Pakistan Rural Workers Social Welfare Organisation (PRWSWO),41913.0,0.0,www.prwswo.org
Retailers and Brands,Hennes & Mauritz AB,40179.0,0.0,www.hm.com
Suppliers and Manufacturers,Sadaqat Ltd.,40179.0,3.0,
Suppliers and Manufacturers,Maibom Textilvertriebs GmbH,42552.0,3.0,
Civil Society,Kamalnayan Jamnalal Bajaj Foundation,42461.0,0.0,www.bajajfoundation.org
Retailers and Brands,Burberry Ltd,42217.0,0.0,www.uk.burberry.com
Retailers and Brands,BabyBjorn AB,41974.0,0.0,www.babybjorn.com
Suppliers and Manufacturers,Panasian Impve Pvt Ltd,42736.0,2.0,www.panasian.co.in
Suppliers and Manufacturers,"Kuang-You Enterprise Co.,Ltd",42217.0,2.0,
Retailers and Brands,Inditex,40725.0,0.0,www.inditex.com
Civil Society,Dilasa Janvikas Foundation,41821.0,0.0,www.dilasango.org
Suppliers and Manufacturers,Alkas Spinning Mills Pvt Ltd,42736.0,2.0,
Suppliers and Manufacturers,Gul Ahmed Textile Mills,40848.0,2.0,
Suppliers and Manufacturers,Karacasu Tekstil,40848.0,2.0,
Retailers and Brands,ANN Inc.,42186.0,0.0,www.anninc.com
Suppliers and Manufacturers,Bezsan Tekstil San. Ve Tic. A.S,42795.0,2.0,www.bezsan.com
Suppliers and Manufacturers,Kaynak Iplik San Ve TIC A.S.,41883.0,2.0,
Suppliers and Manufacturers,Techno Spinning Mills Ltd.,42036.0,2.0,
Suppliers and Manufacturers,M/S. P.D. Sekhsaria Trading Co. Pvt. Ltd.,40940.0,2.0,
Suppliers and Manufacturers,"Siam Kurabo Co., Ltd",42430.0,2.0,
Suppliers and Manufacturers,Sigma Spinning NV,42217.0,2.0,
