ranking,rating,reviews_number,cuisine_style
2051.0,4.0,6.0,French
2051.0,4.0,269.0," Italian, Mediterranean"
2051.0,4.5,61.0,"Italian,  Vegetarian Friendly,  Pub,  Bar,  Seafood,  Pizza"
2052.0,3.5,21.0,"Middle Eastern,  Pakistani,  Vegetarian Friendly"
2052.0,3.5,26.0,Greek
2052.0,4.0,14.0,"European,  Portuguese"
2052.0,4.0,35.0,unknown
2052.0,4.0,129.0," Halal,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options, Indian,  Asian"
2052.0,4.0,141.0,"Mediterranean,  Spanish,  Vegetarian Friendly"
2052.0,4.5,23.0," Mediterranean, Fast Food,  Greek"
2052.0,5.0,NaN,unknown
2053.0,4.0,273.0," Gluten Free Options, Mediterranean,  Vegetarian Friendly,  Spanish,  Vegan Options"
2053.0,4.5,4.0,unknown
2053.0,5.0,NaN,unknown
2054.0,4.0,21.0," Soups,  Wine Bar,  Cafe, German,  Diner"
2054.0,4.0,287.0," European,  Gluten Free Options,  Spanish, Mediterranean,  Vegetarian Friendly"
2054.0,4.0,NaN,unknown
2054.0,4.5,13.0,Italian
2054.0,5.0,2.0,"unknown, unknown"
2054.0,5.0,11.0,unknown
2055.0,3.5,3.0,American
2055.0,3.5,8.0,Pizza
2055.0,3.5,174.0," Vegetarian Friendly, European"
2055.0,4.0,150.0," Indian,  Fusion,  Vegetarian Friendly,  Pub, Bar,  Vegan Options"
2055.0,4.0,NaN,unknown
2055.0,4.5,17.0,unknown
2055.0,5.0,NaN," Fusion,  Sushi, Japanese,  Grill, unknown"
2056.0,3.5,12.0,unknown
2056.0,3.5,46.0," Bar, Mediterranean,  Spanish,  European"
2056.0,3.5,64.0," American,  Nepali, Fast Food,  Asian"
2056.0,4.0,158.0," Vietnamese,  Vegetarian Friendly, Asian"
2056.0,4.5,30.0,"Indian,  Vegetarian Friendly"
2056.0,4.5,35.0," Vegetarian Friendly,  European,  Gluten Free Options,  Seafood, Italian,  International"
2056.0,5.0,NaN,"European,  Czech"
2057.0,3.5,2.0,unknown
2057.0,3.5,12.0,unknown
2057.0,3.5,22.0,Fast Food
2057.0,3.5,30.0,"American,  Bar,  Barbecue,  Pub,  Azerbaijani,  Vegetarian Friendly,  Fast Food"
2057.0,3.5,269.0," European,  Spanish, Mediterranean"
2057.0,4.0,4.0," Swedish, European"
2057.0,4.0,33.0,unknown
2057.0,4.0,151.0,"Chinese,  Asian"
2057.0,4.0,227.0," Cafe, Italian"
2057.0,4.0,NaN,unknown
2057.0,4.5,5.0,unknown
2057.0,5.0,NaN,Thai
2058.0,3.5,19.0,"European,  Hungarian"
2058.0,3.5,31.0,"American,  Seafood"
2058.0,4.0,18.0,unknown
2058.0,4.5,3.0,Asian
2058.0,4.5,11.0,unknown
2058.0,4.5,18.0,Mediterranean
2058.0,5.0,NaN,"European,  Portuguese"
2059.0,3.5,12.0,International
2059.0,4.0,11.0," Asian, Sushi"
2059.0,4.5,4.0,unknown
2059.0,4.5,32.0," Seafood, Japanese,  Vegetarian Friendly,  Diner,  Sushi"
2059.0,4.5,93.0," Mediterranean, Italian,  European,  Vegetarian Friendly"
2059.0,4.5,111.0,French
2059.0,5.0,NaN,Pizza
2060.0,4.0,36.0,Pub
2060.0,4.5,6.0,unknown
2060.0,4.5,8.0,unknown
2060.0,4.5,120.0," Asian,  Gluten Free Options,  Vegan Options,  Middle Eastern, Cafe,  Thai,  Vegetarian Friendly"
2061.0,3.0,14.0,unknown
2061.0,3.0,34.0," Pizza, Italian,  Fast Food"
2061.0,3.5,13.0,unknown
2061.0,3.5,1049.0," Vegetarian Friendly,  Seafood, Italian,  Gluten Free Options,  Soups,  Mediterranean"
2061.0,4.0,2.0,French
2061.0,4.5,17.0,"Seafood,  European"
2061.0,4.5,102.0," Gluten Free Options,  Vegetarian Friendly, Italian,  European,  International,  Cafe,  Vegan Options"
2061.0,5.0,3.0,unknown
2061.0,5.0,NaN,unknown
2062.0,3.0,13.0,"American,  Steakhouse"
2062.0,4.0,106.0," Pizza, Italian"
2062.0,4.0,158.0," Cajun & Creole, Caribbean,  Vegetarian Friendly"
2062.0,4.0,250.0," Bar, American,  Barbecue,  Gluten Free Options"
2063.0,3.0,10.0,unknown
2063.0,3.0,133.0,"Cafe,  Turkish,  Vegetarian Friendly,  European"
2063.0,3.5,8.0," Hungarian, European"
2063.0,3.5,99.0," Steakhouse, Mexican"
2063.0,4.0,250.0," International,  Mediterranean,  European, Spanish"
2063.0,4.5,98.0,French
2063.0,5.0,2.0," Wine Bar, Brazilian,  Portuguese,  European"
2064.0,2.5,2.0,unknown
2064.0,3.5,13.0,Italian
2064.0,4.0,28.0," Middle Eastern,  Israeli, Fast Food"
2064.0,4.0,37.0,Cafe
2064.0,4.0,69.0," International,  Barbecue,  Venezuelan, Caribbean,  South American"
2064.0,5.0,NaN,"unknown,  Czech, European"
2065.0,2.5,2.0,unknown
2065.0,3.5,4.0,unknown
2065.0,4.0,5.0,unknown
2065.0,4.0,25.0,unknown
2065.0,4.0,122.0," Soups,  Sushi,  Asian, Japanese"
2065.0,4.5,27.0,Italian
2065.0,4.5,81.0,French
2065.0,5.0,NaN,"European,  Czech"
2066.0,3.5,13.0,unknown
2066.0,4.0,19.0," Asian,  Korean, Chinese,  Thai,  Vietnamese,  Japanese,  Vegetarian Friendly"
2066.0,4.5,2.0,"Polish,  Contemporary,  European,  Central European,  International"
2066.0,4.5,66.0,Bar
2066.0,4.5,95.0," Gluten Free Options,  Healthy, Asian,  Vegan Options,  Vegetarian Friendly,  Thai"
2067.0,3.5,30.0,Indian
2067.0,4.0,47.0,unknown
2067.0,4.5,45.0,Fast Food
2067.0,5.0,NaN,"Italian, European,  Czech,  Pizza"
2068.0,2.5,2.0," Sushi, Fast Food,  European"
2068.0,3.0,6.0,unknown
2068.0,3.5,3.0,Chinese
2068.0,4.0,383.0," Mediterranean, Italian,  Vegetarian Friendly"
2068.0,4.0,NaN,unknown
2068.0,4.5,3.0,"Lebanese,  Middle Eastern,  Mediterranean"
2068.0,4.5,26.0,unknown
2068.0,4.5,58.0," Vegetarian Friendly,  Gluten Free Options,  Bangladeshi,  Vegan Options, Indian,  Asian,  Balti"
2068.0,4.5,61.0," French,  European, Brew Pub,  Pub,  Bar"
2068.0,5.0,6.0," Turkish,  American,  Asian, Mexican,  European"
2068.0,5.0,NaN," Czech, European"
2069.0,2.5,5.0,unknown
2069.0,3.0,18.0,Chinese
2069.0,3.5,22.0,unknown
2069.0,4.0,28.0,unknown
2069.0,4.0,112.0,"Seafood,  Mediterranean,  Spanish"
2069.0,4.0,NaN,unknown
2069.0,4.5,41.0," Spanish, Mediterranean"
2070.0,2.0,12.0,Pizza
2070.0,3.5,4.0,Middle Eastern
2070.0,3.5,6.0,unknown
2070.0,4.0,9.0,unknown
2070.0,4.0,13.0," European, Austrian"
2070.0,4.0,38.0,"Japanese,  Street Food,  Asian"
2070.0,5.0,4.0,"European,  Portuguese"
2070.0,5.0,10.0,unknown
2071.0,2.5,4.0,unknown
2071.0,4.0,4.0,Moroccan
2071.0,4.0,46.0,unknown
2071.0,4.0,102.0," Bar,  Pub,  European,  Vegetarian Friendly, French"
2071.0,4.0,130.0,"Cafe,  British,  European,  Vegetarian Friendly"
2071.0,4.5,9.0,unknown
2071.0,5.0,NaN,Fast Food
2072.0,3.5,28.0," International, Bar"
2072.0,4.0,60.0,"Italian,  Pizza"
2072.0,4.0,100.0," Vegetarian Friendly,  Middle Eastern,  Halal,  Turkish, Mediterranean"
2072.0,4.0,228.0," Mediterranean, Italian,  Vegetarian Friendly,  Seafood"
2072.0,4.0,274.0," Seafood, European,  Portuguese"
2072.0,4.5,3.0," Pub, Bar"
2072.0,4.5,4.0,Healthy
2072.0,5.0,5.0,unknown
2072.0,5.0,NaN," Czech, European"
2073.0,3.0,8.0,Indian
2073.0,3.5,159.0," Vegetarian Friendly,  Mediterranean, Italian,  Vegan Options,  European,  Soups"
2073.0,4.0,422.0," Vegetarian Friendly,  European, French"
2073.0,4.5,15.0,unknown
2073.0,5.0,NaN,"European,  Czech"
2074.0,3.5,5.0,unknown
2074.0,3.5,37.0," Indonesian, Asian"
2074.0,3.5,39.0,"European,  Vegetarian Friendly"
2074.0,3.5,307.0," Vegetarian Friendly,  Spanish, European"
2074.0,4.0,39.0,German
2074.0,4.0,128.0," Pub,  European,  Cafe, French,  Bar"
2074.0,4.0,190.0,"Chinese,  Vegetarian Friendly,  Asian"
2074.0,4.5,39.0,"unknown, Bar"
2075.0,3.5,3.0,unknown
2075.0,3.5,35.0," European, French"
2075.0,3.5,140.0,"Fast Food,  Gluten Free Options,  International,  Vegan Options,  Vegetarian Friendly"
2075.0,4.0,41.0,Bar
2075.0,4.0,144.0,"European,  Vegetarian Friendly,  Spanish,  Mediterranean"
2075.0,5.0,3.0,"Indian,  Portuguese,  European"
2075.0,5.0,37.0," Street Food,  Vegetarian Friendly,  Thai, Asian,  Fusion"
2076.0,3.0,20.0,Asian
2076.0,3.0,80.0," Mediterranean, Moroccan"
2076.0,4.0,25.0,unknown
2076.0,4.0,95.0,"Japanese,  Sushi"
2076.0,5.0,25.0," Vegan Options, Vegetarian Friendly"
2076.0,5.0,59.0,"British,  Vegetarian Friendly"
2076.0,5.0,NaN,"European,  Czech"
2077.0,4.0,14.0,unknown
2077.0,4.0,74.0," European, Cafe"
2077.0,4.5,4.0,unknown
2077.0,5.0,NaN,Vietnamese
2078.0,3.0,47.0," Hungarian, European,  Central European"
2078.0,3.0,101.0," Spanish,  Vegetarian Friendly, Mexican,  Latin,  Fast Food"
2078.0,3.5,28.0," International, German"
2078.0,4.0,3.0,French
2078.0,4.0,11.0," Healthy, Cafe"
2078.0,4.0,67.0,"Mediterranean,  Spanish"
2078.0,4.0,NaN,unknown
2078.0,5.0,2.0,Cafe
2079.0,4.0,20.0,unknown
2079.0,4.5,5.0,unknown
2080.0,2.5,8.0," Asian,  Polish,  European, Italian"
2080.0,4.5,18.0,"Italian,  Mediterranean"
2080.0,4.5,101.0," European,  Spanish,  Vegetarian Friendly, Mediterranean"
2081.0,2.5,5.0,unknown
2081.0,4.0,90.0,"Indian,  Vegan Options,  Vegetarian Friendly"
2081.0,4.5,128.0,Italian
2082.0,4.0,8.0,unknown
2082.0,4.0,99.0,"Spanish,  Mediterranean,  International"
2082.0,4.5,33.0," Vegetarian Friendly,  Venezuelan, Healthy,  Street Food,  South American,  Latin"
2083.0,3.5,40.0,Indian
2083.0,4.5,32.0,unknown
2083.0,5.0,2.0,Cafe
2084.0,3.0,11.0,Pizza
2084.0,3.5,13.0,unknown
2084.0,3.5,29.0,"Asian,  Thai,  Sushi"
2084.0,4.0,24.0,Italian
2084.0,4.0,91.0," Pub, French,  Vegetarian Friendly,  European,  Bar"
2084.0,4.0,192.0,"Japanese,  Sushi,  Chinese,  Gluten Free Options"
2084.0,4.0,216.0,"Indian,  Vegetarian Friendly,  Asian,  Gluten Free Options,  Vegan Options"
2084.0,4.5,21.0,Italian
2084.0,4.5,34.0," French,  Spanish, International,  Mediterranean"
2084.0,5.0,51.0," Vegetarian Friendly,  Pub,  British,  Bar,  Vegan Options, American"
2084.0,5.0,NaN,"unknown, Asian"
2085.0,3.0,9.0," European, Bar"
2085.0,3.5,9.0,"European,  Hungarian"
2085.0,4.0,5.0," Pub,  German,  International, Bar"
2085.0,4.0,41.0," Vegetarian Friendly, Middle Eastern,  Persian,  Halal"
2085.0,4.0,145.0,"Italian,  Vegetarian Friendly"
2085.0,4.0,262.0,"Steakhouse,  Gluten Free Options,  Argentinean,  Barbecue"
2086.0,3.5,7.0," Hungarian,  European,  American,  Pizza, Italian"
2086.0,3.5,1025.0," Vegetarian Friendly,  European, Mediterranean,  Spanish"
2086.0,4.0,67.0," Healthy,  Vegan Options,  Vegetarian Friendly,  Gluten Free Options, Pizza"
2086.0,4.0,143.0," French, Diner"
2087.0,3.5,3.0," Spanish,  South American, Peruvian,  Latin"
2087.0,3.5,21.0,unknown
2087.0,4.0,2.0,unknown
2087.0,5.0,2.0,unknown
2088.0,3.5,18.0," European,  International,  Vegetarian Friendly, Austrian"
2088.0,4.0,11.0,unknown
2088.0,4.0,40.0,"Bar,  Pub,  British,  European"
2088.0,4.0,42.0,International
2088.0,4.0,712.0," Vegetarian Friendly,  Soups,  Vegan Options, Italian,  Mediterranean,  Pizza"
2088.0,4.0,NaN,unknown
2088.0,4.5,117.0,"Barbecue,  Asian,  Korean"
2088.0,5.0,NaN,Fast Food
2089.0,3.5,10.0,unknown
2089.0,4.0,164.0," Mediterranean,  Pizza, Italian,  Seafood"
2089.0,4.0,NaN,unknown
2089.0,4.5,3.0," European, Austrian,  Hungarian"
2089.0,4.5,12.0," French,  Pizza, Italian"
2090.0,3.5,6.0,"European,  Hungarian"
2090.0,3.5,409.0," European,  Vegetarian Friendly,  Gastropub,  Gluten Free Options, French"
2090.0,4.0,61.0,American
2090.0,4.0,120.0," European,  Vegetarian Friendly,  Spanish, Mediterranean"
2090.0,4.5,74.0,"Italian,  Pub,  Bar"
2090.0,5.0,NaN," European, Italian,  Polish"
2091.0,4.0,2.0," Mediterranean, unknown, Italian"
2091.0,4.5,24.0,Vegetarian Friendly
2091.0,4.5,103.0," Seafood, Italian,  Mediterranean"
2091.0,4.5,115.0," Spanish,  Fusion,  International, Mediterranean,  European"
2091.0,5.0,NaN,"European,  Czech"
2092.0,3.5,13.0,"Pizza,  Italian"
2092.0,4.5,6.0,"Italian,  Austrian,  International,  European"
2092.0,4.5,18.0,French
2092.0,5.0,5.0," Healthy, European"
2092.0,5.0,NaN," Portuguese, European"
2093.0,4.0,48.0," Gluten Free Options, Japanese"
2093.0,4.0,344.0," Vegetarian Friendly,  Grill, American,  Steakhouse,  British,  Bar"
2093.0,4.0,NaN," Central European, Cafe,  European"
2093.0,4.5,65.0,"Vietnamese,  Fusion"
2093.0,5.0,NaN,"unknown, Thai"
2094.0,4.0,7.0,unknown
2094.0,4.0,125.0," Vegetarian Friendly,  Spanish,  European, Mediterranean"
2094.0,4.0,376.0," Vegetarian Friendly,  Mediterranean,  Gluten Free Options,  Pizza, Italian"
2094.0,4.5,15.0," Cafe, Pub"
2094.0,4.5,38.0,Spanish
2095.0,3.5,235.0," Spanish,  European,  International, Bar,  Mediterranean"
2095.0,4.0,2.0,Mediterranean
2095.0,4.5,51.0,"Asian,  Vegetarian Friendly,  Thai"
2096.0,3.5,61.0," Vegetarian Friendly,  European, Dutch"
2096.0,4.0,47.0,unknown
2096.0,4.5,166.0," Vegetarian Friendly,  Gluten Free Options, European,  British"
2096.0,5.0,NaN,Asian
2097.0,3.5,33.0,"Cafe,  European,  Austrian"
2097.0,3.5,104.0," Vegetarian Friendly,  Central European, German,  European"
2097.0,4.0,13.0,French
2097.0,4.0,NaN,unknown
2097.0,4.5,26.0,Spanish
2097.0,5.0,5.0," Fast Food,  Fusion, French"
2098.0,3.0,21.0," Sushi, Japanese"
2098.0,4.5,10.0,Italian
2098.0,5.0,33.0,"French,  Fusion,  International"
2099.0,3.5,9.0,unknown
2099.0,4.0,2.0,unknown
2099.0,4.0,5.0,French
2099.0,4.0,41.0," Mediterranean,  Spanish,  Vegetarian Friendly, Cafe"
2099.0,4.5,77.0," European, French"
2099.0,5.0,NaN," Czech, European, unknown"
2100.0,3.5,12.0," Asian,  Mongolian, Chinese"
2100.0,4.0,4.0,French
2100.0,4.0,15.0,International
2100.0,4.0,48.0,"Pizza,  Italian"
2101.0,2.0,2.0," Vietnamese,  Street Food, Thai"
2101.0,4.0,9.0," Hungarian, European"
2101.0,4.0,17.0,unknown
2101.0,4.0,36.0,unknown
2101.0,4.0,111.0," Fusion, Spanish"
2101.0,4.5,19.0," Cafe, Italian"
2101.0,4.5,38.0,unknown
2101.0,5.0,NaN,Asian
2102.0,2.0,2.0,unknown
2102.0,3.5,324.0," Vegetarian Friendly, Italian,  Mediterranean"
2102.0,4.0,2.0,unknown
2102.0,4.0,5.0," Hungarian, European,  Turkish"
2102.0,4.5,22.0,Italian
2102.0,4.5,55.0," Mediterranean,  Vegetarian Friendly,  Pub, American,  Cafe,  Wine Bar"
2102.0,4.5,84.0," Vegetarian Friendly,  Pizza, Italian"
2102.0,5.0,3.0,Cafe
2103.0,2.0,NaN,unknown
2103.0,3.5,10.0," Central European, European"
2103.0,3.5,66.0," Thai, Asian,  Vegetarian Friendly"
2103.0,4.0,2.0,Pub
2103.0,4.5,30.0,unknown
2103.0,4.5,223.0," Halal,  Balti, Indian,  Asian,  Vegan Options,  Gluten Free Options,  Vegetarian Friendly"
2104.0,4.0,171.0," Pub,  British,  Gastropub, Bar"
2104.0,4.5,40.0,unknown
2105.0,3.5,18.0,"Asian,  Thai,  Vietnamese"
2105.0,3.5,31.0," Pub, Bar"
2105.0,3.5,35.0,American
2105.0,3.5,56.0," Italian, Pizza,  Fast Food,  Vegetarian Friendly"
2105.0,4.0,17.0,European
2105.0,4.0,40.0,Chinese
2105.0,4.0,292.0," Vegetarian Friendly,  Asian, Chinese"
2105.0,4.5,39.0,Pizza
2105.0,5.0,NaN,"unknown, European,  Portuguese"
2106.0,2.0,2.0," Sushi,  Asian, Chinese,  Japanese,  Thai"
2106.0,3.5,184.0," European,  Pizza, Italian"
2106.0,4.0,44.0,"Indian,  Pakistani,  Middle Eastern"
2106.0,4.0,NaN,unknown
2106.0,5.0,3.0,"European,  Portuguese"
2106.0,5.0,5.0,unknown
2107.0,2.0,NaN,unknown
2107.0,4.0,9.0,unknown
2107.0,4.0,377.0," Seafood,  Vegetarian Friendly,  Mediterranean, Italian"
2107.0,4.5,80.0,French
2108.0,2.0,NaN,unknown
2108.0,3.5,16.0,unknown
2108.0,4.0,2.0,unknown
2108.0,4.0,230.0," Thai, Asian,  Vegetarian Friendly"
2108.0,4.5,7.0," Indonesian, Asian"
2108.0,4.5,34.0,"Italian,  Vegetarian Friendly, Indian"
2109.0,2.0,NaN,Italian
2109.0,3.5,2.0,unknown
2109.0,3.5,14.0,unknown
2109.0,3.5,441.0," European,  Vegan Options, French,  Vegetarian Friendly"
2109.0,4.0,79.0," Spanish, Mediterranean"
2109.0,4.0,NaN,unknown
2109.0,5.0,2.0,Fast Food
2110.0,2.0,NaN," European, Polish"
2110.0,3.0,50.0,"Asian,  Thai"
2110.0,3.5,18.0,European
2110.0,3.5,22.0," Portuguese, European"
2110.0,3.5,64.0," Vegetarian Friendly, Mediterranean,  Middle Eastern,  Turkish,  Halal"
2110.0,4.0,265.0,"Indian,  Vegetarian Friendly,  Vegan Options"
2111.0,3.5,1062.0,"French,  Vegetarian Friendly,  Bar"
2111.0,4.0,2.0," European,  Mediterranean, Moroccan"
2111.0,4.0,84.0," Spanish,  Pub,  Mediterranean, Bar"
2111.0,4.0,299.0,"American,  Fusion,  Steakhouse"
2111.0,4.5,192.0," Vegetarian Friendly,  Gluten Free Options,  Turkish, Mediterranean,  European"
2111.0,5.0,2.0,International
2112.0,4.0,45.0,"French,  Central European,  European"
2112.0,4.0,121.0,"Mediterranean,  Greek,  Vegan Options,  Vegetarian Friendly"
2112.0,4.0,NaN,unknown
2112.0,4.5,3.0,unknown
2112.0,4.5,9.0,unknown
2112.0,4.5,13.0,Chinese
2112.0,4.5,47.0,"Spanish,  Bar,  Wine Bar,  Mediterranean,  European"
2112.0,5.0,NaN,"European,  Portuguese"
2113.0,3.5,4.0,unknown
2113.0,3.5,13.0,Vegetarian Friendly
2113.0,3.5,15.0," American, Mexican"
2113.0,4.0,24.0,"Italian,  Mediterranean,  European"
2113.0,4.0,50.0,Italian
2113.0,4.0,149.0," Caribbean, Grill,  Latin,  Fusion,  Venezuelan"
2113.0,4.0,152.0," Vegetarian Friendly, Italian,  Pizza"
2113.0,4.0,NaN,"Middle Eastern,  Persian"
2113.0,4.5,8.0,"Italian,  Pizza"
2113.0,5.0,NaN," Portuguese, European"
2114.0,3.5,4.0,Asian
2114.0,3.5,22.0," Israeli, Mediterranean"
2114.0,4.0,140.0," Sushi, Japanese"
2114.0,4.5,2.0,unknown
2114.0,4.5,99.0," Mediterranean,  European, Italian"
2114.0,5.0,NaN,unknown
2115.0,3.5,79.0," Pizza, Italian,  Mediterranean"
2115.0,4.0,53.0,Italian
2115.0,4.0,166.0," European,  Mediterranean,  Vegetarian Friendly, Italian"
2115.0,4.0,287.0," European, French,  Vegetarian Friendly,  Gluten Free Options"
2115.0,4.0,501.0," Grill,  European, Fast Food,  Portuguese,  Vegetarian Friendly"
2115.0,5.0,NaN,unknown
2116.0,2.0,4.0,unknown
2116.0,3.5,6.0," Greek, European"
2116.0,3.5,272.0," Vegetarian Friendly,  Mediterranean,  Middle Eastern,  Seafood, Italian,  International"
2116.0,4.0,3.0,"Lebanese,  Mediterranean"
2116.0,4.0,61.0,European
2116.0,4.0,112.0," Spanish, Mediterranean,  European"
2116.0,4.5,121.0," Street Food, Indian,  Asian,  Gluten Free Options,  Vegan Options,  Vegetarian Friendly"
2116.0,5.0,4.0,Steakhouse
2117.0,3.0,17.0," European, Mexican,  American,  Hungarian"
2117.0,4.0,8.0,Cafe
2117.0,4.0,146.0," Pizza, Italian"
2117.0,5.0,30.0,unknown
2117.0,5.0,NaN," Pub, Bar"
2118.0,3.5,14.0,"Fast Food,  Turkish"
2118.0,4.0,6.0,unknown
2118.0,4.0,30.0,"Vegetarian Friendly,  Gluten Free Options"
2118.0,4.0,423.0,"Italian,  Pizza,  Gluten Free Options,  Mediterranean,  Vegetarian Friendly"
2118.0,4.5,11.0,Cafe
2119.0,3.5,2.0,unknown
2119.0,3.5,127.0,"French,  Vegetarian Friendly,  European"
2119.0,4.0,6.0," Brew Pub, Belgian,  Bar"
2119.0,4.0,82.0," European,  Bar, Dutch,  Pub"
2119.0,4.5,9.0,"Austrian,  European,  Wine Bar"
2119.0,4.5,164.0," Vegetarian Friendly, Italian,  Mediterranean,  European"
2119.0,5.0,NaN,unknown
2120.0,2.0,14.0," European, Polish"
2120.0,3.5,34.0,"Italian,  Pizza"
2120.0,4.0,366.0," Vegetarian Friendly,  Vegan Options, Mediterranean,  Greek"
2120.0,4.5,2.0," Middle Eastern,  Mediterranean,  European, Austrian"
2120.0,4.5,4.0,Fast Food
2120.0,4.5,9.0," European,  Hungarian, International"
2120.0,4.5,69.0,"French,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options,  European"
2120.0,5.0,4.0,"European,  Portuguese"
2120.0,5.0,6.0,"Dutch,  European,  Seafood"
2121.0,3.5,6.0,Indian
2121.0,3.5,65.0," Vegan Options,  Vegetarian Friendly, Dutch,  European"
2121.0,4.0,5.0,Cafe
2121.0,4.0,219.0,"Bar,  Pub,  British"
2121.0,4.0,242.0,"French,  European"
2121.0,4.5,4.0,unknown
2121.0,4.5,18.0,unknown
2122.0,3.5,2.0,unknown
2122.0,3.5,155.0," Seafood, Italian,  Mediterranean"
2122.0,4.0,2.0,unknown
2122.0,4.0,42.0,"French,  Vegetarian Friendly,  Mediterranean"
2122.0,4.0,45.0,Vegetarian Friendly
2122.0,4.0,409.0," Seafood, Italian"
2122.0,4.5,108.0,French
2123.0,2.0,4.0,unknown
2123.0,3.0,5.0,"Bar,  Cafe,  Fast Food"
2123.0,3.5,39.0,"Italian,  Mediterranean"
2123.0,4.0,3.0,Asian
2123.0,4.0,43.0,Middle Eastern
2123.0,4.0,849.0," British,  Vegetarian Friendly,  Gluten Free Options, European"
2123.0,4.5,25.0," Grill,  Spanish,  Mediterranean, Seafood"
2123.0,4.5,54.0,"Spanish,  Grill"
2123.0,4.5,102.0," Vietnamese, Asian,  Soups"
2123.0,5.0,NaN,"Bar,  Healthy,  Cafe,  Fast Food,  Pub,  Soups"
2124.0,3.5,6.0," Pizza, Italian"
2124.0,4.0,40.0,unknown
2124.0,4.0,44.0,unknown
2124.0,4.0,290.0," Gluten Free Options,  Pizza, Italian,  Vegetarian Friendly,  European,  Mediterranean,  Vegan Options"
2124.0,4.5,145.0," Vegetarian Friendly,  Pizza, Fast Food,  Street Food"
2125.0,2.5,22.0,Pub
2125.0,3.5,65.0," Thai, Asian,  Vegetarian Friendly"
2125.0,3.5,462.0," Gluten Free Options, Italian,  Mediterranean,  Seafood,  Pizza"
2125.0,3.5,946.0," Vegan Options,  Soups,  Mediterranean,  Pizza,  European, Italian,  Vegetarian Friendly"
2125.0,4.0,15.0,European
2125.0,4.0,222.0,"American,  Diner,  Fast Food"
2126.0,3.0,15.0,unknown
2126.0,3.5,3.0,unknown
2126.0,3.5,107.0,"Bar,  Vegetarian Friendly,  European"
2126.0,4.0,65.0," Vegan Options, Indian,  Vegetarian Friendly,  Asian"
2126.0,4.0,165.0," Vegan Options,  Thai, Asian,  Gluten Free Options,  Vegetarian Friendly"
2126.0,4.5,4.0,"Japanese,  Vietnamese,  Thai"
2126.0,4.5,74.0," Mediterranean, Spanish,  European,  Delicatessen"
2127.0,3.5,37.0," Indonesian, Asian"
2127.0,4.5,15.0,unknown
2127.0,5.0,9.0," Contemporary, American,  Delicatessen"
2128.0,3.0,73.0," Pizza,  Mediterranean, Italian,  European,  Vegetarian Friendly"
2128.0,3.5,35.0,Vegetarian Friendly
2128.0,5.0,14.0,"American,  Vegetarian Friendly,  European,  Vegan Options,  Spanish"
2128.0,5.0,NaN,International
2129.0,3.5,37.0,unknown
2129.0,4.0,7.0," Indonesian, Asian"
2129.0,4.0,20.0,unknown
2129.0,4.0,156.0," Seafood,  Mediterranean, Italian"
2129.0,5.0,52.0," Contemporary, French"
2130.0,3.0,38.0," European, Bar,  Pub,  Swedish"
2130.0,3.5,11.0," Pub,  Diner, German,  Bar"
2130.0,4.0,21.0," Fusion,  European, American"
2130.0,4.0,27.0,"Italian,  Pizza"
2130.0,4.0,195.0," Bangladeshi,  Asian, Indian,  Halal,  Vegetarian Friendly,  Gluten Free Options,  Balti,  Vegan Options"
2130.0,4.5,2.0,Indian
2131.0,3.0,26.0," European, Italian,  Hungarian"
2131.0,3.5,10.0," Pizza, Middle Eastern"
2131.0,3.5,12.0,unknown
2131.0,4.0,150.0," European, French"
2131.0,4.0,266.0,"Mediterranean,  Vegetarian Friendly,  Spanish"
2131.0,4.5,47.0," Pub,  Gastropub, Italian,  Pizza,  International"
2131.0,5.0,NaN,unknown
2132.0,2.0,3.0,Indian
2132.0,3.5,5.0," Fast Food, American"
2132.0,4.0,31.0,"German,  International"
2132.0,4.5,19.0," European, German"
2133.0,3.5,111.0," Vegetarian Friendly,  European,  Mediterranean, Italian,  Pizza"
2133.0,3.5,165.0," Halal,  Vegetarian Friendly, Indian,  Vegan Options,  Pakistani"
2133.0,4.0,28.0,Japanese
2133.0,4.5,3.0,"European,  Portuguese"
2133.0,4.5,6.0," Central European,  European, American"
2133.0,4.5,9.0," Vegetarian Friendly, International"
2133.0,4.5,17.0,unknown
2133.0,4.5,23.0," Thai, Asian"
2133.0,4.5,80.0," Gluten Free Options,  Vegan Options, Vegetarian Friendly"
2133.0,5.0,2.0,Halal
2134.0,3.5,11.0," Soups,  Fast Food, French"
2134.0,3.5,58.0," Mediterranean,  European, Italian,  Bar,  Pub,  Pizza"
2134.0,3.5,116.0," International,  European,  Cafe, Italian,  Hungarian"
2134.0,3.5,306.0,Italian
2134.0,4.0,7.0," Belgian, French,  European"
2134.0,4.0,81.0,Spanish
2134.0,4.5,13.0,unknown
2135.0,3.0,63.0,"European,  International,  Hungarian"
2135.0,3.5,7.0,unknown
2135.0,3.5,21.0,Chinese
2135.0,4.0,13.0,unknown
2135.0,4.0,36.0,"Fast Food,  Dutch"
2135.0,4.5,23.0,unknown
2135.0,4.5,36.0,unknown
2135.0,5.0,NaN,"International,  Portuguese,  European"
2136.0,3.5,563.0," Central American,  Latin, Mexican"
