popularity,release_date,title,year,pg_rating,imdb_id,runtime,imdb_rating,votes,gross_us,month,genre
19.593,12/21/1968,Once Upon a Time in the West,1968,PG-13,64116,165,8.5,303944,5.32,12,Western
19.665,3/28/1963,The Birds,1963,PG-13,56869,119,7.7,172280,11.4,3," Mystery, Drama,  Horror"
19.822,3/23/2018,Isle of Dogs,2018,PG-13,5104604,101,7.9,140237,32.02,3,"Animation,  Adventure,  Comedy"
19.849,11/2/2007,American Gangster,2007,R,765429,157,7.8,393795,130.16,11," Drama,  Crime, Biography"
19.871,8/7/1992,Unforgiven,1992,R,105695,130,8.2,377255,101.16,8," Western, Drama"
20.02,8/6/2010,Flipped,2010,PG,817177,90,7.7,81696,1.75,8," Romance, Comedy,  Drama"
20.054000000000002,9/29/2000,Remember the Titans,2000,PG,210945,113,7.8,198809,115.65,9,"Biography,  Sport,  Drama"
20.112000000000002,1/24/2019,Serenity,2005,PG-13,379786,119,7.8,283761,25.51,1," Adventure,  Sci-Fi, Action"
20.123,4/9/2004,Shaun of the Dead,2004,R,365748,99,7.9,513632,13.54,4,"Comedy,  Horror"
20.16,10/5/2001,Training Day,2001,R,139654,122,7.7,392180,76.63,10," Thriller, Crime,  Drama"
20.236,3/6/1998,The Big Lebowski,1998,R,118715,117,8.1,735148,17.5,3,"Comedy,  Crime,  Sport"
20.258,3/15/1933,King Kong,1933,Passed,24216,100,7.9,79280,10.0,3," Horror,  Sci-Fi, Adventure"
20.316,9/20/1964,Goldfinger,1964,PG,58150,110,7.7,174686,51.08,9,"Action,  Thriller,  Adventure"
20.391,9/7/1997,Gattaca,1997,PG-13,119177,106,7.8,281579,12.34,9,"Drama,  Thriller,  Sci-Fi"
20.45,6/21/1988,Who Framed Roger Rabbit,1988,PG,96438,104,7.7,182480,156.45,6," Adventure, Animation,  Comedy"
20.504,6/17/2019,Portrait of a Lady on Fire,2019,R,8613070,122,8.1,64854,3.76,6,"Drama,  Romance"
20.529,1/16/2015,Ex Machina,2014,R,470752,108,7.7,475952,25.44,1,"Drama,  Sci-Fi,  Thriller"
20.535999999999998,5/28/1995,The Bridges of Madison County,1995,PG-13,112579,135,7.6,73507,71.52,5," Romance, Drama"
20.570999999999998,9/15/1999,American Beauty,1999,R,169547,122,8.3,1073105,130.1,9,Drama
20.609,9/1/2000,Snatch,2000,R,208092,102,8.3,784601,30.33,9,"Comedy,  Crime"
20.814,12/14/2011,The Girl with the Dragon Tattoo,2009,R,1132620,152,7.8,209325,10.1,12," Mystery,  Drama, Crime"
20.814,12/14/2011,The Girl with the Dragon Tattoo,2011,R,1568346,158,7.8,424947,102.52,12," Mystery,  Drama, Crime"
20.954,3/27/2014,The Raid 2,2014,R,2265171,150,8.0,114597,2.63,3,"Action,  Crime,  Thriller"
20.991,6/3/1987,The Untouchables,1987,R,94226,119,7.9,283021,76.27,6," Thriller,  Drama, Crime"
21.095,6/12/1981,Raiders of the Lost Ark,1981,PG,82971,115,8.4,886818,248.16,6," Adventure, Action"
21.098000000000003,12/22/2000,Cast Away,2000,PG-13,162222,143,7.8,526513,233.63,12," Romance,  Drama, Adventure"
21.125,2/15/1985,The Breakfast Club,1985,R,88847,97,7.8,358204,45.88,2," Drama, Comedy"
21.151999999999997,12/11/2001,A Beautiful Mind,2001,PG-13,268978,135,8.2,852524,170.74,12,"Biography,  Drama"
21.154,5/26/2001,Metropolis,1927,Not Rated,17136,153,8.3,160671,1.24,5,"Drama,  Sci-Fi"
21.214000000000002,11/23/2016,Moana,2016,PG,3521164,107,7.6,274563,248.76,11,"Animation,  Comedy,  Adventure"
21.234,11/14/2013,Oldboy,2003,R,364569,120,8.4,517789,0.71,11,"Action,  Drama,  Mystery"
21.329,2/5/2002,City of God,2002,R,317248,130,8.6,701447,7.56,2," Drama, Crime"
21.337,7/17/1996,Crash,2004,R,375679,112,7.7,420299,54.58,7," Drama, Crime,  Thriller"
21.412,8/11/2017,Naked,1993,Not Rated,107653,132,7.8,34789,1.77,8,"Comedy,  Drama"
21.455,11/21/2003,Oldboy,2003,R,364569,120,8.4,517789,0.71,11," Drama,  Mystery, Action"
21.545,9/20/2012,The Perks of Being a Wallflower,2012,PG-13,1659337,103,8.0,463965,17.74,9," Romance, Drama"
21.589000000000002,6/4/1998,The Truman Show,1998,PG,120382,103,8.1,944513,125.62,6,"Comedy,  Drama"
21.629,3/17/2004,The Chorus,2004,PG-13,372824,97,7.9,57599,3.64,3,"Drama,  Music"
21.701999999999998,3/30/1990,Dances with Wolves,1990,PG-13,99348,181,8.0,241089,184.21,3," Western,  Drama, Adventure"
21.718000000000004,12/2/1988,The Naked Gun: From the Files of Police Squad!,1988,PG-13,95705,85,7.6,153506,78.76,12," Crime, Comedy"
21.799,2/10/2004,Kung Fu Hustle,2004,R,373074,99,7.7,127630,17.11,2," Comedy,  Fantasy, Action"
21.816999999999997,4/13/2000,American Psycho,2000,R,144084,101,7.6,493812,15.07,4," Crime,  Drama, Comedy"
21.818,9/2/2013,Rush,2013,R,1979320,123,8.1,434359,26.95,9," Biography,  Drama, Action"
21.869,10/15/2004,3-Iron,2004,R,423866,88,8.0,50787,0.24,10," Drama, Crime,  Romance"
21.92,8/31/2007,Halloween,1978,R,77651,91,7.7,233786,47.0,8," Thriller, Horror"
21.993000000000002,3/11/1984,Nausicaä of the Valley of the Wind,1984,PG,87544,117,8.1,151788,0.5,3," Fantasy, Animation,  Adventure"
22.154,7/16/2010,The Secret World of Arrietty,2010,G,1568921,94,7.6,81480,19.2,7,"Animation,  Family,  Adventure"
22.293000000000003,10/3/2013,Gravity,2013,PG-13,1454468,91,7.7,771110,274.09,10,"Drama,  Thriller,  Sci-Fi"
22.319000000000003,3/13/1987,Evil Dead II,1987,R,92991,84,7.8,148703,5.92,3," Comedy, Action,  Fantasy"
22.386999999999997,8/3/2007,The Bourne Ultimatum,2007,PG-13,440963,115,8.0,605672,227.47,8," Thriller,  Mystery, Action"
22.539,1/22/2004,The Butterfly Effect,2004,R,289879,113,7.6,452599,57.94,1," Thriller,  Sci-Fi, Drama"
22.647,12/23/1966,"The Good, the Bad and the Ugly",1966,R,60196,178,8.8,691045,6.1,12,Western
22.655,7/29/2015,The Little Prince,2015,PG,1754656,108,7.7,56956,1.34,7," Adventure,  Drama, Animation"
22.664,6/11/1993,Jurassic Park,1993,PG-13,107290,127,8.1,870879,402.45,6," Adventure,  Sci-Fi, Action"
22.756,12/5/1997,Good Will Hunting,1997,R,119217,126,8.3,865441,138.43,12,"Drama,  Romance"
22.877,7/2/2016,Captain Fantastic,2016,R,3553976,118,7.9,190709,5.88,7,"Comedy,  Drama"
22.938000000000002,8/6/1993,The Fugitive,1993,PG-13,106977,130,7.8,268497,183.88,8," Drama, Action,  Crime"
22.986,12/3/2010,Black Swan,2010,R,947798,108,8.0,701801,106.95,12,"Drama,  Thriller"
23.014,8/5/2009,District 9,2009,R,1136608,112,7.9,639406,115.65,8," Thriller,  Sci-Fi, Action"
23.134,2/9/1976,Taxi Driver,1976,R,75314,114,8.2,728316,28.26,2," Drama, Crime"
23.34,1/23/2002,The Count of Monte Cristo,2002,PG-13,245844,131,7.8,129332,54.23,1,"Action,  Drama,  Adventure"
23.47,10/19/2006,The Prestige,2006,PG-13,482571,130,8.5,1195533,53.09,10," Mystery, Drama,  Sci-Fi"
23.505,7/23/2004,The Bourne Supremacy,2004,PG-13,372183,108,7.7,435859,176.24,7," Mystery,  Thriller, Action"
23.603,10/11/2000,Memento,2000,R,209144,113,8.4,1129736,25.54,10,"Mystery,  Thriller"
23.671,8/9/2011,The Help,2011,PG-13,1454029,146,8.0,430104,169.71,8,Drama
23.679000000000002,5/5/2013,Star Trek Into Darkness,2013,PG-13,1408101,132,7.7,463866,228.78,5," Adventure, Action,  Sci-Fi"
23.724,4/1/2005,Sin City,2005,R,401792,124,8.0,739239,74.1,4," Thriller, Crime"
23.9,10/18/1996,Sleepers,1996,R,117665,147,7.6,187261,49.1,10,"Crime,  Drama,  Thriller"
24.116999999999997,10/30/1998,American History X,1998,R,120586,119,8.5,1037979,6.72,10,Drama
24.238000000000003,6/20/2002,Minority Report,2002,PG-13,181689,145,7.6,509774,132.07,6," Crime, Action,  Mystery"
24.416999999999998,12/25/2015,The Hateful Eight,2015,R,3460252,168,7.8,520099,54.12,12," Drama, Crime,  Mystery"
24.505,6/8/1984,Ghostbusters,1984,PG,87332,105,7.8,356413,238.63,6,"Action,  Fantasy,  Comedy"
24.713,12/28/2001,Black Hawk Down,2001,R,265086,144,7.7,365186,108.64,12," History,  War, Drama"
24.783,6/11/1982,E.T. the Extra-Terrestrial,1982,PG,83866,115,7.8,373646,435.11,6,"Family,  Sci-Fi"
24.916999999999998,10/12/2007,Elite Squad,2007,R,861739,115,8.0,98331,0.01,10," Drama, Action,  Crime"
24.935,9/8/1976,King Kong,1933,Passed,24216,100,7.9,79280,10.0,9," Horror,  Sci-Fi, Adventure"
24.949,11/29/2016,La La Land,2016,PG-13,3783958,128,8.0,509044,151.1,11," Drama,  Music, Comedy"
25.004,7/18/1986,Aliens,1986,R,90605,137,8.3,654722,85.16,7," Adventure,  Sci-Fi, Action"
25.169,2/26/2014,The Grand Budapest Hotel,2014,R,2278388,99,8.1,711445,59.1,2," Comedy, Adventure,  Crime"
25.256999999999998,6/14/2002,The Bourne Identity,2002,PG-13,258463,119,7.9,510160,121.66,6," Thriller,  Mystery, Action"
25.346999999999998,3/2/2007,Zodiac,2007,R,443706,157,7.7,469160,33.08,3,"Crime,  Mystery,  Drama"
25.461,6/22/1960,Psycho,1960,R,54215,109,8.5,606660,32.0,6," Thriller,  Mystery, Horror"
25.566,8/2/2001,The Others,2001,PG-13,230600,104,7.6,338702,96.52,8," Thriller,  Mystery, Horror"
25.57,10/26/2001,Donnie Darko,2001,R,246578,113,8.0,742114,1.48,10," Sci-Fi, Drama,  Mystery"
25.57,9/16/2005,Lord of War,2005,R,399295,122,7.6,294756,24.15,9," Crime,  Drama, Action"
25.607,6/1/2016,The Handmaiden,2016,Not Rated,4016934,145,8.1,115060,2.01,6," Romance,  Thriller, Drama"
25.801,7/25/2001,Planet of the Apes,1968,G,63442,112,8.0,165487,33.4,7," Sci-Fi, Adventure"
25.892,10/5/2006,The Departed,2006,R,407887,151,8.5,1194986,132.38,10," Thriller,  Drama, Crime"
25.901,12/14/2006,The Pursuit of Happyness,2006,PG-13,454921,117,8.0,450765,163.57,12," Drama, Biography"
25.930999999999997,11/18/1995,Ghost in the Shell,1995,TV-MA,113568,83,8.0,129812,0.52,11," Crime,  Action, Animation"
25.978,4/7/2016,The Jungle Book,1967,G,61852,78,7.6,166957,141.84,4,"Animation,  Family,  Adventure"
25.986,11/8/2007,No Country for Old Men,2007,R,477348,122,8.1,860889,74.28,11," Thriller, Crime,  Drama"
26.074,12/5/1990,Edward Scissorhands,1990,PG-13,99487,105,7.9,448672,56.36,12," Romance, Drama,  Fantasy"
26.107,7/12/1997,Princess Mononoke,1997,PG-13,119698,134,8.4,345229,2.38,7," Action,  Adventure, Animation"
26.243000000000002,6/17/2011,Drive,2011,R,780504,100,7.8,573717,35.06,6,"Crime,  Drama"
26.275,1/9/2003,The Last Samurai,2003,R,325710,154,7.7,401185,111.11,1,"Action,  Drama"
26.373,2/6/2014,The Lego Movie,2014,PG,1490017,100,7.7,324655,257.76,2," Adventure, Animation,  Action"
26.666,11/21/1976,Rocky,1976,PG,75148,120,8.1,520513,117.24,11," Sport, Drama"
26.678,8/17/2016,Ben-Hur,1959,G,52618,212,8.1,220164,74.7,8,"Adventure,  History,  Drama"
26.88,8/25/2006,Pan's Labyrinth,2006,R,457430,118,8.2,620556,37.63,8," War,  Fantasy, Drama"
26.918000000000003,7/12/1991,Boyz n the Hood,1991,R,101507,112,7.8,126643,57.5,7," Drama, Crime"
26.94,11/16/2018,Green Book,2018,PG-13,6966692,130,8.2,383880,85.08,11," Comedy, Biography,  Drama"
26.976,6/26/1987,Full Metal Jacket,1987,R,93058,116,8.3,677648,46.36,6," War, Drama"
27.105,7/15/1988,Die Hard,1988,R,95016,132,8.2,795435,83.01,7," Thriller, Action"
27.193,8/13/2015,Straight Outta Compton,2015,R,1398426,147,7.8,179785,161.2,8,"Biography,  Drama,  History"
27.256999999999998,12/15/1995,Heat,1995,R,113277,170,8.2,579952,67.44,12," Thriller,  Drama, Crime"
27.366,12/25/2008,The Curious Case of Benjamin Button,2008,PG-13,421715,166,7.8,591468,127.51,12," Fantasy,  Romance, Drama"
27.538,12/7/2001,Ocean's Eleven,2001,PG-13,240772,116,7.7,518400,183.42,12," Thriller, Crime"
27.598000000000003,11/30/1993,Schindler's List,1993,R,108052,195,8.9,1218144,96.9,11," Drama,  History, Biography"
27.601999999999997,9/18/2013,Prisoners,2013,R,1392214,153,8.1,604471,61.0,9,"Crime,  Mystery,  Drama"
27.774,12/18/2013,Her,2013,R,1798709,126,8.0,543415,25.57,12," Sci-Fi, Drama,  Romance"
27.873,5/24/1995,Braveheart,1995,R,112573,178,8.3,962084,75.6,5,"Biography,  Drama,  History"
27.88,3/22/2010,Kick-Ass,2010,R,1250777,117,7.6,525454,48.07,3," Crime,  Comedy, Action"
27.885,10/1/2010,The Social Network,2010,PG-13,1285016,120,7.7,627889,96.96,10," Drama, Biography"
27.980999999999998,6/25/1982,Blade Runner,1982,R,83658,117,8.1,696121,32.87,6," Thriller,  Sci-Fi, Action"
27.993000000000002,12/19/1971,A Clockwork Orange,1971,R,66921,136,8.3,760528,6.21,12," Drama, Crime,  Sci-Fi"
28.189,10/12/2011,The Thing,1982,R,84787,109,8.1,372672,13.78,10," Mystery,  Sci-Fi, Horror"
28.538,4/23/2004,Man on Fire,2004,R,328107,146,7.7,330624,77.91,4," Crime, Action,  Drama"
28.563000000000002,8/17/2011,The Skin I Live In,2011,R,1189073,120,7.6,139536,3.19,8,"Drama,  Thriller,  Horror"
28.592,12/11/2015,The Big Short,2015,R,1596363,130,7.8,367533,70.26,12," Drama, Biography,  Comedy"
28.663,6/7/1985,The Goonies,1985,PG,89218,114,7.8,245473,61.5,6," Family, Adventure,  Comedy"
28.714000000000002,9/2/1992,Reservoir Dogs,1992,R,105236,99,8.3,922257,2.83,9," Thriller, Crime,  Drama"
28.736,9/4/2013,About Time,2013,R,2194499,123,7.8,305297,15.32,9," Drama, Comedy,  Fantasy"
28.912,11/20/2012,Life of Pi,2012,PG,454876,127,7.9,582482,124.99,11," Drama, Adventure,  Fantasy"
28.961,3/19/2004,Dawn of the Dead,1978,Unrated,77402,127,7.9,111713,5.1,3," Adventure, Action,  Horror"
29.134,11/9/2017,Paddington 2,2017,PG,4468740,103,7.8,62103,40.44,11,"Adventure,  Comedy,  Family"
29.343000000000004,3/5/2009,Watchmen,2009,R,409459,162,7.6,502170,107.51,3,"Action,  Drama,  Mystery"
29.388,9/17/2002,The Pianist,2002,R,253474,150,8.5,733324,32.57,9,"Biography,  Drama,  Music"
29.421,8/15/1979,Apocalypse Now,1979,R,78788,147,8.4,608758,83.47,8," War,  Mystery, Drama"
29.483,8/27/2014,Birdman or (The Unexpected Virtue of Ignorance),2014,R,2562232,119,7.7,582295,42.34,8," Drama, Comedy"
29.633000000000003,4/2/1968,2001: A Space Odyssey,1968,G,62622,149,8.3,605833,56.95,4," Sci-Fi, Adventure"
29.638,7/19/2014,When Marnie Was There,2014,PG,3398268,103,7.7,33134,0.77,7,"Animation,  Family,  Drama"
29.750999999999998,7/20/2013,The Wind Rises,2013,PG-13,2013293,126,7.8,74251,5.21,7," Biography,  Drama, Animation"
29.973000000000003,12/20/1974,The Godfather: Part II,1974,R,71562,202,9.0,1134978,57.3,12,"Crime,  Drama"
30.313000000000002,5/16/2014,The Fault in Our Stars,2014,PG-13,2582846,126,7.7,345414,124.87,5,"Drama,  Romance"
30.851,3/19/2004,Eternal Sunshine of the Spotless Mind,2004,R,338013,108,8.3,915048,34.4,3,"Drama,  Sci-Fi,  Romance"
31.026,2/24/2017,Get Out,2017,R,5052448,104,7.7,495971,176.04,2," Mystery, Horror,  Thriller"
31.054000000000002,12/23/2009,Sherlock Holmes,2009,PG-13,988045,128,7.6,584560,209.03,12,"Action,  Mystery,  Adventure"
31.162,7/24/1998,Saving Private Ryan,1998,R,120815,169,8.6,1241046,216.54,7,"Drama,  War"
31.211,1/26/2006,Blood Diamond,2006,R,450259,143,8.0,501128,57.37,1,"Adventure,  Drama,  Thriller"
31.634,5/2/1997,The Fifth Element,1997,PG-13,119116,126,7.7,435317,63.54,5," Adventure,  Sci-Fi, Action"
31.683000000000003,10/10/2003,Kill Bill: Vol. 1,2003,R,266697,111,8.1,1004428,70.1,10,"Action,  Crime,  Drama"
31.811999999999998,10/22/1982,First Blood,1982,R,83944,93,7.7,227289,47.21,10," Adventure, Action"
32.488,8/6/1999,The Sixth Sense,1999,PG-13,167404,107,8.1,914124,293.51,8,"Drama,  Mystery,  Thriller"
32.652,11/14/2014,The Imitation Game,2014,PG-13,2084970,114,8.0,688286,91.13,11," Drama, Biography,  Thriller"
32.991,5/27/2014,Edge of Tomorrow,2014,PG-13,1631867,113,7.9,602074,100.21,5,"Action,  Sci-Fi,  Adventure"
33.304,6/25/1982,The Thing,1982,R,84787,109,8.1,372672,13.78,6,"Horror,  Mystery,  Sci-Fi"
33.31,5/6/2009,Star Trek,2009,PG-13,796366,127,7.9,578198,257.73,5,"Action,  Adventure,  Sci-Fi"
33.442,10/23/2014,Nightcrawler,2014,R,2872718,117,7.9,469095,32.38,10,"Crime,  Drama,  Thriller"
33.713,5/1/2000,Gladiator,2000,R,172495,155,8.5,1346622,187.71,5," Adventure, Action,  Drama"
33.815,9/16/2005,Pride & Prejudice,2005,PG,414387,129,7.8,260577,38.41,9,"Drama,  Romance"
33.871,12/25/2002,Catch Me If You Can,2002,PG-13,264464,141,8.1,838146,164.62,12,"Biography,  Drama,  Crime"
34.111999999999995,10/25/2012,Skyfall,2012,PG-13,1074638,143,7.7,631848,304.36,10," Adventure, Action,  Thriller"
34.611999999999995,8/1/1997,Children of Heaven,1997,PG,118849,89,8.3,65782,0.93,8," Family,  Sport, Drama"
34.704,2/23/2006,V for Vendetta,2005,R,434409,132,8.2,1035933,70.51,2," Sci-Fi,  Drama, Action"
34.716,12/10/2016,Hidden Figures,2016,PG,4846340,127,7.8,202017,169.61,12," Drama, Biography,  History"
34.846,9/22/1995,Se7en,1995,R,114369,127,8.6,1452269,100.13,9," Mystery,  Drama, Crime"
35.194,11/13/2017,Wonder,2017,PG,2543472,113,8.0,143371,132.42,11,"Drama,  Family"
35.205999999999996,9/22/2017,Only the Brave,2017,PG-13,3829920,134,7.6,58818,18.34,9," Drama,  Biography, Action"
35.366,10/5/1956,The Ten Commandments,1956,G,49833,220,7.9,63730,93.74,10," Drama, Adventure"
35.41,4/16/1988,My Neighbor Totoro,1988,G,96283,86,8.2,293222,1.11,4," Family, Animation,  Fantasy"
35.653,11/1/2019,The Irishman,2019,R,1302006,209,7.9,327815,7.0,11," Crime, Biography,  Drama"
35.865,12/20/1997,Life Is Beautiful,1997,PG-13,118799,116,8.6,626485,57.6,12," Drama,  Romance, Comedy"
35.922,7/6/1994,Forrest Gump,1994,PG-13,109830,142,8.8,1818171,330.25,7," Romance, Drama"
36.192,8/27/1964,Mary Poppins,1964,G,58331,139,7.8,158578,102.27,8," Fantasy,  Family, Comedy"
36.563,3/11/2020,The Hunt,2012,R,2106476,115,8.3,283731,0.69,3,Drama
36.622,10/18/2018,Halloween,1978,R,77651,91,7.7,233786,47.0,10," Thriller, Horror"
36.729,5/25/1979,Alien,1979,R,78748,117,8.4,790850,78.9,5,"Horror,  Sci-Fi"
37.141999999999996,6/12/1987,Predator,1987,R,93773,107,7.8,372517,59.74,6,"Action,  Sci-Fi,  Adventure"
37.152,6/18/1975,Jaws,1975,PG,73195,124,8.0,544675,260.0,6,"Adventure,  Thriller"
37.191,2/14/2010,Shutter Island,2010,R,1130884,138,8.2,1136596,128.01,2," Thriller, Mystery"
37.301,3/14/1972,The Godfather,1972,R,68646,175,9.2,1628373,134.97,3,"Crime,  Drama"
37.801,11/14/2006,Casino Royale,2006,PG-13,381061,144,8.0,583691,167.45,11," Adventure,  Thriller, Action"
38.483000000000004,6/25/2004,The Notebook,2004,PG-13,332280,123,7.8,522647,81.0,6," Romance, Drama"
38.569,9/14/2016,The Magnificent Seven,1960,Approved,54047,128,7.7,87926,4.91,9," Western,  Adventure, Action"
38.677,9/17/2015,Sicario,2015,R,3397884,121,7.6,373067,46.89,9,"Action,  Drama,  Crime"
38.691,10/26/1984,The Terminator,1984,R,88247,107,8.0,801360,38.4,10,"Action,  Sci-Fi"
38.768,11/20/2009,The Blind Side,2009,PG-13,878804,129,7.6,294479,255.96,11,"Biography,  Sport,  Drama"
38.889,10/3/2018,A Star Is Born,2018,R,1517451,136,7.6,337111,215.29,10,"Drama,  Romance,  Music"
38.949,12/26/1959,Ben-Hur,1959,G,52618,212,8.1,220164,74.7,12," History,  Drama, Adventure"
39.29,6/29/1971,Willy Wonka & the Chocolate Factory,1971,G,67992,100,7.8,179345,4.0,6,"Family,  Musical,  Fantasy"
39.352,12/9/2006,300,2006,R,416449,117,7.6,734499,210.61,12," Drama, Action"
39.491,7/19/2017,Dunkirk,2017,PG-13,5013056,106,7.8,558627,188.37,7," Drama,  History, Action"
40.079,12/10/1999,The Green Mile,1999,R,120689,189,8.6,1153309,136.8,12," Drama,  Fantasy, Crime"
40.26,12/25/2012,Django Unchained,2012,R,1853728,165,8.4,1364478,162.81,12,"Drama,  Western"
40.705,3/14/2001,Enemy at the Gates,2001,R,215750,131,7.6,244436,51.4,3,"Drama,  History,  War"
40.934,12/25/2015,The Revenant,2015,R,1663202,156,8.0,709085,183.64,12," Adventure,  Drama, Action"
40.944,11/19/2004,Howl's Moving Castle,2004,PG,347149,119,8.2,336275,4.71,11," Adventure, Animation,  Family"
40.961999999999996,7/3/1991,Terminator 2: Judgment Day,1991,R,103064,137,8.5,998638,204.84,7,"Action,  Sci-Fi"
40.998999999999995,10/1/2014,Gone Girl,2014,R,2267998,149,8.1,864080,167.77,10," Thriller, Drama,  Mystery"
41.133,7/30/2014,Guardians of the Galaxy,2014,PG-13,2015381,121,8.0,1047165,333.18,7," Adventure,  Comedy, Action"
41.243,12/11/2013,The Hobbit: The Desolation of Smaug,2013,PG-13,1170358,161,7.8,603178,258.37,12," Fantasy, Adventure"
41.458999999999996,7/16/1988,Akira,1988,R,94625,124,8.0,165654,0.55,7," Action, Animation,  Sci-Fi"
41.738,7/3/1985,Back to the Future,1985,PG,88763,116,8.5,1062788,210.61,7,"Adventure,  Sci-Fi,  Comedy"
42.047,3/30/1999,The Matrix,1999,R,133093,136,8.7,1683677,171.48,3," Sci-Fi, Action"
42.619,10/19/1990,Night of the Living Dead,1968,Not Rated,63350,96,7.9,116897,0.09,10," Thriller, Horror"
42.67100000000001,12/7/2006,Apocalypto,2006,R,472043,139,7.8,291741,50.87,12,"Action,  Adventure,  Drama"
42.68,3/20/2014,Captain America: The Winter Soldier,2014,PG-13,1843866,136,7.7,739484,259.77,3," Sci-Fi, Action,  Adventure"
42.781000000000006,10/15/1999,Fight Club,1999,R,137523,139,8.8,1862752,37.03,10,Drama
42.871,10/10/2014,Whiplash,2014,R,2582802,106,8.5,721830,13.09,10,"Drama,  Music"
43.166000000000004,9/23/1994,The Shawshank Redemption,1994,R,111161,142,9.3,2353109,28.34,9,Drama
43.495,9/10/1994,Pulp Fiction,1994,R,110912,154,8.9,1834079,107.93,9," Drama, Crime"
43.949,9/14/1994,Léon: The Professional,1994,R,110413,110,8.5,1039943,19.5,9," Crime, Action,  Drama"
44.047,8/15/1939,The Wizard of Oz,1939,PG,32138,102,8.0,372010,2.08,8,"Adventure,  Fantasy,  Family"
44.924,10/18/1967,The Jungle Book,1967,G,61852,78,7.6,166957,141.84,10," Family,  Adventure, Animation"
44.958,10/18/2019,Jojo Rabbit,2019,PG-13,2584384,108,7.9,302603,0.35,10," Drama,  War, Comedy"
45.949,6/26/2014,Dawn of the Planet of the Apes,2014,PG-13,2103281,130,7.6,412417,208.55,6," Drama,  Adventure, Action"
46.266999999999996,4/12/2017,Gifted,2017,PG-13,4481414,101,7.6,100292,24.8,4,Drama
46.706,2/18/2008,Taken,2008,PG-13,936501,90,7.8,565869,145.0,2," Thriller, Action"
47.256,10/7/2009,Zombieland,2009,R,1156398,88,7.6,521344,75.59,10," Fantasy, Adventure,  Comedy"
47.282,11/10/2016,Arrival,2016,PG-13,2543164,116,7.9,597137,100.55,11,"Drama,  Sci-Fi"
47.657,11/2/2011,The Intouchables,2011,R,1675434,112,8.5,764640,13.18,11," Drama, Biography,  Comedy"
47.667,12/9/1983,Scarface,1983,R,86250,170,8.3,744303,45.6,12," Drama, Crime"
47.729,7/14/2016,Ghostbusters,1984,PG,87332,105,7.8,356413,238.63,7," Fantasy, Action,  Comedy"
48.016000000000005,9/9/2011,Warrior,2011,PG-13,1291584,140,8.2,437401,13.66,9," Drama,  Sport, Action"
48.218,3/10/2010,How to Train Your Dragon,2010,PG,892769,98,8.1,669262,217.58,3," Adventure,  Action, Animation"
48.413999999999994,12/14/2016,Rogue One: A Star Wars Story,2016,PG-13,3748528,133,7.8,558889,532.18,12," Sci-Fi,  Adventure, Action"
48.988,7/15/2010,Inception,2010,PG-13,1375666,148,8.8,2076678,292.58,7,"Action,  Adventure,  Sci-Fi"
49.098,11/6/2019,Marriage Story,2019,R,7653254,137,7.9,249440,2.0,11," Romance, Comedy,  Drama"
50.278999999999996,10/9/1993,The Nightmare Before Christmas,1993,PG,107688,76,8.0,300917,75.08,10," Family, Animation,  Fantasy"
50.863,7/8/2010,Despicable Me,2010,PG,1323594,95,7.6,502217,251.51,7," Crime,  Comedy, Animation"
51.475,5/23/1980,The Shining,1980,R,81505,146,8.4,902404,44.02,5," Horror, Drama"
51.533,6/28/2017,Baby Driver,2017,R,3890160,113,7.6,442137,107.83,6,"Action,  Crime,  Drama"
51.692,11/25/2015,Creed,2015,PG-13,3076658,133,7.6,248465,109.77,11,"Drama,  Sport"
52.391000000000005,6/10/2005,Batman Begins,2005,PG-13,372784,140,8.2,1312835,206.85,6," Adventure, Action"
52.985,10/1/2004,Saw,2004,R,387564,103,7.6,380061,56.0,10," Mystery,  Thriller, Horror"
53.025,7/16/2012,The Dark Knight Rises,2012,PG-13,1345836,164,8.4,1521749,448.14,7," Adventure, Action"
53.199,8/18/2009,Inglourious Basterds,2009,R,361748,153,8.3,1274250,120.54,8," War, Adventure,  Drama"
53.238,8/6/1999,The Iron Giant,1999,PG,129167,86,8.0,172640,23.16,8,"Animation,  Action,  Adventure"
53.809,11/26/2012,The Hobbit: An Unexpected Journey,2012,PG-13,903624,169,7.8,759335,303.0,11,"Adventure,  Fantasy"
54.282,7/20/2001,Spirited Away,2001,PG,245429,125,8.6,655442,10.06,7," Family, Animation,  Adventure"
54.919,11/25/1992,Aladdin,1992,G,103639,90,8.0,374928,217.35,11,"Animation,  Comedy,  Adventure"
54.948,11/13/1940,Fantasia,1940,G,32455,125,7.7,88916,76.41,11,"Animation,  Family,  Fantasy"
55.968,3/29/2017,Ghost in the Shell,1995,TV-MA,113568,83,8.0,129812,0.52,3," Action, Animation,  Crime"
56.56,5/13/2015,Mad Max: Fury Road,2015,R,1392190,120,8.1,886078,154.06,5," Adventure, Action,  Sci-Fi"
56.836999999999996,12/25/2019,Little Women,2019,PG,3281548,135,7.8,145776,108.1,12," Romance, Drama"
57.998999999999995,9/30/2015,The Martian,2015,PG-13,3659388,144,8.0,763233,228.43,9,"Adventure,  Sci-Fi,  Drama"
58.691,6/16/2010,Toy Story 3,2010,G,435761,103,8.2,759809,415.0,6,"Animation,  Adventure,  Comedy"
