id,title,rating,year,duration,actor_1,actor_fb_likes_1,actor_2,actor_fb_likes_2,actor_3,actor_fb_likes_3
2240,Disaster Movie,PG-13,2008.0,88.0,Carmen Electra,869.0,Tony Cox,624.0,Ike Barinholtz,329.0
2241,Armored,PG-13,2009.0,88.0,Andrew Fiscella,137000.0,Fred Ward,459.0,Lorna Raver,163.0
2242,The Man Who Knew Too Little,PG,1997.0,94.0,Bill Murray,13000.0,Peter Gallagher,828.0,Joanne Whalley,507.0
2243,What's Your Number?,R,2011.0,117.0,Chris Evans,11000.0,Ari Graynor,904.0,Ed Begley Jr.,783.0
2244,Lockout,PG-13,2012.0,95.0,Joseph Gilgun,788.0,Vincent Regan,447.0,Jacky Ido,80.0
2245,Envy,PG-13,2004.0,99.0,Amy Poehler,1000.0,Ariel Gade,87.0,Sam Lerner,62.0
2246,Crank: High Voltage,R,2009.0,96.0,Jason Statham,26000.0,Clifton Collins Jr.,968.0,David Carradine,926.0
2247,Bullets Over Broadway,R,1994.0,98.0,Jim Broadbent,1000.0,Chazz Palminteri,979.0,Dianne Wiest,967.0
2248,One Night with the King,PG,2006.0,123.0,James Callis,541.0,Tiffany Dupont,249.0,Nimrat Kaur,85.0
2249,The Quiet American,R,2002.0,101.0,Brendan Fraser,3000.0,Tzi Ma,268.0,Holmes Osborne,83.0
2250,The Weather Man,R,2005.0,102.0,Nicolas Cage,12000.0,Hope Davis,442.0,Michael Rispoli,385.0
2251,Undisputed,R,2002.0,94.0,Fisher Stevens,922.0,Wes Studi,855.0,Jon Seda,565.0
2252,Ghost Town,PG-13,2008.0,102.0,Aasif Mandvi,346.0,Dequina Moore,41.0,Jordan Carlos,31.0
2253,12 Rounds,PG-13,2009.0,108.0,Taylor Cole,969.0,Ashley Scott,795.0,Nick Gomez,347.0
2254,Let Me In,R,2010.0,116.0,Chloë Grace Moretz,17000.0,Dylan Minnette,1000.0,Kodi Smit-McPhee,884.0
2255,3 Ninjas Kick Back,PG,1994.0,93.0,Victor Wong,400.0,Dustin Nguyen,220.0,Don Stark,181.0
2256,Be Kind Rewind,PG-13,2008.0,102.0,Quinton Aaron,734.0,Mia Farrow,563.0,Melonie Diaz,270.0
2257,Mrs Henderson Presents,R,2005.0,103.0,Bob Hoskins,5000.0,Christopher Guest,378.0,Sarah Solemani,99.0
2258,Triple 9,R,2016.0,115.0,Kate Winslet,14000.0,Norman Reedus,12000.0,Clifton Collins Jr.,968.0
2259,Deconstructing Harry,R,1997.0,96.0,Woody Allen,11000.0,Lynn Cohen,474.0,Judy Davis,223.0
2260,Three to Tango,PG-13,1999.0,98.0,Matthew Perry,2000.0,Oliver Platt,1000.0,David Ramsey,677.0
2261,Burnt,R,2015.0,101.0,Bradley Cooper,14000.0,Omar Sy,1000.0,Riccardo Scamarcio,580.0
2262,We're No Angels,PG-13,1989.0,106.0,Robert De Niro,22000.0,Demi Moore,2000.0,James Russo,383.0
2263,Everyone Says I Love You,R,1996.0,101.0,Natasha Lyonne,1000.0,Gaby Hoffmann,612.0,Jeff DeRocker,2.0
2264,Death Sentence,R,2007.0,111.0,Aisha Tyler,857.0,Kelly Preston,743.0,Edi Gathegi,725.0
2265,Everybody's Fine,PG-13,2009.0,99.0,Robert De Niro,22000.0,James Frain,1000.0,Brendan Sexton III,148.0
2266,Superbabies: Baby Geniuses 2,PG,2004.0,88.0,Scott Baio,650.0,Vanessa Angel,384.0,Peter Wingfield,177.0
2267,The Man,PG-13,2005.0,83.0,Miguel Ferrer,688.0,Susie Essman,99.0,Gigi Rice,69.0
2268,Code Name: The Cleaner,PG-13,2007.0,91.0,Callum Rennie,716.0,Will Patton,537.0,Cedric the Entertainer,436.0
2269,Connie and Carla,PG-13,2004.0,108.0,Debbie Reynolds,786.0,Nia Vardalos,567.0,Dash Mihok,463.0
2270,Sweet Charity,G,1969.0,154.0,Sammy Davis Jr.,683.0,Ricardo Montalban,641.0,Ben Vereen,388.0
2271,Inherent Vice,R,2014.0,148.0,Martin Dew,204.0,Katherine Waterston,178.0,Serena Scott Thomas,175.0
2272,Doogal,G,2006.0,77.0,Jimmy Fallon,787.0,Kylie Minogue,691.0,Jon Stewart,593.0
2273,Battle of the Year,PG-13,2013.0,110.0,Chris Brown,997.0,Caity Lotz,941.0,Laz Alonso,826.0
2274,Perception,TV-14,,42.0,LeVar Burton,1000.0,Eric McCormack,440.0,Scott Wolf,376.0
2275,An American Carol,PG-13,2008.0,83.0,Chriss Anglin,885.0,Geoffrey Arend,816.0,Gary Coleman,633.0
2276,Machete Kills,R,2013.0,107.0,Alexa PenaVega,2000.0,Demián Bichir,749.0,Marko Zaror,99.0
2277,Willard,PG-13,2003.0,100.0,Laura Harring,669.0,Ty Olsson,429.0,Jackie Burroughs,86.0
2278,Strange Wilderness,R,2008.0,87.0,Kevin Alejandro,1000.0,Ashley Scott,795.0,Jeff Garlin,522.0
2279,Topsy-Turvy,R,1999.0,154.0,Jim Broadbent,1000.0,Dexter Fletcher,452.0,Lesley Manville,149.0
2280,Little Boy,PG-13,2015.0,106.0,Tom Wilkinson,1000.0,Cary-Hiroyuki Tagawa,1000.0,Michael Rapaport,975.0
2281,A Dangerous Method,R,2011.0,99.0,Michael Fassbender,13000.0,Viggo Mortensen,10000.0,Sarah Gadon,692.0
2282,A Scanner Darkly,R,2006.0,100.0,Robert Downey Jr.,21000.0,Keanu Reeves,18000.0,Rory Cochrane,407.0
2283,Chasing Mavericks,PG,2012.0,116.0,Gerard Butler,18000.0,Abigail Spencer,1000.0,Leven Rambin,956.0
2284,Alone in the Dark,R,2005.0,94.0,Catherine Lough Haggquist,310.0,Darren Shahlavi,294.0,Karin Konoval,81.0
2285,Bandslam,PG,2009.0,111.0,Scott Porter,690.0,Charlie Saxton,224.0,Ryan Donowho,181.0
2286,Birth,R,2004.0,100.0,Cameron Bright,829.0,Anne Heche,695.0,Danny Huston,430.0
2287,A Most Violent Year,R,2014.0,125.0,David Oyelowo,1000.0,Ashley Williams,969.0,Albert Brooks,745.0
2288,Passchendaele,R,2008.0,114.0,Landon Liboiron,1000.0,Michael Greyeyes,912.0,Caroline Dhavernas,544.0
2289,Flash of Genius,PG-13,2008.0,119.0,Dylan Authors,20.0,Bill Lake,18.0,Victoria Learn,9.0
2290,I'm Not There.,R,2007.0,135.0,Christian Bale,23000.0,Heath Ledger,13000.0,Tyrone Benskin,228.0
2291,The Cold Light of Day,PG-13,2012.0,93.0,Henry Cavill,15000.0,Bruce Willis,13000.0,Óscar Jaenada,619.0
2292,The Brothers Bloom,PG-13,2008.0,114.0,Zachary Gordon,975.0,Maximilian Schell,877.0,Nora Zehetner,446.0
2293,"Synecdoche, New York",R,2008.0,124.0,Philip Seymour Hoffman,22000.0,Jennifer Jason Leigh,1000.0,Samantha Morton,632.0
2294,Princess Mononoke,PG-13,1997.0,134.0,Minnie Driver,893.0,Jada Pinkett Smith,851.0,Billy Crudup,745.0
2295,Bon voyage,PG-13,2003.0,114.0,Isabelle Adjani,572.0,Peter Coyote,548.0,Virginie Ledoyen,414.0
2296,Can't Stop the Music,PG,1980.0,124.0,Steve Guttenberg,801.0,Randy Jones,174.0,Caitlyn Jenner,161.0
2297,The Proposition,R,2005.0,104.0,Ray Winstone,1000.0,Noah Taylor,509.0,Danny Huston,430.0
2298,Courage,PG,2015.0,118.0,Donny Boaz,2000.0,Finn Wittrock,769.0,Brent Anderson,400.0
2299,Marci X,R,2003.0,80.0,Damon Wayans,836.0,Jane Krakowski,624.0,Paula Garcés,587.0
2300,Equilibrium,R,2002.0,107.0,Christian Bale,23000.0,Emily Watson,876.0,Sean Pertwee,722.0
2301,The Children of Huang Shi,R,2008.0,125.0,Radha Mitchell,992.0,Guang Li,10.0,Matthew Walker,2.0
2302,The Yards,R,2000.0,115.0,Charlize Theron,9000.0,Ellen Burstyn,1000.0,Faye Dunaway,977.0
2303,The Oogieloves in the Big Balloon Adventure,G,2012.0,88.0,Chazz Palminteri,979.0,Garrett Clayton,532.0,Toni Braxton,231.0
2304,By the Sea,R,2015.0,122.0,Brad Pitt,11000.0,Angelina Jolie Pitt,11000.0,Melvil Poupaud,188.0
2305,Steamboy,PG-13,2004.0,103.0,William Hootkins,488.0,Robin Atkin Downes,336.0,Rosalind Ayres,101.0
2306,The Game of Their Lives,PG,2005.0,101.0,Gerard Butler,18000.0,Costas Mandylor,723.0,Jimmy Jean-Louis,407.0
2307,All Good Things,R,2010.0,101.0,Ryan Gosling,33000.0,Kirsten Dunst,4000.0,Frank Langella,903.0
2308,Rapa Nui,R,1994.0,107.0,Esai Morales,699.0,Jason Scott Lee,533.0,Sandrine Holt,324.0
2309,CJ7,PG,2008.0,86.0,Jiao Xu,46.0,Yuqi Zhang,33.0,Chi Chung Lam,3.0
2310,Les couloirs du temps: Les visiteurs II,,1998.0,118.0,Christian Clavier,106.0,Philippe Nahon,56.0,Marie-Anne Chazel,11.0
2311,Dylan Dog: Dead of Night,PG-13,2010.0,107.0,Marco St. John,403.0,Laura Spencer,368.0,Anita Briem,311.0
2312,People I Know,R,2002.0,100.0,Al Pacino,14000.0,Richard Schiff,506.0,Mark Webber,442.0
2313,The Doombolt Chase,,,30.0,Peter Vaughan,310.0,George Coulouris,11.0,Ewen Solon,9.0
2314,The Tempest,PG-13,2010.0,110.0,Djimon Hounsou,3000.0,Reeve Carney,602.0,Tom Conti,181.0
2315,Regression,R,2015.0,106.0,Emma Watson,9000.0,Aaron Ashmore,750.0,Julian Richings,648.0
2316,The Touch,,2007.0,7.0,Necar Zadegan,344.0,Traci Dinwiddie,281.0,Elea Oberon,51.0
2317,Three Kingdoms: Resurrection of the Dragon,R,2008.0,102.0,Andy Lau,483.0,Sammo Kam-Bo Hung,472.0,Andy On,60.0
2318,Shattered,R,2007.0,98.0,Gerard Butler,18000.0,Nicholas Lea,867.0,Callum Rennie,716.0
2319,Zambezia,G,2012.0,83.0,Leonard Nimoy,12000.0,Phil LaMarr,857.0,Noureen DeWulf,701.0
2320,Ramanujan,,2014.0,153.0,Mani Bharathi,109.0,Michael Lieber,36.0,Kevin McGowan,7.0
2321,Dwegons and Leprechauns,PG,2014.0,98.0,Joey D. Vieira,729.0,Maggie Wheeler,282.0,Jacqueline Lovell,53.0
2322,Hands of Stone,R,2016.0,105.0,Robert De Niro,22000.0,Jurnee Smollett-Bell,2000.0,Edgar Ramírez,897.0
2323,Survivor,PG-13,2015.0,96.0,Milla Jovovich,14000.0,Roger Rees,1000.0,Robert Forster,889.0
2324,The Frozen Ground,R,2013.0,105.0,Nicolas Cage,12000.0,Radha Mitchell,992.0,Jodi Lyn O'Keefe,897.0
2325,The Painted Veil,PG-13,2006.0,125.0,Toby Jones,2000.0,Sally Hawkins,594.0,Alan David,7.0
2326,The Baader Meinhof Complex,R,2008.0,184.0,Moritz Bleibtreu,486.0,Alexandra Maria Lara,471.0,Martina Gedeck,155.0
2327,Dances with Wolves,PG-13,1990.0,236.0,Mary McDonnell,933.0,Michael Spears,839.0,Maury Chaykin,232.0
2328,Bad Teacher,R,2011.0,97.0,Justin Timberlake,3000.0,John Michael Higgins,957.0,Phyllis Smith,384.0
2329,Sea of Love,R,1989.0,113.0,Al Pacino,14000.0,Michael O'Neill,599.0,Ellen Barkin,552.0
2330,A Cinderella Story,PG,2004.0,95.0,Dan Byrd,1000.0,Lin Shaye,852.0,Julie Gonzalo,528.0
2331,Scream,R,1996.0,103.0,David Arquette,611.0,W. Earl Brown,422.0,Roger Jackson,157.0
2332,Thir13en Ghosts,R,2001.0,91.0,Shannon Elizabeth,1000.0,Embeth Davidtz,795.0,F. Murray Abraham,670.0
2333,The Shining,R,1980.0,146.0,Scatman Crothers,888.0,Shelley Duvall,629.0,Joe Turkel,413.0
2334,Back to the Future,PG,1985.0,116.0,Lea Thompson,1000.0,Thomas F. Wilson,690.0,J.J. Cohen,459.0
2335,House on Haunted Hill,R,1999.0,93.0,Jeffrey Combs,886.0,Peter Gallagher,828.0,Bridgette Wilson-Sampras,545.0
2336,I Can Do Bad All by Myself,PG-13,2009.0,113.0,Eric Mendenhall,607.0,Mary J. Blige,269.0,Hope Olaide Wilson,256.0
2337,Fight Valley,,2016.0,90.0,Kari J. Kramer,731.0,Erin O'Brien,634.0,Cabrina Collesides,319.0
2338,The Switch,PG-13,2010.0,101.0,Caroline Dhavernas,544.0,Scott Elrod,449.0,Kelli Barrett,110.0
2339,Just Married,PG-13,2003.0,95.0,Taran Killam,500.0,David Agranov,308.0,David Moscow,306.0
2340,The Devil's Double,R,2011.0,109.0,Mem Ferda,31000.0,Dominic Cooper,3000.0,Ludivine Sagnier,521.0
2341,"Gone, Baby, Gone",TV-14,,43.0,Nicole 'Snooki' Polizzi,341.0,Jenni 'Jwoww' Farley,230.0,Paul 'Pauly D' DelVecchio,211.0
2342,Thomas and the Magic Railroad,G,2000.0,85.0,Mara Wilson,1000.0,Colm Feore,539.0,Peter Fonda,402.0
2343,The Crazies,R,2010.0,101.0,Radha Mitchell,992.0,Glenn Morshower,894.0,John Aylward,219.0
2344,Spirited Away,PG,2001.0,125.0,Bunta Sugawara,17.0,Ryûnosuke Kamiki,10.0,Miyu Irino,7.0
2345,Firestorm,,2013.0,118.0,Andy Lau,483.0,Michael Wong,91.0,Terence Yin,30.0
2346,The Bounty,PG,1984.0,132.0,Liam Neeson,14000.0,Anthony Hopkins,12000.0,Laurence Olivier,1000.0
2347,The Book Thief,PG-13,2013.0,131.0,Emily Watson,876.0,Sophie Nélisse,526.0,Roger Allam,326.0
2348,Sex Drive,R,2008.0,129.0,Katrina Bowden,948.0,Michael Cudlitz,822.0,Alice Greczyn,631.0
2349,Leap Year,PG,2010.0,100.0,Adam Scott,3000.0,Kaitlin Olson,547.0,Dominique McElligott,356.0
2350,The Fall of the Roman Empire,Approved,1964.0,172.0,James Mason,617.0,Mel Ferrer,134.0,Stephen Boyd,102.0
2351,Take Me Home Tonight,R,2011.0,97.0,Topher Grace,2000.0,Michael Biehn,2000.0,Dan Fogler,562.0
2352,Won't Back Down,PG,2012.0,121.0,Holly Hunter,1000.0,Rosie Perez,919.0,Dante Brown,505.0
2353,The Nutcracker,G,1993.0,92.0,Darci Kistler,2.0,Kyra Nichols,0.0,Margaret Tracey,0.0
2354,Kansas City,R,1996.0,116.0,Steve Buscemi,12000.0,Jennifer Jason Leigh,1000.0,Miranda Richardson,530.0
2355,Indignation,R,2016.0,110.0,Logan Lerman,8000.0,Sarah Gadon,692.0,Tracy Letts,85.0
2356,The Amityville Horror,R,2005.0,90.0,Jimmy Bennett,87000.0,Chloë Grace Moretz,17000.0,Ryan Reynolds,16000.0
2357,Adaptation.,R,2002.0,81.0,Nicolas Cage,12000.0,Meryl Streep,11000.0,Roger Willie,836.0
2358,Land of the Dead,R,2005.0,97.0,Tony Nappo,654.0,Shawn Roberts,529.0,Pedro Miguel Arce,233.0
2359,Out of Inferno,PG-13,2013.0,107.0,Louis Koo,82.0,Angelica Lee,39.0,Ching Wan Lau,27.0
2360,Fear and Loathing in Las Vegas,R,1998.0,118.0,Johnny Depp,40000.0,Michael Jeter,693.0,Ellen Barkin,552.0
2361,The Invention of Lying,PG-13,2009.0,100.0,Jennifer Garner,3000.0,Tina Fey,2000.0,Martin Starr,985.0
2362,Neighbors,R,2014.0,97.0,Craig Roberts,920.0,Carla Gallo,798.0,Ike Barinholtz,329.0
2363,The Mask,PG-13,1994.0,114.0,Peter Greene,789.0,Amy Yasbeck,424.0,Reg E. Cathey,360.0
2364,Big,PG,1988.0,130.0,Tom Hanks,15000.0,Jon Lovitz,11000.0,John Heard,697.0
2365,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,2006.0,82.0,Luenell,332.0,Ken Davitian,165.0,Chester,6.0
2366,Legally Blonde,PG-13,2001.0,96.0,Linda Cardellini,2000.0,Raquel Welch,788.0,Alanna Ubach,584.0
2367,Star Trek III: The Search for Spock,PG,1984.0,105.0,Leonard Nimoy,12000.0,Nichelle Nichols,664.0,Walter Koenig,643.0
2368,The Exorcism of Emily Rose,PG-13,2005.0,122.0,Tom Wilkinson,1000.0,Colm Feore,539.0,JR Bourne,457.0
2369,Deuce Bigalow: Male Gigolo,R,1999.0,88.0,Amy Poehler,1000.0,Eddie Griffin,489.0,Bree Turner,489.0
2370,Left Behind,PG-13,2014.0,110.0,Nicolas Cage,12000.0,Lea Thompson,1000.0,Quinton Aaron,734.0
2371,The Family Stone,PG-13,2005.0,103.0,Craig T. Nelson,723.0,Paul Schneider,552.0,Tyrone Giordano,172.0
2372,Barbershop 2: Back in Business,PG-13,2004.0,106.0,Harry Lennix,748.0,Sean Patrick Thomas,656.0,Kenan Thompson,521.0
2373,Bad Santa,R,2003.0,98.0,Bernie Mac,1000.0,Tony Cox,624.0,Alex Borstein,566.0
2374,Austin Powers: International Man of Mystery,PG-13,1997.0,68.0,Will Ferrell,8000.0,Charles Napier,503.0,Robert Wagner,481.0
2375,My Big Fat Greek Wedding 2,PG-13,2016.0,94.0,Nia Vardalos,567.0,Louis Mandylor,312.0,Joey Fatone,261.0
2376,Diary of a Wimpy Kid: Rodrick Rules,PG,2011.0,99.0,Zachary Gordon,975.0,Rachael Harris,569.0,Fran Kranz,557.0
2377,Predator,R,1987.0,107.0,Shane Black,1000.0,Bill Duke,1000.0,Carl Weathers,794.0
2378,Amadeus,R,1984.0,180.0,Jeffrey Jones,692.0,F. Murray Abraham,670.0,Tom Hulce,521.0
2379,Prom Night,PG-13,2008.0,89.0,Ming-Na Wen,2000.0,Scott Porter,690.0,Collins Pennie,458.0
2380,Mean Girls,PG-13,2004.0,97.0,Tina Fey,2000.0,Amy Poehler,1000.0,Neil Flynn,625.0
2381,Under the Tuscan Sun,PG-13,2003.0,113.0,Raoul Bova,727.0,Lindsay Duncan,171.0,Mario Monicelli,148.0
2382,Gosford Park,R,2001.0,131.0,Kristin Scott Thomas,1000.0,Bob Balaban,559.0,Tom Hollander,555.0
2383,The O.C.,TV-PG,,44.0,Peter Gallagher,828.0,Melinda Clarke,787.0,Tate Donovan,650.0
2384,Peggy Sue Got Married,PG-13,1986.0,103.0,Nicolas Cage,12000.0,Kathleen Turner,899.0,Joan Allen,805.0
2385,Birdman or (The Unexpected Virtue of Ignorance),R,2014.0,119.0,Emma Stone,15000.0,Naomi Watts,6000.0,Merritt Wever,529.0
2386,Blue Jasmine,PG-13,2013.0,98.0,Sally Hawkins,594.0,Charlie Tahan,268.0,Andrew Dice Clay,218.0
2387,United 93,R,2006.0,111.0,Christian Clemenson,97.0,David Alan Basche,68.0,Susan Blommaert,64.0
2388,Honey,PG-13,2003.0,94.0,Christian Monzon,2000.0,Mekhi Phifer,1000.0,Romeo Miller,582.0
2389,Spy Hard,PG-13,1996.0,81.0,Hulk Hogan,844.0,Barry Bostwick,456.0,Nicollette Sheridan,341.0
2390,The Fog,R,1980.0,89.0,Jamie Lee Curtis,2000.0,Hal Holbrook,826.0,Janet Leigh,606.0
2391,Soul Surfer,PG,2011.0,106.0,Dennis Quaid,2000.0,Chris Brochu,795.0,Craig T. Nelson,723.0
2392,Catch-22,R,1970.0,122.0,Bob Newhart,643.0,Bob Balaban,559.0,Martin Balsam,191.0
2393,Observe and Report,R,2009.0,86.0,Collette Wolfe,390.0,Celia Weston,258.0,Dan Bakkedahl,59.0
2394,Conan the Destroyer,PG,1984.0,103.0,Mako,691.0,Olivia d'Abo,476.0,Grace Jones,406.0
2395,Raging Bull,R,1980.0,121.0,Robert De Niro,22000.0,Cathy Moriarty,394.0,Frank Vincent,356.0
2396,Love Happens,PG-13,2009.0,109.0,Judy Greer,2000.0,Sasha Alexander,980.0,Frances Conroy,827.0
2397,Young Sherlock Holmes,PG-13,1985.0,109.0,Nicholas Rowe,155.0,Roger Ashton-Griffiths,144.0,Freddie Jones,124.0
2398,Fame,PG,2009.0,123.0,Kelsey Grammer,808.0,Kay Panabaker,720.0,Megan Mullally,637.0
2399,127 Hours,R,2010.0,94.0,James Franco,11000.0,Treat Williams,642.0,Kate Burton,223.0
2400,Small Time Crooks,PG,2000.0,94.0,Woody Allen,11000.0,Jon Lovitz,11000.0,Michael Rapaport,975.0
2401,Center Stage,PG-13,2000.0,115.0,Amanda Schull,757.0,Susan May Pratt,220.0,Ethan Stiefel,111.0
2402,Love the Coopers,PG-13,2015.0,107.0,Olivia Wilde,10000.0,Alex Borstein,566.0,Timothée Chalamet,85.0
2403,Catch That Kid,PG,2004.0,91.0,Kristen Stewart,17000.0,Corbin Bleu,632.0,Kevin G. Schmidt,362.0
2404,Life as a House,R,2001.0,125.0,Ian Somerhalder,16000.0,Hayden Christensen,4000.0,Kristin Scott Thomas,1000.0
2405,Steve Jobs,R,2015.0,122.0,Kate Winslet,14000.0,Michael Fassbender,13000.0,Michael Stuhlbarg,816.0
2406,"I Love You, Beth Cooper",PG-13,2009.0,102.0,Alan Ruck,946.0,Marie Avgeropoulos,800.0,Shawn Roberts,529.0
2407,Youth in Revolt,R,2009.0,90.0,Steve Buscemi,12000.0,Ari Graynor,904.0,Fred Willard,729.0
2408,The Legend of the Lone Ranger,PG,1981.0,98.0,Jason Robards,372.0,Richard Farnsworth,262.0,Michael Horse,102.0
2409,The Tailor of Panama,R,2001.0,109.0,Daniel Radcliffe,11000.0,Jamie Lee Curtis,2000.0,Mark Margolis,1000.0
2410,Blow Out,R,1981.0,107.0,Nancy Allen,517.0,Dennis Franz,376.0,John McMartin,101.0
2411,Getaway,PG-13,2013.0,90.0,Rebecca Budig,210.0,Paul Freeman,193.0,Bruce Payne,179.0
2412,The Ice Storm,R,1997.0,112.0,Joan Allen,805.0,Kate Burton,223.0,Henry Czerny,177.0
2413,And So It Goes,PG-13,2014.0,94.0,Yaya DaCosta,712.0,Annie Parisse,341.0,Frankie Valli,197.0
2414,Troop Beverly Hills,PG,1989.0,105.0,Craig T. Nelson,723.0,Shelley Long,422.0,Kellie Martin,371.0
2415,Being Julia,R,2004.0,104.0,Miriam Margolyes,405.0,Shaun Evans,204.0,Juliet Stevenson,202.0
2416,9½ Weeks,R,1986.0,112.0,David Margulies,567.0,Karen Young,67.0,Kim Chan,45.0
2417,Dragonslayer,PG,1981.0,108.0,Ian McDiarmid,1000.0,Ralph Richardson,115.0,Albert Salmi,94.0
2418,The Last Station,R,2009.0,112.0,David Masterson,577.0,Kerry Condon,416.0,Anne-Marie Duff,231.0
2419,Ed Wood,R,1994.0,127.0,Johnny Depp,40000.0,Bill Murray,13000.0,Martin Landau,940.0
2420,Labor Day,PG-13,2013.0,111.0,J.K. Simmons,24000.0,Kate Winslet,14000.0,Brooke Smith,405.0
2421,Mongol: The Rise of Genghis Khan,R,2007.0,126.0,Tadanobu Asano,627.0,Khulan Chuluun,12.0,Honglei Sun,9.0
2422,RocknRolla,R,2008.0,114.0,Tom Hardy,27000.0,Gerard Butler,18000.0,Tom Wilkinson,1000.0
2423,Megaforce,PG,1982.0,99.0,Barry Bostwick,456.0,Michael Beck,278.0,Henry Silva,251.0
2424,Hamlet,PG-13,1996.0,150.0,Julie Christie,597.0,Brian Blessed,591.0,Richard Briers,401.0
2425,Mao's Last Dancer,PG,2009.0,117.0,Bruce Greenwood,991.0,Suzie Steen,258.0,Aden Young,238.0
2426,Midnight Special,PG-13,2016.0,112.0,Kirsten Dunst,4000.0,Sam Shepard,820.0,Paul Sparks,201.0
2427,Anything Else,R,2003.0,108.0,Woody Allen,11000.0,Stockard Channing,944.0,Fisher Stevens,922.0
2428,The Railway Man,R,2013.0,116.0,Jeremy Irvine,25000.0,Colin Firth,14000.0,Sam Reid,212.0
2429,Unforgettable,,,60.0,Poppy Montgomery,654.0,Dylan Walsh,426.0,Dallas Roberts,405.0
2430,The White Ribbon,R,2009.0,144.0,Ulrich Tukur,63.0,Burghart Klaußner,43.0,Leonie Benesch,16.0
2431,Restoration,,2016.0,92.0,Zack Ward,662.0,Anna Harr,290.0,James Cullen Bressack,161.0
2432,The Wraith,R,1986.0,93.0,Clint Howard,1000.0,Randy Quaid,695.0,Nick Cassavetes,415.0
2433,The Salton Sea,R,2002.0,103.0,Adam Goldberg,1000.0,Meat Loaf,783.0,Anthony LaPaglia,577.0
2434,Metallica Through the Never,R,2013.0,93.0,James Hetfield,364.0,Mackenzie Gray,253.0,Lars Ulrich,151.0
2435,The Informers,R,2008.0,98.0,Austin Nichols,663.0,Brad Renfro,551.0,Lou Taylor Pucci,394.0
2436,Carlos,Not Rated,,334.0,Edgar Ramírez,897.0,Nora von Waldstätten,30.0,Katharina Schüttler,30.0
2437,I Come with the Rain,Not Rated,2009.0,114.0,Takuya Kimura,84.0,Simón Andreu,35.0,Shawn Yue,32.0
2438,One Man's Hero,R,1999.0,121.0,Tom Berenger,854.0,Joaquim de Almeida,578.0,Mark Moses,353.0
2439,Day of the Dead,Unrated,1985.0,87.0,Greg Nicotero,1000.0,John Amplas,177.0,Joseph Pilato,83.0
2440,I Am Wrath,R,2016.0,92.0,Sam Trammell,1000.0,Rebecca De Mornay,872.0,Amanda Schull,757.0
2441,Renaissance,R,2006.0,105.0,Romola Garai,805.0,Catherine McCormack,307.0,Kevork Malikyan,69.0
2442,Red Sonja,PG-13,1985.0,89.0,Ernie Reyes Jr.,445.0,Brigitte Nielsen,312.0,Sandahl Bergman,183.0
2443,Red Lights,R,2012.0,114.0,Robert De Niro,22000.0,Toby Jones,2000.0,Craig Roberts,920.0
2444,Superbad,R,2007.0,119.0,Emma Stone,15000.0,Joe Lo Truglio,833.0,Kevin Corrigan,778.0
2445,Madea Goes to Jail,PG-13,2009.0,103.0,Vanessa Ferlito,923.0,Keshia Knight Pulliam,619.0,Derek Luke,543.0
2446,Wolves,R,2014.0,91.0,Jason Momoa,11000.0,Jennifer Hale,918.0,Stephen McHattie,413.0
2447,Step Up 2: The Streets,PG-13,2008.0,98.0,Cassie Ventura,158.0,Mari Koda,152.0,Luis Rosado,129.0
2448,Hoodwinked!,PG,2005.0,80.0,Anne Hathaway,11000.0,Chazz Palminteri,979.0,Jim Belushi,854.0
2449,Hotel Rwanda,PG-13,2004.0,121.0,Don Cheadle,3000.0,Sophie Okonedo,460.0,Hakeem Kae-Kazim,242.0
2450,Hitman,R,2007.0,94.0,Henry Ian Cusick,866.0,Dougray Scott,794.0,Ulrich Thomsen,280.0
2451,Black Nativity,PG,2013.0,93.0,Jennifer Hudson,549.0,Mary J. Blige,269.0,Vondie Curtis-Hall,170.0
2452,The Prince,R,2014.0,93.0,Bruce Willis,13000.0,50 Cent,1000.0,Jessica Lowndes,1000.0
2453,City of Ghosts,R,2002.0,116.0,Kirk Fox,109.0,Shawn Andrews,67.0,Rob Campbell,50.0
2454,The Others,PG-13,2001.0,101.0,Fionnula Flanagan,482.0,Elaine Cassidy,203.0,Eric Sykes,83.0
2455,Aliens,R,1986.0,154.0,Michael Biehn,2000.0,Carrie Henn,626.0,Jenette Goldstein,604.0
2456,My Fair Lady,Approved,1964.0,170.0,Jeremy Brett,453.0,Rex Harrison,272.0,Theodore Bikel,244.0
2457,I Know What You Did Last Summer,R,1997.0,99.0,Muse Watson,45000.0,Sarah Michelle Gellar,4000.0,Anne Heche,695.0
2458,Let's Be Cops,R,2014.0,104.0,Rob Riggle,839.0,Damon Wayans Jr.,756.0,James D'Arcy,613.0
2459,Sideways,R,2004.0,126.0,Virginia Madsen,913.0,Patrick Gallagher,306.0,M.C. Gainey,284.0
2460,Beerfest,R,2006.0,110.0,Chris Moss,33000.0,Owain Yeoman,459.0,Jay Chandrasekhar,422.0
2461,Halloween,R,1978.0,101.0,Jamie Lee Curtis,2000.0,Donald Pleasence,742.0,P.J. Soles,598.0
2462,Good Boy!,PG,2003.0,87.0,Liam Aiken,818.0,Molly Shannon,636.0,Kevin Nealon,503.0
