Index,budget,revenue,original_title,genres,release_year
9115,8000000,17460020,Half Baked,Comedy,1998
9407,35000000,0,Flight of the Intruder,Action,1991
10479,0,84542002,An American Tail,Animation,1986
882,5000000,0,Reach Me,Drama,2014
6888,0,0,The Prince & Me 2: The Royal Wedding,Romance,2006
8275,0,27281507,The Muppet Christmas Carol,Drama,1992
8964,0,0,Forbidden World,Horror,1982
8983,0,0,Pocahontas II: Journey to a New World,Animation,1998
5579,105000000,347434178,The Smurfs 2,Family,2013
327,6000000,0,The Runner,Drama,2015
10106,0,20710451,Hamlet,Drama,1990
152,0,0,The Voices,Horror,2015
10113,6000000,28900000,The Guns of Navarone,Drama,1961
5673,20000000,27187375,Khumba,Adventure,2013
2025,20000000,65464324,The American,Thriller,2010
9787,0,0,Zardoz,Thriller,1974
2126,22000000,0,You Will Meet a Tall Dark Stranger,Comedy,2010
8207,12000000,27400000,Now and Then,Family,1995
6044,0,0,Run,Action,2013
10153,270000,0,House of Usher,Horror,1960
3949,20000000,5359645,Equilibrium,Science Fiction,2002
3007,20000000,20211394,Appaloosa,Western,2008
2672,40000000,141069860,Shallow Hal,Romance,2001
8423,0,18000000,Eye of the Needle,Drama,1981
8630,13000000,0,Titanic,Action,1996
10785,0,0,Every Which Way But Loose,Romance,1978
6308,32000000,97918663,Are We There Yet?,Adventure,2005
10288,0,0,Another Stakeout,Action,1993
7532,20000000,47738099,The Nanny Diaries,Drama,2007
1680,7000000,0,In Her Skin,Thriller,2009
6310,0,0,London,Romance,2005
6217,50000000,44434439,Into the Blue,Thriller,2005
7037,12000000,24829644,Seed of Chucky,Comedy,2004
10271,0,0,Joshua Tree,Action,1993
7898,18000000,87000000,Star Trek III: The Search for Spock,Adventure,1984
3567,0,72689,Detachment,Drama,2011
9464,0,60328000,Scrooged,Fantasy,1988
8,74000000,1156730962,Minions,Comedy,2015
8336,0,0,A Stranger Among Us,Drama,1992
5103,0,0,Secondhand Lions,Drama,2003
2909,80000000,233093859,The Day the Earth Stood Still,Science Fiction,2008
10772,5000000,0,Capricorn One,Thriller,1978
7700,0,0,Pars vite et reviens tard,Thriller,2007
1487,150000000,836297228,Transformers: Revenge of the Fallen,Adventure,2009
9128,0,0,Belly,Drama,1998
2513,80000000,73345029,Life,Crime,1999
847,0,0,Time Lapse,Science Fiction,2014
1024,0,0,Against the Sun,Adventure,2014
3813,1500000,0,House of the Rising Sun,Crime,2011
5963,0,0,As Cool as I Am,Drama,2013
10226,44000000,368875760,The Fugitive,Action,1993
2139,0,0,The 41â€“Yearâ€“Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,Comedy,2010
1239,7000000,0,Where the Devil Hides,Thriller,2014
8866,76000000,35134820,The Adventures of Rocky & Bullwinkle,Animation,2000
10281,18000000,74189677,Hard Target,Action,1993
6027,0,0,L'arbitro,Comedy,2013
4045,0,0,Derailed,Action,2002
10183,6500000,21709020,Marathon Man,Thriller,1976
4036,30000000,33013805,Confessions of a Dangerous Mind,Drama,2002
7949,0,0,Savage Streets,Action,1984
5579,105000000,347434178,The Smurfs 2,Animation,2013
1965,30000000,159291809,Step Up 3D,Romance,2010
6614,40000000,38755073,The Wicker Man,Mystery,2006
4798,0,0,"Il Ã©tait une fois, une fois",Comedy,2012
3439,30000000,36160375,Larry Crowne,Romance,2011
5311,0,0,Geri's Game,Family,1997
5261,0,0,Beauty and the Beast: The Enchanted Christmas,Family,1997
9124,0,0,Halloweentown,Comedy,1998
2651,21000000,71441250,The Royal Tenenbaums,Drama,2001
1261,750000,0,Swedish House Mafia - Leave the World Behind,Music,2014
1113,0,0,Boys of Abu Ghraib,War,2014
6218,28000000,121147947,Pride & Prejudice,Romance,2005
7492,0,69474661,Mr. Magorium's Wonder Emporium,Comedy,2007
8589,3000000,0,Freeway,Thriller,1996
10728,6244087,638641,The Wild Bunch,Adventure,1969
3713,0,0,The Howling: Reborn,Horror,2011
672,132000000,373552094,Penguins of Madagascar,Animation,2014
9719,12000000,56715371,2001: A Space Odyssey,Mystery,1968
5374,0,0,The Spanish Prisoner,Drama,1997
10293,0,18994653,Sniper,Thriller,1993
3959,80000000,122563539,Spirit: Stallion of the Cimarron,Family,2002
666,60000000,469160692,The Lego Movie,Fantasy,2014
1684,0,0,The Private Lives of Pippa Lee,Romance,2009
9699,0,4278150,Best Seller,Thriller,1987
10059,0,0,Desperate Hours,Mystery,1990
10015,10000000,0,Captain America,Action,1990
1571,0,0,Superman/Batman: Public Enemies,Action,2009
899,5000000,0,13 Sins,Thriller,2014
6318,0,37691644,Casanova,Comedy,2005
2924,65000000,128107642,Step Brothers,Comedy,2008
6554,50000000,111340801,Underworld: Evolution,Science Fiction,2006
6150,945000,0,Loose Screws,Comedy,1985
9382,14000000,32482682,Jungle Fever,Romance,1991
3941,0,0,Home Alone 4,Family,2002
10380,0,0,Mr. Nanny,Action,1993
9713,0,0,The Principal,Crime,1987
6279,19000000,108047131,The Amityville Horror,Thriller,2005
1392,200000000,371353001,Terminator Salvation,Action,2009
8198,50000000,10382407,The Scarlet Letter,Drama,1995
8210,0,0,Problem Child 3,Comedy,1995
7,108000000,595380321,The Martian,Science Fiction,2015
7003,0,181466833,Scooby-Doo 2: Monsters Unleashed,Comedy,2004
1350,0,0,Audrey Rose,Fantasy,1977
5829,0,0,How I Live Now,Thriller,2013
5061,0,0,The Gathering,Thriller,2003
1966,15000000,414211549,The King's Speech,History,2010
795,0,0,Son of a Gun,Crime,2014
5186,5000000,2466444,Wonderland,Drama,2003
170,6000000,11122090,We Are Your Friends,Romance,2015
9039,20000000,0,Vampires,Drama,1998
2534,15000000,0,Inferno,Action,1999
1551,0,32474120,Fighting,Adventure,2009
9134,1500000,870751,Edge of Seventeen,Drama,1998
9889,0,0,The Last Man on Earth,Horror,1964
3112,30000000,0,Far Cry,Thriller,2008
6788,13000000,11130889,The Astronaut Farmer,Drama,2006
797,0,200406,The Double,Drama,2014
6456,0,0,Dreamer: Inspired By a True Story,Family,2005
6529,0,0,Stone Cold,Drama,2005
10387,0,0,My Boyfriend's Back,Romance,1993
1148,0,0,Northern Soul,Drama,2014
4413,120000000,829000000,The Twilight Saga: Breaking Dawn - Part 2,Romance,2012
4863,0,0,Berberian Sound Studio,Thriller,2012
7621,0,0,Resurrecting the Champ,Drama,2007
765,65000000,71154592,"I, Frankenstein",Horror,2014
9640,16000000,0,Radio Days,Drama,1987
3810,0,0,"Good Luck Charlie, It's Christmas!",Comedy,2011
10178,24000000,52614445,King Kong,Adventure,1976
7059,32000000,50907422,Team America: World Police,Animation,2004
9442,0,0,Shakes the Clown,Action,1991
6283,35000000,68915888,Guess Who,Comedy,2005
7578,0,0,Suburban Girl,Drama,2007
3167,0,0,Flash of Genius,Drama,2008
9594,18000000,98235548,Predator,Science Fiction,1987
6116,15000000,10631333,The Purple Rose of Cairo,Comedy,1985
10709,0,0,Shenandoah,Western,1965
4575,0,0,Seal Team Six: The Raid on Osama Bin Laden,Action,2012
5035,60000000,164433867,Daddy Day Care,Comedy,2003
8068,30000000,361958736,Toy Story,Family,1995
7307,75000,0,Dr. Phibes Rises Again,Horror,1972
5360,0,0,Mrs Brown,Romance,1997
5855,725000,0,Prince Avalanche,Comedy,2013
5169,0,0,DÃ©dales,Crime,2003
4188,0,0,Maverick,Drama,1994
8026,0,5678950,Smokey and the Bandit Part 3,Comedy,1983
5443,3000000,89328627,The Purge,Thriller,2013
1426,30000000,90842646,Drag Me to Hell,Thriller,2009
3546,0,0,Violet & Daisy,Thriller,2011
7810,10000000,0,Margot at the Wedding,Comedy,2007
5853,0,0,Sexy Evil Genius,Drama,2013
5877,0,0,Drones,Thriller,2013
9486,16000000,0,Alien Nation,Science Fiction,1988
1858,0,0,I Can Do Bad All By Myself,Drama,2009
3147,15000000,3533227,The Midnight Meat Train,Drama,2008
64,50100000,153962963,Focus,Drama,2015
657,58800000,542307423,American Sniper,War,2014
5642,15000000,0,Devil's Knot,Drama,2013
9166,0,0,Clay Pigeons,Thriller,1998
8769,35000000,36779296,Bounce,Drama,2000
8818,2000000,0,Hellraiser: Inferno,Horror,2000
6204,56000000,113006880,The Pacifier,Action,2005
10484,0,0,Allan Quatermain and the Lost City of Gold,Adventure,1986
2118,0,0,Sherlock Holmes,Fantasy,2010
387,0,0,Backcountry,Thriller,2015
4328,0,0,Andre,Drama,1994
9641,15000000,35509515,No Way Out,Thriller,1987
3491,21000000,970816,The Beaver,Drama,2011
8387,5500000,58972904,Chariots of Fire,Drama,1981
8343,0,0,Leap of Faith,Comedy,1992
8853,5000000,0,Bruiser,Horror,2000
4355,0,0,Wing Chun,Foreign,1994
7462,70000000,195735876,Beowulf,Animation,2007
9955,0,0,The Anderson Tapes,Action,1971
9402,0,1250712,Kickboxer 2:  The Road Back,Adventure,1991
9671,12000000,3769990,The Monster Squad,Horror,1987
2132,0,0,StarStruck,Comedy,2010
9879,0,0,Advise & Consent,Drama,1962
5237,3500000,0,Drive,Action,1997
6742,0,0,Lonely Hearts,Romance,2006
6301,45000000,56070433,Kicking & Screaming,Romance,2005
5704,7000000,6147,Sweetwater,Western,2013
6098,12000000,68706993,Witness,Romance,1985
5408,0,0,Kull the Conqueror,Action,1997
3420,57000000,149217355,Ghost Rider: Spirit of Vengeance,Fantasy,2011
8123,0,0,Balto,Family,1995
276,0,0,Southbound,Science Fiction,2015
6017,0,0,Willow Creek,Horror,2013
1460,22000000,35424826,The Informant!,Crime,2009
8801,18000000,17200925,Center Stage,Music,2000
6321,10000000,17297244,The Matador,Thriller,2005
9184,16400000,235860116,Dead Poets Society,Drama,1989
6825,0,0,Bernard and Doris,Comedy,2006
4307,0,67308282,The Little Rascals,Romance,1994
7403,7500000,231411584,Juno,Drama,2007
5188,0,0,Love Object,Romance,2003
981,10,0,Plastic,Comedy,2014
7556,230400,0,Goal! II: Living the Dream,Drama,2007
4271,2500000,0,Phantasm III: Lord of the Dead,Action,1994
1301,0,5240,The Dead Lands,Action,2014
444,0,0,Containment,Thriller,2015
7572,0,0,Rogue,Action,2007
3032,0,0,Futurama: The Beast with a Billion Backs,Fantasy,2008
4532,0,0,StreetDance 2,Drama,2012
339,0,0,Barbie in Rock 'N Royals,Family,2015
3321,170000,0,Mum & Dad,Thriller,2008
9848,0,0,Coonskin,Action,1975
3225,35000000,43650785,Welcome Home Roscoe Jenkins,Drama,2008
10393,0,0,AcciÃ³n mutante,Comedy,1993
3,200000000,2068178225,Star Wars: The Force Awakens,Science Fiction,2015
7182,0,0,Fat Albert,Family,2004
1231,0,0,Hercules Reborn,Adventure,2014
4359,0,0,Wagons East!,Action,1994
8508,0,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy,1996
1734,10000000,295750,World's Greatest Dad,Comedy,2009
6547,0,0,Metal: A Headbanger's Journey,Documentary,2005
7710,25000000,0,Arn: Tempelriddaren,Action,2007
8466,80000000,230000000,Space Jam,Animation,1996
4133,10000000,0,American Psycho 2: All American Girl,Thriller,2002
642,85000000,288747895,Divergent,Action,2014
7608,0,0,Tin Man,Science Fiction,2007
7887,15000000,316360478,Beverly Hills Cop,Comedy,1984
10717,0,0,Cat Ballou,Western,1965
6673,51000000,72779000,Barnyard,Animation,2006
231,0,0,Cobain: Montage of Heck,Documentary,2015
5065,56000000,12923936,Gods and Generals,History,2003
8961,0,0,Diner,Drama,1982
7426,34000000,95608995,TMNT,Adventure,2007
426,1500000,0,Full Out,Drama,2015
8709,75000000,248118121,Unbreakable,Action,2000
928,1200000,0,Wrong Turn 6: Last Resort,Horror,2014
6131,0,26657534,Prizzi's Honor,Comedy,1985
3112,30000000,0,Far Cry,Action,2008
7165,40000000,0,Envy,Comedy,2004
7071,60000000,256697520,The Village,Thriller,2004
3359,0,0,The Cheetah Girls: One World,Drama,2008
10455,0,0,Donovan's Reef,Romance,1963
1699,12500000,27206120,Sorority Row,Thriller,2009
1671,0,0,Dug's Special Mission,Comedy,2009
4709,0,0,Dragon Age: Dawn of the Seeker,Animation,2012
2118,0,0,Sherlock Holmes,Action,2010
5424,170000000,479765000,Thor: The Dark World,Adventure,2013
4795,0,0,Freaky Deaky,Comedy,2012
9211,18598420,78247647,K-9,Crime,1989
6287,55000000,223387299,Flightplan,Mystery,2005
4359,0,0,Wagons East!,Comedy,1994
6237,0,0,The Descent,Horror,2005
8976,33000000,244386864,Rush Hour,Action,1998
2488,0,0,Best Laid Plans,Thriller,1999
10547,10000000,0,Nan bei Shao Lin,Comedy,1986
8744,11000000,59827328,Next Friday,Comedy,2000
8230,0,0,Darkman II: The Return of Durant,Adventure,1995
3578,10000000,1759252,A Better Life,Drama,2011
1244,0,0,The Guvnors,Crime,2014
140,0,0,Dragonheart 3: The Sorcerer's Curse,Adventure,2015
2424,42000000,363889678,Notting Hill,Comedy,1999
9825,0,0,Breakheart Pass,Western,1975
9579,0,0,Hell Comes to Frogtown,Horror,1988
7857,0,0,The Frisco Kid,Western,1979
7009,155000000,167298192,Alexander,History,2004
3335,0,0,Baby Blues,Horror,2008
5471,50000000,219788712,Planes,Family,2013
4486,0,0,Home Alone: The Holiday Heist,Family,2012
4439,35000000,2106557,Stolen,Thriller,2012
6080,0,0,G.B.F.,Comedy,2013
1109,0,0,Alien Abduction,Science Fiction,2014
9757,0,0,The Alphabet,Animation,1968
2118,0,0,Sherlock Holmes,Drama,2010
3950,8000000,16856124,The Good Girl,Comedy,2002
3724,1000000,0,"Cougars, Inc.",Drama,2011
2978,0,0,The Good Witch,Fantasy,2008
9025,12000000,22921898,Rounders,Crime,1998
9923,2200000,26589000,A Clockwork Orange,Drama,1971
6602,0,141702264,Garfield 2,Family,2006
7376,0,6659377,Where the Buffalo Roam,Action,1980
113,700000,17986781,Dope,Drama,2015
10370,0,3956913,Fong Sai Yuk,Adventure,1993
2846,11000000,13276953,Sugar & Spice,Comedy,2001
1615,9000000,0,Veronika Decides to Die,Drama,2009
2844,0,0,Conspiracy,History,2001
8500,55000000,18626419,The Fan,Thriller,1996
6415,15000000,0,Submerged,Thriller,2005
3147,15000000,3533227,The Midnight Meat Train,Mystery,2008
2086,50000000,105197635,Hereafter,Fantasy,2010
6481,0,0,Elizabeth I,Drama,2005
5488,25000000,71009334,The Counselor,Crime,2013
3938,60000000,93354918,Two Weeks Notice,Romance,2002
4405,209000000,303025485,Battleship,Thriller,2012
1836,0,0,Le Vilain,Comedy,2009
1255,0,0,All Relative,Romance,2014
3027,20000000,149281606,Beverly Hills Chihuahua,Comedy,2008
5470,84000000,0,RED 2,Thriller,2013
8939,0,12534817,Amityville II: The Possession,Horror,1982
3877,0,0,The Amityville Haunting,Horror,2011
3434,35000000,82087155,Abduction,Action,2011
6301,45000000,56070433,Kicking & Screaming,Comedy,2005
5546,15000000,19145732,The Bling Ring,Crime,2013
10109,0,0,Narrow Margin,Mystery,1990
7182,0,0,Fat Albert,Comedy,2004
7300,0,0,The Life and Times of Judge Roy Bean,Action,1972
5926,0,0,Chilling Visions: 5 Senses of Fear,Horror,2013
2580,1700000,1943649,"Happy, Texas",Comedy,1999
4403,0,0,Starship Troopers: Invasion,Animation,2012
2957,7000000,8900000,Stargate: The Ark of Truth,Adventure,2008
1198,8000000,0,The Little Rascals Save the Day,Comedy,2014
8287,40000000,75505856,The Last of the Mohicans,History,1992
7870,1355000,0,The Brood,Horror,1979
7917,0,0,A Christmas Carol,Comedy,1984
9702,0,0,Prick Up Your Ears,Drama,1987
4392,30000000,66486080,The Cabin in the Woods,Horror,2012
5543,125687,0,Europa Report,Thriller,2013
9011,40000000,54682547,Small Soldiers,Science Fiction,1998
758,15000000,9104716,Suite FranÃ§aise,War,2014
859,0,0,The Angriest Man in Brooklyn,Comedy,2014
5040,17000000,55534455,The Lizzie McGuire Movie,Family,2003
3085,2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,History,2008
9368,24000000,41895491,The Fisher King,Drama,1991
8897,1000000,78868508,48 Hrs.,Drama,1982
2756,0,0,The Affair of the Necklace,History,2001
2908,23000000,150816700,Step Up 2: The Streets,Music,2008
9503,6200000,9205924,Return of the Living Dead Part II,Comedy,1988
8080,2500000,5535405,Before Sunrise,Drama,1995
10585,0,0,Dead End Drive-In,Horror,1986
8727,40000000,144056873,The Beach,Drama,2000
8471,40000000,152266007,A Time to Kill,Crime,1996
5305,0,0,Jungle 2 Jungle,Comedy,1997
1756,15000000,6405245,Post Grad,Comedy,2009
1698,20000000,0,John Rabe,War,2009
3667,7000000,0,Twixt,Thriller,2011
6492,0,6584159,Millions,Drama,2005
7178,65000,28575078,Super Size Me,Documentary,2004
4400,3500000,0,"Batman: The Dark Knight Returns, Part 1",Animation,2012
8066,15000000,16500000,Spacehunter: Adventures in the Forbidden Zone,Science Fiction,1983
5490,8000000,63464861,Begin Again,Music,2013
8720,0,0,An Extremely Goofy Movie,Comedy,2000
4344,0,0,Macross Plus,Science Fiction,1994
2930,80000000,212874442,Bedtime Stories,Comedy,2008
2810,11000000,23978402,Corky Romano,Crime,2001
4314,0,0,My Girl 2,Family,1994
4060,9000000,0,All or Nothing,Comedy,2002
3536,0,34710627,Jane Eyre,Drama,2011
5322,15000000,44862187,Cop Land,Crime,1997
8295,0,7532911,Damage,Drama,1992
6932,0,0,Thr3e,Thriller,2006
6359,0,0,The Muppets' Wizard of Oz,Fantasy,2005
1371,0,0,Rollercoaster,Action,1977
6960,2700000,0,ì§íŒ¨,Action,2006
7466,85000000,149044513,Surf's Up,Animation,2007
1124,4000000,0,The Outsider,Crime,2014
745,35000000,17508518,Sabotage,Crime,2014
9986,22000000,505000000,Ghost,Drama,1990
5329,0,29235353,Romy and Michele's High School Reunion,Comedy,1997
2477,80000000,90874570,Fantasia 2000,Fantasy,1999
6281,45000000,50871113,Unleashed,Action,2005
3242,0,0,Kill Theory,Horror,2008
9237,0,0,The Phantom of the Opera,Horror,1989
1351,14000000,30749142,Exorcist II: The Heretic,Fantasy,1977
10624,0,0,The Vault of Horror,Horror,1973
5917,0,0,Social Nightmare,Mystery,2013
4944,0,0,How to Fall in Love,Comedy,2012
633,125000000,752100229,The Hunger Games: Mockingjay - Part 1,Adventure,2014
8543,12000000,0,Beavis and Butt-Head Do America,Comedy,1996
10012,0,0,A Grand Day Out,Animation,1990
10268,0,11081586,Mad Dog and Glory,Romance,1993
614,0,0,The Suicide Theory,Thriller,2015
2776,0,0,Princess of Thieves,Family,2001
8439,0,0,Caveman,Adventure,1981
8270,0,43440294,A River Runs Through It,Drama,1992
5925,89,0,Beneath,Horror,2013
5167,0,0,Crime Spree,Action,2003
7040,0,0,Sniper 3,Drama,2004
1374,600000,0,The Kentucky Fried Movie,Comedy,1977
10759,300000,70000000,Halloween,Thriller,1978
5354,16000000,1686429,Steel,Adventure,1997
3706,8000000,0,Hidden 3D,Thriller,2011
7861,0,61801971,The Electric Horseman,Comedy,1979
10591,8500000,0,Lady Jane,Drama,1986
644,40000000,463360063,Lucy,Science Fiction,2014
5967,4500000,0,Hansel and Gretel Get Baked,Horror,2013
672,132000000,373552094,Penguins of Madagascar,Adventure,2014
3039,0,0,Dead Space: Downfall,Thriller,2008
2251,4400000,0,Lost Boys: The Thirst,Adventure,2010
2215,0,0,Chun sing gai bei,Thriller,2010
8063,0,10676194,Hercules,Fantasy,1983
7494,18000000,25005257,Before the Devil Knows You're Dead,Thriller,2007
6264,50000000,110803676,The Dukes of Hazzard,Action,2005
7460,39000000,26820641,Shoot 'Em Up,Crime,2007
7366,0,0,The Ninth Configuration,Thriller,1980
18,95000000,542351353,Cinderella,Romance,2015
5730,7000000,0,Riddle,Thriller,2013
4949,94000000,1118888979,The Lord of the Rings: The Return of the King,Adventure,2003
5577,60000000,60052138,Beautiful Creatures,Fantasy,2013
7104,0,0,The Libertine,Drama,2004
9841,0,0,Race with the Devil,Thriller,1975
1766,0,0,George & A.J.,Animation,2009
2049,0,7000000,Planet Hulk,Animation,2010
5977,0,0,ìºì¹˜ë¯¸,Comedy,2013
1245,0,0,Nick Offerman: American Ham,Documentary,2014
3220,0,0,24: Redemption,Action,2008
5882,0,0,The Blue Umbrella,Animation,2013
4619,0,0,Not Suitable For Children,Comedy,2012
1043,0,0,Colt 45,Action,2014
3043,0,16051363,Miss Pettigrew Lives for a Day,Comedy,2008
9209,6500000,30218387,Weekend at Bernie's,Comedy,1989
3079,0,6575282,Strange Wilderness,Comedy,2008
5361,0,0,The Butcher Boy,Comedy,1997
10474,6000000,138530565,Platoon,Drama,1986
16,48000000,325771424,Taken 3,Crime,2015
5553,0,0,The Last Days on Mars,Science Fiction,2013
5198,569217,569217,Les Clefs de bagnole,Comedy,2003
8236,0,0,Forget Paris,Romance,1995
5039,17000000,63102666,Jeepers Creepers 2,Horror,2003
10132,0,0,Devchata,Romance,1961
2361,0,0,Li Xiao Long,Drama,2010
1354,10000,7000000,Eraserhead,Fantasy,1977
7027,6500000,11850214,Layer Cake,Thriller,2004
8480,54000000,128769345,The Nutty Professor,Fantasy,1996
4262,0,0,Exotica,Drama,1994
6106,3500000,34000000,Day of the Dead,Science Fiction,1985
5662,0,18074539,Dead Man Down,Crime,2013
5265,90000000,0,Volcano,Thriller,1997
84,11000000,1863315,Tracers,Action,2015
8785,8000000,0,Woman on Top,Romance,2000
652,55000000,192330738,The Equalizer,Action,2014
6848,0,0,Return to Halloweentown,TV Movie,2006
2445,6000000,30471,The Boondock Saints,Action,1999
3075,12000000,3148182,Two Lovers,Drama,2008
10594,8000000,441306145,The Exorcist,Horror,1973
4628,2500000,3325038,Robot & Frank,Science Fiction,2012
8064,0,27900000,Uncommon Valor,Adventure,1983
8284,0,14715067,School Ties,Drama,1992
8191,7500000,0,Les Trois FrÃ¨res,Comedy,1995
1815,12000000,0,The King of Fighters,Science Fiction,2009
2503,0,0,K-911,Comedy,1999
1155,0,0,In My Dreams,Romance,2014
3259,10000000,0,Kill Switch,Thriller,2008
2378,10000000,5000000,Action Replayy,Foreign,2010
6959,0,13022756,How to Eat Fried Worms,Family,2006
5967,4500000,0,Hansel and Gretel Get Baked,Comedy,2013
5057,0,0,The Singing Detective,Comedy,2003
4443,60000000,118338361,The Pirates! In an Adventure with Scientists!,Family,2012
1741,0,0,Summer's Blood,Horror,2009
7069,0,0,Five Children and It,Family,2004
8009,10000000,25697647,The Outsiders,Crime,1983
9639,17000000,0,Masters of the Universe,Adventure,1987
4286,0,30626182,Major League II,Comedy,1994
6625,15500000,0,Slither,Horror,2006
6230,0,161451538,The Ring Two,Drama,2005
2542,0,0,Rogue Trader,Foreign,1999
5960,0,0,The Contractor,Thriller,2013
10191,6000000,33833201,The Pink Panther Strikes Again,Comedy,1976
10425,3500000,2000000,A Countess from Hong Kong,Romance,1967
6081,19000000,381109762,Back to the Future,Science Fiction,1985
8932,2500000,14400000,Halloween III: Season of the Witch,Horror,1982
8644,12000000,0,Harriet the Spy,Comedy,1996
10579,0,0,Youngblood,Romance,1986
7559,20000000,0,Butterfly on a Wheel,Thriller,2007
2974,90000000,201596308,You Don't Mess With the Zohan,Comedy,2008
8547,7000000,560069,Bottle Rocket,Drama,1996
283,0,0,He Never Died,Comedy,2015
10730,12000000,0,Battle of Britain,War,1969
7884,30000000,295212467,Ghostbusters,Comedy,1984
8004,0,4300000,Yellowbeard,Comedy,1983
1344,5500000,26414658,The Gauntlet,Drama,1977
4368,130000000,403170142,Prometheus,Science Fiction,2012
6133,0,0,Death of a Salesman,Drama,1985
8814,0,0,Alvin and the Chipmunks Meet the Wolfman,Family,2000
5304,60000000,33956608,The Relic,Mystery,1997
3534,15000000,0,The Son of No One,Thriller,2011
7903,0,0,Nineteen Eighty-Four,Drama,1984
2064,7000000,46488,Ca$h,Comedy,2010
8093,3600000,49800000,Leaving Las Vegas,Drama,1995
3128,15400000,0,Afterwards,Thriller,2008
3726,1000000,0,Girl Walks Into a Bar,Comedy,2011
806,5500000,5483299,Wish I Was Here,Drama,2014
9124,0,0,Halloweentown,Adventure,1998
1721,0,0,Princess Protection Program,Family,2009
10109,0,0,Narrow Margin,Thriller,1990
2250,0,0,Space Chimps 2: Zartog Strikes Back,Family,2010
9259,0,0,The Package,Thriller,1989
9501,0,0,Fei lung mang jeung,Romance,1988
4778,5000000,0,The Philly Kid,Action,2012
7631,0,0,The Dukes of Hazzard: The Beginning,Adventure,2007
5274,15000000,64256513,Wag the Dog,Drama,1997
10825,0,0,Blow-Up,Mystery,1966
2142,2500000,324138,Super,Action,2010
10069,19000000,10000000,The Two Jakes,Crime,1990
7640,3000000,0,FrontiÃ¨re(s),Horror,2007
2351,0,0,BÃ©bÃ©s,Documentary,2010
9931,20000000,0,Bedknobs and Broomsticks,Animation,1971
5958,0,0,Lego Batman: The Movie - DC Super Heroes Unite,Adventure,2013
9152,27000000,76000000,The Newton Boys,Crime,1998
6735,60000000,17800000,Flyboys,Action,2006
6292,0,0,Revolver,Thriller,2005
10216,0,0,Du bi quan wang da po xue di zi,Action,1976
5561,13500000,19255873,La migliore offerta,Mystery,2013
3020,60000000,50877145,The Tale of Despereaux,Comedy,2008
10225,25000000,441286195,Mrs. Doubtfire,Drama,1993
1697,8500000,0,The Countess,Drama,2009
1664,0,0,Boogie Woogie,Drama,2009
8757,16000000,20627372,Boys and Girls,Romance,2000
9686,0,0,Flowers in the Attic,Horror,1987
7504,30000000,14711793,The Assassination of Jesse James by the Coward Robert Ford,Action,2007
824,0,0,Turks & Caicos,Drama,2014
9731,7700000,21000000,Where Eagles Dare,History,1968
8893,17000000,33000000,Tron,Adventure,1982
7283,0,0,Chato's Land,Action,1972
8390,0,5732587,Gallipoli,Drama,1981
9807,400000,5028948,Monty Python and the Holy Grail,Comedy,1975
6013,0,0,Djinn,Horror,2013
710,65000000,39407616,Sin City: A Dame to Kill For,Crime,2014
7066,19000000,69631118,Without a Paddle,Thriller,2004
4086,0,0,Deathwatch,War,2002
5953,0,0,Chariot,Thriller,2013
7812,0,0,Buried Alive,Adventure,2007
6975,66000000,99318987,Hellboy,Science Fiction,2004
2793,34000000,19693891,Summer Catch,Drama,2001
10552,12000000,4884663,Invaders from Mars,Science Fiction,1986
6706,0,4291965,Catch a Fire,Action,2006
6066,0,0,A Viking Saga: The Darkest Day,Adventure,2013
8753,43000000,80049764,Finding Forrester,Drama,2000
9921,0,0,"Hush... Hush, Sweet Charlotte",Mystery,1964
4188,0,0,Maverick,Western,1994
2176,0,0,Boy Wonder,Thriller,2010
3608,93,2500000,From Prada to Nada,Comedy,2011
9204,15000000,79258538,Uncle Buck,Comedy,1989
1082,0,0,Mercy,Thriller,2014
5656,20000000,16549477,Battle of the Year,Drama,2013
4098,0,0,Rose Red,Horror,2002
6979,45000000,129394835,Resident Evil: Apocalypse,Science Fiction,2004
3120,0,44872,What Doesn't Kill You,Crime,2008
10219,0,0,The Town That Dreaded Sundown,Crime,1976
10612,0,0,Charley Varrick,Drama,1973
8990,0,0,The Man in the Iron Mask,Drama,1998
515,1300000,0,Capsule,History,2015
9014,65000000,250821495,You've Got Mail,Comedy,1998
8885,0,0,The Tao of Steve,Comedy,2000
2921,60000000,57490374,Inkheart,Adventure,2008
6399,30000000,15007991,The Cave,Thriller,2005
8313,23000000,57138719,Unlawful Entry,Thriller,1992
3613,0,34564651,Salmon Fishing in the Yemen,Drama,2011
3022,6100000,0,Niko: LentÃ¤jÃ¤n poika,Adventure,2008
5247,105000000,121214377,Starship Troopers,Science Fiction,1997
2645,115000000,274703340,Lara Croft: Tomb Raider,Fantasy,2001
1529,9000000,985117,Leaves of Grass,Drama,2009
6449,30000000,34252847,Bad News Bears,Family,2005
4329,0,16453258,Monkey Trouble,Comedy,1994
4692,0,1697294,Song for Marion,Romance,2012
5785,15,122,Make Your Move,Music,2013
9418,23000000,20246790,Mobsters,Thriller,1991
