Index,group,name,quantity,unit_cogs
13116,GENERAL_FOOD,PLATKI OWSIAN GORSKIE 500G,12,1.825
1512,POULTRY,TOREBKA NA BUTELK?,1,1.72
22109,VEGETABLES,SKORUPKA OGORKI KONSERWOWE 900G,7,3.2
18696,SPICES,PRZYPRAWA DO KURCZ/WIEGIERSKU25G KAMIS,2,0.9
20100,SWEETS,CIASTKA PALUSZKI 130 G KRAKUSKI,2,2.77
12438,GENERAL_FOOD,MUSZTARDA STOLOWA 0_9L PEGAZ,2,3.27
3001,CHEMISTRY,CHUSTECZKI MEA 100 SZT,5,1.63
13772,GENERAL_FOOD,PIECZARKA CA?A 156 G S?ON.OGROD,2,2.65
22612,ALCOHOL,NAP SPIR GREJPFRUTOWA 0_1 30%,3,3.22
3325,CHEMISTRY,REX 300 G 3*SWIEZOSC,1,2.09
9436,DRINK_JUICE,NAP TIGER 0_25 PUSZKA MAX,14,1.43
2765,CHEMISTRY,WIN GALARETKA MALINOWA 75GR,3,1.01
6704,DAIRY_CHESSE,SER CAPREESI 150 G ZIOLA,2,2.83
400,ALCOHOL,PIWO KSIAZECE PSZENICZNE 0_5 B/ZWR,2,2.43
14613,GROATS_RICE_PASTA,MAK ZLOTY LAN 500G  PENE,8,1.09
19001,SWEETS,HERBATNIK PETIT BEURRE50 G JUTRZENKA,18,0.5133333333333329
7631,DAIRY_CHESSE,JOGOBELA ZE ZBOZAMI 200 G,4,1.68
6827,DAIRY_CHESSE,GOS.MLEKO ZAGESZCZ/SLODZONE 533G,2,5.09
21024,SWEETS,PRINCE POLO XXL MLECZNE,20,0.855
17583,GENERAL_ITEMS,PRYMAT CURRY,2,0.99
20686,SWEETS,WEDEL PTASIE MLECZKO CYTRYNA 380GR,1,8.99
6544,DAIRY_CHESSE,SEREK WIEJSKI 150G LEKKI PIATNICA,1,1.45
7293,DAIRY_CHESSE,PLATKI CORN FLAKES 250 G CHOCO,3,4.19
4161,CHEWING_GUM_LOLIPOPS,BUBLE GUM 10 SZT,1,1.03
11694,GENERAL,WAFLE RYZOWE Z SOLA MORSKA POL_MLYN 100G,1,1.9
22666,ALCOHOL,WHISKY  GRANS 0_5 L,1,26.59
22913,ALCOHOL,WINO FRESCO CZER/P SLOD,1,6.57
16913,POULTRY,KIELBASA KRUCHA Z FOLWARKU KG,0.96,18.0625
7010,DAIRY_CHESSE,GOS.MLEKO UHT 2% 1L GOSTYN,17,2.15
3173,CHEMISTRY,ZESZYT 80 K,2,1.3
11417,GENERAL,SMAK MAK GALARETKA Z KURCZAKA 200G,1,3.15
4705,CHIPS_FLAKES,STAR CHRUPKI ZIEL.CEBULA 140 G,5,2.268
17206,POULTRY,KIELBASA ZWYCZAJNA KG,3.75,9.005333333333333
9489,DRINK_JUICE,WODA AQA 5 L N/G,15,1.24333333333333
18243,SPICES,KNORR TYMIANEK Z POLSKI,1,1.29
3214,CHEMISTRY,CLIN ZAPAS 500 ML,3,2.94
11560,GENERAL,KUBUS MULTIWITAMINA 300 ML,9,1.31
6695,DAIRY_CHESSE,MLEKO SWIEZE SREM  1 L 3_2%,22,1.95
11135,POULTRY,FILETY Z MAKRELI W OLEJU 170 G FALA,4,4.09
20062,SWEETS,BATON LION BLACK/WHITE 40 G,18,0.74
3714,CHEMISTRY,PODPASKI BELLA PERF.ROSE,1,3.19
5785,COFFEE TEA,PRIMA 100 G MIELONA,25,2.4
3935,CHEMISTRY,RECZNIK PAPIEROWY JUMBO MEGA,2,8.12
9596,DRINK_JUICE,NAP FRUGO POMAR 250 ML,9,0.74
4480,CHIPS_FLAKES,LAYS PAPRYKA 150 G KARBOWANA,3,2.77
15194,ICE_CREAMS_FROZEN,PIEROGI Z OWOCAMI 450 G,1,3.99
22078,VEGETABLES,KT POMIDOR KOKTAILOWY 250 G,2,2.545
13850,GENERAL_FOOD,ANANAS PLASTRY 580 G GIANA,3,3.48
19731,SWEETS,HARIBO BARBECUE 100 G,2,2.15
19428,SWEETS,SYROP MALINA 440 ML SPIZARNIA,8,2.62
8246,DAIRY_CHESSE,KASZKA MANNA TRUSKAWKA 150G CZARNKOW,6,1.34
15317,ICE_CREAMS_FROZEN,LODY ROLADA LORAL,5,7.11
5698,COFFEE TEA,HERB ZIELONA Z CYTRYNA 20 EX POSTI,5,1.94
18476,SPICES,GALEO PRZYPRAWA DO TZATZIKI,2,0.91
10771,POULTRY,JAJKA 10 SZT LIPOWCZYK,46,4.69130434782609
5594,CIGARETTES,PAP PS BLU LINK,62,9.86806451612903
6292,COOKIES_BULK,CUKIERKI TOFFIX MIX IGLO,0.575,11.0086956521739
15988,ICE_CREAMS_FROZEN,ZUPA WEGIERSKA  450 G,1,3.89
23120,ALCOHOL,WINO RAFFAELLO 0_2 SLODKIE,2,3.25
23040,ALCOHOL,WINO FRESCO B/PS 0_75L,1,7.24
15227,ICE_CREAMS_FROZEN,FRYTKI KULECZKI ZIEMNIACZANE 600 AVIKO,1,4.92
6157,COFFEE TEA,KAWA INKA 150G KARTON,4,2.5525
17306,POULTRY,KABANOSY Z DROBIEM KG,1.04,17.336538461538506
947,ALCOHOL,PIWO WARKA RADLER CZAR_PORZE.0_5 L PUSZ,13,1.95
13291,GENERAL_FOOD,PIEROGI ZE SZPINAKIEM,5,3.9
22406,ALCOHOL,NAP SPIR SOPLICA CYTRYNA 0_5 L,3,16.3
21510,VEGETABLES,KT RZODKIEWKA PECZEK,13,1.08153846153846
10535,DRINK_JUICE,NAP ENERGRT ROCKST 0_25 ML PUSZKA,13,1.29
22775,ALCOHOL,WODKA CZYSTA DE LUXE 40% 0_7L,1,21.59
11061,POULTRY,FILETY Z SARDYNKI W OLEJU 170 G SKARBY,2,4.92
911,ALCOHOL,PIWO KSIAZECE 0_5 B/ZWROT CZERWONY,5,2.25
1258,BREAD,S SKUBANIEC FOREMKA,1,9.5
16713,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WODA STAROPOLANKA 2000 N/GAZ.1_5L,1,1.4
17862,GENERAL_ITEMS,RAJSTOPY 20 DEN L,2,1.74
7492,DAIRY_CHESSE,NAP TYMBARK 0_2 KART,11,0.69
20676,SWEETS,WAFLE GORALKY 50G CZEKOLADOWE,2,0.57
18198,SPICES,SLONECZNIK PRAZONY 80 G,10,0.96
11884,GENERAL,PASZTET PODLASKI 50 G,7,0.51
22941,ALCOHOL,WINO SPECIAL CHERRY 1 L,1,6.22
12068,GENERAL_FOOD,AMINO BLYSK. ROSOL Z KURY PIKANTNY,9,0.82
32,GENERAL_ITEMS,BELLA PODPASKI PERF.BLUE 10,4,3.18
22438,ALCOHOL,WODKA SOPLICA 0_5L,3,16.29
9434,DRINK_JUICE,NAP SPRITE 1_5 L,5,2.73
6152,COFFEE TEA,JACOBS KRONUNG 100G MIELONA,1,3.72
19219,SWEETS,PALUSZKI STAR 180 G,8,1.49
15285,ICE_CREAMS_FROZEN,LODY KUBUS PLAY 55 ML,40,0.94
12808,GENERAL_FOOD,ROLNIK FASOLKA SZPAR. ZIEL 720G,2,2.84
1156,BREAD,C CHLEB KROJONY 250G,52,1.22846153846154
14773,ICE_CREAMS_FROZEN,LODY ROZEK SERNIKOWY 115 ML,7,1.09
15800,ICE_CREAMS_FROZEN,ZUPA OGORKOWA,1,3.51
11989,GENERAL,AMINO BLYSK BARSZCZ CZERW Z MAJERANKIEM,16,1.02
17274,POULTRY,KIELBASA ZWYCZAJNA KG,2.995,12.7045075125209
8539,DAIRY_CHESSE,DA ACTIWIA 120 G TRUSKAWKA,2,1.39
5130,CIGARETTES,ZAPALKI,12,0.08
6286,COOKIES_BULK,CIASTKA KRAKUSKI KAKAOWE 163G,1,2.5
5849,COFFEE TEA,KAWA NESCAFE 2*1 CREAMER,1,0.59
1452,BREAD,BULKA MALA/KAJZERKA__,2698,0.551460340993328
17961,GENERAL_ITEMS,RAJSTOPY 60 DEN,1,5.5
13063,GENERAL_FOOD,GELLWE KISIEL CYTRYNOWY 38G,1,0.55
13658,GENERAL_FOOD,WAFLE LEKKIE LIGHT FOOD 58GR,19,2.25052631578947
21776,VEGETABLES,SKORUPKA BURACZKI 385G WIORKI,18,1.6
9322,DRINK_JUICE,WODA USTRONIANKA 0_5 L N/GAZ CYTRYNA,12,0.97
18225,SPICES,KAMIS PIEPRZ CYTRYNOWY 20G,3,1.78
20611,SWEETS,MILKA CZEK.NADZ 37 G,19,0.7305263157894741
20667,SWEETS,WAFELEK SONATA 23 G,15,0.68
20484,SWEETS,ZEGAREK PUDROWY,6,0.51
21425,VEGETABLES,KT PIECZARKI,29.59,5.43663399797229
11783,GENERAL,FASOLA PIEKNY JAS 400 SARITA,1,2.62
21660,VEGETABLES,KT PIETRUSZKA ZIELONA NATKA,91,1.22681318681319
14875,ICE_CREAMS_FROZEN,SZPINAK LISC 450 G,2,3.19
818,ALCOHOL,PIWO ZYWIEC PUSZKA 0_5L,8,2.14
21076,TABLETS,TABLETKI IBUPROM 10SZT,10,4.75
11567,GENERAL,MARYNATA 160 G KLASYCZNA,1,2.53
17400,OCCASIONAL,REKLAMOWKA  JEDNORAZOWA,269,0.06
1010,ALCOHOL,PIWO TYSKIE PUSZKA 0_5L,194,1.9829896907216495
16887,GENERAL_ITEMS,SP GALAT WIEPRZOWY 200G,2,2.96
19753,SWEETS,LEP NA MUCHY BROS,2,2.81
6811,DAIRY_CHESSE,GALEO KWASWK CYTR,7,0.55
6509,DAIRY_CHESSE,MLEKO LACIATE 3_2% 1L,6,2.0
18785,SWEETS,BATON SNICKERS 50 G,11,1.04
751,ALCOHOL,PIWO EARL GREY 0_5 L B/BEZW,1,4.06
848,ALCOHOL,PIWO LECH PREMIUM 0_5L BUTELKA,237,1.7185232067510603
19303,SWEETS,BATON SNIKERS 49 ORZECH,1,1.18
20832,SWEETS,PREZERWATYWA,2,2.8
912,ALCOHOL,PIWO KSIAZECE 0_5 L CIEMNE B/ZW,1,2.32
2975,CHEMISTRY,BELLA PODPASKI  MAX GREEN,1,2.89
119,GENERAL_ITEMS,DLUGOPIS PSTRYKANY,1,0.74
17868,GENERAL_ITEMS,RAJSTOPY STRETCH -3,7,2.2
6277,COOKIES_BULK,CUKIERKI VOBRO CZEKOL.LUZ,1,7.88
15382,ICE_CREAMS_FROZEN,ZUPA JARZYNOWA 450 G,1,3.27
20070,SWEETS,BISZKOPTY WROCLAWSKIE 120G,7,1.89428571428571
16000,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DZEM TRUSKAWKA 310 G WYSOKOS?ODZONY,1,3.28
20549,SWEETS,CIASTKA SONATA 125 G CZEL.MLECZNA,3,3.45
6313,COOKIES_BULK,LAJKONIK SAFARI 125 G,3,2.19
19625,SWEETS,WAFLE KWADRAT DESER 120 G,12,2.35
18722,SPICES,DR O SMIETAN FIX 9G,10,0.84
152,ALCOHOL,PIWO LEZAJSK CHMIEL 0_5 L B/BEZ,2,1.55
8415,DAIRY_CHESSE,JOGOBELA 150 G 0 %,19,1.41
13743,GENERAL_FOOD,KNORR G.K. POMIDOROWA Z MAKARON,8,1.2525
5253,CIGARETTES,PAP PS  66 RED 100,108,9.8587037037037
19592,SWEETS,PRINCE POLO MINI CLASIC,24,0.455
4252,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG SPEARMINT,9,2.59
11477,GENERAL,LOWICZ DZEM CZEKO TRUSKAWKLA 250 G,1,5.29
11688,GENERAL,SPRAY COLA 25 ML,23,1.65
11914,GENERAL,AMINO BLYSK  KARTOFLE PO POZNAN.65 G,2,1.65
13155,GENERAL_FOOD,SUROWKA KUBEK,1,2.13
6340,COOKIES_BULK,WAFLE CHRUPS/LUMARKI/GRZESKI,2.42,12.4504132231405
1152,BREAD,C BULKA TARTA 0_5KG,31,1.57
12406,GENERAL_FOOD,KAPUSTA  KISZONA LUZ,131.84,2.1700546116504897
22394,ALCOHOL,NAP SPIR ABSOLWENT SLIWKA 0_1,179,3.07508379888268
11507,GENERAL,SMAK MAK SURÓWKA WIOSENNA 300 G,1,2.29
9736,DRINK_JUICE,HELLENA ORANGE 1_25 GAZ,1,1.65
21881,VEGETABLES,KT ARBUZ...,152.778,1.45616515466887
4461,CHIPS_FLAKES,STAR CHIPS 250 G PAPRYKA,5,3.81
17128,POULTRY,SPRAYS FUNY,1,3.21
12527,GENERAL_FOOD,SZPARAGI KONSERWOWE 212ML ROLNIK,5,5.63
5469,CIGARETTES,PAP PS BLU LINK,81,9.754444444444447
16387,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,WIN SOS CZOSNKOWY 250ML,4,2.72
12100,GENERAL_FOOD,GROSZEK KON.SLONECZNY OGROD,6,1.18
15008,ICE_CREAMS_FROZEN,LODY TOP MILK,2,0.69
16028,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,NAP HORTEX 1 L BANANOWY,1,3.09
14538,GROATS_RICE_PASTA,SONKO KASZA JECZMIENNA 4X100G WIEJSKA,9,1.2
20312,SWEETS,CIASTKA HIT WANILIA 220,3,2.59
6935,DAIRY_CHESSE,SERNICZEK  Z WISNIAMI CZARNKOW 150GR,1,1.37
5685,CIGARETTES,WODA AQA 0_5 L GAZ,31,0.364838709677419
4570,CHIPS_FLAKES,CHRUPKI TRUSKAWKOWE 80 G,2,1.24
8153,DAIRY_CHESSE,BAKOMA 7 ZBOZ BRZOSKWONIA 140GR,5,1.39
9907,DRINK_JUICE,WODA ZYWIEC 5L,7,3.89
21947,VEGETABLES,SKORUPKA BURACZKI 385G WIORKI,18,1.6
2432,CHEMISTRY,ZNICZ CZERWONY SERCE,1,3.92
21519,VEGETABLES,KT ZIEMNIAK WCZESNY KG,8.28,2.52898550724638
17833,GENERAL_ITEMS,RAJSTOPY  LADY GLAMOUR_ CZARNE R.2,1,2.6
20858,SWEETS,WAFLE GORALKI MLECZNY 50G,33,0.57
11846,GENERAL,CATERING SANDWICH 180 G,7,3.34
3628,CHEMISTRY,GABKA,3,0.63
14508,GROATS_RICE_PASTA,MAKA EXTRA WYPIEK BASIA 1 KG,2,2.92
2738,CHEMISTRY,RECZNIK PAPIEROWY MEA 2W 100,22,2.69
7497,DAIRY_CHESSE,POEZJA DESER TRUSKAWKA 180 G,4,1.37
16209,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,HERBATNIKI FAMILIJNE MASLANE 200G,2,2.72
6089,COFFEE TEA,HERB MINUTKA 40TOR EXPRES,2,1.4
17092,POULTRY,SZYNKA CHLEBOWA KG,2.48,19.2983870967742
21889,VEGETABLES,KT BURACZEK CZERWONY,2.065,1.24939467312349
22393,ALCOHOL,NAP SPIR ABSOLWENT POZIOMAKA 0_1 30%,104,3.0676923076923104
11143,POULTRY,P PASTA Z TUNCZYKA,5,1.94
5678,CIGARETTES,PAP ROTMANSY 20 BLU,38,9.11289473684211
4953,CIGARETTES,PAP PS 66 BLUE 20,16,9.7825
20984,SWEETS,KUFEREK Z CUKIERKAMI 150 G,3,4.41
6314,COOKIES_BULK,ROZKI NADZIEWANE FLIS LUZ,0.88,15.1363636363636
8480,DAIRY_CHESSE,SER TOP SZYNKA SERTOP,10,1.49
3671,CHEMISTRY,ODSWIEZACZ SPRAY 400 ML,2,3.27
21685,VEGETABLES,NAP TYMBARK 1 L JABLKO ANT. TLOCZONY,6,3.25
16208,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,HELLENA ORENZADA CZERWONA 1_25 L GA,60,1.27
19518,SWEETS,CZEKOLADA BARON 100 G WALWNTYNKOWA,4,2.78
1044,BREAD,C CHLEB ZIARNISTY 300G,44,2.54772727272727
10593,DRINK_JUICE,WODA AQA 0_5 L N/G CYTRYNA,12,0.55
13756,GENERAL_FOOD,MAK MIELONY 200 G BACK MIT,3,3.43
5704,COFFEE TEA,HERBATA MINUTKA CYTRYNA 40 EX,1,1.39
9694,DRINK_JUICE,WODA MUSZYNIANKA PLUS 0_6 L GAZ,8,0.93
21714,VEGETABLES,KT CEBULA OBRANA MLODA KG,10.14,3.25443786982248
20252,SWEETS,ZABAWKA MOTOR,3,3.83
2675,CHEMISTRY,LUDWIK P?YN DO SZYB I GLAZUR 750ML,1,3.79
10950,POULTRY,PAPRYKARZ SZCZECINSKI 300 FALA,4,3.08
14381,GROATS_RICE_PASTA,KASZKA MANNA 400 G MELVIT,1,1.4
19628,SWEETS,WAFLE SUCHE OWAL 130 G,6,2.07
5003,CIGARETTES,PAP LM BLU,16,11.67
9718,DRINK_JUICE,WODA ZYWIEC DELIKATNIE GAZOWANA 1_5L,6,1.12
16608,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PALUSZKI BESKIDZKIE SER.-CEB.220 G,11,2.46
21773,VEGETABLES,NAP TYMBARK 1 L JABLKO ANT. TLOCZONY,5,3.25
8043,DAIRY_CHESSE,JOGURT OW.WYSPA 150 G,16,1.66
21679,VEGETABLES,KT WLOSZCZYZNA TACKA,23,2.06217391304348
8637,DAIRY_CHESSE,SER MASCARPONE SMIET-KREMOWY 250G,6,5.85
9871,DRINK_JUICE,WODA AQA 0_5 L N/G CYTRYNA,13,0.55
3127,CHEMISTRY,SCIERKA UNIWERSALNA 5 SZT,4,2.06
20071,SWEETS,BOMB TOFFI FEE 125G,5,5.06
2321,CHEMISTRY,E PROSZEK 300 G COLOR,2,2.46
9767,DRINK_JUICE,NAP CAPPY 0_33 JABLKO,5,1.78
1609,POULTRY,PASZTET DROBIOWY 90G DROP,4,1.12
6407,DAIRY_CHESSE,BAKOMA TWIST 250 G TRUSKAWKA,6,1.72
19030,SWEETS,NAP AQA PLUS 1_5 L GAZ JAB+PIGWA,9,0.7322222222222221
3444,CHEMISTRY,KOREKTOR W SZTYFCIE,2,1.69
11864,GENERAL,KNORR BARSZCZ BIALY 45 G,1,1.19
20325,SWEETS,CIASTKA OREO 96 G,5,2.9760000000000004
10460,DRINK_JUICE,WODA PRIMAVERA 1_5L N/GAZ,40,0.6970000000000001
7825,DAIRY_CHESSE,JOGOBELA MUSLI 150 G,10,1.392
20681,SWEETS,WAZ WYCISKANY ZEL,1,1.88
3578,CHEMISTRY,ZNICZ BIA?Y SREDNI S-124,6,3.11
15848,ICE_CREAMS_FROZEN,LODY TWISTER BLACK,2,1.58
13295,GENERAL_FOOD,POMIDORY CA?E 400 G SLONECZ.OGROD,6,1.5766666666666698
9970,DRINK_JUICE,NAP COCA COLA 0_33L PUSZKA,102,1.18970588235294
10970,POULTRY,KORECZKI HELSKIE 250 G,1,4.99
18813,SWEETS,CIASTKA SONATA 125 G DESEROWA,2,3.45
1248,BREAD,S BABKI 0_35KG,1,6.5
22233,VEGETABLES,KT PIETRUSZKA ZIELONA NATKA,178,0.903314606741573
2540,CHEMISTRY,PERSIL DUO-CAPS 32 SZT,13,0.648461538461538
217,ALCOHOL,PIWO PRAZUBR NIEP.0_5 B/ZW,21,1.7542857142857098
4196,CHEWING_GUM_LOLIPOPS,GUMA MAMBA,23,0.53
14216,GROATS_RICE_PASTA,MAKARON LUBELLA  KOLANKO OZDOBNE 500G,3,2.43
1589,POULTRY,PROFI PASZTET Z PAPRYKA 131G,3,1.38
11012,POULTRY,SZPROT W OLEJU 170 G WINTER,2,3.48
7597,DAIRY_CHESSE,GOS MLEKO ZAGESZCZ/NIES? 500 ML,9,2.69
3124,CHEMISTRY,REKLAMOWKA Z UCHWYTEM,120,0.37
12469,GENERAL_FOOD,O SER MOZZARELA 125 G,2,2.81
17360,OCCASIONAL,KLEJ MAGICZNY TUBA,1,2.09
5298,CIGARETTES,PAP LD LINK PSTRYK,3,10.35
3750,CHEMISTRY,TAFT CZERWONY,1,6.08
3761,CHEMISTRY,WORECZKI SNIADANIOWE 100 SZT,8,1.11
8654,DAIRY_CHESSE,SEREK WIEJSKI 150G LEKKI PIATNICA,5,1.39
10047,DRINK_JUICE,NAP TYMBARK 1 L JABLKO/MIETA 1L,4,1.75
22821,ALCOHOL,WODKA BOLS 0_5 L,1,16.74
10094,DRINK_JUICE,WODA JURAJSKA 1_5 L GAZ,12,1.16
3765,CHEMISTRY,WYBIELACZ DO FIERANEK 50 G,5,0.75
13861,GENERAL_FOOD,CYKORIA BUDYN WANILIOWY B/C 40 G,1,0.55
4251,CHEWING_GUM_LOLIPOPS,GUMA ORBIT BAG PEPPERMINT,2,2.25
1314,BREAD,C CHLEB ZIARNISTY 300G,42,2.4
14146,GROATS_RICE_PASTA,MAKA KOSZALINSKA  STOISLAW 1KG,18,1.72
7872,DAIRY_CHESSE,MLEKO TUBA,2,2.43
12875,GENERAL_FOOD,AMINO B?YSK_PIECZARKOWA,10,1.01
2378,CHEMISTRY,PERSIL DUO-CAPS 32 SZT,63,0.659047619047619
19700,SWEETS,CUKIERKI WERTHERS ORIGINAL 75GR,1,1.35
13979,GENERAL_FOOD,SZPARAGI ROLNIK 370ML ROLMIK,7,5.62428571428571
2791,CHEMISTRY,BELLA PODPASKI  MAX GREEN,1,2.89
1122,BREAD,C CHLEB ZIARNISTY 300G,40,2.4
8257,DAIRY_CHESSE,MASLANKA NATURALNA MRAGOWSKA,6,2.06
5688,CIGARETTES,ZAPALNICZKA KOLOR,48,0.65
162,ALCOHOL,PIWO REDDS MALINOWE PUSZKA 0_5L,2,2.53
3157,CHEMISTRY,WKLADKI PANTY SOFT DEO 20,2,2.25
23054,ALCOHOL,WINO WALDWEIN 0_75L JAGOGA S?ODKIE,1,7.6
9559,DRINK_JUICE,LAURKA,1,1.1
126,ALCOHOL,PIWO BOJAN FAJRANT 0_5 L B/ZWR,7,1.61
20804,SWEETS,MILKA CARAMEL 100G,2,2.53
5372,CIGARETTES,PAP LD RED.,75,10.32
22434,ALCOHOL,WODKA KRUPNIK PREMIUM 0_7 L,5,20.77
2542,CHEMISTRY,PERSIL ZEL 1_46 DO PRANIA,1,9.99
14448,GROATS_RICE_PASTA,MAK ZLOTY LAN KOLANKO DUZE 500 G,9,1.09
14269,GROATS_RICE_PASTA,MAKARON SPAGHETI 400G SULMA,8,1.4
3743,CHEMISTRY,SPIRYTUS SALICYNOWY 90 G,2,1.72
10697,DRINK_JUICE,NAP TYMBARK 1 L  WISNIA JABLK0,24,1.7975
5432,CIGARETTES,PAP CAMEL SUBTLE,9,11.64
6422,DAIRY_CHESSE,DA DANONKI TRUSKAWE 4X50G,1,2.76
17728,GENERAL_ITEMS,KARMA CHAPPI Z DROBIEM 400 G,6,2.7
15144,ICE_CREAMS_FROZEN,LODY PUCHAREK TRUSK,10,1.38
17189,POULTRY,PAROWKOWA Z SZYNKI  KG,1.865,17.3029490616622
17230,POULTRY,CWIARTKA Z KURCZAKA KG,0.939,5.59105431309904
20810,SWEETS,ODRA DUETKA FAMIL PIANKA 400G POMAR,2,6.01
10080,DRINK_JUICE,SOK POMIDOROWY 330 ML,4,0.83
17726,GENERAL_ITEMS,KARMA CHAPPI  WOLOW/WARZYWA 500G,3,2.84
22071,VEGETABLES,KT ORZECH LASKOWY KG,3.85,3.5012987012987
18360,SPICES,KNOR ROSOL Z KURY 3LX6 KOSTKI,3,1.45
3033,CHEMISTRY,KLEJ KROPELKA,6,2.33
11865,GENERAL,KNORR G.K MAKARON BOLONSKI,2,4.36
22566,ALCOHOL,NAP SPIR ZOLADKOWA GORZKA Z MIETA 0_2L,3,7.73
899,ALCOHOL,PIWO DEBOWE MOCNE 0_5L BUTELKA,47,1.79723404255319
3955,CHEMISTRY,SZAMPON TATARO-CHMIEL 240 ML EVA NATURE,2,2.69
5047,CIGARETTES,PAP WEST,7,10.972857142857098
9577,DRINK_JUICE,NAP CAPRIO 2L CZARNA PORZECZKA,3,2.5
7869,DAIRY_CHESSE,MLEKO LACIATE 2%1L,11,1.95
1931,CHEMISTRY,PASTA ELMEX JUNIOR,1,8.44
18219,SPICES,GALEO PRZYPRAWA DO ZIEMNIAKOW,2,0.88
6534,DAIRY_CHESSE,SER SMAZONY 200G SREM..,81,3.71
4859,CIGARETTES,PAP LM BLU,20,11.69
7709,DAIRY_CHESSE,SEREK WIEJSKI 200G PIATNICA,2,1.59
19502,SWEETS,CIASTKA JEZYKI CAFE 140 G,2,2.71
896,ALCOHOL,PIWO BOJAN TOPOREK 0_5 L,B/ZW,2.0
12781,GENERAL_FOOD,OCET KULINARNY 0_480 ML L PLASTIK,16,0.791875
3607,CHEMISTRY,CLIN LEMON 500 ML Z DOZ.,2,3.99
22385,ALCOHOL,WODKA ZUBROWKA BIALA 0_2L,13,6.6223076923076905
6595,DAIRY_CHESSE,DA DANONKI MEGA TRUSKAWKA/BANAN,2,3.75
18285,SPICES,KAMIS PIEPRZ ZIARNISTY 20 G,3,1.6
15329,ICE_CREAMS_FROZEN,LODY ROZEK MIX,7,1.35
19055,SWEETS,SUROWKA,2,2.13
19849,SWEETS,ZELKI AKUKU 90G PYSZCZKI,5,1.52
13298,GENERAL_FOOD,PRAZYNKA ZIEMNIACZANNA 60 G,1,1.39
5198,CIGARETTES,PAP ROTHMANSY RED 100,24,10.3954166666667
12221,GENERAL_FOOD,AMINO BLYSK GULASZOWA 61G,2,0.915
18454,SPICES,WIN MAGI W PLYNIE 200ML,11,1.89
16100,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,PIWO PERLA CHMIELOWA 0_5L BUT.B/ZWROT.,57,1.65
4012,CHEWING_GUM_LOLIPOPS,GUMA ORBIT STRAWBERRY DRAZE,5,1.46
16815,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KETCHUP LAGODNY 250G TORTEX,10,2.09
19979,SWEETS,PETITKI LUBISIE BANAN,17,0.7
20195,SWEETS,PRINCE POLO MINI CLASIC,60,0.42
21762,VEGETABLES,KT SZPARAGI ZIELONE PACZKA,5,5.62
12024,GENERAL,ORZESZKI W SKORUPCE 100G CEBULA,9,1.66
2656,CHEMISTRY,GABKA DO KAPIELI,2,0.89
11241,GENERAL,BERLISO 180 G+20G TRUSKA,1,1.21
2472,CHEMISTRY,EWA BALSAM DO OPALANIA 200 ML SOFT,1,10.74
8996,DRINK_JUICE,WODA ZYWIEC DELIKATNIE GAZOWANA 1_5L,12,1.15
16541,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,SLEDZ WIEJSKI EKSTRA W OLEJU 800G BECZKA,2,9.85
5216,CIGARETTES,EQLUB 10 ML,1,5.05
971,ALCOHOL,PIWO FOX 0_5 L PUSZKA MOCNE,98,1.22326530612245
364,ALCOHOL,PIWO WARKA RADLER 0_5 L BUT.,24,1.78
693,ALCOHOL,PIWO PER?A RZE?KIE 0_5L B/BEZW,2,1.76
22726,ALCOHOL,WODKA CZYSTA DE LUXE 0_5 L,4,13.59
7460,DAIRY_CHESSE,KASZKA MANNA WISN. 150G CZARNKOW,4,1.34
4087,CHEWING_GUM_LOLIPOPS,LIZAK KWIATEK/MALY/KULKA,2,0.22
10381,DRINK_JUICE,NAP HOOP 2 GAZ POMARANCZ,1,1.99
602,ALCOHOL,PIWO SOMERSBY  WOTERMELON 0_5 PUSZKA,13,2.7153846153846097
2890,CHEMISTRY,PATYCZKI HIG MEA 160 SZT,6,0.93
22482,ALCOHOL,WODKA FINLANDIA 0_5L  40%,1,22.2
22682,ALCOHOL,WODKA SOPLICA 0_5L,1,15.75
13805,GENERAL_FOOD,SZPARAGI KONSERWOWE 212ML ROLNIK,3,5.63
8933,DRINK_JUICE,NAP TYMBARK 0_25L  JABLKO-MIETA,6,0.81
16014,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,KNORR NUDLE SER W ZIOLACH,11,1.66
5399,CIGARETTES,PAP PS BLACK 100,18,10.1166666666667
7966,DAIRY_CHESSE,BAKOMA SATINA  KARMEL 170 G,1,1.18
6685,DAIRY_CHESSE,MASLANKA NATURALNA MRAGOWSKA,7,2.02
18847,SWEETS,HERBATNIKI MALTANKI 80G LAJK,4,1.43
