Restaurant_id,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA,Cuisine Style
id_253,254,4.5,$$ - $$$,307.0,/Restaurant_Review-g274707-d3192062-Reviews-Restaurace_Kulovy_Blesk-Prague_Bohemia.html,d3192062,"  Eastern European,   Czech"
id_254,255,4.0,$,233.0,/Restaurant_Review-g187265-d7596737-Reviews-La_Cabane-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d7596737,"French,   Vegetarian Friendly"
id_2540,2545,3.0,NaN,2.0,/Restaurant_Review-g187331-d1039067-Reviews-Holstenstube-Hamburg.html,d1039067,Other
id_2556,2557,4.0,$$ - $$$,24.0,/Restaurant_Review-g187497-d11795167-Reviews-Gelatiamo-Barcelona_Catalonia.html,d11795167,  Spanish
id_2561,2567,3.5,$$ - $$$,89.0,/Restaurant_Review-g274707-d2175380-Reviews-Prvni_Novomestsky_Restauracni-Prague_Bohemia.html,d2175380,  Pub
id_257,258,4.5,$$ - $$$,92.0,/Restaurant_Review-g189541-d10292470-Reviews-Bistro_Avenue-Copenhagen_Zealand.html,d10292470,"Italian,   Vegetarian Friendly,   European,   Danish"
id_2575,2576,4.0,$$ - $$$,205.0,/Restaurant_Review-g187147-d719805-Reviews-Paradis_Thai-Paris_Ile_de_France.html,d719805,"  Vegetarian Friendly,   Thai, Asian"
id_2599,2601,4.5,$$ - $$$,15.0,/Restaurant_Review-g187849-d5264440-Reviews-Antica_Salumeria_Crescenzago-Milan_Lombardy.html,d5264440,"Italian,   Gastropub"
id_2601,2602,4.5,$$ - $$$,76.0,/Restaurant_Review-g187147-d1503730-Reviews-Drogheria-Paris_Ile_de_France.html,d1503730,  Vegetarian Friendly
id_2608,2615,4.5,NaN,7.0,/Restaurant_Review-g187331-d8517072-Reviews-Eiscafe_San_Remo-Hamburg.html,d8517072,Italian
id_2614,2633,3.0,$$ - $$$,110.0,/Restaurant_Review-g187309-d2267111-Reviews-Shanghai_Restaurant-Munich_Upper_Bavaria_Bavaria.html,d2267111,"  Vegetarian Friendly,   Asian, Chinese"
id_2617,2620,4.0,NaN,2.0,/Restaurant_Review-g189158-d12999507-Reviews-Churrasqueria_Central_Santa_Barbara-Lisbon_Lisbon_District_Central_Portugal.html,d12999507,Other
id_2620,2625,4.0,$$ - $$$,372.0,/Restaurant_Review-g186338-d3192453-Reviews-Vinoteca-London_England.html,d3192453,"  Vegetarian Friendly,   International"
id_2647,2649,5.0,NaN,19.0,/Restaurant_Review-g187514-d8362902-Reviews-Lemme_s-Madrid.html,d8362902,Other
id_266,267,4.0,$$$$,129.0,/Restaurant_Review-g189180-d10878563-Reviews-Oficina-Porto_Porto_District_Northern_Portugal.html,d10878563,"Mediterranean,   Portuguese"
id_2660,2662,4.0,NaN,39.0,/Restaurant_Review-g187514-d9562461-Reviews-Ottawa_Burger-Madrid.html,d9562461,Other
id_2663,2665,4.0,NaN,2.0,/Restaurant_Review-g190454-d12233546-Reviews-Marktwirtschaft-Vienna.html,d12233546,Other
id_2664,2666,4.0,$$ - $$$,32.0,/Restaurant_Review-g187323-d2208132-Reviews-Il_Mondo-Berlin.html,d2208132,"  Mediterranean,   European"
id_268,269,4.0,$$ - $$$,637.0,/Restaurant_Review-g186605-d4580777-Reviews-Cleaver_East-Dublin_County_Dublin.html,d4580777,"  Gluten Free Options, Irish"
id_2681,2684,4.0,NaN,5.0,/Restaurant_Review-g189158-d5979704-Reviews-Pastelaria_Anaflor-Lisbon_Lisbon_District_Central_Portugal.html,d5979704,Other
id_270,271,4.0,$$ - $$$,85.0,/Restaurant_Review-g274856-d8797372-Reviews-Latem_Bar_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,d8797372,"  European,   Steakhouse,   Vegetarian Friendly,   Eastern European"
id_270,271,4.0,$$ - $$$,384.0,/Restaurant_Review-g190454-d2021717-Reviews-Vapiano-Vienna.html,d2021717,"  European,   Gluten Free Options,   Italian,   Pizza, Mediterranean"
id_2711,2713,4.5,$,9.0,/Restaurant_Review-g187514-d12354572-Reviews-La_Tragona_Bar_de_Tapas-Madrid.html,d12354572,"Bar,   Pub,   Cafe"
id_2711,2713,5.0,$,6.0,/Restaurant_Review-g187849-d12078773-Reviews-Kronos_Caffe-Milan_Lombardy.html,d12078773,  Bar
id_2734,2736,4.5,NaN,13.0,/Restaurant_Review-g187849-d9984284-Reviews-La_Caveja_Vigentina-Milan_Lombardy.html,d9984284,Other
id_2753,2755,4.0,$,60.0,/Restaurant_Review-g187849-d4424572-Reviews-Caffe_Picchio-Milan_Lombardy.html,d4424572,Bar
id_2763,2765,5.0,NaN,11.0,/Restaurant_Review-g187514-d10060659-Reviews-Gaditaun-Madrid.html,d10060659,Other
id_2769,2771,3.5,$$ - $$$,346.0,/Restaurant_Review-g187849-d1097475-Reviews-Pizzeria_Grand_Italia-Milan_Lombardy.html,d1097475,"  Vegetarian Friendly,   Mediterranean"
id_2773,2780,4.0,NaN,NaN,/Restaurant_Review-g188590-d10467094-Reviews-A_Loja-Amsterdam_North_Holland_Province.html,d10467094,Other
id_2783,2784,4.0,$,161.0,/Restaurant_Review-g187791-d3567816-Reviews-Il_Gianfornaio-Rome_Lazio.html,d3567816,"  Pizza, Italian,   International,   Vegetarian Friendly"
id_279,280,4.0,$$ - $$$,257.0,/Restaurant_Review-g186605-d1785149-Reviews-Little_Venice-Dublin_County_Dublin.html,d1785149,"  Pizza,   European,   Vegan Options"
id_2791,2792,3.0,$$ - $$$,12.0,/Restaurant_Review-g947638-d8155327-Reviews-Hong_Yun-Watermael_Boitsfort_Brussels.html,d8155327,Chinese
id_2792,2793,4.0,$$ - $$$,157.0,/Restaurant_Review-g187791-d2437956-Reviews-Hostaria_Pizzeria_da_Baffo-Rome_Lazio.html,d2437956,"Italian,   Seafood"
id_2792,2798,4.5,NaN,3.0,/Restaurant_Review-g274707-d4768668-Reviews-Na_Louzi-Prague_Bohemia.html,d4768668,  Czech
id_2802,2808,3.5,$$ - $$$,19.0,/Restaurant_Review-g274707-d4769349-Reviews-Restaurace_U_Pramene-Prague_Bohemia.html,d4769349,"  Czech, European"
id_2806,2807,3.5,$$ - $$$,1079.0,/Restaurant_Review-g187791-d1182786-Reviews-Ginza_Gold-Rome_Lazio.html,d1182786,"  Vegan Options, Japanese,   Vegetarian Friendly,   Sushi,   Gluten Free Options"
id_2825,2826,3.0,$$ - $$$,113.0,/Restaurant_Review-g1136493-d1093016-Reviews-Sushi_Shop-Ixelles_Brussels.html,d1093016,"Japanese,   Sushi,   Fast Food"
id_284,285,4.0,$$ - $$$,905.0,/Restaurant_Review-g187849-d1926746-Reviews-Izu-Milan_Lombardy.html,d1926746,"  Vegetarian Friendly, Japanese,   Asian,   Contemporary,   Soups,   Fusion"
id_284,285,5.0,$,93.0,/Restaurant_Review-g187147-d11929974-Reviews-Cook_n_Saj-Paris_Ile_de_France.html,d11929974,"  Vegan Options,   Vegetarian Friendly,   Middle Eastern"
id_2847,2850,4.0,NaN,NaN,/Restaurant_Review-g189158-d13139218-Reviews-Cafe_Cunha-Lisbon_Lisbon_District_Central_Portugal.html,d13139218,Other
id_2851,2853,5.0,NaN,4.0,/Restaurant_Review-g187323-d12417709-Reviews-Gia_Bao_Quan-Berlin.html,d12417709,Other
id_2858,2863,4.0,$$ - $$$,459.0,/Restaurant_Review-g186338-d4052905-Reviews-Cucina_Asellina-London_England.html,d4052905,"Italian,   Mediterranean,   Vegetarian Friendly"
id_2866,2867,4.5,$,35.0,/Restaurant_Review-g187497-d5865146-Reviews-Restaurante_Macao-Barcelona_Catalonia.html,d5865146,"  Asian, Chinese"
id_2882,2883,2.5,$$ - $$$,393.0,/Restaurant_Review-g188644-d802232-Reviews-Le_Falstaff-Brussels.html,d802232,  Belgian
id_2889,2890,4.5,$,15.0,/Restaurant_Review-g187791-d12323685-Reviews-La_Piada_Loca-Rome_Lazio.html,d12323685,Italian
id_29,30,4.5,$$ - $$$,87.0,/Restaurant_Review-g274873-d12089348-Reviews-Ek_Bistro-Ljubljana_Upper_Carniola_Region.html,d12089348,"  Gluten Free Options,   Central European"
id_2904,2906,3.5,NaN,3.0,/Restaurant_Review-g190454-d12350248-Reviews-Oskar-Vienna.html,d12350248,Italian
id_2926,2928,4.0,NaN,28.0,/Restaurant_Review-g187849-d6632829-Reviews-Don_Tannino_Bar_a_Vin-Milan_Lombardy.html,d6632829,Other
id_293,294,4.0,$$ - $$$,754.0,/Restaurant_Review-g187514-d4410180-Reviews-TASTE_GALLERY-Madrid.html,d4410180,"  Gluten Free Options,   Vegetarian Friendly,   Vegan Options,   European"
id_2936,2939,4.0,NaN,NaN,/Restaurant_Review-g189158-d8571233-Reviews-Avo_Vina-Lisbon_Lisbon_District_Central_Portugal.html,d8571233,Other
id_2940,2938,2.0,NaN,NaN,/Restaurant_Review-g188644-d7205059-Reviews-Au_Delice-Brussels.html,d7205059,Cafe
id_2944,2946,5.0,NaN,4.0,/Restaurant_Review-g187323-d11958431-Reviews-Crepegarten-Berlin.html,d11958431,Other
id_2946,2948,4.0,NaN,6.0,/Restaurant_Review-g190454-d8319709-Reviews-Gavaz-Vienna.html,d8319709,Other
id_2961,2963,3.5,$$ - $$$,59.0,/Restaurant_Review-g187323-d5822584-Reviews-Ungeheuer_Neukolln-Berlin.html,d5822584,"  Fusion,   Cafe, German"
id_2982,2984,3.5,$$ - $$$,132.0,/Restaurant_Review-g187849-d2620190-Reviews-Carlsberg_Platz-Milan_Lombardy.html,d2620190,  Brew Pub
id_299,300,4.0,$$ - $$$,1103.0,/Restaurant_Review-g188590-d779071-Reviews-New_King-Amsterdam_North_Holland_Province.html,d779071,"Chinese,   Vegetarian Friendly"
id_30,31,4.5,$$$$,142.0,/Restaurant_Review-g1096098-d2618233-Reviews-Cafe_de_la_Place-Plan_Les_Ouates_Geneva.html,d2618233,"  European, French"
id_3005,3011,4.5,$$ - $$$,91.0,/Restaurant_Review-g186338-d2516361-Reviews-Thaiphoon-London_England.html,d2516361,"  Vegan Options,   Vegetarian Friendly,   Thai"
id_301,302,4.5,$$$$,132.0,/Restaurant_Review-g187323-d7908111-Reviews-Zenkichi_Modern_Japanese_Brasserie-Berlin.html,d7908111,"  Asian,   Vegetarian Friendly"
id_3015,3016,3.0,$$ - $$$,1012.0,/Restaurant_Review-g187791-d2226584-Reviews-Fratelli_La_Bufala_a_Ponte_Milvio-Rome_Lazio.html,d2226584,"  Gluten Free Options,   Mediterranean,   Vegetarian Friendly"
id_3022,3023,4.5,NaN,42.0,/Restaurant_Review-g187791-d3873744-Reviews-Mezzosacco_Pizza_Tavola_Calda-Rome_Lazio.html,d3873744,Pizza
id_3031,3033,4.5,$$ - $$$,4.0,/Restaurant_Review-g187849-d13198202-Reviews-M89_Terrace-Milan_Lombardy.html,d13198202,"  Seafood,   Healthy"
id_3037,3039,4.0,NaN,46.0,/Restaurant_Review-g187849-d7621848-Reviews-La_Collina_Dei_Ciliegi-Milan_Lombardy.html,d7621848,Other
id_3038,3041,3.5,$$ - $$$,15.0,/Restaurant_Review-g189158-d4225439-Reviews-Painel_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d4225439,"  Portuguese, European"
id_304,305,4.5,$,70.0,/Restaurant_Review-g189180-d6946964-Reviews-Tasquinha_D_ouro-Porto_Porto_District_Northern_Portugal.html,d6946964,"Seafood,   Mediterranean,   Soups"
id_3052,3059,4.0,NaN,NaN,/Restaurant_Review-g274707-d12172734-Reviews-Cactus-Prague_Bohemia.html,d12172734,Other
id_3053,3054,4.0,$$ - $$$,177.0,/Restaurant_Review-g187791-d7214349-Reviews-Shabby_Bistrot-Rome_Lazio.html,d7214349,"  Mediterranean, Italian"
id_3054,3057,4.0,$$ - $$$,13.0,/Restaurant_Review-g189158-d8362416-Reviews-Aromas_Sabores-Lisbon_Lisbon_District_Central_Portugal.html,d8362416,Portuguese
id_3069,3076,4.0,NaN,2.0,/Restaurant_Review-g274707-d11799782-Reviews-Vistar_fast_food-Prague_Bohemia.html,d11799782,Vietnamese
id_307,308,4.5,$,31.0,/Restaurant_Review-g190479-d6727449-Reviews-Trans_Sushi-Oslo_Eastern_Norway.html,d6727449,"  Sushi,   Asian"
id_31,32,4.5,$$ - $$$,548.0,/Restaurant_Review-g187147-d785995-Reviews-AlKaram-Paris_Ile_de_France.html,d785995,"  Gluten Free Options,   Mediterranean,   Middle Eastern"
id_311,312,4.5,$$ - $$$,34.0,/Restaurant_Review-g274856-d9863670-Reviews-Edamame_Vegan_Sushi-Warsaw_Mazovia_Province_Central_Poland.html,d9863670,"  Soups, Japanese,   Sushi,   Vegetarian Friendly,   Asian"
id_3127,3129,4.0,$$ - $$$,12.0,/Restaurant_Review-g187323-d3702312-Reviews-Albrechtshof-Berlin.html,d3702312,German
id_313,314,4.5,NaN,14.0,/Restaurant_Review-g190356-d4844610-Reviews-Takajo_Sushi-Luxembourg_City.html,d4844610,Sushi
id_3131,3133,4.0,NaN,7.0,/Restaurant_Review-g187849-d12447161-Reviews-Le_Biciclette_Art_Bar_Bistrot-Milan_Lombardy.html,d12447161,Other
id_3150,3152,3.0,NaN,NaN,/Restaurant_Review-g190454-d10818786-Reviews-Gasthaus_Zum_Mile-Vienna.html,d10818786,Other
id_317,318,4.5,$$ - $$$,372.0,/Restaurant_Review-g189158-d1224146-Reviews-O_Beco-Lisbon_Lisbon_District_Central_Portugal.html,d1224146,Mediterranean
id_317,318,4.5,$$ - $$$,523.0,/Restaurant_Review-g187147-d780485-Reviews-Le_Jardin_d_en_Face-Paris_Ile_de_France.html,d780485,"  European, French"
id_318,319,4.5,$$ - $$$,88.0,/Restaurant_Review-g189541-d4093614-Reviews-SimpleRAW-Copenhagen_Zealand.html,d4093614,"  Vegetarian Friendly,   Gluten Free Options"
id_319,320,4.0,$,37.0,/Restaurant_Review-g274856-d10474731-Reviews-To_To_Pho-Warsaw_Mazovia_Province_Central_Poland.html,d10474731,"  Vietnamese, Asian"
id_3191,3197,4.5,$$ - $$$,123.0,/Restaurant_Review-g186338-d3970522-Reviews-Zen_Mondo_Japanese_Dining-London_England.html,d3970522,"  Gluten Free Options,   Asian,   Vegetarian Friendly"
id_3196,3198,4.0,$,30.0,/Restaurant_Review-g187323-d5519810-Reviews-Ristorante_Monte_Cristo-Berlin.html,d5519810,  Mediterranean
id_3198,3209,5.0,$,NaN,/Restaurant_Review-g188590-d10587448-Reviews-Pietersma_Snacks-Amsterdam_North_Holland_Province.html,d10587448,  European
id_322,323,4.0,$$ - $$$,590.0,/Restaurant_Review-g187849-d781928-Reviews-La_Taverna_dei_Golosi-Milan_Lombardy.html,d781928,"  Gluten Free Options,   Mediterranean"
id_322,323,4.5,$$ - $$$,55.0,/Restaurant_Review-g186605-d12564018-Reviews-Kostas_Greek_Restaurant-Dublin_County_Dublin.html,d12564018,Greek
id_3221,3223,3.5,$$ - $$$,87.0,/Restaurant_Review-g187849-d2320137-Reviews-Il_Trespolo-Milan_Lombardy.html,d2320137,"Pizza,   Seafood"
id_323,324,5.0,$$ - $$$,41.0,/Restaurant_Review-g189158-d12900896-Reviews-The_Little_Wine_Bar-Lisbon_Lisbon_District_Central_Portugal.html,d12900896,"  Wine Bar,   Portuguese,   Vegetarian Friendly"
id_3233,3234,3.5,$$ - $$$,209.0,/Restaurant_Review-g187791-d11998026-Reviews-Ercoli_Parioli-Rome_Lazio.html,d11998026,"  Mediterranean,   Gluten Free Options, Italian"
id_3243,3245,4.0,NaN,16.0,/Restaurant_Review-g187849-d7734583-Reviews-Gioby_Pizzeria-Milan_Lombardy.html,d7734583,Pizza
id_3244,3251,4.0,$$ - $$$,123.0,/Restaurant_Review-g186338-d1774775-Reviews-The_Dovetail-London_England.html,d1774775,"  European,   Bar"
id_3260,3267,4.0,NaN,4.0,/Restaurant_Review-g274707-d5308351-Reviews-Bowling_u_Pekare-Prague_Bohemia.html,d5308351,European
id_3260,3267,5.0,$$ - $$$,16.0,/Restaurant_Review-g186338-d12947166-Reviews-Tonis_Amalfi-London_England.html,d12947166,"Italian,   Vegetarian Friendly,   Gluten Free Options"
id_3270,3271,4.0,$$ - $$$,85.0,/Restaurant_Review-g187791-d6981542-Reviews-The_Gud-Rome_Lazio.html,d6981542,Italian
id_3278,3280,5.0,NaN,2.0,/Restaurant_Review-g187323-d7966501-Reviews-Cafe_Seidenfaden-Berlin.html,d7966501,Contemporary
id_3287,3288,4.5,$,44.0,/Restaurant_Review-g187791-d9710052-Reviews-Crunch-Rome_Lazio.html,d9710052,"Italian,   Vegan Options,   Mediterranean"
id_330,331,4.0,$$ - $$$,59.0,/Restaurant_Review-g274772-d12875225-Reviews-Trattoria_Degusti-Krakow_Lesser_Poland_Province_Southern_Poland.html,d12875225,European
id_3302,3303,4.0,$$ - $$$,245.0,/Restaurant_Review-g187147-d6949479-Reviews-Rachel_s_Pont_aux_Choux-Paris_Ile_de_France.html,d6949479,  Vegetarian Friendly
id_3303,3304,4.0,$$ - $$$,61.0,/Restaurant_Review-g187497-d997616-Reviews-Restaurante_El_Pati-Barcelona_Catalonia.html,d997616,  Vegetarian Friendly
id_3308,3310,4.0,$$ - $$$,243.0,/Restaurant_Review-g187849-d1746716-Reviews-La_Tavernetta_da_Elio-Milan_Lombardy.html,d1746716,"  Mediterranean, Italian"
id_332,333,4.5,$$ - $$$,153.0,/Restaurant_Review-g187791-d12423010-Reviews-Rione_13-Rome_Lazio.html,d12423010,  Vegan Options
id_3327,3334,4.0,$$ - $$$,143.0,/Restaurant_Review-g186338-d953657-Reviews-Lahore_One_Restaurant-London_England.html,d953657,"  Asian,   Vegetarian Friendly, Indian,   Halal"
id_3341,3345,3.5,NaN,3.0,/Restaurant_Review-g189158-d8772965-Reviews-Lamosa_Grill-Lisbon_Lisbon_District_Central_Portugal.html,d8772965,  Portuguese
id_3360,3361,4.0,$,61.0,/Restaurant_Review-g187791-d7274833-Reviews-Pizza_Pazza_per_i_Pazzi_della_Pizza-Rome_Lazio.html,d7274833,"  Asian,   Japanese"
id_3365,3366,5.0,$$ - $$$,18.0,/Restaurant_Review-g187147-d10737035-Reviews-Pignon-Paris_Ile_de_France.html,d10737035,"  Wine Bar,   Cafe, French,   Bar"
id_342,343,4.5,$$ - $$$,72.0,/Restaurant_Review-g189180-d9741389-Reviews-Boulevard_Burger_House-Porto_Porto_District_Northern_Portugal.html,d9741389,"American,   Fast Food,   Diner,   Vegetarian Friendly"
id_344,345,4.0,$$ - $$$,732.0,/Restaurant_Review-g187849-d2648160-Reviews-Pizzeria_di_Porta_Garibaldi-Milan_Lombardy.html,d2648160,"  Pizza,   Vegetarian Friendly,   Mediterranean,   Vegan Options, Italian"
id_3456,3458,5.0,NaN,3.0,/Restaurant_Review-g187323-d1358776-Reviews-Esplanade-Berlin.html,d1358776,Other
id_3462,3463,4.5,NaN,11.0,/Restaurant_Review-g187497-d10039662-Reviews-La_Cova_D_horta-Barcelona_Catalonia.html,d10039662,Other
id_3479,3481,5.0,NaN,NaN,/Restaurant_Review-g187323-d1354477-Reviews-Restaurant_Zum_Torhaus-Berlin.html,d1354477,Other
id_35,36,4.5,$$ - $$$,2340.0,/Restaurant_Review-g274887-d696117-Reviews-Taverna_Dionysos-Budapest_Central_Hungary.html,d696117,"Seafood,   Mediterranean,   Vegetarian Friendly,   Vegan Options,   Soups"
id_3501,3503,5.0,NaN,2.0,/Restaurant_Review-g187323-d11999809-Reviews-Lehrter_Cafe-Berlin.html,d11999809,"  Cafe,   International"
id_352,353,4.5,$$$$,688.0,/Restaurant_Review-g186338-d8632781-Reviews-ROKA_Mayfair-London_England.html,d8632781,"  Sushi,   Grill,   Asian, Japanese,   Gluten Free Options"
id_3552,3556,2.5,NaN,19.0,/Restaurant_Review-g189158-d10520643-Reviews-Prego_Gourmet_Lda-Lisbon_Lisbon_District_Central_Portugal.html,d10520643,Other
id_3556,3558,4.0,$$ - $$$,24.0,/Restaurant_Review-g187514-d8857488-Reviews-Bombay_Blue_Indian_Restaurant-Madrid.html,d8857488,  Vegetarian Friendly
id_356,357,5.0,$$ - $$$,84.0,/Restaurant_Review-g187791-d12481552-Reviews-CasaRita-Rome_Lazio.html,d12481552,"  Vegan Options, Vegetarian Friendly"
id_3566,3568,5.0,NaN,NaN,/Restaurant_Review-g187323-d2424319-Reviews-Focolare-Berlin.html,d2424319,Italian
id_357,358,4.0,$$ - $$$,472.0,/Restaurant_Review-g187849-d8076891-Reviews-Trulli_Love-Milan_Lombardy.html,d8076891,"  Contemporary,   Mediterranean,   Vegan Options, Italian"
id_3582,3583,5.0,$$ - $$$,9.0,/Restaurant_Review-g187497-d4814839-Reviews-Library_Lounge-Barcelona_Catalonia.html,d4814839,Spanish
id_36,37,4.5,$$$$,419.0,/Restaurant_Review-g187265-d1898848-Reviews-Au_14_Fevrier_Vieux_Lyon-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d1898848,French
id_360,361,5.0,$$ - $$$,49.0,/Restaurant_Review-g274887-d8654533-Reviews-Casa_Pomo_d_Oro-Budapest_Central_Hungary.html,d8654533,"  Vegan Options, Italian,   European,   Vegetarian Friendly"
id_3604,3606,5.0,$$ - $$$,2.0,/Restaurant_Review-g187323-d12242986-Reviews-Cavaclub-Berlin.html,d12242986,Spanish
id_361,362,4.5,$$ - $$$,288.0,/Restaurant_Review-g187791-d7361724-Reviews-InfarinaRe-Rome_Lazio.html,d7361724,"  Vegetarian Friendly,   Barbecue, Italian"
id_3625,3626,3.5,$$ - $$$,258.0,/Restaurant_Review-g187497-d1385082-Reviews-Trobador_Ferran-Barcelona_Catalonia.html,d1385082,Mediterranean
id_3649,3658,3.5,$$ - $$$,19.0,/Restaurant_Review-g274707-d5942142-Reviews-U_MACHTU_s_r_o-Prague_Bohemia.html,d5942142,"  Central European, European,   Czech"
id_3652,3657,2.0,$$ - $$$,292.0,/Restaurant_Review-g189158-d1096951-Reviews-Tapas_28-Lisbon_Lisbon_District_Central_Portugal.html,d1096951,"  European, Mediterranean,   Portuguese"
id_3658,3663,2.5,NaN,7.0,/Restaurant_Review-g189158-d1093837-Reviews-Lisboa_Solar-Lisbon_Lisbon_District_Central_Portugal.html,d1093837,Other
id_3662,3663,4.0,$,26.0,/Restaurant_Review-g187497-d5587837-Reviews-Chistu-Barcelona_Catalonia.html,d5587837,Spanish
id_3669,3674,2.5,NaN,9.0,/Restaurant_Review-g189158-d8381040-Reviews-Buzina-Lisbon_Lisbon_District_Central_Portugal.html,d8381040,Other
id_368,370,5.0,$$ - $$$,27.0,/Restaurant_Review-g187309-d10524693-Reviews-Schmaus_Braus-Munich_Upper_Bavaria_Bavaria.html,d10524693,German
id_3695,3696,3.5,$$ - $$$,127.0,/Restaurant_Review-g187497-d2179945-Reviews-Boria-Barcelona_Catalonia.html,d2179945,"Mediterranean,   Spanish,   European"
id_3703,3704,3.5,$$ - $$$,1135.0,/Restaurant_Review-g187147-d5943832-Reviews-Brasserie_L_Alsace-Paris_Ile_de_France.html,d5943832,"  European, French"
id_3705,3712,4.0,$$ - $$$,187.0,/Restaurant_Review-g186338-d1016160-Reviews-Galicia_Restaurant-London_England.html,d1016160,Mediterranean
id_373,374,4.0,NaN,NaN,/Restaurant_Review-g274873-d8602510-Reviews-Tombstone_Saloon-Ljubljana_Upper_Carniola_Region.html,d8602510,Other
id_374,375,4.0,$$ - $$$,497.0,/Restaurant_Review-g189158-d697259-Reviews-Restaurante_Natural_Terra-Lisbon_Lisbon_District_Central_Portugal.html,d697259,"  European, Mediterranean,   Vegetarian Friendly,   Gluten Free Options,   Portuguese"
id_3753,3755,4.5,NaN,7.0,/Restaurant_Review-g187323-d7772581-Reviews-Falafel_Aladdin-Berlin.html,d7772581,Middle Eastern
id_377,378,4.0,$$ - $$$,98.0,/Restaurant_Review-g274856-d4211999-Reviews-Silk_and_Spicy-Warsaw_Mazovia_Province_Central_Poland.html,d4211999,"  Asian,   Vegetarian Friendly,   Thai, Sushi"
id_3803,3810,4.5,$,25.0,/Restaurant_Review-g186338-d11721387-Reviews-The_Full_Nelson-London_England.html,d11721387,"  Pub,   Bar,   Vegan Options"
id_384,385,4.5,$$ - $$$,40.0,/Restaurant_Review-g189541-d10072291-Reviews-Italo_Disco-Copenhagen_Zealand.html,d10072291,"  Mediterranean,   European"
id_387,388,3.5,$,10.0,/Restaurant_Review-g274873-d806051-Reviews-Kurji_tat-Ljubljana_Upper_Carniola_Region.html,d806051,"  Central European, European,   Slovenian"
id_3891,3893,3.5,NaN,6.0,/Restaurant_Review-g187849-d1901926-Reviews-Il_Giardino-Milan_Lombardy.html,d1901926,Italian
id_3896,3897,4.0,$$ - $$$,13.0,/Restaurant_Review-g187497-d13162505-Reviews-Mandoca-Barcelona_Catalonia.html,d13162505,American
id_3914,3916,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d7146900-Reviews-Gaia_Bistrot-Berlin.html,d7146900,Italian
id_3917,3918,3.5,$$ - $$$,197.0,/Restaurant_Review-g187791-d3454924-Reviews-Ristorante_Il_Borgo-Rome_Lazio.html,d3454924,"  Italian,   Grill,   Pizza"
id_393,394,4.0,$$ - $$$,77.0,/Restaurant_Review-g187331-d1873223-Reviews-Cafe_Leonar-Hamburg.html,d1873223,"  Vegetarian Friendly,   Central European,   Kosher"
id_393,394,4.0,$$ - $$$,141.0,/Restaurant_Review-g274856-d4323006-Reviews-Jeff_s-Warsaw_Mazovia_Province_Central_Poland.html,d4323006,  Grill
id_395,396,4.5,$$ - $$$,95.0,/Restaurant_Review-g189180-d1081959-Reviews-Restaurante_Campo_Alegre_Compadre-Porto_Porto_District_Northern_Portugal.html,d1081959,"Mediterranean,   Soups"
id_396,397,5.0,$$ - $$$,45.0,/Restaurant_Review-g187497-d12384001-Reviews-Sushi_Samurai-Barcelona_Catalonia.html,d12384001,"  Korean, Japanese,   Asian"
id_3966,3967,4.0,$$ - $$$,39.0,/Restaurant_Review-g187497-d1926325-Reviews-Echo_Restaurant-Barcelona_Catalonia.html,d1926325,"  Vegetarian Friendly,   Spanish, Mediterranean"
id_3991,3998,4.5,$$ - $$$,48.0,/Restaurant_Review-g186338-d7312499-Reviews-The_Canvas_Cafe-London_England.html,d7312499,"Cafe,   Vegan Options,   Vegetarian Friendly"
id_3998,3999,4.0,$$ - $$$,137.0,/Restaurant_Review-g187791-d2323613-Reviews-Ristorante_Petrucci-Rome_Lazio.html,d2323613,  Mediterranean
id_4,5,5.0,$$ - $$$,1078.0,/Restaurant_Review-g187497-d11906544-Reviews-Bodega_Biarritz-Barcelona_Catalonia.html,d11906544,"  Gluten Free Options,   European,   Vegan Options, Mediterranean"
id_40,41,4.5,$$ - $$$,834.0,/Restaurant_Review-g186525-d1871954-Reviews-Indaba-Edinburgh_Scotland.html,d1871954,"  Mediterranean,   Vegetarian Friendly,   Vegan Options,   Spanish"
id_400,401,4.0,$$ - $$$,774.0,/Restaurant_Review-g187514-d8415205-Reviews-El_Perro_y_la_Galleta-Madrid.html,d8415205,"  Gluten Free Options,   Vegan Options"
id_400,401,4.5,$$$$,1084.0,/Restaurant_Review-g186338-d1029286-Reviews-The_Square-London_England.html,d1029286,"  Gluten Free Options, Vegetarian Friendly"
id_402,403,4.0,$$ - $$$,1133.0,/Restaurant_Review-g187791-d1488977-Reviews-Il_Corallo-Rome_Lazio.html,d1488977,"  Vegetarian Friendly,   Gluten Free Options,   Mediterranean, Italian"
id_403,404,4.5,$$ - $$$,275.0,/Restaurant_Review-g186605-d5533891-Reviews-Ravi_s_Kitchen-Dublin_County_Dublin.html,d5533891,Indian
id_4049,4050,3.5,$$ - $$$,181.0,/Restaurant_Review-g187791-d795687-Reviews-Ristorante_Indiano_Bombay-Rome_Lazio.html,d795687,"  Vegan Options,   Asian, Indian"
