Restaurant_id,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA
id_1244,Asian,1256,3.5,$$ - $$$,45.0,/Restaurant_Review-g187309-d2524764-Reviews-Majestic_Asia_Restaurant-Munich_Upper_Bavaria_Bavaria.html,d2524764
id_1608,Pizza,1610,4.0,NaN,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,d4591733
id_257,  Vegetarian Friendly,258,4.5,$$ - $$$,92.0,/Restaurant_Review-g189541-d10292470-Reviews-Bistro_Avenue-Copenhagen_Zealand.html,d10292470
id_6678,Mediterranean,6681,3.5,$$ - $$$,13.0,/Restaurant_Review-g187514-d10383695-Reviews-Cerveceria_Carril-Madrid.html,d10383695
id_4,  European,5,5.0,$$ - $$$,1078.0,/Restaurant_Review-g187497-d11906544-Reviews-Bodega_Biarritz-Barcelona_Catalonia.html,d11906544
id_1079,  European,1080,4.0,$$ - $$$,167.0,/Restaurant_Review-g189158-d2703359-Reviews-A_Mourisca-Lisbon_Lisbon_District_Central_Portugal.html,d2703359
id_1716,Fast Food,1720,3.5,$,20.0,/Restaurant_Review-g186605-d3544710-Reviews-Eddie_Rockets-Dublin_County_Dublin.html,d3544710
id_5209,  Asian,5210,5.0,$$ - $$$,2.0,/Restaurant_Review-g187791-d13322935-Reviews-Gyoza_Ristorante_Dim_sum_Sushi-Rome_Lazio.html,d13322935
id_605,Cafe,606,4.0,$$ - $$$,8.0,/Restaurant_Review-g189934-d6663062-Reviews-Cafe_Veranda-Helsinki_Uusimaa.html,d6663062
id_4288,  Pub,4291,3.5,NaN,13.0,/Restaurant_Review-g187849-d4875639-Reviews-Il_Bacaro_Milano-Milan_Lombardy.html,d4875639
id_770,  Barbecue,771,5.0,$,3.0,/Restaurant_Review-g189180-d13087286-Reviews-Beer_Beef_Beyond-Porto_Porto_District_Northern_Portugal.html,d13087286
id_1182,  Sushi,1176,5.0,NaN,3.0,/Restaurant_Review-g189541-d6813236-Reviews-Koi_Sushi-Copenhagen_Zealand.html,d6813236
id_3327,  Asian,3334,4.0,$$ - $$$,143.0,/Restaurant_Review-g186338-d953657-Reviews-Lahore_One_Restaurant-London_England.html,d953657
id_482,French,485,4.5,$$$$,12.0,/Restaurant_Review-g188057-d10288341-Reviews-Cafe_de_la_Coulouvreniere-Geneva.html,d10288341
id_3308,  Mediterranean,3310,4.0,$$ - $$$,243.0,/Restaurant_Review-g187849-d1746716-Reviews-La_Tavernetta_da_Elio-Milan_Lombardy.html,d1746716
id_611,Other,614,5.0,NaN,5.0,/Restaurant_Review-g4346525-d11812573-Reviews-L_Espresso-Vernier_Geneva.html,d11812573
id_9780,Seafood,9789,3.5,$$ - $$$,162.0,/Restaurant_Review-g186338-d3613533-Reviews-Fish_House-London_England.html,d3613533
id_164,  Healthy,165,4.5,$$ - $$$,73.0,/Restaurant_Review-g187331-d6031001-Reviews-Dean_David_Fresh_to_Eat-Hamburg.html,d6031001
id_1611,  Vegetarian Friendly,1612,4.0,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842
id_2847,Other,2850,4.0,NaN,NaN,/Restaurant_Review-g189158-d13139218-Reviews-Cafe_Cunha-Lisbon_Lisbon_District_Central_Portugal.html,d13139218
id_8,  Vegetarian Friendly,9,4.5,$$ - $$$,816.0,/Restaurant_Review-g274873-d8124300-Reviews-Robba-Ljubljana_Upper_Carniola_Region.html,d8124300
id_9780,  Fast Food,9789,3.5,$$ - $$$,162.0,/Restaurant_Review-g186338-d3613533-Reviews-Fish_House-London_England.html,d3613533
id_5209,  Sushi,5210,5.0,$$ - $$$,2.0,/Restaurant_Review-g187791-d13322935-Reviews-Gyoza_Ristorante_Dim_sum_Sushi-Rome_Lazio.html,d13322935
id_456,  Vegetarian Friendly,457,4.5,$$ - $$$,1237.0,/Restaurant_Review-g187791-d3134650-Reviews-La_Taverna_Italiana-Rome_Lazio.html,d3134650
id_685,Mediterranean,686,4.0,$$ - $$$,78.0,/Restaurant_Review-g274856-d6453074-Reviews-Sheesha_Lounge-Warsaw_Mazovia_Province_Central_Poland.html,d6453074
id_374,  Vegetarian Friendly,375,4.0,$$ - $$$,497.0,/Restaurant_Review-g189158-d697259-Reviews-Restaurante_Natural_Terra-Lisbon_Lisbon_District_Central_Portugal.html,d697259
id_934,  Vegetarian Friendly,936,4.5,$$ - $$$,28.0,/Restaurant_Review-g189400-d3654659-Reviews-Asty_68-Athens_Attica.html,d3654659
id_822,Latin,823,4.0,$$ - $$$,34.0,/Restaurant_Review-g187331-d878520-Reviews-Taberna_El_Paisa-Hamburg.html,d878520
id_8449,Mediterranean,8456,2.5,$$ - $$$,566.0,/Restaurant_Review-g187514-d7241440-Reviews-La_Carmela-Madrid.html,d7241440
id_1767,  Vegetarian Friendly,1769,4.0,$$ - $$$,25.0,/Restaurant_Review-g187849-d12927216-Reviews-Cacau_Temakeria-Milan_Lombardy.html,d12927216
id_7183,  Pub,7184,3.5,$,115.0,/Restaurant_Review-g187147-d1013511-Reviews-L_abribus-Paris_Ile_de_France.html,d1013511
id_10876,  Eastern European,10886,4.0,$$ - $$$,20.0,/Restaurant_Review-g186338-d4185485-Reviews-Haweli_of_Sutton-London_England.html,d4185485
id_1374,European,1376,3.5,$$ - $$$,66.0,/Restaurant_Review-g189541-d6618276-Reviews-Plaza_Grill-Copenhagen_Zealand.html,d6618276
id_911,Other,912,4.0,NaN,24.0,/Restaurant_Review-g189852-d1099621-Reviews-Nyfiken_Gul-Stockholm.html,d1099621
id_20,  Vegetarian Friendly,21,4.5,$$$$,956.0,/Restaurant_Review-g274887-d696038-Reviews-KOLLAZS_Brasserie_Bar-Budapest_Central_Hungary.html,d696038
id_8562,Other,8564,4.0,NaN,20.0,/Restaurant_Review-g187147-d1327141-Reviews-Amareto-Paris_Ile_de_France.html,d1327141
id_4348,  Bar,4355,4.5,$$ - $$$,120.0,/Restaurant_Review-g186338-d4324139-Reviews-The_Tapestry_Tapas_Bar-London_England.html,d4324139
id_1516,Other,1518,4.0,NaN,6.0,/Restaurant_Review-g274856-d11793939-Reviews-Kawiarnia_Amatorska-Warsaw_Mazovia_Province_Central_Poland.html,d11793939
id_1556,  European,1557,4.5,$$ - $$$,287.0,/Restaurant_Review-g187791-d1095455-Reviews-Il_Bacocco-Rome_Lazio.html,d1095455
id_9572,French,9574,4.0,NaN,6.0,/Restaurant_Review-g187147-d4293803-Reviews-La_Table_Ronde-Paris_Ile_de_France.html,d4293803
id_773,French,774,4.0,$$ - $$$,1024.0,/Restaurant_Review-g187147-d3547447-Reviews-L_Escargot_Montorgueil-Paris_Ile_de_France.html,d3547447
id_1188,  Vegetarian Friendly,1189,4.0,$$ - $$$,173.0,/Restaurant_Review-g187791-d11895495-Reviews-SAO_Brazilian_Sushi_Bar-Rome_Lazio.html,d11895495
id_1925,  European,1927,4.0,$,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,d4748988
id_987,Pizza,988,4.5,$$ - $$$,12.0,/Restaurant_Review-g274856-d6732811-Reviews-Pizzeria_Parma-Warsaw_Mazovia_Province_Central_Poland.html,d6732811
id_550,  Vegetarian Friendly,551,4.0,$$ - $$$,118.0,/Restaurant_Review-g186605-d3153451-Reviews-Beckett_Bull-Dublin_County_Dublin.html,d3153451
id_977,Vietnamese,986,4.0,$$ - $$$,16.0,/Restaurant_Review-g187309-d11631425-Reviews-Com_Viet-Munich_Upper_Bavaria_Bavaria.html,d11631425
id_4519,  Asian,4527,3.5,$$ - $$$,1352.0,/Restaurant_Review-g186338-d680500-Reviews-Golden_Dragon-London_England.html,d680500
id_873,Greek,874,3.0,NaN,3.0,/Restaurant_Review-g274924-d4770241-Reviews-Olive_Tree_Restaurant-Bratislava_Bratislava_Region.html,d4770241
id_2468,Other,2470,4.0,NaN,20.0,/Restaurant_Review-g187514-d10398981-Reviews-Mamavaca-Madrid.html,d10398981
id_6382,French,6383,4.0,$$ - $$$,35.0,/Restaurant_Review-g187147-d6519298-Reviews-Retro-Paris_Ile_de_France.html,d6519298
id_4196,Bar,4197,5.0,$$ - $$$,NaN,/Restaurant_Review-g187497-d12572658-Reviews-Crusto-Barcelona_Catalonia.html,d12572658
id_5459,  Thai,5460,3.5,$$ - $$$,132.0,/Restaurant_Review-g187147-d953033-Reviews-Chao_praya-Paris_Ile_de_France.html,d953033
id_1346,  Gluten Free Options,1348,4.5,$,156.0,/Restaurant_Review-g186338-d8125299-Reviews-Waffle_Jack_s_American_Diner-London_England.html,d8125299
id_393,  Kosher,394,4.0,$$ - $$$,77.0,/Restaurant_Review-g187331-d1873223-Reviews-Cafe_Leonar-Hamburg.html,d1873223
id_4092,  Mediterranean,4093,4.0,$$ - $$$,35.0,/Restaurant_Review-g187791-d8092415-Reviews-Trattoria_Gliamici-Rome_Lazio.html,d8092415
id_541,Asian,542,4.0,$$ - $$$,138.0,/Restaurant_Review-g187265-d2641947-Reviews-Indo_Cafe-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d2641947
id_130,  Pub,131,4.5,$$ - $$$,448.0,/Restaurant_Review-g186525-d752894-Reviews-The_Cambridge_Bar-Edinburgh_Scotland.html,d752894
id_8120,Other,8129,5.0,NaN,3.0,/Restaurant_Review-g186338-d11842481-Reviews-Diners_Delight-London_England.html,d11842481
id_1468,  British,1473,3.5,$$ - $$$,24.0,/Restaurant_Review-g188113-d1887046-Reviews-McGees_Irish_Pub_Restaurant-Zurich.html,d1887046
id_538,  Steakhouse,539,4.0,$$ - $$$,82.0,/Restaurant_Review-g189852-d780673-Reviews-Saddle_Sabre-Stockholm.html,d780673
id_2491,Italian,2492,4.0,$,69.0,/Restaurant_Review-g187791-d10242690-Reviews-Tiramisu_Roma_Trastevere-Rome_Lazio.html,d10242690
id_384,  European,385,4.5,$$ - $$$,40.0,/Restaurant_Review-g189541-d10072291-Reviews-Italo_Disco-Copenhagen_Zealand.html,d10072291
id_994,  Vegetarian Friendly,995,4.5,$,12.0,/Restaurant_Review-g274856-d11947459-Reviews-Soup_Culture-Warsaw_Mazovia_Province_Central_Poland.html,d11947459
id_48,  Fast Food,49,4.5,$$ - $$$,1724.0,/Restaurant_Review-g187791-d8511258-Reviews-Pasta_Chef_Monti_Street_Food_Gourmet-Rome_Lazio.html,d8511258
id_1745,European,1747,4.0,$$ - $$$,11.0,/Restaurant_Review-g189158-d13150829-Reviews-Tezero-Lisbon_Lisbon_District_Central_Portugal.html,d13150829
id_5,  Gluten Free Options,6,4.5,$$ - $$$,1222.0,/Restaurant_Review-g188057-d751711-Reviews-Cafe_du_Soleil-Geneva.html,d751711
id_538,  Bar,539,4.0,$$ - $$$,82.0,/Restaurant_Review-g189852-d780673-Reviews-Saddle_Sabre-Stockholm.html,d780673
id_2243,  Scandinavian,2247,3.0,$$ - $$$,86.0,/Restaurant_Review-g189852-d1043439-Reviews-Soap_Bar-Stockholm.html,d1043439
id_12901,  British,12911,3.5,$$ - $$$,4.0,/Restaurant_Review-g186338-d12996130-Reviews-The_Running_Horse-London_England.html,d12996130
id_4706,  Vegetarian Friendly,4714,3.5,$$ - $$$,376.0,/Restaurant_Review-g186338-d1388962-Reviews-Dim_t_Victoria-London_England.html,d1388962
id_10381,Bar,10383,4.0,$$ - $$$,3.0,/Restaurant_Review-g187147-d12571297-Reviews-Combat-Paris_Ile_de_France.html,d12571297
id_4209,  Fast Food,4210,4.0,$,55.0,/Restaurant_Review-g187791-d8020681-Reviews-Quadro_Pizzetterie-Rome_Lazio.html,d8020681
id_770,  Wine Bar,771,5.0,$,3.0,/Restaurant_Review-g189180-d13087286-Reviews-Beer_Beef_Beyond-Porto_Porto_District_Northern_Portugal.html,d13087286
id_4406,  Wine Bar,4409,4.5,NaN,3.0,/Restaurant_Review-g187849-d4593810-Reviews-Bar_Tabacchi_Punto_3-Milan_Lombardy.html,d4593810
id_4974,  Nepali,4977,3.5,$$ - $$$,11.0,/Restaurant_Review-g187849-d8339929-Reviews-Ciao_Duomo-Milan_Lombardy.html,d8339929
id_48,  Street Food,49,4.5,$$ - $$$,1724.0,/Restaurant_Review-g187791-d8511258-Reviews-Pasta_Chef_Monti_Street_Food_Gourmet-Rome_Lazio.html,d8511258
id_6624,  European,6625,3.0,$$ - $$$,169.0,/Restaurant_Review-g187497-d3292870-Reviews-La_Cava_Universal-Barcelona_Catalonia.html,d3292870
id_739,  Bar,740,4.0,$$ - $$$,98.0,/Restaurant_Review-g274887-d2171461-Reviews-Claro_Bistro-Budapest_Central_Hungary.html,d2171461
id_997,  Gluten Free Options,998,4.0,$$ - $$$,367.0,/Restaurant_Review-g187791-d2042134-Reviews-Arancio_d_Oro-Rome_Lazio.html,d2042134
id_639,  Hungarian,640,4.0,$$ - $$$,93.0,/Restaurant_Review-g274887-d1489269-Reviews-Pantlika_Bistro-Budapest_Central_Hungary.html,d1489269
id_7814,Fast Food,7823,4.0,$$ - $$$,21.0,/Restaurant_Review-g186338-d7332678-Reviews-Vital_Ingredient-London_England.html,d7332678
id_206,  Asian,207,4.5,$$ - $$$,55.0,/Restaurant_Review-g190454-d10395526-Reviews-DiningRuhm-Vienna.html,d10395526
id_1773,Turkish,1778,4.5,$,11.0,/Restaurant_Review-g188590-d8734791-Reviews-Marmara-Amsterdam_North_Holland_Province.html,d8734791
id_2806,  Vegetarian Friendly,2807,3.5,$$ - $$$,1079.0,/Restaurant_Review-g187791-d1182786-Reviews-Ginza_Gold-Rome_Lazio.html,d1182786
id_2406,  Seafood,2408,4.0,$$ - $$$,184.0,/Restaurant_Review-g187849-d813925-Reviews-La_Villetta-Milan_Lombardy.html,d813925
id_1698,Vegetarian Friendly,1700,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,d11888740
id_214,  Vegan Options,215,4.0,$$$$,1613.0,/Restaurant_Review-g187849-d5264429-Reviews-Ceresio_7_Pools_Restaurant-Milan_Lombardy.html,d5264429
id_1133,Italian,1134,3.5,$$ - $$$,61.0,/Restaurant_Review-g188644-d1082420-Reviews-Al_Pronto-Brussels.html,d1082420
id_2791,Chinese,2792,3.0,$$ - $$$,12.0,/Restaurant_Review-g947638-d8155327-Reviews-Hong_Yun-Watermael_Boitsfort_Brussels.html,d8155327
id_415,  Pizza,416,4.0,$$ - $$$,615.0,/Restaurant_Review-g187849-d2263352-Reviews-Al_Padellone-Milan_Lombardy.html,d2263352
id_2825,  Fast Food,2826,3.0,$$ - $$$,113.0,/Restaurant_Review-g1136493-d1093016-Reviews-Sushi_Shop-Ixelles_Brussels.html,d1093016
id_602,  Vegetarian Friendly,603,4.0,$$ - $$$,135.0,/Restaurant_Review-g186605-d7591680-Reviews-East_Restaurant-Dublin_County_Dublin.html,d7591680
id_1720,Italian,1722,4.0,$,50.0,/Restaurant_Review-g187849-d5808504-Reviews-Pizzeria_La_Costiera-Milan_Lombardy.html,d5808504
id_430,  Pub,431,4.5,$,38.0,/Restaurant_Review-g274772-d8425435-Reviews-U_Jozina-Krakow_Lesser_Poland_Province_Southern_Poland.html,d8425435
id_689,  Central American,690,4.5,$$ - $$$,29.0,/Restaurant_Review-g190454-d10485816-Reviews-Chuchu-Vienna.html,d10485816
id_514,  Vegetarian Friendly,515,4.0,$$ - $$$,231.0,/Restaurant_Review-g187514-d4473807-Reviews-Desengano13-Madrid.html,d4473807
id_6690,  European,6691,3.0,$$ - $$$,37.0,/Restaurant_Review-g187497-d3242259-Reviews-Restaurant_Man_Go-Barcelona_Catalonia.html,d3242259
id_4348,  Spanish,4355,4.5,$$ - $$$,120.0,/Restaurant_Review-g186338-d4324139-Reviews-The_Tapestry_Tapas_Bar-London_England.html,d4324139
id_1033,  Turkish,1035,4.5,$$ - $$$,193.0,/Restaurant_Review-g186338-d8599829-Reviews-Oklava-London_England.html,d8599829
id_2711,Bar,2713,4.5,$,9.0,/Restaurant_Review-g187514-d12354572-Reviews-La_Tragona_Bar_de_Tapas-Madrid.html,d12354572
id_13563,Seafood,13573,3.5,$,6.0,/Restaurant_Review-g186338-d8401717-Reviews-Springbank-London_England.html,d8401717
id_2188,Other,2192,3.5,NaN,4.0,/Restaurant_Review-g187331-d4553147-Reviews-Molly_Malone-Hamburg.html,d4553147
id_3031,  Seafood,3033,4.5,$$ - $$$,4.0,/Restaurant_Review-g187849-d13198202-Reviews-M89_Terrace-Milan_Lombardy.html,d13198202
id_8349,Other,8356,2.5,NaN,16.0,/Restaurant_Review-g187514-d5776152-Reviews-Argayo-Madrid.html,d5776152
id_5673,  South American,5675,5.0,$,NaN,/Restaurant_Review-g187791-d12322989-Reviews-Tasty_Friendly-Rome_Lazio.html,d12322989
id_1403,Other,1411,1.0,NaN,NaN,/Restaurant_Review-g188057-d7996902-Reviews-Lidia-Geneva.html,d7996902
id_4,  Vegan Options,5,5.0,$$ - $$$,1078.0,/Restaurant_Review-g187497-d11906544-Reviews-Bodega_Biarritz-Barcelona_Catalonia.html,d11906544
id_11299,Other,11301,4.0,NaN,7.0,/Restaurant_Review-g187147-d10336129-Reviews-L_Annexe-Paris_Ile_de_France.html,d10336129
id_197,French,198,4.0,$$ - $$$,370.0,/Restaurant_Review-g187265-d918784-Reviews-L_Atelier_d_Yvonne-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d918784
id_5569,European,5570,3.5,$$ - $$$,194.0,/Restaurant_Review-g187147-d1912643-Reviews-R_Yves-Paris_Ile_de_France.html,d1912643
id_8307,Other,8316,4.5,NaN,10.0,/Restaurant_Review-g186338-d7850012-Reviews-Temptations_Cafe-London_England.html,d7850012
id_1722,  Tibetan,1725,4.0,$$ - $$$,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794
id_18,  European,19,4.5,$$ - $$$,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,d6482548
id_1370,Other,1381,5.0,NaN,3.0,/Restaurant_Review-g950786-d11995686-Reviews-Atelier_du_Sushi-Schaerbeek_Brussels.html,d11995686
id_7011,  Pub,7012,3.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d3692741-Reviews-Tapas_Beer-Barcelona_Catalonia.html,d3692741
id_12089,Other,12091,3.5,NaN,15.0,/Restaurant_Review-g187147-d1035596-Reviews-L_Envol_Cafe_Quebecois-Paris_Ile_de_France.html,d1035596
id_887,European,888,4.5,$$ - $$$,66.0,/Restaurant_Review-g189158-d6432242-Reviews-Embaixada_Portuguesa-Lisbon_Lisbon_District_Central_Portugal.html,d6432242
id_7011,Mediterranean,7012,3.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d3692741-Reviews-Tapas_Beer-Barcelona_Catalonia.html,d3692741
id_862,  Seafood,864,4.0,$$ - $$$,253.0,/Restaurant_Review-g187849-d1097463-Reviews-Bebel-Milan_Lombardy.html,d1097463
id_991,Japanese,993,4.5,$$ - $$$,31.0,/Restaurant_Review-g186605-d8524256-Reviews-Michie_Sushi_Sandyford-Dublin_County_Dublin.html,d8524256
id_6607,Bar,6608,3.5,$$ - $$$,19.0,/Restaurant_Review-g187497-d3319308-Reviews-Bloomsday_bar-Barcelona_Catalonia.html,d3319308
id_1722,  Nepali,1725,4.0,$$ - $$$,3.0,/Restaurant_Review-g187331-d12867794-Reviews-Tibet_Restaurant-Hamburg.html,d12867794
id_206,  International,207,4.5,$$ - $$$,55.0,/Restaurant_Review-g190454-d10395526-Reviews-DiningRuhm-Vienna.html,d10395526
id_40,  Vegan Options,41,4.5,$$ - $$$,834.0,/Restaurant_Review-g186525-d1871954-Reviews-Indaba-Edinburgh_Scotland.html,d1871954
id_10139,Other,10141,4.0,NaN,5.0,/Restaurant_Review-g187147-d7595454-Reviews-Eric_Kayser-Paris_Ile_de_France.html,d7595454
id_547,Japanese,548,4.0,$$ - $$$,554.0,/Restaurant_Review-g187849-d4353632-Reviews-Kanji_EVO-Milan_Lombardy.html,d4353632
id_2355,  Diner,2356,4.5,$$$$,15.0,/Restaurant_Review-g187497-d12254437-Reviews-Atempo_Restaurant-Barcelona_Catalonia.html,d12254437
id_268,  Gluten Free Options,269,4.0,$$ - $$$,637.0,/Restaurant_Review-g186605-d4580777-Reviews-Cleaver_East-Dublin_County_Dublin.html,d4580777
id_1468,  Irish,1473,3.5,$$ - $$$,24.0,/Restaurant_Review-g188113-d1887046-Reviews-McGees_Irish_Pub_Restaurant-Zurich.html,d1887046
id_427,Other,428,3.5,NaN,19.0,/Restaurant_Review-g190356-d12407347-Reviews-Supperclub_restaurant_bar-Luxembourg_City.html,d12407347
id_615,German,621,4.0,$$ - $$$,84.0,/Restaurant_Review-g187309-d6864963-Reviews-Augustiner_Schutzen_Garten-Munich_Upper_Bavaria_Bavaria.html,d6864963
id_284,  Soups,285,4.0,$$ - $$$,905.0,/Restaurant_Review-g187849-d1926746-Reviews-Izu-Milan_Lombardy.html,d1926746
id_944,  European,946,4.5,$,25.0,/Restaurant_Review-g186605-d4324827-Reviews-Le_Petit_Cafe-Dublin_County_Dublin.html,d4324827
id_2792,  Czech,2798,4.5,NaN,3.0,/Restaurant_Review-g274707-d4768668-Reviews-Na_Louzi-Prague_Bohemia.html,d4768668
id_1889,  Fusion,1890,4.5,$$ - $$$,24.0,/Restaurant_Review-g187497-d11679759-Reviews-Invers-Barcelona_Catalonia.html,d11679759
id_270,  Steakhouse,271,4.0,$$ - $$$,85.0,/Restaurant_Review-g274856-d8797372-Reviews-Latem_Bar_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,d8797372
id_1820,  Pizza,1822,3.5,$,567.0,/Restaurant_Review-g187849-d1100325-Reviews-La_Magolfa-Milan_Lombardy.html,d1100325
id_342,  Fast Food,343,4.5,$$ - $$$,72.0,/Restaurant_Review-g189180-d9741389-Reviews-Boulevard_Burger_House-Porto_Porto_District_Northern_Portugal.html,d9741389
id_2882,  Belgian,2883,2.5,$$ - $$$,393.0,/Restaurant_Review-g188644-d802232-Reviews-Le_Falstaff-Brussels.html,d802232
id_12273,  Grill,12283,4.5,NaN,2.0,/Restaurant_Review-g186338-d1044726-Reviews-Toad_in_the_Hole-London_England.html,d1044726
id_1615,  Vegan Options,1616,4.0,$$ - $$$,83.0,/Restaurant_Review-g187497-d10339269-Reviews-El_Porro_de_l_Avi_Tapas_and_Wines-Barcelona_Catalonia.html,d10339269
id_344,Italian,345,4.0,$$ - $$$,732.0,/Restaurant_Review-g187849-d2648160-Reviews-Pizzeria_di_Porta_Garibaldi-Milan_Lombardy.html,d2648160
id_438,  Portuguese,439,4.5,$,51.0,/Restaurant_Review-g189180-d3537392-Reviews-Pao_Quente_Muralhas_Do_Olival_Porto-Porto_Porto_District_Northern_Portugal.html,d3537392
id_452,  Middle Eastern,453,4.0,$$ - $$$,41.0,/Restaurant_Review-g187331-d4083721-Reviews-Chakra_Cafe-Hamburg.html,d4083721
id_2356,German,2358,4.5,$,19.0,/Restaurant_Review-g187323-d4342126-Reviews-Destille-Berlin.html,d4342126
id_6207,Spanish,6210,3.5,$$ - $$$,9.0,/Restaurant_Review-g187514-d1519258-Reviews-Baby_Grill-Madrid.html,d1519258
id_2620,  International,2625,4.0,$$ - $$$,372.0,/Restaurant_Review-g186338-d3192453-Reviews-Vinoteca-London_England.html,d3192453
id_3015,  Mediterranean,3016,3.0,$$ - $$$,1012.0,/Restaurant_Review-g187791-d2226584-Reviews-Fratelli_La_Bufala_a_Ponte_Milvio-Rome_Lazio.html,d2226584
id_4368,  South American,4370,4.0,$,24.0,/Restaurant_Review-g187514-d2712118-Reviews-El_Andariego-Madrid.html,d2712118
id_182,Steakhouse,183,4.0,$,825.0,/Restaurant_Review-g189158-d1852620-Reviews-Restaurante_Cabacas-Lisbon_Lisbon_District_Central_Portugal.html,d1852620
id_12703,Bar,12705,3.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d2011853-Reviews-Aux_Villes_du_Nord-Paris_Ile_de_France.html,d2011853
id_2111,  Vegan Options,2112,4.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d695083-Reviews-Apollon-Paris_Ile_de_France.html,d695083
id_45,  Vegetarian Friendly,46,4.5,$$ - $$$,2490.0,/Restaurant_Review-g190454-d813285-Reviews-Purstner-Vienna.html,d813285
id_887,  Mediterranean,888,4.5,$$ - $$$,66.0,/Restaurant_Review-g189158-d6432242-Reviews-Embaixada_Portuguesa-Lisbon_Lisbon_District_Central_Portugal.html,d6432242
id_7646,Other,7647,4.0,NaN,30.0,/Restaurant_Review-g187147-d10040334-Reviews-Comics_Burger-Paris_Ile_de_France.html,d10040334
id_8038,Other,8039,5.0,NaN,NaN,/Restaurant_Review-g187147-d12229735-Reviews-Boulangerie_Benoit_Benoit-Paris_Ile_de_France.html,d12229735
id_214,Italian,215,4.0,$$$$,1613.0,/Restaurant_Review-g187849-d5264429-Reviews-Ceresio_7_Pools_Restaurant-Milan_Lombardy.html,d5264429
id_6090,  Vegetarian Friendly,6099,3.5,$$ - $$$,136.0,/Restaurant_Review-g186338-d731204-Reviews-Rajasthan_Restaurant-London_England.html,d731204
id_13850,  Vegan Options,13860,3.5,$$ - $$$,32.0,/Restaurant_Review-g186338-d7949523-Reviews-Lardo_Bebe-London_England.html,d7949523
id_18,  Vegetarian Friendly,19,4.5,$$ - $$$,670.0,/Restaurant_Review-g186605-d6482548-Reviews-Brookwood-Dublin_County_Dublin.html,d6482548
id_1323,  Gluten Free Options,1326,3.5,$,113.0,/Restaurant_Review-g186605-d3431140-Reviews-Chopped-Dublin_County_Dublin.html,d3431140
id_862,  Mediterranean,864,4.0,$$ - $$$,253.0,/Restaurant_Review-g187849-d1097463-Reviews-Bebel-Milan_Lombardy.html,d1097463
id_883,  Vegetarian Friendly,885,4.5,$$ - $$$,47.0,/Restaurant_Review-g188590-d12557535-Reviews-Escobar-Amsterdam_North_Holland_Province.html,d12557535
id_75,  Gluten Free Options,76,4.0,$$ - $$$,484.0,/Restaurant_Review-g188644-d4150215-Reviews-Chutney_s-Brussels.html,d4150215
id_330,European,331,4.0,$$ - $$$,59.0,/Restaurant_Review-g274772-d12875225-Reviews-Trattoria_Degusti-Krakow_Lesser_Poland_Province_Southern_Poland.html,d12875225
id_266,  Portuguese,267,4.0,$$$$,129.0,/Restaurant_Review-g189180-d10878563-Reviews-Oficina-Porto_Porto_District_Northern_Portugal.html,d10878563
id_6234,  Bar,6235,4.0,$$ - $$$,20.0,/Restaurant_Review-g187147-d5928128-Reviews-Cafe_Montparnasse-Paris_Ile_de_France.html,d5928128
id_529,  Pizza,530,4.5,$$ - $$$,233.0,/Restaurant_Review-g187849-d3691545-Reviews-Il_Pierrot_Di_Garofalo-Milan_Lombardy.html,d3691545
id_4429,Japanese,4436,4.5,$$ - $$$,19.0,/Restaurant_Review-g186338-d10619071-Reviews-Zen_Modern_Japanese_Cuisine-London_England.html,d10619071
id_5098,Other,5100,4.0,NaN,NaN,/Restaurant_Review-g187323-d12875617-Reviews-Trattoria_Venezia-Berlin.html,d12875617
id_655,  Vegetarian Friendly,656,4.5,$$ - $$$,187.0,/Restaurant_Review-g187147-d2044612-Reviews-Palais_du_Bonheur-Paris_Ile_de_France.html,d2044612
id_5926,  Japanese,5927,4.0,$$ - $$$,52.0,/Restaurant_Review-g187147-d4182633-Reviews-Hemaru-Paris_Ile_de_France.html,d4182633
id_5,French,6,4.5,$$ - $$$,1222.0,/Restaurant_Review-g188057-d751711-Reviews-Cafe_du_Soleil-Geneva.html,d751711
id_3966,  Spanish,3967,4.0,$$ - $$$,39.0,/Restaurant_Review-g187497-d1926325-Reviews-Echo_Restaurant-Barcelona_Catalonia.html,d1926325
