Index,popularity,budget,revenue,original_title,genres
5253,1.272247,57000000,152944660,The Devil's Advocate,Horror
5253,1.272247,57000000,152944660,The Devil's Advocate,Mystery
5253,1.272247,57000000,152944660,The Devil's Advocate,Thriller
5254,1.231579,45000000,136885767,Anaconda,Adventure
5254,1.231579,45000000,136885767,Anaconda,Horror
5254,1.231579,45000000,136885767,Anaconda,Thriller
5255,1.212565,250000,12021272,Chasing Amy,Comedy
5255,1.212565,250000,12021272,Chasing Amy,Drama
5255,1.212565,250000,12021272,Chasing Amy,Romance
5256,1.176223,116000000,178127760,Dante's Peak,Action
5256,1.176223,116000000,178127760,Dante's Peak,Adventure
5256,1.176223,116000000,178127760,Dante's Peak,Thriller
5257,1.172353,160000000,164508066,Speed 2: Cruise Control,Action
5257,1.172353,160000000,164508066,Speed 2: Cruise Control,Adventure
5257,1.172353,160000000,164508066,Speed 2: Cruise Control,Thriller
5258,1.123404,35000000,126216940,L.A. Confidential,Crime
5258,1.123404,35000000,126216940,L.A. Confidential,Drama
5258,1.123404,35000000,126216940,L.A. Confidential,Mystery
5258,1.123404,35000000,126216940,L.A. Confidential,Thriller
5259,1.1091010000000001,24000000,172363301,Scream 2,Horror
5259,1.1091010000000001,24000000,172363301,Scream 2,Mystery
5260,1.087383,45000000,181000000,Liar Liar,Comedy
5261,1.046547,0,0,Beauty and the Beast: The Enchanted Christmas,Animation
5261,1.046547,0,0,Beauty and the Beast: The Enchanted Christmas,Family
5262,1.0374379999999999,90000000,171120329,Contact,Drama
5262,1.0374379999999999,90000000,171120329,Contact,Science Fiction
5262,1.0374379999999999,90000000,171120329,Contact,Mystery
5263,1.031334,62000000,1060056,Lolita,Drama
5263,1.031334,62000000,1060056,Lolita,Romance
5264,1.008461,40000000,45916769,The Rainmaker,Drama
5264,1.008461,40000000,45916769,The Rainmaker,Crime
5264,1.008461,40000000,45916769,The Rainmaker,Thriller
5265,0.999866,90000000,0,Volcano,Science Fiction
5265,0.999866,90000000,0,Volcano,Action
5265,0.999866,90000000,0,Volcano,Drama
5265,0.999866,90000000,0,Volcano,Thriller
5266,0.9814219999999999,60000000,159330280,The Jackal,Action
5266,0.9814219999999999,60000000,159330280,The Jackal,Thriller
5266,0.9814219999999999,60000000,159330280,The Jackal,Adventure
5266,0.9814219999999999,60000000,159330280,The Jackal,Crime
5267,0.978042,0,28084357,Grosse Pointe Blank,Action
5267,0.978042,0,28084357,Grosse Pointe Blank,Comedy
5267,0.978042,0,28084357,Grosse Pointe Blank,Thriller
5267,0.978042,0,28084357,Grosse Pointe Blank,Romance
5268,0.977822,0,0,Poison Ivy: The New Seduction,Thriller
5268,0.977822,0,0,Poison Ivy: The New Seduction,Romance
5269,0.96047,80000000,177977226,Flubber,Comedy
5269,0.96047,80000000,177977226,Flubber,Family
5269,0.96047,80000000,177977226,Flubber,Science Fiction
5270,0.9386110000000001,68000000,118063304,The Saint,Thriller
5270,0.9386110000000001,68000000,118063304,The Saint,Action
5270,0.9386110000000001,68000000,118063304,The Saint,Romance
5270,0.9386110000000001,68000000,118063304,The Saint,Science Fiction
5270,0.9386110000000001,68000000,118063304,The Saint,Adventure
5271,0.936736,75000000,136982834,Conspiracy Theory,Action
5271,0.936736,75000000,136982834,Conspiracy Theory,Drama
5271,0.936736,75000000,136982834,Conspiracy Theory,Mystery
5271,0.936736,75000000,136982834,Conspiracy Theory,Thriller
5272,0.933349,85000000,315156409,Air Force One,Action
5272,0.933349,85000000,315156409,Air Force One,Thriller
5273,0.8791950000000001,55000000,0,George of the Jungle,Adventure
5273,0.8791950000000001,55000000,0,George of the Jungle,Comedy
5273,0.8791950000000001,55000000,0,George of the Jungle,Family
5273,0.8791950000000001,55000000,0,George of the Jungle,Romance
5274,0.855982,15000000,64256513,Wag the Dog,Comedy
5274,0.855982,15000000,64256513,Wag the Dog,Drama
5275,0.855087,50000000,314178011,As Good as It Gets,Comedy
5275,0.855087,50000000,314178011,As Good as It Gets,Romance
5276,0.8353360000000001,36000000,50159144,Breakdown,Drama
5276,0.8353360000000001,36000000,50159144,Breakdown,Action
5276,0.8353360000000001,36000000,50159144,Breakdown,Thriller
5277,0.824965,70000000,131457682,Seven Years in Tibet,History
5277,0.824965,70000000,131457682,Seven Years in Tibet,Drama
5277,0.824965,70000000,131457682,Seven Years in Tibet,Adventure
5277,0.824965,70000000,131457682,Seven Years in Tibet,War
5278,0.797298,38000000,299288605,My Best Friend's Wedding,Comedy
5278,0.797298,38000000,299288605,My Best Friend's Wedding,Romance
5279,0.778274,15000000,43101594,Boogie Nights,Drama
5280,0.776305,15000000,3675201,Lost Highway,Drama
5280,0.776305,15000000,3675201,Lost Highway,Thriller
5280,0.776305,15000000,3675201,Lost Highway,Mystery
5281,0.7618699999999999,50000000,10541523,Mad City,Action
5281,0.7618699999999999,50000000,10541523,Mad City,Drama
5281,0.7618699999999999,50000000,10541523,Mad City,Thriller
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Adventure
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Comedy
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Family
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Science Fiction
5282,0.7598060000000001,7000000,0,"Honey, We Shrunk Ourselves",Action
5283,0.749958,0,0,Dobermann,Action
5283,0.749958,0,0,Dobermann,Crime
5284,0.74348,0,0,Annabelle's Wish,Family
5284,0.74348,0,0,Annabelle's Wish,Animation
5284,0.74348,0,0,Annabelle's Wish,Music
5285,0.742726,18000000,251212670,Bean,Comedy
5286,0.737243,90000000,140807547,The Devil's Own,Crime
5286,0.737243,90000000,140807547,The Devil's Own,Thriller
5286,0.737243,90000000,140807547,The Devil's Own,Drama
5287,0.733859,35000000,0,In & Out,Comedy
5287,0.733859,35000000,0,In & Out,Romance
5288,0.713857,0,25804707,Murder at 1600,Action
5288,0.713857,0,25804707,Murder at 1600,Drama
5288,0.713857,0,25804707,Murder at 1600,Mystery
5288,0.713857,0,25804707,Murder at 1600,Thriller
5288,0.713857,0,25804707,Murder at 1600,Crime
5289,0.713234,0,43312294,The Edge,Adventure
5289,0.713234,0,43312294,The Edge,Action
5289,0.713234,0,43312294,The Edge,Drama
5289,0.713234,0,43312294,The Edge,Thriller
5290,0.712173,27000000,60527873,Kiss the Girls,Drama
5290,0.712173,27000000,60527873,Kiss the Girls,Mystery
5290,0.712173,27000000,60527873,Kiss the Girls,Thriller
5290,0.712173,27000000,60527873,Kiss the Girls,Crime
5291,0.708978,50000000,50068310,Absolute Power,Crime
5291,0.708978,50000000,50068310,Absolute Power,Drama
5291,0.708978,50000000,50068310,Absolute Power,Thriller
5292,0.7065359999999999,25000000,36400360,Vegas Vacation,Comedy
5293,0.706041,19000000,6682098,U Turn,Thriller
5294,0.6978270000000001,0,0,The Land Before Time V: The Mysterious Island,Family
5294,0.6978270000000001,0,0,The Land Before Time V: The Mysterious Island,Animation
5294,0.6978270000000001,0,0,The Land Before Time V: The Mysterious Island,Adventure
5295,0.6853819999999999,30000000,25480490,Mimic,Fantasy
5295,0.6853819999999999,30000000,25480490,Mimic,Horror
5295,0.6853819999999999,30000000,25480490,Mimic,Thriller
5296,0.6830510000000001,20000000,5716080,One Eight Seven,Drama
5296,0.6830510000000001,20000000,5716080,One Eight Seven,Thriller
5297,0.681887,0,29481428,Fools Rush In,Drama
5297,0.681887,0,29481428,Fools Rush In,Comedy
5297,0.681887,0,29481428,Fools Rush In,Romance
5298,0.676667,40000000,87840042,Spawn,Action
5298,0.676667,40000000,87840042,Spawn,Adventure
5298,0.676667,40000000,87840042,Spawn,Fantasy
5298,0.676667,40000000,87840042,Spawn,Horror
5298,0.676667,40000000,87840042,Spawn,Science Fiction
5299,0.674762,50000000,0,The Peacemaker,Action
5299,0.674762,50000000,0,The Peacemaker,Thriller
5300,0.663483,250000,501818,Cube,Thriller
5300,0.663483,250000,501818,Cube,Science Fiction
5300,0.663483,250000,501818,Cube,Mystery
5301,0.660297,28000000,5684789,Kundun,Drama
5302,0.648088,80000000,17626234,The Postman,Drama
5302,0.648088,80000000,17626234,The Postman,Adventure
5303,0.638429,50000000,48169156,G.I. Jane,Action
5303,0.638429,50000000,48169156,G.I. Jane,Drama
5304,0.636839,60000000,33956608,The Relic,Horror
5304,0.636839,60000000,33956608,The Relic,Thriller
5304,0.636839,60000000,33956608,The Relic,Mystery
5305,0.622046,0,0,Jungle 2 Jungle,Comedy
5305,0.622046,0,0,Jungle 2 Jungle,Family
5307,0.586336,0,1179002,Nightwatch,Action
5307,0.586336,0,1179002,Nightwatch,Drama
5307,0.586336,0,1179002,Nightwatch,Horror
5307,0.586336,0,1179002,Nightwatch,Mystery
5307,0.586336,0,1179002,Nightwatch,Thriller
5308,0.572198,12000000,0,A Life Less Ordinary,Fantasy
5308,0.572198,12000000,0,A Life Less Ordinary,Drama
5308,0.572198,12000000,0,A Life Less Ordinary,Comedy
5308,0.572198,12000000,0,A Life Less Ordinary,Thriller
5308,0.572198,12000000,0,A Life Less Ordinary,Science Fiction
5309,0.568327,1000000,0,Orgazmo,Comedy
5310,0.56776,0,0,Deconstructing Harry,Comedy
5310,0.56776,0,0,Deconstructing Harry,Drama
5311,0.559337,0,0,Geri's Game,Animation
5311,0.559337,0,0,Geri's Game,Family
5312,0.551245,30000000,0,Hoodlum,Crime
5312,0.551245,30000000,0,Hoodlum,Drama
5314,0.536259,85000000,0,Fathers' Day,Comedy
5314,0.536259,85000000,0,Fathers' Day,Family
5315,0.5305439999999999,60000000,16000000,Fire Down Below,Action
5315,0.5305439999999999,60000000,16000000,Fire Down Below,Adventure
5315,0.5305439999999999,60000000,16000000,Fire Down Below,Crime
5315,0.5305439999999999,60000000,16000000,Fire Down Below,Thriller
5316,0.529974,30000000,0,Double Team,Action
5316,0.529974,30000000,0,Double Team,Thriller
5317,0.512273,38000000,122417389,MouseHunt,Comedy
5317,0.512273,38000000,122417389,MouseHunt,Family
5318,0.511529,5000000,3263585,The Sweet Hereafter,Drama
5319,0.507983,0,0,Pooh's Grand Adventure: The Search for Christopher Robin,Animation
5319,0.507983,0,0,Pooh's Grand Adventure: The Search for Christopher Robin,Family
5320,0.5062409999999999,30000000,0,Mr. Magoo,Comedy
5320,0.5062409999999999,30000000,0,Mr. Magoo,Family
5321,0.498525,5000000,0,The Apostle,Drama
5322,0.473762,15000000,44862187,Cop Land,Action
5322,0.473762,15000000,44862187,Cop Land,Crime
5322,0.473762,15000000,44862187,Cop Land,Drama
5323,0.471278,35000000,0,Smilla's Sense of Snow,Action
5323,0.471278,35000000,0,Smilla's Sense of Snow,Crime
5323,0.471278,35000000,0,Smilla's Sense of Snow,Drama
5323,0.471278,35000000,0,Smilla's Sense of Snow,Mystery
5323,0.471278,35000000,0,Smilla's Sense of Snow,Thriller
5324,0.46602,20000000,60000000,Selena,Documentary
5324,0.46602,20000000,60000000,Selena,Drama
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Adventure
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Fantasy
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Drama
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Comedy
5325,0.46490699999999996,25000000,100000000,Spice World - The Movie,Music
5326,0.463524,18000000,8038061,The Ice Storm,Drama
5327,0.45978199999999997,0,0,Trucks,Drama
5327,0.45978199999999997,0,0,Trucks,Horror
5327,0.45978199999999997,0,0,Trucks,Science Fiction
5327,0.45978199999999997,0,0,Trucks,Thriller
5328,0.436806,3000000,23144499,Air Bud,Comedy
5328,0.436806,3000000,23144499,Air Bud,Family
5328,0.436806,3000000,23144499,Air Bud,Drama
5329,0.431088,0,29235353,Romy and Michele's High School Reunion,Comedy
5330,0.42734300000000003,0,0,The Shining,Drama
5330,0.42734300000000003,0,0,The Shining,Horror
5330,0.42734300000000003,0,0,The Shining,Thriller
5330,0.42734300000000003,0,0,The Shining,TV Movie
5331,0.426675,25000000,0,Nothing to Lose,Action
5331,0.426675,25000000,0,Nothing to Lose,Adventure
5331,0.426675,25000000,0,Nothing to Lose,Comedy
5332,0.425112,32000000,3566637,Cats Don't Dance,Animation
5332,0.425112,32000000,3566637,Cats Don't Dance,Comedy
5332,0.425112,32000000,3566637,Cats Don't Dance,Family
5332,0.425112,32000000,3566637,Cats Don't Dance,Music
5333,0.419759,0,0,Robinson Crusoe,Action
5333,0.419759,0,0,Robinson Crusoe,Adventure
5333,0.419759,0,0,Robinson Crusoe,Drama
5334,1.086558,30000000,51376861,Mortal Kombat: Annihilation,Action
5334,1.086558,30000000,51376861,Mortal Kombat: Annihilation,Fantasy
5334,1.086558,30000000,51376861,Mortal Kombat: Annihilation,Science Fiction
5335,0.414756,0,0,Casper: A Spirited Beginning,Comedy
5335,0.414756,0,0,Casper: A Spirited Beginning,Family
5336,0.447075,55000000,31987563,Metro,Action
5336,0.447075,55000000,31987563,Metro,Adventure
5336,0.447075,55000000,31987563,Metro,Comedy
5336,0.447075,55000000,31987563,Metro,Crime
5336,0.447075,55000000,31987563,Metro,Thriller
5337,0.41189899999999996,0,0,The Assignment,Action
5337,0.41189899999999996,0,0,The Assignment,Adventure
5337,0.41189899999999996,0,0,The Assignment,Drama
5337,0.41189899999999996,0,0,The Assignment,Thriller
5338,0.408033,0,0,Gridlock'd,Drama
5338,0.408033,0,0,Gridlock'd,Comedy
5339,0.402621,0,0,Snow White: A Tale of Terror,Fantasy
5339,0.402621,0,0,Snow White: A Tale of Terror,Horror
5340,0.401471,5000000,15738769,Wishmaster,Horror
5341,0.362661,35000000,31611225,For Richer or Poorer,Comedy
5342,0.396805,48000000,0,Red Corner,Crime
5342,0.396805,48000000,0,Red Corner,Drama
5342,0.396805,48000000,0,Red Corner,Thriller
5343,0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Action
5343,0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Adventure
5343,0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Family
5343,0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Fantasy
5343,0.223994,10000000,17979739,Turbo: A Power Rangers Movie,Science Fiction
5344,0.38756,0,0,Beverly Hills Ninja,Action
5344,0.38756,0,0,Beverly Hills Ninja,Comedy
5345,0.386432,29000000,0,The Borrowers,Adventure
5345,0.386432,29000000,0,The Borrowers,Fantasy
5345,0.386432,29000000,0,The Borrowers,Action
5345,0.386432,29000000,0,The Borrowers,Comedy
5345,0.386432,29000000,0,The Borrowers,Family
5347,0.378662,0,0,Money Talks,Action
5347,0.378662,0,0,Money Talks,Adventure
5347,0.378662,0,0,Money Talks,Comedy
5348,0.37438,20000000,13801755,The Man Who Knew Too Little,Comedy
5348,0.37438,20000000,13801755,The Man Who Knew Too Little,Thriller
5348,0.37438,20000000,13801755,The Man Who Knew Too Little,Crime
5348,0.37438,20000000,13801755,The Man Who Knew Too Little,Action
5349,0.364359,55000000,11466088,Turbulence,Action
5349,0.364359,55000000,11466088,Turbulence,Thriller
5349,0.364359,55000000,11466088,Turbulence,Crime
5350,0.21981399999999998,0,0,Bent,Drama
5350,0.21981399999999998,0,0,Bent,History
5350,0.21981399999999998,0,0,Bent,Romance
5351,0.352232,0,0,The Night Flier,Drama
5351,0.352232,0,0,The Night Flier,Horror
5352,0.35118299999999997,0,0,In the Company of Men,Comedy
5352,0.35118299999999997,0,0,In the Company of Men,Drama
5353,0.340289,0,9381260,Fierce Creatures,Comedy
5353,0.340289,0,9381260,Fierce Creatures,Romance
5354,0.345909,16000000,1686429,Steel,Science Fiction
5354,0.345909,16000000,1686429,Steel,Action
5354,0.345909,16000000,1686429,Steel,Adventure
5355,0.345481,17000000,0,The Pest,Action
5355,0.345481,17000000,0,The Pest,Comedy
5356,0.33467800000000003,7000000,0,Lawn Dogs,Drama
5357,0.334532,0,0,Retroactive,Science Fiction
5357,0.334532,0,0,Retroactive,Thriller
5358,0.325869,28000000,41230799,Private Parts,Comedy
5358,0.325869,28000000,41230799,Private Parts,Drama
5360,0.318336,0,0,Mrs Brown,Drama
5360,0.318336,0,0,Mrs Brown,History
5360,0.318336,0,0,Mrs Brown,Romance
5361,0.303573,0,0,The Butcher Boy,Drama
5361,0.303573,0,0,The Butcher Boy,Comedy
5361,0.303573,0,0,The Butcher Boy,Foreign
5362,0.056389999999999996,12000000,4000000,Playing God,Drama
5362,0.056389999999999996,12000000,4000000,Playing God,Action
5362,0.056389999999999996,12000000,4000000,Playing God,Thriller
5362,0.056389999999999996,12000000,4000000,Playing God,Crime
5363,0.339896,0,0,The Odyssey,Action
5363,0.339896,0,0,The Odyssey,Family
5363,0.339896,0,0,The Odyssey,Fantasy
5364,0.285559,19000000,44332015,Picture Perfect,Comedy
5364,0.285559,19000000,44332015,Picture Perfect,Romance
5365,0.2817,35000000,791830,Anna Karenina,Drama
5365,0.2817,35000000,791830,Anna Karenina,Romance
5366,0.276694,0,0,Free Willy 3: The Rescue,Drama
5366,0.276694,0,0,Free Willy 3: The Rescue,Family
5367,0.27422199999999997,0,34673095,Addicted to Love,Comedy
5367,0.27422199999999997,0,34673095,Addicted to Love,Romance
5368,0.27268600000000004,16000000,0,The Beautician and the Beast,Comedy
5368,0.27268600000000004,16000000,0,The Beautician and the Beast,Romance
5370,0.267436,0,0,The Boxer,Drama
5370,0.267436,0,0,The Boxer,Romance
5371,0.26468,0,0,Excess Baggage,Action
5371,0.26468,0,0,Excess Baggage,Comedy
5371,0.26468,0,0,Excess Baggage,Romance
5372,0.263311,25000000,11838218,Most Wanted,Action
5372,0.263311,25000000,11838218,Most Wanted,Thriller
5373,0.261797,0,27354,Nowhere,Science Fiction
5373,0.261797,0,27354,Nowhere,Drama
5373,0.261797,0,27354,Nowhere,Comedy
5374,0.25871,0,0,The Spanish Prisoner,Crime
5374,0.25871,0,0,The Spanish Prisoner,Drama
5374,0.25871,0,0,The Spanish Prisoner,Mystery
5374,0.25871,0,0,The Spanish Prisoner,Thriller
5375,0.258583,0,0,Out to Sea,Comedy
5375,0.258583,0,0,Out to Sea,Romance
5376,0.254744,9000000,0,Nil by Mouth,Drama
5378,0.251819,0,0,The Wings of the Dove,Drama
5378,0.251819,0,0,The Wings of the Dove,Romance
5380,0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,Crime
5380,0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,Drama
5380,0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,Mystery
5380,0.245162,35000000,25105255,Midnight in the Garden of Good and Evil,Thriller
5381,0.24381999999999998,0,0,12 Angry Men,Crime
5381,0.24381999999999998,0,0,12 Angry Men,Drama
5382,0.238058,0,0,Fever Pitch,Comedy
5382,0.238058,0,0,Fever Pitch,Romance
5383,0.23585,0,0,A Simple Wish,Action
5383,0.23585,0,0,A Simple Wish,Adventure
5383,0.23585,0,0,A Simple Wish,Comedy
5383,0.23585,0,0,A Simple Wish,Family
5383,0.23585,0,0,A Simple Wish,Fantasy
5384,0.229634,53000000,0,Gone Fishin',Comedy
5384,0.229634,53000000,0,Gone Fishin',Family
5385,0.225904,0,0,The 6th Man,Fantasy
5385,0.225904,0,0,The 6th Man,Drama
5385,0.225904,0,0,The 6th Man,Comedy
5385,0.225904,0,0,The 6th Man,Science Fiction
5386,0.22315100000000002,22000000,26570463,An American Werewolf in Paris,Horror
5386,0.22315100000000002,22000000,26570463,An American Werewolf in Paris,Comedy
5387,0.22136,36000000,74000000,Amistad,Drama
5387,0.22136,36000000,74000000,Amistad,History
5387,0.22136,36000000,74000000,Amistad,Mystery
5388,0.216137,15000000,0,Trojan War,Comedy
5389,0.214637,6000000,6330054,Affliction,Drama
5390,0.212272,30000000,13130349,Rosewood,Drama
5390,0.212272,30000000,13130349,Rosewood,History
5391,0.21055,73000000,229074524,The Lost World: Jurassic Park,Adventure
5391,0.21055,73000000,229074524,The Lost World: Jurassic Park,Action
5391,0.21055,73000000,229074524,The Lost World: Jurassic Park,Science Fiction
5392,0.20686300000000002,37000000,6482195,Switchback,Action
5392,0.20686300000000002,37000000,6482195,Switchback,Adventure
5392,0.20686300000000002,37000000,6482195,Switchback,Mystery
5392,0.20686300000000002,37000000,6482195,Switchback,Thriller
5393,0.118453,0,7240837,B.A.P.S.,Action
5393,0.118453,0,7240837,B.A.P.S.,Comedy
5394,0.195606,0,310724,"O Que Ã‰ Isso, Companheiro?",Action
5394,0.195606,0,310724,"O Que Ã‰ Isso, Companheiro?",Drama
5394,0.195606,0,310724,"O Que Ã‰ Isso, Companheiro?",Foreign
5394,0.195606,0,310724,"O Que Ã‰ Isso, Companheiro?",History
5394,0.195606,0,310724,"O Que Ã‰ Isso, Companheiro?",Thriller
5395,0.19226400000000002,0,20060051,Booty Call,Comedy
5396,0.179786,0,5790448,Gang Related,Action
5396,0.179786,0,5790448,Gang Related,Drama
5397,0.171007,18000000,0,She's So Lovely,Drama
5397,0.171007,18000000,0,She's So Lovely,Romance
5397,0.171007,18000000,0,She's So Lovely,Thriller
5398,0.17021,0,0,Tower of Terror,Thriller
5398,0.17021,0,0,Tower of Terror,Comedy
5398,0.17021,0,0,Tower of Terror,Family
5398,0.17021,0,0,Tower of Terror,Horror
5400,0.276219,16000000,0,RocketMan,Comedy
5400,0.276219,16000000,0,RocketMan,Family
5400,0.276219,16000000,0,RocketMan,Science Fiction
5401,0.287643,1300000,0,Gummo,Drama
5402,0.158203,4000000,29456000,La vÃ©ritÃ© si je mens !,Comedy
5403,0.156333,0,0,Cinderella,Family
5403,0.156333,0,0,Cinderella,Fantasy
5403,0.156333,0,0,Cinderella,Music
5403,0.156333,0,0,Cinderella,Romance
5403,0.156333,0,0,Cinderella,Science Fiction
5404,0.15255,0,0,Wild America,Family
5405,0.066135,0,0,Hugo Pool,Comedy
5405,0.066135,0,0,Hugo Pool,Romance
5407,0.14876099999999998,0,4529843,McHale's Navy,Action
5407,0.14876099999999998,0,4529843,McHale's Navy,Comedy
5407,0.14876099999999998,0,4529843,McHale's Navy,Romance
5408,0.147816,0,0,Kull the Conqueror,Adventure
5408,0.147816,0,0,Kull the Conqueror,Fantasy
5408,0.147816,0,0,Kull the Conqueror,Action
5408,0.147816,0,0,Kull the Conqueror,Science Fiction
5409,0.14365799999999998,0,0,Toothless,Fantasy
5409,0.14365799999999998,0,0,Toothless,Comedy
5409,0.14365799999999998,0,0,Toothless,Romance
5410,0.143585,0,0,Leave it to Beaver,Adventure
5410,0.143585,0,0,Leave it to Beaver,Comedy
5410,0.143585,0,0,Leave it to Beaver,Drama
5410,0.143585,0,0,Leave it to Beaver,Family
5411,0.133487,0,5926128,Inventing the Abbotts,Drama
5411,0.133487,0,5926128,Inventing the Abbotts,Romance
5412,0.132178,0,0,Good Burger,Comedy
5412,0.132178,0,0,Good Burger,Family
5414,0.076214,0,0,Soul Food,Comedy
5414,0.076214,0,0,Soul Food,Drama
5415,0.06567200000000001,786675,861789,The Castle,Drama
5415,0.06567200000000001,786675,861789,The Castle,Comedy
5416,0.06455599999999999,0,0,Twin Town,Comedy
5416,0.06455599999999999,0,0,Twin Town,Drama
5417,0.059172,0,0,Didier,Comedy
5418,0.041454000000000005,0,0,Jack Frost,Fantasy
5418,0.041454000000000005,0,0,Jack Frost,Horror
5418,0.041454000000000005,0,0,Jack Frost,Comedy
5419,0.139139,0,0,Le Pari,Comedy
5420,0.022144999999999998,0,1334786,Henry Fool,Comedy
5420,0.022144999999999998,0,1334786,Henry Fool,Drama
5422,6.112766000000001,150000000,1274219009,Frozen,Animation
5422,6.112766000000001,150000000,1274219009,Frozen,Adventure
5422,6.112766000000001,150000000,1274219009,Frozen,Family
5423,5.2427529999999996,105000000,716392705,Gravity,Science Fiction
5423,5.2427529999999996,105000000,716392705,Gravity,Thriller
5423,5.2427529999999996,105000000,716392705,Gravity,Drama
5424,5.1119,170000000,479765000,Thor: The Dark World,Action
5424,5.1119,170000000,479765000,Thor: The Dark World,Adventure
5424,5.1119,170000000,479765000,Thor: The Dark World,Fantasy
5425,4.946136,200000000,1215439994,Iron Man 3,Action
5425,4.946136,200000000,1215439994,Iron Man 3,Adventure
5425,4.946136,200000000,1215439994,Iron Man 3,Science Fiction
5426,4.942928,75000000,117698894,Now You See Me,Thriller
5426,4.942928,75000000,117698894,Now You See Me,Crime
5427,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Science Fiction
5427,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Thriller
5427,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Action
5427,4.921275,130000000,847423452,The Hunger Games: Catching Fire,Adventure
5428,4.877927,100000000,392000694,The Wolf of Wall Street,Crime
5428,4.877927,100000000,392000694,The Wolf of Wall Street,Drama
5428,4.877927,100000000,392000694,The Wolf of Wall Street,Comedy
5429,4.705208,180000000,407602906,Pacific Rim,Action
5429,4.705208,180000000,407602906,Pacific Rim,Science Fiction
5429,4.705208,180000000,407602906,Pacific Rim,Adventure
5430,4.4059230000000005,120000000,286168572,Oblivion,Action
5430,4.4059230000000005,120000000,286168572,Oblivion,Science Fiction
5430,4.4059230000000005,120000000,286168572,Oblivion,Adventure
5430,4.4059230000000005,120000000,286168572,Oblivion,Mystery
5431,4.310786,250000000,958400000,The Hobbit: The Desolation of Smaug,Adventure
5431,4.310786,250000000,958400000,The Hobbit: The Desolation of Smaug,Fantasy
5432,3.97246,225000000,662845518,Man of Steel,Action
5432,3.97246,225000000,662845518,Man of Steel,Adventure
5432,3.97246,225000000,662845518,Man of Steel,Fantasy
5432,3.97246,225000000,662845518,Man of Steel,Science Fiction
5433,3.951582,23000000,47351251,Her,Romance
5433,3.951582,23000000,47351251,Her,Science Fiction
5433,3.951582,23000000,47351251,Her,Drama
5434,3.928789,76000000,970761885,Despicable Me 2,Animation
5434,3.928789,76000000,970761885,Despicable Me 2,Comedy
5434,3.928789,76000000,970761885,Despicable Me 2,Family
5435,3.8773419999999996,190000000,467365246,Star Trek Into Darkness,Action
5435,3.8773419999999996,190000000,467365246,Star Trek Into Darkness,Adventure
5435,3.8773419999999996,190000000,467365246,Star Trek Into Darkness,Science Fiction
5436,3.6255290000000002,20000000,187000000,12 Years a Slave,Drama
5436,3.6255290000000002,20000000,187000000,12 Years a Slave,History
5437,3.518275,38000000,98337295,Riddick,Science Fiction
5437,3.518275,38000000,98337295,Riddick,Action
5437,3.518275,38000000,98337295,Riddick,Thriller
5438,3.4723580000000003,13000000,318000141,The Conjuring,Horror
5438,3.4723580000000003,13000000,318000141,The Conjuring,Thriller
5439,3.200427,105000000,351040419,The Great Gatsby,Drama
5439,3.200427,105000000,351040419,The Great Gatsby,Romance
5440,3.006256,0,2227167,Nymphomaniac: Vol. II,Drama
5440,3.006256,0,2227167,Nymphomaniac: Vol. II,Mystery
5441,2.951594,115000000,286140700,Elysium,Science Fiction
5441,2.951594,115000000,286140700,Elysium,Action
5441,2.951594,115000000,286140700,Elysium,Drama
5441,2.951594,115000000,286140700,Elysium,Thriller
5442,2.815499,92000000,304654182,A Good Day to Die Hard,Action
5442,2.815499,92000000,304654182,A Good Day to Die Hard,Thriller
5443,2.811403,3000000,89328627,The Purge,Science Fiction
5443,2.811403,3000000,89328627,The Purge,Horror
5443,2.811403,3000000,89328627,The Purge,Thriller
5444,2.643496,200000000,743559607,Monsters University,Animation
5444,2.643496,200000000,743559607,Monsters University,Family
5445,2.604638,200000000,531865000,World War Z,Action
5445,2.604638,200000000,531865000,World War Z,Drama
5445,2.604638,200000000,531865000,World War Z,Horror
5445,2.604638,200000000,531865000,World War Z,Science Fiction
5445,2.604638,200000000,531865000,World War Z,Thriller
5446,2.497001,90000000,188133322,The Secret Life of Walter Mitty,Adventure
5446,2.497001,90000000,188133322,The Secret Life of Walter Mitty,Comedy
