title_length,production_companies
9,Porchlight Films
9, Red Wagon Entertainment
35,Columbia Pictures
9, Cheyenne Enterprises
14,Walt Disney Pictures
6,Intrepid Pictures
10, Ingenious Media
7, Storyline Entertainment
13,Walt Disney Studios Motion Pictures
18,Touchstone Pictures
14, Jerry Weintraub Productions
7, Franchise Pictures
10, A Hot Dog
9, Also Known As Pictures
11,Epsilon Motion Pictures
11, Blue Tulip Productions
13, Blinding Edge Pictures
21, Major Studio Partners
16, Saturn Films
5, Canal+
11, Kanbar Entertainment
15, Buckaroo Entertainment
20, Major Studio Partners
23, Studio Babelsberg
12,Regency Enterprises
8,Paramount Vantage
17, Imagine Entertainment
13,Columbia Pictures
4, EuropaCorp
4, Relativity Media
19, Roth Films
24, TelevisiÃ³ de Catalunya (TV3)
8,Spyglass Entertainment
31, Scott Rudin Productions
18, Scott Rudin Productions
28,Exclusive Media Group
11, Scott Free Productions
18,Columbia Pictures
9, Dune Entertainment III
10, Mars Distribution
16, Tribeca Productions
18, Robert Simonds Productions
8, Alphaville Films
12, Kasdan Pictures
9, Artina Films
8, Metropolitan Filmexport
15, Revolution Studios
21,Ingenious Film Partners
12, Dune Entertainment
9,UK Film Council
12, Endgame Entertainment
16, Screen Gems
10,Temple Hill Productions
11, Wild West Picture Show Productions
13, Twentieth Century Fox Film Corporation
14, Touchstone Pictures
33,Miramax Films
11, TSG Entertainment
9,Relativity Media
13, Visual Arts Entertainment
11,The Weinstein Company
16, Ardustry Entertainment
22, Spice Factory
5, Holleran Company
23, Revolution Sun Studios
15, Point Grey Pictures
19,Walt Disney Pictures
12, Warner Bros.
8, Chernin Entertainment
21, NALA Films
22, Lucky Red
27, Maverick Films
17, Zide-Perry Productions
7,Paramount Pictures
5,New Line Cinema
15, Dune Films
21, Blumhouse Productions
7,Canal+
8, Ingenious Film Partners
7, Aversano Films
26, Scott Free Productions
11, Kennedy/Marshall Company
11,Paramount Pictures
10,Twentieth Century Fox Film Corporation
10, VIP 3 Medienfonds
25, Warner Independent Pictures (WIP)
6, Industry Entertainment
14, Marvel Entertainment
17,Boll Kino Beteiligungs GmbH & Co. KG
12, Pathe
29,Paramount Pictures
9, Regency Enterprises
11, TriStar Pictures
11,Fox 2000 Pictures
11,Dimension Films
45, Sony Pictures Animation
8,Lakeshore Entertainment
4, Centropolis Entertainment
15, Gold Circle Films
19, Disney
12,River Road Entertainment
7,New Line Cinema
10, Original Film
11, Touchstone Pictures
11, Image Entertainment
17, Warner Bros.
24, Apatow Productions
14, Touchstone Pictures
12, Syncopy
16, Serendipity Point Films
8,Wildgaze Films
18,Legendary Pictures
17,New Line Cinema
11, The Movie Network (TMN)
16, A&E Television Networks
12, SW7D Productions
6,Universal Studios
7,Miramax Films
22, Warner Bros.
12,Paramount Pictures
19, Nine Yards Two Productions
10, Blumhouse Productions
23,Davis Entertainment
9, Atlas Entertainment
12,Legendary Pictures
11,Walt Disney Pictures
16,Summit Entertainment
15,Miramax Films
9, Morgan Creek Productions
14, Dreamachine
22, Universal Pictures
9, Epsilon Motion Pictures
7, Farah Films & Management
7, Pacific Data Images (PDI)
27, 80 Days Productions
7, Radar Pictures
7, Propaganda Films
39, MIRACLE Productions GmbH & Co. KG
12, Warner Bros.
16, Relativity Media
17, Triple Threat Talent
17,Village Roadshow Pictures
13, TPS Star
7,Ingenious Film Partners
10, LightWorkers Media
10, Follow Through Productions
19, Blue Sky Studios
29, Happy Madison Productions
13, New Legacy
11, Apatow Productions
13, Hollywood Pictures
14, TSG Entertainment
15, United Artists
14, Figment Films
15,Warner Bros.
23,Dune Entertainment
13,Canal Plus
10,DreamWorks SKG
18, Bristol Automotive
10, Stan Winston Studio
23, Warner Bros.
11, Wayans Bros. Entertainment
11,Legendary Pictures
24, Indian Paintbrush
15, Wind Dancer Productions
7, Media Rights Capital
8, Internationale Filmproduktion Blackbird Dritte
50, Sunswept Entertainment
25,Walt Disney Pictures
13, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
21, Screen Gems
37, JD Productions
8, Jon Shestack Productions
14, SOIXAN7E QUIN5E
10, Cross Creek Pictures
17, Brightlight Pictures
12, Epsilon Motion Pictures
8,Paramount Vantage
9,Thunder Road Pictures
23, Mutual Film Company
11, Millennium Films
12,GreeneStreet Films
9, Lucasfilm Ltd.
10, Dune Entertainment
4,Paramount Pictures
9,New Line Cinema
21, Screen Gems
8,Sony Pictures
4, Mandate Pictures
13, Scott Free Productions
33,Universal Pictures
21,Walt Disney Pictures
11, ARD Degeto Film
16, Tribeca Productions
12, TF1 Films Production
7, Craven-Maddalena Films
9,Universal Pictures
24, Playtone Productions
14, Hyde Park Entertainment
7, AFG Talons Productions
15,TriStar Pictures
13, DC Entertainment
41, 3Foot7
18, Scholastic Productions
16,Universal Pictures
10, Motion Picture ETA Produktionsgesellschaft
14, Blockbuster Movie Entertainers
31,Prana Animation Studios
21, Radar Pictures
9, Red Wagon Entertainment
16, Indian Paintbrush
12, Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)
9, Columbia Pictures Corporation
9, PathÃ©
4, No Trace Camping
16, Universal Pictures
27, Walden Media
14,Village Roadshow Pictures
8,The Zanuck Company
19, Annapurna Pictures
11, Columbia Pictures Corporation
26,Blue Askew
11, Global Entertainment Productions GmbH & Company Medien KG
14, Nu-Image Films
21, Davis Entertainment
10, Wintergreen Productions
21,New Line Cinema
7,Cheyenne Enterprises
13, 2 Entertain
9,HanWay Films
5, Happy Madison Productions
13, KMP Film Invest
25, 21 Laps Entertainment
15, Warner Bros.
16, Dylan Sellers Productions
17, Warner Bros. Pictures
15, Warner Bros.
17,Legendary Pictures
4, Broken Road Productions
13, Relativity Media
35, Jerry Bruckheimer Films
11, Mayhem Pictures
10, Big Screen Productions
34, Screen Gems
15,DreamWorks SKG
10, Screen Gems
13, Studio Canal
11, Touchstone Pictures
14,Paramount Pictures
11, Brightlight Pictures
29, Three Strange Angels
9,The Weinstein Company
5, Peach Trees
6, Ram Bergman Productions
31,Twentieth Century Fox Film Corporation
31,Summit Entertainment
17, Saturn Films
17, Laurence Mark Productions
14,Alcon Entertainment
25, Stillking Films
13, Overnight Films
10,Paramount Pictures
11,New Line Cinema
9, Closest to the Hole Productions
21, NeoReel
12, New Regency Pictures
9,Columbia Pictures Corporation
24,Columbia Pictures
8,Dimension Films
19, MFP Munich Film Partners
17, Jaffilms Inc.
12, Amblin Entertainment
7, Twisted Pictures
10,Twentieth Century Fox Film Corporation
15, Gracie Films
26, Metro-Goldwyn-Mayer (MGM)
7, B24
10, Intellectual Properties Worldwide
11, Nu Image Films
7, M Productions
8, Horsepower Films
10, La Petite Reine
25, One Race Productions
8, Maverick Films
5,Lionsgate
5, Mimran Schur Pictures
15,Columbia Pictures Corporation
24, Seed Productions
3, Revolution Studios
26,Warner Independent Pictures (WIP)
30, Temple Hill Entertainment
10,Ghoulardi Film Company
13,New Line Cinema
11, Dune Entertainment III
11,New Line Cinema
9, Revolution Studios
3, Summit Entertainment
18, Dune Entertainment
17, FilmColony
7, New Regency Pictures
15,Village Roadshow Pictures
7, VN Productions
13, Touchstone Pictures
12, Imagenation Abu Dhabi FZ
17,Walt Disney Pictures
9, RatPac-Dune Entertainment
16, Temple Hill Entertainment
14, Killer Films
18, Conundrum Entertainment
9, Right Coast Productions
11,Paramount Pictures
5, Media Rights Capital
7, David Kirschner Productions
7, Grive Productions
15,Universal Studios
17, LionsGate
14, Boxing Cat Films
5, Central Films
42, Lawrence Gordon Productions
16, platinum studios
18,2929 Productions
24, Vertigo Entertainment
34, Saturn Films
18, Universal Pictures
17, Relativity Media
4, Cinelou Films
13,Warner Bros.
17,Miramax Films
23, RatPac-Dune Entertainment
40, Stillking Films
49, New Line Cinema
8,Universal Pictures
19,Ingenious Film Partners
11, Focus Features
14, Cannell Studios
4, Relativity Media
14,Scottish Screen
16, The
8, Tim Burton Productions
22, Marvel Entertainment
37, Relativity Media
24, Twentieth Century Fox Film Corporation
12,Contrafilm
31,Bazelevs Production
24,EuropaCorp
13, StudioCanal
15, Battle Mountain Films
11,Saturn Films
20, Relativity Media
16, Runteam Ltd.
9, Malpaso Productions
23, Morgan Creek Productions
21, Optional Pictures
34, Wigram Productions
31, Flower Films (II)
25, Constantin Film Ltd.
11, Focus Films
17, Walden Media
8, Contrafilm
16, Reliance BIG Entertainment
14, Dentsu
20,Paramount Pictures
10,DreamWorks SKG
7, Linson Entertainment
15,Dune Entertainment
13, The Safran Company
8,StudioCanal
17,Lakeshore Entertainment
14, Legendary Pictures
13, Focus Features
19, Jet Tone Production
11, Clinica Estetico
13,BBC Films
18, Dante Entertainment
19, Furia de Titanes II
9, PathÃ© Renn Productions
25,Mandalay Pictures
9, Lakeshore Entertainment
10,StudioCanal
9,The Mark Gordon Company
15, Ram Bergman Productions
12, Muse Entertainment Enterprises
12,Polish Film Institute
19,Grand Army Entertainment
31, Ingenious Media
7, Sanctum Australia
13, Walt Disney Feature Animation
6,SND
22, Neal H. Moritz Productions
19, Columbia Pictures Corporation
12, Mutual Film Company
7, Akil Production Company
31,New Line Cinema
10,Icon Productions
18, Millennium Films
15, Kernos Filmproduktionsgesellschaft & Company
11, Marv Films
15,Wendy Finerman Productions
10, Focus Features
15, Sony Pictures Entertainment (SPE)
9, Ingenious Film Partners
18, The
10,Boll KG
14, China Film Group Corporation (CFGC)
18, Good Machine
13, Vertigo Entertainment
8, Wintergreen Productions
14, Happy Madison Productions
31, Color Force
37, Angry Films
14,Ghost House Pictures
10,DNA Films
13, Grive Productions
4, Xingu Films
10,Summit Entertainment
12,Touchstone Pictures
4,Walt Disney Pictures
5, Endgame Entertainment
14, Material Entertainment
10, TriStar Pictures
21,DreamWorks SKG
8, Canal+
20, Relativity Media
9, Team Downey
18,Dark Castle Entertainment
22, Biscayne Pictures
19, MDBF Filmgesellschaft mbH & Company KG
30, Dune Entertainment III
17, Golden Mean
7, Free State Pictures
12,DreamWorks SKG
34,Red Hour Films
17, Langley Productions
32, Marvel Entertainment
17, A Band Apart
9, Colossal Pictures
9,The Weinstein Company
19,Lionsgate
9, Firm Films
26, Wildwood Enterprises
41, Total Entertainment
15, EuropaCorp
21,Twentieth Century Fox Film Corporation
10, 21 Laps Entertainment
31, Edward R. Pressman Film
18, Red Granite Pictures
9, N1 European Film Produktions GmbH & Co. KG
34, Warner Bros.
4, Marvel Entertainment
13, Genre Films
17, Smokehouse Pictures
12,Village Roadshow Pictures
19, Regency Enterprises
7,Dune Entertainment
11, Mid Atlantic Films
6, New Regency Pictures
15, De Line Pictures
5,Dimension Films
16,Columbia Pictures
13, Spyglass Entertainment
10, The Cantillon Company
34, Walt Disney
10, Dentsu
17, Edward R. Pressman Film
37, Intandem Films
8, Pioneer Pictures
19, New Upstairs Productions
8, Camelot Pictures
6, Eagle Vision Inc.
15, ETIC Films
11, MDBF Zweite Filmgesellschaft
7,TriStar Pictures
7, Revolution Studios
19,Treehouse Pictures
16, Astral Media
17, International Production Company
17, Columbia Pictures Corporation
27, Focus Features
10, Nu Image Entertainment
7, Storefront Films
23, Stillking Films
4, 87Eleven
27, Relativity Media
8, Dark Horse Entertainment
14, Fuji Television Network
17,Miramax Films
20,Fox Searchlight Pictures
28,The Weinstein Company
5,Rogue Marble
9, Original Film
13, Scott Rudin Productions
12, Syncopy
12, JLT Productions
17,Columbia Pictures
11, FilmWorks
28, Marv Films
11, WWE Studios
14, Universal Pictures
5, Touchstone Pictures
14,Grosvenor Park Media Ltd.
17, Original Film
11, Intermedia Films
15,Castle Rock Entertainment
15,Lions Gate Films
18,New Line Cinema
9,Universal Pictures
6, Olive Bridge Entertainment
14,Industry Entertainment
59, Jim Henson Company
17,Walt Disney Pictures
18,Appian Way
11, Studio 37
10, Wonderful Films PLC
14, Forward Pass
13, Telecinco Cinema
3, Moving Picture Company (MPC)
6, Cooper's Town Productions
8, Bedford Falls Company
4, Good Machine
15,Walt Disney Pictures
15,Columbia Pictures
8,Gary Sanchez Productions
11, Southpaw Entertainment
12,StudioCanal
13, TF1 Films Production
19, Earthship Productions
7, Columbia Pictures Corporation
14,Relativity Media
13, Weed Road Pictures
13, UTV Motion Pictures
20, FilmEngine
30,Twentieth Century Fox Film Corporation
21, Scion Films
8, Mediastream Vierte Film GmbH & Co. Vermarktungs KG
41, Iron Film
13, Relativity Media
27, Marc Platt Productions
18,Paramount Pictures
19,Village Roadshow Pictures
15, Annapurna Pictures
3, Guy Walks into a Bar Productions
26,Columbia Pictures
13, Warner Bros.
20, BrownHouse Productions
20, Portobello Studios
10,Twentieth Century Fox Film Corporation
19,Walt Disney Pictures
4,Revolution Films
15, Happy Madison Productions
7, Gold Circle Films
11, Morgan Creek Productions
11,Summit Entertainment
12, Samuelson Productions
15, Warner Bros.
19, Valhalla Motion Pictures
6,Screen Gems
20, Land Films Inc.
26,DreamWorks SKG
19,Twentieth Century Fox Film Corporation
14,SNL Studios
23, British Broadcasting Corporation (BBC)
8, Intrepid Pictures
8, Hungarian National Film Office
17, Obelisk Productions
8, Red Wagon Productions
8,New Line Cinema
35, Amblin Entertainment
19, Intermedia Films
25,Walt Disney Pictures
3,Mosaic Media Group
20,Universal Pictures
11,The Mark Gordon Company
15, Fox 2000 Pictures
18, Davis Entertainment
23, Warner Bros.
13,Universal Pictures
14, Brass Hat Films
12, Cheyenne Enterprises
20, Hal Lieberman Company
9, Fox Atomic
13, Warner Bros.
16, MFPV Film
13, Nick Wechsler Productions
10, EuropaCorp
10,Village Roadshow Pictures
11, Warner Bros.
37, Filmauro
28, Mel's Cite du Cinema
15, Andell Entertainment
12,Universal Pictures
17, Twentieth Century Fox Film Corporation
10,Summit Entertainment
19, AZL Productions KG
6,New Line Cinema
16, Double Feature Films
28, DreamWorks Animation
7, New Regency Pictures
19, A.I.E.
17, Cross Creek Pictures
15,Millenium Films
10, Beagle Pug Films
10,Summit Entertainment
19, Kennedy/Marshall Company
22, Babieka
11, Scott Free Productions
6,Columbia Pictures
13,Columbia Pictures
15,Dimension Films
9, Kennedy/Marshall Company
15,Clear Blue Sky Productions
12, Angry Films
31, Twentieth Century Fox Film Corporation
15,Walt Disney Pictures
16, Type A Films
11,Miramax Films
10,DC Comics
16,Fox Searchlight
18, Warner Bros.
30,Columbia Pictures Corporation
10, Omega Entertainment
21, Gambit Pictures
13,DreamWorks
9,Relativity Media
8, RatPac-Dune Entertainment
27, Cross Creek Pictures
7, Strike Entertainment
15, Taxshelter. be
12, Firm Films
20, Route One Films
14, Warner Bros.
10, Pixar Animation Studios
20,BBC Films
10, Studio 37
7,Screen Gems
18, O.N.C. Entertainment
9,Columbia Pictures
13, Spyglass Entertainment
15, De Line Pictures
11,Lakeshore Entertainment
22,Ingenious Media
13, GK Films
9, Warner Bros.
11,American Zoetrope
23, Appian Way
10,Columbia Pictures
6, Franchise Pictures
9, Element Pictures
6,Warner Bros.
5,Universal Pictures
22,New Line Cinema
31,Miramax Films
10, Grive Productions
15, Pure Flix Entertainment
12, Revolution Studios
25, Primal Foe Productions
10, Exclusive Media Group
19, Film4
15, Hopscotch Films
22,Universal Pictures Corporation
9, DreamWorks Animation
6,Blue Sky Studios
9, Mango Farms
3, Fuzzy Door Productions
16, Detour Filmproduction
3, Current Entertainment
8, Di Bonaventura Pictures
14,Tree Line Films
7, Hydraulx
15, Rogue
9, Horseshoe Bay Productions
9, Hyde Park Films
12, A113
6, Bristol Bay Productions
15, ArtÃ©mis Productions
12,Paramount Pictures
7,Laura Ziskin Productions
15, Ghost House Pictures
12, Conundrum Entertainment
16, NPV Entertainment
