Index,unit_cogs,quantity,name,group,date
11247,1.0,1,DELECTA AROMAT ARAKOWY,GENERAL,2018-01-02
11248,2.16857142857143,7,DESER MONTE CRUNCHY 125 G,GENERAL,2018-01-02
11249,1.18,4,DR O KISIEL SLODKA CHWILA 32 G TRUS,GENERAL,2018-01-02
11250,1.18,6,DR OETKER KISIEL SLODKS CHWILA 32 G MAL,GENERAL,2018-01-02
11251,1.248,5,FASOLA BIALA 400G SLON.OGROD,GENERAL,2018-01-02
11252,3.27,2,FASOLKA ZÓ?TA 400 G MROZONA,GENERAL,2018-01-02
11253,2.04,1,GOLARKA VENUS 2 SZT,GENERAL,2018-01-02
11254,2.77,3,JOGURT NATURALNY 330 G GRECKI,GENERAL,2018-01-02
11255,1.35,1,KAMIS MAJERANEK 9 G,GENERAL,2018-01-02
11256,3.06,1,KAPARY 125 G OLE,GENERAL,2018-01-02
11257,0.92,4,KASZKA MANNA 400 G SARITA,GENERAL,2018-01-02
11258,1.07,1,KLEJ SUPER GLU,GENERAL,2018-01-02
11259,1.99,2,KNORR FIX RURKI Z KURCZAKIEM,GENERAL,2018-01-02
11260,1.31,9,KNORR G.K KREM Z KURY Z GRZANKAMI,GENERAL,2018-01-02
11261,1.31,2,KNORR G.K. GULASZOWA Z MAKARONEM,GENERAL,2018-01-02
11262,1.0,6,KNORR NUDLE CARBONARA 64 G,GENERAL,2018-01-02
11263,0.99,2,KNORR NUDLE PIECZONY KURCZAK  61 G,GENERAL,2018-01-02
11264,1.36,1,KNORR SOS SAL.TRUSKAWKA Z CHILI,GENERAL,2018-01-02
11265,2.87,2,KRAKUS BARSZCZ CZERW.300 ML KONC,GENERAL,2018-01-02
11266,3.01,5,KRAKUS GULASZ ANGIELSKI  155G,GENERAL,2018-01-02
11267,4.17,1,KROKIWTY Z KAP.I GRZYBAMI 400G,GENERAL,2018-01-02
11268,8.44,1,MAKA KASZTANOWA 200G,GENERAL,2018-01-02
11269,2.45,1,MAKA KUKURYDZIANA 500G,GENERAL,2018-01-02
11270,3.43,1,MAKA RYZOWA 500 G,GENERAL,2018-01-02
11271,1.58,4,MIESZANKA KEKS 90 G,GENERAL,2018-01-02
11272,2.91,2,MLEKOLAKI CHOCO 250 G,GENERAL,2018-01-02
11273,3.06,1,MOZZARELLA 125 G MINI,GENERAL,2018-01-02
11274,4.28,1,OCET WINNY ZIO?OWY 750 ML,GENERAL,2018-01-02
11275,5.44,1,OLEJ KOKOSOWY 200 ML,GENERAL,2018-01-02
11276,1.17,1,OLIWKI 50 G,GENERAL,2018-01-02
11277,1.57,6,ORZESZKI W SKORUPCE 100G PAPRYKA,GENERAL,2018-01-02
11278,2.13,2,PAPRYKARZ KURCZAK DLA JUNIORA 125 G,GENERAL,2018-01-02
11279,4.19,1,PLATKI FITNESS 225 G FRUITS,GENERAL,2018-01-02
11280,4.19,2,PLATKI FITNESS 30% CUKRU 225 G NESTLE,GENERAL,2018-01-02
11281,4.75,1,PLATKI RYZOWE 500 G BLYSKAWICZNE,GENERAL,2018-01-02
11282,3.34,1,POWIDLA WEGIERKOWE 290 HERBOPOL,GENERAL,2018-01-02
11283,2.08,1,PRZYPRAWA DO DROBIU 20 G,GENERAL,2018-01-02
11284,2.08,3,PRZYPRAWA DO ROSOLU,GENERAL,2018-01-02
11285,3.28,1,PUDL KETCHUP PIKANTNY 480 G,GENERAL,2018-01-02
11286,5.82,1,RUSIECKI KIE?BASA DROBIOWA 280 G SLOIK,GENERAL,2018-01-02
11287,1.45,3,SEZAM KRESTO 200 G,GENERAL,2018-01-02
11288,1.31,4,SMIETANA 18% 330G GOSPODYNI,GENERAL,2018-01-02
11289,5.67,1,SOK ARONIA 750 ML 100%,GENERAL,2018-01-02
11290,2.56,1,SOK Z GRANATU 250 ML  100%,GENERAL,2018-01-02
11291,2.67,1,SOS WEGIERSKI Z PIECZ.550G DAWTONA,GENERAL,2018-01-02
11292,4.42,1,SPOD DO PIZZY 400G,GENERAL,2018-01-02
11293,3.2,4,SZNURA HAMBURGER Z SOSEM CZOSN,GENERAL,2018-01-02
11294,3.2,3,SZNURA HAMBURGER Z SOSEM MUSZTARDOWYM,GENERAL,2018-01-02
11295,3.2,2,SZNURA KANAPKA Z KEBABEM 160 G,GENERAL,2018-01-02
11296,3.2,1,SZNURA KANAPKA Z POLEDWICA 148 G,GENERAL,2018-01-02
11297,3.2,1,SZNURA KANAPKA Z SEREM 140 G,GENERAL,2018-01-02
11298,3.2,1,SZNURA KANAPKA Z SZYNKA 140 G,GENERAL,2018-01-02
11299,3.2,1,SZNURA KANAPKA ZE SCHABEM,GENERAL,2018-01-02
11300,3.33,3,SZNURA KLUSKI ZIEMNIACZANE Z BOCZKIE 400,GENERAL,2018-01-02
11301,3.33,2,SZNURA PIEROGI Z KAPUSTA I GRZUBAMI 400,GENERAL,2018-01-02
11302,4.29,4,SZNURA PIEROGI Z SEREM 400 G,GENERAL,2018-01-02
11303,3.29,1,SZNURA VITA LUNCH GRECKI 240 G,GENERAL,2018-01-02
11304,3.33,1,SZNURA ZAPIEKANKA 270 G,GENERAL,2018-01-02
11305,3.6,3,TABLETKI PIEC ZIÓL GARD?O,GENERAL,2018-01-02
11306,0.74,25,WIN BUDYN CZEKOL DO CIAST 40 G,GENERAL,2018-01-02
11307,0.74,19,WIN BUDYN DO CIAST WANILIOWY 35 G,GENERAL,2018-01-02
11308,2.31,1,WIN BULION Z GRZYBAMI LESNYMI 6K,GENERAL,2018-01-02
11309,1.29,4,WIN GALARETKA PRZEZROCZYSTA 71 G,GENERAL,2018-01-02
11310,2.93923076923077,13,WIN MAJONEZ 300 G,GENERAL,2018-01-02
11311,2.29,2,WIN SOS BOROWIKOWY,GENERAL,2018-01-02
11312,6.52,1,ZNICZ,GENERAL,2018-01-02
11313,3.52,5,ZUPA 9 WARZYW 450 G,GENERAL,2018-01-02
11314,0.78,19,BATERIA 44 R3 MAXELL,GENERAL,2018-01-03
11315,3.35,1,BOROWIK SUSZONY 20 G,GENERAL,2018-01-03
11316,1.35,1,CWIKLA Z CHRZANEM 300 G SLON.OGROD,GENERAL,2018-01-03
11317,2.04,1,CZEK ALPEN GOLD 100G ORZECH,GENERAL,2018-01-03
11318,3.02,0.5,DELECTA  MACZEK 40 G MANGO,GENERAL,2018-01-03
11319,1.89,3,DESER MONTE CRUNCHY 125 G,GENERAL,2018-01-03
11320,1.07,2,DR O BUDYN SLODKA CHWILA CZEK+MALINA,GENERAL,2018-01-03
11321,1.31,7,DR O KISIEL SLOD CHWILA CZ_PORZECZKA AGR,GENERAL,2018-01-03
11322,1.07,2,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G,GENERAL,2018-01-03
11323,1.08571428571429,7,DR O KISIEL SLODKA CHWILA 32 G TRUS,GENERAL,2018-01-03
11324,1.52,11,FASOLA BIALA 400G SLON.OGROD,GENERAL,2018-01-03
11325,3.27,1,FASOLKA ZÓ?TA 400 G MROZONA,GENERAL,2018-01-03
11326,2.04,2,GOLARKA VENUS 2 SZT,GENERAL,2018-01-03
11327,0.85,5,GROCH PO?ÓWKI400 KROS,GENERAL,2018-01-03
11328,0.92,2,KASZKA MANNA 400 G SARITA,GENERAL,2018-01-03
11329,1.07,15,KLEJ SUPER GLU,GENERAL,2018-01-03
11330,1.19,3,KNORR BARSZCZ BIALY 45 G,GENERAL,2018-01-03
11331,1.99,2,KNORR FIX RURKI Z KURCZAKIEM,GENERAL,2018-01-03
11332,0.93,3,KNORR G K BOROWIKOWA,GENERAL,2018-01-03
11333,1.31,12,KNORR G.K KREM Z KURY Z GRZANKAMI,GENERAL,2018-01-03
11334,1.31,9,KNORR G.K. GULASZOWA Z MAKARONEM,GENERAL,2018-01-03
11335,1.68,9,KNORR NUDLE CEBULOWE Z SEREM,GENERAL,2018-01-03
11336,0.99,8,KNORR NUDLE PIECZONY KURCZAK  61 G,GENERAL,2018-01-03
11337,2.87,1,KRAKUS BARSZCZ CZERW.300 ML KONC,GENERAL,2018-01-03
11338,2.75,1,KRAKUS GULASZ ANGIELSKI  155G,GENERAL,2018-01-03
11339,4.95,2,KROKIETY Z MIESEM  GRZESKOWIAK,GENERAL,2018-01-03
11340,1.31,1,KUBUS MULTIWITAMINA 300 ML,GENERAL,2018-01-03
11341,1.39,1,KUBUS WOTER 0_5 L N/G DZIUB.,GENERAL,2018-01-03
11342,4.22,1,MAKA  Z AMARANTUSA 250,GENERAL,2018-01-03
11343,4.96,1,MAKA JAGLANA 500 G,GENERAL,2018-01-03
11344,8.44,1,MAKA KASZTANOWA 200G,GENERAL,2018-01-03
11345,5.07,1,MAKA Z PESTEK DYNI 250 G,GENERAL,2018-01-03
11346,2.02,2,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO,GENERAL,2018-01-03
11347,3.4,1,MLEKO KOKOSOWE 250 ML CZEKOLADA,GENERAL,2018-01-03
11348,2.91,3,MLEKOLAKI CHOCO 250 G,GENERAL,2018-01-03
11349,3.06,5,MOZZARELLA 125 G MINI,GENERAL,2018-01-03
11350,1.57,6,ORZESZKI W SKORUPCE 100G PAPRYKA,GENERAL,2018-01-03
11351,3.97,1,PASSATA 680 G LOWICZ,GENERAL,2018-01-03
11352,6.63,4,PIZZA KEBAB 420 G,GENERAL,2018-01-03
11353,1.86,2,POPCORN  SOLONY 90 G HELIO,GENERAL,2018-01-03
11354,3.34,3,POWIDLA WEGIERKOWE 290 HERBOPOL,GENERAL,2018-01-03
11355,2.08,1,PRZYPRAWA DO DROBIU 20 G,GENERAL,2018-01-03
11356,3.28,3,PUDL KETCHUP PIKANTNY 480 G,GENERAL,2018-01-03
11357,3.73,6,PUDL KONCEN.POMIDOROWY 310 G,GENERAL,2018-01-03
11358,4.65,1,SA?ATKA WARZYWNA 500G GRZESKOWIAK,GENERAL,2018-01-03
11359,0.75,13,SEKACZ ADVOKAT 32 G,GENERAL,2018-01-03
11360,1.31,2,SMIETANA 18% 330G GOSPODYNI,GENERAL,2018-01-03
11361,2.56,1,SOK Z GRANATU 250 ML  100%,GENERAL,2018-01-03
11362,2.45,1,SOL HIMALAJSKA ROZOWA 500 G,GENERAL,2018-01-03
11363,8.83,1,SOS SOJOWY 150 ML KIKOMAN,GENERAL,2018-01-03
11364,6.14,1,SZPARAGI 330 G KIER,GENERAL,2018-01-03
11365,1.83,1,WAFLE SUNNY GRAHAM 60 G,GENERAL,2018-01-03
11366,2.35,1,WEDEL CZEKOLADA 100G CREME BRULLE,GENERAL,2018-01-03
11367,0.74,2,WIN BUDYN CZEKOL DO CIAST 40 G,GENERAL,2018-01-03
11368,0.85,9,WIN BUDYN SMIETANA DO CIAST,GENERAL,2018-01-03
11369,1.46,5,WIN GALARETKA PRZEZROCZYSTA 71 G,GENERAL,2018-01-03
11370,0.98,1,WIN KISIEL MALINA Z IMBIREM 36 G,GENERAL,2018-01-03
11371,3.75,9,WIN MAJONEZ 300 G,GENERAL,2018-01-03
11372,2.29,2,WIN SOS BOROWIKOWY,GENERAL,2018-01-03
11373,2.15,2,WORKI NA SMIECI 35L*26SZT,GENERAL,2018-01-03
11374,1.31,4,ZUREK BUTELKA 0_5 L,GENERAL,2018-01-03
11375,3.37,4,ZUREK KRAKUS 1 L,GENERAL,2018-01-03
11376,0.78,31,BATERIA 44 R3 MAXELL,GENERAL,2018-01-04
11377,3.35,1,BOROWIK SUSZONY 20 G,GENERAL,2018-01-04
11378,4.69,3,BRYKIET 2 KG,GENERAL,2018-01-04
11379,2.4,6,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G,GENERAL,2018-01-04
11380,2.17,1,CZARNUSZKA 50 G,GENERAL,2018-01-04
11381,1.0,4,DELECTA AROMAT ARAKOWY,GENERAL,2018-01-04
11382,1.07,5,DR O BUDYN SLODKA CHWILA CZEK+MALINA,GENERAL,2018-01-04
11383,1.31,1,DR O KISIEL SLOD CHWILA CZ_PORZECZKA AGR,GENERAL,2018-01-04
11384,1.07,3,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G,GENERAL,2018-01-04
11385,1.07,2,DR O KISIEL SLODKA CHWILA 32 G TRUS,GENERAL,2018-01-04
11386,1.52,6,FASOLA BIALA 400G SLON.OGROD,GENERAL,2018-01-04
11387,3.27,1,FASOLKA ZÓ?TA 400 G MROZONA,GENERAL,2018-01-04
11388,7.16,1,FRYTKI 750 G SUPER,GENERAL,2018-01-04
11389,2.04,1,GOLARKA VENUS 2 SZT,GENERAL,2018-01-04
11390,0.85,4,GROCH PO?ÓWKI400 KROS,GENERAL,2018-01-04
11391,0.93,2,KASZKA MANNA 400 G SARITA,GENERAL,2018-01-04
11392,1.07,7,KLEJ SUPER GLU,GENERAL,2018-01-04
11393,1.68,2,KNORR NUDLE CEBULOWE Z SEREM,GENERAL,2018-01-04
11394,2.75,1,KRAKUS GULASZ ANGIELSKI  155G,GENERAL,2018-01-04
11395,2.15,1,KRATKA DO WYSMAZENIA 200G,GENERAL,2018-01-04
11396,4.95,2,KROKIETY Z MIESEM  GRZESKOWIAK,GENERAL,2018-01-04
11397,4.17,1,KROKIWTY Z KAP.I GRZYBAMI 400G,GENERAL,2018-01-04
11398,1.31,12,KUBUS MULTIWITAMINA 300 ML,GENERAL,2018-01-04
11399,5.29,1,LOWICZ DZEM CZEKO TRUSKAWKLA 250 G,GENERAL,2018-01-04
11400,5.29,1,LOWICZ DZEM CZEKO WISNIA 250 G,GENERAL,2018-01-04
11401,2.45,1,MAKA KUKURYDZIANA 500G,GENERAL,2018-01-04
11402,2.02,1,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO,GENERAL,2018-01-04
11403,3.17,9,MLEKO KOKOSOWE 250 ML,GENERAL,2018-01-04
11404,3.4,3,MLEKO KOKOSOWE 250 ML BANAN,GENERAL,2018-01-04
11405,3.4,5,MLEKO KOKOSOWE 250 ML CZEKOLADA,GENERAL,2018-01-04
11406,3.4,3,MLEKO KOKOSOWE 250 ML TRUSKAWKA,GENERAL,2018-01-04
11407,2.91,1,MLEKOLAKI CHOCO 250 G,GENERAL,2018-01-04
11408,3.06,1,MOZZARELLA 125 G MINI,GENERAL,2018-01-04
11409,1.5,12,NAP TYMBARK 0_3 ML JAB?KO,GENERAL,2018-01-04
11410,6.63,1,PIZZA KEBAB 420 G,GENERAL,2018-01-04
11411,1.86,4,POPCORN  SOLONY 90 G HELIO,GENERAL,2018-01-04
11412,4.66,3,PUDL KLOPSIKI W SOS GRZYB.600G,GENERAL,2018-01-04
11413,3.37,3,PUDL KONCEN.POMIDOROWY 310 G,GENERAL,2018-01-04
11414,4.07,1,PUDL MIESZANKA WARZYWNA PO MEKSYKAN.450,GENERAL,2018-01-04
11415,0.75,24,SEKACZ ADVOKAT 32 G,GENERAL,2018-01-04
11416,1.45,1,SEZAM KRESTO 200 G,GENERAL,2018-01-04
11417,3.15,1,SMAK MAK GALARETKA Z KURCZAKA 200G,GENERAL,2018-01-04
11418,3.15,1,SMAK MAK GALAT WIEPRZOWY 200G,GENERAL,2018-01-04
11419,3.5,1,SMAK MAK JAJKO Z SZYNKA W GALARECIE 200G,GENERAL,2018-01-04
11420,5.52,1,SMAK MAK MEDALIONY Z SEREM 315 G,GENERAL,2018-01-04
11421,5.52,1,SMAK MAK NUGGETS  300G,GENERAL,2018-01-04
11422,4.45,1,SMAK MAK PIEROGI Z KAP.I GRZYBAMI 400G,GENERAL,2018-01-04
11423,4.45,2,SMAK MAK PIEROGI Z MIESEM 400 G,GENERAL,2018-01-04
11424,4.45,1,SMAK MAK PIEROGI Z SEREM 400G,GENERAL,2018-01-04
11425,2.29,1,SMAK MAK SURÓWKA KOPERKOWA 300G,GENERAL,2018-01-04
11426,2.29,1,SMAK MAK SURÓWKA RARYTAS 300G,GENERAL,2018-01-04
11427,2.29,1,SMAK MAK SURÓWKA WIOSENNA 300 G,GENERAL,2018-01-04
11428,3.84,3,SOK Z BURAKA 750 ML,GENERAL,2018-01-04
11429,2.61,1,SOK Z KAPUSTY KISZONEJ 1 L,GENERAL,2018-01-04
11430,2.67,1,SOS WEGIERSKI Z PIECZ.550G DAWTONA,GENERAL,2018-01-04
11431,3.6,1,TABLETKI PIEC ZIÓL GARD?O,GENERAL,2018-01-04
11432,2.09,4,WAFLE RYZOWE W CZEK.MLECZNEJ SONKO65 G,GENERAL,2018-01-04
11433,2.06,3,WAFLE RYZOWE W CZEKOLADZIE 65 G SONKO,GENERAL,2018-01-04
11434,1.83,3,WAFLE SUNNY GRAHAM 60 G,GENERAL,2018-01-04
11435,4.69,2,WEGIEL DO GRILA 2 KG,GENERAL,2018-01-04
11436,0.72,4,WIN BUDYN CZEKOLADOWY B/CUKRU 38 G,GENERAL,2018-01-04
11437,0.85,2,WIN BUDYN SMIETANA DO CIAST,GENERAL,2018-01-04
11438,1.46,4,WIN GALARETKA PRZEZROCZYSTA 71 G,GENERAL,2018-01-04
11439,3.75,7,WIN MAJONEZ 300 G,GENERAL,2018-01-04
11440,2.29,2,WIN SOS BOROWIKOWY,GENERAL,2018-01-04
11441,2.74,2,WORKI NA SMIECI 60L*18 SZT,GENERAL,2018-01-04
11442,1.31,2,ZUREK BUTELKA 0_5 L,GENERAL,2018-01-04
11443,0.31,4,BANDAZ 5 CM *4 M,GENERAL,2018-01-05
11444,0.78,2,BATERIA 44 R3 MAXELL,GENERAL,2018-01-05
11445,3.35,1,BOROWIK SUSZONY 20 G,GENERAL,2018-01-05
11446,4.69,1,BRYKIET 2 KG,GENERAL,2018-01-05
11447,3.25,1,CEBULKA MARYNOWANA 305 G OLE,GENERAL,2018-01-05
11448,1.59,4,CHRUPKI KUKURYDZIANE 200G,GENERAL,2018-01-05
11449,2.4,1,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G,GENERAL,2018-01-05
11450,2.17,1,CZARNUSZKA 50 G,GENERAL,2018-01-05
11451,2.04,5,CZEK ALPEN GOLD 100 G MLECZNA,GENERAL,2018-01-05
11452,2.13,5,CZEK.ALPEN GOLD 90G TRUS.,GENERAL,2018-01-05
11453,1.07,5,DR O BUDYN SLODKA CHWILA CZEK+WISNIA,GENERAL,2018-01-05
11454,1.31,2,DR O KISIEL SLOD CHWILA CZ_PORZECZKA AGR,GENERAL,2018-01-05
11455,1.07,6,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G,GENERAL,2018-01-05
11456,1.07,1,DR O KISIEL SLODKA CHWILA 32 G TRUS,GENERAL,2018-01-05
11457,1.52,8,FASOLA BIALA 400G SLON.OGROD,GENERAL,2018-01-05
11458,2.37,1,FASOLA PIEKNY JAS 400 SARITA,GENERAL,2018-01-05
11459,7.16,1,FRYTKI 750 G SUPER,GENERAL,2018-01-05
11460,2.04,1,GOLARKA VENUS 2 SZT,GENERAL,2018-01-05
11461,0.85,5,GROCH PO?ÓWKI400 KROS,GENERAL,2018-01-05
11462,5.31,2,JAB?KO PRAZONE 900G,GENERAL,2018-01-05
11463,0.93,3,KASZKA MANNA 400 G SARITA,GENERAL,2018-01-05
11464,1.07,17,KLEJ SUPER GLU,GENERAL,2018-01-05
11465,1.19,1,KNORR BARSZCZ BIALY 45 G,GENERAL,2018-01-05
11466,0.93,1,KNORR G K BOROWIKOWA,GENERAL,2018-01-05
11467,1.68,9,KNORR NUDLE CEBULOWE Z SEREM,GENERAL,2018-01-05
11468,1.26,12,KNORR NUDLE POMIDOROWA LAGODNA,GENERAL,2018-01-05
11469,1.49,1,KONSERWA TURYSTYCZNA 300G EVRO,GENERAL,2018-01-05
11470,2.87,3,KRAKUS BARSZCZ CZERW.300 ML KONC,GENERAL,2018-01-05
11471,2.75,2,KRAKUS GULASZ ANGIELSKI  155G,GENERAL,2018-01-05
11472,2.15,4,KRATKA DO WYSMAZENIA 200G,GENERAL,2018-01-05
11473,4.95,3,KROKIETY Z MIESEM  GRZESKOWIAK,GENERAL,2018-01-05
11474,4.17,1,KROKIWTY Z KAP.I GRZYBAMI 400G,GENERAL,2018-01-05
11475,1.31,1,KUBUS MULTIWITAMINA 300 ML,GENERAL,2018-01-05
11476,5.29,1,LOWICZ DZEM CZEKO BRZOSKWINIA 250 G,GENERAL,2018-01-05
11477,5.29,1,LOWICZ DZEM CZEKO TRUSKAWKLA 250 G,GENERAL,2018-01-05
11478,5.29,1,LOWICZ DZEM CZEKO WISNIA 250 G,GENERAL,2018-01-05
11479,2.39,1,MAK SULMA PAPPARDELE 320 G,GENERAL,2018-01-05
11480,2.45,1,MAKA KUKURYDZIANA 500G,GENERAL,2018-01-05
11481,2.02,2,MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO,GENERAL,2018-01-05
11482,3.17,3,MLEKO KOKOSOWE 250 ML,GENERAL,2018-01-05
11483,3.4,2,MLEKO KOKOSOWE 250 ML BANAN,GENERAL,2018-01-05
11484,3.4,1,MLEKO KOKOSOWE 250 ML CZEKOLADA,GENERAL,2018-01-05
11485,2.91,1,MLEKOLAKI CHOCO 250 G,GENERAL,2018-01-05
11486,1.5,2,NAP TYMBARK 0_3 ML JAB?KO,GENERAL,2018-01-05
11487,3.34,2,POWIDLA WEGIERKOWE 290 HERBOPOL,GENERAL,2018-01-05
11488,3.28,5,PUDL KETCHUP PIKANTNY 480 G,GENERAL,2018-01-05
11489,4.66,1,PUDL KLOPSIKI W SOS GRZYB.600G,GENERAL,2018-01-05
11490,3.37,2,PUDL KONCEN.POMIDOROWY 310 G,GENERAL,2018-01-05
11491,5.82,1,RUSIECKI KIE?BASA DROBIOWA 280 G SLOIK,GENERAL,2018-01-05
11492,0.75,37,SEKACZ ADVOKAT 32 G,GENERAL,2018-01-05
11493,1.45,1,SEZAM KRESTO 200 G,GENERAL,2018-01-05
11494,7.2,1,SMAK MAK FLAKI W ROSOLE 800 G,GENERAL,2018-01-05
11495,3.15,2,SMAK MAK GALARETKA Z KURCZAKA 200G,GENERAL,2018-01-05
11496,3.15,1,SMAK MAK GALAT WIEPRZOWY 200G,GENERAL,2018-01-05
11497,3.5,2,SMAK MAK JAJKO Z SZYNKA W GALARECIE 200G,GENERAL,2018-01-05
11498,2.45,1,SMAK MAK MARCHEWKA Z GROSZKIEM 500G,GENERAL,2018-01-05
11499,5.52,2,SMAK MAK NUGGETS  300G,GENERAL,2018-01-05
11500,4.45,1,SMAK MAK PIEROGI Z SEREM 400G,GENERAL,2018-01-05
11501,2.55,4,SMAK MAK SMALEC Z MIESEM 200G,GENERAL,2018-01-05
11502,2.55,1,SMAK MAK SMALEC ZE SKWARKAMI 200G,GENERAL,2018-01-05
11503,2.29,1,SMAK MAK SUROWKA Z KUKURYDZA 300G,GENERAL,2018-01-05
11504,2.29,1,SMAK MAK SURÓWKA KOPERKOWA 300G,GENERAL,2018-01-05
11505,2.29,1,SMAK MAK SURÓWKA POROWA 300G,GENERAL,2018-01-05
11506,2.29,1,SMAK MAK SURÓWKA RARYTAS 300G,GENERAL,2018-01-05
11507,2.29,1,SMAK MAK SURÓWKA WIOSENNA 300 G,GENERAL,2018-01-05
11508,3.42,3,SMAK MAK ZAPIEKANKA Z PIECZARKAMI 250 G,GENERAL,2018-01-05
11509,7.41,1,SOK Z GRANATU 1 L 100%,GENERAL,2018-01-05
11510,2.56,1,SOK Z GRANATU 250 ML  100%,GENERAL,2018-01-05
11511,5.67,1,SOK Z WISNI 750 ML,GENERAL,2018-01-05
11512,5.67,1,SOK Z ZURAWINY 750 ML,GENERAL,2018-01-05
11513,2.45,1,SOL HIMALAJSKA ROZOWA 500 G,GENERAL,2018-01-05
11514,2.67,1,SOS WEGIERSKI Z PIECZ.550G DAWTONA,GENERAL,2018-01-05
11515,3.6,2,TABLETKI PIEC ZIÓL GARD?O,GENERAL,2018-01-05
11516,3.05,1,VITAFIZZ WIT C,GENERAL,2018-01-05
11517,2.09,2,WAFLE RYZOWE W CZEK.MLECZNEJ SONKO65 G,GENERAL,2018-01-05
11518,2.28,4,WAFLE SUNNY GRAHAM 60 G,GENERAL,2018-01-05
11519,2.35,2,WEDEL CZEKOLADA 100G CREME BRULLE,GENERAL,2018-01-05
11520,4.69,2,WEGIEL DO GRILA 2 KG,GENERAL,2018-01-05
11521,0.85,3,WIN BUDYN SMIETANA DO CIAST,GENERAL,2018-01-05
11522,1.46,1,WIN GALARETKA PRZEZROCZYSTA 71 G,GENERAL,2018-01-05
11523,0.98,2,WIN KISIEL MALINA Z IMBIREM 36 G,GENERAL,2018-01-05
11524,3.09,6,WIN MAJONEZ 300 G,GENERAL,2018-01-05
11525,2.15,6,WORKI NA SMIECI 35L*26SZT,GENERAL,2018-01-05
11526,2.8,1,ZAPIEKANKA Z KEBABEM 240 G,GENERAL,2018-01-05
11527,1.02,10,AMINO BLYSK .POMIDOROWA Z PIETRUSZKA,GENERAL,2018-01-06
11528,0.99,1,APPETITA KOLENDRA 15 G,GENERAL,2018-01-06
11529,0.78,11,BATERIA R3 WARTA ALKAICZNA,GENERAL,2018-01-06
11530,1.68,4,BERLISO 180 G +20 G CZEKOL,GENERAL,2018-01-06
11531,4.69,1,BRYKIET 2 KG,GENERAL,2018-01-06
11532,3.0,1,CATERING SANDWICH 180 G,GENERAL,2018-01-06
11533,3.0,4,CATERING SANDWISCH 180 G,GENERAL,2018-01-06
11534,1.59,1,CHRUPKI KUKURYDZIANE 200G,GENERAL,2018-01-06
11535,2.4,9,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G,GENERAL,2018-01-06
11536,2.17,1,CZARNUSZKA 50 G,GENERAL,2018-01-06
11537,1.86,3,CZEK.ALPEN GOLD 90G TRUS.,GENERAL,2018-01-06
11538,1.31,7,DR O KISIEL SLOD CHWILA CZ_PORZECZKA AGR,GENERAL,2018-01-06
11539,1.07,6,DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G,GENERAL,2018-01-06
11540,1.52,4,FASOLA BIALA 400G SLON.OGROD,GENERAL,2018-01-06
11541,2.37,1,FASOLA PIEKNY JAS 400 SARITA,GENERAL,2018-01-06
11542,3.27,2,FASOLKA ZÓ?TA 400 G MROZONA,GENERAL,2018-01-06
11543,7.16,5,FRYTKI 750 G SUPER,GENERAL,2018-01-06
11544,0.85,2,GROCH PO?ÓWKI400 KROS,GENERAL,2018-01-06
11545,5.31,1,JAB?KO PRAZONE 900G,GENERAL,2018-01-06
11546,0.93,3,KASZKA MANNA 400 G SARITA,GENERAL,2018-01-06
11547,1.07,1,KLEJ SUPER GLU,GENERAL,2018-01-06
11548,2.09,3,KNORR FIX RURKI Z KURCZAKIEM,GENERAL,2018-01-06
11549,0.93,3,KNORR G K BOROWIKOWA,GENERAL,2018-01-06
11550,1.68,2,KNORR NUDLE CEBULOWE Z SEREM,GENERAL,2018-01-06
11551,1.26,10,KNORR NUDLE POMIDOROWA LAGODNA,GENERAL,2018-01-06
11552,1.49,3,KONSERWA TURYSTYCZNA 300G EVRO,GENERAL,2018-01-06
11553,1.49,1,KONSERWA TYROLSKA 300G EVRA,GENERAL,2018-01-06
11554,1.36,3,KRAKERST 110 G CEBULOWE POL.MLYN,GENERAL,2018-01-06
11555,1.36,5,KRAKERST 110 G SOLONE POL.MLYNY,GENERAL,2018-01-06
11556,2.75,4,KRAKUS GULASZ ANGIELSKI  155G,GENERAL,2018-01-06
11557,2.15,1,KRATKA DO WYSMAZENIA 200G,GENERAL,2018-01-06
11558,4.95,4,KROKIETY Z MIESEM  GRZESKOWIAK,GENERAL,2018-01-06
11559,4.17,2,KROKIWTY Z KAP.I GRZYBAMI 400G,GENERAL,2018-01-06
11560,1.31,9,KUBUS MULTIWITAMINA 300 ML,GENERAL,2018-01-06
11561,0.84,8,LIZAK LOLLIPOP,GENERAL,2018-01-06
11562,5.16,1,LOWICZ DZEM CZEKO WISNIA 250 G,GENERAL,2018-01-06
